Lipid,Retention_Time,OzESI_Intensity,group_by_ion,group_by_lipid,Sample_ID,Transition,Sample,Parent_Ion,Product_Ion,Species,Class,Possible_Lipids,Peak_Height,FWHM,Peak_Width,Peak_Area,Filter_Column,STD_RT_ON,STD_RT_OFF,STD_RT_Dif,Biology,Genotype,Cage,Mouse,n_value
FA(10:1)_<>_n-2 ,3.0460166666666666,1499.0,8,0,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,325.2 -> 183.0,cereb_WT_m1_FAD245,325.2,183.0,10:1,FA,FA(10:1)_<>_n-2 | FA(12:1)_<>_n-4 | FA(13:1)_<>_n-5 | FA(14:1)_<>_n-6 | FA(15:1)_<>_n-7 | FA(15:2)_<F>_n-7 | FA(16:1)_<>_n-8 | FA(16:2)_<F>_n-8 | FA(17:1)_<>_n-9 | FA(18:1)_<>_n-10 | FA(18:2)_<F>_n-10 | FA(18:3)_<FF>_n-10 | FA(18:4)_<FFF>_n-10 | FA(20:1)_<>_n-12 | FA(20:2)_<F>_n-12 | FA(20:5)_<FFFF>_n-12 | FA(22:1)_<>_n-14 | FA(22:6)_<FFFFF>_n-14,1499.0,0.04938504270600212,0.038766666666666616,58.11123333333326,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,2
FA(10:1)_<>_n-2 ,3.640366666666667,3071.0,8,0,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,325.2 -> 183.0,cereb_WT_m1_FAD245,325.2,183.0,10:1,FA,FA(10:1)_<>_n-2 | FA(12:1)_<>_n-4 | FA(13:1)_<>_n-5 | FA(14:1)_<>_n-6 | FA(15:1)_<>_n-7 | FA(15:2)_<F>_n-7 | FA(16:1)_<>_n-8 | FA(16:2)_<F>_n-8 | FA(17:1)_<>_n-9 | FA(18:1)_<>_n-10 | FA(18:2)_<F>_n-10 | FA(18:3)_<FF>_n-10 | FA(18:4)_<FFF>_n-10 | FA(20:1)_<>_n-12 | FA(20:2)_<F>_n-12 | FA(20:5)_<FFFF>_n-12 | FA(22:1)_<>_n-14 | FA(22:6)_<FFFFF>_n-14,3071.0,0.17894873010139598,0.09043333333333337,277.72076666666675,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,2
FA(10:1)_<>_n-2 ,3.834166666666667,416809.0,8,0,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,325.2 -> 183.0,cereb_WT_m1_FAD245,325.2,183.0,10:1,FA,FA(10:1)_<>_n-2 | FA(12:1)_<>_n-4 | FA(13:1)_<>_n-5 | FA(14:1)_<>_n-6 | FA(15:1)_<>_n-7 | FA(15:2)_<F>_n-7 | FA(16:1)_<>_n-8 | FA(16:2)_<F>_n-8 | FA(17:1)_<>_n-9 | FA(18:1)_<>_n-10 | FA(18:2)_<F>_n-10 | FA(18:3)_<FF>_n-10 | FA(18:4)_<FFF>_n-10 | FA(20:1)_<>_n-12 | FA(20:2)_<F>_n-12 | FA(20:5)_<FFFF>_n-12 | FA(22:1)_<>_n-14 | FA(22:6)_<FFFFF>_n-14,416809.0,0.11119390830278958,0.05168333333333308,21542.07848333323,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,2
FA(10:1)_<>_n-3 ,3.421116666666667,1348.0,6,1,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,311.3 -> 183.0,cereb_WT_m1_FAD245,311.3,183.0,10:1,FA,FA(9:1)_<>_n-2 | FA(10:1)_<>_n-3 | FA(12:1)_<>_n-5 | FA(13:1)_<>_n-6 | FA(14:1)_<>_n-7 | FA(15:1)_<>_n-8 | FA(15:2)_<F>_n-8 | FA(16:1)_<>_n-9 | FA(16:2)_<F>_n-9 | FA(17:1)_<>_n-10 | FA(18:1)_<>_n-11 | FA(18:2)_<F>_n-11 | FA(18:3)_<FF>_n-11 | FA(18:4)_<FFF>_n-11 | FA(20:1)_<>_n-13 | FA(20:2)_<F>_n-13 | FA(20:5)_<FFFF>_n-13 | FA(22:1)_<>_n-15 | FA(22:6)_<FFFFF>_n-15,1348.0,0.05055960980788076,0.051683333333333525,69.66913333333359,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,3
FA(10:1)_<>_n-3 ,3.6020000000000003,50798.0,6,1,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,311.3 -> 183.0,cereb_WT_m1_FAD245,311.3,183.0,10:1,FA,FA(9:1)_<>_n-2 | FA(10:1)_<>_n-3 | FA(12:1)_<>_n-5 | FA(13:1)_<>_n-6 | FA(14:1)_<>_n-7 | FA(15:1)_<>_n-8 | FA(15:2)_<F>_n-8 | FA(16:1)_<>_n-9 | FA(16:2)_<F>_n-9 | FA(17:1)_<>_n-10 | FA(18:1)_<>_n-11 | FA(18:2)_<F>_n-11 | FA(18:3)_<FF>_n-11 | FA(18:4)_<FFF>_n-11 | FA(20:1)_<>_n-13 | FA(20:2)_<F>_n-13 | FA(20:5)_<FFFF>_n-13 | FA(22:1)_<>_n-15 | FA(22:6)_<FFFFF>_n-15,50798.0,0.12519701118895274,0.06459999999999999,3281.5507999999995,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,3
FA(10:1)_<>_n-4 ,3.3440000000000003,10529.0,4,2,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,297.2 -> 183.0,cereb_WT_m1_FAD245,297.2,183.0,10:1,FA,FA(8:1)_<>_n-2 | FA(9:1)_<>_n-3 | FA(10:1)_<>_n-4 | FA(12:1)_<>_n-6 | FA(13:1)_<>_n-7 | FA(14:1)_<>_n-8 | FA(15:1)_<>_n-9 | FA(15:2)_<F>_n-9 | FA(16:1)_<>_n-10 | FA(16:2)_<F>_n-10 | FA(17:1)_<>_n-11 | FA(18:1)_<>_n-12 | FA(18:2)_<F>_n-12 | FA(18:3)_<FF>_n-12 | FA(18:4)_<FFF>_n-12 | FA(20:1)_<>_n-14 | FA(20:2)_<F>_n-14 | FA(20:5)_<FFFF>_n-14 | FA(22:1)_<>_n-16 | FA(22:6)_<FFFFF>_n-16,10529.0,0.06531348069617565,0.06461666666666632,680.3488833333297,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,4
FA(10:1)_<>_n-5 ,3.0728666666666666,10876.0,3,3,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,283.2 -> 183.0,cereb_WT_m1_FAD245,283.2,183.0,10:1,FA,FA(8:1)_<>_n-3 | FA(9:1)_<>_n-4 | FA(10:1)_<>_n-5 | FA(12:1)_<>_n-7 | FA(13:1)_<>_n-8 | FA(14:1)_<>_n-9 | FA(15:1)_<>_n-10 | FA(15:2)_<F>_n-10 | FA(16:1)_<>_n-11 | FA(16:2)_<F>_n-11 | FA(17:1)_<>_n-12 | FA(18:1)_<>_n-13 | FA(18:2)_<F>_n-13 | FA(18:3)_<FF>_n-13 | FA(18:4)_<FFF>_n-13 | FA(20:1)_<>_n-15 | FA(20:2)_<F>_n-15 | FA(20:5)_<FFFF>_n-15 | FA(22:1)_<>_n-17 | FA(22:6)_<FFFFF>_n-17,10876.0,0.06075312082895062,0.051683333333333525,562.1079333333354,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,5
FA(12:1)_<>_n-2 ,3.148566666666667,3275.0,12,8,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,353.3 -> 183.0,cereb_WT_m1_FAD245,353.3,183.0,12:1,FA,FA(12:1)_<>_n-2 | FA(13:1)_<>_n-3 | FA(14:1)_<>_n-4 | FA(15:1)_<>_n-5 | FA(15:2)_<F>_n-5 | FA(16:1)_<>_n-6 | FA(16:2)_<F>_n-6 | FA(17:1)_<>_n-7 | FA(18:1)_<>_n-8 | FA(18:2)_<F>_n-8 | FA(18:3)_<FF>_n-8 | FA(18:4)_<FFF>_n-8 | FA(20:1)_<>_n-10 | FA(20:2)_<F>_n-10 | FA(20:5)_<FFFF>_n-10 | FA(22:1)_<>_n-12 | FA(22:6)_<FFFFF>_n-12,3275.0,0.046628716166307836,0.038766666666666616,126.96083333333317,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,2
FA(12:1)_<>_n-2 ,3.2519333333333336,3531.0,12,8,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,353.3 -> 183.0,cereb_WT_m1_FAD245,353.3,183.0,12:1,FA,FA(12:1)_<>_n-2 | FA(13:1)_<>_n-3 | FA(14:1)_<>_n-4 | FA(15:1)_<>_n-5 | FA(15:2)_<F>_n-5 | FA(16:1)_<>_n-6 | FA(16:2)_<F>_n-6 | FA(17:1)_<>_n-7 | FA(18:1)_<>_n-8 | FA(18:2)_<F>_n-8 | FA(18:3)_<FF>_n-8 | FA(18:4)_<FFF>_n-8 | FA(20:1)_<>_n-10 | FA(20:2)_<F>_n-10 | FA(20:5)_<FFFF>_n-10 | FA(22:1)_<>_n-12 | FA(22:6)_<FFFFF>_n-12,3531.0,0.19886314620713216,0.19381666666666675,684.3666500000003,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,2
FA(12:1)_<>_n-2 ,3.4199,1516.0,12,8,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,353.3 -> 183.0,cereb_WT_m1_FAD245,353.3,183.0,12:1,FA,FA(12:1)_<>_n-2 | FA(13:1)_<>_n-3 | FA(14:1)_<>_n-4 | FA(15:1)_<>_n-5 | FA(15:2)_<F>_n-5 | FA(16:1)_<>_n-6 | FA(16:2)_<F>_n-6 | FA(17:1)_<>_n-7 | FA(18:1)_<>_n-8 | FA(18:2)_<F>_n-8 | FA(18:3)_<FF>_n-8 | FA(18:4)_<FFF>_n-8 | FA(20:1)_<>_n-10 | FA(20:2)_<F>_n-10 | FA(20:5)_<FFFF>_n-10 | FA(22:1)_<>_n-12 | FA(22:6)_<FFFFF>_n-12,1516.0,0.05753527680898755,0.06459999999999999,97.93359999999998,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,2
FA(12:1)_<>_n-2 ,3.5878666666666668,1529.0,12,8,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,353.3 -> 183.0,cereb_WT_m1_FAD245,353.3,183.0,12:1,FA,FA(12:1)_<>_n-2 | FA(13:1)_<>_n-3 | FA(14:1)_<>_n-4 | FA(15:1)_<>_n-5 | FA(15:2)_<F>_n-5 | FA(16:1)_<>_n-6 | FA(16:2)_<F>_n-6 | FA(17:1)_<>_n-7 | FA(18:1)_<>_n-8 | FA(18:2)_<F>_n-8 | FA(18:3)_<FF>_n-8 | FA(18:4)_<FFF>_n-8 | FA(20:1)_<>_n-10 | FA(20:2)_<F>_n-10 | FA(20:5)_<FFFF>_n-10 | FA(22:1)_<>_n-12 | FA(22:6)_<FFFFF>_n-12,1529.0,0.0590596449721762,0.06459999999999999,98.77339999999998,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,2
FA(12:1)_<>_n-2 ,4.02715,1118.0,12,8,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,353.3 -> 183.0,cereb_WT_m1_FAD245,353.3,183.0,12:1,FA,FA(12:1)_<>_n-2 | FA(13:1)_<>_n-3 | FA(14:1)_<>_n-4 | FA(15:1)_<>_n-5 | FA(15:2)_<F>_n-5 | FA(16:1)_<>_n-6 | FA(16:2)_<F>_n-6 | FA(17:1)_<>_n-7 | FA(18:1)_<>_n-8 | FA(18:2)_<F>_n-8 | FA(18:3)_<FF>_n-8 | FA(18:4)_<FFF>_n-8 | FA(20:1)_<>_n-10 | FA(20:2)_<F>_n-10 | FA(20:5)_<FFFF>_n-10 | FA(22:1)_<>_n-12 | FA(22:6)_<FFFFF>_n-12,1118.0,0.03262752621342872,0.02583333333333382,28.881666666667208,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,2
FA(12:1)_<>_n-2 ,4.259716666666667,11406.0,12,8,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,353.3 -> 183.0,cereb_WT_m1_FAD245,353.3,183.0,12:1,FA,FA(12:1)_<>_n-2 | FA(13:1)_<>_n-3 | FA(14:1)_<>_n-4 | FA(15:1)_<>_n-5 | FA(15:2)_<F>_n-5 | FA(16:1)_<>_n-6 | FA(16:2)_<F>_n-6 | FA(17:1)_<>_n-7 | FA(18:1)_<>_n-8 | FA(18:2)_<F>_n-8 | FA(18:3)_<FF>_n-8 | FA(18:4)_<FFF>_n-8 | FA(20:1)_<>_n-10 | FA(20:2)_<F>_n-10 | FA(20:5)_<FFFF>_n-10 | FA(22:1)_<>_n-12 | FA(22:6)_<FFFFF>_n-12,11406.0,0.028216486251999316,0.038749999999999396,441.98249999999314,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,2
FA(12:1)_<>_n-2 ,4.3501666666666665,22687.0,12,8,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,353.3 -> 183.0,cereb_WT_m1_FAD245,353.3,183.0,12:1,FA,FA(12:1)_<>_n-2 | FA(13:1)_<>_n-3 | FA(14:1)_<>_n-4 | FA(15:1)_<>_n-5 | FA(15:2)_<F>_n-5 | FA(16:1)_<>_n-6 | FA(16:2)_<F>_n-6 | FA(17:1)_<>_n-7 | FA(18:1)_<>_n-8 | FA(18:2)_<F>_n-8 | FA(18:3)_<FF>_n-8 | FA(18:4)_<FFF>_n-8 | FA(20:1)_<>_n-10 | FA(20:2)_<F>_n-10 | FA(20:5)_<FFFF>_n-10 | FA(22:1)_<>_n-12 | FA(22:6)_<FFFFF>_n-12,22687.0,0.07659701205083298,0.0775166666666669,1758.620616666672,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,2
FA(12:1)_<>_n-3 ,3.0327,27397.0,10,9,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,339.3 -> 183.0,cereb_WT_m1_FAD245,339.3,183.0,12:1,FA,FA(12:1)_<>_n-3 | FA(13:1)_<>_n-4 | FA(14:1)_<>_n-5 | FA(15:1)_<>_n-6 | FA(15:2)_<F>_n-6 | FA(16:1)_<>_n-7 | FA(16:2)_<F>_n-7 | FA(17:1)_<>_n-8 | FA(18:1)_<>_n-9 | FA(18:2)_<F>_n-9 | FA(18:3)_<FF>_n-9 | FA(18:4)_<FFF>_n-9 | FA(20:1)_<>_n-11 | FA(20:2)_<F>_n-11 | FA(20:5)_<FFFF>_n-11 | FA(22:1)_<>_n-13 | FA(22:6)_<FFFFF>_n-13,27397.0,0.0751890187497006,0.06459999999999999,1769.8461999999997,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,3
FA(12:1)_<>_n-3 ,3.1619,7363.0,10,9,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,339.3 -> 183.0,cereb_WT_m1_FAD245,339.3,183.0,12:1,FA,FA(12:1)_<>_n-3 | FA(13:1)_<>_n-4 | FA(14:1)_<>_n-5 | FA(15:1)_<>_n-6 | FA(15:2)_<F>_n-6 | FA(16:1)_<>_n-7 | FA(16:2)_<F>_n-7 | FA(17:1)_<>_n-8 | FA(18:1)_<>_n-9 | FA(18:2)_<F>_n-9 | FA(18:3)_<FF>_n-9 | FA(18:4)_<FFF>_n-9 | FA(20:1)_<>_n-11 | FA(20:2)_<F>_n-11 | FA(20:5)_<FFFF>_n-11 | FA(22:1)_<>_n-13 | FA(22:6)_<FFFFF>_n-13,7363.0,0.053647618811163394,0.05166666666666675,380.42166666666725,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,3
FA(12:1)_<>_n-3 ,3.3298666666666668,10007.0,10,9,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,339.3 -> 183.0,cereb_WT_m1_FAD245,339.3,183.0,12:1,FA,FA(12:1)_<>_n-3 | FA(13:1)_<>_n-4 | FA(14:1)_<>_n-5 | FA(15:1)_<>_n-6 | FA(15:2)_<F>_n-6 | FA(16:1)_<>_n-7 | FA(16:2)_<F>_n-7 | FA(17:1)_<>_n-8 | FA(18:1)_<>_n-9 | FA(18:2)_<F>_n-9 | FA(18:3)_<FF>_n-9 | FA(18:4)_<FFF>_n-9 | FA(20:1)_<>_n-11 | FA(20:2)_<F>_n-11 | FA(20:5)_<FFFF>_n-11 | FA(22:1)_<>_n-13 | FA(22:6)_<FFFFF>_n-13,10007.0,0.0640936797313919,0.06459999999999999,646.4522,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,3
FA(12:1)_<>_n-3 ,3.89835,2167.0,10,9,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,339.3 -> 183.0,cereb_WT_m1_FAD245,339.3,183.0,12:1,FA,FA(12:1)_<>_n-3 | FA(13:1)_<>_n-4 | FA(14:1)_<>_n-5 | FA(15:1)_<>_n-6 | FA(15:2)_<F>_n-6 | FA(16:1)_<>_n-7 | FA(16:2)_<F>_n-7 | FA(17:1)_<>_n-8 | FA(18:1)_<>_n-9 | FA(18:2)_<F>_n-9 | FA(18:3)_<FF>_n-9 | FA(18:4)_<FFF>_n-9 | FA(20:1)_<>_n-11 | FA(20:2)_<F>_n-11 | FA(20:5)_<FFFF>_n-11 | FA(22:1)_<>_n-13 | FA(22:6)_<FFFFF>_n-13,2167.0,0.03633978354978409,0.038766666666666616,84.00736666666656,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,3
FA(12:1)_<>_n-3 ,4.0534,169969.0,10,9,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,339.3 -> 183.0,cereb_WT_m1_FAD245,339.3,183.0,12:1,FA,FA(12:1)_<>_n-3 | FA(13:1)_<>_n-4 | FA(14:1)_<>_n-5 | FA(15:1)_<>_n-6 | FA(15:2)_<F>_n-6 | FA(16:1)_<>_n-7 | FA(16:2)_<F>_n-7 | FA(17:1)_<>_n-8 | FA(18:1)_<>_n-9 | FA(18:2)_<F>_n-9 | FA(18:3)_<FF>_n-9 | FA(18:4)_<FFF>_n-9 | FA(20:1)_<>_n-11 | FA(20:2)_<F>_n-11 | FA(20:5)_<FFFF>_n-11 | FA(22:1)_<>_n-13 | FA(22:6)_<FFFFF>_n-13,169969.0,0.06106716833764255,0.06461666666666677,10982.830216666684,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,3
FA(12:1)_<>_n-4 ,3.0460166666666666,1499.0,8,10,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,325.2 -> 183.0,cereb_WT_m1_FAD245,325.2,183.0,12:1,FA,FA(10:1)_<>_n-2 | FA(12:1)_<>_n-4 | FA(13:1)_<>_n-5 | FA(14:1)_<>_n-6 | FA(15:1)_<>_n-7 | FA(15:2)_<F>_n-7 | FA(16:1)_<>_n-8 | FA(16:2)_<F>_n-8 | FA(17:1)_<>_n-9 | FA(18:1)_<>_n-10 | FA(18:2)_<F>_n-10 | FA(18:3)_<FF>_n-10 | FA(18:4)_<FFF>_n-10 | FA(20:1)_<>_n-12 | FA(20:2)_<F>_n-12 | FA(20:5)_<FFFF>_n-12 | FA(22:1)_<>_n-14 | FA(22:6)_<FFFFF>_n-14,1499.0,0.05267005818870831,0.06459999999999999,96.83539999999999,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,4
FA(12:1)_<>_n-4 ,3.640366666666667,3071.0,8,10,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,325.2 -> 183.0,cereb_WT_m1_FAD245,325.2,183.0,12:1,FA,FA(10:1)_<>_n-2 | FA(12:1)_<>_n-4 | FA(13:1)_<>_n-5 | FA(14:1)_<>_n-6 | FA(15:1)_<>_n-7 | FA(15:2)_<F>_n-7 | FA(16:1)_<>_n-8 | FA(16:2)_<F>_n-8 | FA(17:1)_<>_n-9 | FA(18:1)_<>_n-10 | FA(18:2)_<F>_n-10 | FA(18:3)_<FF>_n-10 | FA(18:4)_<FFF>_n-10 | FA(20:1)_<>_n-12 | FA(20:2)_<F>_n-12 | FA(20:5)_<FFFF>_n-12 | FA(22:1)_<>_n-14 | FA(22:6)_<FFFFF>_n-14,3071.0,0.08853206343473385,0.09043333333333337,277.72076666666675,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,4
FA(12:1)_<>_n-4 ,3.834166666666667,416809.0,8,10,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,325.2 -> 183.0,cereb_WT_m1_FAD245,325.2,183.0,12:1,FA,FA(10:1)_<>_n-2 | FA(12:1)_<>_n-4 | FA(13:1)_<>_n-5 | FA(14:1)_<>_n-6 | FA(15:1)_<>_n-7 | FA(15:2)_<F>_n-7 | FA(16:1)_<>_n-8 | FA(16:2)_<F>_n-8 | FA(17:1)_<>_n-9 | FA(18:1)_<>_n-10 | FA(18:2)_<F>_n-10 | FA(18:3)_<FF>_n-10 | FA(18:4)_<FFF>_n-10 | FA(20:1)_<>_n-12 | FA(20:2)_<F>_n-12 | FA(20:5)_<FFFF>_n-12 | FA(22:1)_<>_n-14 | FA(22:6)_<FFFFF>_n-14,416809.0,0.08536057496945958,0.05168333333333308,21542.07848333323,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,4
FA(12:1)_<>_n-5 ,3.421116666666667,1348.0,6,11,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,311.3 -> 183.0,cereb_WT_m1_FAD245,311.3,183.0,12:1,FA,FA(9:1)_<>_n-2 | FA(10:1)_<>_n-3 | FA(12:1)_<>_n-5 | FA(13:1)_<>_n-6 | FA(14:1)_<>_n-7 | FA(15:1)_<>_n-8 | FA(15:2)_<F>_n-8 | FA(16:1)_<>_n-9 | FA(16:2)_<F>_n-9 | FA(17:1)_<>_n-10 | FA(18:1)_<>_n-11 | FA(18:2)_<F>_n-11 | FA(18:3)_<FF>_n-11 | FA(18:4)_<FFF>_n-11 | FA(20:1)_<>_n-13 | FA(20:2)_<F>_n-13 | FA(20:5)_<FFFF>_n-13 | FA(22:1)_<>_n-15 | FA(22:6)_<FFFFF>_n-15,1348.0,0.050559609807882495,0.051683333333333525,69.66913333333359,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,5
FA(12:1)_<>_n-5 ,3.6020000000000003,50798.0,6,11,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,311.3 -> 183.0,cereb_WT_m1_FAD245,311.3,183.0,12:1,FA,FA(9:1)_<>_n-2 | FA(10:1)_<>_n-3 | FA(12:1)_<>_n-5 | FA(13:1)_<>_n-6 | FA(14:1)_<>_n-7 | FA(15:1)_<>_n-8 | FA(15:2)_<F>_n-8 | FA(16:1)_<>_n-9 | FA(16:2)_<F>_n-9 | FA(17:1)_<>_n-10 | FA(18:1)_<>_n-11 | FA(18:2)_<F>_n-11 | FA(18:3)_<FF>_n-11 | FA(18:4)_<FFF>_n-11 | FA(20:1)_<>_n-13 | FA(20:2)_<F>_n-13 | FA(20:5)_<FFFF>_n-13 | FA(22:1)_<>_n-15 | FA(22:6)_<FFFFF>_n-15,50798.0,0.060613677855622494,0.06459999999999999,3281.5507999999995,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,5
FA(12:1)_<>_n-6 ,3.3440000000000003,10529.0,4,12,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,297.2 -> 183.0,cereb_WT_m1_FAD245,297.2,183.0,12:1,FA,FA(8:1)_<>_n-2 | FA(9:1)_<>_n-3 | FA(10:1)_<>_n-4 | FA(12:1)_<>_n-6 | FA(13:1)_<>_n-7 | FA(14:1)_<>_n-8 | FA(15:1)_<>_n-9 | FA(15:2)_<F>_n-9 | FA(16:1)_<>_n-10 | FA(16:2)_<F>_n-10 | FA(17:1)_<>_n-11 | FA(18:1)_<>_n-12 | FA(18:2)_<F>_n-12 | FA(18:3)_<FF>_n-12 | FA(18:4)_<FFF>_n-12 | FA(20:1)_<>_n-14 | FA(20:2)_<F>_n-14 | FA(20:5)_<FFFF>_n-14 | FA(22:1)_<>_n-16 | FA(22:6)_<FFFFF>_n-16,10529.0,0.06531348069617782,0.06461666666666632,680.3488833333297,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,6
FA(12:1)_<>_n-7 ,3.0728666666666666,10876.0,3,13,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,283.2 -> 183.0,cereb_WT_m1_FAD245,283.2,183.0,12:1,FA,FA(8:1)_<>_n-3 | FA(9:1)_<>_n-4 | FA(10:1)_<>_n-5 | FA(12:1)_<>_n-7 | FA(13:1)_<>_n-8 | FA(14:1)_<>_n-9 | FA(15:1)_<>_n-10 | FA(15:2)_<F>_n-10 | FA(16:1)_<>_n-11 | FA(16:2)_<F>_n-11 | FA(17:1)_<>_n-12 | FA(18:1)_<>_n-13 | FA(18:2)_<F>_n-13 | FA(18:3)_<FF>_n-13 | FA(18:4)_<FFF>_n-13 | FA(20:1)_<>_n-15 | FA(20:2)_<F>_n-15 | FA(20:5)_<FFFF>_n-15 | FA(22:1)_<>_n-17 | FA(22:6)_<FFFFF>_n-17,10876.0,0.07035496821134628,0.07751666666666646,843.0712666666644,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,7
FA(13:1)_<>_n-2 ,3.3805333333333336,2991.0,15,18,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,367.3 -> 183.0,cereb_WT_m1_FAD245,367.3,183.0,13:1,FA,FA(13:1)_<>_n-2 | FA(14:1)_<>_n-3 | FA(15:1)_<>_n-4 | FA(15:2)_<F>_n-4 | FA(16:1)_<>_n-5 | FA(16:2)_<F>_n-5 | FA(17:1)_<>_n-6 | FA(18:1)_<>_n-7 | FA(18:2)_<F>_n-7 | FA(18:3)_<FF>_n-7 | FA(18:4)_<FFF>_n-7 | FA(20:1)_<>_n-9 | FA(20:2)_<F>_n-9 | FA(20:5)_<FFFF>_n-9 | FA(22:1)_<>_n-11 | FA(22:6)_<FFFFF>_n-11,2991.0,0.051629395668651525,0.02585000000000015,77.31735000000045,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,2
