Lipid,Retention_Time,OzESI_Intensity,group_by_ion,group_by_lipid,Sample_ID,Transition,Sample,Parent_Ion,Product_Ion,Species,Class,Possible_Lipids,Peak_Height,FWHM,Peak_Width,Peak_Area,Filter_Column,STD_RT_ON,STD_RT_OFF,STD_RT_Dif,Biology,Genotype,Cage,Mouse,n_value
FA(18:3)_<FF>_n-9 ,4.0534,169969.0,10,180,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,339.3 -> 183.0,cereb_WT_m1_FAD245,339.3,183.0,18:3,FA,FA(12:1)_<>_n-3 | FA(13:1)_<>_n-4 | FA(14:1)_<>_n-5 | FA(15:1)_<>_n-6 | FA(15:2)_<F>_n-6 | FA(16:1)_<>_n-7 | FA(16:2)_<F>_n-7 | FA(17:1)_<>_n-8 | FA(18:1)_<>_n-9 | FA(18:2)_<F>_n-9 | FA(18:3)_<FF>_n-9 | FA(18:4)_<FFF>_n-9 | FA(20:1)_<>_n-11 | FA(20:2)_<F>_n-11 | FA(20:5)_<FFFF>_n-11 | FA(22:1)_<>_n-13 | FA(22:6)_<FFFFF>_n-13,169969.0,0.06113277964689923,0.06461666666666677,10982.830216666684,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,9
FA(18:3)_<FF>_n-9 ,6.947566666666667,1367.0,10,180,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,339.3 -> 183.0,cereb_WT_m1_FAD245,339.3,183.0,18:3,FA,FA(12:1)_<>_n-3 | FA(13:1)_<>_n-4 | FA(14:1)_<>_n-5 | FA(15:1)_<>_n-6 | FA(15:2)_<F>_n-6 | FA(16:1)_<>_n-7 | FA(16:2)_<F>_n-7 | FA(17:1)_<>_n-8 | FA(18:1)_<>_n-9 | FA(18:2)_<F>_n-9 | FA(18:3)_<FF>_n-9 | FA(18:4)_<FFF>_n-9 | FA(20:1)_<>_n-11 | FA(20:2)_<F>_n-11 | FA(20:5)_<FFFF>_n-11 | FA(22:1)_<>_n-13 | FA(22:6)_<FFFFF>_n-13,1367.0,0.063759560969422,0.05168333333333308,70.65111666666633,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,9
FA(18:3)_<FF>_n-10 ,3.834166666666667,416809.0,8,167,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,325.2 -> 183.0,cereb_WT_m1_FAD245,325.2,183.0,18:3,FA,FA(10:1)_<>_n-2 | FA(12:1)_<>_n-4 | FA(13:1)_<>_n-5 | FA(14:1)_<>_n-6 | FA(15:1)_<>_n-7 | FA(15:2)_<F>_n-7 | FA(16:1)_<>_n-8 | FA(16:2)_<F>_n-8 | FA(17:1)_<>_n-9 | FA(18:1)_<>_n-10 | FA(18:2)_<F>_n-10 | FA(18:3)_<FF>_n-10 | FA(18:4)_<FFF>_n-10 | FA(20:1)_<>_n-12 | FA(20:2)_<F>_n-12 | FA(20:5)_<FFFF>_n-12 | FA(22:1)_<>_n-14 | FA(22:6)_<FFFFF>_n-14,416809.0,0.05942258540230048,0.05168333333333308,21542.07848333323,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,10
FA(18:4)_<FFF>_n-4 ,5.897950000000001,1137.0,25,203,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,409.3 -> 183.0,cereb_WT_m1_FAD245,409.3,183.0,18:4,FA,FA(16:1)_<>_n-2 | FA(16:2)_<F>_n-2 | FA(17:1)_<>_n-3 | FA(18:1)_<>_n-4 | FA(18:2)_<F>_n-4 | FA(18:3)_<FF>_n-4 | FA(18:4)_<FFF>_n-4 | FA(20:1)_<>_n-6 | FA(20:2)_<F>_n-6 | FA(20:5)_<FFFF>_n-6 | FA(22:1)_<>_n-8 | FA(22:6)_<FFFFF>_n-8,1137.0,0.2723751756763497,0.14213333333333367,161.60560000000038,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,4
FA(18:4)_<FFF>_n-4 ,6.1434500000000005,1142.0,25,203,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,409.3 -> 183.0,cereb_WT_m1_FAD245,409.3,183.0,18:4,FA,FA(16:1)_<>_n-2 | FA(16:2)_<F>_n-2 | FA(17:1)_<>_n-3 | FA(18:1)_<>_n-4 | FA(18:2)_<F>_n-4 | FA(18:3)_<FF>_n-4 | FA(18:4)_<FFF>_n-4 | FA(20:1)_<>_n-6 | FA(20:2)_<F>_n-6 | FA(20:5)_<FFFF>_n-6 | FA(22:1)_<>_n-8 | FA(22:6)_<FFFFF>_n-8,1142.0,0.10180826701206991,0.05168333333333308,59.02236666666638,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,4
FA(18:4)_<FFF>_n-4 ,6.285566666666667,1352.0,25,203,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,409.3 -> 183.0,cereb_WT_m1_FAD245,409.3,183.0,18:4,FA,FA(16:1)_<>_n-2 | FA(16:2)_<F>_n-2 | FA(17:1)_<>_n-3 | FA(18:1)_<>_n-4 | FA(18:2)_<F>_n-4 | FA(18:3)_<FF>_n-4 | FA(18:4)_<FFF>_n-4 | FA(20:1)_<>_n-6 | FA(20:2)_<F>_n-6 | FA(20:5)_<FFFF>_n-6 | FA(22:1)_<>_n-8 | FA(22:6)_<FFFFF>_n-8,1352.0,0.106876744078983,0.10336666666666705,139.75173333333385,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,4
FA(18:4)_<BFF>_n-4 ,6.195333333333334,3647.0,24,191,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,407.3 -> 183.0,cereb_WT_m1_FAD245,407.3,183.0,18:4,FA,FA(16:2)_<B>_n-2 | FA(18:2)_<B>_n-4 | FA(18:3)_<BF>_n-4 | FA(18:4)_<BFF>_n-4 | FA(20:2)_<B>_n-6 | FA(20:5)_<BFFF>_n-6 | FA(22:6)_<BFFFF>_n-8,3647.0,0.17891324122898702,0.10336666666666705,376.97823333333474,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,4
FA(18:4)_<FFF>_n-5 ,5.8471,2036.0,21,204,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,395.3 -> 183.0,cereb_WT_m1_FAD245,395.3,183.0,18:4,FA,FA(15:1)_<>_n-2 | FA(15:2)_<F>_n-2 | FA(16:1)_<>_n-3 | FA(16:2)_<F>_n-3 | FA(17:1)_<>_n-4 | FA(18:1)_<>_n-5 | FA(18:2)_<F>_n-5 | FA(18:3)_<FF>_n-5 | FA(18:4)_<FFF>_n-5 | FA(20:1)_<>_n-7 | FA(20:2)_<F>_n-7 | FA(20:5)_<FFFF>_n-7 | FA(22:1)_<>_n-9 | FA(22:6)_<FFFFF>_n-9,2036.0,0.252208015509785,0.1292166666666663,263.08513333333264,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,5
FA(18:4)_<FFF>_n-5 ,6.144266666666667,14512.0,21,204,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,395.3 -> 183.0,cereb_WT_m1_FAD245,395.3,183.0,18:4,FA,FA(15:1)_<>_n-2 | FA(15:2)_<F>_n-2 | FA(16:1)_<>_n-3 | FA(16:2)_<F>_n-3 | FA(17:1)_<>_n-4 | FA(18:1)_<>_n-5 | FA(18:2)_<F>_n-5 | FA(18:3)_<FF>_n-5 | FA(18:4)_<FFF>_n-5 | FA(20:1)_<>_n-7 | FA(20:2)_<F>_n-7 | FA(20:5)_<FFFF>_n-7 | FA(22:1)_<>_n-9 | FA(22:6)_<FFFFF>_n-9,14512.0,0.09939856237887011,0.05168333333333397,750.0285333333426,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,5
FA(18:4)_<FFF>_n-5 ,6.273466666666667,1583222.0,21,204,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,395.3 -> 183.0,cereb_WT_m1_FAD245,395.3,183.0,18:4,FA,FA(15:1)_<>_n-2 | FA(15:2)_<F>_n-2 | FA(16:1)_<>_n-3 | FA(16:2)_<F>_n-3 | FA(17:1)_<>_n-4 | FA(18:1)_<>_n-5 | FA(18:2)_<F>_n-5 | FA(18:3)_<FF>_n-5 | FA(18:4)_<FFF>_n-5 | FA(20:1)_<>_n-7 | FA(20:2)_<F>_n-7 | FA(20:5)_<FFFF>_n-7 | FA(22:1)_<>_n-9 | FA(22:6)_<FFFFF>_n-9,1583222.0,0.0880820261566481,0.09045000000000059,143202.42990000092,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,5
FA(18:4)_<BFF>_n-5 ,5.395083333333334,3672.0,20,192,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,393.4 -> 183.0,cereb_WT_m1_FAD245,393.4,183.0,18:4,FA,FA(15:2)_<B>_n-2 | FA(16:2)_<B>_n-3 | FA(18:2)_<B>_n-5 | FA(18:3)_<BF>_n-5 | FA(18:4)_<BFF>_n-5 | FA(20:2)_<B>_n-7 | FA(20:5)_<BFFF>_n-7 | FA(22:6)_<BFFFF>_n-9,3672.0,0.09383418098312775,0.0904499999999997,332.1323999999989,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,5
FA(18:4)_<FFF>_n-6 ,5.266283333333334,14631.0,18,205,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,381.3 -> 183.0,cereb_WT_m1_FAD245,381.3,183.0,18:4,FA,FA(14:1)_<>_n-2 | FA(15:1)_<>_n-3 | FA(15:2)_<F>_n-3 | FA(16:1)_<>_n-4 | FA(16:2)_<F>_n-4 | FA(17:1)_<>_n-5 | FA(18:1)_<>_n-6 | FA(18:2)_<F>_n-6 | FA(18:3)_<FF>_n-6 | FA(18:4)_<FFF>_n-6 | FA(20:1)_<>_n-8 | FA(20:2)_<F>_n-8 | FA(20:5)_<FFFF>_n-8 | FA(22:1)_<>_n-10 | FA(22:6)_<FFFFF>_n-10,14631.0,0.039636993625891036,0.038766666666666616,567.1950999999992,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,6
FA(18:4)_<FFF>_n-6 ,5.4859333333333336,17060.0,18,205,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,381.3 -> 183.0,cereb_WT_m1_FAD245,381.3,183.0,18:4,FA,FA(14:1)_<>_n-2 | FA(15:1)_<>_n-3 | FA(15:2)_<F>_n-3 | FA(16:1)_<>_n-4 | FA(16:2)_<F>_n-4 | FA(17:1)_<>_n-5 | FA(18:1)_<>_n-6 | FA(18:2)_<F>_n-6 | FA(18:3)_<FF>_n-6 | FA(18:4)_<FFF>_n-6 | FA(20:1)_<>_n-8 | FA(20:2)_<F>_n-8 | FA(20:5)_<FFFF>_n-8 | FA(22:1)_<>_n-10 | FA(22:6)_<FFFFF>_n-10,17060.0,0.07618473721854607,0.07753333333333323,1322.7186666666648,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,6
FA(20:1)_<>_n-2 ,10.404483333333333,1132.0,37,218,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,465.3 -> 183.0,cereb_WT_m1_FAD245,465.3,183.0,20:1,FA,FA(20:1)_<>_n-2 | FA(20:2)_<F>_n-2 | FA(22:1)_<>_n-4,1132.0,0.11525169952839477,0.11628333333333352,131.63273333333353,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,2
FA(20:1)_<>_n-2 ,10.843766666666667,2694.0,37,218,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,465.3 -> 183.0,cereb_WT_m1_FAD245,465.3,183.0,20:1,FA,FA(20:1)_<>_n-2 | FA(20:2)_<F>_n-2 | FA(22:1)_<>_n-4,2694.0,0.10331897789710143,0.10336666666666794,278.46980000000343,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,2
FA(20:1)_<>_n-3 ,10.107516666666667,1619684.0,36,219,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,451.4 -> 183.0,cereb_WT_m1_FAD245,451.4,183.0,20:1,FA,FA(20:1)_<>_n-3 | FA(20:2)_<F>_n-3 | FA(22:1)_<>_n-5,1619684.0,0.0938502911454065,5.749549999999999,9312454.142199999,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,3
FA(20:1)_<>_n-4 ,4.048900000000001,7910.0,31,220,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,437.4 -> 183.0,cereb_WT_m1_FAD245,437.4,183.0,20:1,FA,FA(18:1)_<>_n-2 | FA(18:2)_<F>_n-2 | FA(20:1)_<>_n-4 | FA(20:2)_<F>_n-4 | FA(22:1)_<>_n-6 | FA(22:6)_<FFFFF>_n-6,7910.0,0.059635367757709765,0.05168333333333397,408.8151666666717,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,4
FA(20:1)_<>_n-4 ,4.384833333333334,4014.0,31,220,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,437.4 -> 183.0,cereb_WT_m1_FAD245,437.4,183.0,20:1,FA,FA(18:1)_<>_n-2 | FA(18:2)_<F>_n-2 | FA(20:1)_<>_n-4 | FA(20:2)_<F>_n-4 | FA(22:1)_<>_n-6 | FA(22:6)_<FFFFF>_n-6,4014.0,0.07184734569128357,0.06459999999999955,259.30439999999817,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,4
FA(20:1)_<>_n-5 ,4.1401666666666666,1040.0,28,221,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,423.3 -> 183.0,cereb_WT_m1_FAD245,423.3,183.0,20:1,FA,FA(17:1)_<>_n-2 | FA(18:1)_<>_n-3 | FA(18:2)_<F>_n-3 | FA(18:3)_<FF>_n-3 | FA(20:1)_<>_n-5 | FA(20:2)_<F>_n-5 | FA(20:5)_<FFFF>_n-5 | FA(22:1)_<>_n-7 | FA(22:6)_<FFFFF>_n-7,1040.0,0.1388935767770316,0.12919999999999998,134.368,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,5
FA(20:1)_<>_n-5 ,10.122300000000001,1688.0,28,221,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,423.3 -> 183.0,cereb_WT_m1_FAD245,423.3,183.0,20:1,FA,FA(17:1)_<>_n-2 | FA(18:1)_<>_n-3 | FA(18:2)_<F>_n-3 | FA(18:3)_<FF>_n-3 | FA(20:1)_<>_n-5 | FA(20:2)_<F>_n-5 | FA(20:5)_<FFFF>_n-5 | FA(22:1)_<>_n-7 | FA(22:6)_<FFFFF>_n-7,1688.0,0.03832453754564526,5.697883333333333,9618.027066666667,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,5
FA(20:1)_<>_n-5 ,10.393616666666667,1771.0,28,221,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,423.3 -> 183.0,cereb_WT_m1_FAD245,423.3,183.0,20:1,FA,FA(17:1)_<>_n-2 | FA(18:1)_<>_n-3 | FA(18:2)_<F>_n-3 | FA(18:3)_<FF>_n-3 | FA(20:1)_<>_n-5 | FA(20:2)_<F>_n-5 | FA(20:5)_<FFFF>_n-5 | FA(22:1)_<>_n-7 | FA(22:6)_<FFFFF>_n-7,1771.0,0.34845450884723317,6.007966666666668,10640.10896666667,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,5
FA(20:1)_<>_n-5 ,10.626183333333334,1301.0,28,221,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,423.3 -> 183.0,cereb_WT_m1_FAD245,423.3,183.0,20:1,FA,FA(17:1)_<>_n-2 | FA(18:1)_<>_n-3 | FA(18:2)_<F>_n-3 | FA(18:3)_<FF>_n-3 | FA(20:1)_<>_n-5 | FA(20:2)_<F>_n-5 | FA(20:5)_<FFFF>_n-5 | FA(22:1)_<>_n-7 | FA(22:6)_<FFFFF>_n-7,1301.0,0.047561972028954666,0.038750000000000284,50.41375000000037,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,5
FA(20:1)_<>_n-5 ,10.781233333333335,1208.0,28,221,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,423.3 -> 183.0,cereb_WT_m1_FAD245,423.3,183.0,20:1,FA,FA(17:1)_<>_n-2 | FA(18:1)_<>_n-3 | FA(18:2)_<F>_n-3 | FA(18:3)_<FF>_n-3 | FA(20:1)_<>_n-5 | FA(20:2)_<F>_n-5 | FA(20:5)_<FFFF>_n-5 | FA(22:1)_<>_n-7 | FA(22:6)_<FFFFF>_n-7,1208.0,0.06010196078431341,0.06460000000000043,78.03680000000053,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,5
FA(20:1)_<>_n-5 ,11.0784,1163.0,28,221,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,423.3 -> 183.0,cereb_WT_m1_FAD245,423.3,183.0,20:1,FA,FA(17:1)_<>_n-2 | FA(18:1)_<>_n-3 | FA(18:2)_<F>_n-3 | FA(18:3)_<FF>_n-3 | FA(20:1)_<>_n-5 | FA(20:2)_<F>_n-5 | FA(20:5)_<FFFF>_n-5 | FA(22:1)_<>_n-7 | FA(22:6)_<FFFFF>_n-7,1163.0,0.0351786666666664,0.03876666666666573,45.08563333333224,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,5
FA(20:1)_<>_n-6 ,3.93405,2163.0,25,222,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,409.3 -> 183.0,cereb_WT_m1_FAD245,409.3,183.0,20:1,FA,FA(16:1)_<>_n-2 | FA(16:2)_<F>_n-2 | FA(17:1)_<>_n-3 | FA(18:1)_<>_n-4 | FA(18:2)_<F>_n-4 | FA(18:3)_<FF>_n-4 | FA(18:4)_<FFF>_n-4 | FA(20:1)_<>_n-6 | FA(20:2)_<F>_n-6 | FA(20:5)_<FFFF>_n-6 | FA(22:1)_<>_n-8 | FA(22:6)_<FFFFF>_n-8,2163.0,0.18544295543730016,0.19381666666666675,419.2254500000002,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,6
FA(20:1)_<>_n-6 ,4.024500000000001,1968.0,25,222,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,409.3 -> 183.0,cereb_WT_m1_FAD245,409.3,183.0,20:1,FA,FA(16:1)_<>_n-2 | FA(16:2)_<F>_n-2 | FA(17:1)_<>_n-3 | FA(18:1)_<>_n-4 | FA(18:2)_<F>_n-4 | FA(18:3)_<FF>_n-4 | FA(18:4)_<FFF>_n-4 | FA(20:1)_<>_n-6 | FA(20:2)_<F>_n-6 | FA(20:5)_<FFFF>_n-6 | FA(22:1)_<>_n-8 | FA(22:6)_<FFFFF>_n-8,1968.0,0.048557623259710324,0.051683333333333525,101.71280000000039,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,6
FA(20:1)_<>_n-7 ,3.7410666666666668,2315.0,21,223,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,395.3 -> 183.0,cereb_WT_m1_FAD245,395.3,183.0,20:1,FA,FA(15:1)_<>_n-2 | FA(15:2)_<F>_n-2 | FA(16:1)_<>_n-3 | FA(16:2)_<F>_n-3 | FA(17:1)_<>_n-4 | FA(18:1)_<>_n-5 | FA(18:2)_<F>_n-5 | FA(18:3)_<FF>_n-5 | FA(18:4)_<FFF>_n-5 | FA(20:1)_<>_n-7 | FA(20:2)_<F>_n-7 | FA(20:5)_<FFFF>_n-7 | FA(22:1)_<>_n-9 | FA(22:6)_<FFFFF>_n-9,2315.0,0.05791257076356353,0.06459999999999999,149.54899999999998,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,7
FA(20:1)_<>_n-7 ,3.8573500000000003,2669.0,21,223,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,395.3 -> 183.0,cereb_WT_m1_FAD245,395.3,183.0,20:1,FA,FA(15:1)_<>_n-2 | FA(15:2)_<F>_n-2 | FA(16:1)_<>_n-3 | FA(16:2)_<F>_n-3 | FA(17:1)_<>_n-4 | FA(18:1)_<>_n-5 | FA(18:2)_<F>_n-5 | FA(18:3)_<FF>_n-5 | FA(18:4)_<FFF>_n-5 | FA(20:1)_<>_n-7 | FA(20:2)_<F>_n-7 | FA(20:5)_<FFFF>_n-7 | FA(22:1)_<>_n-9 | FA(22:6)_<FFFFF>_n-9,2669.0,0.19872214386242784,0.2067333333333332,551.7712666666663,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,7
FA(20:1)_<>_n-8 ,3.5608,2284.0,18,224,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,381.3 -> 183.0,cereb_WT_m1_FAD245,381.3,183.0,20:1,FA,FA(14:1)_<>_n-2 | FA(15:1)_<>_n-3 | FA(15:2)_<F>_n-3 | FA(16:1)_<>_n-4 | FA(16:2)_<F>_n-4 | FA(17:1)_<>_n-5 | FA(18:1)_<>_n-6 | FA(18:2)_<F>_n-6 | FA(18:3)_<FF>_n-6 | FA(18:4)_<FFF>_n-6 | FA(20:1)_<>_n-8 | FA(20:2)_<F>_n-8 | FA(20:5)_<FFFF>_n-8 | FA(22:1)_<>_n-10 | FA(22:6)_<FFFFF>_n-10,2284.0,0.06165649773320067,0.06459999999999999,147.54639999999998,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,8
FA(20:1)_<>_n-8 ,3.664166666666667,2957.0,18,224,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,381.3 -> 183.0,cereb_WT_m1_FAD245,381.3,183.0,20:1,FA,FA(14:1)_<>_n-2 | FA(15:1)_<>_n-3 | FA(15:2)_<F>_n-3 | FA(16:1)_<>_n-4 | FA(16:2)_<F>_n-4 | FA(17:1)_<>_n-5 | FA(18:1)_<>_n-6 | FA(18:2)_<F>_n-6 | FA(18:3)_<FF>_n-6 | FA(18:4)_<FFF>_n-6 | FA(20:1)_<>_n-8 | FA(20:2)_<F>_n-8 | FA(20:5)_<FFFF>_n-8 | FA(22:1)_<>_n-10 | FA(22:6)_<FFFFF>_n-10,2957.0,0.061249250258727954,0.06460000000000043,191.02220000000128,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,8
FA(20:1)_<>_n-9 ,3.470966666666667,3983.0,15,225,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,367.3 -> 183.0,cereb_WT_m1_FAD245,367.3,183.0,20:1,FA,FA(13:1)_<>_n-2 | FA(14:1)_<>_n-3 | FA(15:1)_<>_n-4 | FA(15:2)_<F>_n-4 | FA(16:1)_<>_n-5 | FA(16:2)_<F>_n-5 | FA(17:1)_<>_n-6 | FA(18:1)_<>_n-7 | FA(18:2)_<F>_n-7 | FA(18:3)_<FF>_n-7 | FA(18:4)_<FFF>_n-7 | FA(20:1)_<>_n-9 | FA(20:2)_<F>_n-9 | FA(20:5)_<FFFF>_n-9 | FA(22:1)_<>_n-11 | FA(22:6)_<FFFFF>_n-11,3983.0,0.02951946924603129,0.025833333333333375,102.89416666666683,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,9
FA(20:1)_<>_n-9 ,4.34955,1498.0,15,225,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,367.3 -> 183.0,cereb_WT_m1_FAD245,367.3,183.0,20:1,FA,FA(13:1)_<>_n-2 | FA(14:1)_<>_n-3 | FA(15:1)_<>_n-4 | FA(15:2)_<F>_n-4 | FA(16:1)_<>_n-5 | FA(16:2)_<F>_n-5 | FA(17:1)_<>_n-6 | FA(18:1)_<>_n-7 | FA(18:2)_<F>_n-7 | FA(18:3)_<FF>_n-7 | FA(18:4)_<FFF>_n-7 | FA(20:1)_<>_n-9 | FA(20:2)_<F>_n-9 | FA(20:5)_<FFFF>_n-9 | FA(22:1)_<>_n-11 | FA(22:6)_<FFFFF>_n-11,1498.0,0.11012739364405524,0.10334999999999983,154.81829999999974,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,9
FA(20:1)_<>_n-10 ,3.5878666666666668,1529.0,12,209,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,353.3 -> 183.0,cereb_WT_m1_FAD245,353.3,183.0,20:1,FA,FA(12:1)_<>_n-2 | FA(13:1)_<>_n-3 | FA(14:1)_<>_n-4 | FA(15:1)_<>_n-5 | FA(15:2)_<F>_n-5 | FA(16:1)_<>_n-6 | FA(16:2)_<F>_n-6 | FA(17:1)_<>_n-7 | FA(18:1)_<>_n-8 | FA(18:2)_<F>_n-8 | FA(18:3)_<FF>_n-8 | FA(18:4)_<FFF>_n-8 | FA(20:1)_<>_n-10 | FA(20:2)_<F>_n-10 | FA(20:5)_<FFFF>_n-10 | FA(22:1)_<>_n-12 | FA(22:6)_<FFFFF>_n-12,1529.0,0.05913585096568718,0.06459999999999999,98.77339999999998,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,10
FA(20:1)_<>_n-10 ,4.02715,1118.0,12,209,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3on_01,353.3 -> 183.0,cereb_WT_m1_FAD245,353.3,183.0,20:1,FA,FA(12:1)_<>_n-2 | FA(13:1)_<>_n-3 | FA(14:1)_<>_n-4 | FA(15:1)_<>_n-5 | FA(15:2)_<F>_n-5 | FA(16:1)_<>_n-6 | FA(16:2)_<F>_n-6 | FA(17:1)_<>_n-7 | FA(18:1)_<>_n-8 | FA(18:2)_<F>_n-8 | FA(18:3)_<FF>_n-8 | FA(18:4)_<FFF>_n-8 | FA(20:1)_<>_n-10 | FA(20:2)_<F>_n-10 | FA(20:5)_<FFFF>_n-10 | FA(22:1)_<>_n-12 | FA(22:6)_<FFFFF>_n-12,1118.0,0.03266962624725156,0.02583333333333382,28.881666666667208,group_by_lipid,7.990233333333333,8.016066666666667,0.02583333333333382,cereb,WT,FAD245,m1,10
