Lipid,Class,FAD199_m1_66_B,FAD199_m3_66_B,FAD201_m5_61_B,FAD265_m3_59_B,FAD261_m3_81_A,FAD265_m2_74_A,FAD309_55_A,FAD325_39_A,Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
LPE(24:1),PE,1350.500114440918,1267.2600898742676,1277.460075378418,1303.8400840759277,1249.2400817871094,1403.4400939941406,1226.000087738037,1236.6600799560547,1255.9000816345215,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPE(24:6),PE,1397.8201026916504,1278.380084991455,1318.0801048278809,1312.1400985717773,1311.700096130371,1404.2201080322266,1252.8800888061523,1222.3600807189941,1363.3001022338867,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPE(O-16:0),PE,1287.1200904846191,1307.04008102417,1284.8200874328613,1402.8400993347168,1354.8800926208496,1256.280086517334,1300.5600852966309,1287.280086517334,1210.4600868225098,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPE(O-20:0),PE,1341.5601081848145,1388.4200897216797,1318.7601013183594,1332.4400939941406,1419.4001083374023,1447.7000923156738,1332.0400924682617,1256.7600898742676,1271.5200881958008,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPE(O-20:4),PE,1294.940086364746,1298.5001029968262,1305.360092163086,1233.320083618164,1230.1800956726074,1283.1600799560547,1294.8800926208496,1226.240089416504,1210.2800903320312,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPG(14:0),PG,1296.1000938415527,1271.4400939941406,1278.9200897216797,1249.520092010498,1310.080078125,1319.1400871276855,1307.7000846862793,1264.8400955200195,1319.0601043701172,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPG(14:1),PG,1331.4201011657715,1350.7800941467285,1289.4200820922852,1257.3200874328613,1410.6401062011719,1333.5200958251953,1385.0401039123535,1253.6400909423828,1245.700080871582,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"LPG(15:0),LPG(O-16:0)",PG,1347.660099029541,1271.260082244873,1402.080093383789,1331.3600997924805,1350.6200942993164,1306.8200874328613,1398.5600967407227,1284.7600860595703,1326.9400939941406,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"LPG(15:1),LPG(P-16:0)",PG,1279.54008102417,1330.4000778198242,1279.1200828552246,1288.9601020812988,1293.180088043213,1347.60009765625,1249.860092163086,1248.8000869750977,1260.0800857543945,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPG(16:0),PG,1292.880084991455,1420.5801010131836,1313.3400917053223,1315.3400917053223,1271.6000862121582,1257.8800888061523,1297.5200843811035,1388.1401100158691,1346.400089263916,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPG(16:1),PG,1307.2200927734375,1300.4800834655762,1251.720069885254,1264.660083770752,1280.3600845336914,1251.5600967407227,1259.280086517334,1344.6400909423828,1317.9400825500488,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"LPG(17:1),LPG(P-18:0)",PG,1281.200080871582,1250.980079650879,1316.940086364746,1320.6400871276855,1277.000087738037,1276.6200866699219,1249.2000885009766,1278.1400871276855,1327.6400871276855,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPG(17:2),PG,1326.8600997924805,1313.8800888061523,1273.9600868225098,1324.4800910949707,1337.8000984191895,1406.4200973510742,1301.4000930786133,1295.720085144043,1335.3600959777832,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPG(18:0),PG,1317.220085144043,1325.600082397461,1301.720085144043,1344.1601028442383,1290.9400901794434,1252.1400871276855,1249.5600814819336,1270.3200912475586,1246.2600860595703,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPG(18:1),PG,1250.320083618164,1287.9200820922852,1278.2200889587402,1249.580078125,1251.880084991455,1251.8800773620605,1317.380084991455,1307.7000923156738,1273.4600868225098,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPG(18:2),PG,1350.5000953674316,1250.2800827026367,1257.10009765625,1338.2800903320312,1338.6200981140137,1315.1200904846191,1278.1000900268555,1331.5400924682617,1281.7800903320312,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPG(18:3),PG,1336.1200866699219,1312.5400772094727,1296.8400955200195,1277.3400955200195,1285.160099029541,1273.4600982666016,1274.8000869750977,1272.7600860595703,1279.2400970458984,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPG(18:4),PG,1269.1200981140137,1251.3000831604004,1339.3000946044922,1251.5800819396973,1364.4800834655762,1316.4000778198242,1278.720085144043,1326.5600891113281,1257.4800872802734,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"LPG(19:0),LPG(O-20:0)",PG,1438.6000938415527,1390.780101776123,1302.8200798034668,1347.0601043701172,1454.8401184082031,1527.3801002502441,1428.2200889587402,1432.7400932312012,1435.7201042175293,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"LPG(19:1),LPG(P-20:0)",PG,1288.6000785827637,1411.0601043701172,1251.7000999450684,1248.7800979614258,1292.6601028442383,1281.760082244873,1415.2200965881348,1318.780086517334,1287.5800819396973,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPG(20:0),PG,1278.4200859069824,1277.3800888061523,1252.4600944519043,1249.9000816345215,1312.6600875854492,1315.7800941467285,1330.3000946044922,1296.2600898742676,1287.200107574463,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPG(20:1),PG,1250.1000900268555,1251.1600914001465,1251.7000923156738,1280.7200889587402,1297.64009475708,1297.3800926208496,1288.860092163086,1276.6200942993164,1370.7400970458984,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPG(20:2),PG,1323.2600936889648,1283.000087738037,1274.3400955200195,1342.8000946044922,1282.3800888061523,1379.0200996398926,1328.8800926208496,1406.3000984191895,1257.2800827026367,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPG(20:3),PG,1248.6600799560547,1288.9800910949707,1259.8400840759277,1249.3800811767578,1277.3600883483887,1278.6200790405273,1248.740089416504,1249.5600929260254,1251.0400848388672,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPG(20:4),PG,1275.640079498291,1324.920093536377,1345.9201049804688,1303.2800941467285,1260.380084991455,1265.8200912475586,1249.5400848388672,1249.0000915527344,1282.2400932312012,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPG(20:5),PG,1268.2800941467285,1275.340087890625,1347.3600959777832,1378.3801002502441,1280.7000923156738,1307.040096282959,1249.0400848388672,1313.520092010498,1287.9600791931152,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPG(22:0),PG,1331.6200942993164,1319.6200942993164,1272.0600929260254,1250.0400848388672,1269.9800834655762,1251.5000839233398,1307.900089263916,1302.5600852966309,1273.6800956726074,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPG(22:1),PG,1250.0600929260254,1250.2000885009766,1251.3800811767578,1249.7200889587402,1252.54008102417,1255.4400825500488,1248.8600845336914,1326.0200958251953,1245.720085144043,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPG(22:2),PG,1249.8600845336914,1326.1400909423828,1347.10009765625,1335.180088043213,1337.7200889587402,1292.8200759887695,1265.9600830078125,1248.740089416504,1290.7400817871094,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPG(22:4),PG,1249.8201026916504,1290.860092163086,1293.260097503662,1290.3201026916504,1287.0600814819336,1266.7800903320312,1249.480094909668,1248.1601028442383,1271.5000915527344,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPG(22:6),PG,1250.5800895690918,1284.14009475708,1279.4000816345215,1270.200096130371,1263.1200981140137,1295.5800895690918,1249.1400909423828,1249.840087890625,1269.3600845336914,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPI(12:0),PI,1213.3800811767578,1240.020092010498,1228.1200904846191,1212.660068511963,1297.680088043213,1235.5600929260254,1230.0600814819336,1214.2400817871094,1277.4600830078125,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPI(13:0),PI,1235.5800819396973,1264.5000839233398,1257.5800971984863,1222.2400856018066,1274.6400871276855,1223.1400909423828,1216.2800941467285,1248.5400886535645,1224.6800842285156,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPI(14:0),PI,1271.8600883483887,1346.5800971984863,1218.6000862121582,1245.5200843811035,1341.7201080322266,1307.680088043213,1287.5000953674316,1526.1201057434082,1274.4200897216797,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPI(14:1),PI,1289.3600883483887,1340.6200828552246,1399.6800956726074,1242.6800842285156,1403.5001068115234,1255.3800926208496,1233.0200843811035,1340.7000846862793,1291.160083770752,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"LPI(15:0),LPI(O-16:0)",PI,1828.7201194763184,2545.900173187256,1831.9401245117188,1582.3001136779785,1724.960117340088,1705.380111694336,1647.2601013183594,1684.3001174926758,1605.1601219177246,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"LPI(15:1),LPI(P-16:0)",PI,1271.1200866699219,1259.9400901794434,1304.9800910949707,1299.3800811767578,1281.2200813293457,1278.4600830078125,1216.0400695800781,1226.6200904846191,1250.8000793457031,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPI(16:0),PI,1375.480094909668,1350.460090637207,1359.8800926208496,1334.8800926208496,1468.3801078796387,1223.1200981140137,1253.7600860595703,1427.7400932312012,1270.6000862121582,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPI(16:1),PI,1284.8000831604004,1234.0600814819336,1243.7800827026367,1234.6200828552246,1242.500087738037,1224.04008102417,1222.4200744628906,1214.0000801086426,1251.6800918579102,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"LPI(17:0),LPI(O-18:0)",PI,1321.4000816345215,1310.8000831604004,1442.1001091003418,1415.9001007080078,1354.14009475708,1265.280101776123,1279.5600891113281,1263.4600830078125,1266.6800842285156,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"LPI(17:1),LPI(P-18:0)",PI,1321.500099182129,1277.1000900268555,1357.9000854492188,1213.2800788879395,1223.1200904846191,1261.420078277588,1302.1600875854492,1215.320083618164,1286.3200798034668,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPI(17:2),PI,1212.3800811767578,1300.6400833129883,1297.660083770752,1211.6200904846191,1327.7601051330566,1303.940097808838,1217.720085144043,1290.4400939941406,1265.720085144043,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPI(18:0),PI,1407.0000953674316,1305.6200866699219,1315.9801025390625,1327.9801025390625,1467.6401062011719,1306.6600952148438,1332.1200942993164,1276.2200889587402,1266.6800918579102,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPI(18:1),PI,1374.4000854492188,1266.760082244873,1319.1000862121582,1256.0600929260254,1334.8600997924805,1265.1200904846191,1257.9200820922852,1256.9600868225098,1266.7000846862793,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPI(18:2),PI,1260.8800773620605,1279.9200897216797,1330.440097808838,1255.0400848388672,1265.3400917053223,1301.6401062011719,1338.900089263916,1348.0000953674316,1348.2200889587402,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPI(18:3),PI,1301.3400802612305,1270.1401023864746,1261.2600936889648,1255.0800895690918,1322.4200859069824,1283.5400848388672,1323.8000831604004,1283.2400817871094,1266.8400917053223,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPI(18:4),PI,1255.780086517334,1266.6800804138184,1260.7600936889648,1255.5200881958008,1425.960105895996,1278.460090637207,1259.8000831604004,1257.8600959777832,1266.160083770752,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"LPI(19:0),LPI(O-20:0)",PI,1412.5401000976562,1325.9800910949707,1417.14009475708,1319.6600914001465,1281.1400909423828,1287.2800788879395,1336.680088043213,1515.5401000976562,1364.5400886535645,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"LPI(19:1),LPI(P-20:0)",PI,1367.1200981140137,1411.120101928711,1314.2000885009766,1369.400089263916,1314.500087738037,1265.0800895690918,1371.2200965881348,1406.4600982666016,1404.240104675293,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPI(20:0),PI,1386.3800888061523,1261.8600883483887,1397.6001014709473,1299.380084991455,1343.2200889587402,1274.0000915527344,1258.040096282959,1287.8400840759277,1282.280086517334,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPI(20:1),PI,1336.1000938415527,1274.580093383789,1419.7801055908203,1261.3400802612305,1371.0000915527344,1310.360092163086,1302.8200874328613,1325.9000968933105,1282.280086517334,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPI(20:2),PI,1257.3800926208496,1308.0200958251953,1340.8200950622559,1255.04008102417,1339.2601013183594,1283.1200942993164,1265.4000816345215,1290.2200889587402,1283.14009475708,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPI(20:3),PI,1295.3800964355469,1255.8600807189941,1276.5001029968262,1254.740077972412,1331.520092010498,1265.3400955200195,1258.6600799560547,1320.3800888061523,1266.6001052856445,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPI(20:4),PI,1308.2400932312012,1338.2000846862793,1264.4000816345215,1289.5400848388672,1269.3400917053223,1316.7200965881348,1293.5400886535645,1328.0200881958008,1266.8200950622559,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPI(20:5),PI,1254.6400871276855,1306.420093536377,1279.3200912475586,1254.3400840759277,1278.3600959777832,1266.1200866699219,1284.9800910949707,1276.6000862121582,1266.880084991455,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPI(21:0),PI,1256.0600776672363,1386.4200897216797,1311.860092163086,1256.9800910949707,1317.760097503662,1325.8600997924805,1276.7400932312012,1330.9200820922852,1314.5000915527344,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPI(22:0),PI,1399.160099029541,1435.1201057434082,1342.1400871276855,1284.360092163086,1466.1800994873047,1313.9401016235352,1513.1601066589355,1385.7401008605957,1343.460090637207,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPI(22:1),PI,1318.9800834655762,1295.3000793457031,1260.980094909668,1307.400089263916,1347.6800918579102,1272.0000953674316,1258.3000869750977,1299.7400817871094,1266.1600952148438,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPI(22:2),PI,1275.1800842285156,1289.980079650879,1315.4800834655762,1255.4400939941406,1286.480094909668,1265.6400871276855,1291.660083770752,1305.9600868225098,1331.66011428833,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPI(22:4),PI,1254.340087890625,1336.3600883483887,1341.7400932312012,1255.440086364746,1265.6400909423828,1266.0800895690918,1337.5200843811035,1257.3800926208496,1266.240089416504,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPI(22:6),PI,1276.420093536377,1381.10009765625,1371.0200958251953,1274.4400787353516,1327.8001098632812,1276.720100402832,1280.660099029541,1256.5800895690918,1272.2200889587402,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPS(12:0),PS,1316.6200981140137,1281.020092010498,1321.1400985717773,1263.4200973510742,1316.480094909668,1298.1400909423828,1294.8800811767578,1478.8601036071777,1311.7200965881348,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPS(13:0),PS,1312.1800918579102,1290.7600898742676,1260.5400772094727,1351.4800872802734,1302.4400901794434,1325.1800956726074,1267.800090789795,1325.1200981140137,1351.6600875854492,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPS(14:1),PS,1974.2801246643066,1745.2201385498047,2151.7601318359375,1638.1201171875,1747.6801376342773,2223.3201599121094,1606.1201057434082,2380.2401733398438,2102.860153198242,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPS(16:1),PS,1329.6200904846191,1274.6600875854492,1299.220100402832,1327.1800918579102,1289.3600959777832,1381.340087890625,1264.9200859069824,1422.6800918579102,1385.2000846862793,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPS(17:2),PS,1369.5400924682617,1257.6200942993164,1281.740077972412,1291.5000915527344,1271.3600997924805,1274.1200942993164,1320.5600891113281,1430.6000938415527,1367.6001014709473,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPS(18:1),PS,1412.9600982666016,1374.2001037597656,1341.660099029541,1267.8800811767578,1313.9400939941406,1398.2800941467285,1261.0400924682617,1322.5000953674316,1419.4400939941406,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPS(18:2),PS,1321.8400917053223,1356.14009475708,1288.240089416504,1414.9400901794434,1289.1200904846191,1338.300106048584,1259.8600959777832,1271.740089416504,1285.1800842285156,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPS(18:3),PS,1262.5600814819336,1293.4600944519043,1305.0800895690918,1293.5200843811035,1258.4400939941406,1292.5600891113281,1260.3800926208496,1331.5200996398926,1256.6000862121582,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPS(20:0),PS,1299.5400886535645,1251.5400772094727,1325.6400871276855,1257.520076751709,1306.9200897216797,1318.0600929260254,1277.8400917053223,1258.5000762939453,1319.520076751709,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPS(20:1),PS,1384.3600959777832,1332.3000984191895,1333.0600814819336,1324.5000839233398,1325.8201065063477,1259.1200866699219,1277.580093383789,1292.1200942993164,1277.220085144043,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPS(20:2),PS,1253.280086517334,1274.0800971984863,1290.5400886535645,1355.3400917053223,1258.7200927734375,1322.7200965881348,1260.1800918579102,1272.6200904846191,1307.880084991455,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPS(20:3),PS,1274.4000816345215,1384.980110168457,1285.440086364746,1289.700080871582,1287.180088043213,1302.5400886535645,1305.9800834655762,1325.7600936889648,1344.1800918579102,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPS(20:4),PS,1440.0601043701172,1296.2600860595703,1397.2801094055176,1783.9201278686523,1309.6400833129883,1406.1200904846191,1341.8000869750977,1671.58012008667,1333.220085144043,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPS(20:5),PS,1288.3200912475586,1251.9800834655762,1324.9000816345215,1261.300090789795,1449.0600891113281,1520.980125427246,1263.2000770568848,1345.240089416504,1488.9801063537598,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPS(21:0),PS,1298.7800903320312,1267.4000854492188,1303.7600784301758,1287.9600944519043,1274.2000885009766,1293.520076751709,1308.920093536377,1274.7000846862793,1286.6000862121582,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPS(22:0),PS,1264.520092010498,1291.1000938415527,1280.7400741577148,1258.4800758361816,1270.0200881958008,1259.180088043213,1333.5600967407227,1259.9000854492188,1355.2200965881348,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPS(22:1),PS,1347.6800842285156,1250.4200859069824,1253.6600799560547,1257.160099029541,1257.6200904846191,1286.460090637207,1259.9400901794434,1336.7200889587402,1302.3000869750977,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPS(22:2),PS,1378.740104675293,1286.5600891113281,1313.960090637207,1355.740089416504,1278.9800910949707,1339.7600898742676,1259.7800941467285,1280.7200813293457,1377.760097503662,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPS(22:4),PS,1291.7800827026367,1337.540096282959,1278.3000831604004,1308.3200950622559,1257.8600807189941,1311.5200958251953,1260.1400871276855,1258.7800827026367,1255.740077972412,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPS(22:6),PS,1568.5401000976562,1402.040096282959,1410.4401054382324,1865.320140838623,1365.8000946044922,1622.500114440918,1359.4201011657715,1633.1801414489746,1255.0200805664062,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPS(O-16:0),PS,1291.2200889587402,1251.4400901794434,1321.8200798034668,1260.5600852966309,1337.580093383789,1331.8000946044922,1277.5400886535645,1286.980079650879,1328.940086364746,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPS(O-18:0),PS,2217.3401527404785,2089.6001625061035,2800.380199432373,2376.360153198242,2284.120185852051,2930.780216217041,1967.5401229858398,3020.980197906494,2508.60018157959,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPS(O-20:0),PS,1335.7000999450684,1281.5600891113281,1380.7200927734375,1271.5600891113281,1268.2600936889648,1349.900089263916,1288.5800971984863,1285.9800910949707,1305.3000793457031,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPS(P-16:0),PS,1268.0200881958008,1328.5601043701172,1312.460090637207,1355.000099182129,1279.7200965881348,1280.3400840759277,1351.920093536377,1338.7200889587402,1404.520092010498,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPS(P-18:0),PS,1304.4400901794434,1252.440086364746,1331.3400802612305,1314.1400909423828,1286.4400901794434,1297.8400802612305,1291.1000900268555,1329.6800842285156,1339.6600875854492,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
LPS(P-20:0),PS,1271.0600929260254,1251.8400802612305,1269.9000816345215,1310.5000915527344,1257.720085144043,1313.6200866699219,1260.7000999450684,1258.2600784301758,1299.660083770752,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"PC(10:0),LPC(11:0)",PC,1120.0200805664062,1121.4200744628906,1207.5600891113281,1064.2400817871094,1012.5200576782227,1048.5800743103027,1096.3600730895996,1061.7000694274902,1133.740077972412,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"PC(12:0),LPC(13:0),LPC(O-14:0)",PC,1202.1400756835938,1093.7800674438477,1120.7000846862793,1086.0200805664062,1022.7800827026367,1225.760082244873,1030.5200843811035,1097.9200706481934,1158.0000953674316,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PC(12:4),PC,1127.7400741577148,1165.5600776672363,1176.1600914001465,1087.0000762939453,1052.2400741577148,1165.1200790405273,1080.3200759887695,1145.8000831604004,1293.7600860595703,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"PC(14:0),LPC(15:0),LPC(O-16:0)",PC,1434.260097503662,1612.8600997924805,1447.3001136779785,1378.4800987243652,1181.180088043213,1554.040111541748,1050.840072631836,1124.3400840759277,1216.7800788879395,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"PC(16:0),PC(O-17:0),LPC(O-18:0)",PC,1952.080150604248,1539.9001121520996,1432.0200996398926,1155.6400871276855,1645.6401138305664,2037.020149230957,1543.2601127624512,1262.3401069641113,1193.6200866699219,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PC(16:4),PC,1167.460075378418,1070.440086364746,1137.5400695800781,1006.7200660705566,1038.9000701904297,1073.7600708007812,1058.9800758361816,1130.4200820922852,1069.9800720214844,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"PC(18:0),LPC(19:0),PC(O-19:0),LPC(O-20:0)",PC,1506.6201133728027,1660.2601280212402,1509.7801055908203,1521.0601081848145,1385.5600929260254,1537.4401092529297,1258.7600898742676,1175.6200790405273,1168.54008102417,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"PC(18:1),LPC(19:1),PC(O-19:1),LPC(P-20:0)",PC,1361.020092010498,1258.5800971984863,1266.7200889587402,1215.6400985717773,1224.7400932312012,1504.440097808838,1147.420093536377,1216.2000885009766,1207.3400917053223,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"PC(19:0),LPC(20:0),PC(O-20:0)",PC,1868.6601066589355,2238.380142211914,1390.9000968933105,1179.840087890625,1747.6801109313965,2880.980197906494,1427.7201042175293,1160.7200927734375,1240.3400917053223,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"PC(19:1),LPC(20:1),PC(O-20:1),PC(P-20:0)",PC,2637.420238494873,1350.1200981140137,1301.8600959777832,1860.9201583862305,1157.4601020812988,1915.0801162719727,1382.7600936889648,1399.1401100158691,1133.980079650879,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"PC(20:0),LPC(21:0),PC(O-21:0)",PC,1011.9200668334961,1374.6201133728027,1190.7200775146484,1034.620059967041,1025.9400787353516,1545.8801002502441,1049.2800827026367,1015.1000671386719,1079.0800666809082,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"PC(20:1),PC(O-21:1)",PC,1097.060073852539,1205.7600898742676,1275.6000785827637,1060.520076751709,995.6400680541992,1243.100082397461,1015.460075378418,1042.0200691223145,1105.8800811767578,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"PC(20:4),LPC(21:4)",PC,1207.8800926208496,1018.500072479248,1158.660083770752,998.8400764465332,1104.6400756835938,1133.600082397461,1010.9600715637207,1165.0600852966309,1039.0200691223145,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"PC(21:0),LPC(22:0),PC(O-22:0)",PC,3542.0002822875977,4266.880290985107,3399.020160675049,2844.940212249756,2599.280174255371,4693.280349731445,1634.4801292419434,2647.900215148926,1461.0200958251953,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"PC(21:1),LPC(22:1)",PC,3630.8002128601074,3457.6602210998535,2910.2801666259766,3830.140293121338,2137.7201538085938,4610.780376434326,2615.200183868408,3082.0802154541016,1365.7601051330566,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PC(22:0),PC,2820.4002075195312,2153.660125732422,2554.1001892089844,1720.5801277160645,1258.1400871276855,2692.440216064453,1168.0800857543945,1964.22017288208,1193.9600830078125,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PC(22:1),PC,1196.0400848388672,1188.9801063537598,1119.54008102417,1032.380069732666,1075.0000801086426,1361.500099182129,1014.7400817871094,1097.0200805664062,1046.4600715637207,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PC(24:0),PC,2547.000175476074,3069.880195617676,1618.4201011657715,1086.5200843811035,1286.7800903320312,1863.7001342773438,1145.0400772094727,2185.6001892089844,1521.7801132202148,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
PC(25:0),PC,2872.0401496887207,2290.440170288086,1655.9401054382324,1140.8800964355469,1676.3601264953613,1609.8201141357422,1109.640079498291,1532.040111541748,1182.7000732421875,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
