Lipid,Class,FAD199_m1_66_B,FAD199_m3_66_B,FAD201_m5_61_B,FAD265_m3_59_B,FAD261_m3_81_A,FAD265_m2_74_A,FAD309_55_A,FAD325_39_A,Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
"[TG(54:10),TG(53:3)]_FA18:0",TAG,1061.8200645446777,1117.9800834655762,1068.2400703430176,1047.580078125,1107.680088043213,1122.1400756835938,1010.0600624084473,1048.1600761413574,969.6200752258301,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:10),TG(53:3)]_FA18:1",TAG,2985.540267944336,2142.000129699707,4232.480293273926,1668.6800804138184,1758.5201301574707,1871.9601364135742,3284.540210723877,8722.780517578125,1113.7600784301758,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:10),TG(53:3)]_FA18:2",TAG,1471.6800994873047,2098.6801681518555,4397.620292663574,2011.5401229858398,3483.86026763916,3297.2802734375,3549.38028717041,7274.600574493408,1130.8400764465332,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:10),TG(53:3)]_FA18:3",TAG,1187.3600845336914,1307.9600944519043,1167.1200866699219,1222.4600868225098,1163.000087738037,1278.0000839233398,1227.4400825500488,1169.4000816345215,1172.6000709533691,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:10),TG(53:3)]_FA20:4",TAG,1277.4000930786133,1346.4200859069824,1251.320083618164,1247.0400848388672,1246.480079650879,1246.9400939941406,1248.2400970458984,1327.2000923156738,1246.5400886535645,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:10),TG(53:3)]_FA22:5",TAG,1418.1800918579102,1430.6201133728027,1375.6401023864746,1373.7400970458984,1374.940097808838,1379.14009475708,1378.9400901794434,1398.360092163086,1454.280101776123,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:10),TG(53:3)]_FA22:6",TAG,1499.6801109313965,1498.200107574463,1513.920108795166,1528.1601066589355,1552.7201118469238,1497.4800987243652,1531.6800994873047,1531.4201202392578,1499.16011428833,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:11),TG(53:4)]_FA14:0",TAG,1050.2200660705566,970.6000785827637,991.680061340332,969.7200698852539,967.2200736999512,1013.9200744628906,999.1600761413574,990.1200637817383,971.7600631713867,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:11),TG(53:4)]_FA16:0",TAG,1195.580078125,1265.7800827026367,1525.8800964355469,1041.9200630187988,1319.5200805664062,1483.680118560791,1776.3201293945312,1790.5800819396973,969.5200614929199,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:11),TG(53:4)]_FA16:1",TAG,1242.8000717163086,1202.0400848388672,1304.5800971984863,1288.7800903320312,1078.1600723266602,1074.920078277588,2138.6801719665527,1168.2800941467285,1175.1200790405273,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:11),TG(53:4)]_FA18:0",TAG,969.7600593566895,1035.840072631836,977.2800750732422,1009.6600723266602,970.9600639343262,969.260066986084,1007.1600723266602,969.200065612793,969.6200714111328,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:11),TG(53:4)]_FA18:1",TAG,1643.7801246643066,1576.840129852295,2491.9201850891113,1466.2201118469238,1256.8600807189941,1362.660099029541,2655.140151977539,4729.020290374756,1190.3000984191895,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:11),TG(53:4)]_FA18:2",TAG,2397.4201736450195,2347.5001258850098,6090.8404541015625,2273.4401512145996,3888.4202423095703,4919.300308227539,3926.0002212524414,9592.420715332031,1191.600082397461,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:11),TG(53:4)]_FA18:3",TAG,1577.5801162719727,1540.6201095581055,1362.980094909668,1384.2000999450684,1191.5000762939453,1451.1200904846191,1581.3401145935059,1204.0600852966309,1189.2800788879395,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:11),TG(53:4)]_FA20:4",TAG,1331.3200874328613,1300.7400817871094,1548.340103149414,1510.8001022338867,1298.4000930786133,1367.320083618164,1288.1000862121582,1344.1400871276855,1247.0800895690918,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:11),TG(53:4)]_FA22:5",TAG,1377.1800994873047,1414.9000930786133,1377.8200912475586,1486.1201057434082,1940.880126953125,1915.5201530456543,2034.7601470947266,1693.8601264953613,2135.1001510620117,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:11),TG(53:4)]_FA22:6",TAG,1498.8001136779785,1567.700107574463,1575.5200958251953,1500.2400970458984,1501.9601135253906,1571.520107269287,1511.0801086425781,1495.9401092529297,1497.6601028442383,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:12),TG(53:5)]_FA14:0",TAG,989.5400772094727,989.3400726318359,1028.4600715637207,1009.5400810241699,1085.980079650879,1007.7600746154785,970.5200691223145,1007.960075378418,970.7000694274902,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:12),TG(53:5)]_FA16:0",TAG,965.820068359375,1058.920078277588,1146.5000801086426,1047.8600692749023,1425.3400802612305,1457.9601287841797,1179.7600784301758,1388.6800804138184,998.440071105957,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:12),TG(53:5)]_FA16:1",TAG,1184.880084991455,1157.0800895690918,1152.8000755310059,1057.7200622558594,1163.4000816345215,1158.0800743103027,1245.860092163086,1049.880069732666,1048.12007522583,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:12),TG(53:5)]_FA18:0",TAG,970.2000617980957,982.9000778198242,970.3400611877441,967.4200592041016,970.4600715637207,986.2600631713867,978.2000732421875,967.9600677490234,970.0200653076172,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:12),TG(53:5)]_FA18:1",TAG,1398.2000999450684,1262.1200828552246,1402.1201057434082,1298.7800903320312,1190.4800872802734,1133.9200744628906,1239.1200866699219,1773.1201362609863,1129.7400856018066,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:12),TG(53:5)]_FA18:2",TAG,1619.760124206543,1764.160140991211,3528.0602111816406,2194.980178833008,2274.5001640319824,2218.0801887512207,2392.8801460266113,4097.76029586792,1123.200065612793,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:12),TG(53:5)]_FA18:3",TAG,1457.700096130371,1358.6200981140137,1574.0401153564453,1457.4201049804688,1217.0800743103027,1251.9800872802734,1499.2201118469238,1288.1401023864746,1172.6400871276855,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:12),TG(53:5)]_FA20:4",TAG,1535.960105895996,1797.8401336669922,1726.4601211547852,1560.6201171875,1487.5601234436035,1654.2201194763184,1374.760097503662,1405.9600868225098,1253.6600952148438,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:12),TG(53:5)]_FA22:5",TAG,1488.1601066589355,1524.2401161193848,1407.9800910949707,1476.7000846862793,1435.2800979614258,1588.3401222229004,1419.440097808838,1486.56010055542,1475.2801094055176,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:12),TG(53:5)]_FA22:6",TAG,1543.5401229858398,1540.1401138305664,1502.3801193237305,1500.8600959777832,1570.980110168457,1512.2401084899902,1541.340103149414,1526.040111541748,1555.3601150512695,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
[TG(54:5)]_FA14:0,TAG,1033.1200714111328,1218.420078277588,1234.4200859069824,1244.0600967407227,1019.2600746154785,1277.7400741577148,1627.8201332092285,1086.7800827026367,1075.1200828552246,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
[TG(54:5)]_FA16:0,TAG,8408.500671386719,3372.5802001953125,14935.30103302002,4581.960342407227,12052.460605621338,11040.141063690186,56533.403858184814,28180.662464141846,1022.2800750732422,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
[TG(54:5)]_FA16:1,TAG,4102.680248260498,2828.4601669311523,3997.960334777832,3126.0202293395996,1743.0801124572754,2682.9401817321777,20242.18101501465,2663.300136566162,1055.220069885254,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
[TG(54:5)]_FA18:0,TAG,1456.540111541748,1839.5401306152344,1678.860092163086,1588.6201133728027,1187.8600883483887,1544.8801231384277,1668.6001243591309,1115.1800804138184,1069.340072631836,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
[TG(54:5)]_FA18:1,TAG,30322.261905670166,20543.8810005188,58095.60439300537,29270.18228149414,10234.480838775635,19277.66110610962,42856.282901763916,94111.94826889038,1809.3001289367676,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
[TG(54:5)]_FA18:2,TAG,39163.54229736328,51447.74391937256,199580.1717453003,89652.92415237427,92891.70697021484,141702.94681167603,129073.40478134155,257574.93822479248,1743.0201225280762,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
[TG(54:5)]_FA18:3,TAG,13406.54098892212,15841.541065216064,14914.801273345947,15823.901233673096,3308.1002502441406,17035.001258850098,18006.80157852173,9151.780517578125,1207.180076599121,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
[TG(54:5)]_FA20:4,TAG,38062.50327682495,34742.68147277832,20198.202083587646,18369.741035461426,5992.28048324585,24997.041591644287,29522.68221282959,13250.001014709473,1269.9800910949707,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
[TG(54:5)]_FA22:5,TAG,3172.6802139282227,3286.4202842712402,1708.8801193237305,2030.8001556396484,2231.7201652526855,2888.180202484131,5709.440372467041,3164.480270385742,1470.9201049804688,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
[TG(54:6)]_FA14:0,TAG,1073.3000755310059,1205.5000839233398,1148.1400680541992,1034.960075378418,1070.62007522583,1489.6000938415527,1548.8600997924805,1583.0201263427734,990.9800758361816,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
[TG(54:6)]_FA16:0,TAG,4939.06042098999,4544.820209503174,7901.5408363342285,1565.4801063537598,6742.440559387207,6706.780448913574,28558.382125854492,12898.721019744873,1006.8800773620605,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
[TG(54:6)]_FA16:1,TAG,3750.2203483581543,3496.7402572631836,2961.180248260498,1816.0401344299316,1597.0401344299316,2526.020195007324,17901.341037750244,2751.2601623535156,1112.080078125,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
[TG(54:6)]_FA18:0,TAG,1046.3200798034668,991.2000732421875,1019.180061340332,989.9400672912598,998.8600692749023,987.1800765991211,1002.8400764465332,1041.12007522583,1035.9000663757324,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
[TG(54:6)]_FA18:1,TAG,5122.020217895508,3238.9402236938477,8626.200702667236,4661.520355224609,2725.4401817321777,3251.1602058410645,6818.700382232666,15523.461124420166,1238.9401016235352,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
[TG(54:6)]_FA18:2,TAG,13079.6411819458,21342.46156311035,71871.78748321533,37392.00279998779,34662.00175857544,47398.46363449097,34316.68311691284,84250.62648773193,1448.200107574463,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
[TG(54:6)]_FA18:3,TAG,12295.68085861206,16761.64122390747,17731.381141662598,21952.301300048828,3787.7202682495117,16802.660934448242,15333.380828857422,9481.30082321167,1209.5200729370117,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
[TG(54:6)]_FA20:4,TAG,33129.58210372925,37215.882694244385,21530.58173751831,25132.461727142334,4462.060375213623,24916.50203704834,28839.68253326416,10224.020652770996,1250.64009475708,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
[TG(54:6)]_FA22:5,TAG,3004.540210723877,3188.4002380371094,1774.0001373291016,1963.1201133728027,2137.9001426696777,2891.2801818847656,7425.980537414551,3133.9602394104004,1375.3201026916504,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
[TG(54:6)]_FA22:6,TAG,3800.9802894592285,3984.6603088378906,3174.100200653076,2198.0001640319824,2673.520175933838,3202.160213470459,14640.500888824463,3459.040252685547,1529.2801132202148,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:7),TG(53:0)]_FA14:0",TAG,1751.280128479004,1221.9200897216797,1226.5400848388672,1539.9601287841797,1170.980068206787,1843.8401374816895,2288.480194091797,2080.400157928467,1042.7400741577148,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:7),TG(53:0)]_FA16:0",TAG,2106.200126647949,1890.5201377868652,2690.1202087402344,1522.500099182129,2662.6001777648926,2625.6601905822754,9669.10079574585,4427.180397033691,1003.8800659179688,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:7),TG(53:0)]_FA16:1",TAG,3283.4401779174805,1507.200107574463,2408.5801887512207,2155.300117492676,1513.7401161193848,2539.520191192627,13082.980632781982,2147.980136871338,1090.8400688171387,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:7),TG(53:0)]_FA18:0",TAG,969.2400665283203,1052.8200645446777,1081.1400833129883,1150.760082244873,971.3800735473633,1037.2200775146484,993.1600685119629,968.4600677490234,1003.6600646972656,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:7),TG(53:0)]_FA18:1",TAG,1248.0600814819336,1152.580078125,1634.2401275634766,1328.2400932312012,1320.7800941467285,1271.9000854492188,1668.1801071166992,2377.520179748535,1107.7000770568848,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:7),TG(53:0)]_FA18:2",TAG,4224.380264282227,5626.9403076171875,14767.320728302002,8621.560592651367,8436.320491790771,10223.220497131348,8406.980567932129,21871.581466674805,1208.2400817871094,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:7),TG(53:0)]_FA18:3",TAG,5674.600322723389,10558.040740966797,9480.340698242188,16006.82088470459,2565.420207977295,9770.960563659668,5380.040451049805,4691.480407714844,1237.4000663757324,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:7),TG(53:0)]_FA20:4",TAG,4718.100368499756,7659.100589752197,5052.740440368652,7170.380443572998,1904.300148010254,5063.100383758545,7532.18053817749,3599.6002883911133,1263.1200942993164,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:7),TG(53:0)]_FA22:5",TAG,1794.6801147460938,1905.6201210021973,1553.440097808838,1934.8001441955566,1488.1200981140137,1799.0401229858398,2855.7801818847656,1987.6401252746582,1411.860092163086,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:7),TG(53:0)]_FA22:6",TAG,5811.540309906006,3866.8802375793457,4099.700283050537,3126.3802223205566,3976.600315093994,4647.460346221924,24208.70160293579,8034.060386657715,1533.7601051330566,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:8),TG(53:1)]_FA14:0",TAG,1054.0400619506836,1029.740077972412,972.7600631713867,983.6000709533691,1045.4400749206543,1205.6600914001465,1585.8401069641113,1484.0000953674316,1042.920066833496,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:8),TG(53:1)]_FA16:0",TAG,1004.6600723266602,1209.5400733947754,1536.7001037597656,1016.2600631713867,1407.5401000976562,1412.080078125,1960.16015625,1969.6801376342773,988.8000640869141,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:8),TG(53:1)]_FA16:1",TAG,1297.1200904846191,1259.3000831604004,1337.700096130371,1256.1600875854492,1071.4800834655762,1266.2600898742676,3576.180187225342,1156.5800895690918,1055.500072479248,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:8),TG(53:1)]_FA18:0",TAG,1023.620059967041,1128.4600791931152,1047.5800704956055,997.9800758361816,1018.6800727844238,1059.8400764465332,1146.1000785827637,1039.920066833496,1108.8800888061523,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:8),TG(53:1)]_FA18:1",TAG,1406.1601028442383,1129.880084991455,1284.2600860595703,1156.0000762939453,1056.7000732421875,1120.5200729370117,1397.540111541748,1548.3601112365723,1080.0200691223145,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:8),TG(53:1)]_FA18:2",TAG,1371.14009475708,1481.0001068115234,2049.5001525878906,1667.7001037597656,1994.600154876709,2033.780128479004,1593.320110321045,2488.1001358032227,1219.420078277588,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:8),TG(53:1)]_FA18:3",TAG,2203.380195617676,2451.4801635742188,2060.3201293945312,3328.5201988220215,1462.3601036071777,2276.080146789551,1968.1001358032227,1332.2400856018066,1172.1400756835938,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:8),TG(53:1)]_FA20:4",TAG,1531.7201194763184,1598.6801109313965,1572.3201179504395,1656.9001121520996,1360.2601051330566,1367.8600959777832,1661.9001235961914,1343.4600982666016,1255.3800926208496,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:8),TG(53:1)]_FA22:5",TAG,1468.5201034545898,1452.7001037597656,1412.9200897216797,1378.300090789795,1376.3800926208496,1422.720100402832,1522.680103302002,1376.540096282959,1375.0600967407227,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:8),TG(53:1)]_FA22:6",TAG,2729.860195159912,1866.4201393127441,2364.080146789551,2542.2801933288574,2535.3201637268066,2581.800178527832,7035.8205909729,4381.300220489502,1540.0401153564453,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:9),TG(53:2)]_FA14:0",TAG,973.5800666809082,1045.3800582885742,970.2200622558594,990.5800704956055,999.5400657653809,1006.7000694274902,998.4600715637207,982.1200637817383,971.3800735473633,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:9),TG(53:2)]_FA16:0",TAG,1371.8800964355469,1741.2601127624512,2101.580108642578,1142.7000885009766,2284.8801803588867,2036.0001411437988,4769.880317687988,3812.3402938842773,969.6000747680664,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:9),TG(53:2)]_FA16:1",TAG,1052.1400871276855,1124.4600830078125,1183.0800743103027,1107.8200759887695,1047.1200714111328,1073.900074005127,1502.2001152038574,1142.0600662231445,1080.4000701904297,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:9),TG(53:2)]_FA18:0",TAG,1131.6400718688965,1147.1200866699219,1008.380069732666,1039.5600700378418,1039.7800674438477,998.4800605773926,1343.4000930786133,1153.0000801086426,969.5000610351562,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:9),TG(53:2)]_FA18:1",TAG,2680.7001762390137,1510.700096130371,2897.540210723877,1483.8001136779785,1148.4000816345215,1796.860107421875,2837.6401977539062,5490.100482940674,1142.2000885009766,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:9),TG(53:2)]_FA18:2",TAG,1189.9000854492188,1230.04008102417,1742.6001358032227,1409.8400917053223,1636.720127105713,1687.4000968933105,1367.300090789795,1930.780128479004,1156.9000854492188,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:9),TG(53:2)]_FA18:3",TAG,1185.9600830078125,1227.7800750732422,1279.6800804138184,1167.1000938415527,1177.5200843811035,1197.0400772094727,1181.6000862121582,1225.2000846862793,1172.5200843811035,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:9),TG(53:2)]_FA20:4",TAG,1292.6000862121582,1253.0000915527344,1251.7200813293457,1374.400089263916,1247.0000839233398,1247.8000717163086,1287.860092163086,1248.1200866699219,1259.8400840759277,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:9),TG(53:2)]_FA22:5",TAG,1397.2000923156738,1378.1200981140137,1415.0600929260254,1372.8200988769531,1383.7000885009766,1378.6600914001465,1434.3801078796387,1377.0000915527344,1463.6201171875,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(54:9),TG(53:2)]_FA22:6",TAG,1573.0401000976562,1617.020118713379,1563.1601028442383,1550.4601020812988,1550.560115814209,1516.1401100158691,1879.7201309204102,1654.0601196289062,1497.860122680664,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(55:10),TG(54:3)]_FA14:0",TAG,1039.980068206787,987.8600692749023,1063.0200691223145,1098.9800834655762,1077.3000717163086,1142.9400825500488,1224.6000900268555,1231.4000778198242,987.9800682067871,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(55:10),TG(54:3)]_FA16:0",TAG,7563.540588378906,7982.800827026367,16610.26117324829,1727.6001434326172,12506.221271514893,11709.68073272705,60305.26415634155,38181.34250640869,969.120059967041,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(55:10),TG(54:3)]_FA16:1",TAG,3260.140151977539,3082.280185699463,2889.1201934814453,1699.820125579834,1612.0801010131836,2380.920177459717,19782.481269836426,2896.620258331299,1073.3400764465332,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(55:10),TG(54:3)]_FA18:0",TAG,7738.940650939941,12474.400737762451,16712.121074676514,8890.460662841797,5094.7004318237305,9920.08081817627,15793.501075744629,10900.040756225586,1097.9000778198242,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(55:10),TG(54:3)]_FA18:1",TAG,29379.56162261963,34026.56103897095,104043.00455856323,22768.041820526123,16494.92064666748,29608.422103881836,128258.51037216187,264959.6264228821,3952.0602684020996,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(55:10),TG(54:3)]_FA18:2",TAG,9582.200660705566,12112.100772857666,34644.262519836426,11159.400505065918,20258.781497955322,23466.221057891846,35294.802211761475,59911.58324813843,1259.840087890625,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(55:10),TG(54:3)]_FA18:3",TAG,1400.9201049804688,1619.0601196289062,1371.400104522705,1255.4200859069824,1176.580078125,1384.1200981140137,1283.4000930786133,1301.0200881958008,1172.3600769042969,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(55:10),TG(54:3)]_FA20:4",TAG,1385.5200996398926,1447.7000999450684,1294.0400886535645,1364.5601081848145,1324.6201095581055,1385.5400886535645,1283.840103149414,1464.9600982666016,1281.3200988769531,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(55:10),TG(54:3)]_FA22:5",TAG,1552.6601066589355,1534.2201042175293,1377.7401008605957,1467.6001052856445,1439.0800971984863,1410.920093536377,1525.940113067627,1774.9001197814941,1490.760108947754,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(55:10),TG(54:3)]_FA22:6",TAG,1508.8001098632812,1515.5601119995117,1505.1601066589355,1539.2201042175293,1501.1401176452637,1537.480110168457,1540.840103149414,1495.800106048584,1497.9601020812988,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(55:11),TG(54:4)]_FA14:0",TAG,997.7800636291504,1099.020076751709,1116.5000686645508,980.0600700378418,1034.7600708007812,1084.8200759887695,1190.8400917053223,983.9800796508789,997.4400749206543,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(55:11),TG(54:4)]_FA16:0",TAG,8483.440776824951,7190.380451202393,15908.100688934326,3802.0402221679688,12453.680870056152,11226.320556640625,57362.06369018555,31148.861888885498,1012.1000595092773,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(55:11),TG(54:4)]_FA16:1",TAG,4006.5402336120605,3617.800193786621,4128.060340881348,3024.2801628112793,1722.1001281738281,2982.4002075195312,21229.96180343628,3111.100196838379,1048.1200714111328,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(55:11),TG(54:4)]_FA18:0",TAG,4292.9804039001465,5682.260486602783,8941.220851898193,6200.360450744629,2007.6801109313965,5698.36043548584,6714.300556182861,4980.120349884033,1102.2800674438477,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(55:11),TG(54:4)]_FA18:1",TAG,83905.7477722168,50160.82326889038,152192.60968017578,47328.38367462158,18750.721225738525,42599.16287231445,150149.58918380737,287446.0825691223,2704.2801818847656,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(55:11),TG(54:4)]_FA18:2",TAG,31375.921787261963,40240.622829437256,159925.50875473022,56536.864154815674,72397.5044555664,101025.96774291992,138318.409198761,281788.73023986816,1852.960132598877,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(55:11),TG(54:4)]_FA18:3",TAG,3244.1802673339844,3961.74031829834,3335.4802284240723,3775.700206756592,1689.860122680664,4335.640254974365,4165.740325927734,2217.180145263672,1195.62007522583,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(55:11),TG(54:4)]_FA20:4",TAG,5107.060359954834,5676.68045425415,2963.220188140869,2839.200206756592,1806.5201416015625,3949.980236053467,3954.360221862793,2451.560188293457,1253.3600883483887,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(55:11),TG(54:4)]_FA22:5",TAG,1871.8801383972168,1658.980125427246,1484.6801109313965,1695.720115661621,1601.0801124572754,1493.7401123046875,2273.9201469421387,1991.6601448059082,1406.740104675293,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(55:11),TG(54:4)]_FA22:6",TAG,1497.500099182129,1520.0801048278809,1568.2201080322266,1558.3400993347168,1570.9201126098633,1536.400104522705,1610.7001190185547,1573.1001091003418,1518.3601150512695,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(55:7),TG(54:0)]_FA14:0",TAG,1102.6000633239746,1160.4200744628906,1087.0800666809082,1094.440071105957,1224.340087890625,1310.1800994873047,1084.4800834655762,1139.2200775146484,1014.4200668334961,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(55:7),TG(54:0)]_FA16:0",TAG,1081.7200775146484,1316.6600914001465,1373.56010055542,1052.8000793457031,1358.2200965881348,1252.780086517334,2311.200149536133,1636.000099182129,1016.7600708007812,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
"[TG(55:7),TG(54:0)]_FA16:1",TAG,1087.300064086914,1080.5200805664062,1083.4400749206543,1065.0400657653809,1047.5600700378418,1099.2800788879395,1218.6600761413574,1049.4400634765625,1047.4000701904297,Group: B,Group: A,Group: B vs Group: A,4,4,Blank_Blank_Blank
