lipid,logFC,logCPM,LR,PValue,FDR,type,AK0135,AK0140,AK0169,AK0154,AK0155,AK0168,AK0174,AK0175,Blank-1x
(9Z)-3-hydroxyoctadecenoylcarnitine,-0.038236470801698536,12.210427658974277,0.0083570381041842,0.9271613837007429,0.996791623254679,CAR,4887687.393920898,4183498.2982177734,5193424.2548828125,2848896.9407958984,4165821.642944336,4556464.165771484,3856481.7958984375,4835780.072509766,341258.06032562256
1-O-behenoyl-Cer(d18:1/16:0),-0.14139879156619362,2.957270915795379,0.11341504101838495,0.7362891615058514,0.996791623254679,Cer,5852.4604415893555,4118.460285186768,5075.18034362793,5098.460361480713,4085.260284423828,3839.480270385742,3850.560276031494,4372.38032913208,3583.220245361328
1-O-carboceroyl-Cer(d18:1/16:0),-0.3298761710042443,3.0618619191273653,0.6096099770876151,0.4349346984535465,0.996791623254679,Cer,5216.740371704102,3582.860237121582,4236.8803062438965,4713.260307312012,3759.620258331299,3989.080280303955,4237.000282287598,4758.760353088379,4646.720367431641
1-O-carboceroyl-Cer(d18:1/18:0),0.11457866350951207,3.354904438372314,0.0756136129560332,0.7833321451575452,0.996791623254679,Cer,8720.900714874268,5660.100425720215,6960.540477752686,4087.080265045166,5734.580436706543,4548.860317230225,6091.820507049561,6554.140449523926,5040.740333557129
1-O-cerotoyl-Cer(d18:1/16:0),0.05744286166665453,3.3919707732902267,0.01894949525302181,0.8905113738839882,0.996791623254679,Cer,13388.360912322998,4653.600318908691,7924.700550079346,4538.020324707031,5729.80041885376,6589.520477294922,8394.460628509521,8751.120597839355,3809.9602699279785
1-O-cerotoyl-Cer(d18:1/18:0),0.21304493876079053,3.4952329030894647,0.2628338508887964,0.6081799116670998,0.996791623254679,Cer,15794.281101226808,6038.360431671143,9653.100685119629,5092.980331420898,6426.820476531982,5984.720378875732,10750.760795593262,9342.600666046144,3463.6002349853516
1-O-eicosanoyl-Cer(d18:1/16:0),-0.3588125804681958,3.3710792841814547,0.7198955565259553,0.39617817063873595,0.996791623254679,Cer,6167.640422821045,3758.3402366638184,4327.160327911377,5231.980365753174,4478.94030380249,4291.060306549072,4322.100303649902,5289.9403648376465,6539.220417022705
1-O-lignoceroyl-Cer(d18:1/16:0),-0.19315765075908978,2.8425139826475943,0.21091685079248634,0.6460497329958165,0.996791623254679,Cer,5089.660343170166,3764.140251159668,4383.060298919678,4503.680328369141,3710.9802589416504,3715.9402656555176,4020.000270843506,3772.820266723633,3428.300247192383
1-O-myristoyl-Cer(d18:1/16:0),-0.20188144469102748,2.976681057920722,0.23031423468151502,0.6312909260587246,0.996791623254679,Cer,5962.720432281494,4067.5402603149414,5236.600372314453,5547.440368652344,3571.2802658081055,4095.940307617187,4604.6203536987305,4845.1403465271,3470.2002601623535
1-O-palmitoyl-Cer(d18:1/16:0),-0.1216403848380245,3.5679137861706987,0.0840668576116741,0.7718599576047758,0.996791623254679,Cer,9013.54067993164,5563.800373077393,5882.000411987305,6120.620475769043,6000.080413818359,5721.100395202637,4676.50036239624,6160.1803855896,6578.1604080200195
1-O-stearoyl-Cer(d18:1/16:0),-0.2288663578557734,3.024915489256628,0.2954988502199285,0.5867180954645801,0.996791623254679,Cer,6909.960479736328,3921.9202766418457,5179.940361022949,6000.68045425415,3930.900283813477,4405.380332946777,4600.600368499756,4807.780326843262,3474.080253601074
1-O-tricosanoyl-Cer(d18:1/16:0),-0.22399702461902976,2.8796696639069186,0.28308939693425117,0.5946834292182828,0.996791623254679,Cer,4923.140335083008,3911.040256500244,4681.06033706665,4657.500274658203,3852.88028717041,3973.340278625488,3936.3802757263184,4180.200305938721,3450.9802436828613
1-O-tricosanoyl-Cer(d18:1/18:0),-0.134256217283357,3.1191708047732236,0.10228678828667626,0.7491024673569007,0.996791623254679,Cer,5707.6403884887695,3879.5202598571777,4672.860336303711,3862.220245361328,4343.600292205811,3994.320281982422,4166.780300140381,4440.880332946777,5073.480350494385
"12-Hydroxy-12-octadecanoylcarnitine, 3-hydroxyoctadecanoylcarnitine",-0.17152143345713391,10.985369592329318,0.16679210512302234,0.6829786448505779,0.996791623254679,CAR,1773598.3264160156,1780104.4519042969,1668788.759399414,1363540.2586669922,1757777.8254394531,1667559.6105957031,1540232.3978271484,1754820.5119628906,327414.4421424866
12:0 Cholesteryl ester,-0.18015927020064817,8.114045545566109,0.18390847448608838,0.6680356543422122,0.996791623254679,CE,204735.6732559204,294505.3403015137,209022.50494384769,221471.68612670896,264631.21978759766,286597.27938842773,148017.6802940369,155068.82125854492,37555.72263145447
14:0 Cholesteryl ester,-0.16068716871191988,7.989754055834034,0.14648353421216598,0.7019187270066116,0.996791623254679,CE,183002.45364379883,268446.0394897461,207351.1742477417,215724.45770263672,242793.93817138672,250779.65802001953,115021.12748718262,144252.42919921875,33731.72247314453
14:1 Cholesteryl ester,-0.19814793661340294,8.009317569598338,0.22221008864289615,0.6373610770077197,0.996791623254679,CE,176190.29229736328,280941.0598754883,195130.0516357422,210948.05401611328,247640.47924804688,262053.49740600583,135030.92964935303,150148.43026733398,33754.40241241455
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester,-0.38019890206144574,10.035699438621082,0.8080957556376234,0.3686838406569777,0.996791623254679,CE,821666.0647583008,1058248.3587646484,708605.2796325684,742016.0353393555,1173440.5676269531,1246317.354736328,804388.2162704468,725593.9499816895,78650.26553726196
15:0 Cholesteryl ester,-0.3337227526225255,9.534201746448824,0.6246299122576602,0.42933196698747084,0.996791623254679,CE,479322.4362182617,798082.3576660156,490554.6734008789,635065.9443359375,800429.5791015625,801382.9323730469,312532.92054748535,417044.6669921875,89103.66654205322
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester,-0.3419154694467183,9.890612174118392,0.655304416839499,0.4182225716717271,0.996791623254679,CE,671833.5171203613,990472.720703125,644128.49169921875,754455.3714599609,1054239.2244873047,1037546.489013672,504738.7481002808,598246.1745910645,98432.88682556152
15:1 Cholesteryl ester,-0.3377587686200589,9.540066662378617,0.639650998840807,0.4238372037893223,0.996791623254679,CE,477932.2758178711,804409.10205078125,505754.9772949219,644670.1643066406,825408.77880859375,800593.87890625,306752.93940734863,423149.8651123047,82103.88539123535
16:0 Campesteryl ester | 17:0 Cholesteryl ester,-0.47348364409191407,10.532231803157996,1.2448840026336256,0.26453185934282675,0.996791623254679,CE,1184341.8838119507,1465771.3977355957,995053.592437744,994827.9374084471,1742298.5976257324,2028606.7422180176,1307124.823486328,1079846.6269073486,39962.69267845154
16:2 Campesteryl ester,-0.4557029692170003,10.357102418317236,1.1546454796916796,0.2825787952857556,0.996791623254679,CE,1024153.8960876464,1307736.837463379,918590.684906006,917399.56591796875,1550846.7870483398,1797326.3282470703,1104001.699897766,876902.982208252,37548.18246459961
"16:2 Cholesteryl ester, zymosteryl palmitoleate",-0.33424913489064195,9.694152208777659,0.6265798494569026,0.4286126298930876,0.996791623254679,CE,539949.71826171875,891150.3662109375,560162.5383300781,699599.37255859375,901407.8879394532,897783.52587890625,389170.6880187988,474161.7130126953,93003.58645629884
16:3 Campesteryl ester,-0.5087809993243455,10.34358799802323,1.4336518484633416,0.23116937830667358,0.996791623254679,CE,1020041.3619384766,1272210.581665039,845048.805267334,903200.701171875,1555125.1788330078,1787545.073425293,1121081.583908081,912040.8722076416,36631.20252227783
16:3 Cholesteryl ester,-0.35224495430937036,9.649925602564913,0.6949956786702387,0.40447034523841324,0.996791623254679,CE,512074.3354492187,836573.03515625,542026.9217529297,665307.5700683594,875816.3291015625,852996.47900390625,360634.76766967773,471574.69232177734,103143.08738708496
16:3 Stigmasteryl ester,-0.38729507125234297,10.883647648177948,0.838124031375628,0.359933850505899,0.996791623254679,CE,1596471.5189819336,1871276.9307250977,1438264.2188720703,1267587.5789794922,2167118.485107422,2524116.097229004,1737976.481918335,1331746.8444519043,39270.862632751465
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester",-0.3394312141850055,10.229752549345271,0.6459292711224407,0.42157184218931937,0.996791623254679,CE,904103.3812446594,1277186.8526611328,941782.7571868896,848062.6477661133,1339909.8387145996,1489937.2184143066,1015916.60105896,865869.1324005127,40001.622884750366
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",-0.397074183410052,10.608060920798719,0.8803705415339209,0.34810021117630463,0.996791623254679,CE,1269224.113204956,1575253.7347106934,1150737.7462005615,1084446.7676086426,1797023.5684204102,2094825.8489379885,1278986.178062439,1097628.923713684,41981.02304840088
17:1 Cholesteryl ester; 16:1 Campesteryl ester,-0.47325731483189293,10.382374580787173,1.2437141998379957,0.2647564358062619,0.996791623254679,CE,1008699.09664917,1328263.0100097656,931373.987701416,919561.9737243652,1574773.915374756,1845969.9208374023,1166644.243675232,887253.8628616333,41338.52281188965
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",-0.31220768483648903,10.468307118942596,0.5474997600831557,0.4593410941547421,0.996791623254679,CE,1314545.349815369,1400924.9716796875,1088911.4127426147,886461.2264099121,1511534.369781494,1996301.426055908,1089769.349235535,1124650.867271423,41639.50292015076
18:1 Campesteryl ester,-0.35845221775538816,10.67226464989154,0.7193977490824182,0.39634152943430156,0.996791623254679,CE,1406696.6515655518,1641756.6278686523,1219592.427734375,1003764.1147460938,1727128.370178223,2229231.387939453,1552476.3158874512,1317252.875152588,44848.22304916382
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",-0.45737980712783183,10.840620998873396,1.1630178044433706,0.28084055249056905,0.996791623254679,CE,1412019.9285583496,1818041.7153930664,1340631.0358428955,1240609.3356323242,2102315.338623047,2459071.489624023,1652844.0254058838,1433446.1220703125,40885.68292999267
18:3 Campesteryl ester,-0.2947182206146009,10.678502180682976,0.4884600020595826,0.4846150676063674,0.996791623254679,CE,1567910.2755889893,1641256.6345825195,1238930.4791870115,1019647.442993164,1771869.3141479492,2251579.0364379883,1391218.4571380615,1236603.7670593262,43290.78319168091
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",-0.44335610736943915,10.895416696004926,1.093910508992849,0.2956063878563857,0.996791623254679,CE,1487454.1528892517,1898086.685089111,1401191.8338623047,1254822.897521973,2176675.906677246,2551167.5423583984,1863376.6055603027,1437982.3947143557,40236.00278472901
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester",-0.24689691587980053,10.987045804486822,0.34390666807303294,0.557582852493183,0.996791623254679,CE,1631630.3058242798,2263891.352416992,1500715.9677276611,1330667.5771484375,2243867.964477539,2595196.169067383,1422278.934020996,1385092.6919555664,111372.25839805604
"2-Hydroxymyristoylcarnitine, 3-hydroxytetradecanoylcarnitine",-0.2636785193354759,9.312066855277541,0.391804714189675,0.5313522896863657,0.996791623254679,CAR,604128.2267456055,470222.51599121094,494369.294921875,414126.91052246094,534352.6359863281,563614.32177734375,556161.2179870605,514811.8537597656,114115.06772994997
20:0 Campesteryl ester,-0.09894247223215816,10.523868606111652,0.05575380544178188,0.8133376636049489,0.996791623254679,CE,1144727.5750579834,1786047.966796875,1136902.4174194336,1003576.6560058594,1640341.3056640625,1647538.0197753906,783134.548828125,921191.6957702636,117365.78839111328
20:1 Campesteryl ester,-0.14599342473757054,10.513331673959476,0.12103388429386541,0.727915852708258,0.996791623254679,CE,1097204.6911010742,1778618.5598144531,1086778.356262207,998638.1130371094,1618198.5288085938,1677135.395263672,955419.111907959,876076.1404266357,107014.40713882446
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",-0.22819986437880926,11.000158214536635,0.2941548789385706,0.5875702061922887,0.996791623254679,CE,1777556.1994018557,2263856.1713867188,1484218.9609985352,1369514.3940429688,2246168.469970703,2617951.7438964844,1299314.977478027,1444733.7073364258,107587.868144989
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",-0.18553899119765788,10.992950503116043,0.19499321549665183,0.6587928977459007,0.996791623254679,CE,1713379.182678223,2307182.4860839844,1543084.2462768557,1345383.860107422,2254503.8818359375,2605648.806640625,1252337.7398986816,1305868.1267700195,120097.84827804564
20:3 Campesteryl ester,-0.07942957934094436,10.525756370111953,0.03597409150097519,0.8495690060355998,0.996791623254679,CE,1150791.1851959229,1799453.6943359375,1197734.9252319336,1022976.5676269532,1613130.35546875,1647135.1171875,825778.3897399902,922979.9344787598,103799.04703521729
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",-0.24775065380661265,10.952700817015113,0.3462695077760145,0.5562325059928873,0.996791623254679,CE,1730694.3919067385,2174637.423095703,1371043.2727661133,1305969.5480957031,2183792.5356445312,2529511.2424316406,1302011.4176940918,1401716.863067627,112794.7882385254
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",-0.27099614222522833,10.684469522997794,0.41365358320763335,0.5201208917696747,0.996791623254679,CE,1413656.8290100098,1763978.19140625,1197864.3660583496,1078183.7280273438,1796485.77734375,2182291.1877441406,1120680.7828674316,1184422.8305511477,80782.82581329346
20:5 Cholesteryl ester,-0.28113713196871437,10.477796055322106,0.4448876945534721,0.504772758504366,0.996791623254679,CE,1180285.7119293213,1487157.0840759275,1191717.035903931,897559.1615600586,1505449.939666748,1951889.8427734375,1094727.984024048,1158173.7094726562,40848.14287948608
22:0 Campesteryl ester,-0.22130373220074004,10.416924957376063,0.2767697627077723,0.5988262873852176,0.996791623254679,CE,1275047.7465286255,1048767.0503692627,1677171.4291915894,687555.9910125732,1282984.633026123,1663311.605178833,1843595.0082626345,1259787.6028251648,26874.302040100098
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",-0.10750044852678295,9.22064589698303,0.06578068670933135,0.7975821839903348,0.996791623254679,CE,486254.7740020752,702086.1449584961,516514.8937988281,368524.5285949707,628082.7442321777,764209.8600921631,409340.06436157227,414245.8681945801,27702.32187271118
22:0 Sitosteryl ester,-0.21385324701703481,10.628049582947062,0.2585737895715283,0.6111016777213599,0.996791623254679,CE,1351542.3395996094,1232788.2369384766,1931277.8307495115,796966.4442138672,1461057.684326172,1912028.1974487305,2001691.2339324951,1378686.5291137695,77169.50589370728
22:1 Campesteryl ester,-0.22707733525715754,10.363799144676335,0.2912891246082836,0.5893956108597811,0.996791623254679,CE,1188570.3987731934,1006637.9633789062,1647700.3428497314,669055.4186859131,1274972.821472168,1586775.794464111,1760836.3568496704,1186487.747138977,26758.60181045532
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",-0.09708302049104349,9.213202470956272,0.05368365808681119,0.8167730963318575,0.996791623254679,CE,493171.57263183594,689834.5113220215,523501.0126800537,367638.9302062988,612491.9246826172,737246.294921875,436006.1957092285,419666.2893066406,28412.241912841797
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",-0.22354885644366446,10.608280591331829,0.2823725096823182,0.5951503896741058,0.996791623254679,CE,1374862.726989746,1245174.431251526,1845982.4770088196,796306.5762023926,1460860.897556305,1885257.8938903809,2027459.1523361208,1369158.2368087769,59661.04486465454
22:2 Campesteryl ester,-0.17507300601575726,10.095932838308773,0.1737311457618489,0.6768168875302755,0.996791623254679,CE,1059263.1563110352,911167.4394226074,1261040.6495361328,558243.8416595459,1051890.8771972656,1320605.3899230957,1386780.177696228,939149.0082626344,28828.601886749268
"22:2 Stigmasteryl ester, 22:3 Sitosteryl ester",-0.19484877863185193,10.554213405594087,0.2149234082971816,0.6429355535986822,0.996791623254679,CE,1411064.4920082092,1234223.1425628662,1776501.3824195862,755153.5106887817,1448682.2388000488,1774010.1203231812,2056433.287826538,1316201.6140670776,31807.14225769043
22:3 Campesteryl ester,-0.08258178202214397,9.120526573497596,0.03887832470354624,0.8436899109063088,0.996791623254679,CE,467180.3088684082,649224.783996582,497333.08013916016,344278.44512939453,589064.7202453613,712167.546081543,398431.869720459,352538.42739868164,25816.88180923462
22:3 Stigmasteryl ester,-0.2192069556933286,10.513454905673234,0.2715873473789543,0.6022689485414848,0.996791623254679,CE,1338237.8420524595,1156961.0148620603,1770407.6172485352,729469.6963348389,1409203.4577331543,1754455.1108093262,1959236.8727340696,1335641.699344635,29448.982093811035
"22:4 Cholesteryl ester, 20:3 Stigmasteryl ester",-0.11070279378374188,10.46668687994361,0.06974484428064898,0.7917086491728185,0.996791623254679,CE,1101089.1317749023,1702134.4177246094,1071455.9791259766,975560.1657714844,1562759.9916992188,1567775.3266601562,743087.7971801758,901284.7451782228,118993.82879257202
22:5 Cholesteryl ester,-0.1218842350994912,10.500977431500997,0.08448695042170584,0.7713064789360822,0.996791623254679,CE,1109609.7658081057,1753841.0783691406,1095350.8956298828,1011509.1145019532,1612453.8840332031,1629442.0349121094,789784.7694396973,885676.8005981445,114990.62853240968
22:6 Cholesteryl ester,-0.093049139078272,10.530800427147835,0.04932763357646763,0.824237398522139,0.996791623254679,CE,1135377.2860107422,1809310.4213867188,1152189.1448364258,1026438.645263672,1618835.216796875,1643677.6440429688,835427.1934204102,903051.36428833,116655.2083015442
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",-0.2253548757266732,10.630884310482164,0.28691946480830666,0.5922014062990756,0.996791623254679,CE,1381231.5258789062,1251399.268875122,1866328.9265899656,801336.5428543091,1443970.9529266355,1904349.8684387207,2055553.946777344,1411570.9414138794,75213.30527496338
3-hydroxyarachidonoylcarnitine,-0.26612822663786234,10.474547054666662,0.3990558961836539,0.5275772345310085,0.996791623254679,CAR,1351947.41015625,1082441.4692382812,1080558.2158203125,849453.1171875,1193242.3035888672,1424185.506225586,1302493.4931640625,1120644.2983398438,247831.9576034546
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",-0.29737787454171843,10.050146666468873,0.49722465948434547,0.4807221276238589,0.996791623254679,CAR,1041805.2813110352,836284.8582763672,801114.91650390625,687385.573059082,872903.6665649414,1026608.4299316406,1107615.534423828,930500.2911987304,140317.9097480774
"3-hydroxylinoleoylcarnitine,",0.03910738551035863,12.15169064084764,0.008781218370131683,0.9253409917935561,0.996791623254679,CAR,5014741.150756836,4128478.868652344,5235979.011962891,2804233.921447754,3720990.9541015625,4197429.719604492,3995793.8782958984,4702261.859130859,259128.27826309204
"3-hydroxypalmitoleoylcarnitine, Heptadecanoyl carnitine",-0.08975118823702384,11.875301133981019,0.04590231168549508,0.8303534731820504,0.996791623254679,CAR,3219900.092529297,3340653.763671875,3413982.579345703,2552459.2861328125,3251961.6025390625,3039220.544921875,2327843.1586914062,3155632.5205078125,638254.4590263367
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine",-0.3036344277885801,10.716586527028475,0.5181474085256923,0.4716330163775755,0.996791623254679,CAR,1469895.6339111328,1372942.095703125,1195425.7583007812,1151711.2175292969,1514329.3736572266,1509588.7058105469,1338478.732055664,1319755.1290283203,292378.04011917114
C12:0,-0.5785536742241862,9.41981753367328,1.8440430208138423,0.17447781884014585,0.996791623254679,FA,559962.1970825195,361865.96405029297,406845.70892333984,451082.2921142578,448338.7108154297,565636.4595947266,682141.6083374023,593606.2041015625,192937.8125
C12:1,-0.6161974625317848,9.271708071906533,2.0857322536385254,0.14868091272339237,0.996791623254679,FA,488290.3934326172,307401.6022949219,377600.2468261719,412329.42791748047,373671.2269592285,583100.8430786133,567265.0386962891,524384.2370605469,177952.53317260742
C14:0,-0.63584838677932,10.657837351167922,2.217494518336025,0.13645434495760897,0.996791623254679,FA,1317589.0909423828,917222.441833496,962383.4088745116,1190643.5300292969,1151147.0024414062,1313784.0297851562,1787839.78515625,1430550.0217285156,369149.4465942383
C14:1,-0.13835033543262967,11.865563144385947,0.10874518402852118,0.7415772731676672,0.996791623254679,FA,2277477.3720703125,2164864.0537109375,2193260.048828125,1153087.04296875,2302064.86328125,2215140.8623046875,2439546.3354492188,2444247.9755859375,1905441.6752929688
C15:0,-0.4700460558833502,10.262338091469537,1.2271801189272082,0.26795613951303376,0.996791623254679,FA,905970.57470703125,627171.2274169922,775351.4599304199,778223.2125244141,848283.256652832,934859.0604248048,856296.7023925781,845644.2795410156,440589.41314697266
C15:1,-0.25545454083680286,11.582820451783874,0.3679503925395693,0.5441236049014583,0.996791623254679,FA,1577863.0067138672,1443441.733581543,1828271.54208374,1562332.9965820312,1924519.3202514648,1509064.061767578,1112653.8436279297,1348329.6302490234,1725227.109222412
