lipid,logFC,logCPM,LR,PValue,FDR,type,AK0142,AK0170,AK0200,AK0202,AK0144,AK0145,AK0147,AK0164,AK0166,Blank-1x
PGo (36:1),-0.12076881042495562,8.818077956561565,0.10480885455945099,0.7461334031475123,0.9991404980372531,PG,353528.0009765625,539256.2098388672,659750.2966308594,517407.38537597656,342428.16015625,611337.0224609375,316664.50384521484,765281.5832519531,363455.0467529297,48918.283630371094
PGo (36:2),0.0849242468279903,8.030757205172288,0.05210778130276594,0.8194353435469173,0.9991404980372531,PG,216334.89971923828,325658.7615966797,435158.2510986328,300419.6423339844,176558.33294677734,345056.4855957031,144732.04833984375,450839.2736816406,190524.2939453125,37147.742431640625
PGo (36:4),0.019987774026840936,7.708808306873188,0.002882034050344373,0.9571864690511648,0.9991404980372531,PG,184540.5340576172,229211.8554382324,312568.7644042969,230440.43774414065,134254.67028808594,249027.9587402344,123588.5073852539,383289.7111816406,150922.6533203125,36721.50234985352
PGo (36:5),-0.0888785763330687,7.467190555514988,0.0568175654600509,0.8115985117558827,0.9991404980372531,PG,136261.93041992188,180323.97296142575,229280.03369140625,163913.8526611328,117279.44787597656,207060.2523193359,114166.96704101562,232314.8179931641,124466.54901123048,51510.423400878906
PGo (38:0),-0.34200742200517525,9.060203316296827,0.8341339246035204,0.36107987895355836,0.9991404980372531,PG,662957.1641235352,402958.2492675781,558153.7283935547,498250.5731201172,535205.49462890625,370470.04553222656,451699.99505615234,856820.1494750977,605046.04345703125,40358.7428894043
PGo (38:1),-0.39451929632891236,8.926130203949112,1.1076289954944514,0.2925979335882993,0.9991404980372531,PG,560559.4537353516,387177.7514038086,543746.2618408203,404409.0474853515,444099.42889404297,397658.2490234375,397894.1082763672,855214.2305908203,540168.5943603516,47064.94320678711
PGo (38:2),-0.1776636943294014,8.510030193632973,0.22641570026553381,0.6341943636897005,0.9991404980372531,PG,351075.2833251953,403897.54919433594,496109.9367675781,354587.8449707031,301862.3384399414,398190.6232910156,268768.11584472656,620006.83837890625,325744.9789428711,39674.482849121094
PGo (38:3),-0.1026541642217699,8.780201158286022,0.07576656808706161,0.7831185857202353,0.9991404980372531,PG,382840.7379760742,594314.1256713867,620985.69970703125,461500.6110839844,363434.7105102539,558424.0012207031,322299.7796020508,706804.1162109375,364667.9448242187,38120.64276123047
PGo (38:4),-0.31956504050639867,7.796551669415593,0.7288682305279508,0.39325028516918353,0.9991404980372531,PG,218137.21362304688,192589.71350097656,262577.17932128906,189454.6131591797,174294.95184326172,326624.5609741211,149570.06958007812,308751.12072753906,204451.11505126953,39066.32293701172
PGo (38:6),-0.04380344313594997,7.908701535039809,0.013818597713452618,0.9064222182684594,0.9991404980372531,PG,193122.1936035156,266709.0018310547,346799.4227294922,245902.05786132812,163423.79040527344,297544.92041015625,155474.0298461914,357946.06494140625,177851.29028320312,50365.02374267578
PGo (40:0),-0.409521600738078,8.662829060795673,1.1927329442187329,0.2747789814412637,0.9991404980372531,PG,444683.5115966797,335089.66094970703,473571.43212890625,333074.8408203125,379949.2430419922,367508.56677246094,338881.6381225586,675646.5676269531,439127.4268798828,38899.14245605469
PGo (40:1),-0.3884372287323932,8.770057398239755,1.0740042152647211,0.3000427368275415,0.9991404980372531,PG,564115.3675537109,347716.62145996094,440635.71728515625,325446.37951660156,406507.8782348633,341995.8602294922,368423.66107177734,741011.0009765625,483550.73278808594,41911.223083496094
PGo (40:2),-0.23285220781876678,7.836139930891983,0.38820297241250046,0.5332455113022154,0.9991404980372531,PG,228410.9158935547,215144.69580078125,286463.89923095703,203073.09301757812,180796.35247802737,226488.17541503903,164879.28930664062,369798.7658691406,215726.5563354492,37260.16223144531
PGo (40:4),-0.01877324510659362,7.337466931085884,0.0025398755183232424,0.9598058854137738,0.9991404980372531,PG,130792.2485961914,170029.91271972656,235354.7987060547,172621.17260742188,102920.5672607422,213352.59588623047,94601.106689453125,238195.5552368164,124328.828125,35054.362365722656
PGo (40:5),0.08558406378121987,7.9068385177365625,0.05292127861321205,0.8180558285233218,0.9991404980372531,PG,210035.05487060547,308413.7860107422,367354.85021972656,270338.7565917969,146226.08850097656,298821.64685058594,144741.1904296875,441057.6266784668,169678.09240722656,35816.88250732422
PGo (40:6),0.21677022854963432,10.060857165426293,0.34038895889534615,0.5596047934862821,0.9991404980372531,PG,907938.2978515624,1894357.3325195312,1748818.466430664,1339554.3041992188,636826.2412719727,1337002.7770996094,650234.55810546875,2459734.8010253906,634253.544921875,52171.38363647461
PGo (40:9),-0.04315304478131676,7.416031064467869,0.013411363358613926,0.9078051532440921,0.9991404980372531,PG,146539.51190185547,178623.97302246094,238757.67584228516,180534.3148803711,123497.74865722656,201831.5560913086,110852.48822021484,245292.86004638672,131456.7900390625,34467.90252685547
PGo (42:0),0.028692216988475086,7.451309473187366,0.0059400313789410575,0.938566586460216,0.9991404980372531,PG,137118.3087158203,195293.39373779297,273864.400390625,185383.4327392578,115051.76745605467,219070.8135986328,99477.2680053711,274825.3831176758,124795.64916992188,37360.92282104492
PGo (42:1),0.040350417576493346,7.403823830807941,0.011751101321578972,0.9136764206152724,0.9991404980372531,PG,146366.88885498047,180077.33374023438,238081.11987304688,180383.5743408203,114778.42803955078,192842.33264160156,97505.2466430664,249629.6773681641,123600.8289794922,39193.56301879883
PGo (42:2),-0.27955451880625687,7.717526874676627,0.5586095124017447,0.4548210342556431,0.9991404980372531,PG,238675.1387939453,153438.15182495117,218456.91357421875,203723.17578125,168990.84954833984,180668.6343994141,170186.5516357422,213588.81518554688,265715.8764038086,32982.28225708008
PGo (42:4),-0.006782876796826334,7.395666242937252,3.3166450339194853e-4,0.9854700020836816,0.9991404980372531,PG,143122.4486694336,200695.8748779297,247924.7349243164,178175.93286132812,119900.49005126952,207228.85510253903,107131.56848144533,260535.87957763672,128120.04895019533,28733.342254638672
PGo (42:6),0.20066820122680726,8.451980436357557,0.2916122647611701,0.5891892008517677,0.9991404980372531,PG,296720.1799316406,491918.2180175781,569107.0965576172,375713.82580566406,188766.21362304688,400188.9891357422,193572.53448486328,672675.8974609375,218606.05474853516,65133.864685058594
PGp (20:0),0.014334666224905231,7.181872788993169,0.0014820946825579995,0.969290639755782,0.9991404980372531,PG,113625.16958618164,158946.2924194336,205517.5362548828,137486.04760742188,100828.22668457033,165646.27075195312,81092.14599609375,193156.21295166016,100466.46655273438,40972.06262207031
PGp (28:0),0.1504984687619943,8.903868077688971,0.16387298849622312,0.685615495693104,0.9991404980372531,PG,487342.8226928711,580403.2754516602,869881.9504394531,586152.14794921875,358602.64306640625,600596.3616943359,249414.13372802737,911352.371887207,376411.3872680664,26255.30191040039
PGp (30:1),0.07450049407620715,7.616250924461526,0.04009145208942755,0.841301878935443,0.9991404980372531,PG,159162.52981567383,260049.97909545896,314620.5248413086,218134.11474609375,137423.1499633789,258107.79779052737,120718.48846435548,317486.42181396484,134666.92797851562,29184.622283935547
PGp (34:4),-0.03405526188802285,6.972238280998008,0.00835446422570385,0.9271725701157836,0.9991404980372531,PG,100931.72723388672,137369.14935302734,172411.3321533203,121301.9871826172,83420.92547607422,147585.68908691406,80973.26568603516,163518.71130371094,94375.8676147461,31819.72232055664
PGp (36:5),-0.17820896913099601,7.924833289024939,0.22780139347150907,0.6331588758328803,0.9991404980372531,PG,189770.95434570312,268126.5002441406,333935.2623901367,254774.37799072263,180315.13214111328,334538.5812988281,171738.79412841797,331767.76263427734,215835.05834960935,38261.06286621094
PGp (38:6),-0.08918806678783622,8.770928230283404,0.057214941790334706,0.8109532551124683,0.9991404980372531,PG,374311.82666015625,442904.1745605469,602674.6549072266,477258.5588378906,310740.5275878906,449049.87243652344,257903.85607910156,726070.7237548828,403740.0324707031,77976.9658203125
PGp (42:2),0.1109211880323933,7.33457803384227,0.0889420875137148,0.7655264048629099,0.9991404980372531,PG,124589.64916992188,165877.0723876953,305681.8016357422,182294.5928955078,98238.86624145508,249610.53564453125,85963.185546875,221419.91650390625,116672.72790527344,30189.76232910156
PGp (42:4),0.015212739448166878,7.51461215447592,0.0016692885019438108,0.9674099558516447,0.9991404980372531,PG,173445.39099121094,202261.2767944336,274778.70178222656,193955.59161376953,124046.26965332033,209845.6350097656,108927.24667358398,319472.5026855469,146007.60906982422,28527.801971435547
PI (14:1),-0.3481867882547036,2.903343437084623,0.8634545853246891,0.3527737528032049,0.9991404980372531,PI,7089.800338745117,3437.480209350586,3946.400268554687,11006.100700378418,6856.800373077393,5953.940464019775,8058.4605712890625,5064.360424041748,7386.060531616211,1559.7401123046875
PI (20:1),-0.3115691734874129,7.92469404537357,0.6930613840886508,0.40512503840683345,0.9991404980372531,PI,250587.1767578125,397389.36474609375,161064.26962280273,105509.34753417967,107477.66790771484,452601.6110839844,249090.33544921875,391537.1123046875,102388.10696411131,55898.9641418457
PI (24:0),-0.2849365499996593,7.071830879173661,0.5802012494459632,0.4462334483886776,0.9991404980372531,PI,143768.37036132812,229691.47967529297,66479.3454284668,68015.124267578125,56121.28399658203,255425.9820556641,150434.47106933594,231651.67456054688,37780.7626953125,29667.261993408203
PI (26:0),-0.21833048756310425,7.532990776644491,0.34146092120499816,0.5589871619614137,0.9991404980372531,PI,207274.3126220703,325263.8253173828,130202.73083496094,72123.90509033203,58673.38412475586,313159.19921875,203411.3578491211,397115.52978515625,47709.46368408203,39667.1227722168
PI (26:1),-0.21763754220965006,8.32642660850835,0.33931036842113826,0.5602275610435314,0.9991404980372531,PI,368975.8288574219,593731.5495605469,152990.7294921875,164454.5721435547,111202.82684326172,681537.4375,286246.92041015625,698969.59130859375,93434.2671508789,58794.50451660156
PI (28:0),-0.13877570641974785,8.142542782367904,0.13831573899369687,0.7099611698578862,0.9991404980372531,PI,343444.0224609375,640000.6130371094,143746.0696105957,105969.9273071289,84239.48571777344,591080.2819824219,284974.5184326172,642288.4453125,71249.12417602539,36833.62265014648
PI (28:1),-0.15209706138446635,8.141456595913196,0.16607519752869848,0.6836237230278249,0.9991404980372531,PI,393594.8679199219,497015.1958007813,153998.19244384766,117574.7484741211,90749.26641845705,588818.8857421875,248359.03662109375,655088.9111328125,81266.18600463867,43964.88302612305
PI (28:2),-0.17229725871548066,6.613905046386794,0.2129712156020105,0.644448496618137,0.9991404980372531,PI,118334.33032226562,196893.8494567871,47912.98359680176,43931.563705444336,32556.202529907227,211653.7756958008,92756.1674194336,213540.212890625,23992.28159332275,15650.641166687012
PI (30:0),-0.26063558352016597,8.516705308174117,0.4858978967713483,0.48576288748980334,0.9991404980372531,PI,372647.78759765625,566589.3544921875,216492.43493652344,156155.75317382812,179574.77270507812,548447.5732421875,388393.8896484375,531219.1181640625,121366.0086669922,112497.46826171876
PI (30:1),-0.18955473985383647,7.848110157157255,0.25763519438623916,0.6117494824927309,0.9991404980372531,PI,248672.07849121097,469288.6658935547,192943.17147827148,92865.74740600586,96394.8663635254,517805.21325683594,216367.09326171875,472633.8854980469,62488.543884277344,31252.3426361084
PI (30:2),-0.33927431022193844,7.093786953101457,0.8209129926253809,0.3649133634383576,0.9991404980372531,PI,137297.12713623047,242984.03643798828,72504.52573776245,67521.365478515625,47288.483337402344,344010.5294189453,131417.91186523438,254444.1173095703,34750.94239807129,26717.401832580566
PI (30:3),-0.2627181565798659,6.595536451027061,0.4936354983219644,0.4823100584201756,0.9991404980372531,PI,100171.14819335938,185508.05462646484,60061.82472991943,56158.94469451904,36003.08247375488,248930.1778564453,93106.62698364258,187967.31268310547,26083.18168258667,12583.820892333984
PI (30:4),-0.36931002519978845,6.351284431920332,0.9715214005263988,0.32430103890993944,0.9991404980372531,PI,83957.12603759766,158262.59130859375,36900.36247253418,34288.102310180664,22717.381408691406,213060.1336669922,82923.48498535156,166079.89056396484,19514.941371917725,13999.180976867676
PI (32:0),-0.25679114763765526,9.296810798370732,0.47173840073810425,0.4921885081836611,0.9991404980372531,PI,619081.0458984375,1178588.453125,275202.0021972656,279281.92138671875,243979.69555664065,1179574.923828125,697342.3125,932615.3017578124,183791.833984375,166127.35229492188
PI (32:1),-0.19695904045349905,8.242074559315459,0.2780882164806826,0.5979570137966588,0.9991404980372531,PI,321891.8596191406,522741.609375,180350.3325805664,137933.09033203125,145614.349609375,513738.712890625,291928.6826171875,490446.17822265625,101531.94799804688,78118.56561279297
PI (32:2),-0.2943272518542865,8.16517270175739,0.6188769705581763,0.4314649170552104,0.9991404980372531,PI,296958.58154296875,436718.0146484375,127526.54864501952,145446.08984375,132220.36840820312,545604.42138671875,281876.92041015625,415544.4106445313,87505.40673828125,84482.74609375
PI (32:3),-0.29870694473537246,6.67903879010927,0.6373050038455403,0.42468838245097396,0.9991404980372531,PI,97659.2664489746,190919.1314086914,64447.90478515625,51349.70294189453,31779.62242126465,274287.5973510742,91208.20736694336,186678.29278564453,28039.801834106445,19602.881492614742
PI (32:4),-0.3084464346999465,6.447825889466679,0.6792894184764009,0.4098315177193975,0.9991404980372531,PI,88444.7260131836,175101.25146484375,42650.50305175781,47005.52381896973,25772.22158813477,253152.5137939453,79606.42529296875,175459.59368896484,19673.96148300171,12070.380836486816
PI (32:5),-0.3533521987685683,6.573594915835925,0.8899481213375111,0.34549136691486154,0.9991404980372531,PI,101112.68692016602,194011.3748779297,41826.70246124267,38170.70281982422,36146.62266540527,225265.1546630859,98919.026611328125,204004.95770263672,23159.78183364868,14061.300895690918
PI (34:0),-0.3107085369000017,8.818951552188327,0.6892680734090391,0.4064134476869329,0.9991404980372531,PI,462999.8115234375,609070.2880859375,215917.7952880859,243879.75830078125,239605.63745117188,636451.1474609375,505319.4560546875,610006.0634765625,153735.791015625,143389.2286376953
PI (34:1),-0.2653182797505748,8.629221981686175,0.5034286795489606,0.47799745182650794,0.9991404980372531,PI,338012.4626464844,476188.4377441406,157052.55206298828,172925.0736694336,172973.39471435547,467968.8918457031,341171.5051269531,508598.73828125,95420.44561767578,204035.6396484375
PI (34:2),-0.16878330986194498,7.955834716218099,0.20440343456721166,0.6511897539576634,0.9991404980372531,PI,255918.11840820312,404099.4479980469,120341.50915527344,159566.05151367188,109854.96704101562,428248.9489746094,239073.7946777344,379554.8876953125,85634.06622314453,66810.56463623047
PI (34:3),-0.27991338228739354,6.934241213285072,0.5600274412427098,0.4542491862856957,0.9991404980372531,PI,132610.20971679688,222468.05529785156,84023.74464416504,64772.66442871094,70722.7847442627,260701.1378173828,115994.40911865234,254517.3583984375,32170.962257385258,15855.661148071287
PI (34:4),-0.2605454738524227,6.797814693390882,0.4855451938965416,0.4859212499711178,0.9991404980372531,PI,116387.5281982422,200954.11306762695,49950.74378967285,72999.44566345215,54739.62367248535,245755.05975341797,94090.36700439452,237645.17889404297,28205.862113952637,18901.501472473145
PI (34:5),-0.3748975683139594,7.944466578811962,1.0009694003338154,0.3170760550011374,0.9991404980372531,PI,148652.23052978516,540438.3961791992,78540.92669677734,93460.5672302246,72856.60650634766,662182.5233154297,131946.48867797852,530662.7854003906,29931.482223510742,84625.22752380371
PI (34:6),-0.3153255077247571,7.200985092828791,0.7097623437293805,0.39952271930355654,0.9991404980372531,PI,152397.14965820312,304307.34075927734,63385.60510253906,66429.56460571289,58511.12451171875,336777.7427368164,150973.33184814453,291877.58166503906,43021.36309814453,22721.641708374023
PI (36:0),-0.07777604900511194,8.363832690318116,0.04352401658252347,0.8347416926785564,0.9991404980372531,PI,315970.3427734375,607452.33837890625,230509.91607666016,232806.53802490231,162909.01196289062,556837.4807128906,302454.9235839844,604035.06884765625,87186.34661865234,71532.24475097656
PI (36:1),-0.253248630353596,7.615659853518792,0.4588606735924259,0.4981569207377082,0.9991404980372531,PI,231787.93774414065,319145.0227661133,139614.24993896484,118648.4458618164,103941.06759643556,339441.84533691406,189869.53247070312,476941.3585205078,64794.90444946289,23389.821807861328
PI (36:2),-0.2836296555190919,7.837428504796343,0.574931612914952,0.4483058527070346,0.9991404980372531,PI,259919.54052734375,335214.6442871094,149710.1495666504,157773.4315185547,145749.33209228516,377710.3233642578,210832.35229492188,461219.4509277344,105021.96827697754,33909.982345581055
PI (36:3),-0.32882315527969197,7.238677192998068,0.7714302550593857,0.3797749548508601,0.9991404980372531,PI,173656.15325927734,224958.33471679688,105550.56684875488,83178.74520874023,85596.16539764404,279357.61932373047,133129.58990478516,327548.98083496094,64952.06496429443,23126.54150390625
PI (36:4),-0.4879443602778443,8.043001611457456,1.6876117873180192,0.19391608755567508,0.9991404980372531,PI,342205.5648803711,333782.9517211914,138581.24938964844,164493.97007751465,163456.25164794922,468238.61584472656,289121.5819091797,543500.9280395508,175737.79486083984,17909.021087646484
PI (36:5),-0.2646643672903284,6.395538568814383,0.5009349813662993,0.4790895873483375,0.9991404980372531,PI,89106.76724243164,138924.83056640625,55710.684173583984,50175.14423370361,34538.42253112793,197841.75341796875,74114.62539672852,172050.19396972656,21331.561401367188,14904.641059875488
PI (36:6),-0.3079241580079401,6.916740181062607,0.677015405271959,0.4106163569664449,0.9991404980372531,PI,121106.52893066406,201150.99603271484,60649.80433654785,86230.1664276123,64172.10452270508,263883.68115234375,104560.28784179688,230721.27783203125,44643.54312133789,20264.421310424805
PI (36:7),-0.20483546091169122,7.168104282700157,0.3006882608824526,0.5834512644402262,0.9991404980372531,PI,146959.67022705078,258990.05755615231,76987.265869140625,90317.98556518556,52328.68377685547,256628.00024414065,140741.47039794922,284054.0803222656,55593.82325744629,29079.441650390625
PI (36:8),-0.2518599059828766,7.287016130358319,0.45385925073060207,0.5005079325197164,0.9991404980372531,PI,155439.77026367188,255298.5797729492,84622.14584350586,105056.46810913086,83038.5454711914,303315.44177246094,138841.2886352539,301207.41998291016,41384.74252319336,33698.0419921875
PI (38:0) | PIp (40:6),-0.11770607944862796,8.254207713423787,0.09956906083243666,0.7523473919774416,0.9991404980372531,PI | PI,284547.5587463379,728515.8203735352,279433.9535446167,169970.37181854248,140971.76832199097,767423.8850097656,265398.9454650879,642893.5345458984,70476.19561004639,22417.021476745605
PI (38:1),-0.1764626575379593,7.069568789049356,0.22336698931576393,0.6364863304813233,0.9991404980372531,PI,193248.51446533203,193177.7529296875,89458.98696899414,84586.26599121094,62186.344078063965,196016.0953369141,117403.31066894533,370485.6875610352,59214.385330200195,13749.340950012209
PI (38:2),-0.2702499826258037,6.809993637476295,0.5222069666524476,0.4699017682144183,0.9991404980372531,PI,143044.41040039062,167172.85165405273,64282.224784851074,70974.40447998047,65395.60471343994,189606.05200195312,117308.38897705078,251079.45831298828,34100.88214111328,14394.901138305664
PI (38:3),-0.4304199954706872,7.195737532194385,1.3163894556068954,0.25124105991373796,0.9991404980372531,PI,192987.6930847168,203886.67727661133,77161.065574646,82977.02632141113,104219.34861755373,239187.47772216797,149112.84823608398,320069.1251220703,84120.064697265625,11812.400829315186
PI (38:4),-0.6581964195163814,9.239208976608555,3.046235028474257,0.08092454123926367,0.9991404980372531,PI,824772.9180297852,636817.1276855469,287095.1977233887,347312.563079834,574263.6573028564,947311.8740844728,705831.2496948242,1130708.9865722656,472049.5230255127,14719.181060791016
PI (38:5),-0.5424772911268689,7.965888078552823,2.080780730334027,0.14916386522050215,0.9991404980372531,PI,341728.90411376953,290761.14471435547,137759.57083129883,138507.71212768555,207109.81033325195,384025.4846191406,283934.9409790039,443229.6753540039,195904.39443969727,13214.040950775146
PI (38:6),-0.06614224767678842,7.813990389292418,0.03148726877043373,0.859157666466034,0.9991404980372531,PI,337222.6078491211,263397.6809082031,107909.30810546876,243020.593170166,195810.8147583008,282900.3035888672,242523.43603515625,373887.5852050781,82862.50720214844,19836.60137939453
PI (38:7),0.3470941473011141,10.383662333202457,0.8743605285417289,0.34975095187551175,0.9991404980372531,PI,3259074.746459961,305529.56384277344,134219.82901000977,2377474.353790283,1355653.2633361816,298579.24182128906,2403551.4604492188,439657.6076660156,445671.1892089844,23601.92147064209
PI (38:8),-0.231645652963914,7.2719474635638175,0.3842023367069487,0.5353627533388117,0.9991404980372531,PI,196754.53387451172,270173.64276123047,70227.7651977539,93190.30674743652,74956.16514587402,294708.44177246094,128472.47064208984,421759.87365722656,40265.9228477478,18501.201377868652
PI (38:9),-0.1712936410416517,6.818676392554048,0.2105054088133329,0.6463715578992862,0.9991404980372531,PI,129351.52822875977,177098.4324951172,61421.72452545166,80450.80500030518,57994.60481262207,181194.47399902344,91103.3861694336,258759.53997802737,38938.50269317627,21950.98166656494
PI (40:0),0.3082484865382114,14.038056931134156,0.6892665116808452,0.4064139793655451,0.9991404980372531,PI,15910811.91003418,42687910.46728515,25661635.66983032,16113002.427856443,4539432.740005493,38741307.48779297,15198004.099121094,35274694.7565918,2870474.9487457275,61878.52436065674
PI (40:1),0.16483719950178471,7.33394470379391,0.1966368040884845,0.6574493268158649,0.9991404980372531,PI,159708.23065185547,411731.3090209961,201368.83290100095,91946.7449951172,50535.404514312744,343982.4907836914,131111.72900390625,360259.32608032227,34288.361892700195,13946.52087020874
PI (40:10),-0.16689117844669193,6.355169630459965,0.19984815734278527,0.6548434369532559,0.9991404980372531,PI,97461.62783813477,132385.7110900879,57342.98373413086,53202.80374145508,50388.16340637207,140191.72943115234,73185.48541259766,159164.43017578125,30945.86220932007,12439.980823516846
PI (40:2),-0.049459717194575606,7.1171596670476855,0.017614757609408116,0.8944143507112319,0.9991404980372531,PI,147991.69122314453,269750.6013183594,146592.92988586426,97050.38583374023,92549.8070526123,268774.1199951172,112439.16598510742,274892.0980834961,45894.443714141846,12092.120777130129
PI (40:3),-0.24916492729517276,6.538344458111236,0.444229342523613,0.5050881639310674,0.9991404980372531,PI,93773.86642456056,144729.37072753906,67923.00469207764,72985.40586853027,48663.66418457031,209908.9557800293,73503.08560180664,174869.91278076172,40200.48220825195,13472.560974121094
PI (40:4),-0.1633776222183299,7.878761062038187,0.1915538181674492,0.6616265224836433,0.9991404980372531,PI,261572.99938964844,418272.2539672851,170307.4916381836,195972.67484283447,124807.14919281006,438807.3705444336,258707.8412475586,376849.68994140625,128776.03239440918,17344.781272888184
PI (40:5),-0.12281081400495618,7.227900698423142,0.10837289968912955,0.7420042248290499,0.9991404980372531,PI,146254.69079589844,243270.63845825195,111231.5061187744,98694.90748596191,61518.044342041016,242346.0982055664,116555.16885375977,301697.2416381836,59185.824672698975,37833.04290008545
PI (40:6),-0.24487888644145503,7.608208634065237,0.4291567744294298,0.5124029964712763,0.9991404980372531,PI,205240.29333496097,288211.7770996094,109988.48728942873,124071.16772460938,97677.26557922363,303824.25994873047,156937.16986083984,421224.5291748047,73796.24491882324,47996.50350570679
PI (40:7),-0.15483330108330892,7.067919985623261,0.1720850660058204,0.6782653529416661,0.9991404980372531,PI,168244.61157226562,211738.17553710935,82584.96572875977,94211.56571960448,68144.74443054199,223188.7772216797,116792.3070678711,313171.53790283203,48787.4841003418,19037.721229553223
PI (40:8),-0.2216661480708226,6.881211679262544,0.35192727026878856,0.5530241714808231,0.9991404980372531,PI,172736.57299804688,169435.39276123047,59035.06466674805,60820.484634399414,57774.06336975098,183767.1528930664,101159.52667236328,298146.341796875,48836.82346343994,17246.20118713379
PI (40:9),-0.25635363180459936,6.288397220638686,0.4701057434140239,0.4929385256569398,0.9991404980372531,PI,90770.626953125,119100.7689819336,46936.64277648926,52708.36362838745,34379.502098083496,153436.76983642578,67129.74432373047,178679.6112060547,29947.961990356445,12122.220916748049
PI (42:0),-0.14833595221961735,6.03158454619611,0.15796967038113507,0.6910327123827074,0.9991404980372531,PI,67767.68496704102,102888.30792236328,56106.82369995117,47295.98383331299,34315.58221435547,112572.10736083984,54748.88366699219,134872.48986816406,24659.701808929443,11593.840816497805
PI (42:1),-0.13522844112379867,5.861985957419198,0.1313377029455296,0.7170490748755005,0.9991404980372531,PI,64517.92419433594,96317.62704467772,45413.60300064087,39374.942558288574,29532.722457885742,101908.4073791504,47115.68353271485,122173.7899169922,23595.121711730957,9612.860683441162
PI (42:10),-0.12986030253966116,6.36278452215312,0.12114184009624296,0.7277993564796164,0.9991404980372531,PI,79320.88497924805,148927.17150878906,80796.60668563843,59090.524211883545,33805.92250061035,181117.67279052737,65589.1845703125,167577.45336914062,33524.562507629395,10673.240669250488
PI (42:11),0.2738742131823741,7.820462278364278,0.5438330060960652,0.460848531208308,0.9991404980372531,PI,198999.01126098633,574940.0614624023,297096.44163513184,215264.1157608032,79650.08415985107,503398.78479003906,177958.29162597656,455461.4379272461,48629.52313232422,11494.880847930908
PI (42:3),0.13374203631914983,7.537128369217444,0.12936701974990683,0.7190892392573615,0.9991404980372531,PI,176184.8291015625,328334.90673828125,278035.18003845215,124594.88994598389,112772.36546325684,269837.53826904297,118809.60763549805,372208.206451416,63134.10385131836,34692.743087768555
PI (42:4),-0.1579658166518955,5.921621621254181,0.17908960358909098,0.6721567909124734,0.9991404980372531,PI,63910.12435913086,99871.56774902344,38731.482566833496,40981.76303100586,24087.721702575684,107303.6869506836,49327.98327636719,132050.20782470703,21856.041511535645,12828.10087966919
PI (42:5),-0.08330188323199045,6.149874000971539,0.04991679631166335,0.8232081176223099,0.9991404980372531,PI,77637.70544433594,118436.30822753906,59858.824073791504,48631.78379058838,34497.22227478027,119782.64978027344,53975.8232421875,156678.23165893555,26192.20231628418,12735.60089111328
PI (42:6),-0.029448566878102093,6.400474356249186,0.006247762397833867,0.9369985892880716,0.9991404980372531,PI,93047.086669921875,147354.47064208984,63023.30443572998,72178.48515319824,40412.92237854004,150579.22912597656,67378.28469848633,185374.93463134769,27408.22248077393,12389.4609375
PI (42:7),-0.052303936529486554,6.4271217515941155,0.019696674731676467,0.8883875359488715,0.9991404980372531,PI,89814.96612548828,146258.0298461914,67430.90431213379,59999.3645324707,36991.003005981445,136106.70947265625,72026.76531982422,175039.09350585938,29973.782348632812,18616.02131652832
PI (42:8),-0.13925561290787908,6.299205181075027,0.13926374831135035,0.7090140457943347,0.9991404980372531,PI,86199.30560302734,136221.7495727539,56945.58459472656,58278.10368347168,39081.1632232666,150969.95080566406,67289.50427246094,168098.3740234375,27048.721405029297,11058.120830535889
PI (42:9),-0.16531093541565806,6.087638387800097,0.19608847545168828,0.6578968155213154,0.9991404980372531,PI,69768.50485229492,116275.46899414062,53060.06344604492,46105.92297363281,33780.90200805664,122733.08764648438,54458.763580322266,146642.32949829102,26527.98171615601,11605.100746154783
PI (44:0),-0.20906522760287732,5.582830212336647,0.31316168550984,0.5757464983589999,0.9991404980372531,PI,47223.28326416016,72385.4253540039,42455.70310211182,33978.58223724365,21935.20152282715,93344.146728515625,41456.96287536621,92525.54635620116,19636.38146972656,8728.460624694824
PI (44:1),-0.12628926457210157,5.493216766493462,0.11457475455245003,0.7349947691947218,0.9991404980372531,PI,45904.76356506348,70226.08413696289,34758.36285018921,32818.28244781494,23485.641677856445,73982.6855430603,35099.56287384033,91545.3272781372,16305.941082000732,9767.280708312988
PI (44:10),-0.19959863496780259,5.819427036735164,0.28554018932300096,0.5930927598638531,0.9991404980372531,PI,57911.70425415039,85969.16567993164,45520.78327178955,39037.82275390625,21395.681663513184,118573.0870361328,44396.42306518555,113145.30928039552,23720.821823120117,10810.82080078125
PI (44:12),-0.04692256005034295,6.00138535137322,0.015854119436880865,0.8998006793207075,0.9991404980372531,PI,67459.04455566406,108072.4482421875,56368.70384979248,45595.98274230957,28621.26214981079,116293.1286315918,45768.24331665039,142073.29028320312,19898.161460876465,12317.200798034668
PI (44:2),-0.14648628731914692,5.462913918303576,0.154055555609375,0.6946894648145353,0.9991404980372531,PI,47416.34281921387,68000.42427062988,30739.722522735596,32782.042667388916,21347.901485443115,75049.26542663574,35956.54253387451,89750.18626022339,17654.941371917725,8770.920696258545
PI (44:3),-0.11495666771460643,5.620840928047163,0.09496909171411971,0.7579525556374906,0.9991404980372531,PI,49816.12348937988,80044.36598205566,43383.98303985596,36722.38230895996,22743.58131408691,91771.90560913086,37277.42236328125,108569.42865371704,16914.68132019043,8708.520626068115
