lipid,logFC,logCPM,LR,PValue,FDR,type,AK0135,AK0139,AK0140,AK0142,AK0161,AK0169,AK0170,AK0200,AK0202,AK0204,AK0144,AK0145,AK0147,AK0154,AK0155,AK0164,AK0166,AK0168,AK0174,AK0175,Blank-1x
PS (32:5),0.49357927322023343,7.489992519036982,3.832961932166654,0.05025405228102626,0.9742355692313459,PS,166286.4917602539,200014.31280517575,135171.9087524414,112067.8070678711,199652.71362304688,179065.91119384766,156444.69116210938,203236.5542602539,136944.25091552734,1127701.023803711,90309.486572265625,165588.45141601562,90207.26544189452,98882.68646240234,116196.74780273438,205961.45349121097,102595.74737548828,189583.3146972656,190061.794921875,127094.3696899414,37987.58270263672
PS (34:4),-0.3151733764884781,8.166739598986444,1.5673679688061384,0.21058966050217443,0.9742355692313459,PS,339997.30517578125,359015.96337890625,219313.6148681641,178087.09204101562,423709.9685058594,280214.38049316406,274922.1376953125,341228.9637451172,235285.6590576172,301011.38146972656,218357.1149902344,309805.77966308594,161505.03344726562,307625.541015625,236451.1768798828,357349.9833984375,207014.81518554688,278475.94091796875,559549.01513671875,248680.8962402344,59999.784606933594
PS (34:5),-0.5611588978512716,8.233912734683132,4.947507334373313,0.026128314409392055,0.9742355692313459,PS,278052.96044921875,314835.5444946289,205601.91510009769,175737.14233398438,409872.9288330078,249689.53778076172,283993.4892578125,296822.4005126953,220222.3568725586,288279.3438720703,214077.20599365231,434226.5922241211,186507.16375732425,417295.6495361328,224673.90753173828,325830.16485595703,208750.47332763672,330357.09729003906,531025.68798828125,219297.6557006836,85329.67626953125
PS (36:1),-0.32052112715153097,10.3145085606581,1.6209285002669276,0.20296237006595197,0.9742355692313459,PS,1722052.9981689453,1717619.0390625,1070489.873046875,996815.1701660156,926506.7861328124,2813725.91796875,756663.4958496094,1211875.1494140625,782949.19091796875,1316162.5126953125,1090844.757080078,667882.4416503906,898067.56396484375,576934.5593261719,651010.90478515625,2171556.650390625,1920753.119140625,1925525.9990234375,685682.234375,2802368.8125,76853.38525390625
PS (38:3),-0.34149128069272366,8.599892212361032,1.839434717993754,0.17501721620427496,0.9742355692313459,PS,524307.2984619141,433856.4895019531,390829.60400390625,380237.4331054687,339088.82830810547,585991.1695556641,273735.8391113281,381060.7506103515,231486.57739257812,372381.5659179687,361914.9104614258,280421.3406982422,345344.26751708984,238815.85876464844,258964.0775756836,541261.9636230469,516569.6494140625,545257.5627441406,301599.65826416016,560319.5145263672,40466.62286376953
PS (40:0) | PSp (42:6),0.37192390827564104,10.940406259315823,2.180980064227697,0.13972545972088268,0.9742355692313459,PS,2433194.823852539,3636449.6127929688,2274367.3223876953,1502818.5686035156,3142638.090942383,2133878.7131347656,3373971.0544433594,3089932.130126953,1838076.7060546875,2929393.5759277344,975783.0654296876,2040278.5753173828,1031777.8104248048,570405.6379394531,1794259.5480957031,4445039.865234375,907731.9387207032,1008419.529663086,3592267.5512695312,1502242.8504638672,262687.47692871094
PSo (40:4),-0.43034352467631454,8.480992261555887,2.9171748411718,0.08764118557968584,0.9742355692313459,PS,501007.0324707031,322036.29888916016,435049.2696533203,388076.408203125,281275.0427246094,505994.67834472656,215741.81311035156,264810.1828613281,181786.2750244141,279711.57861328125,352451.0296020508,239108.419921875,338491.68896484375,286283.4226074219,271242.6990966797,424976.87109375,530857.6354370117,475242.67669677734,229603.61584472656,448855.7365722656,39735.94287109375
PSp (28:0),0.306900630902297,9.34536167961822,1.4863395181782835,0.22278527393938813,0.9742355692313459,PS,924770.4815673828,1060811.6428222656,714460.6529541016,558480.3380737305,875232.7496337891,1219861.4649658203,687719.9083251953,1002907.9622802734,638374.6986694336,968033.7081298828,418543.6264038086,692252.4903564453,288260.6620788574,280945.4216003418,611610.5563964844,1094470.0438232422,433560.4330444336,540027.7393188477,942979.3308105468,606833.15673828125,32697.062408447266
SM (d16:1/22:1),-0.39425202484488137,11.342393892126687,2.4498749100603163,0.11753423417509935,0.9742355692313459,SM,3713609.886779785,1722294.8198242188,2640769.954711914,2996350.873840332,2027131.556152344,3236123.124267578,2438078.128173828,2744059.0114746094,1900544.1016845703,2691116.4165039062,3452249.5477905273,2528020.181152344,2758092.8337402344,792132.9385681152,1748047.778930664,4278619.094360352,3822360.734985352,3521076.6354370117,2036138.5764160156,3313297.5859375,32903.64224243164
SM (d16:1/24:0),-0.31956907794047595,11.299206956527959,1.611337053094756,0.20430395546052224,0.9742355692313459,SM,3431258.729736328,1781875.594116211,2481887.174682617,2743241.6322021484,2198572.054321289,3001563.6252441406,2933048.280395508,2983246.8454589844,2032733.5180664065,2799535.5859375,3365955.0888671875,2774014.3118896484,2507140.2482910156,769683.1595458984,1681233.002380371,4347548.560058594,3498321.5201416016,3072172.9357910156,2310219.5045166016,2798244.2548828125,37363.342712402344
SM (d16:1/24:1),-0.33649477180953524,11.39802846553504,1.7861483320302796,0.18139615548318447,0.9742355692313459,SM,3646954.027709961,1874106.568725586,2583615.6638183594,2948525.8369140625,2361350.914428711,3263452.8537597656,3093134.004638672,3145140.9375,2181711.5642700195,2965916.2568359375,3538740.8622436523,2977137.1263427734,2744413.066040039,814628.9805679321,1807587.2297973633,4594979.104248047,3741933.0626220703,3450927.6385498047,2401552.0411376953,3093681.213989258,40130.44274902344
SM (d18:0/18:0),-0.3850654853147827,10.925463789545788,2.337365767918527,0.12630297633891588,0.9742355692313459,SM,2978589.012573242,746556.6898803711,2156461.065307617,2243006.3716430664,1530888.4266357422,2505839.1112060547,1731438.3276367188,1970291.787597656,1464747.4877929688,2081728.1185302737,2727747.335723877,2010927.9006958008,2225302.510498047,614570.9205932617,1341255.237121582,2645865.4514160156,3210713.9399414062,2590169.538696289,1574228.7529296875,1720870.0830078125,33657.44226074219
SM (d18:0/20:0),-0.4072648431374695,11.19249893706074,2.6137240257230587,0.1059427109099506,0.9742355692313459,SM,3163188.483581543,1573225.6294555664,2278629.1911621094,2693550.895629883,1869091.8479003904,2931981.478027344,2268323.7553710938,2516999.781982422,1721037.1607666016,2441254.7915039062,3158702.6171875,2315818.2873535156,2480143.814453125,719515.1659545898,1571514.2670288086,3855315.5471191406,3352407.7928466797,3209658.3073120117,1834050.3240356443,3068650.0739746094,35430.88220214844
SM (d18:0/22:0),-0.3186615198645878,11.32087285605904,1.6022163937959704,0.20558939804343895,0.9742355692313459,SM,3441236.8225097656,1817973.9001464844,2470053.374145508,2771117.0459594727,2303608.6611328125,3084386.741088867,2978109.631958008,3057672.901123047,2066887.922607422,2860055.4670410156,3417641.485900879,2738333.710144043,2603952.094604492,770861.6439819336,1750755.454284668,4375296.511108398,3567879.7181396484,3168043.28515625,2291770.64654541,2758262.4256591797,36162.06246948242
SM (d18:0/24:0),-0.3623888821496824,11.085509288409511,2.07087486187811,0.15013537653498138,0.9742355692313459,SM,3206968.3798828125,1233291.8560676577,2169540.7319335938,2383798.291870117,1938806.0346679688,2965187.770874023,2215973.9447021484,2261428.0466308594,1587476.4738769531,2152802.3322753906,2918994.464477539,2218595.338989258,2259884.900024414,665683.0330200195,1539847.3414916992,3345456.8903808594,2969249.1557617188,2977988.4024658203,1793707.4392089844,2649839.3963623047,49763.74337768555
SM (d18:1/18:0),-0.38954963795305997,10.943216020582982,2.391955630504526,0.1219609723201589,0.9742355692313459,SM,3016243.7977905273,839684.526184082,2200411.026977539,2251520.2310180664,1511416.4162597656,2526854.049560547,1717428.310180664,1991512.9333496096,1471251.0801391602,2106517.739013672,2707399.88873291,1999426.0369873047,2270308.343383789,641392.2230987549,1388642.4796142578,2648784.8142089844,3270647.2833251953,2677400.7600097656,1578982.2268676758,1729982.560180664,31011.601989746097
SM (d18:1/18:1)9Z)),-0.37933712543582476,10.927756883116048,2.2685377912130207,0.1320244142395893,0.9742355692313459,SM,2978691.8997802734,721415.87255859375,2209716.059448242,2298721.4299316406,1520209.1619873047,2508944.533935547,1704916.307861328,1969697.6127929688,1448942.68359375,2086878.9345703125,2698214.433288574,2003340.467163086,2167647.080688477,617838.7806549072,1376063.1530151367,2630212.090698242,3242008.4873046875,2637814.931274414,1579978.0213928225,1726936.3393554688,30199.342193603516
SM (d18:1/20:0),-0.4184047362162338,11.136992999228113,2.7581612461071927,0.09675939122701914,0.9742355692313459,SM,3100785.2786254883,1449068.9799194336,2227652.905395508,2542142.7326049805,1780016.5949707031,2787082.217285156,2170607.9731445312,2401903.227783203,1675934.7510986328,2312095.6821289062,3011203.873901367,2167475.276489258,2372495.604614258,695489.3355407715,1508517.3922729492,3781528.892211914,3268107.765991211,3113622.044067383,1777772.9310302734,3004853.092529297,33925.90200805664
SM (d18:1/24:0),-0.37565547166067886,11.087047037741348,2.224840822731494,0.1358066530147527,0.9742355692313459,SM,3178284.787109375,1051504.9240722656,2214492.6975097656,2408933.046875,1913174.3287353516,2919575.660522461,2263619.0859375,2269212.3979492188,1597279.880493164,2149476.9150390625,2921876.290283203,2212241.706176758,2209109.482788086,668851.7022399902,1554487.4920654297,3444565.301513672,3042365.2188720703,2965207.044067383,1831370.368774414,2661876.6372070312,47710.184143066406
SM (d18:1/24:1)15Z)),-0.3859401603843619,11.271943103297628,2.347966763016302,0.12544653190349422,0.9742355692313459,SM,3498858.3518066406,1531410.5963134766,2426387.3259887695,2716669.83984375,2168415.957763672,3299587.3330078125,2598429.405517578,2568155.621826172,1771991.7404785156,2427108.528076172,3321378.027648926,2461524.392578125,2541559.082885742,734510.6022338867,1712405.637084961,3964204.290527344,3452855.6939697266,3409372.7557373047,2050984.7618408203,3219296.7573242188,46119.323303222656
SM (d18:2/18:1),-0.36625725353509136,10.937737781812608,2.1152030833764,0.14584270608249236,0.9742355692313459,SM,3000773.35736084,818573.6844482422,2203977.4927978516,2311608.692626953,1538281.7974853516,2482159.96875,1741830.650024414,1998817.2495117188,1530671.0234375,2076448.9453125,2733861.441833496,1953659.095703125,2240428.3161621094,626441.89208984375,1380737.328552246,2671373.1092529297,3157672.9809570312,2663653.368286133,1555828.2573242188,1726491.2370605469,29740.581909179688
SM (d18:2/20:1),-0.4043846917574224,11.763112799181913,2.5770085645490326,0.10842639643863376,0.9742355692313459,SM,5069005.792724609,2229948.000366211,3700400.6271972656,4042831.998535156,2600098.977661133,4402335.509765625,3047137.645263672,3460369.0708007812,2518223.4079589844,3587910.7521972656,4770136.49029541,3391134.1279907227,3786287.510620117,1101108.7666931152,2338377.9833374023,5394538.299072266,5439639.925292969,4775318.768310547,2643750.8944091797,3968059.9599609375,35437.54232788086
SM (d18:2/22:1),-0.41788861524896326,12.092440373588252,2.7513879082287787,0.09717004755017834,0.9742355692313459,SM,5947126.057006836,2936006.2127685547,4270908.216186523,4941764.502319336,3467404.009277344,5443079.940673828,4430444.02722168,4571451.8662109375,3182644.330078125,4475212.8251953125,5987947.400024414,4295638.350830078,4552836.20324707,1302488.1029663086,2885640.4736328125,7504352.670166016,6322358.046630859,5945221.619018555,3437257.472229004,5846975.031005859,46068.323181152344
SM (d18:2/24:1),-0.40285014543586456,11.65131059058934,2.5575500166378333,0.10976857453595483,0.9742355692313459,SM,4432638.441894531,2323824.8509521484,3074252.1958007812,3541763.1678466797,2700170.9127197266,4268765.622802734,3392517.7626953125,3319192.5075683594,2259158.1501464844,3075401.2321777344,4362329.591430664,3100743.876220703,3257252.085571289,995645.812927246,2274824.5739746094,5517486.356689453,4351186.547729492,4373956.0732421875,2615094.4806518555,4406420.903808594,51917.06359863281
TAG(48:1)_FA18:0,0.30202389778142574,8.804400755061861,1.4395583344062288,0.2302108249002184,0.9742355692313459,TAG,542719.3671264648,1112321.772277832,280511.74087524414,231409.95703125,700358.5771484375,495200.83282470703,607270.5605773926,939285.0958251952,465198.0576171875,966161.84228515625,303944.51947021484,812438.3687744141,159109.09146118164,157787.48822021484,260031.41561889648,667203.1010131836,289054.85681152344,306307.88525390625,970220.5902099608,404890.72955322266,19568.48143005371
TAG(48:2)_F A18:0,0.30800980367992936,9.373816362385103,1.4970836131469696,0.22112064150836172,0.9742355692313459,TAG,608329.34815979,1417907.0684204102,269293.3155822754,298637.92541503906,1640796.8825683594,520869.69456481934,1263797.4493103027,1415028.0575561523,806961.62158203125,1402770.8473510742,415545.9335327149,1492521.9908447266,265338.0366821289,264150.42053222656,279391.4027557373,862544.7586669922,373699.6453552246,515894.9971008301,1437531.0753326416,593076.0666809082,19089.681350708008
TAG(48:2)_FA 18:1,0.30326181210015535,8.849750036637387,1.451362193110981,0.2283095028329661,0.9742355692313459,TAG,565950.5378417969,1155495.5833740234,283938.159576416,234215.1770324707,700976.6895751953,491166.01934814453,651308.1228942871,989179.70361328125,479713.4984741211,1015523.0768737792,307258.7213745117,814233.0166625977,167711.2135925293,164985.0723876953,264350.21826171875,706964.1052856445,295916.8394165039,324985.78271484375,1005753.8500976562,421753.3238220215,18222.22109222412
TAG(48:3)_FA 18:0,0.36030121113665253,8.779054088158237,2.0471239551006875,0.15249402352202185,0.9742355692313459,TAG,413837.6062927246,1000036.8450012208,188228.2315826416,203749.03552246097,953803.6943359376,440898.1268157959,804451.1881103516,954750.6964111328,509447.2180786133,997175.6183929445,291518.6370239258,923335.1912841796,188490.15538024905,123342.550491333,185451.6941680908,532438.672668457,247904.48092651367,350296.4041290283,987166.7117919922,398062.1856994629,14379.940963745115
TAG(50:2)_FA 18:0,0.3228560501760351,8.502428092154473,1.644562319898796,0.19970064724975325,0.9742355692313459,TAG,412707.8065185547,951440.59326171875,216137.31579589844,189766.9369506836,567046.3200683594,406663.28674316406,527737.3623657227,775435.0799560547,361162.34912109375,710925.3693237305,241074.6194458008,608288.1833496094,139247.2717590332,129908.20895385742,204070.97271728516,507873.6696777344,242711.5188903809,251137.11752319336,742100.2183837891,337885.9415283203,28638.22186279297
TAG(50:3)_FA 18:0,0.3503981011689607,9.280401900499406,1.9364163095888216,0.1640581744791546,0.9742355692313459,TAG,601187.6213378906,1350712.8669433594,255879.3532104492,254092.99395751953,1551913.1686401367,492544.72064208984,1184674.250152588,1372232.3521728516,770997.7844848633,1305334.6473999023,376759.13134765625,1327534.7549438477,260297.6806640625,187967.17236328125,250432.0341796875,790362.822265625,365368.44619750977,485953.76171875,1361493.6518554688,601398.3887939453,23989.781814575195
TAG(50:3)_FA 18:1,0.3235383071932466,8.651408391828308,1.651508484007536,0.19875374266164747,0.9742355692313459,TAG,442731.2322998047,1105002.4681396484,242853.5174560547,200111.0350341797,620666.32177734375,436049.4913330078,577718.5908813477,882465.7767333984,399448.18884277344,788303.0098876953,261669.09686279297,673879.1490478516,153839.0323486328,138693.1689453125,226837.83666992188,557341.93603515625,276494.9387207031,287887.65625,836366.6418457031,368410.80548095703,31017.76202392578
TAG(50:4)_FA 16:0,0.30307235040690234,7.669306298495595,1.4495270407778662,0.22860385797171148,0.9742355692313459,TAG,240450.17504882812,409815.61016845703,123804.6484375,126217.30868530272,376651.5047607422,266633.78240966797,286183.7001953125,378810.1052246094,234286.93701171875,342131.0015258789,124986.53009033205,306674.2385864258,87384.38516235352,84029.00570678711,118925.12911987305,334723.0457763672,135322.7299194336,165492.630859375,319422.21868896484,202569.8161315918,19702.701171875
TAG(50:4)_FA 18:0,0.3485662247733324,8.534478400874738,1.916258847431891,0.16626966999423823,0.9742355692313459,TAG,372845.22509765625,824790.1988525391,158861.29054260254,161946.65112304688,814727.6660766602,321646.6818847656,576763.2108764648,822934.8435058594,473258.0782470703,899031.2823181152,219460.05520629883,818612.056640625,151893.26976013184,101578.96766662598,154791.67166137695,426274.4941101074,213157.71435546875,317992.397857666,820358.2886962891,362325.8074493408,15680.941040039062
TAG(50:4)_FA 18:1,0.33446882985062726,9.245532223957865,1.7647402821603464,0.18403435232511428,0.9742355692313459,TAG,568175.7471923828,1326708.6661376953,256360.5059814453,259637.43655395508,1488753.0110473633,490057.83416748047,1115699.535308838,1315439.1377563477,764633.2415771484,1253595.5311279297,369211.22384643555,1315818.0889892578,249806.5765991211,182193.1919555664,254885.07342529297,764490.3564453125,361581.9653320313,483255.39276123047,1333761.3086547852,575836.3283081055,26350.50177001953
TAG(52:1)_FA 18:0,0.39383015829762386,8.948291301097226,2.444625953789,0.1179279931115639,0.9742355692313459,TAG,494377.1719360352,1961015.3403320312,266598.7399902344,277879.1940917969,718983.75634765625,568332.8815917969,666039.0693359375,915453.66796875,449951.7501220703,743934.6785888672,356607.8816833496,708687.4033203125,235333.47509765625,169220.4312133789,243482.61767578125,651261.0205078125,368122.2819824219,388999.64990234375,725875.2255859375,457143.1328125,57357.94403076172
TAG(52:2)_FA 18:0,0.3958727490902639,9.17757540704999,2.469976741427672,0.11603964167098099,0.9742355692313459,TAG,540007.1877441406,1718348.8373413086,243320.376953125,251692.4569091797,1307584.0763549805,474620.74237060547,990802.7007751464,1225550.0178222656,688003.5015869141,1160519.990661621,356292.27947998047,1152731.8202514648,242587.0758666992,161869.5512084961,246398.8383178711,749209.6478271484,347531.22595214844,465511.8980102539,1153975.8705444336,553656.5119628906,29991.121963500977
TAG(52:2)_FA 18:1,0.4225780558772511,9.156450540767686,2.8132380703364106,0.09348949705633239,0.9742355692313459,TAG,545008.3537597656,2501393.9912109375,303832.4172363281,307163.66149902344,771083.1540527344,635366.0417480469,764760.2945556641,1059173.4440917969,499529.37890625,829826.857421875,416645.1340332031,784825.9755859375,261054.1232910156,204101.69604492188,298514.7434082031,714378.8098144531,416133.7341308594,412832.7520751953,818677.7401123047,531918.1387939453,75429.28576660156
TAG(52:2)_FA 20:0,0.30566930713974066,8.259267673826068,1.474443196602806,0.22464596372457155,0.9742355692313459,TAG,327665.4396209717,612907.0945739746,179374.23147583008,138983.96817016602,628073.1661987305,290814.61657714844,464009.45544433594,617655.3961486816,317984.4624938965,588806.50634765625,163687.0701751709,535426.2997436523,121584.10690307616,129770.84909057616,157237.09228515625,445434.8604736328,162891.17135620117,229426.3769378662,602321.316192627,266181.997756958,54082.54412841797
TAG(52:3)_FA 16:0,0.37369382524010236,8.255442040303928,2.2016912162052904,0.1378594138902405,0.9742355692313459,TAG,401980.13104248047,835594.49267578125,218932.4959716797,221045.39581298828,448218.7305908203,526497.5603027344,344456.2659301758,474126.9499511719,320642.2834472656,429160.5922241211,194690.01309204104,399238.34924316406,140251.26876831055,117079.92852783205,156652.64959716797,561789.524230957,232181.31762695312,230473.5394897461,402500.0349121094,299167.7840576172,27283.541870117188
TAG(52:3)_FA 18:0,0.3299061981735839,8.633770712954504,1.7170162054408138,0.1900775783244602,0.9742355692313459,TAG,428227.4829711914,885237.4423828125,184975.9161376953,197276.0553894043,851974.369934082,388032.96185302734,623879.50537109375,811254.43359375,494835.32971191406,848070.6503295898,243138.419052124,754709.9611816406,169413.65100097656,115782.68743896484,193338.71130371097,543297.3988647461,240173.25842285156,344801.1411743164,797245.5333557129,406808.34588623047,18849.56135559082
TAG(52:3)_FA 18:1,0.39092770301315627,9.20804875388694,2.4088413314207173,0.12065163780696107,0.9742355692313459,TAG,539356.0633544922,1892508.7810058591,248940.69842529297,259961.91833496097,1283356.6553955078,499462.81719970703,1004919.7384033204,1213843.224243164,685983.6735839844,1099709.5008544922,364015.6100463867,1147669.9763183594,261718.37774658203,175945.25390625,263117.5608520508,758229.72314453125,355034.3068847656,470254.9100341797,1136539.5545654297,561850.9663696289,37349.22244262695
TAG(52:3)_FA 18:2,0.31163492004851684,8.904732607721913,1.5324545885259795,0.21574442827499077,0.9742355692313459,TAG,426975.51025390625,1894608.511352539,264698.21911621094,248815.07666015625,608057.33740234375,502551.2899169922,613730.72412109375,871526.0172119141,380592.8669433594,658222.2138671875,329391.20642089844,594258.8244628906,244693.23779296875,216760.67431640625,295306.80017089844,538146.5570068359,356306.5858154297,364697.4045410156,664033.9295654297,435108.95068359375,101066.0264892578
TAG(52:3)_FA 20:0,0.35252329243592034,8.028824828989434,1.959892500462729,0.1615248158150855,0.9742355692313459,TAG,288847.95794677734,575228.5397644043,130021.18887329102,114097.28771972656,526210.9377746582,253792.9994506836,378832.19232177734,604610.6418762207,278304.6989440918,654291.5646972656,129390.32883453368,543836.6578674316,110042.48707580566,81424.7064666748,134113.4500427246,299923.54095458984,141240.90921020508,216929.810256958,599075.1887741089,241736.4774169922,16151.120895385742
TAG(52:4)_FA 16:1,0.38163710540473533,8.203747020415287,2.2960090063961616,0.12970689630895507,0.9742355692313459,TAG,382023.2856445313,825238.5139160156,215384.19653320312,209985.39599609375,414421.689453125,518044.92291259766,342358.60314941406,459929.8918457031,299402.0627441406,420035.9560546875,194088.8528137207,396939.42810058594,128922.1880493164,113510.94842529295,157878.68878173828,537756.4552001953,224824.19403076172,217967.0321044922,389279.56384277344,269579.65936279297,26062.541778564453
TAG(52:4)_FA 18:0,0.3350561549241465,7.841850188428845,1.770897440722365,0.18327105267377578,0.9742355692313459,TAG,281612.30072021484,422988.5506591797,137771.6103439331,135868.57070922852,448428.1695251465,284509.1823730469,321889.7425994873,386100.7484741211,255682.57684326172,380601.4063720703,124505.04954528809,354644.16662597656,89153.64614868164,80289.84606933594,128678.15072631836,376951.2232666016,137247.85018920898,173118.81301879883,380075.0877227783,210659.9164428711,45878.6026763916
TAG(52:4)_FA 18:1,0.3288694902870844,8.616366531333256,1.70626472146796,0.19147072188103548,0.9742355692313459,TAG,425105.49450683594,883247.4847412109,190208.7339477539,198468.83624267575,843072.9649963379,379099.2070922851,593826.9737548828,812259.2265625,485908.4693603515,814734.1982421875,245156.16134643555,742543.6167602539,169056.03271484375,118558.28833007812,187641.99374389648,527902.8562316895,238145.13619995117,339641.7476043701,764260.3888549805,409592.7500610352,20782.061447143555
TAG(52:4)_FA 18:2,0.30330172870756245,9.036033505449208,1.4517451264819101,0.22824813852182718,0.9742355692313459,TAG,467182.3973388672,1546600.2012939453,249669.51684570312,245540.58239746097,1016556.0017089844,393700.7456054687,818058.2354736328,1092475.0053710938,554155.84375,966923.73779296875,338161.4997558594,928226.2225341796,247849.83471679688,205380.43286132812,283790.86291503906,596057.6966552734,330295.84313964844,417230.48681640625,959877.5269775392,488414.4951171875,66437.644775390625
TAG(52:5)_FA 18:1,0.33983895785946194,7.817146145814009,1.821697866230351,0.1771113079468095,0.9742355692313459,TAG,282652.1622314453,411180.5061035156,128772.38989257812,131773.76831054688,442186.84899902344,280620.5192260742,315266.2052001953,390507.8289794922,249730.3182067871,361338.1100463867,120191.98931884766,339014.6047363281,90069.12594604492,76521.22547912598,124708.82772827148,377488.86740112305,134111.65005493164,162903.51217651367,371343.94396972656,211471.535736084,48562.94398498535
TAG(52:6)_FA 20:4,0.30323682505570076,9.68525258065055,1.4511317652431899,0.22834643800499288,0.9742355692313459,TAG,815595.1662597656,1765648.5509643557,373757.48931884766,360703.26708984375,1899916.522705078,626279.224609375,1482697.4690551758,1853057.469909668,982738.3542480468,1712707.9948730469,504394.2575073242,1702856.2911376953,369892.1455078125,259142.73260498047,395525.8286743164,1028119.478881836,480913.15002441406,681055.7062988281,1811660.9140014648,786420.7908325195,34597.922302246094
TAG(54:1)_FA 16:0,0.4039976668826606,8.037038735300024,2.5720368941774723,0.10876760016778213,0.9742355692313459,TAG,357164.3638305664,472389.9332885742,217686.9552307129,229519.0947265625,371724.4659423828,679087.3488769531,272791.53674316406,375556.14697265625,274162.99963378906,319427.54296875,162135.47100830078,265598.17822265625,123455.54859924316,89250.88583374023,146954.92932128906,526121.1373901367,189137.0746459961,220692.87301635745,304011.9204711914,298033.9586791992,19017.621368408203
TAG(54:1)_FA 16:1,0.3533968866437592,8.741215487506471,1.9696103448877693,0.1604892277289621,0.9742355692313459,TAG,517162.5358886719,792677.51953125,287549.5567626953,267176.60162353516,834601.03662109375,648952.6646728516,665296.1901245117,759489.2578125,490418.6451416016,728476.8758544922,252883.9358520508,666453.4079589844,190263.5335083008,145198.93072509766,256094.35748291016,734475.5704345703,260800.6819458008,345150.32189941406,734732.2226257324,402435.4643554687,26420.662078857426
TAG(54:1)_FA 20:4,0.30747799660920455,8.25586368128648,1.4919114305149606,0.22192012729989194,0.9742355692313459,TAG,387416.6636047363,558620.8280944824,235995.42001342773,196661.77096557617,543267.0729675293,417537.8065185547,501009.69665527344,531534.1131591797,345728.4509277344,478711.85919189453,178258.3154296875,394894.34463500977,144155.45169067383,105655.9880065918,225666.9972229004,609056.3006591797,176453.49404907227,234442.19633483887,495607.45378112793,321206.58364868164,17521.38136291504
TAG(54:2)_FA 16:1,0.4195037167350442,8.020202743206111,2.7725588146386144,0.0958927585456714,0.9742355692313459,TAG,340199.30096435547,479468.9916381836,217037.6740722656,233032.4937133789,360367.5651855469,696843.2216186523,259634.8775024414,362044.1862792969,267869.8992919922,320405.7609863281,160448.77352905273,264584.63806152344,117284.3678894043,88836.865966796875,143281.81170654297,524233.556640625,189662.1298828125,207814.8533630371,298208.23828125,292202.14056396484,19216.16149902344
TAG(54:2)_FA 18:0,0.39290548589485397,9.570220606773654,2.433205530152918,0.11878976322554499,0.9742355692313459,TAG,770701.6809082031,3055513.469848633,414103.0114746094,453742.01171875,1049436.705444336,925616.6776123048,939584.8993530272,1239034.2678222656,727714.9478759766,1038828.1479492188,575782.0203857422,1011494.4072265624,371941.2042236328,237731.9754638672,383114.3466796875,1020721.438232422,570069.6833496094,586109.9564208984,972945.5677490234,741405.33203125,121732.56970214844
TAG(54:2)_FA 20:0,0.31003053816501164,8.307285009142028,1.516738316973715,0.21811375116217185,0.9742355692313459,TAG,336455.7667541504,662543.7766418457,166981.8556060791,165936.55364990234,681772.5957946777,296094.0417480469,542906.9935302734,684772.9260253906,353378.74548339844,593150.2448120117,197216.39416503903,534010.8239746094,139646.3882446289,122164.0703125,181592.83279418945,475400.67764282227,182427.7525024414,265963.44076538086,580491.1829528809,305251.35775756836,21502.301361083984
TAG(54:3)_FA 18:0,0.4973744439003705,8.70845321495468,3.891931348480286,0.04851859847607922,0.9742355692313459,TAG,461885.35546875,1693253.6953125,247750.8370361328,272705.9968261719,630319.2318115234,592134.4667358398,503648.39752197266,691172.3937988281,417732.9129638672,612059.4691162109,265288.2026977539,571399.7326660156,177798.45056152344,131700.71124267578,222161.9776611328,663321.8248901367,278605.06384277344,312884.00079345703,569016.8712158203,376040.1288452149,42845.282623291016
TAG(54:3)_FA 18:1,0.38721101710351874,9.609736545632172,2.3633959012204286,0.12421153366962712,0.9742355692313459,TAG,783026.2296142578,3199394.9633789062,425631.6684570313,463867.3400878906,1071843.4765625,950058.4891357422,960920.0694580078,1299715.6665039062,710510.5114746094,1031910.5493164062,608276.86328125,1034607.0698242188,367631.1387939453,256110.0985107422,391475.8885498047,1039490.528930664,597086.9085693359,603851.2716064453,985325.01171875,755459.0695800781,127260.46862792967
TAG(54:4)_FA 18:1,0.49808842710259915,8.739600009709623,3.9030594157438845,0.04819826111561173,0.9742355692313459,TAG,475905.9134521485,1804594.0017089844,256290.70056152344,266034.78186035156,626733.1475830078,603578.40087890625,497455.75958251953,692355.6278076172,425178.2302246094,615272.3441162109,268497.3428955078,585467.1822509766,187373.6735229492,134638.70825195312,223836.5556640625,675798.1268920898,286283.50244140625,319527.921875,570887.8666381836,386821.93270874023,44278.60339355469
TAG(54:4)_FA 18:2,0.40136232648245923,9.08716942298009,2.5387283729300947,0.11108421809832829,0.9742355692313459,TAG,511173.7724609375,2370535.384399414,280164.0994873047,286587.2811279297,751359.7977294922,591454.1875,664869.6696777344,936684.2497558594,434964.5515136719,708849.5505371094,371966.048828125,686933.7722167969,252281.9202880859,212483.076171875,288415.3575439453,676317.2033691406,377553.7880859375,403356.8077392578,726507.0340576172,486886.5783691406,120682.82788085938
