lipid,Class,Sample,Sum_Intensity,Brain_Region
FA(30:1),FA,DOD94_F3,5601776.80506897,All
FA(30:1),FA,FAD185_M4,5194721.788421631,All
FA(30:1),FA,FAD189_M1,519673.70471191406,All
FA(30:1),FA,FAD184_F4,3021203.351257324,All
FA(30:1),FA,DOD93_F4,3377289.6749305725,All
FA(30:1),FA,Blank_Blank,101006.08587646484,All
FA(30:1),FA,FAD185_M3,518597.0355377197,All
LPC(24:0),PC,DOD94_F4,17854511.552001953,All
LPC(24:0),PC,FAD189_M2,2414753.446533203,All
LPC(24:0),PC,FAD189_M3,14843342.443359375,All
LPC(24:0),PC,FAD184_F3,16201824.37866211,All
LPC(24:0),PC,FAD185_M1,3182733.397705078,All
LPC(24:0),PC,DOD94_F3,17902973.30810547,All
LPC(24:0),PC,FAD185_M4,17509797.581298828,All
LPC(24:0),PC,FAD189_M1,2629994.924560547,All
LPC(24:0),PC,FAD184_F4,15439776.638671875,All
LPC(24:0),PC,DOD93_F4,14712139.373291016,All
LPC(24:0),PC,Blank_Blank,394250.1059570312,All
LPC(24:0),PC,FAD185_M3,2848344.911376953,All
LPC(24:1),PC,DOD94_F4,17773984.51611328,All
LPC(24:1),PC,FAD189_M2,2381621.9931640625,All
LPC(24:1),PC,FAD189_M3,14809051.76977539,All
LPC(24:1),PC,FAD184_F3,16054577.21508789,All
LPC(24:1),PC,FAD185_M1,3131816.3848876953,All
LPC(24:1),PC,DOD94_F3,17816466.469726562,All
LPC(24:1),PC,FAD185_M4,17402733.772216797,All
LPC(24:1),PC,FAD189_M1,2634675.788696289,All
LPC(24:1),PC,FAD184_F4,15398536.590820312,All
LPC(24:1),PC,DOD93_F4,14637151.207763672,All
LPC(24:1),PC,Blank_Blank,392896.90820312494,All
LPC(24:1),PC,FAD185_M3,2841290.7587890625,All
PC(22:0),PC,DOD94_F4,13686703.293945312,All
PC(22:0),PC,FAD189_M2,1927828.9428710938,All
PC(22:0),PC,FAD189_M3,11397989.954345703,All
PC(22:0),PC,FAD184_F3,12475187.806640625,All
PC(22:0),PC,FAD185_M1,2535360.5498046875,All
PC(22:0),PC,DOD94_F3,13953837.174560547,All
PC(22:0),PC,FAD185_M4,13406840.529052734,All
PC(22:0),PC,FAD189_M1,2109859.1119384766,All
PC(22:0),PC,FAD184_F4,11822120.819824219,All
PC(22:0),PC,DOD93_F4,11369959.536865234,All
PC(22:0),PC,Blank_Blank,392189.7885742187,All
PC(22:0),PC,FAD185_M3,2246230.9533691406,All
[TG(60:12)|TG(59:5)]_FA22:6,TAG,DOD94_F4,2176754.701019287,All
[TG(60:12)|TG(59:5)]_FA22:6,TAG,FAD189_M2,5791854.829498291,All
[TG(60:12)|TG(59:5)]_FA22:6,TAG,FAD189_M3,1606617.1938171387,All
[TG(60:12)|TG(59:5)]_FA22:6,TAG,FAD184_F3,1525304.8656921387,All
[TG(60:12)|TG(59:5)]_FA22:6,TAG,FAD185_M1,10058512.988220215,All
[TG(60:12)|TG(59:5)]_FA22:6,TAG,DOD94_F3,1394065.120300293,All
[TG(60:12)|TG(59:5)]_FA22:6,TAG,FAD185_M4,1997247.6190795898,All
[TG(60:12)|TG(59:5)]_FA22:6,TAG,FAD189_M1,7287706.138153076,All
[TG(60:12)|TG(59:5)]_FA22:6,TAG,FAD184_F4,2073557.7027282715,All
[TG(60:12)|TG(59:5)]_FA22:6,TAG,DOD93_F4,2345893.6340942383,All
[TG(60:12)|TG(59:5)]_FA22:6,TAG,Blank_Blank,337474.2625732422,All
[TG(60:12)|TG(59:5)]_FA22:6,TAG,FAD185_M3,7988532.744354248,All
[TG(52:5)]_FA18:0,TAG,DOD94_F4,3936476.313446045,All
[TG(52:5)]_FA18:0,TAG,FAD189_M2,481272.6116333008,All
[TG(52:5)]_FA18:0,TAG,FAD189_M3,2629551.1169433594,All
[TG(52:5)]_FA18:0,TAG,FAD184_F3,3254604.3481445312,All
[TG(52:5)]_FA18:0,TAG,FAD185_M1,449161.3103942871,All
[TG(52:5)]_FA18:0,TAG,DOD94_F3,4134233.03515625,All
[TG(52:5)]_FA18:0,TAG,FAD185_M4,3879515.6910095215,All
[TG(52:5)]_FA18:0,TAG,FAD189_M1,650961.4418640137,All
[TG(52:5)]_FA18:0,TAG,FAD184_F4,2889094.3872070312,All
[TG(52:5)]_FA18:0,TAG,DOD93_F4,3042139.73046875,All
[TG(52:5)]_FA18:0,TAG,Blank_Blank,106518.88732910156,All
[TG(52:5)]_FA18:0,TAG,FAD185_M3,577049.9594726562,All
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1,DAG,DOD94_F4,627700.0433120728,All
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1,DAG,FAD189_M2,155046.0492477417,All
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1,DAG,FAD189_M3,51965.30370712281,All
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1,DAG,FAD184_F3,11595.920825958252,All
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1,DAG,FAD185_M1,591672.8591766357,All
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1,DAG,DOD94_F3,695631.287651062,All
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1,DAG,FAD185_M4,19007.721397399902,All
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1,DAG,FAD189_M1,276270.57846069336,All
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1,DAG,FAD184_F4,16605.061241149902,All
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1,DAG,DOD93_F4,835519.8150787354,All
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1,DAG,Blank_Blank,3370012.2358398438,All
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1,DAG,FAD185_M3,477940.87355041504,All
[TG(57:9)|TG(56:2)]_FA18:0,TAG,DOD94_F4,1727742.4885253906,All
[TG(57:9)|TG(56:2)]_FA18:0,TAG,FAD189_M2,8115577.916748047,All
[TG(57:9)|TG(56:2)]_FA18:0,TAG,FAD189_M3,1568570.3317871094,All
[TG(57:9)|TG(56:2)]_FA18:0,TAG,FAD184_F3,903920.34375,All
[TG(57:9)|TG(56:2)]_FA18:0,TAG,FAD185_M1,4485309.338317871,All
[TG(57:9)|TG(56:2)]_FA18:0,TAG,DOD94_F3,808292.4180908203,All
[TG(57:9)|TG(56:2)]_FA18:0,TAG,FAD185_M4,10552436.199523926,All
[TG(57:9)|TG(56:2)]_FA18:0,TAG,FAD189_M1,23391178.04949951,All
[TG(57:9)|TG(56:2)]_FA18:0,TAG,FAD184_F4,1079657.4375,All
[TG(57:9)|TG(56:2)]_FA18:0,TAG,DOD93_F4,1151003.2028808594,All
[TG(57:9)|TG(56:2)]_FA18:0,TAG,Blank_Blank,172175.45190429688,All
[TG(57:9)|TG(56:2)]_FA18:0,TAG,FAD185_M3,19127544.78643799,All
[TG(59:13)|TG(58:6)]_FA20:4,TAG,DOD94_F4,2002296.8831176758,All
[TG(59:13)|TG(58:6)]_FA20:4,TAG,FAD189_M2,10584547.966125488,All
[TG(59:13)|TG(58:6)]_FA20:4,TAG,FAD189_M3,1995964.864807129,All
[TG(59:13)|TG(58:6)]_FA20:4,TAG,FAD184_F3,1168815.6021118164,All
[TG(59:13)|TG(58:6)]_FA20:4,TAG,FAD185_M1,5215052.439147949,All
[TG(59:13)|TG(58:6)]_FA20:4,TAG,DOD94_F3,1111660.6226501465,All
[TG(59:13)|TG(58:6)]_FA20:4,TAG,FAD185_M4,12603323.348083496,All
[TG(59:13)|TG(58:6)]_FA20:4,TAG,FAD189_M1,28992058.31427002,All
[TG(59:13)|TG(58:6)]_FA20:4,TAG,FAD184_F4,1451733.4478759766,All
[TG(59:13)|TG(58:6)]_FA20:4,TAG,DOD93_F4,1505936.6270446777,All
[TG(59:13)|TG(58:6)]_FA20:4,TAG,Blank_Blank,204121.0526123047,All
[TG(59:13)|TG(58:6)]_FA20:4,TAG,FAD185_M3,23266012.516296387,All
PI(35:5)|PI(O-36:5)|PI(P-36:4),PI,DOD94_F4,2123634.5902404785,All
PI(35:5)|PI(O-36:5)|PI(P-36:4),PI,FAD189_M2,354172.26376342773,All
PI(35:5)|PI(O-36:5)|PI(P-36:4),PI,FAD189_M3,1456091.8633117676,All
PI(35:5)|PI(O-36:5)|PI(P-36:4),PI,FAD184_F3,1745110.823425293,All
PI(35:5)|PI(O-36:5)|PI(P-36:4),PI,FAD185_M1,389671.7473144531,All
PI(35:5)|PI(O-36:5)|PI(P-36:4),PI,DOD94_F3,2222907.363861084,All
PI(35:5)|PI(O-36:5)|PI(P-36:4),PI,FAD185_M4,2083478.78805542,All
PI(35:5)|PI(O-36:5)|PI(P-36:4),PI,FAD189_M1,329028.9624328613,All
PI(35:5)|PI(O-36:5)|PI(P-36:4),PI,FAD184_F4,1680122.5264282227,All
PI(35:5)|PI(O-36:5)|PI(P-36:4),PI,DOD93_F4,1607617.3986206055,All
PI(35:5)|PI(O-36:5)|PI(P-36:4),PI,Blank_Blank,173738.57165527344,All
PI(35:5)|PI(O-36:5)|PI(P-36:4),PI,FAD185_M3,385497.24826049805,All
[TG(57:11)|TG(56:4)]_FA18:2,TAG,DOD94_F4,1984804.946105957,All
[TG(57:11)|TG(56:4)]_FA18:2,TAG,FAD189_M2,9531584.609375,All
[TG(57:11)|TG(56:4)]_FA18:2,TAG,FAD189_M3,1840341.491394043,All
[TG(57:11)|TG(56:4)]_FA18:2,TAG,FAD184_F3,984865.1118164062,All
[TG(57:11)|TG(56:4)]_FA18:2,TAG,FAD185_M1,4950778.914428711,All
[TG(57:11)|TG(56:4)]_FA18:2,TAG,DOD94_F3,897208.1640625,All
[TG(57:11)|TG(56:4)]_FA18:2,TAG,FAD185_M4,11922290.839233398,All
[TG(57:11)|TG(56:4)]_FA18:2,TAG,FAD189_M1,25460770.406982422,All
[TG(57:11)|TG(56:4)]_FA18:2,TAG,FAD184_F4,1249970.2888793945,All
[TG(57:11)|TG(56:4)]_FA18:2,TAG,DOD93_F4,1263438.9484863281,All
[TG(57:11)|TG(56:4)]_FA18:2,TAG,Blank_Blank,204145.13500976562,All
[TG(57:11)|TG(56:4)]_FA18:2,TAG,FAD185_M3,21347643.635986328,All
[TG(40:2)]_FA16:1,TAG,DOD94_F4,5234674.821899414,All
[TG(40:2)]_FA16:1,TAG,FAD189_M2,1183853.8033447266,All
[TG(40:2)]_FA16:1,TAG,FAD189_M3,3907848.3471679688,All
[TG(40:2)]_FA16:1,TAG,FAD184_F3,6002080.672607422,All
[TG(40:2)]_FA16:1,TAG,FAD185_M1,1864944.9543457031,All
[TG(40:2)]_FA16:1,TAG,DOD94_F3,6605487.575012207,All
[TG(40:2)]_FA16:1,TAG,FAD185_M4,6167384.01574707,All
[TG(40:2)]_FA16:1,TAG,FAD189_M1,1556294.2557373047,All
[TG(40:2)]_FA16:1,TAG,FAD184_F4,4910757.927856445,All
[TG(40:2)]_FA16:1,TAG,DOD93_F4,4448273.301879883,All
[TG(40:2)]_FA16:1,TAG,Blank_Blank,216975.9353027344,All
[TG(40:2)]_FA16:1,TAG,FAD185_M3,2034214.5805664062,All
[TG(60:11)|TG(59:4)]_FA22:5,TAG,DOD94_F4,2014128.409729004,All
[TG(60:11)|TG(59:4)]_FA22:5,TAG,FAD189_M2,5028645.311676025,All
[TG(60:11)|TG(59:4)]_FA22:5,TAG,FAD189_M3,1395854.8790283203,All
[TG(60:11)|TG(59:4)]_FA22:5,TAG,FAD184_F3,1344721.8559875488,All
[TG(60:11)|TG(59:4)]_FA22:5,TAG,FAD185_M1,8844173.554168701,All
[TG(60:11)|TG(59:4)]_FA22:5,TAG,DOD94_F3,1276861.5203857422,All
[TG(60:11)|TG(59:4)]_FA22:5,TAG,FAD185_M4,1833412.0166625977,All
[TG(60:11)|TG(59:4)]_FA22:5,TAG,FAD189_M1,6232234.38861084,All
[TG(60:11)|TG(59:4)]_FA22:5,TAG,FAD184_F4,1952873.123199463,All
[TG(60:11)|TG(59:4)]_FA22:5,TAG,DOD93_F4,2041005.2830810547,All
[TG(60:11)|TG(59:4)]_FA22:5,TAG,Blank_Blank,323680.66107177734,All
[TG(60:11)|TG(59:4)]_FA22:5,TAG,FAD185_M3,6979462.892028809,All
[TG(52:7)|TG(51:0)]_FA18:2,TAG,DOD94_F4,3245376.830657959,All
[TG(52:7)|TG(51:0)]_FA18:2,TAG,FAD189_M2,559731.8792114258,All
[TG(52:7)|TG(51:0)]_FA18:2,TAG,FAD189_M3,2291598.594543457,All
[TG(52:7)|TG(51:0)]_FA18:2,TAG,FAD184_F3,2819255.578643799,All
[TG(52:7)|TG(51:0)]_FA18:2,TAG,FAD185_M1,465824.97229003906,All
[TG(52:7)|TG(51:0)]_FA18:2,TAG,DOD94_F3,3286652.626739502,All
[TG(52:7)|TG(51:0)]_FA18:2,TAG,FAD185_M4,3384340.2599487305,All
[TG(52:7)|TG(51:0)]_FA18:2,TAG,FAD189_M1,774592.0581665039,All
[TG(52:7)|TG(51:0)]_FA18:2,TAG,FAD184_F4,2609383.9580078125,All
[TG(52:7)|TG(51:0)]_FA18:2,TAG,DOD93_F4,2547902.057067871,All
[TG(52:7)|TG(51:0)]_FA18:2,TAG,Blank_Blank,125700.96948242188,All
[TG(52:7)|TG(51:0)]_FA18:2,TAG,FAD185_M3,663941.9259643555,All
[TG(52:8)|TG(51:1)]_FA18:3,TAG,DOD94_F4,3360902.313354492,All
[TG(52:8)|TG(51:1)]_FA18:3,TAG,FAD189_M2,613093.5219116211,All
[TG(52:8)|TG(51:1)]_FA18:3,TAG,FAD189_M3,2398803.901977539,All
[TG(52:8)|TG(51:1)]_FA18:3,TAG,FAD184_F3,2926545.967102051,All
[TG(52:8)|TG(51:1)]_FA18:3,TAG,FAD185_M1,534006.8578491211,All
[TG(52:8)|TG(51:1)]_FA18:3,TAG,DOD94_F3,3507911.719970703,All
[TG(52:8)|TG(51:1)]_FA18:3,TAG,FAD185_M4,3535892.4515075684,All
[TG(52:8)|TG(51:1)]_FA18:3,TAG,FAD189_M1,823755.0040893555,All
[TG(52:8)|TG(51:1)]_FA18:3,TAG,FAD184_F4,2673380.943878174,All
[TG(52:8)|TG(51:1)]_FA18:3,TAG,DOD93_F4,2609799.7686462402,All
[TG(52:8)|TG(51:1)]_FA18:3,TAG,Blank_Blank,147666.73071289062,All
[TG(52:8)|TG(51:1)]_FA18:3,TAG,FAD185_M3,731692.5374755859,All
[TG(56:7)|TG(55:0)]_FA22:6,TAG,DOD94_F4,8452230.103393555,All
[TG(56:7)|TG(55:0)]_FA22:6,TAG,FAD189_M2,18107388.5055542,All
[TG(56:7)|TG(55:0)]_FA22:6,TAG,FAD189_M3,4864892.693847656,All
[TG(56:7)|TG(55:0)]_FA22:6,TAG,FAD184_F3,4018968.9739990234,All
[TG(56:7)|TG(55:0)]_FA22:6,TAG,FAD185_M1,30605078.717895508,All
[TG(56:7)|TG(55:0)]_FA22:6,TAG,DOD94_F3,3639720.762145996,All
[TG(56:7)|TG(55:0)]_FA22:6,TAG,FAD185_M4,14020361.98803711,All
[TG(56:7)|TG(55:0)]_FA22:6,TAG,FAD189_M1,29198514.228759766,All
[TG(56:7)|TG(55:0)]_FA22:6,TAG,FAD184_F4,6164131.8515625,All
[TG(56:7)|TG(55:0)]_FA22:6,TAG,DOD93_F4,8079697.71105957,All
[TG(56:7)|TG(55:0)]_FA22:6,TAG,Blank_Blank,5029611.676513672,All
[TG(56:7)|TG(55:0)]_FA22:6,TAG,FAD185_M3,29612041.272583008,All
[TG(57:10)|TG(56:3)]_FA18:1,TAG,DOD94_F4,1917601.7864379883,All
[TG(57:10)|TG(56:3)]_FA18:1,TAG,FAD189_M2,9125158.838623047,All
[TG(57:10)|TG(56:3)]_FA18:1,TAG,FAD189_M3,1787441.475402832,All
[TG(57:10)|TG(56:3)]_FA18:1,TAG,FAD184_F3,961104.1900024414,All
[TG(57:10)|TG(56:3)]_FA18:1,TAG,FAD185_M1,4589983.936218262,All
[TG(57:10)|TG(56:3)]_FA18:1,TAG,DOD94_F3,873323.3383178711,All
[TG(57:10)|TG(56:3)]_FA18:1,TAG,FAD185_M4,11565484.826904297,All
[TG(57:10)|TG(56:3)]_FA18:1,TAG,FAD189_M1,24590620.10333252,All
[TG(57:10)|TG(56:3)]_FA18:1,TAG,FAD184_F4,1208943.1041259766,All
[TG(57:10)|TG(56:3)]_FA18:1,TAG,DOD93_F4,1256220.9284057617,All
[TG(57:10)|TG(56:3)]_FA18:1,TAG,Blank_Blank,180126.89379882812,All
[TG(57:10)|TG(56:3)]_FA18:1,TAG,FAD185_M3,20268330.355773926,All
PC(22:1),PC,DOD94_F4,7580500.4013671875,All
PC(22:1),PC,FAD189_M2,1386986.9011230469,All
PC(22:1),PC,FAD189_M3,6382718.161010742,All
PC(22:1),PC,FAD184_F3,6905492.014892578,All
PC(22:1),PC,FAD185_M1,1717940.9595947266,All
PC(22:1),PC,DOD94_F3,7723455.4755859375,All
PC(22:1),PC,FAD185_M4,7348402.614990234,All
PC(22:1),PC,FAD189_M1,1558060.9272460938,All
PC(22:1),PC,FAD184_F4,6597781.2197265625,All
PC(22:1),PC,DOD93_F4,6294996.307495117,All
PC(22:1),PC,Blank_Blank,377610.18457031244,All
PC(22:1),PC,FAD185_M3,1557219.5708007812,All
[TG(52:6)]_FA18:1,TAG,DOD94_F4,3858801.4676208496,All
[TG(52:6)]_FA18:1,TAG,FAD189_M2,516875.65731811523,All
[TG(52:6)]_FA18:1,TAG,FAD189_M3,2405491.9214172363,All
[TG(52:6)]_FA18:1,TAG,FAD184_F3,3211998.0815429688,All
[TG(52:6)]_FA18:1,TAG,FAD185_M1,467705.210357666,All
[TG(52:6)]_FA18:1,TAG,DOD94_F3,3944256.540588379,All
[TG(52:6)]_FA18:1,TAG,FAD185_M4,3752444.879211426,All
[TG(52:6)]_FA18:1,TAG,FAD189_M1,731843.1881103516,All
[TG(52:6)]_FA18:1,TAG,FAD184_F4,2593164.2161865234,All
[TG(52:6)]_FA18:1,TAG,DOD93_F4,2894535.299926758,All
[TG(52:6)]_FA18:1,TAG,Blank_Blank,100799.68707275392,All
[TG(52:6)]_FA18:1,TAG,FAD185_M3,656124.8652038574,All
[TG(56:8)|TG(55:1)]_FA20:4,TAG,DOD94_F4,9979994.666015625,All
[TG(56:8)|TG(55:1)]_FA20:4,TAG,FAD189_M2,141161937.24780273,All
[TG(56:8)|TG(55:1)]_FA20:4,TAG,FAD189_M3,22825852.33618164,All
[TG(56:8)|TG(55:1)]_FA20:4,TAG,FAD184_F3,5410884.006103516,All
[TG(56:8)|TG(55:1)]_FA20:4,TAG,FAD185_M1,52380374.76147461,All
[TG(56:8)|TG(55:1)]_FA20:4,TAG,DOD94_F3,5849879.6640625,All
[TG(56:8)|TG(55:1)]_FA20:4,TAG,FAD185_M4,232595494.0234375,All
[TG(56:8)|TG(55:1)]_FA20:4,TAG,FAD189_M1,408233596.3828125,All
[TG(56:8)|TG(55:1)]_FA20:4,TAG,FAD184_F4,4309888.0927734375,All
[TG(56:8)|TG(55:1)]_FA20:4,TAG,DOD93_F4,5297344.282592773,All
[TG(56:8)|TG(55:1)]_FA20:4,TAG,Blank_Blank,637721.9677734375,All
[TG(56:8)|TG(55:1)]_FA20:4,TAG,FAD185_M3,364640977.01123047,All
PI(38:4),PI,DOD94_F4,8980142.346069336,All
PI(38:4),PI,FAD189_M2,28911496.025146484,All
PI(38:4),PI,FAD189_M3,8864875.072387695,All
PI(38:4),PI,FAD184_F3,8947791.937866211,All
PI(38:4),PI,FAD185_M1,40378328.67700195,All
PI(38:4),PI,DOD94_F3,11414005.119567871,All
PI(38:4),PI,FAD185_M4,10936558.730407715,All
PI(38:4),PI,FAD189_M1,71486482.36364746,All
PI(38:4),PI,FAD184_F4,10011844.707641602,All
PI(38:4),PI,DOD93_F4,10999040.242553711,All
PI(38:4),PI,Blank_Blank,270630.337890625,All
PI(38:4),PI,FAD185_M3,43267424.7857666,All
PE(38:4),PE,DOD94_F4,11347874.072998047,All
PE(38:4),PE,FAD189_M2,35211676.19946289,All
PE(38:4),PE,FAD189_M3,9760846.45703125,All
PE(38:4),PE,FAD184_F3,13208674.042602539,All
PE(38:4),PE,FAD185_M1,47070319.82922363,All
PE(38:4),PE,DOD94_F3,13168144.294921875,All
PE(38:4),PE,FAD185_M4,12435832.604858398,All
PE(38:4),PE,FAD189_M1,85826431.06762695,All
PE(38:4),PE,FAD184_F4,13381650.806152344,All
PE(38:4),PE,DOD93_F4,18413730.877441406,All
PE(38:4),PE,Blank_Blank,342688.18408203125,All
PE(38:4),PE,FAD185_M3,52423847.24707031,All
[TG(57:12)|TG(56:5)]_FA18:3,TAG,DOD94_F4,2146252.8045654297,All
[TG(57:12)|TG(56:5)]_FA18:3,TAG,FAD189_M2,9529559.699707031,All
[TG(57:12)|TG(56:5)]_FA18:3,TAG,FAD189_M3,2144657.073486328,All
[TG(57:12)|TG(56:5)]_FA18:3,TAG,FAD184_F3,1175227.2283325195,All
[TG(57:12)|TG(56:5)]_FA18:3,TAG,FAD185_M1,5700948.011657715,All
[TG(57:12)|TG(56:5)]_FA18:3,TAG,DOD94_F3,1057566.1785888672,All
[TG(57:12)|TG(56:5)]_FA18:3,TAG,FAD185_M4,12989623.07647705,All
[TG(57:12)|TG(56:5)]_FA18:3,TAG,FAD189_M1,27688464.330871582,All
[TG(57:12)|TG(56:5)]_FA18:3,TAG,FAD184_F4,1451722.2296142578,All
[TG(57:12)|TG(56:5)]_FA18:3,TAG,DOD93_F4,1491533.8022460938,All
[TG(57:12)|TG(56:5)]_FA18:3,TAG,Blank_Blank,250751.61669921875,All
[TG(57:12)|TG(56:5)]_FA18:3,TAG,FAD185_M3,23486349.92138672,All
[TG(56:6)]_FA22:5,TAG,DOD94_F4,7839425.030029297,All
[TG(56:6)]_FA22:5,TAG,FAD189_M2,16778339.817504883,All
[TG(56:6)]_FA22:5,TAG,FAD189_M3,4494195.949584961,All
[TG(56:6)]_FA22:5,TAG,FAD184_F3,3898055.401123047,All
[TG(56:6)]_FA22:5,TAG,FAD185_M1,28853989.041137695,All
[TG(56:6)]_FA22:5,TAG,DOD94_F3,3391760.4029541016,All
[TG(56:6)]_FA22:5,TAG,FAD185_M4,13741464.464111328,All
[TG(56:6)]_FA22:5,TAG,FAD189_M1,27190836.49609375,All
[TG(56:6)]_FA22:5,TAG,FAD184_F4,5867363.671142578,All
[TG(56:6)]_FA22:5,TAG,DOD93_F4,7639183.790344238,All
[TG(56:6)]_FA22:5,TAG,Blank_Blank,5134640.691894531,All
[TG(56:6)]_FA22:5,TAG,FAD185_M3,27649538.550231934,All
FA(16:2),FA,DOD94_F4,475308.217803955,All
FA(16:2),FA,FAD189_M2,129441.32981872559,All
FA(16:2),FA,FAD189_M3,146294.2099456787,All
FA(16:2),FA,FAD184_F3,858576.2043457031,All
FA(16:2),FA,FAD185_M1,293281.44104003906,All
FA(16:2),FA,DOD94_F3,812390.6556396484,All
FA(16:2),FA,FAD185_M4,694747.2876281738,All
FA(16:2),FA,FAD189_M1,429120.60568237305,All
FA(16:2),FA,FAD184_F4,363872.9839477539,All
FA(16:2),FA,DOD93_F4,216236.4751815796,All
FA(16:2),FA,Blank_Blank,567658.4409179688,All
FA(16:2),FA,FAD185_M3,417915.9116821289,All
[TG(58:8)|TG(57:1)]_FA20:4,TAG,DOD94_F4,1836427.9862670898,All
[TG(58:8)|TG(57:1)]_FA20:4,TAG,FAD189_M2,7285695.330627441,All
[TG(58:8)|TG(57:1)]_FA20:4,TAG,FAD189_M3,1592670.5769042969,All
[TG(58:8)|TG(57:1)]_FA20:4,TAG,FAD184_F3,1093430.9581298828,All
[TG(58:8)|TG(57:1)]_FA20:4,TAG,FAD185_M1,6023465.026000977,All
[TG(58:8)|TG(57:1)]_FA20:4,TAG,DOD94_F3,952017.7641296387,All
[TG(58:8)|TG(57:1)]_FA20:4,TAG,FAD185_M4,8339851.848266602,All
[TG(58:8)|TG(57:1)]_FA20:4,TAG,FAD189_M1,18090440.570251465,All
[TG(58:8)|TG(57:1)]_FA20:4,TAG,FAD184_F4,1474451.7471618652,All
[TG(58:8)|TG(57:1)]_FA20:4,TAG,DOD93_F4,1652478.71484375,All
[TG(58:8)|TG(57:1)]_FA20:4,TAG,Blank_Blank,148605.2906494141,All
[TG(58:8)|TG(57:1)]_FA20:4,TAG,FAD185_M3,14322725.542022705,All
[TG(54:6)]_FA22:6,TAG,DOD94_F4,4089726.909729004,All
[TG(54:6)]_FA22:6,TAG,FAD189_M2,8509882.204956055,All
[TG(54:6)]_FA22:6,TAG,FAD189_M3,2969545.23248291,All
[TG(54:6)]_FA22:6,TAG,FAD184_F3,2315740.13079834,All
[TG(54:6)]_FA22:6,TAG,FAD185_M1,16456814.979980469,All
[TG(54:6)]_FA22:6,TAG,DOD94_F3,2149276.112182617,All
[TG(54:6)]_FA22:6,TAG,FAD185_M4,3792509.4607543945,All
[TG(54:6)]_FA22:6,TAG,FAD189_M1,10438139.155883789,All
[TG(54:6)]_FA22:6,TAG,FAD184_F4,3645427.578491211,All
[TG(54:6)]_FA22:6,TAG,DOD93_F4,4042750.4799804688,All
[TG(54:6)]_FA22:6,TAG,Blank_Blank,282665.69873046875,All
[TG(54:6)]_FA22:6,TAG,FAD185_M3,12591745.25793457,All
[TG(54:5)]_FA22:5,TAG,DOD94_F4,3639507.3541870117,All
[TG(54:5)]_FA22:5,TAG,FAD189_M2,7608738.8349609375,All
[TG(54:5)]_FA22:5,TAG,FAD189_M3,2622487.5307617188,All
[TG(54:5)]_FA22:5,TAG,FAD184_F3,2062310.0455322266,All
[TG(54:5)]_FA22:5,TAG,FAD185_M1,14586797.93170166,All
[TG(54:5)]_FA22:5,TAG,DOD94_F3,1840497.3234863281,All
[TG(54:5)]_FA22:5,TAG,FAD185_M4,3453401.5264282227,All
[TG(54:5)]_FA22:5,TAG,FAD189_M1,9330723.797576904,All
[TG(54:5)]_FA22:5,TAG,FAD184_F4,3354563.0258483887,All
[TG(54:5)]_FA22:5,TAG,DOD93_F4,3601965.6561279297,All
[TG(54:5)]_FA22:5,TAG,Blank_Blank,277726.658203125,All
[TG(54:5)]_FA22:5,TAG,FAD185_M3,11320561.117736818,All
[TG(56:6)]_FA18:2,TAG,DOD94_F4,8403454.564575195,All
[TG(56:6)]_FA18:2,TAG,FAD189_M2,28399534.53491211,All
[TG(56:6)]_FA18:2,TAG,FAD189_M3,8834803.277404785,All
[TG(56:6)]_FA18:2,TAG,FAD184_F3,8230155.747375488,All
[TG(56:6)]_FA18:2,TAG,FAD185_M1,34685190.93457031,All
[TG(56:6)]_FA18:2,TAG,DOD94_F3,9161900.354522705,All
[TG(56:6)]_FA18:2,TAG,FAD185_M4,15817879.302124023,All
[TG(56:6)]_FA18:2,TAG,FAD189_M1,70966870.41723633,All
[TG(56:6)]_FA18:2,TAG,FAD184_F4,9253358.614440918,All
[TG(56:6)]_FA18:2,TAG,DOD93_F4,9943995.252685547,All
[TG(56:6)]_FA18:2,TAG,Blank_Blank,294233.1423339844,All
[TG(56:6)]_FA18:2,TAG,FAD185_M3,46999574.474121094,All
[TG(40:1)]_FA16:0,TAG,DOD94_F4,4389921.7927856445,All
[TG(40:1)]_FA16:0,TAG,FAD189_M2,1074599.5771484375,All
[TG(40:1)]_FA16:0,TAG,FAD189_M3,3551207.4819335938,All
[TG(40:1)]_FA16:0,TAG,FAD184_F3,5478663.605957031,All
[TG(40:1)]_FA16:0,TAG,FAD185_M1,1678056.528930664,All
[TG(40:1)]_FA16:0,TAG,DOD94_F3,5125871.859680176,All
[TG(40:1)]_FA16:0,TAG,FAD185_M4,5108096.196655273,All
