lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD93_F4_Female_5xFAD_cerebellum_N1_Brain_Region,DOD93_F4_Female_5xFAD_cortex,DOD93_F4_Female_5xFAD_diencephalon_N1_Brain_Region,DOD93_F4_Female_5xFAD_hippocampus_N1_Brain_Region,DOD94_F4_Female_5xFAD_cerebellum_N1_Brain_Region,DOD94_F4_Female_5xFAD_cortex,DOD94_F4_Female_5xFAD_diencephalon_N1_Brain_Region,DOD94_F4_Female_5xFAD_hippocampus_N1_Brain_Region,FAD185_M1_Male_5xFAD_cerebellum_N1_Brain_Region,FAD185_M1_Male_5xFAD_cortex,FAD185_M1_Male_5xFAD_diencephalon_N1_Brain_Region,FAD185_M1_Male_5xFAD_hippocampus_N1_Brain_Region,FAD185_M3_Male_5xFAD_cerebellum_N1_Brain_Region,FAD185_M3_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_diencephalon_N1_Brain_Region,FAD185_M3_Male_5xFAD_hippocampus_N1_Brain_Region,FAD189_M1_Male_5xFAD_cerebellum_N1_Brain_Region,FAD189_M1_Male_5xFAD_cortex,FAD189_M1_Male_5xFAD_diencephalon_N1_Brain_Region,FAD189_M1_Male_5xFAD_hippocampus_N1_Brain_Region,FAD189_M2_Male_5xFAD_cerebellum_N1_Brain_Region,FAD189_M2_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_diencephalon_N1_Brain_Region,FAD189_M2_Male_5xFAD_hippocampus_N1_Brain_Region,DOD94_F3_Female_WT_cerebellum_N1_Brain_Region,DOD94_F3_Female_WT_cortex,DOD94_F3_Female_WT_diencephalon_N1_Brain_Region,DOD94_F3_Female_WT_hippocampus_N1_Brain_Region,FAD184_F3_Female_WT_cerebellum_N1_Brain_Region,FAD184_F3_Female_WT_cortex,FAD184_F3_Female_WT_diencephalon_N1_Brain_Region,FAD184_F3_Female_WT_hippocampus_N1_Brain_Region,FAD184_F4_Female_WT_cerebellum_N1_Brain_Region,FAD184_F4_Female_WT_cortex,FAD184_F4_Female_WT_diencephalon_N1_Brain_Region,FAD184_F4_Female_WT_hippocampus_N1_Brain_Region,FAD185_M4_Male_WT_cerebellum_N1_Brain_Region,FAD185_M4_Male_WT_cortex,FAD185_M4_Male_WT_diencephalon_N1_Brain_Region,FAD185_M4_Male_WT_hippocampus_N1_Brain_Region,FAD189_M3_Male_WT_cerebellum_N1_Brain_Region,FAD189_M3_Male_WT_cortex,FAD189_M3_Male_WT_diencephalon_N1_Brain_Region,FAD189_M3_Male_WT_hippocampus_N1_Brain_Region,Blank_Blank_Blank_Blank_Blank_N1_Brain_Region,DOD93_F4_summed,FAD189_M2_summed,FAD185_M4_summed,DOD94_F4_summed,FAD184_F3_summed,FAD189_M3_summed,DOD94_F3_summed,FAD189_M1_summed,FAD185_M3_summed,FAD185_M1_summed,FAD184_F4_summed
FA(8:5),0.2413046762406316,5.383320003332093,1.464746646998151,0.2261763870651749,0.4397874192933958,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,FA,63443.244140625,86463.42651367188,72851.10510253906,113647.88708496094,83668.04638671875,115846.3681640625,68544.78491210938,132295.96997070312,90088.06652832033,87901.625,524537.1568603516,117807.04748535156,438906.0900878906,97342.92749023438,194986.57470703125,113937.087890625,530033.0200195312,461030.0744628906,156190.49169921875,71592.46533203125,78051.46557617188,86793.92614746094,79472.88586425781,94367.74658203124,65439.70458984375,78642.88537597656,109696.66784667967,96176.86645507811,141705.4093017578,69097.84484863281,177137.2119140625,77458.34533691406,75174.60498046875,77965.685546875,129246.12915039064,106363.6669921875,162619.4306640625,141909.86962890625,89888.24658203125,68437.06494140625,69683.40478515625,79826.40612792969,77456.04516601561,94516.70739746094,86826.40649414062,336405.6628417969,338686.0241699219,462854.61181640625,400355.16943359375,465398.8114013672,321482.5634765625,349956.1242675781,1218846.0515136719,845172.6801757812,820333.8958740234,388750.0866699219
LPC(17:2)|LPC(P-18:1),0.241375688319626,6.322787484586234,1.4656330687764694,0.2260359629778822,0.4397874192933958,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,PC,144486.98962402344,502893.37365722656,133469.48986816406,276771.7358398437,188553.134765625,314055.2379760742,168492.37213134766,236997.8953857422,203031.01275634769,636724.6820678711,305654.8848876953,234211.2193603516,219378.1552734375,610458.4664306641,289210.7042236328,343144.8073730469,272235.5407104492,517439.2770996094,436110.3520507813,383923.4450683594,166709.87109375,414660.9482421875,210742.57275390625,214325.7321166992,177114.9102783203,194189.47534179688,237337.51666259769,153891.3491821289,119052.38787841795,245181.2987060547,266501.0209350586,197354.55517578125,195523.95434570315,352994.0256958008,194656.17321777344,127607.0884399414,144946.52996826172,309034.76068115234,207041.65368652344,154003.4292602539,169321.85229492188,167864.8897705078,175032.83337402344,159210.39221191406,50958.98394775391,1057621.5889892578,1006439.124206543,815026.3735961914,908098.6402587891,828089.2626953125,671429.9676513672,762533.2514648438,1609708.6149291992,1462192.1333007812,1379621.7990722656,870781.2416992188
[TG(60:15)|TG(59:8)|TG(58:1)]_FA22:5,0.2411214184752287,5.76344748921971,1.4625448561193934,0.2265256412284196,0.4399047050641185,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,139723.24969482422,118514.8071899414,148037.07006835938,128953.34927368164,167884.85278320312,142622.99084472656,129365.36932373048,118282.88879394533,209156.774597168,198756.3937683105,181810.032409668,181496.07299804688,270416.5999145508,363129.2863769531,214884.69635009769,205738.8348388672,338863.08532714844,357076.1094970703,315502.1422729492,227685.8363037109,243014.69598388672,283498.5386352539,204684.6742553711,200831.93328857425,200006.6531982422,84989.54605102539,82045.42639160156,108050.90725708008,116918.5089111328,167662.69165039065,107491.32705688477,158159.47003173828,114087.2084350586,115339.90884399414,110936.7886352539,104872.84741210938,158768.59063720703,224102.63861083984,134001.78958129883,100889.64697265624,127188.10906982422,167443.2925415039,150721.0317993164,167770.99127197266,42678.04293823242,535228.4762268066,932029.8421630859,617762.665802002,558156.1017456055,550231.9976501465,613123.4246826172,475092.5328979492,1239127.173400879,1054169.4174804688,771219.2737731934,445236.753326416
[TG(64:16)|TG(63:9)|TG(62:2)]_FA22:6,0.2411407965236939,5.21511004839071,1.4627584083383454,0.2264917386336601,0.4399047050641185,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,118431.82849121094,86579.92617797852,116631.54766845705,102400.3269958496,153682.49111938477,98849.28755187988,94786.60626220705,73400.38455200195,233889.51556396484,162667.89138793945,150303.3097229004,137192.84980773926,188077.45281982425,159786.03176879883,123013.93035888672,130408.58850097656,182975.5932006836,155861.5905456543,166697.33068847656,156471.81005859375,200299.392944336,136384.64837646484,147754.4490661621,115683.78844451904,117447.00756835938,58005.18405151367,53026.82418823242,85351.4262084961,88418.80584716797,116410.5284729004,78670.86560058594,110023.9874267578,100556.9866027832,93406.7658996582,74396.76489257811,79242.2250366211,110137.54846191406,84132.90646362305,95646.1869506836,71054.72512817383,92927.0072631836,93746.0072631836,97525.56774902344,114599.46795654295,39704.8630065918,424043.6293334961,600122.2788314819,360971.36700439453,420718.76948547363,393524.1873474121,398798.0502319336,313830.44201660156,662006.3244934082,601286.0034484863,684053.566482544,347602.7424316406
[TG(59:13)|TG(58:6)]_FA16:0,0.2409468971061145,4.515240320209179,1.4603797241078451,0.226869712344343,0.4401293798214776,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,56458.843841552734,59033.66436767578,43664.60302734375,55469.34332275391,60346.44485473633,47014.14331054688,52459.20361328125,47331.48321533203,92518.40692138672,94398.94720458984,116665.88830566406,79538.2055053711,106770.26745605467,117867.18896484376,92317.34658813477,77889.78482055664,107918.68829345705,113453.3487548828,86909.42639160156,81692.68566894531,96238.38702392578,221742.712890625,160068.03216552734,88149.44610595703,44506.90344238281,46081.663818359375,46448.06286621094,39834.94290161133,41107.24291992188,43707.52325439453,42403.4631652832,63053.58471679688,67806.52551269531,54510.72381591797,54828.80346679688,41679.04284667969,60030.24411010742,69134.36505126953,46955.94323730469,45175.763244628906,56521.30432128906,167466.5707397461,81383.30548095703,42955.18310546875,26473.56185913086,214626.45455932617,566198.5781860352,221296.31564331055,207151.27499389648,190271.81405639648,348326.36364746094,176871.57302856445,389974.1491088867,394844.58782958984,383121.4479370117,218825.09564208984
DG(36:4)|DG(O-37:4)_C18:0,-0.2397133582702273,3.386424054610061,1.45999812455878,0.2269304191526173,0.4401293798214776,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,DAG,28892.542098999023,29883.501914978027,30513.002227783203,26849.44203186035,34319.882305145264,26600.02182006836,29869.762104034424,29246.502151489258,30573.902423858643,35360.12244415283,32326.74236679077,27851.561820983887,29536.26219558716,29605.282054901123,29156.901977539062,28245.84202575684,29277.68202972412,28396.70198059082,29479.72217941284,30023.602088928223,30297.0823097229,76294.48568725586,47719.94356918335,27662.1219406128,29814.26202774048,30143.82207870484,28356.82190322876,30904.461990356445,26798.98190307617,30579.98203277588,28675.88205718994,30603.26232910156,27858.161891937256,26176.66184616089,25369.321815490723,27290.86197662353,33773.90251541138,27246.621948242188,36199.22253417969,27782.82191467285,30028.622219085693,28408.421939849857,35289.40252685547,28932.602005004883,33375.92207336426,116138.4882736206,181973.6335067749,125002.5689125061,120036.1683807373,116658.10832214355,122659.0486907959,119219.36800003052,117177.708278656,116544.28825378418,126112.32905578613,106695.0075302124
DG(30:1)_C16:1,0.240622747844159,5.346417390267383,1.4565087629162008,0.2274864309923789,0.4409269143041336,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,DAG,57214.72397613525,183621.4944152832,60201.72401428223,275591.14111328125,77222.38572311401,145748.08967971802,57236.4642906189,63956.38442611694,234961.29824829104,243456.7398681641,171548.6514892578,303578.1560974121,287402.20196533203,202683.5952148437,49105.34351730347,165807.1127090454,56223.28396987915,70329.40537261963,121953.30781173706,156780.2318534851,52285.90370559693,255591.81814575195,230576.3555908203,133297.32949829102,127299.76834487916,172383.79180908203,51809.94392776489,53245.64349746704,52386.063972473145,50131.463596344,54480.44353866577,58248.48365402222,54602.78403091431,47871.08382034302,65991.80475234985,103447.94772720335,229839.81381225583,240285.0560913086,212393.193359375,66306.04461669922,51457.86355209351,63484.78415298462,207493.4150085449,50265.54385757446,98332.88702392578,576629.0835189819,671751.4069404602,748824.1078796387,344163.3241195679,215246.45476150513,372701.6065711975,404739.1475791931,405286.22900772095,704998.2534065247,953544.845703125,271913.62033081055
CerP(d18:1/18:0),-0.2393992983539075,0.6633812551694738,1.454942418700937,0.2277365523408449,0.44113091722511,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,Cer,5125.900337219238,4403.800319671631,4113.240257263184,2776.420181274414,4213.980327606201,3372.3402709960938,3423.320251464844,4643.980316162109,6436.200485229492,6539.2805099487305,6504.640434265137,4849.8203201293945,7117.360488891602,5270.760364532471,4526.420356750488,5550.720367431641,6134.540454864502,5404.040363311768,5360.840347290039,4888.780364990234,5642.820400238037,4934.200305938721,5681.58039855957,4329.0603103637695,4028.500297546386,4122.760311126709,4296.840305328369,2945.4202041625977,4988.000370025635,3758.140277862549,5709.3603515625,4622.100345611572,5160.420406341553,5521.980422973633,5134.56033706665,3855.500289916992,4166.200294494629,4228.900337219238,4704.640369415283,4361.860305786133,6028.700439453125,3187.7602005004883,6322.44047164917,3804.5602645874014,3341.140239715576,16419.361095428467,20587.661415100098,17461.601306915283,15653.621166229248,19077.601345062256,19343.461376190186,15393.521118164062,21788.201530456543,22465.2615776062,24329.941749572754,19672.461456298828
[TG(41:1)]_FA16:1,-0.2387392861688107,5.246374795771322,1.4483056081450627,0.2288000266993974,0.4423714035783861,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,103946.68829345705,115167.14739990234,88922.12591552734,90995.70623779295,109269.16809082033,130029.73071289064,116374.32873535156,80778.54571533203,110814.86688232422,145144.79119873047,159660.43182373047,132365.869140625,133946.65087890625,109896.48645019533,118982.4287109375,123773.94860839844,99537.36743164062,148265.16967773438,134006.04943847656,113690.90789794922,122228.20959472656,178261.75225830078,119372.9481201172,151109.9503173828,97752.3465576172,102881.46643066406,109839.1085205078,84279.80584716797,124182.12731933594,150629.21112060547,93403.74682617188,112036.84753417967,135384.8491821289,116150.1889038086,114594.62902832033,86242.5062866211,91324.18533325195,105861.98797607422,112673.2081298828,90597.48638916016,117102.86853027344,109206.2875366211,160826.59143066406,108121.48779296876,41192.46307373047,399031.6678466797,570972.8602905273,400456.86782836914,436451.77325439453,480251.93280029297,495257.23529052734,394752.72735595703,495499.4944458008,486599.5146484375,547985.9590454102,452372.1734008789
[TG(62:11)|TG(61:4)]_FA18:0,0.2397530776293499,4.125537141574652,1.445960159548349,0.229177286873553,0.4423714035783861,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,58586.62387084961,56995.48388671875,38463.50256347656,47199.24328613281,59283.44415283203,40280.86312866211,43695.402923583984,34653.22250366211,93264.60638427734,68422.0439453125,116085.26937866212,54463.86392211914,78917.06512451172,84385.88635253906,84499.42559814453,55860.88398742676,84709.1655883789,68646.98526000977,57660.72373962402,52904.723571777344,78297.24563598633,78787.30541992188,76909.20559692383,62331.823974609375,46902.48333740234,46860.32354736328,37622.38265991211,42011.003326416016,42198.2229309082,37069.34252929688,38227.2825012207,37844.122497558594,44551.7829284668,40938.20251464844,41270.86264038086,33730.0823059082,47427.08358764648,48735.28317260742,38651.44274902344,34942.36267089844,39297.90295410156,58765.58441162109,50072.42330932617,33175.68243408203,42156.98284912109,201244.85360717773,296325.5806274414,169756.17218017578,177912.93270874023,155338.97045898438,181311.59310913086,173396.19287109375,263921.59815979004,303663.26106262207,332235.7836303711,160490.9303894043
DG(31:0)_C18:0,-0.2385535238219687,3.8919540074029904,1.4459519128180889,0.2291786146621889,0.4423714035783861,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,DAG,38477.38288116455,38998.32264328003,37345.42253112793,37728.3025894165,56897.96418762207,37387.26261138916,36681.80262374878,38336.5425453186,41277.10304641724,56267.9645614624,41157.94319534302,40449.04275894165,40988.50287628174,39703.94268035889,39159.80255126953,36532.162590026855,37360.882595062256,38909.08280944824,39907.402893066406,39647.46286010742,39159.762550354,143662.92892456055,81558.06596374512,34909.182331085205,40394.54298400879,39532.46287155152,37499.02282714844,38327.882793426514,39894.44267272949,41572.22299575806,35131.74254989624,40258.52306365967,37378.462703704834,35922.44240951538,35006.92235183716,38553.30266571045,55328.043785095215,42610.14281463623,60016.86392211914,38551.84275817871,38748.30274963379,35205.50254440308,75586.12559509277,34985.44232940674,52682.16383361816,152549.430644989,299289.9397697449,196506.8932800293,169303.5719680786,156856.93128204346,184525.37321853638,155753.91147613525,155824.83115768433,156384.410697937,179152.0535621643,146861.13013076782
DG(44:5)_C16:0,0.2397105754047033,5.116887829767925,1.4455171448657893,0.2292486288494887,0.4423714035783861,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,DAG,84546.92594909668,98718.1661643982,74517.66527938843,124213.54919052124,108154.42699432372,92381.1862373352,79029.0658416748,77113.20568466187,161440.35051727295,154981.23217773438,184870.3342666626,189547.05277633667,153174.73135375977,133143.75022888184,45096.78341293335,181147.1542892456,133913.18843460083,64421.385387420654,121039.38822937012,156834.892288208,120658.16785812378,327750.2637023926,131960.46897506714,155537.7312927246,105447.10818481444,90047.40613555908,72219.32522583008,76625.92541503906,58774.164279937744,45269.52294921875,65076.1443901062,96469.70699691772,43758.52296066284,86088.48572921753,44037.10301208496,88856.14653015137,100464.14725494383,118500.06817245483,97202.2074623108,89784.6662902832,70841.88484191895,199547.6127204895,117484.28845596312,47804.68348693848,63433.664154052734,381996.30658340454,735906.6318283081,405951.0891799927,356677.8847579956,265589.5386161804,435678.46950531006,344339.7649612427,476208.8543395996,512562.41928482056,690838.9697380066,262740.2582321167
SM(d16:1/16:0),-0.2389361633100671,0.78867399780103,1.4493702687146772,0.2286290250932296,0.4423714035783861,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,SM,5066.020317077637,5557.740432739258,4677.340320587158,4637.720325469971,4841.42036819458,3896.260238647461,5284.680393218994,4517.880348205566,4704.180309295654,5807.200435638428,5453.120384216309,6042.360359191895,5717.760467529297,5352.120330810547,4494.060321807861,6395.800495147705,5310.300395965576,6498.520477294922,5566.120407104492,5178.740364074707,5022.140357971191,4744.940326690674,5349.180400848389,5485.120407104492,5052.860340118408,4976.100372314453,4626.200332641602,3923.3202934265137,4417.100288391113,5355.640422821045,4682.880348205566,4960.020320892334,4987.520366668701,5549.780406951904,4796.380374908447,5070.080337524414,4753.160312652588,4589.620296478272,4545.020347595215,4612.00032043457,4504.420307159424,4583.580299377441,4573.340312957764,4941.6403160095215,7430.120487213135,19938.821395874023,20601.381492614746,18499.801277160645,18540.2413482666,19415.64138031006,18602.98123550415,18578.481338500977,22553.681644439697,21959.74161529541,22006.861488342285,20403.761486053467
[TG(46:2)]_FA18:0,0.2395005031527054,4.743532104506982,1.4429760379287018,0.229658359337628,0.44288138326984,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,74598.92553710938,82316.54489135742,44302.2025756836,72221.14489746094,87911.146484375,59165.24417114258,57512.16384887695,46075.803619384766,113453.1091003418,94130.1864013672,83894.32629394531,71644.18481445312,145911.42950439453,168559.67141723633,150656.8305053711,114356.7080078125,215402.334350586,280935.1204223633,96658.10681152344,79701.92541503906,111747.22814941406,107785.84725952148,97999.38684082033,79676.60614013672,71303.54434204102,52562.54391479492,52963.28356933594,46045.70349121094,66553.36389160156,43716.66317749024,48429.62390136719,72792.16473388672,82849.02432250977,53657.544036865234,86235.84558105469,53717.223571777344,86444.48651123047,140937.8295288086,50972.80346679688,50765.62322998047,64625.74420166016,75048.04550170898,70237.54461669922,62688.9248046875,34152.662200927734,273438.8179016113,397209.0683898926,329120.7427368164,250664.3581237793,231491.8157043457,272600.25912475586,222875.0753173828,672697.4869995117,579484.6394348145,363121.8066101074,276459.63751220703
[TG(57:8)|TG(56:1)]_FA18:3,0.2393721791566479,6.553343372656506,1.4414951377999898,0.2298975478358699,0.4430620463039392,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,223222.17529296875,236721.2176513672,167127.71252441406,260232.0172119141,252914.05822753903,205220.8146972656,223421.2322998047,204579.373413086,465397.5676269531,455388.728881836,517248.33447265625,493490.0712890625,441787.44787597656,464377.43395996094,427819.8455810547,462821.16662597656,437287.41540527344,425924.572631836,356126.7248535156,429998.9948730469,378170.6909179688,361629.4057617188,359913.88244628906,400579.56799316406,206693.3338623047,228911.0173339844,216501.43493652344,195820.29565429688,192921.2548828125,196875.814453125,198283.2156982422,265832.3990478516,256318.42053222656,218163.99633789065,276593.7215576172,203962.8729248047,237407.79736328125,351240.4033203125,222009.6943359375,213745.83471679688,189364.79370117188,238017.07543945315,274686.7802734375,200478.87353515625,157444.8907470703,887303.1226806641,1500293.5471191406,1024403.7297363281,886135.4786376953,853912.6840820312,902547.5229492188,847926.0817871094,1649337.7077636719,1796805.8940429688,1931524.7022705078,955039.0113525391
DG(42:7)|DG(41:0)_C18:0,-0.2380779163446784,5.420405764690255,1.4402862197161994,0.2300930294938789,0.4431583015868825,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,DAG,108740.00714492798,116986.12836074828,118821.6086807251,119054.4878730774,149637.22915649414,119815.72812652588,114742.04821777344,121752.28874588013,132574.66870498657,153302.8709564209,124951.9689064026,121605.78813552856,125335.90892410278,119279.2082824707,127196.84881973268,123676.30894470216,119616.24775314333,119262.44804763794,115666.5675201416,121353.46858978271,126830.80937957764,304256.8013153076,177107.4925994873,115868.8282737732,118016.38863372804,115423.10882949828,125522.36922073364,123602.58832550047,112526.70805358888,121485.0888786316,118050.20817947388,114152.18811798096,117880.10781097412,112081.9878730774,113879.30853652954,114605.14854431152,136090.75047302246,116909.58917999268,132329.92874908447,115431.60795974731,114659.14775085448,125632.64925765993,162119.97103500366,117367.40827941896,129978.70959472656,463602.23205947876,724063.9315681458,500761.8763618469,505947.2942466736,466214.1932296753,519779.176322937,482564.45500946045,475898.73191070557,495488.2749710083,532435.2967033386,458446.5527648926
[TG(52:8)|TG(51:1)]_FA18:1,0.2390661271787263,8.312242337893467,1.4378421078454269,0.2304888537078588,0.4435734578293078,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,1118149.5334472656,586832.1411132812,642587.9453125,758779.6569824219,779424.0869140625,459244.4331054688,865647.314453125,716429.6481933594,1713924.1474609375,1720391.3884277344,1445409.7770996094,789502.2661132812,1205007.49609375,1549918.8674316406,1190859.8735351565,801750.5283203125,970441.764892578,1823173.2053222656,1525579.2145996094,1529587.8540039065,2455360.8569335938,1588864.4685058594,2111349.874023437,1644833.67578125,468067.06884765625,511302.0915527344,702716.701171875,436478.53125,444653.3310546875,417241.4108886719,553804.0749511719,680337.2023925781,1361058.65625,930984.4033203124,777727.7288818359,714627.1123046875,764375.6003417969,946396.6630859376,594193.986328125,815229.4174804686,1101678.3803710938,1545186.9594726565,976585.8876953124,1318337.4204101565,109954.64831542967,3106349.2768554688,7800408.875244141,3120195.667236328,2820745.4826660156,2096036.0192871094,4941788.647949219,2118564.3928222656,5848782.038818359,4747536.765380859,5669227.5791015625,3784397.900756836
[TG(64:8)|TG(63:1)]_FA22:5,0.2389350038728775,6.951712677617571,1.4362594587601052,0.2307456017082507,0.4435734578293078,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,253692.0355224609,308511.9196777344,366339.3074951172,397921.9475097656,384203.8079833984,292888.3016357422,295319.88177490234,219437.65966796875,479960.4503173828,420507.9922485352,343802.8448486328,545675.6179199219,679411.0870361328,435075.5499267578,560197.0232543945,854867.0745849609,234793.7954711914,662731.7237548828,964250.0904541016,799777.9956054686,381859.1075134277,449273.7322998047,536445.2988891602,463468.4100952149,471888.67333984375,213031.69342041016,146104.93060302734,193717.6942749024,339474.45751953125,328382.1782836914,261090.5140991211,580464.2024536133,215605.8961181641,195027.1356811524,240520.73852539065,316246.282409668,493881.072265625,260965.2982788086,297289.39892578125,196948.53338623047,256385.05834960932,174842.97229003906,420383.59686279297,423348.85009765625,156789.3511352539,1326465.2102050781,1831046.5487976074,1249084.3028564453,1191849.6510620117,1509411.352355957,1274960.4776000977,1024742.9916381836,2661553.6052856445,2529550.734802246,1789946.9053344727,967400.0527343752
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C18:0,-0.2377605366062061,3.303247854026333,1.43626229200774,0.2307451417717791,0.4435734578293078,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,DAG,28158.24191665649,27489.90205001831,27649.941875457764,25860.72193145752,30897.502117156982,24663.96169281006,25969.621921539307,28444.8018989563,27140.62188339233,36451.32262420654,28495.80195617676,27678.92195892334,25896.861923217773,27566.30192565918,25348.08180999756,24745.761798858643,25807.201915740967,27297.82182312012,28186.682067871097,30934.56217956543,27013.84194946289,77623.00561523438,52429.503509521484,25024.881881713867,25961.74192047119,24673.941772460938,28689.341968536377,30044.381969451904,25483.701778411865,26518.56171798706,27599.06198501587,26247.04193878174,27889.44202423096,24578.08161926269,28875.64193725586,25049.70178222656,33754.78260803223,28042.42206954956,33266.92207336426,27652.621913909912,25235.701877594,25696.361797332764,36082.98226547241,26345.041778564453,31889.96241760254,109158.80777359009,182091.23295593262,122716.74866485596,109975.88763046265,105848.36742019653,113360.08771896362,109369.40763092041,112226.26798629761,103557.00745773315,119766.66842269897,106392.86736297607
DG(44:9)|DG(43:2)_C18:0,-0.2371616068247826,3.7031067629759526,1.4290833879089462,0.2319140883086939,0.4455384220189105,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,DAG,31480.18217849731,34387.12232208252,35020.40236663818,34548.32233428955,51576.8638343811,35202.0625,31815.96225738525,34533.36241912842,37125.68270874024,52662.30366897583,38757.04273223877,38041.78287124634,35783.862438201904,34443.282413482666,38856.74275970459,34165.962310791016,34736.542472839355,35292.002296447754,33885.402324676514,39307.82274246216,38011.2626953125,94686.32653427124,69669.52513504028,33252.04216384888,38012.2225227356,33868.302474975586,36959.5827293396,32085.982299804688,33678.962409973145,33155.42239379883,33481.7624206543,32842.342235565186,33826.46237182617,32529.46229171753,35986.62261581421,33060.36245727539,49439.84313201904,33110.862297058105,48608.68327713013,35998.86248397827,36936.642475128174,34598.3825378418,58072.88445663452,34415.96244812012,39812.06283950806,135436.02920150757,235619.1565284729,167158.25119018555,153128.25101089478,133158.48945999146,164023.8719177246,140926.09002685547,143221.76983642578,143249.84992218018,166586.81198120117,135402.9097366333
[TG(64:15)|TG(63:8)|TG(62:1)]_FA22:5,0.2380844647347049,5.05986106326185,1.4260392221779057,0.2324119287103768,0.4460756468773675,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,TAG,110654.3278656006,77399.90528869629,113571.10870361328,89852.12661743164,141252.15020751953,94212.04653930664,80782.84594726561,74179.70584106445,210436.7939453125,134500.5698852539,135913.7693786621,110974.38787841795,164090.87469482422,146326.91171264648,109538.64712524414,112747.60877990724,153647.6294708252,141753.2101135254,150803.37200927734,133977.83032226565,183854.4336547852,123126.94863891602,128484.94970703124,108113.96774291992,103688.78659057616,49881.043548583984,48469.00311279297,73006.6255493164,85847.90634155273,104693.04672241212,70577.62461853027,101760.56733703612,90878.60612487792,82251.74563598633,64465.08451843262,68562.74488830566,93662.56727600098,81818.58587646484,82245.52554321289,64989.82458496094,87424.92623901367,81683.20637512207,94495.4866027832,103347.92623901369,35075.942794799805,391477.4684753418,543580.2997436523,322716.50328063965,390426.74853515625,362879.14501953125,366951.5454559326,275045.45880126953,580182.0419158936,532704.0423126221,591825.5210876465,306158.18116760254
DG(32:3)_C18:1,-0.2367866981999427,5.944613862084831,1.4246886645287304,0.2326332109166698,0.4460756468773675,24,20,Genotype_ 5xFAD | Region_ Brain,Genotype_ WT | Region_ Brain,DAG,106996.2074508667,140720.96998214722,146363.30949783325,123875.49041366576,122582.28811645508,122178.18893814088,137755.39040374756,153310.8724403381,183669.5341873169,126479.46656799316,152643.8529396057,171330.332988739,129960.66842651369,195236.274181366,128558.72909545898,137908.4884033203,194600.0157165528,105356.08660125732,139758.6117324829,164618.10956573486,122924.38911437988,122343.88732910156,171478.9506072998,139723.05012512207,114678.92865371704,78878.02593231201,119782.9493598938,108930.76728439333,138702.64807510376,116808.20760726929,144489.7314453125,280057.6021118164,147911.33261108398,116627.9268875122,110171.22805404665,142357.86958694458,127581.7892074585,134273.87134170532,162110.313457489,107863.68856048584,141574.66933822632,107739.98823165894,121009.49018859863,120350.36741256714,1149421.6794433594,517955.97734451294,556470.2771759033,531829.6625671387,535826.7398986816,680058.189239502,490674.515171051,422270.67123031616,604332.8236160278,591664.1601066589,634123.1866836548,517068.3571395874
