,Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Sample_ID,Transition,Lipid,Correct_RT,Biology,Genotype,Cage,Mouse
4781226,503.4,183.0,11.255366666666667,449.0,11192023_5xFAD-m2-hippo-FAD257_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.26,hippo,5xFAD,FAD257,m2
223501,471.4,183.0,7.600350000000001,424.0,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,471.4 -> 183.0,20:4,7.6,cereb,WT,,m1
2489238,503.4,183.0,11.113233333333334,424.0,11162023_WT-m5-dienc-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.11,dienc,WT,,m5
3797130,503.4,183.0,11.164916666666667,424.0,11192023_5xFAD-m1-hippo-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.16,hippo,5xFAD,,m1
2574405,503.4,183.0,11.164900000000001,408.0,11162023_WT-m5-dienc-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.16,dienc,WT,FAD263,m5
2696673,503.4,183.0,11.048633333333333,408.0,11162023_WT-m5-hippo-FAD259_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.05,hippo,WT,,m5
79428,443.3,183.0,6.206383333333334,366.0,11162023_Blank-AMP_2x_MRMs_O3off_01,443.3 -> 183.0,18:4,6.21,,,,
3414007,503.4,183.0,11.294116666666667,308.0,11192023_5xFAD-m1-dienc-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.29,dienc,5xFAD,FAD231,m1
2397787,503.4,183.0,11.177833333333334,307.0,11162023_WT-m5-cortex-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.18,cortex,WT,FAD263,m5
3924737,503.4,183.0,9.821183333333334,296.0,11192023_5xFAD-m2-cereb-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,9.82,cereb,5xFAD,FAD231,m2
880421,503.4,183.0,11.268266666666667,293.0,11162023_WT-m2-dienc-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.27,dienc,WT,,m2
354240,503.4,183.0,8.503316666666667,289.0,11162023_WT-m1-cortex-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,8.5,cortex,WT,,m1
673840,503.4,183.0,11.268266666666667,279.0,11162023_WT-m2-cereb-FAD246_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.27,cereb,WT,,m2
2781464,503.4,183.0,8.464550000000001,278.0,11162023_WT-m5-hippo-FAD263_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,8.46,hippo,WT,FAD263,m5
2903145,503.4,183.0,11.061566666666668,277.0,11192023_5xFAD-m1-cereb-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.06,cereb,5xFAD,FAD231,m1
3669307,503.4,183.0,9.717816666666668,261.0,11192023_5xFAD-m1-hippo-FAD231_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,9.72,hippo,5xFAD,FAD231,m1
239824,503.4,183.0,8.490400000000001,257.0,11162023_WT-m1-cereb-FAD245_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,8.49,cereb,WT,,m1
95793,471.4,183.0,7.6391,252.0,11162023_Blank-AMP_2x_MRMs_O3off_01,471.4 -> 183.0,20:4,7.64,,,,
993714,503.4,183.0,11.397466666666666,224.0,11162023_WT-m2-hippo-FAD249_AMP_2x_0.05uMd216-0_MRMs_O3off_01,503.4 -> 183.0,22:2,11.4,hippo,WT,,m2
112345,503.4,183.0,11.4879,172.0,11162023_Blank-AMP_2x_MRMs_O3off_01,503.4 -> 183.0,22:2,11.49,,,,
