Lipid,Class,DOD73-5xFAD-M2liver,FAD173-5xFAD-M1liver,blank_033123,Title1,Title2,Title,length1,length2,Blank_name
PCo(34:2),PC,91591.66458129883,527287.5131225586,36122.46240234375,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(34:3),PC,89137.7466430664,261953.99920654297,30721.922088623047,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(34:4),PC,91644.5454711914,211158.19760131836,26506.542022705078,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(36:1),PC,614993.4243774414,486995.0041503906,43657.843200683594,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(36:2),PC,466367.37536621094,378480.85021972656,40597.30261230469,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(36:3),PC,455566.5986022949,362100.7457885742,42191.22302246094,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(36:4),PC,455518.5846557617,369303.24102783203,39076.54296875,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(36:5),PC,468100.8109741211,359164.9714355469,37632.28271484375,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(38:0),PC,887408.9538574219,635436.2189941406,50495.42346191406,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(38:1),PC,834123.0269775391,601926.7499389648,46393.703125,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(38:3),PC,689423.0865478516,501402.9344482422,52632.82360839844,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(38:4),PC,598316.1433105469,449566.65283203125,56174.82373046875,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(38:5),PC,592686.9577636719,443355.4483642578,54038.223693847656,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(38:6),PC,582056.9506835938,432988.03271484375,55259.40362548828,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(40:0),PC,661552.3932800293,262505.80044555664,20060.341430664062,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(40:1),PC,830832.1791381836,663375.5046691895,19216.101348876953,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(40:2),PC,839597.7322387695,336042.1649169922,19723.961364746094,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(40:5),PC,752088.2249145508,316379.64697265625,32418.082122802734,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(40:6),PC,745074.5775756836,311635.0610961914,30571.542205810547,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(42:0),PC,182629.07067871094,143526.791015625,73825.04528808594,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(42:1),PC,212722.55505371094,171175.2529296875,74520.08544921875,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(42:2),PC,218803.40014648438,181784.9716796875,78954.28540039062,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(42:3),PC,228131.81787109375,179395.58911132812,78042.64599609375,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(42:4),PC,227602.65698242188,180481.40795898438,75490.705078125,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(44:3),PC,13553.08088684082,20533.08155822754,8693.92060470581,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(44:4),PC,24646.201873779297,20046.101333618164,10063.480743408203,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCo(44:5),PC,13062.2209815979,19952.701503753662,9641.58073425293,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCp(32:4),PC,88756.98571777344,181299.3497619629,27723.622039794922,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCp(36:5),PC,783763.1045532227,353833.22888183594,39010.20291137695,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PCp(42:4),PC,220962.33239746094,178926.99169921875,75215.72521972656,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (14:0),PE,22934.501556396484,22818.581420898438,23680.161651611328,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (14:1),PE,51183.96350097656,51018.863830566406,51189.52355957031,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (16:1),PE,1940.960132598877,2016.1801490783691,2332.060173034668,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (18:1),PE,30174.322204589844,30255.101989746094,30801.522247314453,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (18:2),PE,26856.241729736328,24020.801651000977,26867.621963500977,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (18:3),PE,24702.201690673828,25855.48193359375,25298.021743774414,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (18:4),PE,27820.362030029297,31051.442108154297,30707.842254638672,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (20:0),PE,27802.48175048828,32225.36215209961,28658.60205078125,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (20:1),PE,33361.02230834961,32168.022186279297,35310.86260986328,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (20:2),PE,27492.021713256836,28661.982162475586,25265.061553955078,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (20:3),PE,46757.6633605957,47023.4035949707,48175.343505859375,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (20:4),PE,34629.56234741211,34709.5625,36836.24240112305,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (20:5),PE,183788.17309570312,171930.21264648438,175300.79248046875,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (22:0),PE,27885.401977539062,27939.122100830078,27508.0020904541,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (22:1),PE,25066.74200439453,25457.341674804688,23717.301696777344,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (22:2),PE,28559.84210205078,26642.641860961914,29265.40216064453,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (22:4),PE,31742.702423095703,31345.20230102539,33336.64239501953,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (22:6),PE,61239.62438964844,64226.48504638672,58458.64404296875,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (24:0),PE,53292.66387939453,55505.263610839844,55537.70422363281,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (26:0),PE,50903.70346069336,51807.98358154297,49282.04345703125,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (26:1),PE,43933.343322753906,43801.12316894531,42098.0830078125,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (28:0),PE,45005.04327392578,42866.163024902344,41124.88299560547,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (28:2),PE,61291.30432128906,60901.72448730469,59002.98425292969,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (30:0),PE,55022.623779296875,54069.523864746094,52084.78369140625,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (30:1),PE,30043.76202392578,28487.82208251953,30806.66226196289,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (30:2),PE,31120.882202148438,31768.562133789062,29659.022003173828,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (30:3),PE,34833.16241455078,33906.18249511719,32662.94223022461,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (30:4),PE,32533.562622070312,29793.522247314453,31676.262420654297,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (32:1),PE,41895.582916259766,38870.74295043945,37252.402893066406,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (32:2),PE,40338.50280761719,41041.06311035156,41096.30303955078,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (32:3),PE,53421.96368408203,48576.36346435547,47541.203216552734,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (32:4),PE,28063.282012939453,30716.342163085938,31603.442108154297,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (32:5),PE,35641.442321777344,35563.16271972656,36140.862548828125,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (34:0),PE,57898.60430908203,54965.183654785156,55486.50360107422,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (34:3),PE,39084.142181396484,39517.94305419922,38637.86282348633,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (34:4),PE,35679.88229370117,34310.982666015625,37166.0426940918,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (34:5),PE,36169.18246459961,36848.562561035156,37462.142333984375,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (34:6),PE,41485.36267089844,44198.143127441406,42081.022857666016,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (36:0),PE,51678.563720703125,50229.42333984375,48199.14324951172,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (36:1),PE,61109.50451660156,58796.40417480469,56795.54425048828,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (36:2),PE,94767.06774902344,85295.42639160156,56516.72412109375,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (36:5),PE,54785.00354003906,56398.18389892578,52536.923767089844,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (36:6),PE,43247.10302734375,44798.68325805664,45059.22332763672,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (38:1),PE,59443.984313964844,58230.28405761719,56904.723876953125,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (38:2),PE,45628.383056640625,45560.04309082031,46728.783264160156,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (38:3),PE,60123.36358642578,59911.88439941406,41483.363037109375,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (38:4),PE,204145.89587402344,178099.03649902344,47202.28317260742,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (38:5),PE,104490.74719238281,108634.26788330078,46013.94354248047,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (38:6),PE,173607.17181396484,154337.53283691406,48064.50378417969,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (40:2),PE,42098.00308227539,48698.22344970703,45858.08312988281,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (40:3),PE,49631.143493652344,48036.502990722656,46701.603271484375,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (40:4),PE,58470.02392578125,55681.10418701172,50133.38330078125,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (40:5),PE,52829.143798828125,50201.84338378906,44370.64306640625,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (42:0),PE,38858.822509765625,33659.20227050781,36550.3625793457,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (42:1),PE,37232.20251464844,38693.42282104492,38797.642822265625,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (42:2),PE,45175.8232421875,46689.463439941406,43919.78308105469,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (42:3),PE,45380.00323486328,46939.42364501953,44453.62322998047,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (42:4),PE,35428.48263549805,36855.08233642578,38401.00289916992,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (42:5),PE,31695.142303466797,33832.782318115234,33907.40252685547,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (42:6),PE,38973.48263549805,35919.802734375,37506.28234863281,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (44:0),PE,27912.961910247803,24205.58172607422,26666.30163192749,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (44:1),PE,46616.543212890625,50932.10372924805,49854.70344543457,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (44:10),PE,65739.96533203125,65771.20495605469,68389.30505371094,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (44:12),PE,31868.782287597656,31909.222198486328,32190.222229003906,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (44:2),PE,61912.12405395508,67860.86465454102,67209.52471923828,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (44:3),PE,49315.9436340332,45673.92346191406,50561.123138427734,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (44:4),PE,50146.802795410156,46977.76336669922,44281.36325073242,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (44:5),PE,30535.562408447266,30832.962188720703,32833.6423034668,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (44:6),PE,32647.24237060547,30617.982299804688,34128.662109375,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (46:1),PE,35380.18267059326,38500.62298965454,32941.242279052734,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PE (52:4),PE,21078.361434936523,19646.9013671875,19509.64144897461,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (18:0),PE,35290.98260498047,32229.482147216797,32571.58218383789,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (18:1),PE,28338.12191772461,24120.841827392578,26312.301849365234,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (20:0),PE,33077.5422668457,32243.002563476562,30272.94219970703,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (28:0),PE,30336.68231201172,26409.46192932129,28446.141967773438,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (30:0),PE,42885.42288208008,43681.363189697266,32123.242095947266,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (32:1),PE,43930.5029296875,45883.20330810547,45338.02307128906,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (32:5),PE,48239.64318847656,40534.282775878906,41462.64294433594,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (34:0),PE,55986.0041809082,49341.64376831055,49333.063415527344,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (34:1),PE,77681.08557128906,71045.60446166992,82720.26608276367,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (34:2),PE,42742.602966308594,41169.60299682617,41885.28308105469,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (34:3),PE,34257.642486572266,33045.922271728516,35265.842529296875,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (34:4),PE,32719.942474365234,33024.86242675781,32256.542236328125,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (36:0),PE,49565.303649902344,41607.20294189453,41021.202880859375,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (36:1),PE,48772.94348144531,47019.50344848633,47210.50323486328,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (36:2),PE,44600.88327026367,39371.08267211914,41047.542541503906,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (36:3),PE,34366.66241455078,38469.18273925781,34366.0221862793,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (36:4),PE,35204.76239013672,34534.002532958984,33412.66226196289,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (36:5),PE,42777.36297607422,45785.363342285156,43214.74313354492,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (38:0),PE,47298.743591308594,45629.22332763672,42944.24285888672,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (38:1),PE,56602.343811035156,55469.68347167969,58946.46398925781,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (38:2),PE,51989.24395751953,49886.78369140625,53618.803955078125,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (38:3),PE,42055.502838134766,39878.86282348633,38503.822662353516,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (38:4),PE,45160.343322753906,48944.183349609375,44915.38327026367,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (38:5),PE,49498.16357421875,50644.08319091797,49616.763427734375,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (38:6),PE,40770.92272949219,41393.96319580078,41192.20324707031,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (40:0),PE,68087.60412597656,66845.68548583984,47219.28338623047,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (40:2),PE,55978.503967285156,53629.323638916016,54228.10400390625,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (40:3),PE,46022.10321044922,45966.40319824219,45897.56335449219,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (40:4),PE,44839.74313354492,45867.76336669922,43754.20300292969,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (40:5),PE,52418.42303466797,51755.52404785156,51714.92321777344,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (40:6),PE,60703.724548339844,58961.104248046875,59363.22430419922,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (42:0),PE,39464.602783203125,34232.22247314453,40741.78271484375,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (42:2),PE,39548.62292480469,40066.862731933594,40912.42297363281,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (42:4),PE,38505.00280761719,37601.20245361328,39213.482849121094,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEo (42:6),PE,44416.862854003906,43052.32287597656,41442.0426940918,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEp (16:0),PE,31451.20233154297,33181.94250488281,31926.921966552734,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEp (20:0),PE,28982.042053222656,29693.66229248047,28468.921905517578,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEp (28:0),PE,27139.781951904297,27713.242095947266,26663.941772460938,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEp (30:0),PE,26679.86183166504,26804.48193359375,27885.381713867188,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEp (30:1),PE,30034.742218017578,29265.60189819336,30543.942169189453,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEp (32:1),PE,30333.382202148438,28373.24220275879,29309.761947631836,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEp (34:4),PE,33154.922424316406,36460.98260498047,33047.98245239258,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEp (36:5),PE,42566.242919921875,40269.98272705078,41441.28305053711,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEp (42:0),PE,37690.102600097656,34972.24240112305,39723.14291381836,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PEp (42:4),PE,38596.58279418945,36340.14254760742,38036.14270019531,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PI (24:0),PI,78238.44506835938,79416.56591796875,76827.46533203125,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PI (24:0)_2,PI,79789.38549804688,82839.8857421875,77534.80517578125,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PI (26:0),PI,60502.70446777344,61151.02380371094,59617.04406738281,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PI (26:0)_2,PI,57483.32385253906,56265.44396972656,58404.743896484375,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PI (26:1),PI,26150.161865234375,24616.641662597656,26145.58203125,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PI (26:1)_2,PI,24173.841552734375,25181.481811523438,24841.50177001953,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PI (28:0),PI,41452.44299316406,42285.703125,42901.5830078125,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PI (28:0)_2,PI,39718.10290527344,41904.302978515625,41148.7626953125,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PI (28:1),PI,44133.283203125,46890.44323730469,41855.64270019531,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PI (28:1)_2,PI,43267.58288574219,47571.682861328125,40781.98303222656,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PI (28:2),PI,8511.700653076172,9510.340576171875,10278.360702514648,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PI (28:2)_2,PI,8645.280624389648,9312.480682373047,8661.620613098145,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
PI (30:0),PI,58611.92346191406,58639.883544921875,59210.764404296875,Cage: DOD73,Cage: FAD173,Cage: DOD73 vs Cage: FAD173Extra Name,1,1,blank_033123
