Lipid,Class,FAD173-5xFAD-M1liver,FAD131-5xFAD-M1liver,FAD131-5xFAD-M2liver,FAD131-5xFAD-M4liver,blank_033123,Title1,Title2,Title,length1,length2,Blank_name
PE (42:5),PE,33832.782318115234,35092.14254760742,35267.28259277344,33881.98260498047,33907.40252685547,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (42:6),PE,35919.802734375,36305.96267700195,39508.08288574219,38753.182556152344,37506.28234863281,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (44:0),PE,24205.58172607422,27546.981903076172,28940.881999969482,27799.321990966797,26666.30163192749,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (44:1),PE,50932.10372924805,47234.963638305664,50413.9436340332,48005.86325836182,49854.70344543457,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (44:10),PE,65771.20495605469,59967.84423828125,66639.94482421875,67628.66436767578,68389.30505371094,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (44:12),PE,31909.222198486328,34393.602630615234,35243.642578125,33865.50241088867,32190.222229003906,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (44:2),PE,67860.86465454102,59422.60418701172,67708.60498046875,65267.90399169922,67209.52471923828,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (44:3),PE,45673.92346191406,46906.28308105469,57226.324615478516,63419.324310302734,50561.123138427734,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (44:4),PE,46977.76336669922,47931.363342285156,60523.984954833984,93907.00622558594,44281.36325073242,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (44:5),PE,30832.962188720703,32588.982330322266,32632.80239868164,32448.10235595703,32833.6423034668,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (44:6),PE,30617.982299804688,30575.482147216797,31005.322387695312,31951.362243652344,34128.662109375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (46:1),PE,38500.62298965454,39474.622886657715,44413.96335601807,30840.10210418701,32941.242279052734,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PE (52:4),PE,19646.9013671875,22572.12142944336,21144.52147293091,21208.30145263672,19509.64144897461,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (18:0),PE,32229.482147216797,36136.88269042969,32969.082458496094,33741.44256591797,32571.58218383789,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (18:1),PE,24120.841827392578,28806.942138671875,26368.301879882812,25871.341857910156,26312.301849365234,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (20:0),PE,32243.002563476562,32193.102325439453,32186.882385253906,36449.14270019531,30272.94219970703,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (28:0),PE,26409.46192932129,30266.542083740234,26587.60191345215,26116.3818359375,28446.141967773438,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (30:0),PE,43681.363189697266,44597.783294677734,44289.063049316406,38246.582763671875,32123.242095947266,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (32:1),PE,45883.20330810547,49693.003479003906,44664.76321411133,43211.4033203125,45338.02307128906,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (32:5),PE,40534.282775878906,40483.862884521484,44594.16354370117,43689.482971191406,41462.64294433594,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (34:0),PE,49341.64376831055,51983.6838684082,54173.30450439453,64334.52459716797,49333.063415527344,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (34:1),PE,71045.60446166992,76009.62503051758,86927.56463623047,127100.20922851562,82720.26608276367,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (34:2),PE,41169.60299682617,43032.12301635742,40039.7229309082,41251.48303222656,41885.28308105469,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (34:3),PE,33045.922271728516,33650.28225708008,33766.56253051758,34732.24270629883,35265.842529296875,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (34:4),PE,33024.86242675781,32995.60241699219,30466.382049560547,31762.342071533203,32256.542236328125,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (36:0),PE,41607.20294189453,47215.04333496094,45283.143310546875,44983.243103027344,41021.202880859375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (36:1),PE,47019.50344848633,45410.04315185547,45314.56329345703,44469.00323486328,47210.50323486328,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (36:2),PE,39371.08267211914,43220.1828918457,42664.36315917969,43486.26318359375,41047.542541503906,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (36:3),PE,38469.18273925781,37260.04263305664,37493.38265991211,33692.56231689453,34366.0221862793,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (36:4),PE,34534.002532958984,33586.06234741211,34440.26235961914,35738.882415771484,33412.66226196289,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (36:5),PE,45785.363342285156,42532.18295288086,43539.02310180664,44392.8232421875,43214.74313354492,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (38:0),PE,45629.22332763672,47138.90344238281,48477.782958984375,44069.86297607422,42944.24285888672,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (38:1),PE,55469.68347167969,59682.96435546875,57577.223876953125,61498.68444824219,58946.46398925781,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (38:2),PE,49886.78369140625,53126.46374511719,51265.06408691406,52092.063415527344,53618.803955078125,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (38:3),PE,39878.86282348633,39845.1628112793,41787.28286743164,41450.743103027344,38503.822662353516,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (38:4),PE,48944.183349609375,44871.06298828125,45919.16345214844,46459.303161621094,44915.38327026367,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (38:5),PE,50644.08319091797,50226.783599853516,50643.00402832031,51145.84338378906,49616.763427734375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (38:6),PE,41393.96319580078,39644.94287109375,38835.16259765625,40726.803131103516,41192.20324707031,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (40:0),PE,66845.68548583984,83122.48608398438,82688.60528564453,50375.90377807617,47219.28338623047,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (40:2),PE,53629.323638916016,54818.703857421875,56013.02374267578,52888.023681640625,54228.10400390625,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (40:3),PE,45966.40319824219,47293.5634765625,46537.84326171875,45488.16326904297,45897.56335449219,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (40:4),PE,45867.76336669922,44712.243103027344,44810.7431640625,41112.682861328125,43754.20300292969,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (40:5),PE,51755.52404785156,51614.803955078125,54134.704040527344,63034.144104003906,51714.92321777344,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (40:6),PE,58961.104248046875,58735.76431274414,62352.763916015625,78650.32568359375,59363.22430419922,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (42:0),PE,34232.22247314453,37566.382720947266,38891.98278808594,37840.122802734375,40741.78271484375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (42:2),PE,40066.862731933594,41401.92288208008,39652.982666015625,39242.8630065918,40912.42297363281,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (42:4),PE,37601.20245361328,38841.582458496094,39385.80258178711,39045.22262573242,39213.482849121094,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEo (42:6),PE,43052.32287597656,45344.002990722656,41712.763122558594,44168.28308105469,41442.0426940918,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEp (16:0),PE,33181.94250488281,32300.30209350586,31736.482421875,31510.542251586914,31926.921966552734,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEp (20:0),PE,29693.66229248047,29729.82196044922,29388.141876220703,28153.20213317871,28468.921905517578,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEp (28:0),PE,27713.242095947266,26990.76206970215,26616.001846313477,25697.64175415039,26663.941772460938,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEp (30:0),PE,26804.48193359375,27368.202087402344,27556.362213134766,28445.1220703125,27885.381713867188,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEp (30:1),PE,29265.60189819336,29205.38217163086,30389.142059326172,30081.482177734375,30543.942169189453,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEp (32:1),PE,28373.24220275879,30787.442016601562,27758.642120361328,32142.502227783203,29309.761947631836,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEp (34:4),PE,36460.98260498047,33940.30224609375,32261.24217224121,33478.842376708984,33047.98245239258,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEp (36:5),PE,40269.98272705078,43191.76290893555,42250.06253051758,41671.48306274414,41441.28305053711,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEp (42:0),PE,34972.24240112305,41274.64288330078,38004.482849121094,40163.302734375,39723.14291381836,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PEp (42:4),PE,36340.14254760742,37882.8229675293,38008.68264770508,37418.982666015625,38036.14270019531,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (24:0),PI,79416.56591796875,90356.20629882812,81773.52563476562,78046.00537109375,76827.46533203125,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (24:0)_2,PI,82839.8857421875,77963.04565429688,77281.60498046875,81971.28588867188,77534.80517578125,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (26:0),PI,61151.02380371094,60454.504150390625,55756.624267578125,58807.824462890625,59617.04406738281,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (26:0)_2,PI,56265.44396972656,58738.38415527344,56779.64440917969,60539.704345703125,58404.743896484375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (26:1),PI,24616.641662597656,28279.881958007812,25272.201782226562,26487.042114257812,26145.58203125,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (26:1)_2,PI,25181.481811523438,25432.261779785156,25913.341918945312,22912.301513671875,24841.50177001953,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (28:0),PI,42285.703125,44295.22326660156,42615.502685546875,41899.78308105469,42901.5830078125,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (28:0)_2,PI,41904.302978515625,40524.282958984375,39955.34265136719,43165.5029296875,41148.7626953125,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (28:1),PI,46890.44323730469,42212.7431640625,43901.802978515625,42181.102783203125,41855.64270019531,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (28:1)_2,PI,47571.682861328125,45504.08337402344,42543.46325683594,41857.58288574219,40781.98303222656,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (28:2),PI,9510.340576171875,10869.000747680664,8904.24055480957,8373.840576171875,10278.360702514648,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (28:2)_2,PI,9312.480682373047,9971.6806640625,9016.560745239258,8948.120613098145,8661.620613098145,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (30:0),PI,58639.883544921875,58078.9443359375,62924.56408691406,63506.86437988281,59210.764404296875,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (30:0)_2,PI,61802.42443847656,56050.563720703125,60782.924072265625,61909.584716796875,54731.984130859375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (30:1),PI,24247.481872558594,21478.18148803711,25764.781799316406,23759.021575927734,23050.3818359375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (30:1)_2,PI,23641.401763916016,23497.881591796875,25053.341857910156,23206.681518554688,23428.722045898438,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (30:2),PI,16669.96127319336,16162.841247558594,17201.641357421875,18545.361206054688,16650.521270751953,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (30:2)_2,PI,15901.90103149414,15221.201110839844,18660.401153564453,17532.54135131836,14333.140930175781,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (30:4),PI,9387.960632324219,8783.24055480957,7809.020553588867,7066.700523376465,8617.320594787598,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (30:4)_2,PI,9665.220672607422,9479.960723876953,7525.120529174805,8927.640625,9568.660720825195,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (32:1),PI,58078.64453125,90787.16784667969,136103.78771972656,41326.682861328125,44211.663330078125,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (32:1)_2,PI,55200.72424316406,82733.52648925781,126613.86804199219,40014.80285644531,38805.22302246094,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (32:2),PI,36328.10266113281,40567.763244628906,55546.2431640625,29268.901977539062,27486.361938476562,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (32:2)_2,PI,35642.222900390625,43832.98327636719,59060.60510253906,24960.381774902344,27518.461791992188,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (32:3),PI,10735.10075378418,11026.500793457031,10390.58073425293,11210.100799560547,7347.340469360352,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (32:3)_2,PI,10257.56069946289,10278.040771484375,12117.760795593262,9021.280639648438,8312.400581359863,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (32:4),PI,9205.080703735352,8718.780544281006,8777.62060546875,7540.540542602539,7648.000549316406,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (32:4)_2,PI,8037.680557250977,8402.220642089844,7932.240585327148,7278.0605392456055,7224.300537109375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (34:0),PI,98783.76696777344,119068.46862792969,159210.8341064453,72717.78527832031,62286.44421386719,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (34:0)_2,PI,87975.78601074219,109794.84814453125,155759.9951171875,75752.40576171875,59894.50427246094,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (34:3),PI,95762.66627502441,171588.2110748291,224094.44732666016,19830.58171081543,11609.360900878906,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (34:3)_2,PI,93474.02613830566,147846.1713104248,229906.47053527832,17738.9813079834,9799.720748901367,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (34:4),PI,16788.201202392578,14581.341094970703,20604.16130065918,11174.940826416016,14200.980926513672,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (34:4)_2,PI,18096.501205444336,14655.940963745117,17683.581161499023,9310.920669555664,16499.540893554688,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (34:5),PI,12041.720947265625,8191.980529785156,11852.400833129883,9585.760696411133,11937.08090209961,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (34:5)_2,PI,11876.440826416016,11986.161026000977,9264.040664672852,9366.920623779297,11575.040832519531,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (34:6),PI,16743.781311035156,16441.181182861328,16789.561248779297,15856.741180419922,16858.621002197266,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (34:6)_2,PI,17983.801177978516,17086.14126586914,15797.361206054688,16870.68133544922,16168.60107421875,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (36:0),PI,39182.70281982422,47696.363342285156,59452.24377441406,25626.881896972656,26903.841857910156,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (36:0)_2,PI,36768.90222167969,44293.40295410156,54329.68341064453,25556.16162109375,24925.021850585938,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (36:1),PI,227982.93518066406,472436.0231933594,690620.6750488281,44362.10314941406,24821.521697998047,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (36:1)_2,PI,221605.16918945312,449395.8217163086,652245.837097168,44326.00280761719,24826.161743164062,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (36:2),PI,1709628.7700805664,3922840.4086914062,5829154.800048828,237335.97369384766,33427.06219482422,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (36:2)_2,PI,1676662.8424072266,3787828.7811279297,5641016.251342773,218998.2958984375,32130.542419433594,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (36:4),PI,1295144.963256836,384700.76596069336,1017975.4953308105,121349.4871673584,10845.540756225586,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (36:4)_2,PI,1237888.3709106445,354590.4378967285,968888.3960876465,117065.41087341309,10631.220779418945,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (36:5),PI,63376.72560119629,48042.702880859375,115860.41035461426,12414.64094543457,9111.180587768555,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (36:5)_2,PI,58111.14373779297,47132.46284484863,114655.41146850586,20601.681854248047,9289.280715942383,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (36:6),PI,26006.381546020508,28020.542221069336,30091.26187133789,16273.360931396484,13731.740814208984,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (36:6)_2,PI,15075.781188964844,23644.261322021484,29950.942489624023,12806.060928344727,9449.180648803711,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (38:1),PI,25569.262268066406,48354.06303405762,56039.2639465332,12821.541000366211,9819.040664672852,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (38:1)_2,PI,24553.941497802734,43235.44319152832,56771.26467895508,11138.160781860352,9768.160736083984,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (38:2),PI,80527.26708984375,193837.5350341797,238265.05877685547,12728.460861206055,8507.80054473877,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (38:2)_2,PI,80239.06562805176,179725.27407836914,233473.18022155762,13152.500999450684,9213.860580444336,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (38:3),PI,126672.03045654297,218934.4571685791,245792.97732543945,15502.541015625,8749.26058959961,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (38:3)_2,PI,116556.2271270752,214171.84008789062,243271.8948059082,15180.00131225586,8691.940605163574,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (38:4),PI,114274.090675354,165062.78443145752,190155.56977844238,16535.10102081299,7739.220542907715,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (38:4)_2,PI,106336.24604034424,163261.02685546875,176696.69383239746,17396.221221923828,7175.8404541015625,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (38:5),PI,106522.46670532227,130756.47328186035,156807.43269348145,17332.840896606445,9287.440628051758,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (38:5)_2,PI,103263.76649475098,124258.74520874023,161872.81449890137,16960.961166381836,8851.300659179688,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (38:6),PI,77139.32650756836,79780.18685913086,100114.5853881836,17358.401153564453,10935.220825195312,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (38:6)_2,PI,76773.88478088379,79048.8860168457,95087.52629089355,18973.041595458984,10878.180801391602,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (40:0),PI,12163.500671386719,10508.74087524414,11763.100769042969,11033.42074584961,11657.100830078125,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (40:0)_2,PI,12409.380783081055,10722.800720214844,10763.12075805664,10377.140808105469,9568.220718383789,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (40:2),PI,14800.361038208008,20841.081619262695,21554.80174255371,8145.420631408691,7642.760498046875,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (40:2)_2,PI,14651.74095916748,18955.441528320312,18239.20118713379,7438.00061416626,6244.700424194336,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (40:3),PI,16128.401290893555,19485.58171081543,18821.58113861084,8628.920608520508,8424.840545654297,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (40:3)_2,PI,18077.581352233887,19899.061401367188,19675.22152709961,7093.960494995117,7598.2406005859375,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (40:4),PI,17399.101318359375,18923.321311950684,23084.301681518555,12812.680809020996,10290.22077178955,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (40:4)_2,PI,17937.761459350586,19068.821166992188,21096.581115722656,12289.780670166016,9412.460563659668,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (40:5),PI,47207.74277496338,51624.42500305176,64679.486152648926,35422.222564697266,23454.161743164062,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (40:5)_2,PI,41862.362243652344,47830.78355407715,64895.582122802734,35639.782791137695,23483.22198486328,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (40:6),PI,91172.82693481445,101447.30703735352,131084.45068359375,77878.90339660645,54101.44435119629,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (40:6)_2,PI,83342.36277770996,99239.62628173828,130789.61204528809,78035.1236038208,51849.90376281738,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
PI (42:0),PI,6955.3804931640625,6636.040458679199,6126.320465087891,7777.420501708984,7528.320587158203,Cage: FAD173,Cage: FAD131,Cage: FAD173 vs Cage: FAD131Extra Name,1,3,blank_033123
