Lipid,Class,DOD93_F4_Female_5xFAD_cerebellum,DOD94_F4_Female_5xFAD_cerebellum,DOD94_F3_Female_WT_cerebellum,FAD184_F3_Female_WT_cerebellum,FAD184_F4_Female_WT_cerebellum,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
1-O-behenoyl-Cer(d18:1/16:0),Cer,9689.680694580078,8318.060626983643,9103.68058013916,9683.860694885254,8625.36058807373,13441.081062316895,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(41:1)]_FA14:0,TAG,71682.98495483398,93852.20727539062,82313.92636108398,77684.34432983398,83056.88540649414,34149.50248718262,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(41:1)]_FA16:0 | DG(42:1)_C16:0,TAG | DAG,69375.99474906921,98059.62677001953,89434.48661804199,57113.43424797058,64531.67453575134,52809.523849487305,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(41:1)]_FA16:1 | DG(42:1)_C16:1,TAG | DAG,94407.27703475952,105182.86734580994,116555.01819419861,101597.76663017273,106958.2772064209,60872.28437805176,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(41:1)]_FA18:0 | DG(42:1)_C18:0,TAG | DAG,54254.06392097473,55484.334020614624,49129.28373336792,46784.31335258484,53242.60369682312,44735.353088378906,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(41:1)]_FA18:1 | DG(42:1)_C18:1,TAG | DAG,88188.6058139801,93617.56693077087,95309.82586097717,84168.09578895569,101387.41749954224,69570.83486938477,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(41:2)]_FA14:0,TAG,104861.90515136719,132056.28735351562,78940.724609375,91041.58685302734,53753.803802490234,26025.10171508789,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(41:2)]_FA16:0 | DG(42:2)_C16:0,TAG | DAG,53166.89399909973,62689.32443237305,56175.72375488281,40482.94307899475,40476.21277809143,41075.35266113281,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(41:2)]_FA16:1 | DG(42:2)_C16:1,TAG | DAG,58260.37415122986,70096.81484794617,75795.09532737732,54322.89392662048,69871.07472038269,54628.824157714844,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(41:2)]_FA18:0 | DG(42:2)_C18:0,TAG | DAG,41658.4630279541,49379.07360458374,43225.53313446045,40797.40319824219,44109.483139038086,32622.18235015869,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(41:2)]_FA18:1 | DG(42:2)_C18:1,TAG | DAG,64515.534673690796,62178.51474189758,58893.724142074585,56165.70408821106,66358.06485939026,47696.08352661133,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(41:2)]_FA18:2 | DG(42:2)_C18:2,TAG | DAG,96362.06683921814,105598.19741630554,105340.36771774292,92675.0964679718,107894.42714118958,86824.88626098633,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(42:0)]_FA14:0,TAG,126128.44860839844,141971.81030273438,133195.08984375,126034.34985351562,208385.57446289062,113048.08764648438,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"[TG(42:0)]_FA16:0 | DG(44:7),DG(43:0)_C16:0",TAG | DAG,186444.5536594391,205555.53401947021,204370.96463775635,167535.06205558777,223343.41666793823,166154.8020915985,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"[TG(42:0)]_FA18:0 | DG(44:7),DG(43:0)_C18:0",TAG | DAG,141442.06931495667,159841.9005832672,142039.55023384094,142307.1702861786,163161.50143814087,120412.78922271729,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(42:1)]_FA14:0,TAG,166074.31103515625,170118.8525390625,161832.69067382812,158854.23095703125,206085.29467773438,152156.83129882812,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"[TG(42:1)]_FA16:0 | DG(44:8),DG(43:1)_C16:0",TAG | DAG,98372.08714103699,119253.75846672058,111758.66815185547,89212.65660476685,116928.44759941101,84968.39628219604,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"[TG(42:1)]_FA16:1 | DG(44:8),DG(43:1)_C16:1",TAG | DAG,195301.39451408386,196826.60376930237,201950.4741821289,180059.85325050354,233602.6359500885,169028.24241638184,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"[TG(42:1)]_FA18:0 | DG(44:8),DG(43:1)_C18:0",TAG | DAG,493569.17473602295,807565.1784667969,512345.40582084656,625288.913192749,497773.5669956207,68314.28453826904,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"[TG(42:1)]_FA18:1 | DG(44:8),DG(43:1)_C18:1",TAG | DAG,167084.732006073,166347.31213760376,160440.3715686798,164432.7414703369,186775.0623588562,124857.18955230713,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(42:2)]_FA14:0,TAG,40081.242736816406,42571.582763671875,43618.54296875,36994.12286376953,40842.84289550781,22672.82162475586,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"[TG(42:2)]_FA16:0 | DG(44:9),DG(43:2)_C16:0",TAG | DAG,97557.57633972168,145311.2311630249,130900.6488571167,77275.06545066833,77483.25545501709,38991.67276763916,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"[TG(42:2)]_FA16:1 | DG(44:9),DG(43:2)_C16:1",TAG | DAG,99515.32726860046,106872.91743850708,109012.27782821655,96058.59738731384,118470.61833572388,86548.66658401489,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"[TG(42:2)]_FA18:0 | DG(44:9),DG(43:2)_C18:0",TAG | DAG,50779.41350746155,66174.47462654114,49510.773584365845,44455.67316055298,47956.7130279541,35715.372774124146,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"[TG(42:2)]_FA18:1 | DG(44:9),DG(43:2)_C18:1",TAG | DAG,568340.6508235931,602801.7139263153,585953.0996265411,737483.1543750763,598408.5830059052,69117.93481445312,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"[TG(42:2)]_FA18:2 | DG(44:9),DG(43:2)_C18:2",TAG | DAG,169478.77167129517,180557.1427936554,170115.2622833252,176128.08247566223,192922.22457313538,136107.8395137787,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(42:3)]_FA14:0,TAG,42143.902587890625,46490.64276123047,50894.163330078125,42622.82321166992,41507.14303588867,35728.92272949219,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"[TG(42:3)]_FA16:0 | DG(44:10),DG(43:3)_C16:0",TAG | DAG,49713.68340301514,61007.06460952759,55043.85395812988,41480.21285057068,43930.403102874756,43610.4430847168,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"[TG(42:3)]_FA16:1 | DG(44:10),DG(43:3)_C16:1",TAG | DAG,73666.6051273346,106126.04763031006,115698.40836143494,71598.3150024414,77870.04563522339,40068.62269592285,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"[TG(42:3)]_FA18:0 | DG(44:10),DG(43:3)_C18:0",TAG | DAG,41160.72286987305,51415.55330467224,41069.552938461304,37629.45259857178,39460.75260734558,36930.4926071167,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"[TG(42:3)]_FA18:1 | DG(44:10),DG(43:3)_C18:1",TAG | DAG,55471.944007873535,64315.044496536255,50024.573682785034,50992.41342544556,55945.13386154175,36767.27254486084,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"[TG(42:3)]_FA18:2 | DG(44:10),DG(43:3)_C18:2",TAG | DAG,584415.8220481873,610894.520368576,605040.31341362,687049.240945816,604638.8615913391,79347.00576019287,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(42:3)]_FA18:3,TAG,205370.91381835938,207299.71484375,207221.193359375,190089.392578125,262006.57739257812,120483.86853027344,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(42:4)]_FA14:0,TAG,29465.022216796875,30664.42202758789,36697.14242553711,29738.58221435547,34686.16207885742,19876.821411132812,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"[TG(42:4)]_FA16:0 | DG(44:11),DG(43:4)_C16:0",TAG | DAG,118225.83928871155,153950.33171844482,142303.40000915527,85608.07646942139,83662.05575370789,70384.17510223389,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"[TG(42:4)]_FA16:1 | DG(44:11),DG(43:4)_C16:1",TAG | DAG,45972.41330909729,50825.64326286316,51638.45357131958,42822.00315093994,44990.48317909241,45682.2331161499,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"[TG(42:4)]_FA18:0 | DG(44:11),DG(43:4)_C18:0",TAG | DAG,48258.67345619202,87463.37579345703,46724.62331008911,46742.61323738098,45104.983434677124,94864.7163696289,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"[TG(42:4)]_FA18:1 | DG(44:11),DG(43:4)_C18:1",TAG | DAG,44366.26303100586,46772.733348846436,46260.913429260254,46238.0932598114,47101.11336708069,39829.96260070801,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
"[TG(42:4)]_FA18:2 | DG(44:11),DG(43:4)_C18:2",TAG | DAG,62645.77452087402,70938.7452659607,58647.004121780396,57518.19430923462,59603.61400604248,44497.073081970215,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(42:4)]_FA18:3,TAG,1259614.8907470703,1267903.3139648438,1347664.7585449219,1666670.4571533203,1348594.9090576172,59124.18420410156,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(42:4)]_FA20:4,TAG,131629.92932128906,134605.60900878906,118883.84729003906,110245.92712402344,144568.20922851562,91566.78698730469,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(43:0)]_FA14:0,TAG,77352.7250366211,85154.16625976562,72515.5048828125,68986.98443603516,163716.47296142578,42054.46301269531,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(43:0)]_FA16:0 | DG(44:0)_C16:0,TAG | DAG,111831.71835327148,157055.7808227539,131751.14004516602,83288.62570381165,145819.7002029419,67402.0346069336,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(43:0)]_FA18:0 | DG(44:0)_C18:0,TAG | DAG,81104.23558235168,85512.47605895996,73622.47499084473,83205.93608283997,86434.61662101746,50327.69367980957,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(43:1)]_FA14:0,TAG,58864.98455810547,84553.78680419922,76819.34643554688,64542.04455566406,116745.82794189453,45029.04293823242,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(43:1)]_FA16:0 | DG(44:1)_C16:0,TAG | DAG,81568.58586883545,116343.07850646973,104442.3872680664,59565.414319992065,84800.15613746643,46633.06350708008,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(43:1)]_FA16:1 | DG(44:1)_C16:1,TAG | DAG,94695.03649330139,119180.29879379272,123405.15870475769,84750.84566688538,147946.80891036987,66643.11473083496,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(43:1)]_FA18:0 | DG(44:1)_C18:0,TAG | DAG,47145.67316246033,54653.583866119385,46903.73333930969,45147.293071746826,54522.4737071991,41840.883041381836,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(43:1)]_FA18:1 | DG(44:1)_C18:1,TAG | DAG,93823.92685317993,87025.54581260681,83130.58554840088,96156.13683128357,104774.25853538513,55267.993896484375,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(43:2)]_FA14:0,TAG,53071.543701171875,57395.06414794922,63048.86422729492,45436.08367919922,52180.944091796875,130534.30740356445,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(43:2)]_FA16:0 | DG(44:2)_C16:0,TAG | DAG,64844.88475036621,79316.06555557251,79169.12544059753,54388.434131622314,53726.85367202759,41220.87299346924,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(43:2)]_FA16:1 | DG(44:2)_C16:1,TAG | DAG,62485.63445854187,76568.17573356628,87371.54622077942,57480.51403808594,86118.76593971252,50561.94362640381,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(43:2)]_FA18:0 | DG(44:2)_C18:0,TAG | DAG,37467.392723083496,41963.10291290283,37128.232625961304,33676.01247596741,33942.38234138489,27619.251998901367,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(43:2)]_FA18:1 | DG(44:2)_C18:1,TAG | DAG,55366.90420341492,60218.50421524048,56896.05409240723,54268.88381958008,68277.1953201294,45967.91323471069,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(43:2)]_FA18:2 | DG(44:2)_C18:2,TAG | DAG,98608.16795158386,95082.90707969666,96749.59777832031,103877.0376033783,106729.76759338379,62520.58474731445,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(43:3)]_FA14:0,TAG,114239.50708007812,108721.28790283203,133898.78997802734,86556.50622558594,80767.02655029297,306187.55657958984,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(43:3)]_FA16:0 | DG(44:3)_C16:0,TAG | DAG,55145.404108047485,63077.64450645447,62684.514320373535,43955.193002700806,45130.433027267456,63682.645111083984,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(43:3)]_FA16:1 | DG(44:3)_C16:1,TAG | DAG,55189.09394264221,64368.64423751831,69768.20504760742,50406.94391441345,55512.31384086609,44397.84309387207,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(43:3)]_FA18:0 | DG(44:3)_C18:0,TAG | DAG,45102.41320991516,51316.08346366882,48413.21347999573,42552.65302467346,42242.84303855896,36131.08255195618,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(43:3)]_FA18:1 | DG(44:3)_C18:1,TAG | DAG,39137.44269371033,42064.28297805786,42341.11304092407,35516.83235549927,43573.48287200928,29459.341955184937,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
[TG(43:3)]_FA18:2 | DG(44:3)_C18:2,TAG | DAG,56772.27385139465,65640.61458969116,61994.81445121765,59141.374113082886,69548.9650554657,52902.35383605957,Genotype: 5xFAD | Brain Region: cerebellum | Sex: Female,Genotype: WT | Brain Region: cerebellum | Sex: Female,Genotype: 5xFAD__Brain Region: cerebellum__Sex: Female vs Genotype: WT__Brain Region: cerebellum__Sex: Female,2,3,Blank_Blank_Blank_Blank_Blank
