Lipid,Class,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
SM (d16:1/24:1),SM,877708.0765380859,1433483.637878418,1419472.1115112305,650034.2155151367,1173792.942062378,969719.1301879883,37923.60176086426,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:0/12:0),SM,72864.02548217773,87701.92642211914,79579.34512329102,87750.62545776367,89388.18798828125,81285.0855102539,67679.28463745117,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:0/14:0),SM,82142.14590454102,94399.74618530273,93502.2268371582,82725.40588378906,93948.7671508789,91119.44619750977,110543.48829650879,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:0/16:0),SM,86829.80401611328,114451.8070526123,134033.7706604004,79365.70663452148,102086.18530273438,132220.0478515625,58363.00341796875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:0/18:0),SM,998479.6359863281,1812625.4678344727,2002969.9391479492,874463.4162597656,1675870.530456543,1525237.4225769043,45767.70330810547,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:0/20:0),SM,986783.2487182617,2018824.0397949219,1970696.5526733398,895897.2325439453,1590509.619064331,1432825.349761963,40929.26272583008,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:0/22:0),SM,446879.0196685791,831710.0670776367,853287.6826477051,397172.8137207031,657565.2953491211,589645.3756256104,41125.7625579834,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:0/24:0),SM,865513.1522521973,1100870.9494628906,1340864.2787475586,583360.2977294922,995374.9164733887,1318410.2179412842,192033.29585266113,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:0/26:0),SM,1505239.4128417969,1714257.6423339844,1671651.9821777344,1392685.1398925781,1626454.0061035156,1545423.2053222656,2087250.882446289,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:1/12:0),SM,99529.9868774414,140406.91067504883,131846.01287841797,121485.5482788086,140741.2492980957,132238.55078125,67735.6449584961,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:1/14:0),SM,92892.0258178711,105997.26806640625,94147.94692993164,90180.10604858398,96833.90756225586,96697.30679321289,120409.09121704102,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:1/16:0),SM,84965.8060913086,120367.72705078125,131800.10913085938,85046.06448364258,104144.30682373047,125968.2876739502,59609.143493652344,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:1/18:0),SM,931932.4204711914,1813142.9102172852,1937364.6416015625,891498.1339111328,1764869.729095459,1473095.344909668,54731.044174194336,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:1/18:1)9Z)),SM,929212.7054443359,1731401.8906860352,2037188.2634887695,891950.1547241211,1644986.013519287,1595664.4650878906,51021.42387390137,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:1/20:0),SM,1066051.8616333008,2070437.1381225586,2136144.566833496,831895.1991882324,1515269.795288086,1445454.8500671387,34164.04275512695,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:1/24:0),SM,872961.7922363281,1184779.7463989258,1326063.6212768555,609858.1176452637,985547.6075744629,1263981.736541748,189360.31523895264,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:1/24:1)15Z)),SM,962896.5946044922,1365750.3084106445,1454634.9368896484,717504.469909668,1215124.3005065918,1418853.7903137207,164868.83058166504,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:1/26:0),SM,1373673.2355957031,1647000.9758300781,1580047.3745117188,1303604.6479492188,1536860.0285644531,1488390.1486816406,1831536.9545898438,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:1/26:1)17Z)),SM,1335114.1015625,1540887.0966796875,1464365.7561035156,1247506.6166992188,1445110.4421386719,1388706.9855957031,1599533.0747070312,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:2/14:0),SM,79887.56494140625,96881.8076171875,95603.54806518555,87728.14599609375,100650.88720703125,95723.60766601562,117159.40803527832,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:2/18:1),SM,734168.4274902344,1577761.676574707,1714000.6220703125,675346.5088806152,1427978.7950134277,1354791.1040649414,55495.703857421875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:2/20:1),SM,1835263.694519043,3437455.1517333984,3600225.588699341,1473144.4369506836,3043606.8825683594,2780401.575653076,39032.083572387695,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:2/22:1),SM,1758494.5338745117,3357379.8198242188,3452800.418548584,1394291.6931152344,2709447.405319214,2410685.1346740723,39624.08305358887,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
SM (d18:2/24:1),SM,1023155.2295227051,1487641.1779785156,1715608.3386230469,690146.8342895508,1278858.2781982422,1562197.2093200684,77614.48603820801,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Stearidonyl carnitine,CAR,5348070.927734375,8463771.866210938,7144606.3486328125,7510440.212890625,7643677.6455078125,7993731.6103515625,2097196.5888671875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
"Stearoylcarnitine, hexadecanedioic acid mono-L-carnitine ester",CAR,6859729.1611328125,11970636.8671875,11003102.81640625,10211133.489257812,10839781.659179688,12580947.82421875,2167353.873046875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:0)_FA 16:0,TAG,309270.12451171875,434160.67578125,600059.5280761719,348820.42724609375,313465.36181640625,431023.4306640625,202921.39306640625,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:0)_FA 16:1,TAG,42086.962890625,54984.88333129883,64157.26510620117,51601.763610839844,46267.42330932617,52885.40380859375,24707.72152709961,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:0)_FA 18:0,TAG,60942.1044921875,90946.20718383789,110413.98794555664,80188.40588378906,67829.2055053711,95996.2666015625,36733.30258178711,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:0)_FA 18:1,TAG,46641.783264160156,57665.56326293945,50596.46374511719,49851.5237121582,54148.183532714844,40992.38218688965,17451.48129272461,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:0)_FA 18:2,TAG,28465.10173034668,28739.02229309082,23251.46166229248,26334.741806030273,26429.92185974121,22039.32164001465,24623.141876220703,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:1)_FA 16:0,TAG,193029.57373046875,284632.84228515625,366828.7635498047,223785.13452148438,178294.15307617188,333891.9084472656,111901.38842773438,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:1)_FA 16:1,TAG,318652.32421875,451398.73095703125,589237.8383789062,354202.1484375,326425.12158203125,452070.03271484375,194068.1337890625,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:1)_FA 18:1,TAG,78662.16589355469,113992.40789794922,130304.53009033203,86994.58728027344,80554.84600830078,100539.44674682617,46774.5237121582,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:1)_FA 18:2,TAG,49756.5237121582,50470.80438232422,51198.063568115234,50432.08387756348,48496.48318481445,49105.26364135742,21580.621459960938,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:1)_FA18:0,TAG,47229.26318359375,56783.34420776367,67604.54489135742,45260.642807006836,39788.222900390625,62806.80513000488,23749.781707763672,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:2)_F A18:0,TAG,28103.541885375977,40751.00294494629,39684.06237030029,38136.502380371094,37608.9227142334,38024.96292114258,19507.101570129395,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:2)_FA 16:0,TAG,158729.11157226562,185677.05346679688,198842.01171875,165778.470703125,155438.90966796875,209022.87451171875,124294.44946289062,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:2)_FA 16:1,TAG,192773.33178710938,293449.09765625,394206.2287597656,230255.3779296875,178507.97216796875,345921.0236816406,113284.14721679688,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:2)_FA 18:1,TAG,47211.263275146484,67789.18515014648,72384.96482849121,53255.76379394531,47641.223541259766,71252.50442504883,28836.48178100586,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:2)_FA 18:2,TAG,137402.06994628906,166354.79235839844,213221.45629882812,127564.75024414062,111971.44702148438,174069.6943359375,63277.48425292969,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:3)_FA 16:0,TAG,25362.62188720703,30841.702041625977,29885.802185058594,31530.74201965332,25713.34178161621,28074.941940307617,21828.9214553833,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:3)_FA 16:1,TAG,163499.57177734375,193412.2724609375,211688.85498046875,165476.412109375,154512.53100585938,199084.79174804688,126884.00854492188,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:3)_FA 18:0,TAG,18235.661323547363,22111.021713256836,22023.601448059082,21046.701538085938,19195.50154876709,17412.62120437622,26828.741706848145,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:3)_FA 18:1,TAG,31929.88198852539,43157.14320373535,38281.7424621582,41506.00329589844,36556.70213317871,40167.74304199219,20756.80153656006,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(48:3)_FA 18:2,TAG,81036.96618652344,87078.30606079102,103366.02728271484,67790.04504394531,59333.20428466797,101724.08694458008,35137.30227661133,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:0)_FA 16:0,TAG,278968.38037109375,331402.82421875,360659.0849609375,289102.8388671875,284457.1591796875,290212.7998046875,227623.57763671875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:0)_FA 16:1,TAG,79855.10607910156,86864.12646484375,83769.36608886719,80040.32482910156,78892.02587890625,75914.40576171875,71715.80505371094,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:1)_FA 18:0,TAG,207259.57470703125,258929.91821289062,309336.8594970703,207625.25659179688,199162.51513671875,235698.17724609375,107111.12768554688,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:1)_FA 18:1,TAG,40445.14288330078,53409.064025878906,59045.58447265625,46778.08383178711,45378.003173828125,44987.463607788086,28582.96209716797,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:1)_FA 18:2,TAG,26566.622032165527,25940.742233276367,21761.821815490723,22151.62158203125,23679.181900024414,17019.401397705078,18597.181327819824,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:2)_FA 16:0,TAG,217393.9346923828,314472.0827636719,359336.2862548828,214114.95532226562,202258.13415527344,321164.4208984375,106504.26745605469,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:2)_FA 16:1,TAG,292589.818359375,345653.185546875,389978.20751953125,302377.341796875,306676.02294921875,301555.27978515625,224732.83642578125,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:2)_FA 18:0,TAG,94908.20690917969,158689.85388183594,174760.8931274414,101771.68664550781,90027.02545166016,158351.01263427734,56479.52453613281,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:2)_FA 18:1,TAG,359058.82421875,495672.08056640625,521101.67138671875,375836.2470703125,377806.02734375,409042.9716796875,232282.01708984375,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:2)_FA 18:2,TAG,52139.64309692383,54345.72412109375,66716.48474121094,53839.74395751953,44935.842681884766,56697.56365966797,31987.42221069336,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:3)_FA 16:0,TAG,157631.78930664062,228172.45776367188,231297.81799316406,156968.7508544922,147111.06909179688,208473.39379882812,97188.32763671875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:3)_FA 16:1,TAG,220354.59521484375,350367.7785644531,392367.5891113281,228125.91796875,215986.97412109375,333792.4270019531,115041.82775878906,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:3)_FA 18:0,TAG,63248.704162597656,85408.0859375,79596.10571289062,70935.8452758789,59908.944580078125,81353.38604736328,45664.98303222656,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:3)_FA 18:1,TAG,139095.30981445312,229717.2196044922,251190.81811523438,158911.69079589844,133366.7296142578,213988.27197265625,72275.24536132812,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:3)_FA 18:2,TAG,487914.162109375,586193.1049804688,712855.513671875,448318.18896484375,432620.91162109375,569793.421875,275159.537109375,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:4)_FA 16:0,TAG,32706.122383117676,57739.904235839844,50571.26345062256,32074.422004699707,29998.421966552734,40181.78276062012,20268.181442260742,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:4)_FA 16:1,TAG,159295.89135742188,246745.07861328125,240895.4149169922,160896.01245117188,150989.63061523438,222844.97229003906,99012.50769042969,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:4)_FA 18:0,TAG,24549.441802978516,27760.161750793457,22982.101634979248,25034.661880493164,22059.421310424805,19240.781356811523,19876.881538391113,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:4)_FA 18:1,TAG,86669.42608642578,128149.2666015625,118327.78759765625,98393.32604980469,89947.2861328125,112741.94812011719,67988.80480957031,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(50:4)_FA 18:2,TAG,259013.77868652344,309394.08544921875,385415.583984375,232524.5146484375,187154.91284179688,363544.6262207031,127309.08911132812,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(52:0)_FA 16:0,TAG,154321.23095703125,161895.11181640625,176356.29174804688,152196.59130859375,156394.02905273438,141959.2900390625,117571.30859375,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(52:0)_FA 16:1,TAG,34307.72216796875,41464.2028503418,40455.8630065918,33673.96240234375,33029.08235168457,36137.32243347168,28469.58221435547,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(52:0)_FA 18:0,TAG,292742.46240234375,333824.14306640625,327175.703125,296224.7021484375,299066.72216796875,263770.89892578125,235985.79833984375,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(52:0)_FA 18:1,TAG,51699.32336425781,60770.404357910156,61122.78381347656,53488.924377441406,54485.20343017578,51350.563720703125,45804.143493652344,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(52:0)_FA 18:2,TAG,23244.481704711914,27066.881797790527,23180.241554260254,25387.821731567383,21440.441539764404,22492.72177886963,23511.881927490234,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(52:0)_FA 20:0,TAG,73550.48565673828,77008.4857788086,73791.7857055664,65207.765075683594,65621.04467773438,60774.0046081543,46022.583251953125,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(52:0)_FA 20:4,TAG,28866.881958007812,23267.141777038574,20026.081428527832,19103.861434936523,21094.781372070312,19674.901428222656,17294.401275634766,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(52:1)_FA 16:0,TAG,102741.18780517578,111438.70785522461,131755.0909423828,81342.26678466797,76182.50494384766,99643.58654785156,36838.66278076172,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(52:1)_FA 16:1,TAG,159307.650390625,173699.79174804688,180309.37377929688,160156.33251953125,159016.232421875,145641.26989746094,126673.42846679688,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(52:1)_FA 18:0,TAG,232994.13793945312,375907.8435058594,348531.6114501953,229726.83740234375,224174.75659179688,278848.64001464844,108766.12854003906,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(52:1)_FA 18:1,TAG,478325.490234375,532085.736328125,566806.3388671875,472316.236328125,483315.9140625,462220.4697265625,378191.5263671875,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(52:1)_FA 18:2,TAG,57819.404541015625,62138.704528808594,64080.824127197266,56763.22375488281,56090.18389892578,54277.04364013672,47212.68347167969,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(52:1)_FA 20:4,TAG,17737.10118484497,20283.22145843506,17976.601470947266,19339.68128967285,20473.101470947266,17354.761459350586,18970.081588745117,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(52:1)_FA20:0,TAG,31535.54151916504,36717.10217285156,35772.44221496582,33069.74235534668,28826.261688232422,36335.24240875244,25316.082092285156,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(52:2)_FA 16:0,TAG,133135.7905883789,178237.95166015625,173126.97528076172,115542.20782470703,118686.08728027344,151484.72998046875,52272.263610839844,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(52:2)_FA 16:1,TAG,110757.34747314453,119475.02716064453,134005.63116455078,81605.60479736328,79265.92489624023,108951.40789794922,41600.56280517578,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(52:2)_FA 18:0,TAG,117730.98669433594,231612.0360107422,186158.0142211914,122866.98864746094,109325.88818359375,132929.6883544922,64860.944763183594,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
