lipid,logFC,logCPM,LR,PValue,FDR,type,DOD73-5xFAD-M2liver_x,FAD131-5xFAD-M1liver_x,FAD131-5xFAD-M2liver_x,FAD131-5xFAD-M4liver_x,FAD173-5xFAD-M1liver_x,DOD73-5xFAD-M2liver_y,FAD131-5xFAD-M1liver_y,FAD131-5xFAD-M2liver_y,FAD131-5xFAD-M4liver_y,FAD173-5xFAD-M1liver_y,blank_033123
DG(33:1)|DG(O-34:1)_C16:0,0,5.304459142438519,0,1,1,DAG,31488.882354736328,34694.40238952637,30623.10234451294,31599.0821685791,19467.761478424072,31488.882354736328,34694.40238952637,30623.10234451294,31599.0821685791,19467.761478424072,25925.98170852661
DG(33:1)|DG(O-34:1)_C16:1,0,2.889954063325613,0,1,1,DAG,4821.120388031006,4284.340312957764,6008.420406341553,5335.860328674316,6052.560535430908,4821.120388031006,4284.340312957764,6008.420406341553,5335.860328674316,6052.560535430908,7080.820499420166
DG(33:1)|DG(O-34:1)_C18:0,0,6.0904568690109535,0,1,1,DAG,50095.74331665039,52470.86373901367,53120.50408935547,49074.4231262207,50475.26348876953,50095.74331665039,52470.86373901367,53120.50408935547,49074.4231262207,50475.26348876953,44926.28326416016
DG(33:1)|DG(O-34:1)_C18:1,0,6.192041891618723,0,1,1,DAG,54384.40380859375,56200.94381713867,55372.56396484375,51423.04357910156,54529.72399902344,54384.40380859375,56200.94381713867,55372.56396484375,51423.04357910156,54529.72399902344,51627.22351074219
DG(33:2)_C16:0,0,5.1743756704790895,0,1,1,DAG,27181.221969604492,26638.081741333008,26808.921997070312,25955.482025146484,27010.78196716309,27181.221969604492,26638.081741333008,26808.921997070312,25955.482025146484,27010.78196716309,26575.90199279785
DG(33:2)_C16:1,0,5.216669219371902,0,1,1,DAG,24899.60167694092,27159.302074432373,29083.462127685547,23386.02166366577,30994.14228439331,24899.60167694092,27159.302074432373,29083.462127685547,23386.02166366577,30994.14228439331,31575.58224105835
DG(33:2)_C18:0,0,5.277645607974492,0,1,1,DAG,26843.001846313477,30084.4022064209,30013.04217529297,29411.40210723877,28086.06214904785,26843.001846313477,30084.4022064209,30013.04217529297,29411.40210723877,28086.06214904785,26922.32191467285
DG(33:2)_C18:1,0,6.520559247234587,0,1,1,DAG,67277.46517944336,68114.22467041016,68736.16522216797,66726.42477416992,69475.22528076172,67277.46517944336,68114.22467041016,68736.16522216797,66726.42477416992,69475.22528076172,66417.3648071289
DG(33:2)_C18:2,0,4.651670471742562,0,1,1,DAG,18827.70132446289,18772.401092529297,19043.08142089844,17021.801239013672,19640.021362304688,18827.70132446289,18772.401092529297,19043.08142089844,17021.801239013672,19640.021362304688,18114.081329345703
DG(33:3)_C16:0,0,4.729003760131514,0,1,1,DAG,20063.521339416504,19416.521423339844,19249.381393432617,19056.501304626465,20402.201389312744,20063.521339416504,19416.521423339844,19249.381393432617,19056.501304626465,20402.201389312744,19338.62139892578
DG(33:3)_C16:1,0,5.266526592939582,0,1,1,DAG,28885.902084350582,28465.022018432617,27232.401710510258,28578.822074890137,30727.28231811523,28885.902084350582,28465.022018432617,27232.401710510258,28578.822074890137,30727.28231811523,25521.02180480957
DG(33:3)_C18:0,0,4.796961117123233,0,1,1,DAG,19893.381462097168,20475.42140197754,21026.96157836914,20917.881385803223,20920.241455078125,19893.381462097168,20475.42140197754,21026.96157836914,20917.881385803223,20920.241455078125,19708.661514282227
DG(33:3)_C18:1,0,5.531159108590384,0,1,1,DAG,34700.42251586914,35372.542709350586,33036.70204162598,33895.94236755371,35591.74250793457,34700.42251586914,35372.542709350586,33036.70204162598,33895.94236755371,35591.74250793457,31229.962341308594
DG(33:3)_C18:2,0,4.706341569218766,0,1,1,DAG,19569.14141845703,20157.341583251953,18343.161376953125,20289.021484375,18763.361419677734,19569.14141845703,20157.341583251953,18343.161376953125,20289.021484375,18763.361419677734,18013.461517333984
DG(33:4)_C16:0,0,4.904196833643072,0,1,1,DAG,22129.38153076172,23031.001594543457,22118.62158203125,21376.221565246586,21771.78140258789,22129.38153076172,23031.001594543457,22118.62158203125,21376.221565246586,21771.78140258789,22695.841522216797
DG(33:4)_C16:1,0,5.041831204954531,0,1,1,DAG,24784.381687164307,27480.002044677734,22936.301712036133,21994.16163635254,25041.381813049316,24784.381687164307,27480.002044677734,22936.301712036133,21994.16163635254,25041.381813049316,23779.941566467285
DG(33:4)_C18:0,0,6.82820969198875,0,1,1,DAG,84557.3857421875,85816.22650146484,82346.04577636719,81788.98565673828,85595.30596923828,84557.3857421875,85816.22650146484,82346.04577636719,81788.98565673828,85595.30596923828,84064.82629394531
DG(33:4)_C18:1,0,5.005448914283111,0,1,1,DAG,23304.421630859375,24305.321800231937,22435.401679992676,23391.241703033447,24155.521629333496,23304.421630859375,24305.321800231937,22435.401679992676,23391.241703033447,24155.521629333496,25706.141983032227
DG(33:4)_C18:2,0,4.233062580603267,0,1,1,DAG,14273.881103515623,14001.261108398438,14080.961029052734,14674.68098449707,12842.54071044922,14273.881103515623,14001.261108398438,14080.961029052734,14674.68098449707,12842.54071044922,13159.580963134766
DG(33:5)_C16:0,0,5.171757177123718,0,1,1,DAG,26944.001724243164,24702.941818237305,26295.041946411133,25912.481842041016,29306.16209411621,26944.001724243164,24702.941818237305,26295.041946411133,25912.481842041016,29306.16209411621,26786.60188293457
DG(33:5)_C16:1,0,5.272394721541518,0,1,1,DAG,26561.961807250977,39936.72248840332,24983.541633605957,26460.981903076172,27505.8819732666,26561.961807250977,39936.72248840332,24983.541633605957,26460.981903076172,27505.8819732666,24390.341751098633
DG(33:5)_C18:0,0,6.068770510550901,0,1,1,DAG,49471.96328735352,49750.62344360352,50395.86334228515,47076.0032043457,49570.663635253906,49471.96328735352,49750.62344360352,50395.86334228515,47076.0032043457,49570.663635253906,53259.62390136719
DG(33:5)_C18:1,0,7.033698264721905,0,1,1,DAG,96522.30670166016,94991.96716308594,99616.64660644533,97218.74627685548,96628.406982421875,96522.30670166016,94991.96716308594,99616.64660644533,97218.74627685548,96628.406982421875,95848.507080078125
DG(33:5)_C18:2,0,3.657952236366053,0,1,1,DAG,9280.240676879885,8701.720626831055,9042.780502319336,10035.080711364746,9967.860733032228,9280.240676879885,8701.720626831055,9042.780502319336,10035.080711364746,9967.860733032228,8543.360702514648
DG(34:0)_C16:0,0,7.149233757559887,0,1,1,DAG,92761.44665527344,80746.74603271484,123622.52850341795,106833.98767089844,119061.32800292967,92761.44665527344,80746.74603271484,123622.52850341795,106833.98767089844,119061.32800292967,108799.20770263672
DG(34:0)_C18:0,0,6.933501077559381,0,1,1,DAG,88103.98693847656,102587.20864868164,119483.02801513672,71903.46487426758,86398.10632324219,88103.98693847656,102587.20864868164,119483.02801513672,71903.46487426758,86398.10632324219,66160.944580078125
DG(34:1)_C16:0,0,5.034744966707394,0,1,1,DAG,20137.141487121586,26301.941730499268,37358.36265182495,19827.361362457275,23185.641521453857,20137.141487121586,26301.941730499268,37358.36265182495,19827.361362457275,23185.641521453857,16067.961143493652
DG(34:1)_C16:1,0,7.637677643383696,0,1,1,DAG,151161.93069458008,151471.73046875,147265.71032714844,146198.92987060547,146384.73095703125,151161.93069458008,151471.73046875,147265.71032714844,146198.92987060547,146384.73095703125,136240.81018066406
DG(34:1)_C18:0,0,6.579315073841149,0,1,1,DAG,66726.68453979492,74803.72595214844,80784.90606689453,69768.40460205078,65349.604553222656,66726.68453979492,74803.72595214844,80784.90606689453,69768.40460205078,65349.604553222656,64850.204345703125
DG(34:1)_C18:1,0,7.209979120923537,0,1,1,DAG,101050.18725585938,127526.02770996094,145043.88983154297,91886.427001953125,100393.98638916016,101050.18725585938,127526.02770996094,145043.88983154297,91886.427001953125,100393.98638916016,82480.94561767578
DG(34:2)_C16:0,0,2.2206498470350895,0,1,1,DAG,2592.320182800293,2593.880195617676,3991.320251464844,2820.5602073669434,4776.880332946777,2592.320182800293,2593.880195617676,3991.320251464844,2820.5602073669434,4776.880332946777,4348.1403160095215
DG(34:2)_C16:1,0,5.285570909590237,0,1,1,DAG,25227.281776428223,33868.762351989746,47048.68370819092,21888.581691741943,23992.8416557312,25227.281776428223,33868.762351989746,47048.68370819092,21888.581691741943,23992.8416557312,17574.141300201416
DG(34:2)_C18:0,0,6.133400649816893,0,1,1,DAG,50264.08338928223,52609.20376586914,52890.6237487793,51306.64343261719,52714.50369262695,50264.08338928223,52609.20376586914,52890.6237487793,51306.64343261719,52714.50369262695,51591.24368286133
DG(34:2)_C18:1,0,6.722365259456163,0,1,1,DAG,76997.30596923828,78728.645263671875,88230.9263305664,76573.86569213867,75150.92590332031,76997.30596923828,78728.645263671875,88230.9263305664,76573.86569213867,75150.92590332031,69670.48519897461
DG(34:2)_C18:2,0,5.963850301661136,0,1,1,DAG,38190.30242919922,56607.28430175781,74467.58624267578,31026.622497558594,44746.54266357422,38190.30242919922,56607.28430175781,74467.58624267578,31026.622497558594,44746.54266357422,25633.381896972656
DG(34:3)_C16:0,0,1.7915940273105102,0,1,1,DAG,2563.6801681518555,2551.980178833008,2557.420192718506,2561.240173339844,2550.4001693725586,2563.6801681518555,2551.980178833008,2557.420192718506,2561.240173339844,2550.4001693725586,2561.4801864624023
DG(34:3)_C16:1,0,2.5050081075959176,0,1,1,DAG,3963.580291748047,4083.600273132324,4351.20027923584,4684.7203369140625,4398.040287017822,3963.580291748047,4083.600273132324,4351.20027923584,4684.7203369140625,4398.040287017822,3258.920223236084
DG(34:3)_C18:0,0,4.999213363318527,0,1,1,DAG,22983.761924743652,22381.70160675049,24095.32159423828,23250.641555786133,24772.44172668457,22983.761924743652,22381.70160675049,24095.32159423828,23250.641555786133,24772.44172668457,24994.0418548584
DG(34:3)_C18:1,0,6.296568769457168,0,1,1,DAG,57100.084075927734,57558.52426147461,61614.90447998047,56802.92431640625,58856.40423583984,57100.084075927734,57558.52426147461,61614.90447998047,56802.92431640625,58856.40423583984,56154.30404663086
DG(34:3)_C18:2,0,5.299338189158895,0,1,1,DAG,27249.582275390625,32956.842193603516,34355.62176513672,28120.921875,26617.921752929688,27249.582275390625,32956.842193603516,34355.62176513672,28120.921875,26617.921752929688,23223.121643066406
DG(34:4)|DG(dO-36:4)_C16:0,0,1.7931384546838047,0,1,1,DAG,2564.0401916503906,2551.660167694092,2557.380184173584,2561.240173339844,2568.620174407959,2564.0401916503906,2551.660167694092,2557.380184173584,2561.240173339844,2568.620174407959,2556.460163116455
DG(34:4)|DG(dO-36:4)_C16:1,0,1.9441220116208233,0,1,1,DAG,2835.6601905822754,2843.420196533203,2847.7001953125,2844.2001953125,2845.540187835694,2835.6601905822754,2843.420196533203,2847.7001953125,2844.2001953125,2845.540187835694,2839.8801879882812
DG(34:4)|DG(dO-36:4)_C18:0,0,5.142291970818037,0,1,1,DAG,26966.041946411133,26231.681762695312,25583.76188659668,26008.381896972656,26182.04173278809,26966.041946411133,26231.681762695312,25583.76188659668,26008.381896972656,26182.04173278809,25303.841873168945
DG(34:4)|DG(dO-36:4)_C18:1,0,5.224803345387541,0,1,1,DAG,27743.541999816895,28470.22201538086,28329.502113342285,26158.381942749023,28784.621994018555,27743.541999816895,28470.22201538086,28329.502113342285,26158.381942749023,28784.621994018555,25697.00178527832
DG(34:4)|DG(dO-36:4)_C18:2,0,4.963363488451851,0,1,1,DAG,24634.72183227539,23334.261657714844,23866.961791992188,21389.721740722656,23445.361206054688,24634.72183227539,23334.261657714844,23866.961791992188,21389.721740722656,23445.361206054688,20920.781616210938
DG(34:5)_C16:0,0,1.7913574622243282,0,1,1,DAG,2564.320182800293,2551.9201889038086,2557.9001846313477,2560.160182952881,2550.1201667785645,2564.320182800293,2551.9201889038086,2557.9001846313477,2560.160182952881,2550.1201667785645,2558.040184020996
DG(34:5)_C16:1,0,1.9470810336121038,0,1,1,DAG,2834.9001998901367,2844.140205383301,2881.720188140869,2845.180191040039,2844.9402046203613,2834.9001998901367,2844.140205383301,2881.720188140869,2845.180191040039,2844.9402046203613,2839.4802017211914
DG(34:5)_C18:0,0,4.420138075153703,0,1,1,DAG,15797.441120147703,16321.281173706057,15921.541130065918,15574.88115310669,15532.84101486206,15797.441120147703,16321.281173706057,15921.541130065918,15574.88115310669,15532.84101486206,15844.441158294678
DG(34:5)_C18:1,0,5.15803233520462,0,1,1,DAG,26790.06187438965,26258.602012634277,27232.34194946289,26048.841751098633,26331.72193908691,26790.06187438965,26258.602012634277,27232.34194946289,26048.841751098633,26331.72193908691,25280.221801757812
DG(34:5)_C18:2,0,3.6199369573364124,0,1,1,DAG,8136.26057434082,8901.540542602539,8560.28060913086,9487.520706176758,9819.080673217772,8136.26057434082,8901.540542602539,8560.28060913086,9487.520706176758,9819.080673217772,9952.160736083984
DG(34:6)_C16:0,0,1.8506340541901285,0,1,1,DAG,2616.360195159912,2805.240177154541,2556.780166625977,2811.460193634033,2550.4601707458496,2616.360195159912,2805.240177154541,2556.780166625977,2811.460193634033,2550.4601707458496,2610.4601707458496
DG(34:6)_C16:1,0,1.9442107601978955,0,1,1,DAG,2834.9402084350586,2843.040195465088,2848.8401794433594,2844.380195617676,2846.560188293457,2834.9402084350586,2843.040195465088,2848.8401794433594,2844.380195617676,2846.560188293457,2839.500186920166
DG(34:6)_C18:0,0,5.144563296832204,0,1,1,DAG,24099.441635131836,26844.26190185547,25298.381996154785,25875.96174621582,27719.101791381836,24099.441635131836,26844.26190185547,25298.381996154785,25875.96174621582,27719.101791381836,27790.56215667725
DG(34:6)_C18:1,0,4.634426175149422,0,1,1,DAG,17440.98122406006,18483.361297607426,19104.02138519287,17268.561248779297,19426.90127563477,17440.98122406006,18483.361297607426,19104.02138519287,17268.561248779297,19426.90127563477,18722.42126083374
DG(34:6)_C18:2,0,3.7903356201179523,0,1,1,DAG,10150.100730895996,10740.300720214844,10265.58074951172,10546.94073486328,9606.980651855469,10150.100730895996,10740.300720214844,10265.58074951172,10546.94073486328,9606.980651855469,9896.720642089844
DG(35:3)_C16:0,0,5.403604071780333,0,1,1,DAG,32375.642303466797,31667.02236938477,32636.12242126465,28211.542068481445,33241.14236450195,32375.642303466797,31667.02236938477,32636.12242126465,28211.542068481445,33241.14236450195,28847.94189453125
DG(35:3)_C16:1,0,5.510896946038335,0,1,1,DAG,33982.622314453125,35348.182357788086,32659.762237548828,34565.562339782715,33569.8224029541,33982.622314453125,35348.182357788086,32659.762237548828,34565.562339782715,33569.8224029541,30784.122192382812
DG(35:3)_C18:0,0,4.899194600543609,0,1,1,DAG,21444.56143188477,23645.12173461914,22945.861526489258,21773.841369628903,21186.42148590088,21444.56143188477,23645.12173461914,22945.861526489258,21773.841369628903,21186.42148590088,20994.861526489258
DG(35:3)_C18:1,0,3.23527659036245,0,1,1,DAG,8323.240619659424,11061.160793304443,3717.2402420043945,8557.620628356934,4204.280303955078,8323.240619659424,11061.160793304443,3717.2402420043945,8557.620628356934,4204.280303955078,4713.360328674316
DG(35:3)_C18:2,0,1.516119936369204,0,1,1,DAG,1904.1601638793943,1915.7401313781736,2002.7801322937012,2252.0601959228516,2179.680130004883,1904.1601638793943,1915.7401313781736,2002.7801322937012,2252.0601959228516,2179.680130004883,2628.4401817321777
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C16:0,0,4.982200359943084,0,1,1,DAG,24784.30168914795,24999.22169494629,23077.14153289795,21818.561683654785,24018.36156463623,24784.30168914795,24999.22169494629,23077.14153289795,21818.561683654785,24018.36156463623,20270.621490478516
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C16:1,0,5.6681520233609595,0,1,1,DAG,38003.522537231445,37431.98240661621,37800.602630615234,36631.242752075195,40124.44267272949,38003.522537231445,37431.98240661621,37800.602630615234,36631.242752075195,40124.44267272949,34150.06239318848
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C18:0,0,4.81884176874874,0,1,1,DAG,19956.661422729492,21662.9015045166,20206.941429138184,23420.801765441895,19142.64141845703,19956.661422729492,21662.9015045166,20206.941429138184,23420.801765441895,19142.64141845703,20410.24161529541
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C18:1,0,5.094404805937501,0,1,1,DAG,25299.681869506836,27444.181846618652,23619.80165863037,27338.102012634277,23491.08178329468,25299.681869506836,27444.181846618652,23619.80165863037,27338.102012634277,23491.08178329468,23317.381713867188
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C18:2,0,3.9145186137601797,0,1,1,DAG,10021.440567016602,10380.120834350586,10636.880767822266,13181.860893249512,11527.020904541016,10021.440567016602,10380.120834350586,10636.880767822266,13181.860893249512,11527.020904541016,10833.900802612305
DG(35:5)_C16:0,0,4.800796265558325,0,1,1,DAG,20339.821407318115,21398.00163269043,21126.481521606445,21747.50160217285,18625.661308288574,20339.821407318115,21398.00163269043,21126.481521606445,21747.50160217285,18625.661308288574,20148.92163848877
DG(35:5)_C16:1,0,5.455556569863953,0,1,1,DAG,31116.362091064453,34781.542404174805,29990.48222732544,31346.302169799805,37759.62242126465,31116.362091064453,34781.542404174805,29990.48222732544,31346.302169799805,37759.62242126465,27608.421844482426
DG(35:5)_C18:0,0,4.782921228726889,0,1,1,DAG,21006.061416625977,19839.66139984131,20107.38135910034,20296.521492004395,20867.60140991211,21006.061416625977,19839.66139984131,20107.38135910034,20296.521492004395,20867.60140991211,19672.78134918213
DG(35:5)_C18:1,0,4.871905836323524,0,1,1,DAG,21271.00156402588,22741.401611328125,21480.961349487305,21802.601440429688,21021.681427001953,21271.00156402588,22741.401611328125,21480.961349487305,21802.601440429688,21021.681427001953,21496.621490478516
DG(35:5)_C18:2,0,3.724007733707708,0,1,1,DAG,9264.800674438477,11255.520858764648,8635.000587463379,9507.700729370115,8885.580574035645,9264.800674438477,11255.520858764648,8635.000587463379,9507.700729370115,8885.580574035645,12022.600914001465
DG(35:6)_C16:0,0,5.418692362864578,0,1,1,DAG,28950.94204711914,27395.901977539062,35014.90266418457,35428.86233520508,34131.842628479004,28950.94204711914,27395.901977539062,35014.90266418457,35428.86233520508,34131.842628479004,26433.861862182617
DG(35:6)_C16:1,0,5.066082558752277,0,1,1,DAG,24673.06162261963,26738.801818847656,23942.241744995117,24236.521881103516,26120.861892700195,24673.06162261963,26738.801818847656,23942.241744995117,24236.521881103516,26120.861892700195,21518.58168411255
DG(35:6)_C18:0,0,4.758031949231679,0,1,1,DAG,18073.201210021973,20322.901374816895,22125.661544799805,20215.501457214355,19190.201332092285,18073.201210021973,20322.901374816895,22125.661544799805,20215.501457214355,19190.201332092285,20350.821533203125
DG(35:6)_C18:1,0,4.947695556963249,0,1,1,DAG,24409.221740722656,23206.081619262695,22265.101600646973,22301.161529541016,22446.721534729004,24409.221740722656,23206.081619262695,22265.101600646973,22301.161529541016,22446.721534729004,21818.441368103027
DG(35:6)_C18:2,0,3.607970284376794,0,1,1,DAG,8333.320487976074,8952.860641479492,10215.32064819336,8202.060577392578,8667.52057647705,8333.320487976074,8952.860641479492,10215.32064819336,8202.060577392578,8667.52057647705,10433.640823364258
DG(36:3)_C16:0,0,5.396746034876009,0,1,1,DAG,34149.182388305664,33416.50241088867,29076.382064819336,28809.68211364746,31828.042266845703,34149.182388305664,33416.50241088867,29076.382064819336,28809.68211364746,31828.042266845703,28530.44207763672
DG(36:3)_C16:1,0,5.477260151116934,0,1,1,DAG,33866.14237213135,36318.18244934082,33057.84225463867,30095.76205444336,33511.182357788086,33866.14237213135,36318.18244934082,33057.84225463867,30095.76205444336,33511.182357788086,29531.582069396973
DG(36:3)_C18:0,0,1.848134900478051,0,1,1,DAG,2597.9001541137695,2690.6601905822754,2716.1801795959473,2556.160171508789,2776.5401916503906,2597.9001541137695,2690.6601905822754,2716.1801795959473,2556.160171508789,2776.5401916503906,2612.5201835632324
DG(36:3)_C18:1,0,5.480529790124661,0,1,1,DAG,26906.141845703125,30334.84224319458,48108.88269042969,39095.162731170654,31162.40235900879,26906.141845703125,30334.84224319458,48108.88269042969,39095.162731170654,31162.40235900879,14957.441055297852
DG(36:3)_C18:2,0,5.670635009724276,0,1,1,DAG,31652.08221435547,49387.182678222656,69804.76420593262,31585.482349395752,25765.881858825684,31652.08221435547,49387.182678222656,69804.76420593262,31585.482349395752,25765.881858825684,6451.460411071777
DG(36:4)|DG(O-37:4)_C16:0,0,5.258435779465562,0,1,1,DAG,28715.68182373047,29325.88198852539,31226.602157592773,26659.921875,28102.82211303711,28715.68182373047,29325.88198852539,31226.602157592773,26659.921875,28102.82211303711,24283.641815185547
DG(36:4)|DG(O-37:4)_C16:1,0,5.439897990322897,0,1,1,DAG,31408.7021484375,37557.662422180176,32236.322219848633,29763.542068481445,32909.402420043945,31408.7021484375,37557.662422180176,32236.322219848633,29763.542068481445,32909.402420043945,26562.201805114742
DG(36:4)|DG(O-37:4)_C18:0,0,1.792537732141347,0,1,1,DAG,2555.3001747131348,2554.1401710510254,2561.8201866149902,2555.380172729492,2564.1002082824707,2555.3001747131348,2554.1401710510254,2561.8201866149902,2555.380172729492,2564.1002082824707,2568.7601928710938
DG(36:4)|DG(O-37:4)_C18:1,0,3.681020264186814,0,1,1,DAG,4566.980350494385,3061.6602096557617,14929.88094329834,9356.680591583252,13161.760917663574,4566.980350494385,3061.6602096557617,14929.88094329834,9356.680591583252,13161.760917663574,13960.261085510254
DG(36:4)|DG(O-37:4)_C18:2,0,4.6705122237144,0,1,1,DAG,20592.281852722168,19258.081504821777,24559.38175201416,25277.46173477173,12959.84128189087,20592.281852722168,19258.081504821777,24559.38175201416,25277.46173477173,12959.84128189087,3465.88024520874
DG(36:5)_C16:0,0,6.485738648601755,0,1,1,DAG,64533.86462402344,47986.70350646973,86491.3862915039,76177.56503295898,62899.60391235352,64533.86462402344,47986.70350646973,86491.3862915039,76177.56503295898,62899.60391235352,54144.50407409668
DG(36:5)_C16:1,0,5.542976429374728,0,1,1,DAG,35160.102294921875,37214.44236755371,35816.802154541016,31830.602256774902,34986.58214569092,35160.102294921875,37214.44236755371,35816.802154541016,31830.602256774902,34986.58214569092,30274.24211883545
DG(36:5)_C18:0,0,1.7927867748520416,0,1,1,DAG,2555.6001739501953,2555.4601707458496,2562.56018447876,2554.800178527832,2564.8401947021484,2555.6001739501953,2555.4601707458496,2562.56018447876,2554.800178527832,2564.8401947021484,2568.840202331543
DG(36:5)_C18:1,0,1.948630811704443,0,1,1,DAG,2860.8401985168457,2858.7002029418945,2847.960193634033,2852.0201873779297,2846.9001998901367,2860.8401985168457,2858.7002029418945,2847.960193634033,2852.0201873779297,2846.9001998901367,2838.540187835694
DG(36:5)_C18:2,0,0.5289188355792723,0,1,1,DAG,1058.460075378418,1052.6800651550293,1050.9200744628906,1101.0200805664062,1063.8200721740725,1058.460075378418,1052.6800651550293,1050.9200744628906,1101.0200805664062,1063.8200721740725,1053.4200744628906
DG(36:6)_C16:0,0,9.43118250440117,0,1,1,DAG,470692.2958984375,302418.92346191406,698067.5389709473,706001.7230224609,449614.8488769531,470692.2958984375,302418.92346191406,698067.5389709473,706001.7230224609,449614.8488769531,364028.0099182129
DG(36:6)_C16:1,0,7.539566538432473,0,1,1,DAG,156213.65174865723,101240.40696716309,163050.35237121582,153517.2070159912,124958.84999084473,156213.65174865723,101240.40696716309,163050.35237121582,153517.2070159912,124958.84999084473,116245.92976379396
DG(36:6)_C18:0,0,1.792674545858476,0,1,1,DAG,2554.9201698303223,2554.5801887512207,2562.6201934814453,2555.6801681518555,2564.7601890563965,2554.9201698303223,2554.5801887512207,2562.6201934814453,2555.6801681518555,2564.7601890563965,2568.0001792907715
DG(36:6)_C18:1,0,1.9529136316603533,0,1,1,DAG,2860.600200653076,2858.5801887512207,2849.060188293457,2896.3002166748047,2845.960189819336,2860.600200653076,2858.5801887512207,2849.060188293457,2896.3002166748047,2845.960189819336,2839.020175933838
DG(36:6)_C18:2,0,0.5112551489803321,0,1,1,DAG,1050.2200813293457,1052.2200736999512,1050.8600692749023,1051.5400657653809,1052.820083618164,1050.2200813293457,1052.2200736999512,1050.8600692749023,1051.5400657653809,1052.820083618164,1053.8200759887695
DG(36:7)|DG(35:0)_C16:0,0,11.149004806082715,0,1,1,DAG,1581846.5766601562,888714.8773193359,2373748.7075195312,2317853.556274414,1443928.9038085938,1581846.5766601562,888714.8773193359,2373748.7075195312,2317853.556274414,1443928.9038085938,1260506.1483154297
DG(36:7)|DG(35:0)_C16:1,0,10.373838096345088,0,1,1,DAG,1170126.617980957,616578.6731262207,1225149.7767944336,1106413.4948730469,888293.9103088379,1170126.617980957,616578.6731262207,1225149.7767944336,1106413.4948730469,888293.9103088379,790284.3949890137
DG(36:7)|DG(35:0)_C18:0,0,1.9536586374418496,0,1,1,DAG,2555.220169067383,2668.0201568603516,3809.0002975463863,2556.020160675049,2563.900177001953,2555.220169067383,2668.0201568603516,3809.0002975463863,2556.020160675049,2563.900177001953,3250.1802673339844
DG(36:7)|DG(35:0)_C18:1,0,1.948458395372265,0,1,1,DAG,2859.480213165283,2858.1402015686035,2847.7401809692383,2852.220203399658,2846.600185394287,2859.480213165283,2858.1402015686035,2847.7401809692383,2852.220203399658,2846.600185394287,2839.1002044677734
DG(36:7)|DG(35:0)_C18:2,0,0.5109888943735946,0,1,1,DAG,1051.2000732421875,1051.8800773620603,1050.9400825500488,1051.5400619506836,1051.460075378418,1051.2000732421875,1051.8800773620603,1050.9400825500488,1051.5400619506836,1051.460075378418,1053.000072479248
DG(36:8)|DG(35:1)_C16:0,0,6.025273164050829,0,1,1,DAG,47951.76345825195,47821.36340332031,47457.40313720703,46949.403228759766,48861.44351196289,47951.76345825195,47821.36340332031,47457.40313720703,46949.403228759766,48861.44351196289,51237.98403930664
DG(36:8)|DG(35:1)_C16:1,0,12.767896527647762,0,1,1,DAG,6191280.37902832,3064744.649658203,6508648.27355957,6033099.111938477,4564072.567260742,6191280.37902832,3064744.649658203,6508648.27355957,6033099.111938477,4564072.567260742,4045650.223388672
DG(36:8)|DG(35:1)_C18:0,0,2.2085189632070605,0,1,1,DAG,3192.4002075195312,2912.8802070617676,3948.420253753662,3182.2002029418945,3823.160251617432,3192.4002075195312,2912.8802070617676,3948.420253753662,3182.2002029418945,3823.160251617432,3507.7602577209473
DG(36:8)|DG(35:1)_C18:1,0,1.948521654171022,0,1,1,DAG,2859.860206604004,2858.780204772949,2847.3002014160156,2852.6402130126953,2846.380184173584,2859.860206604004,2858.780204772949,2847.3002014160156,2852.6402130126953,2846.380184173584,2838.8801918029785
DG(36:8)|DG(35:1)_C18:2,0,0.5109220556200479,0,1,1,DAG,1050.220069885254,1052.0800704956057,1050.3800773620603,1051.5800743103027,1052.1600799560547,1050.220069885254,1052.0800704956057,1050.3800773620603,1051.5800743103027,1052.1600799560547,1053.5600776672363
DG(37:3)_C16:0,0,5.394148822109584,0,1,1,DAG,33587.12222290039,33963.08253479004,29683.042236328125,28139.522132873535,31489.42218017578,33587.12222290039,33963.08253479004,29683.042236328125,28139.522132873535,31489.42218017578,28873.82196044922
DG(37:3)_C16:1,0,5.448725425701643,0,1,1,DAG,32945.98222351074,34172.402488708496,31206.12225341797,33252.482482910156,31569.662185668945,32945.98222351074,34172.402488708496,31206.12225341797,33252.482482910156,31569.662185668945,29112.742233276367
DG(37:3)_C18:0,0,5.255043606329757,0,1,1,DAG,28388.521942138672,27869.50178527832,29055.22193908691,27992.601943969727,29020.902145385742,28388.521942138672,27869.50178527832,29055.22193908691,27992.601943969727,29020.902145385742,26254.002059936523
DG(37:3)_C18:1,0,5.439499414766556,0,1,1,DAG,32688.86233520508,32870.1824798584,31678.26237487793,30789.822372436523,34070.84233093262,32688.86233520508,32870.1824798584,31678.26237487793,30789.822372436523,34070.84233093262,29257.12215423584
