lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_cortex,DOD94_F3_Female_WT_cortex,DOD94_F4_Female_5xFAD_cortex,FAD184_F3_Female_WT_cortex,FAD184_F4_Female_WT_cortex,FAD185_M1_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_cortex,FAD185_M4_Male_WT_cortex,FAD189_M1_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_cortex,FAD189_M3_Male_WT_cortex,DOD93_F4_Female_5xFAD_cerebellum,DOD94_F3_Female_WT_cerebellum,DOD94_F4_Female_5xFAD_cerebellum,FAD184_F3_Female_WT_cerebellum,FAD184_F4_Female_WT_cerebellum,FAD185_M1_Male_5xFAD_cerebellum,FAD185_M3_Male_5xFAD_cerebellum,FAD185_M4_Male_WT_cerebellum,FAD189_M1_Male_5xFAD_cerebellum,FAD189_M2_Male_5xFAD_cerebellum,FAD189_M3_Male_WT_cerebellum,Blank_Blank_Blank_Blank_Blank
PI(30:3),0.15697928861369656,4.378830266121251,0.28666171042976885,0.5923677697417437,0.9999248803854064,PI,86307.90621948242,67733.4047241211,59713.26403808594,48260.68353271485,63432.10501098633,86248.78689575195,92586.80633544922,72960.46545410156,97261.96664428712,200259.7539672852,139786.92993164062,76502.3857421875,67929.10464477539,78730.56561279297,57383.20394897461,67969.3046875,82031.86614990234,84483.10537719727,68197.02505493164,89934.22723388672,83208.16668701172,60709.40377807617,77455.48666381836
PI(31:0)|PI(O-32:0),-0.15699687558470882,8.319977492494791,0.2867400816621739,0.5923171761036816,0.9999248803854064,PI,663164.9665527344,617827.5505371094,559953.6569824219,400611.7907714844,1336790.585205078,2504220.983154297,1597600.149169922,711978.2770996094,2671317.4924316406,2632213.366210937,2154186.9807128906,1185752.435546875,598026.7233886719,956164.0246582032,454154.671875,1941824.5915527344,2249824.971923828,2013438.866455078,637054.50439453125,1029309.366455078,3119437.577148437,1365459.75390625,147595.63037109375
PI(31:1)|PI(O-32:1)|PI(P-32:0),-0.45387542000316133,6.512465296124305,2.387852771281814,0.12228148521871639,0.9999248803854064,PI,179208.87103271484,224464.876953125,267379.6990966797,134715.47045898438,252602.2388305664,475449.7941894531,319816.1998291016,223871.4360961914,911777.6357421876,505895.970703125,442894.95513916016,242363.29663085935,174251.87091064453,353524.82678222656,148432.12994384766,1098311.8341064453,425091.71197509766,1032235.4530029296,227032.85571289065,368296.1658935547,454281.20703125,297355.5810546875,82196.28594970703
PI(31:2)|PI(P-32:1),-0.30909512062519034,4.823950748977202,1.1098423759171956,0.29211621507394164,0.9999248803854064,PI,83030.64572143555,83677.44619750977,89430.02673339844,60885.26403808594,73274.02481079102,128077.82919311523,108341.02798461914,88220.64651489258,199673.652923584,173674.09283447266,129517.95043945312,85966.52642822266,76315.68536376953,121257.10757446288,70738.46563720703,233201.9967041016,114928.30880737305,237134.55780029297,90106.64694213869,127059.689453125,117995.12866210938,93422.96676635742,63762.18475341797
PI(31:3),0.07877384949865562,4.3370754137857475,0.07221210514205723,0.7881427732428398,0.9999248803854064,PI,67219.22467041016,52163.54406738281,61851.64453125,58090.78393554688,65433.524322509766,124939.45059204102,100265.0466003418,68307.56448364258,107837.92645263672,191984.95385742188,126098.90966796876,76560.364501953125,67060.32531738281,67568.64447021484,54876.70407104492,74903.605224609375,92691.32754516602,93516.4266052246,67360.0650024414,82804.34588623047,101464.38720703124,82094.06631469727,28990.882110595703
PI(32:0)|PI(O-33:0),-0.00769541741664746,9.119169940859141,6.892628589412197e-4,0.9790548916267425,0.9999248803854064,PI,1478863.587890625,1459935.2006835938,1550965.0400390625,1204677.7124023438,2055518.7143554688,4141786.052734375,4979342.982910156,2573120.5400390625,4311752.655761719,1875042.524902344,2286140.678710937,1644070.47265625,1025620.7387695312,3515270.9213867188,789889.595703125,2569690.8959960938,2650679.2163085938,4017730.9643554688,2553569.2861328125,3248015.7065429688,2788650.1997070312,965216.3623046876,340252.5053710937
PI(32:1)|PI(O-33:1)|PI(P-33:0),-0.20272872162099437,8.74540344743314,0.4779631940764375,0.4893463573463606,0.9999248803854064,PI,768601.0339355469,911599.31640625,946778.2595214844,816003.80224609375,890784.505859375,1621155.8894042969,3553467.711669922,3590936.869140625,4034634.9060058594,1020365.9467773438,1986069.0090332031,690941.4528808594,648352.2058105469,2765456.9340820312,476527.03271484375,2448044.0432128906,1588150.815673828,3531878.0053710938,2968117.8916015625,3450867.881591797,2206953.7924804688,702774.71240234375,199953.154296875
PI(32:2)|PI(O-33:2)|PI(P-33:1),0.0024849024755122036,7.912183922170452,7.186844595707953e-5,0.9932359939635343,0.9999248803854064,PI,401316.78662109375,422474.728515625,393993.5856933594,421787.70703125,383722.6645507813,677339.3098144531,2322140.867919922,2425916.256835937,2701600.625,820932.4641113281,1360324.714111328,332833.1618652344,354692.5861816406,1111634.4465332031,282316.6591796875,956629.1142578124,678220.20654296875,1733093.5102539062,1600429.2529296875,2657856.4975585938,1299848.522705078,368416.7072753906,167421.7119140625
PI(32:3)|PI(P-33:2),-0.07512358514821972,5.678109124684609,0.06567755994365143,0.7977374690525573,0.9999248803854064,PI,187884.59259033203,156069.9725341797,107218.0668334961,117640.2689819336,84803.60543823242,243758.27865600583,322317.52032470703,361710.4038848877,426067.0279541016,245328.77755737305,243541.11990356445,132801.47030639648,139700.52987670898,182246.9937133789,128670.86932373048,253288.80010986328,234402.63748168945,319039.8772583008,221739.07739257807,405767.9628295898,219233.57577514648,169218.271484375,31671.322052001957
PI(32:4),0.12018964764002654,4.457745520829166,0.16807766075680775,0.6818259327708739,0.9999248803854064,PI,74340.60459899902,59897.94454956055,83978.6460571289,77957.90625,76534.24520874023,99364.52655029295,110484.04876708984,98286.26651000977,108310.82705688477,206973.4146118164,114839.62677001952,89338.5466003418,68665.26443481445,92647.88635253906,75560.94464111328,60130.283752441406,82823.20596313477,106914.96778869627,75139.30487060547,104430.42755126952,105691.80850219728,64487.88424682617,28123.822204589844
PI(32:5),0.06458292030598718,4.122073905090119,0.048539433170276425,0.8256245416966869,0.9999248803854064,PI,69639.04545593262,60578.7841796875,53630.003997802734,50022.32354736328,63357.00442504883,81628.0453491211,76458.28536987305,66180.40505981445,81003.68588256836,145446.20922851562,101451.10766601562,69602.724853515625,57873.7038269043,60153.26434326172,56600.22424316406,65188.32467651367,68068.92459106445,73938.94522094727,61528.32452392578,67973.42514038086,71387.24545288086,78670.0258178711,29713.38200378418
PI(33:0)|PI(O-34:0),-0.13815861886644543,7.789508698864805,0.22208030997717287,0.6374593777263408,0.9999248803854064,PI,496353.8358154297,450251.0493164063,433468.5300292969,325515.2214355469,880560.5197753906,1772344.2703857422,1223199.5659179688,550969.8791503906,1843938.908203125,1732071.3767089844,1293188.2353515625,815566.4967041016,431169.0653076172,671767.7904052734,350692.6420898437,1290017.3010253906,1546908.441772461,1373112.1389160156,467588.5324707031,819137.1630859375,2021456.583984375,889313.7800292969,127342.84948730467
PI(33:1)|PI(O-34:1)|PI(P-34:0),-0.2736341174222546,7.180782235027684,0.8701808169785181,0.3509052557274512,0.9999248803854064,PI,337145.6062011719,347861.6256103516,421012.127319336,294447.1827392578,357760.9669189453,753299.1329345703,845034.9991455078,624504.7843017578,1394634.063232422,714442.9853515625,576083.0845336914,381788.2286376953,263150.3176269531,544062.4378662109,244461.15869140625,1372586.085205078,634176.0633544922,1485998.5870361328,501824.56091308594,833286.1083984375,691033.0204467773,356010.1435546875,135122.7481689453
PI(33:2)|PI(O-34:2)|PI(P-34:1),-0.12944549945740283,5.7892081870491525,0.1949586476330296,0.6588212282054076,0.9999248803854064,PI,107134.96813964844,116217.22940063477,133742.48919677734,87561.846435546875,101837.86743164062,201080.3147583008,410097.9309082031,421514.7282104492,554018.5388183594,287935.6593017578,271808.5170898437,104239.86715698242,97334.3660888672,177088.43103027344,80603.48583984375,429578.08795166016,181983.9321899414,503969.9566040039,273927.8972167969,441832.4711303711,278879.5603027344,113760.06713867188,50591.16387939453
PI(33:3)|PI(O-34:3)|PI(P-34:2),0.48327009171392254,4.681880245008389,2.7056045737485874,0.09999616775465654,0.9999248803854064,PI,63089.10498046875,61303.50451660156,65817.72470092773,57003.78399658203,59516.583435058594,100615.50775146484,124836.88816833496,103002.60690307616,161427.6916809082,412275.56649780273,310122.8031311035,60772.204040527344,65061.14471435547,71647.92449951172,51310.64370727539,90356.9065246582,91895.726806640625,138212.05139160156,78654.16598510742,136788.66961669922,110665.70751953124,67273.62469482422,36472.5424194336
PI(33:4)|PI(O-34:4)|PI(P-34:3),0.0683229897045252,3.8450897944361784,0.0543229274353223,0.8157048801983426,0.9999248803854064,PI,52697.24423217773,45796.76336669922,49930.06362915039,45804.42300415039,49947.88320922852,71840.68505859375,68522.06498718262,54730.2438659668,79188.44534301758,108633.92758178712,71763.88525390625,48524.00360107422,49028.063537597656,54258.88391113281,42866.4033203125,53686.74392700195,60102.80422973633,62998.70361328125,49289.02346801758,70163.58462524414,60349.16409301758,53632.383850097656,29816.941955566406
PI(33:5)|PI(P-34:4),0.09941225066891987,3.914538420792163,0.11499674596325338,0.734525583807052,0.9999248803854064,PI,51959.26348876953,45357.623046875,50783.623596191406,47792.223693847656,52437.96356201172,82912.56600952148,93756.58758544922,53221.943908691406,77233.34490966797,109446.82693481444,78677.6654663086,51277.1435546875,49879.783752441406,53574.00367736816,43299.34297180176,51678.58375549317,70281.04489135742,75747.18576049805,49395.523529052734,67034.92462158203,65872.96478271484,53002.34399414063,32398.08221435547
PI(34:0)|PI(O-35:0),-0.12205010836340799,8.469523566328691,0.17332749514389434,0.67717133177098,0.9999248803854064,PI,1012288.455078125,786700.17431640625,845974.18310546875,631649.13720703125,1001921.46875,2155133.462402344,2834386.7744140625,2114355.1997070312,2249856.630859375,1178942.2646484375,1306659.9248046875,1788644.4775390625,603399.55517578125,2205269.201171875,519828.2763671875,1118997.7983398438,1498923.7553710938,2046755.1455078125,1835272.462402344,2094441.9487304688,1701088.5532226562,579354.77734375,1098962.5219726562
PI(34:1)|PI(O-35:1)|PI(P-35:0),-0.021315636961301353,10.458148864049594,0.005288292611638212,0.9420284175076288,0.9999248803854064,PI,2810174.256591797,1965223.978027344,1889820.184326172,1990201.448486328,2389266.890625,5158505.862548828,16390568.0625,18956447.422607426,9560381.33618164,2359556.6987304688,4710524.403808594,2001816.09765625,1259235.1381835938,9782171.88671875,956491.95703125,2759920.975585937,4661676.242431641,9166259.00048828,12881125.395507812,12152419.792480469,8138409.110351562,1107891.7216796875,2675812.8022460938
PI(34:2)|PI(O-35:2)|PI(P-35:1),0.18444966366731738,10.657063801348894,0.3957149790456924,0.5293105591624527,0.9999248803854064,PI,1159049.1701660156,1298037.8203125,864219.2790527344,1890678.473876953,1271174.4982910156,2836950.162353516,22872625.7578125,31994666.16015625,16018313.790039062,1946058.010986328,6385875.182128906,668755.4431152344,726196.0065917969,7324573.3974609375,402330.6298828125,1537531.4438476562,2637249.0173339844,10296130.276855469,18072132.072265625,20401629.849121097,10845994.131591797,800762.39892578125,151088.35009765625
PI(34:3)|PI(P-35:2),0.39448480293007204,9.29559796665158,1.8056455390961332,0.17903147245092663,0.9999248803854064,PI,317814.3005371094,339084.3647766113,222305.395690918,636061.4188842773,348840.90411376953,964597.995300293,8971060.303283691,12892826.270263672,8839751.747314453,1106563.4711914062,2960242.4587402344,160015.3511352539,179805.93341064453,1423689.0545043943,109769.76763916016,287233.1395263672,795591.081237793,3974327.896850586,5444939.779541016,10219013.372436523,4531137.27532959,267566.7387084961,40319.40286254883
PI(34:4),0.2853539979784556,5.6569396887033365,0.9461822964112798,0.33069296840033086,0.9999248803854064,PI,97240.04699707033,87253.30584716797,84500.6862487793,97418.226806640625,87370.08624267578,149221.89004516602,500802.3521728516,659186.0663146973,615887.7654418945,221936.41662597656,234218.53805541992,87085.58642578125,83797.18591308594,134607.32977294922,70276.44396972656,91046.02633666992,123186.84896850586,264138.3552246094,295297.40057373047,651745.4248046875,282351.56063842773,81681.32598876953,39685.78305053711
PI(34:5),0.03988524436605318,5.8582198744196345,0.018515024272346636,0.8917660033671253,0.9999248803854064,PI,298431.32049560547,320770.2830810547,317748.8610229492,296003.5603027344,227056.9150085449,141993.1502380371,168221.45239257812,282678.8816833496,167298.95135498047,175287.0509033203,193795.6315612793,300541.7397460937,238487.3153076172,267813.2175292969,289366.4967041016,251534.05813598636,98848.94680786131,130304.5887451172,270135.9796447754,152918.37030029297,93753.1060180664,283749.91998291016,38821.34286499024
PI(34:6),-0.07098024071277496,5.09152445442766,0.058632671770283196,0.8086702572756836,0.9999248803854064,PI,122121.00860595705,116540.94805908205,109508.24768066406,102839.68670654295,124630.48834228516,189473.77325439453,154411.17010498047,123515.68829345705,189612.1727294922,197463.23388671875,153650.8706665039,130830.00903320312,109994.30786132812,131658.78887939453,102584.94696044922,173015.47229003906,152678.6300048828,172755.7530517578,121979.60876464844,127255.94958496094,168055.01135253906,125890.72869873048,55471.74401855469
PI(35:2)|PI(O-36:2)|PI(P-36:1),0.053535861109454054,6.389923204249937,0.03335658767900895,0.8550821764550502,0.9999248803854064,PI,136507.92834472656,115209.62799072266,130095.44738769533,113533.52758789062,129535.80987548828,277235.62145996094,974183.5401611328,1117405.0968017578,836201.6054077148,274780.3408203125,292493.94024658203,109777.6682434082,96475.1473388672,232261.75482177731,80663.3251953125,345490.98724365234,263943.257232666,689753.7551269531,578710.2777099609,897303.9041137695,549850.6392211914,108109.0477294922,47512.38354492188
PI(35:3)|PI(O-36:3)|PI(P-36:2),0.22206056102820032,5.781475055831895,0.5733620431492454,0.44892601442923563,0.9999248803854064,PI,100028.30694580078,78941.20559692383,89362.98626708984,81162.28617858887,81206.94616699219,157771.91162109375,652711.252746582,772470.6129150391,603955.0043334961,229157.9168395996,202647.07411193848,90390.44665527344,78985.72576904297,124430.36959838869,68631.74493408203,119922.14776611328,145737.8907775879,365700.1028442383,355362.0051269531,632134.6851806641,356217.6869506836,90350.22595214844,39125.62301635742
PI(35:4)|PI(O-36:4)|PI(P-36:3),0.11558382156533664,5.407363528610065,0.15544930330725037,0.693381269313808,0.9999248803854064,PI,219760.4958190918,193411.0934753418,212979.13513183597,191247.3748779297,169904.31219482422,122625.86846923828,167340.1930847168,257785.05700683597,181561.65451049805,147710.7511291504,139840.06994628906,198878.0524597168,150772.13110351562,185811.99380493164,192085.63415527344,163583.77256774902,83975.50650024414,111138.24816894533,202356.17541503903,153532.42929077148,96976.4079284668,186070.49169921875,26581.941925048828
PI(35:5)|PI(O-36:5)|PI(P-36:4),-0.08169886521366118,6.490518913471221,0.07767663366394117,0.7804710093840461,0.9999248803854064,PI,520114.29901123047,533139.2157592773,564647.5192260742,533183.2753295898,376345.1072692871,98120.70639038086,111296.08819580078,437375.2327270508,88087.32638549805,120402.6078491211,259233.63604736328,569032.0840454102,388572.6688232422,486685.0155944824,528024.7982177734,425933.5524902344,82408.72607421875,112311.36953735352,467699.93283081055,93909.50631713869,74308.6450805664,514215.9018554688,43434.64291381836
PI(35:6)|PI(P-36:5),-0.05215395457169362,6.1248978872288635,0.03165670907696949,0.8587831935157003,0.9999248803854064,PI,298789.97985839844,257755.8780517578,255491.4178466797,221195.17626953125,256067.7774658203,315198.0006103516,302250.0030517578,262787.080078125,273559.0584716797,296534.4802246094,290711.0592041016,363337.4477539063,216467.3555908203,353547.404296875,237354.6968994141,261211.4183349609,233467.03540039065,271650.3974609375,268851.1984863281,242362.6571044922,224403.2979736328,230983.17602539065,242178.3170166016
PI(36:1)|PI(O-37:1)|PI(P-37:0),-0.0039004323232871203,8.443603789778587,1.7707212828099728e-4,0.9893829870192203,0.9999248803854064,PI,667134.0877685547,391520.4838867188,456012.9334716797,415138.728515625,584661.8250732422,1365274.1680908203,4459568.252197266,4705053.779418945,3116462.61328125,881013.4150390625,978096.96484375,400690.5303955078,348233.9650878906,2299763.086791992,264683.9385986328,676535.1904296875,1224453.8369140625,2619828.4963378906,2711762.185546875,3706014.3927001953,2201859.893798828,334462.64221191406,89580.60632324219
PI(36:2)|PI(O-37:2)|PI(P-37:1),0.3031966215673257,10.98585853567326,1.0680044565084756,0.3013966271869968,0.9999248803854064,PI,1630530.6215820312,1099757.3614501953,938095.71337890625,1771603.1107177734,1261112.248046875,3838342.4768066406,33479875.66210937,42903476.44921875,21586647.231445312,3091645.805419922,5623895.110717773,831472.6142578125,778655.9909667969,6715274.104125977,578797.0849609375,1328454.611328125,3618957.553466797,15414676.308105469,20690305.709960938,25783434.44482422,13341340.94140625,863961.30859375,120752.98876953124
PI(36:3)|PI(P-37:2),0.3993198663798219,11.862278006619134,1.8500455673263616,0.17377809470329122,0.9999248803854064,PI,1627616.6072387695,1254464.4721679688,910409.1173095704,2432135.750488281,1303868.2182617188,5443784.540649414,66877751.630615234,79352000.62548828,53845530.97094727,5091914.101928711,8850493.547668457,801466.2474365234,757759.4771728516,6122424.718505859,582837.7598876953,970968.29638671875,4428727.073242188,29083947.72460937,34382626.515625,59990527.765625,24984236.60632324,1244713.8076171875,65510.98474121094
PI(36:4),0.44532414462662917,10.846183039160652,2.2991010542723984,0.1294488986981601,0.9999248803854064,PI,1634891.3911132812,795632.78759765625,715741.26220703125,1260387.369506836,1216588.140258789,5515099.262390137,31455354.81634521,31918825.393432617,33650634.853149414,4840347.267211914,3852264.7201538086,593660.4401855469,710966.6706542969,2186462.8914489746,347731.5856933594,880202.1109619141,2944645.1462402344,13686428.889160156,12345670.3359375,33585319.58691406,12143745.200927734,974723.421875,51105.0234375
PI(36:5),0.2482535105835774,7.231590326670158,0.7164320451556705,0.3973167627260957,0.9999248803854064,PI,136354.0910949707,107140.74780273438,99914.54724121094,135205.9685974121,109164.90805053712,323328.59924316406,2142913.194091797,2280283.565765381,2935676.5111694336,319655.23794555664,341499.7436218262,100491.96701049805,95552.0066833496,242984.1956787109,78363.78506469727,107147.8667602539,269836.25732421875,1031650.9536743164,928222.8671264648,3104420.870788574,952260.8882141112,103000.42657470705,37556.10272216797
PI(36:6),-0.030741703702223552,5.396164871381149,0.010999147804795939,0.9164735508435293,0.9999248803854064,PI,130306.74932861328,116889.86981201172,97885.92645263672,92686.2265625,129018.48959350586,217560.67706298828,301621.92169189453,221457.13549804688,315126.64392089844,224092.5980224609,193411.71215820312,165411.8110961914,101581.10772705078,153147.93115234375,95673.8265991211,123932.60736083984,210854.29486083984,199971.6961669922,163889.89282226562,280444.32208251953,272635.0606689453,130355.7084350586,75461.6060180664
PI(36:7)|PI(35:0)|PI(O-36:0),-0.053066192351773,8.316433073771558,0.03277418410289101,0.8563389920147202,0.9999248803854064,PI,620927.6640625,510382.95166015625,308521.68212890625,367603.4462890625,1625692.3662109375,2605596.7502441406,1860713.843017578,846758.38232421875,2021968.798828125,2990722.9541015625,2574055.9482421875,1489673.0209960938,479055.89453125,799255,423315.0478515625,1021246.5346679688,2594506.874023437,886679.3757324219,583265.3420410156,873210.1240234375,4096597.538330078,1634101.2700195312,170410.3330078125
PI(36:8)|PI(35:1)|PI(O-36:1)|PI(P-36:0),0.039608506321634554,6.785437156293954,0.018259184063936118,0.8925118201447956,0.9999248803854064,PI,213549.9754638672,196030.2130126953,210984.93493652344,233428.2784423828,282824.9797363281,567536.3642578125,920605.8287353516,800965.2359619141,992411.35546875,722870.4805908203,616218.7012939453,254648.95776367188,165716.97119140625,336050.5653076172,138721.35021972656,590761.6029052734,500352.53674316406,775508.6544189453,490850.0358886719,781420.07470703125,783853.8551025391,271469.7788085937,73757.48529052734
PI(37:3)|PI(O-38:3)|PI(P-38:2),0.3102282559547049,6.270225414738259,1.1180068284738809,0.2903480404411118,0.9999248803854064,PI,91330.68646240234,75968.34506225586,79747.72564697266,80940.50506591797,73761.16519165039,197513.27154541016,1359682.023864746,1040990.3531799316,1138896.4899291992,260917.33883666992,197976.6954345703,75620.32550048828,79684.82620239258,127642.7300415039,64211.44442749024,102058.38787841795,179534.7162475586,607132.88525390625,444068.8528442383,1179606.3088378906,495669.47497558594,75326.54495239258,43111.14297485352
PI(37:4)|PI(O-38:4)|PI(P-38:3),0.27077150875834,5.608472611036509,0.8520848972293606,0.35596319881990257,0.9999248803854064,PI,131980.8696899414,109348.06768798828,107046.1473388672,97773.30725097656,103240.4871826172,250941.6164855957,626558.8752441406,382793.7278442383,612256.1640319824,240341.01806640625,129138.6280517578,97939.46710205078,106465.60705566406,118558.74822998048,81860.5454711914,109455.10729980467,184648.1724243164,302640.50036621094,196285.33416748047,555951.9950561523,244644.99905395508,102490.84704589844,38563.86264038086
PI(37:5)|PI(O-38:5)|PI(P-38:4),0.1802060008058811,4.585220426510391,0.3777113426040728,0.5388306392201484,0.9999248803854064,PI,85595.805908203125,69020.06475830078,71106.044921875,61766.10443115234,74131.84494018555,143420.82946777344,200959.4729309082,118884.26803588869,202765.03540039065,156477.65060424805,87381.40545654297,64560.12432861328,65275.62481689453,77891.60498046875,56015.32385253906,73316.04571533203,108290.46807861328,131735.68914794922,83116.08670043945,173612.8529663086,116313.74703979492,67883.00457763672,35006.74256896973
PI(37:6)|PI(O-38:6)|PI(P-38:5),0.06385345553514486,4.965312890392576,0.04745050334292955,0.8275605060029936,0.9999248803854064,PI,93160.32614135742,82832.58575439453,90594.24609375,78745.80596923828,143748.84967041016,213529.8145751953,206878.27642822263,110355.64834594728,166081.0326538086,192521.19189453125,155777.8309326172,133998.2684326172,83118.70593261719,110530.30780029295,76235.4859008789,101372.02722167967,151163.19143676758,161226.6319580078,110192.12713623048,168560.07293701172,149699.24932861328,94353.74713134766,65576.4048461914
PI(37:7)|PI(P-38:6)|PI(36:0)|PI(O-37:0),-0.24998028460410046,6.696431858931193,0.7264179809644702,0.3940467300768085,0.9999248803854064,PI,272292.81884765625,251300.39916992188,255976.25830078125,198055.53369140625,287414.9609375,628585.40380859375,663852.73193359375,452676.708984375,640360.345703125,562462.37890625,460702.0966796875,718501.7082519531,243847.03662109372,485851.0024414063,213143.77368164065,351977.08642578125,507575.9956054688,652783.1262207031,427757.7119140625,594990.4812011719,556415.7375488281,249069.49853515625,174424.33276367188
PI(38:2)|PI(P-39:1),-0.02091955351713844,6.784610949240785,0.005093535088235512,0.9431040759227398,0.9999248803854064,PI,213430.63598632807,128589.00955200195,124597.109375,128960.8682861328,166444.27053833008,436658.8517456055,1454694.1452941897,1217697.491973877,1356379.1840820312,350598.88458251953,258655.49920654297,172748.03176879883,135341.2502746582,338092.3632507324,123925.7084350586,219462.53582763672,447144.5694580078,903425.028503418,639802.3648071289,1472212.2963867188,851040.9765014648,150314.5698852539,35227.02261352539
PI(38:3),0.3830035022729136,7.981149324131987,1.7023723944439624,0.1919780117019811,0.9999248803854064,PI,687645.2074584961,239982.79669189453,284759.6233520508,277575.43743896484,477160.389251709,2249156.5861816406,3529127.825988769,1952794.881652832,4325737.012512207,1716780.173034668,354022.7213745117,253568.8172607422,376131.9081420898,410689.3051147461,140363.41046142578,458134.5889892578,1038249.1862792968,1777428.7482299805,918347.2049560548,3725328.744140625,1515002.4159851074,407862.8272705078,41249.6227722168
PI(38:5),0.5347368486786762,8.256266383583949,3.309255377702357,0.06889070109429606,0.9999248803854064,PI,1119096.808959961,423277.7694091797,515557.4985961914,498361.8754272461,779560.6536254883,3686723.4069213863,3856433.2319335938,1352134.7801208496,4789882.901916504,2799331.3391723637,490867.3954467773,366396.52642822266,701755.2160339355,518497.8954772949,214104.2939453125,794597.2084350586,1586114.0805664062,1731707.1782226562,643769.8449707031,3610852.289672852,1358200.4298095703,748499.8557128906,48350.22351074219
PI(38:6),-0.0807455410070111,7.0246740172640125,0.0758750862441957,0.7829672107877141,0.9999248803854064,PI,326811.224609375,178111.1317138672,201875.87255859372,199420.99353027344,335252.26330566406,1090770.1322631836,1377491.904724121,709790.0509643555,1419427.1369018557,656579.6227416992,296739.1187133789,229038.4967041016,289627.31872558594,321823.34173583984,133637.3501586914,378754.68438720703,861847.5974121094,946685.5912475586,406241.8862304688,1791230.8895874023,799160.74609375,363487.30389404297,71451.1050415039
PI(38:7)|PI(37:0)|PI(O-38:0),0.04722796429533864,6.560752574524474,0.02595951361945481,0.8719992324037154,0.9999248803854064,PI,183858.25366210935,151652.6505126953,128750.2098388672,134899.07006835938,333310.56286621094,694746.1715087891,830970.9856567383,500377.9112548828,821490.7023925781,741814.3409423828,539886.7214355469,296449.498046875,147255.45068359375,229401.89721679688,133986.4087524414,290084.5217285156,584954.4227294922,534718.1748046875,267579.51904296875,596181.6794433594,935735.9610595704,349018.8253173828,50658.62344360352
PI(38:8)|PI(37:1)|PI(O-38:1)|PI(P-38:0),0.22558864300652298,6.245521643224203,0.5917101291561266,0.44175858328284195,0.9999248803854064,PI,112540.36791992188,101115.84741210938,102282.2876586914,123368.04833984376,117628.56915283205,268384.7185058594,1088482.4400024414,918135.0866088868,909052.6771240234,285030.3606567383,256219.41766357425,108882.62774658205,94272.46685791016,172612.873046875,81479.7857055664,183457.8936767578,238068.65509033203,607200.352355957,396568.2702636719,910835.089111328,491165.0114746094,112128.7879638672,55807.26416015625
PI(38:9)|PI(37:2)|PI(O-38:2)|PI(P-38:1),0.3201817445178998,6.666224846355776,1.1907533849298488,0.27517764229223146,0.9999248803854064,PI,99511.84649658205,83951.00622558594,96214.02667236328,95911.8465576172,89252.94659423828,250978.37713623047,1761575.8707885742,1466989.3969726562,1436865.9210205078,357291.2237548828,324371.9616088867,82867.62530517578,79494.66564941406,179210.7739868164,69655.08532714844,142391.26971435547,238808.73739624023,872420.8716430664,589850.3050537109,1502231.3263549805,681986.6111450195,90935.74621582033,43804.44345092773
PI(39:4)|PI(O-40:4)|PI(P-40:3),0.1937686374333677,4.641141884545298,0.43666211060553906,0.5087379278805028,0.9999248803854064,PI,69950.08517456055,53984.38400268555,69188.96499633789,55107.62377929688,62030.96417236328,127690.50915527344,279577.9796447754,179190.29425048828,243942.93725585935,125507.20922851562,79341.68533325195,58772.12384033203,59272.54452514648,65019.824645996094,52236.60339355469,56071.32424926758,96865.24710083008,156647.49194335938,98183.0867919922,237290.594909668,135945.94927978516,59942.74444580078,35882.762603759766
PI(39:5)|PI(O-40:5)|PI(P-40:4),0.0529820679302644,4.8417586587505035,0.03266927643548456,0.856566603344198,0.9999248803854064,PI,95026.526611328125,85160.986572265625,84690.986328125,83541.62615966797,84082.00555419922,148878.81072998047,207406.21484375,136154.9091796875,199086.0352172852,158689.1312866211,111903.76751708984,88615.4066772461,84247.60638427734,92562.16705322266,75848.16583251953,91544.5873413086,132414.1092529297,157923.66998291016,97202.286376953125,188578.49267578125,143428.2899169922,82696.02569580078,72444.46563720703
PI(39:6)|PI(O-40:6)|PI(P-40:5),-0.02722208394667225,5.178696090305448,0.00862474993482465,0.9260072112205994,0.9999248803854064,PI,104206.62762451172,85281.72637939453,85243.34616088867,68715.6654663086,84174.96572875977,331429.2664489746,270807.6976928711,122240.62899780272,298550.1607666016,275322.5407409668,114804.24795532228,100475.60778808594,90733.80651855467,101799.4468383789,66339.4652709961,93640.32723999023,267477.30322265625,285065.7803039551,87322.966064453125,300789.0180358887,224001.8142089844,80782.3267211914,68958.7048034668
PI(39:7)|PI(P-40:6)|PI(38:0)|PI(O-39:0),-0.03807025862322256,5.155722980946869,0.016868202066689264,0.896663233008745,0.9999248803854064,PI,96119.2862548828,86984.74615478516,91859.96588134766,73275.38543701172,106795.40698242188,228231.15533447263,199249.01428222656,119348.5679321289,243369.53784179688,302753.35803222656,221049.4364013672,110127.4676513672,90981.88684082033,126005.9292602539,77505.90606689453,169767.31323242188,200958.89428710935,247421.49530029297,108031.42852783205,200556.8129272461,206456.3555297852,99820.7667236328,49947.44329833984
