Lipid,Class,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,DOD100-M1-WT-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M5FAD173-WT-Diencephalon10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
TAG(54:4)_FA 16:1,TAG,60033.04479980469,140169.82940673828,184607.31423950195,121667.80874633789,156317.09382629395,67662.7646484375,19888.46141052246,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:4)_FA 18:0,TAG,116603.98797607422,298737.14166259766,304893.02099609375,179407.6912841797,270294.05822753906,136804.6485595703,61425.82455444336,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:4)_FA 18:1,TAG,137067.6700439453,318922.22540283203,226601.2787475586,171347.67205810547,266770.4013671875,177908.75256347656,59419.984802246094,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:4)_FA 18:2,TAG,373306.3642578125,438840.12939453125,414908.27734375,340254.48583984375,527667.5017089844,489786.47692871094,129114.490234375,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:4)_FA 20:0,TAG,17864.701286315918,24357.82221221924,17205.761150360107,22999.30167388916,21389.141410827637,21986.901294708252,16650.241081237793,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:4)_FA 20:4,TAG,245203.8955078125,251819.53515625,258439.87646484375,228693.79516601562,255838.7177734375,249393.2958984375,243623.19775390625,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:5)_FA 16:0,TAG,94699.68594360352,293059.9981689453,359914.07205200195,173744.89169311523,277461.97912597656,93828.00662231445,18004.6812210083,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:5)_FA 16:1,TAG,374479.7854003906,1323234.896850586,1762077.9721069336,1005568.4512939453,1487202.3276367188,433014.4948730469,21322.941482543945,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:5)_FA 18:0,TAG,30146.042053222656,41770.663024902344,39006.022521972656,44715.02333068848,44978.283294677734,32518.062271118164,18872.141235351562,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:5)_FA 18:1,TAG,124778.10766601562,322199.8243408203,321606.1256713867,185210.67333984375,272500.3780517578,146860.73150634766,64764.24411010742,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:5)_FA 18:2,TAG,159208.7305908203,308835.8635253906,238090.3939819336,138571.22912597656,265616.5163574219,214436.5971069336,60572.64437866211,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:5)_FA 20:0,TAG,23696.881896972656,30866.282333374023,23203.601676940918,30157.32201385498,28160.702278137207,22704.721405029297,17917.581367492676,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:5)_FA 20:4,TAG,259594.53979492188,298196.55993652344,290583.14013671875,248736.19555664062,335250.7625732422,326783.1494140625,341073.00817871094,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:6)_FA 16:0,TAG,56707.184020996094,82788.10534667969,90747.62557983398,75141.10485839844,93177.56634521484,54437.22393798828,28894.021728515625,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:6)_FA 16:1,TAG,97345.82723999023,286427.1427001953,339951.1645202637,172244.0509033203,268499.6798095703,91982.02639770508,20387.70156097412,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:6)_FA 18:0,TAG,35837.102447509766,42113.86315917969,37953.182678222656,46431.52323913574,38011.782318115234,34547.12258911133,25229.681915283203,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:6)_FA 18:1,TAG,32961.44268798828,43180.003341674805,41792.18295288086,46080.48336791992,43395.742752075195,32841.08256530762,20671.58152770996,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:6)_FA 18:2,TAG,124195.98901367188,281157.6409301758,282689.5408935547,132460.84967041016,245691.49725341797,144426.1883544922,55558.423278808594,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:6)_FA 20:0,TAG,18326.521392822266,18618.801391601562,17794.52155303955,19900.32151031494,20324.901237487793,14776.041069030762,13981.66104888916,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:6)_FA 20:4,TAG,112843.9271850586,188684.55505371094,162560.95141601562,109282.06842041016,159900.12854003906,140933.0708618164,61396.84405517578,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:7)_FA 16:0,TAG,64442.32403564453,68662.80471801758,87115.20486450195,73247.30471801758,76136.30529785156,50684.02429199219,24206.761627197266,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:7)_FA 16:1,TAG,54179.78366088867,80429.46588134766,92863.96704101562,78453.8857421875,96594.82635498047,52930.203552246094,29374.701934814453,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:7)_FA 18:0,TAG,36814.98243713379,38533.362701416016,44214.403411865234,44955.58312988281,39056.62286376953,35062.182525634766,26289.241897583008,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:7)_FA 18:1,TAG,34879.74237060547,38014.34225463867,39672.76281738281,44394.98287963867,39489.16262817383,36723.06283569336,27554.221923828125,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:7)_FA 18:2,TAG,33746.78242492676,44156.80319213867,37769.96226501465,43184.20315551758,41827.22294616699,36702.30303955078,25290.36166381836,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:7)_FA 20:0,TAG,29409.742393493652,35066.142082214355,27651.401580810547,29313.701835632324,33454.3424987793,29013.0224609375,21194.221565246582,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:7)_FA 20:4,TAG,28791.121963500977,48526.32357788086,32827.08174133301,30152.94207763672,38829.14245605469,35487.122146606445,19854.321548461914,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:8)_FA 16:0,TAG,43191.60330200195,50443.103454589844,51646.623443603516,50374.8642578125,49639.82327270508,41442.523040771484,26868.181884765625,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:8)_FA 16:1,TAG,74394.58395385742,85384.66761779785,100697.44738769531,74272.76622009277,81828.40525817871,60604.5830078125,28112.962059020996,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:8)_FA 18:0,TAG,48373.2033996582,65575.94403076172,65930.00457763672,59957.704162597656,66302.12475585938,53151.083068847656,32772.021881103516,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:8)_FA 18:1,TAG,48965.34307861328,61141.26354980469,74778.52432250977,59604.92468261719,55962.144958496094,52826.48400878906,32958.802490234375,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:8)_FA 18:2,TAG,43451.603271484375,49747.863372802734,43558.822998046875,45772.343322753906,48663.78369140625,45123.3830871582,36988.402252197266,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:8)_FA 20:0,TAG,33200.00241088867,37069.14289855957,34556.18242645264,31961.802139282227,33197.92199707031,31639.981994628906,23918.601539611816,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(54:8)_FA 20:4,TAG,20025.741287231445,25682.321899414062,19425.201442718506,25134.741508483887,20061.861431121826,23781.861671447754,18129.121383666992,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:0)_FA 16:0,TAG,86589.98574829102,93392.34646606445,108849.70791625977,77488.74478149414,87822.30694580078,88302.88610839844,101798.86618041992,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:0)_FA 16:1,TAG,28636.842224121094,36607.762786865234,34656.46282196045,34232.3625793457,41159.5231628418,27983.601974487305,23676.841690063477,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:0)_FA 18:0,TAG,36218.362365722656,41190.24336242676,54800.58377075195,46804.883361816406,42826.10269165039,35896.80288696289,25687.941925048828,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:0)_FA 18:1,TAG,38173.482650756836,44130.54293823242,43137.48360443115,45806.50340270996,46209.00410461426,48441.043197631836,56905.6833190918,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:0)_FA 18:2,TAG,40685.04266357422,42359.84274291992,33110.66221618652,43243.64303588867,43600.883697509766,30797.642181396484,38811.66226196289,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:0)_FA 20:0,TAG,142800.6307373047,137864.36962890625,137633.34936523438,129841.40893554688,136071.82958984375,128757.64990234375,113286.24865722656,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:0)_FA 20:4,TAG,23222.921546936035,22785.681747436523,18864.721534729004,22497.541694641113,22085.681495666504,20884.561637878418,18941.801399230957,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:1)_FA 16:0,TAG,29944.72201538086,35998.762283325195,40580.76348876953,34379.742431640625,31471.922332763672,29470.48232269287,20548.841331481934,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:1)_FA 16:1,TAG,89452.44689941406,97541.06723022461,107523.96685791016,76298.82559204102,80665.54629516602,81508.84632873535,112207.1460571289,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:1)_FA 18:0,TAG,28938.94189453125,35705.58289337158,41833.80288696289,41342.52276611328,33900.06221008301,31236.601928710938,20360.781692504883,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:1)_FA 18:1,TAG,41675.12289428711,49483.96420288086,59321.32452392578,44228.6432800293,45531.9831237793,40868.72261047363,31410.142196655273,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:1)_FA 18:2,TAG,40694.32272338867,44690.78266143799,42031.88300704956,44448.86279296875,46653.04292297363,48188.20363616943,64401.1658782959,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:1)_FA 20:0,TAG,77232.52513122559,72426.30474853516,74662.14456176758,76379.42572021484,84049.88464355469,71414.88552856445,36528.12268066406,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:1)_FA 20:4,TAG,24973.521911621094,27138.642066955566,25811.92186355591,28416.202003479004,27232.70221710205,27861.901962280273,18633.741241455078,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:2)_FA 16:0,TAG,32681.382705688477,37233.28276062012,37484.74286651611,35064.98237609863,39751.50277709961,39947.902587890625,43486.843437194824,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:2)_FA 16:1,TAG,28262.102157592773,38180.7227935791,38668.36289978027,37455.302658081055,31768.462158203125,29556.541946411133,21458.481323242188,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:2)_FA 18:0,TAG,29958.802139282227,43118.76300048828,39895.68280029297,48079.763999938965,44903.66287231445,35601.9421081543,23245.26155090332,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:2)_FA 18:1,TAG,35248.44216918945,38434.822814941406,41891.00309753418,32150.142288208008,38462.742584228516,36695.44231414795,25465.261795043945,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:2)_FA 18:2,TAG,45035.14340209961,46382.1637878418,56579.52444458008,44960.302825927734,46840.04281616211,41892.78288269043,30946.502197265625,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:2)_FA 20:0,TAG,210208.05432128906,170964.05340576172,121554.58728027344,144416.84857177734,194161.87335205078,122561.41076660156,55912.803955078125,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:2)_FA 20:4,TAG,17199.30108642578,18257.62117767334,18077.441375732422,19926.20166015625,20412.481651306152,16552.96113204956,17971.461193084717,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:3)_FA 16:0,TAG,32351.10235595703,34404.68231201172,30380.342010498047,39461.46267700195,35007.98254394531,29433.721961975098,22100.261459350586,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:3)_FA 16:1,TAG,33847.822021484375,38938.602798461914,40898.842781066895,39629.48271179199,37975.882400512695,37081.24242401123,43707.043601989746,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:3)_FA 18:0,TAG,47650.383209228516,100376.10720825195,142189.14962768555,100920.08851623535,120233.18862915039,55197.8239440918,18396.621215820312,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:3)_FA 18:1,TAG,37554.90223693848,44234.12341308594,50578.144439697266,50534.90301513672,57766.20456695557,47820.46293640137,22891.34178161621,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:3)_FA 18:2,TAG,41141.12275695801,45689.123138427734,56424.18342590332,42468.403091430664,47458.72378540039,43599.26298522949,25345.982055664062,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:3)_FA 20:0,TAG,59268.20422363281,75857.60513305664,52943.18315124512,48520.34344482422,75336.66607666016,61334.92431640625,32250.822052001953,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:3)_FA 20:4,TAG,35278.84280395508,34656.562438964844,33912.702392578125,32547.002319335938,36918.28268432617,31307.302169799805,24591.201629638672,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:4)_FA 16:0,TAG,35983.202560424805,39857.70265197754,40346.68249511719,43439.68315124512,41817.643310546875,29451.30207824707,21459.48126220703,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:4)_FA 16:1,TAG,33837.36242675781,35114.122497558594,30171.222290039062,39254.422607421875,36089.582458496094,27011.921615600586,21452.441604614258,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:4)_FA 18:0,TAG,271809.7192993164,910866.8001708984,1295228.152770996,672475.8283691406,987543.2452392578,326915.8606567383,21503.621376037598,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:4)_FA 18:1,TAG,48496.66360473633,91594.80651855469,119913.60856628418,67923.68496704102,110915.90711975098,56474.26387023926,23016.64143371582,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:4)_FA 18:2,TAG,41496.84336853027,47847.90315246582,47596.78332519531,50849.58337402344,54906.42416381836,50100.96420288086,26030.621963500977,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:4)_FA 20:0,TAG,53687.08462524414,79781.50523376465,63737.82518005371,54906.583892822266,63976.624755859375,61312.22514343262,46783.3836517334,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:4)_FA 20:4,TAG,203110.91479492188,192799.83349609375,189908.513671875,184488.55322265625,186812.39428710938,167674.7724609375,146159.33081054688,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:5)_FA 16:0,TAG,51673.76382446289,49630.243713378906,49408.36376953125,54080.364166259766,52907.583740234375,42750.00321960449,33104.90249633789,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:5)_FA 16:1,TAG,37800.28317260742,40998.36302947998,37396.04277038574,44240.12316894531,42458.602935791016,30353.90234375,19917.54136657715,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:5)_FA 18:0,TAG,76432.22546386719,215786.09631347656,257733.63774108887,138153.56983947754,197627.5936279297,72809.76513671875,18966.861267089844,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:5)_FA 18:1,TAG,205120.73559570312,784323.4182128906,1009389.6517333984,406935.60693359375,784220.5145263672,292534.84063720703,24735.20167541504,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:5)_FA 18:2,TAG,46966.82371520996,95671.88673400879,112015.7871170044,72284.46508789062,100539.78680419922,60720.723571777344,21182.441329956055,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:5)_FA 20:0,TAG,25643.34164428711,27347.322074890137,25514.80174255371,25055.60171508789,26524.661994934082,23604.64121246338,18046.96134185791,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:5)_FA 20:4,TAG,151515.5098876953,141967.4111328125,142972.6905517578,144534.15130615234,168841.5938720703,159292.99298095703,56908.264221191406,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:6)_FA 16:0,TAG,232518.6374206543,106593.86703491211,129801.52951049805,110611.92810058594,140972.17041015625,68272.30453491211,28520.901596069336,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:6)_FA 16:1,TAG,48852.4033203125,46733.76348876953,51971.04376220703,52919.24360656738,56813.204498291016,43470.92332458496,36152.20288848877,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:6)_FA 18:0,TAG,60730.04443359375,78161.70574951172,90410.78649902344,81530.04541015625,92425.32727050781,56233.52410888672,34859.68246459961,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
TAG(56:6)_FA 18:1,TAG,71692.62524414062,193261.0736694336,204881.4331665039,90539.32751464844,168416.44915771484,71578.84506225586,21292.06137084961,Genotype: WT | Brain Region: cortex,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cortex vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
