Lipid,Class,DOD100-M1-WT-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M5FAD173-WT-Diencephalon10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
Lyso_PG(20:3) | PG (20:3)_2,PG,52252.06381225586,57100.00378417969,43176.90280151367,52333.78366088867,55295.88366699219,36153.58251953125,62474.78518676758,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(20:4) | PG (20:4),PG,46675.883392333984,46869.303649902344,41808.28373336792,50316.703369140625,48369.203186035156,25622.221557617188,59044.60400390625,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(20:4) | PG (20:4)_2,PG,50409.06393432617,47473.98355102539,44885.12287902832,47936.46319580078,50528.083435058594,25481.22179031372,54664.10339355469,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(20:5) | PG (20:5),PG,90312.50659179688,88813.34680175781,55922.6435508728,95547.9072265625,96515.82678222656,38832.68264007568,97097.947265625,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(20:5) | PG (20:5)_2,PG,90336.94677734375,90423.46606445312,56678.303813934326,93829.56677246094,95290.8662109375,40695.302879333496,100433.68798828125,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(21:0),PG,56096.80310058594,61217.86477661133,76288.76672363281,73391.18536376953,69278.06475830078,64053.06430053711,55121.823150634766,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(22:0) | PG (22:0),PG,125371.20770263672,232407.77734375,129613.50732421875,220064.37451171875,198444.07348632812,119658.20874023438,97126.20629882812,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(22:0) | PG (22:0)_2,PG,132831.85095214844,273797.4415283203,151267.8692626953,242537.34045410156,237688.99822998047,131945.7901611328,87367.98498535156,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(22:1) | PG (22:1),PG,46507.783111572266,48134.862701416016,49789.70378112793,50168.22268676758,49870.204040527344,39882.40264892578,55659.60400390625,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(22:1) | PG (22:1)_2,PG,46573.622955322266,47815.063385009766,50030.843505859375,49406.523010253906,52767.66409301758,38844.862716674805,56924.54309082031,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(22:2),PG,63943.823806762695,63314.023529052734,61020.82498168945,63123.42419433594,71334.88481140137,52930.983947753906,55307.94386291504,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(22:4) | PG (22:4),PG,75008.62524414062,81511.22467041016,71980.20492553711,85420.36553955078,87246.1265258789,65949.26382446289,66790.42504882812,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(22:4) | PG (22:4)_2,PG,78984.22564697266,82190.72634887695,72383.02529907227,88287.40698242188,86601.12637329102,67873.10481262207,67896.06561279297,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(22:6) | PG (22:6),PG,73085.1650390625,69224.94506835938,81244.08544921875,165650.92999267578,72002.50451660156,62544.224060058594,62303.984130859375,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PG(22:6) | PG (22:6)_2,PG,73765.96508789062,70963.66528320312,84391.86544799805,166309.3084716797,74045.68481445312,66782.78479003906,64106.305236816406,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(12:0) | PI (12:0),PI,62948.00439453125,72001.904296875,63929.98400878906,67876.32531738281,86122.82629394531,30239.622676849365,51699.76379394531,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(12:0) | PI (12:0)_2,PI,65184.444732666016,69831.80532836914,65931.64434814453,65886.62432861328,81791.82601928711,32253.86252593994,53322.10321044922,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(12:0) | PI (12:0)_3,PI,61735.003967285156,72060.3251953125,68475.02508544922,67827.08511352539,84666.48651123047,31480.00217437744,55023.684326171875,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(13:0),PI,88041.56555175781,100036.94732666016,86445.34631347656,83247.60638427734,129986.2890625,49637.38388442993,90002.8871459961,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(14:0) | PI (14:0),PI,77018.10507202148,81696.1852722168,78921.18536376953,76960.58627319336,87671.1655883789,35135.28242111206,67115.76525878906,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(14:0) | PI (14:0)_2,PI,71922.00552368164,82606.22671508789,80378.94665527344,75960.22521972656,88593.86581420898,37317.002670288086,61796.04522705078,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(14:1),PI,577600.7016601562,569121.9011230469,554944.9953613281,539328.4323730469,572075.638671875,195377.23229599,287219.0819091797,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(15:0) | PIo (16:0),PI,2981.9402198791504,419664.10830688477,747041.7401123047,280641.96061325073,544975.1896972656,215788.75708007812,77248.48648071289,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(15:0) | PIo (16:0)_2,PI,3010.2001876831055,390935.78812789917,752933.0030822754,3125.5801887512207,554104.5033073425,176396.09419250488,74041.88470458984,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(15:1) | PIp (16:0),PI,56597.76386642456,71749.40454101562,67538.64532470703,67713.40435028076,83535.32638549805,42184.543365478516,73600.72549438477,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(15:1) | PIp (16:0)_2,PI,50827.68334197998,73202.16510009766,72923.36517333984,62624.26416015625,81324.5856628418,31244.242218017578,76934.50500488281,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(16:0) | PI (16:0),PI,1489.740104675293,1489.8201065063477,90765.68591308594,1543.7800979614258,1506.9401092529297,40844.24295043945,1476.2200965881348,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(16:0) | PI (16:0)_2,PI,1527.2601051330566,1490.400104522705,92569.78631591797,1941.2401161193848,1590.58012008667,47394.962982177734,1504.780101776123,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(16:1) | PI (16:1),PI,1548.7201042175293,1671.540111541748,129531.8305053711,1476.6401023864746,1527.8801040649414,56095.24376296997,1462.5600929260254,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(16:1) | PI (16:1)_2,PI,1574.8601036071777,1551.680103302002,132821.46844482422,1479.8200988769531,1464.620101928711,55863.90421295166,1469.6401062011719,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(17:0),PI,451729.7956542969,440162.6307373047,345800.6390991211,537434.7490234375,515706.74365234375,146157.7112121582,128606.22680664062,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(17:1) | PIp (18:0),PI,52067.64385986328,61055.784271240234,63783.76399230957,61160.38438415527,68238.00421142578,25409.141891479492,71269.84600830078,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(17:1) | PIp (18:0)_2,PI,55174.4045715332,61300.06427001953,60621.78407287598,65401.344299316406,68404.72584533691,23716.72184753418,66126.30453491211,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(17:1) | PIp (18:0)_3,PI,52496.223693847656,53306.544006347656,57508.86442565918,57837.72412109375,61037.764221191406,25788.721878051758,67652.04391479492,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(17:2),PI,91277.56512451172,89759.5073852539,84095.34484863281,92505.88821411133,100150.7865600586,45429.52306365967,81531.94467163086,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(18:0) | PI (18:0),PI,87577.46600341797,88591.98663330078,1469.5801010131836,85553.88565063477,94117.28704833984,1571.3401145935059,125769.8071899414,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(18:0) | PI (18:0)_2,PI,86212.86614990234,90202.18518066406,1549.500114440918,88221.68646240234,90611.52746582031,1463.0801010131836,126214.86944580078,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(18:1) | PI (18:1),PI,84962.34674072266,94174.52819824219,1671.480110168457,80306.46560668945,99224.92785644531,1771.840103149414,80815.58563232422,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(18:1) | PI (18:1)_2,PI,82652.2864074707,94537.46691894531,1529.6200981140137,83491.32543945312,95430.02624511719,1621.8001136779785,81827.80645751953,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(18:2) | PI (18:2),PI,270742.419342041,275018.4161682129,2166.4401512145996,209466.67485046387,286896.09939575195,32216.581508636475,63883.78512573242,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(18:2) | PI (18:2)_2,PI,259043.83163452148,292098.3041229248,2420.980194091797,217747.7539215088,285794.453704834,2434.940158843994,62561.623138427734,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(18:3) | PI (18:3),PI,8503795.555419922,8538973.434570312,3432882.2231140137,6075404.322265625,8747848.963623047,1981734.8844451904,70834.02569580078,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(18:3) | PI (18:3)_2,PI,8669269.057128906,8335527.7421875,3143541.560207367,6129537.108032227,8710851.886535645,2025487.797492981,72475.46408081055,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(18:4) | PI (18:4),PI,79973.50549316406,73052.84490966797,76264.00668334961,65778.56491088867,84633.52445220947,26696.161834716797,71540.74481201172,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(18:4) | PI (18:4)_2,PI,79983.64639282227,71221.40557861328,69600.4850769043,68408.10559082031,86147.0054321289,28261.581634521484,71871.50671386719,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(19:0),PI,371650.06927490234,304500.24017333984,391521.5315246582,537758.0297851562,527039.861114502,133474.55117797852,574804.6939086914,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(19:1),PI,244452.3192138672,238804.26306152344,142307.70880126953,199834.7745361328,215436.29528808594,68424.24536132812,129182.14990234375,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(20:0) | PI (20:0),PI,144194.06985473633,141523.2869873047,90995.88668823242,110390.90756225586,84179.0658569336,30166.22203063965,73873.18661499023,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(20:0) | PI (20:0)_2,PI,146254.68990325928,130837.2495727539,89151.54725646973,108143.90655517578,85246.2057800293,29862.682403564453,72112.00497436523,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(20:1),PI,160203.2314453125,162164.15161132812,168143.25170898438,141323.27197265625,166653.33251953125,86753.28625488281,116070.16857910156,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(20:2) | PI (20:2),PI,505923.1332397461,1106084.9411621094,544474.8129882812,514094.0180053711,944450.6334533691,305557.8998413086,67286.24493408203,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(20:2) | PI (20:2)_2,PI,497973.990234375,1103466.2647705078,559198.289932251,512331.0799560547,938776.4866027832,295151.8788757324,65474.804748535156,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(20:3) | PI (20:3),PI,58993.72412109375,73654.44584655762,58848.04365539551,69427.10412597656,93706.76776123047,30095.922332763672,56375.3434753418,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
Lyso_PI(20:3) | PI (20:3)_2,PI,56435.003967285156,71562.02555847168,56835.805000305176,69665.7246017456,91361.56747436523,25777.04148864746,60533.74481201172,Genotype: WT | Brain Region: diencephalon,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: diencephalon vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
