Lipid,Class,DOD100-M1-WT-cerebellum10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,DOD100-M1-WT-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M5FAD173-WT-Diencephalon10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
Lyso_PG(13:0) | PG (12:0)_2,PG,186327.85278320312,163540.9931640625,108660.58666992188,177290.7529296875,124287.04858398438,126280.42919921875,116032.82824707031,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(14:0),PG,79438.84497070312,89377.22625732422,70627.08618164062,62050.52429199219,75505.8447265625,82216.96569824219,49676.62432861328,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(14:1) | PG (14:1),PG,956587.1362304688,1143524.6508789062,1043479.138671875,841124.8198242188,979346.2236328125,771176.2680664062,288534.4426269531,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(14:1) | PG (14:1)_2,PG,946857.8090820312,1157892.814453125,1047473.869140625,831269.59765625,964704.9619140625,760768.568359375,292964.9814453125,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(15:0) | PGo (16:0),PG,65503.2446975708,87029.48614501953,81125.82580566406,62146.34553909302,80399.00595092773,103298.28735351562,63839.22380065918,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(15:0) | PGo (16:0)_2,PG,53692.464626312256,82198.48486328125,79223.72546386719,39628.24318695068,78163.62615966797,104955.32821655273,63154.72477340698,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(15:1),PG,95832.66705322266,93823.4262084961,90820.22729492188,93185.98645019531,83363.88610839844,95708.88775634766,124935.75091552734,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(16:0),PG,1569.7401123046875,1464.2601051330566,161546.5746459961,1471.7400970458984,1468.3800926208496,176357.0711669922,1476.4401016235352,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(16:1) | PG (16:1),PG,1549.1000938415527,1522.820110321045,56486.5837097168,1543.0001106262207,1531.6401062011719,83069.04583740234,1547.0800971984863,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(16:1) | PG (16:1)_2,PG,1567.720115661621,1512.860107421875,60638.10388183594,1488.8401069641113,1575.9401092529297,78848.70449829102,1465.0601119995117,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(17:0) | PG (16:0) | PGo (18:0),PG,1199703.6162109375,1515468.6650390625,1007883.5307617188,1106026.0170898438,1254833.138671875,600435.4860839844,270501.8620605469,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_2,PG,1119773.798828125,1438108.6689453125,1050441.7250976562,1049682.4501953125,1197653.798828125,640666.1799316406,247907.35473632812,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_3,PG,1071193.7958984375,1325579.7954101562,1111116.0659179688,984459.3425292969,1088854.1411132812,663693.0275878906,218858.333984375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(17:1) | PGp (18:0),PG,57521.44372558594,62342.10467529297,53743.42395019531,44995.303466796875,45841.20343017578,84383.5864868164,50902.10313415527,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(17:1) | PGp (18:0)_2,PG,51457.783294677734,57663.68435668945,52195.343994140625,46666.52314758301,47192.58364868164,84085.02572631836,52266.263259887695,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(17:2),PG,78854.0856628418,71900.8461303711,57148.02410888672,79778.38555908203,61216.964416503906,69901.5453491211,74178.66488647461,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(18:0) | PG (18:0),PG,736755.6710205078,584964.6521606445,127863.76843261719,647106.1052246094,901902.1672973633,277496.9031982422,1006352.5754394531,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(18:0) | PG (18:0)_2,PG,742452.3205566406,565179.5342407227,126203.62866210938,640110.3377075195,913106.8505859375,274351.4606933594,1004986.3320922852,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(18:1) | PG (18:1),PG,58975.544189453125,62282.88464355469,48848.34307861328,53097.66375732422,50935.803619384766,63956.58459472656,59695.784240722656,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(18:1) | PG (18:1)_2,PG,61001.4443359375,66468.6049194336,48332.9831237793,54014.92419433594,48055.043395996094,60859.06427001953,56918.223693847656,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(18:2) | PG (18:2),PG,54953.82385253906,53948.12335205078,45337.12316894531,45693.72286987305,48032.6838684082,49853.363372802734,56175.00375366211,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(18:2) | PG (18:2)_2,PG,54531.983825683594,52636.8239440918,45306.24264526367,46664.78317260742,45685.02291870117,56825.72351074219,56802.843490600586,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(18:3) | PG (18:3),PG,134346.63009643555,127566.70831298828,89604.70388793945,108097.24780273438,103985.76895141602,107379.70635986328,183594.97329711914,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(18:3) | PG (18:3)_2,PG,135043.18920898438,127935.80996704102,90437.76748657227,99848.12823486328,112137.56689453125,107523.34646606445,179755.27095031738,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(18:4),PG,65665.86434936523,131495.16912841797,50235.20346069336,63212.34423828125,62065.82409667969,79569.86477661133,64394.943756103516,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(19:0),PG,102460.34771728516,93020.94689941406,1522.6601104736328,96894.12677001953,107781.88677978516,4521.160301208496,129053.24890136719,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(19:1),PG,57377.683837890625,64509.50476074219,1518.3001136779785,50951.98373413086,50688.74331665039,1457.360107421875,57384.064514160156,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(20:0),PG,68628.60424804688,75519.64538574219,52961.363708496094,64141.50411987305,71316.72509765625,68487.56512451172,68203.16497802734,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(20:1) | PG (20:1),PG,216873.6533203125,202092.67626953125,148779.87036132812,161161.3916015625,189009.61401367188,149723.64965820312,151699.4521484375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(20:1) | PG (20:1)_2,PG,206998.31298828125,196205.21411132812,143936.43041992188,164389.7508544922,189764.49365234375,152174.8106689453,157208.93017578125,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(20:2) | PG (20:2),PG,234534.21588134766,278466.1998901367,144314.99029541016,386361.72970581055,1110743.507446289,335348.6989135742,75848.12626647949,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(20:2) | PG (20:2)_2,PG,227378.0750732422,269779.52014160156,136886.58926391602,394050.2710266113,1116083.1503601074,338614.0032043457,79736.98617553711,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(20:3) | PG (20:3),PG,54313.144134521484,62131.263916015625,38082.9627532959,53333.564056396484,55793.02365112305,43238.08331298828,61253.543884277344,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(20:3) | PG (20:3)_2,PG,58205.24331665039,64135.5852355957,36223.38233947754,52252.06381225586,57100.00378417969,43176.90280151367,62474.78518676758,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(20:4) | PG (20:4),PG,53964.82354736328,53392.164154052734,26480.321975708008,46675.883392333984,46869.303649902344,41808.28373336792,59044.60400390625,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(20:4) | PG (20:4)_2,PG,50270.26333618164,55960.34390258789,26932.701858520508,50409.06393432617,47473.98355102539,44885.12287902832,54664.10339355469,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(20:5) | PG (20:5),PG,99649.48864746094,107874.2080078125,38261.44261550903,90312.50659179688,88813.34680175781,55922.6435508728,97097.947265625,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(20:5) | PG (20:5)_2,PG,94791.26745605469,94049.00610351562,40965.64276123047,90336.94677734375,90423.46606445312,56678.303813934326,100433.68798828125,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(21:0),PG,69463.56430053711,75957.90451049805,57931.744453430176,56096.80310058594,61217.86477661133,76288.76672363281,55121.823150634766,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(22:0) | PG (22:0),PG,198025.9346923828,198759.79083251953,115923.28857421875,125371.20770263672,232407.77734375,129613.50732421875,97126.20629882812,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(22:0) | PG (22:0)_2,PG,221273.95147705078,240249.6602783203,127512.96716308594,132831.85095214844,273797.4415283203,151267.8692626953,87367.98498535156,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(22:1) | PG (22:1),PG,50895.263580322266,53426.663665771484,39876.26252746582,46507.783111572266,48134.862701416016,49789.70378112793,55659.60400390625,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(22:1) | PG (22:1)_2,PG,53153.14416503906,54159.74475097656,38140.86242675781,46573.622955322266,47815.063385009766,50030.843505859375,56924.54309082031,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(22:2),PG,64709.10447692871,82182.90670776367,56996.823989868164,63943.823806762695,63314.023529052734,61020.82498168945,55307.94386291504,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(22:4) | PG (22:4),PG,99761.16662597656,89267.46594238281,65274.66424560547,75008.62524414062,81511.22467041016,71980.20492553711,66790.42504882812,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(22:4) | PG (22:4)_2,PG,98412.14739990234,91113.62628173828,63939.70394897461,78984.22564697266,82190.72634887695,72383.02529907227,67896.06561279297,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(22:6) | PG (22:6),PG,73243.88592529297,81578.20666503906,64741.48400878906,73085.1650390625,69224.94506835938,81244.08544921875,62303.984130859375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PG(22:6) | PG (22:6)_2,PG,75350.2053527832,81456.24542236328,63104.44470214844,73765.96508789062,70963.66528320312,84391.86544799805,64106.305236816406,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(12:0) | PI (12:0),PI,28306.221740722656,84709.1859741211,67609.56565856934,62948.00439453125,72001.904296875,63929.98400878906,51699.76379394531,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(12:0) | PI (12:0)_2,PI,31095.502098083496,81699.24530029297,72132.44439697266,65184.444732666016,69831.80532836914,65931.64434814453,53322.10321044922,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(12:0) | PI (12:0)_3,PI,28311.342002868652,79921.40631103516,64896.464294433594,61735.003967285156,72060.3251953125,68475.02508544922,55023.684326171875,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(13:0),PI,50159.60388946533,112139.06774902344,92840.48663330078,88041.56555175781,100036.94732666016,86445.34631347656,90002.8871459961,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(14:0) | PI (14:0),PI,34938.842193603516,88278.82525634766,77266.98547363281,77018.10507202148,81696.1852722168,78921.18536376953,67115.76525878906,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(14:0) | PI (14:0)_2,PI,33801.602741241455,86684.0651550293,76597.76501464844,71922.00552368164,82606.22671508789,80378.94665527344,61796.04522705078,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(14:1),PI,135995.75078582764,564905.05078125,567016.634765625,577600.7016601562,569121.9011230469,554944.9953613281,287219.0819091797,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(15:0) | PIo (16:0),PI,3361.920211791992,481182.39500427246,583872.5711975098,2981.9402198791504,419664.10830688477,747041.7401123047,77248.48648071289,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(15:0) | PIo (16:0)_2,PI,1759.1401329040527,459316.7342224121,582637.5874633789,3010.2001876831055,390935.78812789917,752933.0030822754,74041.88470458984,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(15:1) | PIp (16:0),PI,25188.12172317505,78890.12567138672,59178.963928222656,56597.76386642456,71749.40454101562,67538.64532470703,73600.72549438477,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(15:1) | PIp (16:0)_2,PI,20211.501667022705,78543.20639038086,70370.44458007812,50827.68334197998,73202.16510009766,72923.36517333984,76934.50500488281,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(16:0) | PI (16:0),PI,1567.220100402832,1743.6201248168945,84950.28555297852,1489.740104675293,1489.8201065063477,90765.68591308594,1476.2200965881348,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(16:0) | PI (16:0)_2,PI,1486.760097503662,1516.3201065063477,82266.58605957031,1527.2601051330566,1490.400104522705,92569.78631591797,1504.780101776123,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(16:1) | PI (16:1),PI,1516.940113067627,1566.300106048584,135654.9076538086,1548.7201042175293,1671.540111541748,129531.8305053711,1462.5600929260254,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(16:1) | PI (16:1)_2,PI,1508.0001220703125,1602.040126800537,134600.150390625,1574.8601036071777,1551.680103302002,132821.46844482422,1469.6401062011719,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(17:0),PI,99020.60654449463,503586.0916748047,359323.03857421875,451729.7956542969,440162.6307373047,345800.6390991211,128606.22680664062,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(17:1) | PIp (18:0),PI,28375.442066192627,69268.70501708984,52207.20428466797,52067.64385986328,61055.784271240234,63783.76399230957,71269.84600830078,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(17:1) | PIp (18:0)_2,PI,23477.70171356201,64069.045349121094,55532.84405517578,55174.4045715332,61300.06427001953,60621.78407287598,66126.30453491211,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(17:1) | PIp (18:0)_3,PI,23474.22166824341,60402.563552856445,51971.38439941406,52496.223693847656,53306.544006347656,57508.86442565918,67652.04391479492,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(17:2),PI,38813.1828918457,94730.76571655273,84766.42706298828,91277.56512451172,89759.5073852539,84095.34484863281,81531.94467163086,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(18:0) | PI (18:0),PI,41941.6428527832,101704.12713623047,1585.8401145935059,87577.46600341797,88591.98663330078,1469.5801010131836,125769.8071899414,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(18:0) | PI (18:0)_2,PI,46524.58316040039,101403.06750488281,1686.240119934082,86212.86614990234,90202.18518066406,1549.500114440918,126214.86944580078,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(18:1) | PI (18:1),PI,32688.46255493164,110174.80853271484,1585.4801177978516,84962.34674072266,94174.52819824219,1671.480110168457,80815.58563232422,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(18:1) | PI (18:1)_2,PI,39279.962493896484,112897.36917114258,1765.4801216125488,82652.2864074707,94537.46691894531,1529.6200981140137,81827.80645751953,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(18:2) | PI (18:2),PI,45629.44384765625,283449.1376953125,2728.6601905822754,270742.419342041,275018.4161682129,2166.4401512145996,63883.78512573242,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(18:2) | PI (18:2)_2,PI,55440.92433166504,293043.6199951172,2962.0802154541016,259043.83163452148,292098.3041229248,2420.980194091797,62561.623138427734,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(18:3) | PI (18:3),PI,1108765.7086791992,9017962.689697266,5282289.402523041,8503795.555419922,8538973.434570312,3432882.2231140137,70834.02569580078,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(18:3) | PI (18:3)_2,PI,1261473.7984313965,9129985.507324219,5173628.779884338,8669269.057128906,8335527.7421875,3143541.560207367,72475.46408081055,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
Lyso_PI(18:4) | PI (18:4),PI,29790.102115631104,88778.10650634766,55778.844146728516,79973.50549316406,73052.84490966797,76264.00668334961,71540.74481201172,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: diencephalon,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: diencephalonBlank1,3,3,10xBlank_01202023
