Lipid,Class,E-4BMVM,E-4BrainM,E-4LiverM,E-4PlasmaM,E-4RetinaM,E-5BMVM,E-5BrainM,E-5LiverM,E-5PlasmaM,E-5RetinaM,BlankBrain_NA,Title1,Title2,Title,length1,length2,Blank_name
PC(31:1)|PC(O-32:1)|PC(P-32:0),PC,1468.8801155090332,13426.421123504639,57053.70414733887,51032.90316390991,27542.90227508545,2006.6001434326172,5667.280410766602,72226.08517456055,60678.26483154297,24398.941776275635,2076.580146789551,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(31:2)|PC(O-32:2)|PC(P-32:1),PC,1903.040138244629,13881.721130371094,33342.84237289429,23635.501583099365,24795.641609191895,1597.500129699707,6746.040504455566,38960.722553253174,29486.782176971436,22780.861377716064,1137.6400756835938,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(31:3)|PC(O-32:3),PC,1603.6801223754883,8123.120586395264,33135.04173660278,13716.72074508667,35532.04286956787,1799.3401527404785,3686.8602294921875,42353.20291137695,18134.660984039307,32438.782093048096,1189.8200798034668,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(31:4),PC,2034.4001274108887,5913.580406188965,27024.641960144043,10083.920768737793,16582.72089767456,1344.3800926208496,3546.3802452087402,37258.443046569824,15219.841270446777,12780.520793914795,1548.7801055908203,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(32:0)|PC(O-33:0),PC,403640.4279937744,21670413.517578125,2990679.8974609375,1287191.6667480469,30651109.87109375,116376.26742553711,13485398.943359375,4521691.938964844,1757691.0036621094,27159244.03125,7149.500602722168,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(32:1)|PC(O-33:1)|PC(P-33:0),PC,5230.740337371826,71394.98403930664,1177570.4564208984,626970.7789001465,653816.1911621094,3346.520217895508,36349.382873535156,1818753.5556640625,540669.3338012695,516647.9816894531,3592.440254211426,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(32:2)|PC(O-33:2)|PC(P-33:1),PC,2234.2401733398438,11989.40071105957,190775.03030395508,128343.88966369629,28086.421962738037,1882.4001426696777,5408.720474243164,460431.3108520508,159769.15417861938,18545.681308746338,1489.8600997924805,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(32:3)|PC(P-33:2),PC,2096.780143737793,5051.800354003906,39117.28286743164,18679.68143081665,32770.74284362793,1685.5201377868652,2795.260181427002,49509.90365600586,30141.341945648193,20214.96176147461,1834.5801162719727,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(32:4),PC,1837.2801399230957,3614.420280456543,28607.022262573242,21798.22174835205,52592.342975616455,1608.1401100158691,3484.8602752685547,31819.401859283447,28856.8218460083,23916.381813049316,1432.0601119995117,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(32:5),PC,4000.060291290283,6369.020492553711,37622.6629486084,33620.88230133057,63939.705070495605,3995.5603256225586,3846.24027633667,30343.24208831787,44988.302337646484,30848.66237640381,3151.920207977295,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(33:0)|PC(O-34:0),PC,8749.420799255371,260988.97692871094,85954.2260055542,81406.12567138672,304238.8022766113,3413.360282897949,118790.80750656128,173475.29122924805,96581.16752624512,273555.3630065918,2041.4801597595215,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(33:1)|PC(O-34:1)|PC(P-34:0),PC,3537.3402519226074,7631.340606689453,208582.1746826172,240525.40046691895,32318.5022315979,3314.9202728271484,5131.720321655273,555368.2347106934,305212.71771240234,18979.34161376953,2651.3801651000977,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(33:2)|PC(O-34:2)|PC(P-34:1),PC,3411.3402214050293,6712.260528564453,149122.93115234375,215129.73461914062,34072.84280014038,2510.060199737549,6215.4604415893555,415614.32012939453,349555.3484802246,24765.341495513916,2020.440143585205,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(33:3)|PC(O-34:3)|PC(P-34:2),PC,3984.2202949523926,3944.4202728271484,53357.963066101074,36932.52259063721,59595.083881378174,4037.840305328369,4329.420272827148,49907.92359161377,62564.44454956055,39579.082695007324,2247.7801780700684,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(33:4)|PC(O-34:4)|PC(O-34:4)|PC(P-34:3),PC,57531.0231628418,47587.881980895996,52472.52375793457,37067.622886657715,80603.92532348633,46935.24305725098,54080.88338470459,52264.20399475098,44773.88391494751,64763.52438354492,1665.2601203918457,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(33:5)|PC(P-34:4),PC,1322.500087738037,1358.8400917053223,1937.980152130127,1763.3001251220703,1590.960105895996,1426.8600959777832,1271.9400749206543,4265.100273132324,1895.8201370239258,2192.360164642334,1431.0800971984863,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(33:5)|PC(P-34:4)_2,PC,819160.1506652832,626751.2633666992,302622.85751342773,275883.3383026123,408030.63455200195,746740.1151123047,805367.0368041992,249600.318359375,280687.9211425781,451783.16217041016,4470.600341796875,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(34:0)|PC(O-35:0),PC,70106.22511291504,4240371.559082031,1791731.1953125,1390627.7371826172,7596998.8525390625,30693.52214050293,2596866.6533203125,2494822.8532714844,1185379.8236083984,6752975.916015625,6793.420463562012,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(34:1)|PC(O-35:1)|PC(P-35:0),PC,40862.763122558594,55343.68420410156,16867126.572265625,13594596.851074219,836754.1916503906,42640.623046875,51447.303466796875,26849462.44140625,11108801.009765625,366799.83447265625,40308.602783203125,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(34:2)|PC(O-35:2)|PC(P-35:1),PC,47588.60333251953,37985.86245727539,32228723.66015625,33416606.655273438,140422.5089111328,38878.38262939453,33695.68249511719,55286324.1171875,35847978.966796875,114471.18688964844,27824.721954345703,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(34:3)|PC(P-35:2),PC,23814.16156387329,25134.501861572266,1067935.5643310547,790461.6681365967,89484.40618896484,19489.52147293091,19355.261520385742,2535300.260986328,808067.627166748,98724.46817016602,2823.9401893615723,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(34:4)|PC(O-35:4),PC,431238.62564086914,330844.2037963867,204265.4973449707,136870.70938110352,243316.96060180664,528070.3426818848,386826.4845428467,264246.62243652344,196817.29399108887,301126.77770996094,4096.160301208496,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(34:5),PC,45352.142906188965,52207.943660736084,44095.54283905029,28048.262145996094,41751.703048706055,50685.6830368042,49199.98245239258,45579.50378417969,28860.621829986572,53676.06450653076,2675.8201599121094,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(34:6),PC,6643.200428009033,44025.123474121094,25533.421852111816,25686.32215499878,40126.8828125,3556.860282897949,18212.70115661621,35315.56269836426,33219.54240036011,45132.9833946228,1678.620132446289,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(35:2)|PC(O-36:2)|PC(P-36:1),PC,5051.320346832275,15797.861267089844,238709.53466796875,587882.5745544434,25867.4815864563,3547.70027923584,10843.800659179688,939530.9768676758,839593.9588928223,23896.68141937256,2294.3201599121094,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(35:3)|PC(O-36:3)|PC(P-36:2),PC,7802.580539703369,66487.96514892578,79634.36618041992,105798.54884338379,29683.962272644043,2776.1001892089844,37662.02307510376,208926.77767944336,158000.77130126953,28654.24156188965,1823.6601257324219,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(35:4)|PC(O-36:4)|PC(P-36:3),PC,4165.780288696289,166414.85034179688,58156.08413696289,70217.80630493164,21165.121292114258,3001.0201873779297,86787.58769989014,146352.24911499023,105061.88721466064,22524.28186416626,1702.3001289367676,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(35:5)|PC(O-36:5)|PC(P-36:4),PC,5603.360374450684,246408.28268432617,39427.962966918945,33768.12252807617,97008.08680725098,3689.5602989196777,124393.96884155273,58284.364669799805,44970.60282897949,94775.68632507324,1858.4201393127441,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(35:6)|PC(P-36:5),PC,6989.920513153076,286357.5781555176,55494.90361022949,41083.08312988281,425880.2574157715,2724.500198364258,143584.61060714722,69184.705078125,46765.243019104004,396189.70391845703,1690.9201393127441,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(36:3)|PC(P-37:2),PC,21151.18158721924,774734.7427978516,3096765.0405273438,3526733.8220214844,1038238.845703125,11762.780822753906,437580.94367980957,7325747.929199219,5361102.97265625,1153479.9998779297,5253.160419464111,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(36:4)|PC(O-37:4),PC,11401.640926361084,26546.182098388672,4376273.4736328125,4321620.684326172,65858.36372375488,12158.380813598633,18858.981243133545,12735974.737304688,5553515.1826171875,60338.045349121094,7342.6405029296875,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(36:5),PC,3532.3802490234375,45068.44328689575,501573.49841308594,466296.15117645264,91054.30727386475,2532.400188446045,25947.68162536621,1454485.7492675781,648350.2067565918,79392.56533813477,2319.2601737976074,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(36:6),PC,6033.500411987305,39675.22234725952,69623.42441558838,65361.64488220215,67467.1848449707,2990.440200805664,19954.24160385132,107271.70719146729,37803.54312133789,55168.84315490723,1555.9401245117188,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(36:7)|PC(35:0)|PC(O-36:0),PC,5845.860424041748,443332.5422554016,106386.60781860352,1158391.7837677002,142876.87077331543,3307.6002311706543,210906.65837097168,115779.38891601562,135016.99102783203,124377.330078125,1977.780143737793,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(36:8)|PC(35:1)|PC(O-36:1)|PC(P-36:0),PC,5103.660308837891,10998.820938110352,244084.1743774414,7327395.5349731445,45117.8024559021,3885.0802688598633,10200.74074935913,580603.5797119141,784394.5895996094,40001.36320877075,2609.7001724243164,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(37:3)|PC(O-38:3)|PC(P-38:2),PC,20353.961269378662,358809.11404418945,179795.39218139648,1280501.3103027344,235684.69137573242,6066.340435028076,195162.45306396484,266506.4778137207,237966.8374633789,244940.2798461914,1880.9801406860352,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(37:4)|PC(O-38:4)|PC(P-38:3),PC,5049.6003494262695,42711.9834022522,126609.73066711426,245125.9192085266,47189.1040725708,3447.320213317871,25700.80163192749,305238.25888061523,202040.31204223633,44677.48222351074,1817.280128479004,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(37:5)|PC(O-38:5)|PC(P-38:4),PC,3873.1802520751953,144727.3878173828,162935.1117553711,125394.43064117432,209490.0340270996,1610.0401153564453,72398.34508895874,208514.21563720703,126308.689453125,186894.35522460938,1626.580135345459,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(37:6)|PC(O-38:6)|PC(P-38:5),PC,5250.880355834961,547370.200920105,277143.72566223145,221166.13284301758,826148.6534576416,3280.200252532959,325657.39807128906,350248.1062927246,232691.6582183838,809122.8515014648,1815.3801155090332,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(37:7)|PC(P-38:6)|PC(36:0)|PC(O-37:0),PC,6271.280513763428,76345.72450256348,423177.04794311523,447703.45208740234,356927.0573425293,4087.440269470215,39066.36299133301,709866.1766967773,398046.48988342285,336170.84216308594,1996.7401428222656,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(38:3),PC,91181.8443107605,8914231.190429688,9780419.759277344,5622593.464599609,9944744.955566406,27276.18259048462,4742061.586181641,8622668.051757812,8424852.040527344,8773539.193359375,5708.020412445068,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(38:4),PC,14907.240997314453,117383.60986328125,14272563.978515625,8601317.031738281,414130.47400665283,9912.680686950684,65274.985107421875,15059055.49609375,15289643.236328125,215889.55395507812,6613.720497131348,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(38:5),PC,7328.620429992676,687059.6704711914,2170883.0478515625,1462170.764831543,693416.442199707,4094.500312805176,350576.3432159424,4369396.280883789,1875855.9029541016,585720.1405639648,4128.840309143066,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(38:6),PC,21411.10161590576,50604.34322357178,3278565.1879882812,2656680.532775879,60914.4054107666,7658.440578460693,25194.341945648193,10475989.815185547,3462688.4111328125,43689.94319152832,2817.5001640319824,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(38:7)|PC(37:0)|PC(O-38:0),PC,7919.4606285095215,198797.25344085693,263058.5804748535,440318.3350830078,114044.12812805176,2520.3802070617676,122055.60717010498,501621.0867919922,174152.13162231445,119953.98706054688,1271.0600891113281,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(38:8)|PC(37:1)|PC(O-38:1)|PC(P-38:0),PC,8997.820789337158,178951.45681762695,278048.7014160156,2412532.9439697266,114080.75029754639,4548.020336151123,117359.68989562988,375997.7900390625,299164.01623535156,121003.38973236084,3147.9802627563477,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(38:9)|PC(37:2)|PC(O-38:2)|PC(P-38:1),PC,10458.880905151367,159277.71069335938,168747.6351928711,953947.8976745605,108676.76844024658,4633.620288848877,74617.8070526123,254113.57550048828,269239.7565917969,110467.9072227478,2868.180206298828,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(39:4)|PC(O-40:4)|PC(P-40:3),PC,6587.580318450928,14685.60079574585,790400.9556274414,648640.4060821533,58654.00437927246,3125.620204925537,8875.440608978271,586552.5223388672,771928.1749267578,52835.78413391113,1360.5401039123535,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(39:5)|PC(O-40:5)|PC(P-40:4),PC,3299.8202476501465,40081.002838134766,248638.1381225586,1098786.8671569824,83294.9467163086,2190.2201347351074,17046.681621551514,282122.4208984375,259846.4157409668,76303.80598449707,2035.3001556396484,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(39:6)|PC(O-40:6)|PC(P-40:5),PC,8454.560691833496,98537.16888427734,269987.4536743164,195253.1711578369,173406.71392059326,5344.740367889404,59960.385597229004,388066.02947998047,300420.7739562988,164760.24938201904,2173.2801666259766,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(39:7)|PC(P-40:6)|PC(38:0)|PC(O-39:0),PC,6162.340480804443,57817.52561187744,623019.3276977539,514504.98654174805,140827.34884643555,2760.280204772949,25654.881923675537,1076637.0926513672,523056.2398071289,110709.42944335938,2336.5201416015625,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(39:8)|PC(O-40:8)|PC(38:1)|PC(O-39:1)|PC(P-39:0),PC,9019.400653839111,347388.2410888672,1743755.8131713867,1408165.8651123047,381754.23110961914,4285.900371551514,192722.63453674316,2662291.3575439453,1679047.868347168,341392.88568115234,2853.1801719665527,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(40:1)|PC(P-41:0),PC,10400.700798034668,87345.24586486816,591249.3757781982,433349.6497039795,195495.97680664062,3511.000228881836,57666.94516372681,663337.9705810547,640001.8559570312,178847.21043395996,2158.1401405334473,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(40:10)|PC(39:3)|PC(O-40:3)|PC(P-40:2),PC,227743.4973297119,2249263.548095703,1500148.6891479492,896565.3237304688,1899382.1069335938,59332.48342895508,1067011.662902832,750267.8209228516,889325.0736694336,2008627.2967529297,2400.0401496887207,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(40:2),PC,11002.461044311523,615541.0760498047,500984.4978942871,326540.86932373047,1571981.7923583984,4267.240348815918,350292.2809753418,550565.8005065918,535716.8465118408,1392821.2893676758,1420.3600807189941,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(40:3),PC,28417.401695251465,1517096.4422607422,2224814.955810547,1624439.1403808594,3910581.056640625,8751.060684204102,868496.6204833984,2130877.190673828,3079818.8579101562,3454504.721435547,2480.1201934814453,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(40:4),PC,6804.3404541015625,33481.482818603516,4462297.034912109,3377873.0388183594,210891.61145401,4601.140327453613,23754.761726379395,4433557.062255859,7120415.071777344,96153.50806427002,2412.10018157959,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(40:5),PC,7175.220516204834,129289.88954162598,2636696.9516601562,1699966.417602539,290106.9620819092,4664.580299377441,67106.82567977905,3514038.391845703,3081209.2520751953,212178.61640930176,2283.660167694092,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(40:6),PC,27478.882400512695,220650.0707244873,4078215.1977539062,2865385.9595336914,236847.6537475586,8040.420600891113,108416.68810653687,6699710.4521484375,3649827.1677246094,189442.51522827148,2634.0601768493652,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(40:7)|PC(39:0)|PC(O-40:0),PC,62971.28583908081,1152146.303161621,1513141.083984375,887873.9983215332,948848.228302002,14429.541271209717,570908.0760498047,2483943.468017578,1115132.375579834,1057974.857788086,3280.760238647461,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(40:8)|PC(39:1)|PC(O-40:1)|PC(P-40:0),PC,90040.64859771729,1677328.3381347656,1846474.0982666016,639456.2705688477,1409755.6710205078,18920.32099533081,852949.3756408691,1193971.9633789062,883058.424987793,1482470.3615722656,3317.1002464294434,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(40:9)|PC(39:2)|PC(O-40:2)|PC(P-40:1),PC,111096.26993560791,1065417.816833496,2009208.851989746,703597.2719726562,943547.2151489258,32454.2827835083,512160.46408081055,856487.763671875,974229.2999267578,940203.1345214844,2041.6401481628418,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(41:5)|PC(P-42:4),PC,3752.9002571105957,22850.361297607422,389058.97048950195,508240.0104370117,33246.98204421997,2177.3601570129395,15235.540958404541,322066.8424682617,319182.863861084,26223.641494750977,1569.7401313781738,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(41:6)|PC(O-42:6),PC,9007.4204788208,61737.28514099121,266743.5770187378,196723.4961128235,32038.761711120605,4331.200382232666,28937.502014160156,303192.2645263672,232881.036819458,35610.582511901855,2034.9201393127441,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(41:7)|PC(P-42:6)|PC(40:0)|PC(O-41:0),PC,22412.401733398438,93098.36831665039,336489.9008178711,218095.8370666504,56817.364196777344,18416.541473388672,49259.382904052734,357491.92596435547,266473.5788574219,52487.20281982422,10081.86064529419,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(42:0),PC,6627.600433349609,40372.923164367676,360156.8530883789,449263.4234466553,50263.303886413574,3004.8201751708984,19890.601593017578,294267.2978210449,212917.67428588867,36588.12253189087,1671.3801231384277,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(42:1),PC,8318.580463409424,124092.89004516602,276506.7209472656,129200.79344177246,138768.5911026001,4154.560390472412,60512.744537353516,249461.39752197266,186941.31238555908,138111.36909484863,1326.0400886535645,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(42:10)|PC(41:3)|PC(O-42:3)|PC(P-42:2),PC,61858.783809661865,374635.42657470703,760292.2334594727,352667.76623535156,732602.4571533203,18984.961380004883,192940.39305114746,535734.3190307617,566924.7666625977,731726.0969848633,2239.8201599121094,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(42:11)|PC(41:4)|PC(O-42:4),PC,6086.180400848389,20689.061515808105,606802.7417602539,389793.80810546875,55775.08333969116,2779.420192718506,13009.520832061768,379732.9048461914,507134.00897216797,35974.56269836426,1999.4801406860352,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(42:2),PC,2370.1601524353027,49140.16332244873,213823.65158081055,98806.88801574707,131954.46613311768,2350.9401473999023,13259.700965881348,215520.41564941406,137608.568775177,65051.125,1803.1601257324219,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(42:3),PC,2809.2602348327637,19327.561458587646,327236.5820159912,181149.35244750977,40630.0233001709,2326.440170288086,10248.200717926025,374713.2887573242,437902.1190185547,33269.16270446777,1841.2601356506348,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(42:4),PC,3315.4802055358887,52611.622955322266,528429.5116577148,260554.14599609375,95791.72546005249,2002.6201362609863,17772.421531677246,517420.02655029297,495554.63671875,75251.88648986816,1344.9001007080078,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(42:5),PC,5351.940406799316,97605.96685791016,1645617.792175293,779331.4035644531,214031.3530883789,3022.7602043151855,52321.343505859375,1562778.3306884766,1498928.4106445312,161260.78631591797,1649.8601150512695,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(42:6),PC,9606.260807037354,146443.551071167,2723326.034790039,1365292.14453125,351028.6856536865,3633.8602409362793,75278.30478286743,2639665.8369140625,2371658.773803711,297987.10342407227,1726.8001174926758,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(42:7)|PC(41:0)|PC(O-42:0),PC,21728.62197494507,220970.91496276855,2338990.5529785156,1461820.7025299072,401107.2714653015,6304.000473022461,117300.46779632568,3585657.2783203125,1916807.741394043,390168.8784790039,1625.8001174926758,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(42:8)|PC(41:1)|PC(O-42:1)|PC(P-42:0),PC,30733.582069396973,295514.0213317871,3905004.766357422,2269148.2358398438,610456.7723693848,10450.880722045898,149555.79278564453,6159832.9560546875,3073252.8834228516,577275.024597168,2262.0401763916016,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(42:9)|PC(41:2)|PC(O-42:2)|PC(P-42:1),PC,30266.142364501953,171381.11112213135,729552.1802978516,281479.6253967285,328153.4402694702,7986.940540313721,81294.34680557251,504388.0925292969,533940.0977935791,314126.4639892578,2524.4001426696777,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(43:2),PC,8373.48072052002,73440.34442520142,636227.3850708008,247778.62341308594,104622.2668762207,3008.8201866149902,39877.723236083984,816326.6820068359,444290.0139465332,102928.60702514648,1614.1401176452637,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(43:4)|PC(O-44:4),PC,6337.400367736816,40863.103118896484,556841.2561798096,132171.70775604248,80195.70604324341,2463.200183868408,21257.741760253906,211481.3572692871,174577.01391601562,79482.52610778809,1592.740119934082,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(43:6),PC,11414.901023864746,54670.84257507324,399796.38735961914,230460.29629516602,71413.52507019043,4418.060317993164,28144.802864074707,228430.87286376953,194287.23626708984,83747.4260559082,1302.7800827026367,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(44:0),PC,6864.340534210205,26339.14210128784,328175.065864563,161629.69063186646,102367.22696304321,2848.9001960754395,15062.701206207275,225963.77850341797,183808.91246032715,74104.90574645996,1249.3200988769531,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(44:1),PC,9682.000759124756,54955.74514770508,209123.73454284668,85183.62561035156,95244.68668746948,3132.900218963623,30222.442386627197,137183.20739746094,117729.48757171631,83446.18633651733,1051.7000770568848,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(44:10)|PC(O-44:3),PC,9475.94080734253,46357.88362121582,573652.1941375732,171429.3937072754,78384.70636749268,3017.1802520751953,25672.842136383057,359574.6295776367,254622.1584777832,77345.44456481934,1545.2401237487793,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(44:12)|PC(O-44:5),PC,9229.540664672852,42136.88260650635,510956.6191101074,172148.17195129395,82106.38455963135,3975.260227203369,19255.661140441895,263882.53720092773,208135.89639282227,71206.30528259277,1686.8001022338867,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(44:2),PC,17044.88095855713,58868.80320739746,184921.99340820312,83329.54652404785,131505.55014801025,6026.580337524414,37323.72273635864,151038.57121276855,140484.42709350586,116967.40463256836,2056.4601516723633,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(44:3),PC,11966.12068939209,23186.561588287354,210020.07725524902,104919.88668823242,35687.58305358887,3381.200263977051,14245.760974884033,154820.88995361328,189014.472114563,28505.221576690674,1470.740119934082,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(44:4),PC,13558.481113433838,51047.844272613525,233706.69593811035,93507.5661315918,91446.44538879395,3813.6403007507324,24792.201622009277,200450.73684692383,180850.4119873047,74373.46390151978,1117.8400764465332,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(44:5),PC,12834.541065216064,154284.01233291626,551815.3215026855,225735.67834472656,295650.65660858154,5163.700458526611,83093.3462600708,458584.5841217041,576814.6066741943,253862.87341308594,1209.0000801086426,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
PC(44:6),PC,14617.100952148438,193255.09149169922,799339.8882141113,318500.8659667969,411608.8542175293,5600.780479431152,113079.22501754761,600226.0008544922,917275.3225708008,356902.56076049805,1284.920093536377,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,5,5,BlankBrain_NA
