Lipid,Class,BlankBrain_NA_x,C-1BrainF_x,C-2BrainF_x,C-3BrainF_x,C-4BrainM_x,C-5BrainM_x,C-6BrainM_x,E-1BrainF_x,E-2BrainF_x,E-3BrainF_x,E-4BrainM_x,E-5BrainM_x,E-6BrainM_x,BlankBrain_NA_y,C-1BrainF_y,C-2BrainF_y,C-3BrainF_y,C-4BrainM_y,C-5BrainM_y,C-6BrainM_y,E-1BrainF_y,E-2BrainF_y,E-3BrainF_y,E-4BrainM_y,E-5BrainM_y,E-6BrainM_y,BlankBrain_NA,Title1,Title2,Title,length1,length2,Blank_name
[TG(59:13)|TG(58:6)]_FA18:0,TAG,1074.6400871276855,1025.740077972412,999.0600700378418,1120.1000900268555,1055.280071258545,1039.1600608825684,1059.9400825500488,1028.340072631836,996.7000579833984,995.9200706481934,1064.6800727844238,1063.5400772094727,1309.0001068115234,1074.6400871276855,1025.740077972412,999.0600700378418,1120.1000900268555,1055.280071258545,1039.1600608825684,1059.9400825500488,1028.340072631836,996.7000579833984,995.9200706481934,1064.6800727844238,1063.5400772094727,1309.0001068115234,1074.6400871276855,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(59:13)|TG(58:6)]_FA18:1,TAG,1037.0000762939453,1038.0800743103027,1036.4400749206543,1057.6000747680664,1039.0400695800781,1039.5200691223145,1038.000072479248,1038.2400703430176,1040.0200805664062,1052.12007522583,1088.2800788879395,1042.7200889587402,1168.6000900268555,1037.0000762939453,1038.0800743103027,1036.4400749206543,1057.6000747680664,1039.0400695800781,1039.5200691223145,1038.000072479248,1038.2400703430176,1040.0200805664062,1052.12007522583,1088.2800788879395,1042.7200889587402,1168.6000900268555,1037.0000762939453,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(59:13)|TG(58:6)]_FA18:2,TAG,1194.1200790405273,1120.2000770568848,1186.260082244873,1124.2600860595703,1122.5400772094727,1130.680076599121,1209.8600807189941,1122.3600883483887,1122.8600730895996,1161.2800788879395,1206.3200874328613,1205.500087738037,1211.4600791931152,1194.1200790405273,1120.2000770568848,1186.260082244873,1124.2600860595703,1122.5400772094727,1130.680076599121,1209.8600807189941,1122.3600883483887,1122.8600730895996,1161.2800788879395,1206.3200874328613,1205.500087738037,1211.4600791931152,1194.1200790405273,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(59:13)|TG(58:6)]_FA18:3,TAG,1166.7800827026367,1233.6000900268555,1249.740089416504,1374.440086364746,1209.4200820922852,1162.6200866699219,1212.7600898742676,1163.1200904846191,1294.860092163086,1278.7600898742676,1366.940097808838,1180.260082244873,1234.3200988769531,1166.7800827026367,1233.6000900268555,1249.740089416504,1374.440086364746,1209.4200820922852,1162.6200866699219,1212.7600898742676,1163.1200904846191,1294.860092163086,1278.7600898742676,1366.940097808838,1180.260082244873,1234.3200988769531,1166.7800827026367,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(59:13)|TG(58:6)]_FA20:4,TAG,1244.5600891113281,1295.7800941467285,1310.8400917053223,1464.5001029968262,1297.2400932312012,1352.2001037597656,1331.7000885009766,1331.980094909668,1290.0400924682617,1303.6201057434082,1460.480110168457,1295.2800979614258,1250.000087738037,1244.5600891113281,1295.7800941467285,1310.8400917053223,1464.5001029968262,1297.2400932312012,1352.2001037597656,1331.7000885009766,1331.980094909668,1290.0400924682617,1303.6201057434082,1460.480110168457,1295.2800979614258,1250.000087738037,1244.5600891113281,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(59:13)|TG(58:6)]_FA22:5,TAG,1427.4201011657715,1446.2201042175293,1395.6400985717773,1370.8600845336914,1482.0001029968262,1432.4200744628906,1421.680103302002,1373.4000968933105,1373.3800964355469,1372.8801002502441,1472.6001014709473,1378.340103149414,1378.0400924682617,1427.4201011657715,1446.2201042175293,1395.6400985717773,1370.8600845336914,1482.0001029968262,1432.4200744628906,1421.680103302002,1373.4000968933105,1373.3800964355469,1372.8801002502441,1472.6001014709473,1378.340103149414,1378.0400924682617,1427.4201011657715,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(59:13)|TG(58:6)]_FA22:6,TAG,1640.4001197814941,1499.4400939941406,1491.2201080322266,1615.240119934082,1561.3000984191895,1515.520107269287,1527.9401168823242,1590.8401184082031,1501.780101776123,1498.080093383789,1525.6801071166992,1569.0201148986816,1503.5601081848145,1640.4001197814941,1499.4400939941406,1491.2201080322266,1615.240119934082,1561.3000984191895,1515.520107269287,1527.9401168823242,1590.8401184082031,1501.780101776123,1498.080093383789,1525.6801071166992,1569.0201148986816,1503.5601081848145,1640.4001197814941,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(59:9)|TG(58:2)]_FA14:0,TAG,992.3000640869141,995.3600654602051,1038.2600708007812,1040.4600715637207,995.5600700378418,993.2400665283203,1092.0800743103027,993.3600654602051,989.1000709533691,996.3800621032715,990.680061340332,988.740062713623,992.2200622558594,992.3000640869141,995.3600654602051,1038.2600708007812,1040.4600715637207,995.5600700378418,993.2400665283203,1092.0800743103027,993.3600654602051,989.1000709533691,996.3800621032715,990.680061340332,988.740062713623,992.2200622558594,992.3000640869141,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(59:9)|TG(58:2)]_FA16:0,TAG,993.260066986084,991.5400657653809,991.7800674438477,994.4200630187988,994.880069732666,996.6800689697266,995.8000717163086,995.3400688171387,993.1400718688965,1004.0400657653809,1001.7400703430176,995.380069732666,995.3400688171387,993.260066986084,991.5400657653809,991.7800674438477,994.4200630187988,994.880069732666,996.6800689697266,995.8000717163086,995.3400688171387,993.1400718688965,1004.0400657653809,1001.7400703430176,995.380069732666,995.3400688171387,993.260066986084,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(59:9)|TG(58:2)]_FA16:1,TAG,1036.9400749206543,1036.4000663757324,1075.7400741577148,1077.8600807189941,1117.9000854492188,1032.780071258545,1059.780071258545,1052.3200798034668,1215.5800819396973,1072.4800758361816,1253.2000846862793,1038.740077972412,1083.6200828552246,1036.9400749206543,1036.4000663757324,1075.7400741577148,1077.8600807189941,1117.9000854492188,1032.780071258545,1059.780071258545,1052.3200798034668,1215.5800819396973,1072.4800758361816,1253.2000846862793,1038.740077972412,1083.6200828552246,1036.9400749206543,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(59:9)|TG(58:2)]_FA18:0,TAG,998.9800643920898,1179.780086517334,1015.9800796508789,1135.0000915527344,1020.4600639343262,995.3600692749023,1136.3800811767578,995.9000663757324,1051.0800704956055,1039.2000770568848,1016.320068359375,999.7400665283203,1093.9400825500488,998.9800643920898,1179.780086517334,1015.9800796508789,1135.0000915527344,1020.4600639343262,995.3600692749023,1136.3800811767578,995.9000663757324,1051.0800704956055,1039.2000770568848,1016.320068359375,999.7400665283203,1093.9400825500488,998.9800643920898,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(59:9)|TG(58:2)]_FA18:1,TAG,1037.1000709533691,1182.680076599121,1241.8000831604004,1036.580078125,1221.5800857543945,1039.760066986084,1126.2000732421875,1179.4001007080078,1045.3800659179688,1097.3000869750977,1084.5800743103027,1201.1600875854492,1073.3800735473633,1037.1000709533691,1182.680076599121,1241.8000831604004,1036.580078125,1221.5800857543945,1039.760066986084,1126.2000732421875,1179.4001007080078,1045.3800659179688,1097.3000869750977,1084.5800743103027,1201.1600875854492,1073.3800735473633,1037.1000709533691,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(59:9)|TG(58:2)]_FA18:2,TAG,1196.7800750732422,1129.4800720214844,1183.5000953674316,1156.5600929260254,1184.6600914001465,1121.7800827026367,1149.2800827026367,1123.180088043213,1142.9200859069824,1263.2000846862793,1263.3201065063477,1218.0600929260254,1169.0600814819336,1196.7800750732422,1129.4800720214844,1183.5000953674316,1156.5600929260254,1184.6600914001465,1121.7800827026367,1149.2800827026367,1123.180088043213,1142.9200859069824,1263.2000846862793,1263.3201065063477,1218.0600929260254,1169.0600814819336,1196.7800750732422,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(59:9)|TG(58:2)]_FA18:3,TAG,1167.2800788879395,1161.9800910949707,1162.7200927734375,1339.3400917053223,1189.780071258545,1213.2000885009766,1214.740089416504,1168.3000869750977,1164.4800758361816,1185.680088043213,1164.3600883483887,1166.260082244873,1164.1600875854492,1167.2800788879395,1161.9800910949707,1162.7200927734375,1339.3400917053223,1189.780071258545,1213.2000885009766,1214.740089416504,1168.3000869750977,1164.4800758361816,1185.680088043213,1164.3600883483887,1166.260082244873,1164.1600875854492,1167.2800788879395,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(59:9)|TG(58:2)]_FA20:4,TAG,1343.220100402832,1345.5800895690918,1326.60009765625,1507.6801223754883,1461.3001174926758,1393.0800895690918,1277.8000831604004,1528.4001159667969,1332.6600952148438,1396.4201049804688,1560.6201133728027,1338.020092010498,1537.7601013183594,1343.220100402832,1345.5800895690918,1326.60009765625,1507.6801223754883,1461.3001174926758,1393.0800895690918,1277.8000831604004,1528.4001159667969,1332.6600952148438,1396.4201049804688,1560.6201133728027,1338.020092010498,1537.7601013183594,1343.220100402832,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(59:9)|TG(58:2)]_FA22:5,TAG,1375.3600959777832,1375.06010055542,1373.080093383789,1370.3400993347168,1374.200107574463,1382.180088043213,1409.56010055542,1395.6800956726074,1372.6200981140137,1372.2600898742676,1373.64009475708,1378.0200996398926,1377.7400932312012,1375.3600959777832,1375.06010055542,1373.080093383789,1370.3400993347168,1374.200107574463,1382.180088043213,1409.56010055542,1395.6800956726074,1372.6200981140137,1372.2600898742676,1373.64009475708,1378.0200996398926,1377.7400932312012,1375.3600959777832,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(59:9)|TG(58:2)]_FA22:6,TAG,1509.4201011657715,1606.3201141357422,1492.0201034545898,1580.3200988769531,1662.0001068115234,1567.260108947754,1518.980110168457,1572.440113067627,1574.7401161193848,1497.2800979614258,1504.500099182129,1496.600112915039,1544.2601127624512,1509.4201011657715,1606.3201141357422,1492.0201034545898,1580.3200988769531,1662.0001068115234,1567.260108947754,1518.980110168457,1572.440113067627,1574.7401161193848,1497.2800979614258,1504.500099182129,1496.600112915039,1544.2601127624512,1509.4201011657715,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(60:10)|TG(59:3)]_FA14:0,TAG,992.5200691223145,995.0800819396973,1064.0400772094727,1135.2400741577148,995.140064239502,993.3600654602051,995.2200698852539,993.4800720214844,989.2600631713867,992.1200675964355,990.8000755310059,989.6200675964355,991.9400596618652,992.5200691223145,995.0800819396973,1064.0400772094727,1135.2400741577148,995.140064239502,993.3600654602051,995.2200698852539,993.4800720214844,989.2600631713867,992.1200675964355,990.8000755310059,989.6200675964355,991.9400596618652,992.5200691223145,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(60:10)|TG(59:3)]_FA16:0,TAG,1022.1600646972656,1043.9400634765625,1027.200080871582,994.8200645446777,994.5200653076172,996.7200736999512,996.8000717163086,995.0800704956055,993.2000694274902,1043.6000671386719,1039.680076599121,994.5800704956055,1043.380084991455,1022.1600646972656,1043.9400634765625,1027.200080871582,994.8200645446777,994.5200653076172,996.7200736999512,996.8000717163086,995.0800704956055,993.2000694274902,1043.6000671386719,1039.680076599121,994.5800704956055,1043.380084991455,1022.1600646972656,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(60:10)|TG(59:3)]_FA16:1,TAG,1036.360065460205,1091.3800659179688,1035.7600708007812,1107.7200813293457,1048.340072631836,1105.1000862121582,1096.0800857543945,1203.54008102417,1035.6800689697266,1055.7200775146484,1064.2600746154785,1041.2000770568848,1129.6800804138184,1036.360065460205,1091.3800659179688,1035.7600708007812,1107.7200813293457,1048.340072631836,1105.1000862121582,1096.0800857543945,1203.54008102417,1035.6800689697266,1055.7200775146484,1064.2600746154785,1041.2000770568848,1129.6800804138184,1036.360065460205,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(60:10)|TG(59:3)]_FA18:0,TAG,1088.6000747680664,1016.3400726318359,1048.7000694274902,1016.000057220459,998.0000686645508,995.0200653076172,1047.860065460205,1057.920078277588,1003.5200691223145,996.2800636291504,996.820068359375,1069.5400733947754,1043.6000785827637,1088.6000747680664,1016.3400726318359,1048.7000694274902,1016.000057220459,998.0000686645508,995.0200653076172,1047.860065460205,1057.920078277588,1003.5200691223145,996.2800636291504,996.820068359375,1069.5400733947754,1043.6000785827637,1088.6000747680664,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(60:10)|TG(59:3)]_FA18:1,TAG,1163.580078125,1049.080062866211,1355.4600982666016,1453.5601081848145,1076.0600776672363,1121.5000762939453,1038.1200790405273,1143.240077972412,1123.320068359375,1228.1200866699219,1133.4400787353516,1121.1400718688965,1190.5800819396973,1163.580078125,1049.080062866211,1355.4600982666016,1453.5601081848145,1076.0600776672363,1121.5000762939453,1038.1200790405273,1143.240077972412,1123.320068359375,1228.1200866699219,1133.4400787353516,1121.1400718688965,1190.5800819396973,1163.580078125,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(60:10)|TG(59:3)]_FA18:2,TAG,1160.4200706481934,1119.9000778198242,1120.9800834655762,1178.9600791931152,1245.880084991455,1209.320068359375,1123.7200775146484,1257.8800926208496,1123.140079498291,1119.3400764465332,1139.6800689697266,1289.7000846862793,1218.7400932312012,1160.4200706481934,1119.9000778198242,1120.9800834655762,1178.9600791931152,1245.880084991455,1209.320068359375,1123.7200775146484,1257.8800926208496,1123.140079498291,1119.3400764465332,1139.6800689697266,1289.7000846862793,1218.7400932312012,1160.4200706481934,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(60:10)|TG(59:3)]_FA18:3,TAG,1208.4800834655762,1248.4600830078125,1229.0600929260254,1236.480094909668,1374.0800971984863,1319.60009765625,1201.4800834655762,1205.260082244873,1206.9000778198242,1242.2600898742676,1302.3400917053223,1208.4600944519043,1215.8000946044922,1208.4800834655762,1248.4600830078125,1229.0600929260254,1236.480094909668,1374.0800971984863,1319.60009765625,1201.4800834655762,1205.260082244873,1206.9000778198242,1242.2600898742676,1302.3400917053223,1208.4600944519043,1215.8000946044922,1208.4800834655762,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(60:10)|TG(59:3)]_FA20:4,TAG,1305.020076751709,1317.5600967407227,1330.240077972412,1291.0400848388672,1291.3000946044922,1308.7000923156738,1289.0000801086426,1287.5000915527344,1291.2400932312012,1293.000099182129,1307.9000930786133,1291.0600891113281,1421.6601028442383,1305.020076751709,1317.5600967407227,1330.240077972412,1291.0400848388672,1291.3000946044922,1308.7000923156738,1289.0000801086426,1287.5000915527344,1291.2400932312012,1293.000099182129,1307.9000930786133,1291.0600891113281,1421.6601028442383,1305.020076751709,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(60:10)|TG(59:3)]_FA22:5,TAG,1431.440113067627,1374.7000923156738,1373.6200942993164,1399.420093536377,1421.720100402832,1430.1400985717773,1369.8200950622559,1373.4001007080078,1391.5000953674316,1371.5601043701172,1373.5000953674316,1378.3600883483887,1398.340087890625,1431.440113067627,1374.7000923156738,1373.6200942993164,1399.420093536377,1421.720100402832,1430.1400985717773,1369.8200950622559,1373.4001007080078,1391.5000953674316,1371.5601043701172,1373.5000953674316,1378.3600883483887,1398.340087890625,1431.440113067627,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(60:10)|TG(59:3)]_FA22:6,TAG,1500.3400955200195,1521.6201095581055,1554.7601203918457,1493.8001136779785,1583.080093383789,1575.780117034912,1495.260108947754,1495.0801048278809,1517.900104522705,1572.6201210021973,1502.7200927734375,1496.7801132202148,1498.3401069641113,1500.3400955200195,1521.6201095581055,1554.7601203918457,1493.8001136779785,1583.080093383789,1575.780117034912,1495.260108947754,1495.0801048278809,1517.900104522705,1572.6201210021973,1502.7200927734375,1496.7801132202148,1498.3401069641113,1500.3400955200195,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(60:11)|TG(59:4)]_FA14:0,TAG,992.1800651550293,1056.2000732421875,1006.3600730895996,1064.7000770568848,1042.3800735473633,1061.880069732666,995.1000671386719,1040.9400634765625,989.580078125,992.4800643920898,990.6400680541992,1017.3200721740723,1050.5400772094727,992.1800651550293,1056.2000732421875,1006.3600730895996,1064.7000770568848,1042.3800735473633,1061.880069732666,995.1000671386719,1040.9400634765625,989.580078125,992.4800643920898,990.6400680541992,1017.3200721740723,1050.5400772094727,992.1800651550293,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(60:11)|TG(59:4)]_FA16:0,TAG,992.9400634765625,1069.3000755310059,1092.440086364746,1018.6800651550293,1033.2000770568848,996.4800682067871,996.2800788879395,995.2200736999512,993.400074005127,1051.6400680541992,993.3800735473633,994.9200706481934,1045.5200691223145,992.9400634765625,1069.3000755310059,1092.440086364746,1018.6800651550293,1033.2000770568848,996.4800682067871,996.2800788879395,995.2200736999512,993.400074005127,1051.6400680541992,993.3800735473633,994.9200706481934,1045.5200691223145,992.9400634765625,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(60:11)|TG(59:4)]_FA16:1,TAG,1036.8400650024414,1036.6600761413574,1035.6200675964355,1078.7800750732422,1031.9400749206543,1033.1800727844238,1037.8000793457031,1058.8800735473633,1036.500072479248,1074.3600692749023,1038.220069885254,1039.4000778198242,1058.6200790405273,1036.8400650024414,1036.6600761413574,1035.6200675964355,1078.7800750732422,1031.9400749206543,1033.1800727844238,1037.8000793457031,1058.8800735473633,1036.500072479248,1074.3600692749023,1038.220069885254,1039.4000778198242,1058.6200790405273,1036.8400650024414,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(60:11)|TG(59:4)]_FA18:0,TAG,999.0200729370117,999.2000694274902,1042.960075378418,1029.980068206787,996.0600662231445,995.0000686645508,1049.4000663757324,995.4000778198242,996.0800743103027,1006.140079498291,997.5400733947754,999.7200736999512,1034.580078125,999.0200729370117,999.2000694274902,1042.960075378418,1029.980068206787,996.0600662231445,995.0000686645508,1049.4000663757324,995.4000778198242,996.0800743103027,1006.140079498291,997.5400733947754,999.7200736999512,1034.580078125,999.0200729370117,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(60:11)|TG(59:4)]_FA18:1,TAG,1036.3400688171387,1035.7200775146484,1036.4200744628906,1036.700065612793,1072.060073852539,1106.6000785827637,1052.260082244873,1128.0200843811035,1042.640064239502,1039.8200759887695,1037.4000701904297,1100.7600746154785,1039.0000762939453,1036.3400688171387,1035.7200775146484,1036.4200744628906,1036.700065612793,1072.060073852539,1106.6000785827637,1052.260082244873,1128.0200843811035,1042.640064239502,1039.8200759887695,1037.4000701904297,1100.7600746154785,1039.0000762939453,1036.3400688171387,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(60:11)|TG(59:4)]_FA18:2,TAG,1120.0400695800781,1158.7800827026367,1120.5200843811035,1124.4200820922852,1128.3400764465332,1203.4600982666016,1123.9400825500488,1124.240077972412,1122.4800758361816,1120.2200775146484,1141.560073852539,1124.780086517334,1152.8200874328613,1120.0400695800781,1158.7800827026367,1120.5200843811035,1124.4200820922852,1128.3400764465332,1203.4600982666016,1123.9400825500488,1124.240077972412,1122.4800758361816,1120.2200775146484,1141.560073852539,1124.780086517334,1152.8200874328613,1120.0400695800781,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(60:11)|TG(59:4)]_FA18:3,TAG,1207.9000930786133,1203.6400833129883,1204.1200942993164,1232.960075378418,1302.0000953674316,1204.7600860595703,1238.8000831604004,1467.6401100158691,1249.2800941467285,1205.7200736999512,1206.7200813293457,1209.020076751709,1205.9200973510742,1207.9000930786133,1203.6400833129883,1204.1200942993164,1232.960075378418,1302.0000953674316,1204.7600860595703,1238.8000831604004,1467.6401100158691,1249.2800941467285,1205.7200736999512,1206.7200813293457,1209.020076751709,1205.9200973510742,1207.9000930786133,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(60:11)|TG(59:4)]_FA20:4,TAG,1321.840103149414,1286.5600891113281,1369.360092163086,1331.2200889587402,1358.8400955200195,1287.8600959777832,1408.1801071166992,1328.960090637207,1290.7000885009766,1409.0200996398926,1333.3200912475586,1370.4201049804688,1347.380084991455,1321.840103149414,1286.5600891113281,1369.360092163086,1331.2200889587402,1358.8400955200195,1287.8600959777832,1408.1801071166992,1328.960090637207,1290.7000885009766,1409.0200996398926,1333.3200912475586,1370.4201049804688,1347.380084991455,1321.840103149414,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(60:11)|TG(59:4)]_FA22:5,TAG,1371.9801063537598,1375.7200927734375,1373.720100402832,1371.5000915527344,1373.3000984191895,1366.1800918579102,1369.3600883483887,1373.0200958251953,1419.700107574463,1378.720100402832,1372.8200950622559,1453.1000900268555,1393.2401008605957,1371.9801063537598,1375.7200927734375,1373.720100402832,1371.5000915527344,1373.3000984191895,1366.1800918579102,1369.3600883483887,1373.0200958251953,1419.700107574463,1378.720100402832,1372.8200950622559,1453.1000900268555,1393.2401008605957,1371.9801063537598,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(60:11)|TG(59:4)]_FA22:6,TAG,1500.4401054382324,1498.7601051330566,1495.5801048278809,1494.200107574463,1526.0801162719727,1584.740119934082,1526.3801002502441,1513.5001029968262,1500.4401016235352,1498.0001068115234,1526.1601066589355,1496.9001121520996,1498.880111694336,1500.4401054382324,1498.7601051330566,1495.5801048278809,1494.200107574463,1526.0801162719727,1584.740119934082,1526.3801002502441,1513.5001029968262,1500.4401016235352,1498.0001068115234,1526.1601066589355,1496.9001121520996,1498.880111694336,1500.4401054382324,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(60:12)|TG(59:5)]_FA14:0,TAG,992.0800666809082,995.1800727844238,1014.940071105957,997.9000663757324,995.6000747680664,993.3000640869141,994.8000679016113,1025.940055847168,1050.4000663757324,992.4000663757324,1047.560073852539,989.6600646972656,1008.8400764465332,992.0800666809082,995.1800727844238,1014.940071105957,997.9000663757324,995.6000747680664,993.3000640869141,994.8000679016113,1025.940055847168,1050.4000663757324,992.4000663757324,1047.560073852539,989.6600646972656,1008.8400764465332,992.0800666809082,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(60:12)|TG(59:5)]_FA16:0,TAG,993.8800621032715,991.9800682067871,1067.0400733947754,994.2600593566895,1044.6600723266602,1029.640064239502,1015.4400749206543,1050.920066833496,993.1800651550293,992.3400688171387,1157.420078277588,994.4200782775879,1036.6000747680664,993.8800621032715,991.9800682067871,1067.0400733947754,994.2600593566895,1044.6600723266602,1029.640064239502,1015.4400749206543,1050.920066833496,993.1800651550293,992.3400688171387,1157.420078277588,994.4200782775879,1036.6000747680664,993.8800621032715,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(60:12)|TG(59:5)]_FA16:1,TAG,1036.6600799560547,1114.7800827026367,1034.960075378418,1036.080062866211,1094.7400703430176,1032.9200744628906,1037.520076751709,1065.0000648498535,1143.7600784301758,1037.12007522583,1038.6400756835938,1038.6600799560547,1039.4600791931152,1036.6600799560547,1114.7800827026367,1034.960075378418,1036.080062866211,1094.7400703430176,1032.9200744628906,1037.520076751709,1065.0000648498535,1143.7600784301758,1037.12007522583,1038.6400756835938,1038.6600799560547,1039.4600791931152,1036.6600799560547,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(60:12)|TG(59:5)]_FA18:0,TAG,1055.3000755310059,1047.8200798034668,998.3000755310059,1044.8200798034668,995.760082244873,995.0200653076172,994.940071105957,1027.420066833496,995.9800834655762,995.9200706481934,1046.9600830078125,999.9200630187988,999.2000694274902,1055.3000755310059,1047.8200798034668,998.3000755310059,1044.8200798034668,995.760082244873,995.0200653076172,994.940071105957,1027.420066833496,995.9800834655762,995.9200706481934,1046.9600830078125,999.9200630187988,999.2000694274902,1055.3000755310059,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(60:12)|TG(59:5)]_FA18:1,TAG,1037.0400695800781,1035.440071105957,1036.9400787353516,1036.600082397461,1161.7601013183594,1107.600082397461,1038.3200721740723,1072.9200859069824,1041.0200729370117,1101.2600784301758,1088.2600708007812,1042.1600723266602,1086.04008102417,1037.0400695800781,1035.440071105957,1036.9400787353516,1036.600082397461,1161.7601013183594,1107.600082397461,1038.3200721740723,1072.9200859069824,1041.0200729370117,1101.2600784301758,1088.2600708007812,1042.1600723266602,1086.04008102417,1037.0400695800781,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(60:12)|TG(59:5)]_FA18:2,TAG,1144.8400917053223,1120.0000762939453,1120.840087890625,1242.340087890625,1217.8200874328613,1122.9200820922852,1124.4800910949707,1157.320083618164,1122.9600830078125,1119.8600807189941,1118.9200744628906,1124.6600799560547,1123.6600761413574,1144.8400917053223,1120.0000762939453,1120.840087890625,1242.340087890625,1217.8200874328613,1122.9200820922852,1124.4800910949707,1157.320083618164,1122.9600830078125,1119.8600807189941,1118.9200744628906,1124.6600799560547,1123.6600761413574,1144.8400917053223,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(60:12)|TG(59:5)]_FA18:3,TAG,1208.7000885009766,1267.7000923156738,1204.6400833129883,1243.8400955200195,1222.54008102417,1219.4000854492188,1200.740077972412,1230.5000801086426,1270.8200988769531,1205.5000801086426,1231.9600830078125,1244.2000923156738,1205.440086364746,1208.7000885009766,1267.7000923156738,1204.6400833129883,1243.8400955200195,1222.54008102417,1219.4000854492188,1200.740077972412,1230.5000801086426,1270.8200988769531,1205.5000801086426,1231.9600830078125,1244.2000923156738,1205.440086364746,1208.7000885009766,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
[TG(60:12)|TG(59:5)]_FA20:4,TAG,1351.6601028442383,1321.8800888061523,1305.2000999450684,1321.9200897216797,1291.4001007080078,1277.2600898742676,1381.6800994873047,1482.780101776123,1369.8000984191895,1417.5600929260254,1395.6601028442383,1320.740104675293,1249.5400886535645,1351.6601028442383,1321.8800888061523,1305.2000999450684,1321.9200897216797,1291.4001007080078,1277.2600898742676,1381.6800994873047,1482.780101776123,1369.8000984191895,1417.5600929260254,1395.6601028442383,1320.740104675293,1249.5400886535645,1351.6601028442383,Type: Brain,Type: Brain,Type: Brain vs Type: Brain,13,13,BlankBrain_NA
