Lipid,Class,E-4LiverM,E-4PlasmaM,E-4RetinaM,E-5BMVM,E-5BrainM,E-5LiverM,E-5PlasmaM,E-5RetinaM,BlankBrain_NA,Title1,Title2,Title,length1,length2,Blank_name
[TG(64:12)|TG(63:5)]_FA22:6,TAG,3111.0802459716797,2675.3001976013184,1589.4401168823242,1544.4801216125488,1538.4201164245605,1858.4601211547852,3860.500289916992,1661.3001174926758,1540.8401107788086,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,3,5,BlankBrain_NA
[TG(64:13)|TG(63:6)]_FA22:6,TAG,2672.320167541504,3674.8602180480957,1539.1201171875,1545.200096130371,1677.7801246643066,2114.980155944824,5453.540412902832,1625.9001121520996,1700.8001136779785,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,3,5,BlankBrain_NA
[TG(64:14)|TG(63:7)|TG(62:0)]_FA22:6,TAG,3728.2802925109863,4339.860324859619,1589.7001113891602,1544.400104522705,1538.2801132202148,2009.540126800537,9500.60079574585,1590.0001182556152,1569.020107269287,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,3,5,BlankBrain_NA
[TG(64:15)|TG(63:8)|TG(62:1)]_FA22:6,TAG,2592.540153503418,2951.500217437744,1539.0601081848145,1619.460117340088,1538.6601028442383,1906.400131225586,5067.020290374756,1539.220115661621,1541.6001052856445,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,3,5,BlankBrain_NA
[TG(64:16)|TG(63:9)|TG(62:2)]_FA22:6,TAG,2298.280170440674,3516.980255126953,1538.700096130371,1545.620101928711,1538.4001007080078,1634.8401069641113,3049.940196990967,1540.560115814209,1541.9800987243652,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,3,5,BlankBrain_NA
[TG(64:17)|TG(63:10)|TG(62:3)]_FA22:6,TAG,3186.140235900879,3148.900188446045,1539.8001098632812,1545.280101776123,1538.7001152038574,1732.66011428833,2887.140205383301,1539.0001106262207,1541.140121459961,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,3,5,BlankBrain_NA
[TG(64:6)]_FA22:6,TAG,1587.0201034545898,1971.6001434326172,1539.2801094055176,1544.900104522705,1538.9001121520996,1733.5001220703125,1749.280128479004,1539.500114440918,1542.3001022338867,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,3,5,BlankBrain_NA
[TG(64:7)|TG(63:0)]_FA22:6,TAG,1583.0601081848145,1853.0201263427734,1538.7201118469238,1545.1601066589355,1538.4600982666016,1585.1601028442383,1610.880111694336,1539.180103302002,1541.9801139831543,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,3,5,BlankBrain_NA
[TG(64:8)|TG(63:1)]_FA22:6,TAG,1773.3801307678223,2092.72013092041,1538.9201049804688,1544.2400970458984,1539.8201141357422,1606.6601028442383,1842.8601379394531,1539.5200996398926,1541.8401069641113,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,3,5,BlankBrain_NA
[TG(64:9)|TG(63:2)]_FA22:6,TAG,1548.4801063537598,1645.020107269287,1599.8601150512695,1545.520092010498,1655.2001266479492,1665.5201225280762,1935.1401329040527,1619.5601234436035,1565.06010055542,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,3,5,BlankBrain_NA
[TG(65:12)|TG(64:5)]_FA22:6,TAG,1910.7801055908203,1898.0601234436035,1539.0201148986816,1545.2001037597656,1548.5001106262207,1547.760097503662,1991.7801361083984,1551.720115661621,1541.1001167297363,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,3,5,BlankBrain_NA
[TG(66:10)|TG(65:3)]_FA22:6,TAG,1746.1401252746582,1641.380111694336,1539.6800994873047,1544.6401176452637,1538.6401138305664,1621.380111694336,1601.7801094055176,1561.0801124572754,1599.6201095581055,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,3,5,BlankBrain_NA
[TG(66:11)|TG(65:4)]_FA22:6,TAG,1673.360107421875,1595.2401161193848,1606.720115661621,1544.7400856018066,1593.4001121520996,1615.4601020812988,1918.900146484375,1676.6201286315918,1594.040111541748,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,3,5,BlankBrain_NA
[TG(66:12)|TG(65:5)]_FA22:6,TAG,2488.7801551818848,1841.140121459961,1614.2801208496094,1545.5601081848145,1538.6001052856445,1931.220142364502,2634.8602027893066,1539.3801078796387,1541.5601119995117,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,3,5,BlankBrain_NA
[TG(66:13)|TG(65:6)]_FA22:6,TAG,3085.820209503174,1769.5001029968262,1583.9001083374023,1545.06010055542,1538.3201141357422,1917.9201278686523,3693.7002449035645,1608.7201118469238,1541.2800979614258,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,3,5,BlankBrain_NA
[TG(66:14)|TG(65:7)|TG(64:0)]_FA22:6,TAG,2323.6601791381836,2497.4801712036133,1541.9001159667969,1545.6401062011719,1538.980110168457,1792.6401176452637,4035.8802757263184,1581.2001152038574,1540.8200988769531,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,3,5,BlankBrain_NA
[TG(66:15)|TG(65:8)|TG(64:1)]_FA22:6,TAG,3086.6601905822754,2479.800178527832,1538.9200973510742,1602.3601036071777,1599.4601097106934,1653.340103149414,8726.000705718994,1734.2001266479492,1542.2001037597656,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,3,5,BlankBrain_NA
[TG(66:16)|TG(65:9)|TG(64:2)]_FA22:6,TAG,2330.3401527404785,3159.7002182006836,1539.020107269287,1545.1601066589355,1539.0601043701172,1663.3601188659668,5762.7403564453125,1557.2201118469238,1540.8800964355469,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,3,5,BlankBrain_NA
[TG(66:17)|TG(65:10)|TG(64:3)]_FA22:6,TAG,1767.4001121520996,1806.6401138305664,1587.8001098632812,1545.5801048278809,1538.8601112365723,1548.0800971984863,2140.7001571655273,1574.6001243591309,1542.0601119995117,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,3,5,BlankBrain_NA
[TG(66:18)|TG(65:11)|TG(64:4)]_FA22:6,TAG,1749.1401062011719,1809.080135345459,1539.5801086425781,1545.2201042175293,1574.3001136779785,1595.9000968933105,2265.8001556396484,1539.5001106262207,1541.2601165771484,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,3,5,BlankBrain_NA
[TG(66:6)]_FA22:6,TAG,1752.180118560791,1775.420124053955,1553.4401092529297,1544.5801162719727,1538.2201118469238,1628.1401062011719,1734.7601280212402,1538.340103149414,1583.3601036071777,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,3,5,BlankBrain_NA
[TG(66:7)]_FA22:6,TAG,1579.3401107788086,2049.54012298584,1539.460105895996,1545.200107574463,1538.2601127624512,1581.4601020812988,1622.780117034912,1539.280101776123,1542.440113067627,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,3,5,BlankBrain_NA
[TG(66:8)|TG(65:1)]_FA22:6,TAG,1664.980110168457,2283.2001457214355,1539.4801139831543,1543.840103149414,1537.740119934082,1549.2800941467285,1798.1401290893555,1611.9001083374023,1541.5001029968262,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,3,5,BlankBrain_NA
[TG(66:9)|TG(65:2)]_FA22:6,TAG,1597.3801040649414,1754.3801231384277,1539.4201049804688,1544.820110321045,1538.7801094055176,1611.8801078796387,1557.7401123046875,1591.460117340088,1574.720100402832,Name: E-4,Name: E-5,Name: E-4 vs Name: E-5,3,5,BlankBrain_NA
