Lipid,Class,BlankLiver_NA,C-1LiverF,C-2LiverF,C-3LiverF,C-4LiverM,C-5LiverM,C-6LiverM,E-1LiverF,E-2LiverF,E-3LiverF,E-4LiverM,E-5LiverM,E-6LiverM,BlankBrain_NA_x,C-1BrainF,C-2BrainF,C-3BrainF,C-4BrainM,C-5BrainM,C-6BrainM,E-1BrainF,E-2BrainF,E-3BrainF,E-4BrainM,E-5BrainM,E-6BrainM,BlankBrain_NA_y,Title1,Title2,Title,length1,length2,Blank_name
[TG(58:13)|TG(57:6)]_FA22:5,TAG,1434.6201133728027,3120.6402130126953,2487.840190887451,2290.7801780700684,6547.900402069092,2332.3401527404785,3931.6002502441406,2928.3401947021484,2177.680160522461,2983.0402030944824,1946.6801414489746,1875.14013671875,2542.3601875305176,1372.3600883483887,1445.1800994873047,1403.8601036071777,1371.7400932312012,1373.3201026916504,1560.8801193237305,1406.7000999450684,1480.9401016235352,1372.2601051330566,1372.300106048584,1372.9000968933105,1378.5600852966309,1494.1000862121582,1372.3600883483887,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:13)|TG(57:6)]_FA22:6,TAG,1541.980110168457,2596.020191192627,2088.9201469421387,2271.440174102783,5755.020401000977,2172.1401557922363,3981.4402656555176,2337.860153198242,1971.5801429748535,2545.8201866149902,1657.4801139831543,2428.4801597595215,2730.14017868042,1753.3601150512695,1651.8401145935059,1582.6001052856445,1681.200122833252,1786.4601287841797,1495.9401054382324,1494.3201179504395,1511.520107269287,1527.4001159667969,1558.4401054382324,1551.8201026916504,1529.2601127624512,1623.66011428833,1753.3601150512695,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:14)|TG(57:7)|TG(56:0)]_FA14:0,TAG,1031.340072631836,991.520076751709,1038.6600723266602,992.3400611877441,1003.3000717163086,1012.1200714111328,989.6600723266602,1039.1200675964355,988.7600746154785,1005.000072479248,1137.3400840759277,1023.3800621032715,1086.720069885254,1022.6000709533691,995.4800682067871,1016.8800773620605,1022.2800750732422,1115.2600708007812,1111.7800788879395,1116.8600616455078,993.3200721740723,990.0200653076172,1082.4400749206543,1009.520076751709,989.1800651550293,1030.6800651550293,1022.6000709533691,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:14)|TG(57:7)|TG(56:0)]_FA16:0,TAG,1083.7600936889648,1842.6601104736328,1795.7801132202148,1760.4601249694824,4625.720283508301,1729.3401069641113,3377.3002891540527,1792.940113067627,2268.2801361083984,1346.2000923156738,1395.5201034545898,1473.4401092529297,1915.820125579834,1006.7600708007812,1055.3200645446777,1098.700065612793,1277.2800674438477,1069.0000686645508,996.2600746154785,1165.5400848388672,1191.4000854492188,1015.2600593566895,1032.700065612793,993.7200622558594,1056.1400756835938,1096.1400909423828,1006.7600708007812,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:14)|TG(57:7)|TG(56:0)]_FA16:1,TAG,1041.460075378418,1068.6800689697266,1218.4600791931152,1138.8400802612305,1041.9400672912598,1151.9400787353516,1452.2001113891602,1452.9001007080078,1505.7801132202148,1249.2600898742676,1285.480079650879,1231.5000915527344,1593.8201141357422,1036.8800582885742,1036.2400703430176,1114.9000816345215,1035.5200691223145,1054.9200706481934,1032.5400695800781,1037.320068359375,1110.8800735473633,1119.020076751709,1128.7600860595703,1038.500087738037,1038.8200759887695,1078.0600814819336,1036.8800582885742,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:14)|TG(57:7)|TG(56:0)]_FA18:0,TAG,1000.000072479248,1259.9800910949707,1044.4800720214844,1117.0000762939453,1369.680103302002,1077.5800743103027,1390.3801002502441,1381.8800926208496,1135.720069885254,1266.1800804138184,1376.220100402832,1099.660068511963,1130.3600883483887,1093.1800689697266,1206.5600776672363,1066.1800689697266,997.460075378418,995.3400611877441,1032.3200721740723,1212.4000854492188,1040.3000679016113,995.7200775146484,995.4200706481934,1025.960075378418,1042.960075378418,1175.400089263916,1093.1800689697266,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:14)|TG(57:7)|TG(56:0)]_FA18:1,TAG,1100.1000785827637,1453.4801177978516,1890.4201049804688,1391.480094909668,1177.3200759887695,1291.1200866699219,1361.4200973510742,1559.7601165771484,1290.7000999450684,1084.3400764465332,1404.1401023864746,1805.0801239013672,1153.6400718688965,1054.500072479248,1035.920066833496,1204.300090789795,1340.360092163086,1174.60009765625,1203.7000846862793,1102.8200759887695,1115.1800804138184,1040.560073852539,1040.2200660705566,1094.660083770752,1042.8400802612305,1039.1200675964355,1054.500072479248,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:14)|TG(57:7)|TG(56:0)]_FA18:2,TAG,1135.9000854492188,2393.72017288208,2348.1801719665527,1748.7801208496094,5668.36043548584,2870.5201835632324,4942.440326690674,3893.5602836608887,1906.6801490783691,3110.1602745056152,2538.440170288086,1874.9001274108887,3961.5602684020996,1121.9800910949707,1119.7200736999512,1199.8400840759277,1168.3200721740723,1270.7000923156738,1135.8400802612305,1167.9800910949707,1204.420078277588,1143.2000770568848,1215.5000839233398,1472.8801155090332,1265.3400993347168,1254.9200859069824,1121.9800910949707,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:14)|TG(57:7)|TG(56:0)]_FA18:3,TAG,1224.6200904846191,2464.5201988220215,1476.6601066589355,2526.720169067383,3517.700241088867,2228.8001594543457,3198.9802169799805,2199.1801376342773,1644.3801002502441,1793.3601341247559,2110.880138397217,1430.860092163086,2309.320152282715,1205.3600807189941,1227.520092010498,1162.6600875854492,1163.7600860595703,1163.6600914001465,1226.9400825500488,1230.0800895690918,1241.0400886535645,1164.8000831604004,1164.3200874328613,1297.360092163086,1414.7400932312012,1167.2800903320312,1205.3600807189941,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:14)|TG(57:7)|TG(56:0)]_FA20:4,TAG,1251.5800971984863,1459.3400917053223,2032.480136871338,2279.2801818847656,3251.3202323913574,1428.8600997924805,1764.8201141357422,1947.7201499938965,1771.14013671875,1840.1201438903809,2067.140167236328,1993.9001541137695,1995.8401412963867,1244.9800872802734,1319.5800971984863,1248.1800956726074,1406.980094909668,1250.1200790405273,1246.3200950622559,1248.5200881958008,1245.4800987243652,1249.1600914001465,1252.0000953674316,1248.5800819396973,1322.220100402832,1250.240089416504,1244.9800872802734,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:14)|TG(57:7)|TG(56:0)]_FA22:5,TAG,1440.4201011657715,2184.640167236328,2776.220203399658,2821.420223236084,3167.900192260742,2824.060188293457,3176.520248413086,2669.500198364258,3174.4402503967285,3040.120189666748,1962.5801086425781,2911.5002059936523,2595.0601844787598,1372.2000923156738,1401.2001037597656,1446.6801071166992,1372.5201034545898,1594.2001342773438,1540.1600952148438,1597.6401252746582,1438.020118713379,1468.4601020812988,1450.5801124572754,1425.7400932312012,1456.7201080322266,2226.540126800537,1372.2000923156738,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:14)|TG(57:7)|TG(56:0)]_FA22:6,TAG,1618.540111541748,4351.720283508301,5350.160373687744,6871.120498657227,20422.12145614624,3591.6202392578125,14185.401165008545,7485.920574188232,5604.520397186279,6167.340557098389,3377.0802612304688,3334.040199279785,6796.42053604126,1555.9801139831543,1498.4001083374023,1511.6201095581055,1527.6801109313965,1498.4201049804688,1550.2401123046875,1494.3401069641113,1616.8601112365723,1573.8801231384277,1606.1001358032227,1556.4200897216797,1515.940113067627,1549.180103302002,1555.9801139831543,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:7)|TG(57:0)]_FA14:0,TAG,990.1000671386719,1101.720069885254,1158.520092010498,1081.0600776672363,1088.6600761413574,1137.5600776672363,1005.2600784301758,1287.8200950622559,1254.4600830078125,1130.7400741577148,1045.6800727844238,1253.7800941467285,1470.5001068115234,992.7600708007812,994.9200706481934,1012.8600616455078,1040.3600692749023,995.3200721740723,993.4800758361816,994.8600654602051,993.4200668334961,989.5400733947754,1003.880069732666,990.820068359375,989.7200736999512,992.2000694274902,992.7600708007812,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:7)|TG(57:0)]_FA16:0,TAG,995.7800674438477,9343.920635223389,11033.220840454102,8911.500637054443,4103.08024597168,4773.46044921875,7555.460544586182,10598.320816040039,12933.700698852539,9809.960506439209,8074.300651550293,6337.400405883789,19243.341316223145,994.0400581359863,1009.2200813293457,1070.9000816345215,1125.5200881958008,1177.6000900268555,1079.8400764465332,1088.1600761413574,995.2600631713867,994.0600662231445,1057.7600708007812,1017.3000640869141,1064.9400787353516,1035.3400802612305,994.0400581359863,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:7)|TG(57:0)]_FA16:1,TAG,1063.0600700378418,1215.4600868225098,1230.3200912475586,1452.3401069641113,1341.1000900268555,1248.9800834655762,1201.2800903320312,1145.5400848388672,1835.9601211547852,1280.3800811767578,1927.2801475524902,1301.8000946044922,1889.8401184082031,1037.0400733947754,1036.8800811767578,1034.8600730895996,1065.200065612793,1075.740077972412,1032.9200744628906,1075.9000854492188,1098.1600723266602,1084.400074005127,1037.0400733947754,1038.780086517334,1039.3200721740723,1039.5400733947754,1037.0400733947754,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:7)|TG(57:0)]_FA18:0,TAG,1025.2200775146484,2231.06014251709,4948.560359954834,3890.6202697753906,4145.240306854248,1288.8400993347168,4235.580261230469,7335.540607452393,5057.4403648376465,6267.580471038818,4196.240283966064,1873.7601356506348,2570.5401763916016,998.8000640869141,1122.3000679016113,1098.9000701904297,1397.160099029541,1023.080078125,1001.9800643920898,1169.5400848388672,996.0800743103027,1036.1200675964355,1007.7400665283203,1167.500087738037,1002.820068359375,1103.2200775146484,998.8000640869141,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:7)|TG(57:0)]_FA18:1,TAG,1049.9200706481934,14947.261009216309,12505.02087020874,15688.640956878662,5044.040393829346,6044.380432128906,7031.3005027771,11003.640575408936,9907.88074874878,12110.320743560791,8316.120750427246,6952.840488433838,15577.080951690674,1088.62007522583,1035.2200736999512,1108.8600807189941,1128.54008102417,1038.5200729370117,1039.4800834655762,1085.0200805664062,1060.3000755310059,1040.0400733947754,1040.1400871276855,1045.740077972412,1068.8200874328613,1039.0200805664062,1088.62007522583,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:7)|TG(57:0)]_FA18:2,TAG,1120.5400848388672,40397.52229690552,14136.580909729004,22662.841705322266,19938.241344451904,21572.001781463623,27940.50185775757,67161.00578308105,12185.700736999512,49877.76360321045,34660.76198196411,16367.20110321045,48229.10369873047,1120.3800811767578,1120.140079498291,1185.2400856018066,1124.6400871276855,1203.5200843811035,1148.3200798034668,1124.0400772094727,1179.2200927734375,1177.3000869750977,1119.9800758361816,1193.0600776672363,1163.2000770568848,1186.0400886535645,1120.3800811767578,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:7)|TG(57:0)]_FA18:3,TAG,1166.6600761413574,6970.760540008545,2948.160213470459,5521.960418701172,2719.720188140869,4201.9202880859375,5012.060401916504,9286.900653839111,2299.220157623291,5855.520317077637,5335.860420227051,2335.540142059326,7263.9206199646,1166.6200866699219,1219.0000839233398,1195.0400886535645,1181.7400741577148,1162.6400985717773,1268.5800971984863,1190.6800651550293,1163.3000755310059,1211.2800941467285,1182.840087890625,1246.900089263916,1207.8000793457031,1164.0800895690918,1166.6200866699219,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:7)|TG(57:0)]_FA20:4,TAG,1252.1200828552246,7934.940521240234,12236.22085571289,13602.74087524414,5202.560413360596,7303.680519104004,11457.160675048828,10537.620685577393,14012.60111618042,12110.360816955566,11095.820880889893,7339.3006019592285,14363.221160888672,1289.9401016235352,1462.5801124572754,1248.3800926208496,1769.1001319885254,1438.6201095581055,1278.9000854492188,1400.200107574463,1504.9400939941406,1540.0601043701172,1386.9400939941406,1280.5200843811035,1390.0001068115234,1435.1201057434082,1289.9401016235352,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:7)|TG(57:0)]_FA22:5,TAG,1376.240104675293,9548.240634918213,13419.801013946533,13920.000991821289,15935.08098602295,7524.760520935059,17656.121196746826,18159.78127670288,10430.820663452148,18370.201148986816,8977.920722961426,7237.040542602539,18289.32103729248,1423.6801147460938,1491.3000984191895,1499.0801086425781,1449.2800827026367,1585.5601272583008,1366.000087738037,1369.2200927734375,1408.8600997924805,1538.400104522705,1424.8400993347168,1623.3401184082031,1404.1400871276855,1512.5000915527344,1423.6801147460938,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:7)|TG(57:0)]_FA22:6,TAG,1495.9601135253906,7171.500484466553,12579.360763549805,16543.781101226807,21406.501556396484,7244.100494384766,16401.92112350464,16460.481300354004,5228.320404052734,18191.861572265625,5802.440414428711,7120.440452575684,11908.680839538574,1555.4001083374023,1551.0001068115234,1561.200107574463,1551.4001007080078,1516.4601097106934,1528.940113067627,1495.0801124572754,1495.2401123046875,1657.820110321045,1496.9601135253906,1540.180103302002,1540.5801010131836,1544.8801078796387,1555.4001083374023,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:8)|TG(57:1)]_FA14:0,TAG,1017.6800537109375,1044.800064086914,1314.960090637207,1323.5801010131836,1018.2800674438477,1218.5200843811035,1016.6400604248047,1361.6000938415527,1429.4201049804688,1163.7600784301758,1377.5800704956055,1110.8200874328613,1312.9400939941406,1034.6800689697266,1016.8000679016113,996.0000648498535,1060.0200691223145,995.1800689697266,992.9800758361816,994.7200698852539,1144.8800811767578,989.0800743103027,992.6200714111328,990.6600646972656,990.0200729370117,992.260066986084,1034.6800689697266,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:8)|TG(57:1)]_FA16:0,TAG,1017.4800720214844,11454.100860595703,11955.400730133057,9352.240730285645,4011.720260620117,4901.620330810547,7189.600509643555,12410.74114227295,19835.541648864746,11223.8607711792,11511.60082244873,6187.200481414795,24412.442070007324,1051.5000762939453,1090.6800727844238,1161.1600799560547,1025.6600646972656,1183.720085144043,1044.980079650879,1073.9600791931152,1184.220085144043,1078.3600730895996,1083.3200759887695,993.3400650024414,995.0400695800781,1059.840072631836,1051.5000762939453,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:8)|TG(57:1)]_FA16:1,TAG,1042.140079498291,1368.6200942993164,1170.0600814819336,1402.7801055908203,1202.320083618164,1480.5600929260254,1963.4601287841797,1863.8801345825195,1623.0001335144043,1521.6401138305664,1738.9001388549805,1240.6200828552246,1711.5401153564453,1116.960075378418,1036.6200714111328,1034.8400688171387,1114.3600845336914,1094.380069732666,1109.9600830078125,1037.1600646972656,1105.660083770752,1203.7600898742676,1062.7000770568848,1039.3000717163086,1212.4800834655762,1075.8000831604004,1116.960075378418,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:8)|TG(57:1)]_FA18:0,TAG,1057.200080871582,1963.8401260375977,4537.620361328125,4000.960292816162,4762.040294647217,1447.0801048278809,2648.540184020996,5011.100456237793,4459.180305480957,5770.460453033447,3251.7602767944336,1465.5001068115234,2532.7401733398438,1057.8600769042969,1172.440086364746,1107.5000801086426,1337.3400840759277,1096.6600646972656,995.3600654602051,1161.6600875854492,1328.8001022338867,996.4000778198242,1049.8600692749023,1185.0000915527344,1182.720085144043,1082.2800788879395,1057.8600769042969,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:8)|TG(57:1)]_FA18:1,TAG,1285.5000801086426,10127.660594940186,9733.800643920898,5956.980434417725,5885.400451660156,6879.240375518799,9681.360626220703,6133.360485076904,13930.880954742432,12234.120914459229,9173.260833740234,3395.820285797119,11875.041027069092,1138.420078277588,1036.0200653076172,1080.8000755310059,1116.9200820922852,1094.7200736999512,1137.5400848388672,1060.7800750732422,1076.720069885254,1040.4400901794434,1190.200080871582,1057.6800727844238,1076.9800643920898,1094.8600730895996,1138.420078277588,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:8)|TG(57:1)]_FA18:2,TAG,1160.3000793457031,29396.14181137085,9894.32082748413,17399.381267547607,20905.801319122314,15896.141231536865,23591.041496276855,44055.24347305298,9507.2805519104,44778.0033493042,21604.381687164307,12601.180740356445,33147.38282775879,1119.960075378418,1146.0200843811035,1148.100082397461,1214.8400840759277,1122.8600769042969,1122.5000762939453,1140.3600807189941,1161.3600883483887,1122.640079498291,1320.5600967407227,1248.240077972412,1124.8200798034668,1123.4600715637207,1119.960075378418,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:8)|TG(57:1)]_FA18:3,TAG,1178.2400817871094,7843.0006675720215,4045.1802406311035,8343.020553588867,4101.000270843506,5145.560417175293,8439.640525817871,12041.600852966309,2380.2001419067383,9404.080680847168,6190.02046585083,1915.3201217651367,10917.94089126587,1166.7200736999512,1177.780071258545,1225.7400932312012,1273.4800987243652,1192.0200805664062,1204.880084991455,1180.1200904846191,1186.2800788879395,1164.7200889587402,1164.4800834655762,1164.6200828552246,1189.0600891113281,1164.0600929260254,1166.7200736999512,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:8)|TG(57:1)]_FA20:4,TAG,1252.1000900268555,10970.560684204102,12506.980838775635,16099.20110321045,7053.440517425537,9659.320785522461,9967.480674743652,16004.641136169434,13426.360805511475,18156.940994262695,9903.460720062256,8927.340724945068,18903.94139480591,1244.2000885009766,1276.8801002502441,1269.340087890625,1271.3600959777832,1278.1600799560547,1246.4600830078125,1247.1600723266602,1245.9000930786133,1248.780086517334,1252.4400825500488,1262.0801010131836,1265.020076751709,1264.2200927734375,1244.2000885009766,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:8)|TG(57:1)]_FA22:5,TAG,1416.780101776123,15250.761173248291,16727.241096496582,16807.56135559082,21145.58148956299,11203.320777893066,20574.601528167725,28710.10214996338,12966.521076202393,27180.88171005249,12024.960838317871,7562.320400238037,24072.841953277588,1433.3801040649414,1521.9200973510742,1373.3801040649414,1419.0800971984863,1460.0601119995117,1420.660099029541,1415.6401062011719,1419.0200958251953,1372.980094909668,1423.8601036071777,1406.0601043701172,1451.9800872802734,1434.1400985717773,1433.3801040649414,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:8)|TG(57:1)]_FA22:6,TAG,1591.1201171875,24563.441524505615,46704.983783721924,56947.82425689697,91784.0075378418,20567.02151107788,63402.88472366333,58403.46431732178,18112.501262664795,77157.50569152832,15477.821063995361,20316.881427764893,37989.50310897827,1571.7201194763184,1532.4401016235352,1551.4801139831543,1576.5801086425781,1631.7401084899902,1603.3201217651367,1586.200122833252,1495.1801147460938,1500.9801025390625,1564.4401092529297,1535.7400932312012,1665.560115814209,1499.0601119995117,1571.7201194763184,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:9)|TG(57:2)]_FA14:0,TAG,989.2400703430176,1004.8600769042969,1130.5200805664062,1014.4800682067871,1053.3600769042969,1046.2400703430176,1009.760082244873,1075.0600776672363,1287.2201042175293,1033.7400741577148,1303.360092163086,1160.920078277588,1321.3800926208496,1042.480068206787,1005.7000541687012,996.380069732666,997.7400665283203,995.7000694274902,992.7200698852539,994.9400672912598,993.700065612793,1031.8000717163086,991.9800720214844,990.5600738525391,989.2400741577148,992.4600715637207,1042.480068206787,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:9)|TG(57:2)]_FA16:0,TAG,995.7000541687012,14106.06100845337,14153.440952301025,7115.6004638671875,2906.3402404785156,5664.300479888916,8067.180625915527,12564.160961151123,28444.38201904297,9317.780700683594,12887.020988464355,5853.800449371338,30282.48253250122,1033.9000625610352,992.2800674438477,1073.1600761413574,993.960075378418,1047.8200759887695,1091.7200775146484,1145.680088043213,995.2000770568848,1059.420066833496,1045.3000679016113,1062.6800804138184,1065.2600708007812,995.0000686645508,1033.9000625610352,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:9)|TG(57:2)]_FA16:1,TAG,1042.9200630187988,1467.720100402832,1919.9001426696777,1537.9000968933105,1170.7000846862793,1262.3800811767578,1796.0601272583008,1300.2400856018066,1937.0401306152344,1695.6801071166992,2166.0001335144043,1184.740077972412,3228.5202255249023,1036.8800735473633,1036.3600692749023,1067.3800811767578,1092.1800804138184,1297.9800910949707,1251.9800834655762,1118.8200798034668,1167.000072479248,1076.1800689697266,1085.0600814819336,1109.6000900268555,1078.3600807189941,1267.800090789795,1036.8800735473633,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:9)|TG(57:2)]_FA18:0,TAG,999.3000717163086,1706.8801307678223,2465.680206298828,1942.6801490783691,1312.60009765625,1029.5800743103027,1461.5600967407227,1943.2001304626465,2658.740165710449,2112.0201301574707,1862.9201469421387,1103.280071258545,1582.06010055542,998.6400680541992,1111.4200897216797,1119.180076599121,1317.280101776123,1115.880069732666,994.7800712585449,1204.8000831604004,1095.2200813293457,996.9600677490234,1021.9600677490234,1132.5600814819336,999.7400779724121,1060.1800804138184,998.6400680541992,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:9)|TG(57:2)]_FA18:1,TAG,1243.140079498291,7619.920593261719,6082.48051071167,5842.440425872803,7896.220558166504,3500.2202186584473,5281.580402374268,7267.3005027771,20145.321506500244,11172.360660552979,6618.68053817749,6037.540420532227,8598.880561828613,1076.520076751709,1151.820083618164,1036.7000770568848,1089.3600807189941,1224.440097808838,1093.0600776672363,1131.980079650879,1138.7800750732422,1237.6600875854492,1056.0000762939453,1064.0400695800781,1183.7200889587402,1100.6600799560547,1076.520076751709,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:9)|TG(57:2)]_FA18:2,TAG,1217.4600830078125,18683.541370391846,8717.920650482178,12590.98080444336,25414.121726989746,11039.660850524902,20873.141529083252,27764.421897888184,9581.880630493164,34950.50241851807,13571.960823059082,8966.16068649292,29197.002155303955,1195.3400840759277,1182.5000801086426,1206.520076751709,1124.9200744628906,1215.720085144043,1122.2400741577148,1198.400074005127,1196.3200874328613,1122.7000770568848,1128.380084991455,1309.4600830078125,1205.2000885009766,1123.2600898742676,1195.3400840759277,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:9)|TG(57:2)]_FA18:3,TAG,1209.300090789795,5402.940380096436,3659.5802612304688,5895.420375823975,3124.9002418518066,3855.760269165039,4886.020332336426,8540.440704345703,1689.6401176452637,7583.420547485352,3237.9202613830566,1485.7401161193848,6032.560417175293,1167.1600761413574,1192.9800872802734,1162.7000923156738,1163.5000801086426,1184.2800941467285,1162.7800903320312,1159.7000770568848,1245.9400939941406,1163.9400901794434,1187.54008102417,1215.3800926208496,1166.5400772094727,1164.480079650879,1167.1600761413574,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:9)|TG(57:2)]_FA20:4,TAG,1252.2400932312012,3747.400260925293,6181.980411529541,5715.000457763672,4645.980339050293,4051.82027053833,7478.560501098633,4493.540302276611,3727.220230102539,8139.820537567139,3882.0802421569824,3556.9802322387695,5019.260272979736,1244.4200897216797,1255.8600883483887,1316.940086364746,1248.8400840759277,1355.1200981140137,1382.8400993347168,1354.8000946044922,1249.0800819396973,1271.5400848388672,1330.64009475708,1279.4201011657715,1248.5801010131836,1336.620101928711,1244.4200897216797,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:9)|TG(57:2)]_FA22:5,TAG,1376.3000984191895,8112.860546112061,12068.22082901001,11515.78088760376,14690.54093170166,5278.9203453063965,9569.900665283203,16984.901126861572,9500.560722351074,20641.341484069824,6639.200420379639,4556.780254364014,12612.660865783691,1372.3801040649414,1420.6800918579102,1374.0200958251953,1371.8400993347168,1387.1801071166992,1461.1600952148438,1369.620101928711,1373.9200859069824,1506.3801078796387,1403.4800987243652,1437.000114440918,1378.500099182129,1391.3801002502441,1372.3801040649414,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(58:9)|TG(57:2)]_FA22:6,TAG,1536.360107421875,30395.24262237549,65197.00450897217,80593.28664398193,166393.9127998352,28349.602378845215,85005.6464767456,83329.9654083252,21907.70153427124,119160.1480255127,22208.48145675659,21531.841514587402,49221.50386047363,1725.6601257324219,1499.0001029968262,1491.9801063537598,1501.5201034545898,1797.0201225280762,1530.6601181030273,1531.3200988769531,1650.8801231384277,1501.540111541748,1674.8401260375977,1778.4401092529297,1582.6201133728027,1602.5001258850098,1725.6601257324219,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(59:10)|TG(58:3)]_FA14:0,TAG,989.900074005127,990.9200706481934,989.3600730895996,1006.4600677490234,991.5200614929199,990.3000602722168,989.1000785827637,987.9400634765625,988.3000717163086,989.5200691223145,990.4600715637207,989.6200637817383,991.1200675964355,992.0400619506836,995.3000717163086,1032.2400703430176,997.9800643920898,995.4400634765625,993.6000595092773,994.9600677490234,1016.9200744628906,989.700065612793,992.6000671386719,991.3400764465332,989.5400695800781,991.9800758361816,992.0400619506836,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(59:10)|TG(58:3)]_FA16:0,TAG,996.0200805664062,1473.3800926208496,1503.2000885009766,1362.56010055542,1242.6000900268555,1114.6000785827637,2699.580192565918,1508.4600944519043,2131.760150909424,1296.3400802612305,2297.200149536133,1136.6000785827637,2308.380184173584,993.0400733947754,1012.6600646972656,1005.1600646972656,1047.3400764465332,995.9600715637207,996.3000679016113,1006.2000694274902,995.7200660705566,993.2000694274902,1005.7200622558594,994.2200736999512,994.760066986084,1052.0800743103027,993.0400733947754,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
[TG(59:10)|TG(58:3)]_FA16:1,TAG,1056.0600662231445,1190.4800758361816,1039.2600708007812,1084.3800811767578,1041.4000701904297,1058.8800773620605,1112.8000755310059,1200.7600784301758,1141.5600852966309,1037.020076751709,1138.9000816345215,1105.7000846862793,1233.1200828552246,1036.7000732421875,1036.7800636291504,1035.4800758361816,1043.9200706481934,1031.7400588989258,1102.8200721740723,1141.3600807189941,1033.9800720214844,1068.420078277588,1036.7000770568848,1062.3200721740723,1101.9400939941406,1060.720069885254,1036.7000732421875,Type: Liver,Type: Brain,Type: Liver vs Type: Brain,13,13,BlankBrain_NA
