Lipid,Class,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F3_Female_WT_hippocampus,DOD94_F4_Female_5xFAD_hippocampus,FAD184_F3_Female_WT_hippocampus,FAD184_F4_Female_WT_hippocampus,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_hippocampus,FAD185_M4_Male_WT_hippocampus,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_hippocampus,FAD189_M3_Male_WT_hippocampus,DOD93_F4_Female_5xFAD_diencephalon,DOD94_F3_Female_WT_diencephalon,DOD94_F4_Female_5xFAD_diencephalon,FAD184_F3_Female_WT_diencephalon,FAD184_F4_Female_WT_diencephalon,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_diencephalon,FAD185_M4_Male_WT_diencephalon,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_diencephalon,FAD189_M3_Male_WT_diencephalon,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
[TG(60:12)|TG(59:5)]_FA22:6,TAG,417017.1676025391,186459.87252807617,237433.05541992188,319281.9997558594,182706.9323425293,1447191.790588379,740073.8527832031,219734.19430541992,848090.4425354004,819580.2326660156,229935.17651367188,524849.7535400391,392722.085357666,523072.8819580078,292151.7185974121,521580.4147949219,3521182.3016967773,2402561.0524902344,358754.18341064453,1823652.206298828,1365850.968383789,384114.8269958496,84368.56564331055,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:13)|TG(59:6)]_FA14:0,TAG,32585.262237548828,25279.461700439453,24803.781936645508,30944.80210876465,28492.502075195312,40088.30288696289,42019.3828125,26013.66186523437,38680.12326049805,41971.38272094727,28922.64190673828,25023.06188964844,24107.02163696289,27241.961853027344,26012.001892089844,31363.74227905273,42626.6633605957,38018.32266235352,28106.76173400879,45076.32327270508,57833.22445678711,40531.402893066406,18183.681213378903,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:13)|TG(59:6)]_FA16:0,TAG,52685.38409423828,39736.46270751953,40906.90270996094,51952.26373291016,38609.88296508789,74102.50514221191,74233.44522094727,45624.12341308594,72613.44509887695,80788.14630126953,38510.882904052734,34870.60217285156,42307.20297241211,43351.54321289063,38667.52261352539,52813.14370727539,82782.66564941406,71216.70541381836,40800.04312133789,59771.40463256836,112327.28674316406,63560.18444824219,28810.942001342773,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:13)|TG(59:6)]_FA16:1,TAG,79526.84521484375,57204.064208984375,63670.52459716797,84291.60565185547,61821.94372558594,160994.9111328125,149156.1700439453,65379.72497558594,136437.2103881836,131554.32833862305,69116.1051940918,66886.72439575195,70329.64549255371,78290.98468017578,76170.02493286133,91126.1457824707,302511.7047729492,211449.5717163086,72462.10498046875,155402.3099975586,221700.8381347656,94331.78713989258,40244.90254211426,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:13)|TG(59:6)]_FA18:0,TAG,158419.2530517578,62404.54443359375,78603.38543701172,104059.44738769533,90019.90701293945,232101.09106445312,249315.59747314453,86348.34582519531,278602.86114501953,231382.17401123047,115233.8080444336,82153.38598632812,74787.70520019531,89842.72595214844,75944.26495361328,115013.12762451172,307672.44244384766,195837.4702758789,86863.5669555664,239904.01483154297,269879.1373291016,137654.94982910156,42098.24267578125,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:13)|TG(59:6)]_FA18:1,TAG,46928.26321411133,37710.682678222656,40554.68298339844,46502.243255615234,38006.98278808594,61024.04473876953,59197.10430908203,43889.903228759766,57677.80459594727,62682.48443603516,40163.40274047852,35888.48239135742,42802.44323730469,42814.10321044922,40794.20266723633,47553.28350830078,76267.02569580078,68871.02435302734,43421.88330078125,66746.38464355469,90092.04666137695,57181.90393066406,28790.36233520508,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:13)|TG(59:6)]_FA18:2,TAG,50829.62399291992,40827.08316040039,41958.54315185547,49224.32373046875,40140.8430480957,67963.18490600586,62650.18424987793,47253.82376098633,73895.50546264648,72248.58575439453,43683.302978515625,37233.802734375,50436.383728027344,46260.96322631836,39554.54266357422,46180.22329711914,90912.16595458984,77614.90530395508,45480.783203125,80550.66662597656,82978.38610839844,62707.36486816406,35740.282470703125,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:13)|TG(59:6)]_FA18:3,TAG,77933.08557128906,53001.60357666016,64787.30432128906,71230.4853515625,60016.24417114258,138792.63024902344,117991.6877746582,66967.7847290039,161381.53045654297,121507.76998901369,58960.74444580078,70597.88470458984,71648.42520141602,78079.84478759766,62517.66488647461,80488.34564208984,250288.39434814453,182601.5545349121,71719.74481201172,163374.07202148438,154664.61108398438,80799.62579345703,35646.26257324219,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:13)|TG(59:6)]_FA20:4,TAG,80351.90563964844,62664.304779052734,68882.92486572266,78648.9457397461,70280.80480957031,116669.84802246094,122450.9682006836,69810.36492919922,119124.08819580078,123097.12890625,65244.16424560547,66603.0248413086,77869.16540527344,81573.46630859375,65673.86511230469,78797.28497314453,145238.89038085938,181946.0108642578,76208.76556396484,171709.89111328125,174405.8324584961,86329.9457397461,44397.54302978516,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:13)|TG(59:6)]_FA22:5,TAG,158934.4503173828,132925.56964111328,136820.65032958984,195760.333984375,120520.22875976562,271568.6645812988,279331.78161621094,106415.08798217772,273533.9012451172,318814.06213378906,228201.6959228516,211671.91387939453,539601.8350219727,202986.8544921875,164164.85314941406,145952.00915527344,422718.06829833984,559139.4631347656,173626.17169189453,338120.3256835937,1255694.3657836914,238022.8359375,53200.70385742188,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:13)|TG(59:6)]_FA22:6,TAG,2134506.2614746094,352898.9637451172,523672.66119384766,1488364.9786376953,497115.1334228516,10119959.764160156,4239623.92590332,532863.2984619141,1584279.1650390625,3783968.781738281,659605.2498168945,601924.2811279297,367256.94229125977,418375.4836425781,528379.6159057617,2052569.0864868164,2793478.740478516,3680042.012451172,777620.3189086914,6246430.135009766,3056743.227783203,1311167.0643310547,48173.06344604492,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:14)|TG(59:7)|TG(58:0)]_FA14:0,TAG,30589.182159423828,26772.42205810547,25708.101776123047,31130.302032470703,28838.68196105957,41192.66317749024,41482.6828918457,27868.54214477539,44836.2629699707,44486.06311035156,28790.841827392574,30556.222198486328,24145.481689453125,28170.141998291016,27545.64193725586,33700.782318115234,52771.94396972656,38372.40274047852,29662.80224609375,53077.82354736328,52346.12371826172,39503.743072509766,19133.141387939453,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:14)|TG(59:7)|TG(58:0)]_FA16:0,TAG,63198.02471923828,46734.98300170898,50664.883850097656,65469.864807128906,49484.04376220703,94833.1456298828,103323.92636108398,54662.12396240234,90925.88623046876,125902.66912841795,51617.3837890625,48106.00341796875,56742.76409912109,58489.32385253906,45993.1833190918,81630.40649414062,137167.27178955078,118163.48864746094,51214.70361328125,76778.62561035156,146722.83044433594,115671.3081665039,32342.202423095703,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:14)|TG(59:7)|TG(58:0)]_FA16:1,TAG,343125.00524902344,228393.31280517575,256423.9390869141,364246.583984375,262428.79669189453,734776.1111450195,719123.9743041992,251227.4771728516,558644.1041870117,570658.7619018555,254174.67456054688,164911.31085205078,236080.81454467773,271282.8179321289,257118.69940185547,351008.1038208008,683016.8978881836,569983.7534790039,271351.7190551758,419105.1889038086,505360.2335510254,354065.68048095703,190628.731628418,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:14)|TG(59:7)|TG(58:0)]_FA18:0,TAG,1055246.0112304688,254994.2578735352,407554.40100097656,588629.3011474609,510610.2551269531,1623938.194946289,1729771.7661132812,463215.6752929688,1880219.98046875,1615631.4927978516,678346.5202636719,331326.4064941406,321960.3868408203,421661.123046875,343993.2609863281,597840.916015625,1781591.2728271484,1216027.6297607422,443586.2770385742,1610700.868347168,1814981.6105957031,793446.6516113281,163004.0919189453,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:14)|TG(59:7)|TG(58:0)]_FA18:1,TAG,134015.7485961914,60813.64465332031,86467.24594116211,95725.4481201172,92408.58666992188,198810.91561889648,204511.6572265625,96475.4464111328,229242.05450439453,194773.3532714844,115456.44793701172,73027.66467285156,73825.68438720703,86278.96612548828,76773.46585083008,103791.44830322266,254670.84185791016,165524.91143798828,91071.0064086914,218508.3128662109,250380.0170288086,133418.009765625,38458.842834472656,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:14)|TG(59:7)|TG(58:0)]_FA18:2,TAG,49725.88320922852,41036.64306640625,41574.742614746094,46907.48303222656,39766.48291015625,66457.50463867188,62341.52438354492,47756.12356567383,65916.06460571289,67307.4641418457,44894.80310058594,38471.523040771484,47110.36389160156,46954.482971191406,38586.482421875,53995.96417236328,86145.66690063477,73711.78500366211,44866.7629699707,70588.94458007812,94611.38626098631,57452.30392456055,28425.44207763672,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:14)|TG(59:7)|TG(58:0)]_FA18:3,TAG,55700.20397949219,47083.02328491211,48247.54342651367,53211.383392333984,51331.12390136719,73295.66528320312,73877.78567504883,49362.94396972656,79370.68566894531,77665.44622802734,46664.183685302734,44046.42272949219,51330.743728637695,49548.20397949219,47967.12338256836,54751.54428100586,96720.32678222656,84252.24542236328,51367.663665771484,78063.3256225586,90993.8861694336,64936.46472167969,41096.08248901367,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:14)|TG(59:7)|TG(58:0)]_FA20:4,TAG,94347.0863647461,63537.90490722656,77218.96490478516,94802.10705566406,75290.82507324219,145025.18969726562,143642.86920166016,75237.92590332031,131968.22998046875,178091.25079345703,79698.12591552734,94991.68615722656,72973.58444213867,82012.80548095703,70129.60461425781,80427.96661376953,167107.55303955078,185058.93200683597,79300.68493652344,196530.3732910156,166153.2329711914,98800.86749267578,47400.38345336914,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:14)|TG(59:7)|TG(58:0)]_FA22:5,TAG,165422.3719482422,120236.1687927246,155991.09216308594,226187.71716308597,168923.53295898438,233761.3155822754,257477.0603027344,159332.19067382812,302848.4216308594,327555.1838378906,223212.5552978516,216288.83502197263,131451.8101196289,196782.4736328125,170301.63159179688,192234.75354003903,244746.1156616211,309222.681640625,193585.2547607422,342010.4826660156,370037.2061767578,270074.9001464844,57132.844329833984,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:14)|TG(59:7)|TG(58:0)]_FA22:6,TAG,207216.89428710935,168742.6921081543,168210.3735961914,240068.7579345703,177083.87298583984,393832.5749511719,367846.2463989258,145509.31048583984,385392.385131836,365753.9431152344,251956.77655029297,237331.31768798828,588128.6578369141,228726.09677124023,190844.25415039065,180488.9927368164,513223.133972168,618028.5391845703,218552.51708984372,430149.59240722656,1377008.9971923828,289595.1397705078,69407.06466674805,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:15)|TG(59:8)|TG(58:1)]_FA14:0,TAG,34945.72232055664,34608.76248168945,33655.7424621582,34882.22253417969,35844.342712402344,36574.58279418945,37033.38275146485,36645.462799072266,41444.582946777344,44706.36291503906,35166.682540893555,32467.52236938477,35925.02243041992,36300.20281982422,37066.72291564941,36515.16271972656,48609.262756347656,37633.60270690918,41294.42288208008,46084.08319091797,41848.442932128906,44567.263122558594,18970.721435546875,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:15)|TG(59:8)|TG(58:1)]_FA16:0,TAG,52457.7243347168,39992.22250366211,38339.44287109375,53388.68383789063,36266.20227050781,77571.8051147461,77675.4458618164,43136.04342651367,68471.34497070312,90781.0479736328,40838.70333862305,36674.92260742188,50187.80340576172,50350.20361328125,36701.16268920898,62732.26480102539,100647.18789672852,98390.58657836914,43034.883239746094,64192.02416992188,102031.78689575195,90531.86657714844,23419.701736450195,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:15)|TG(59:8)|TG(58:1)]_FA16:1,TAG,70737.02563476562,55328.56423950195,57679.22412109375,85492.64617919922,60163.164489746094,120070.6489868164,130776.21020507812,67819.64526367188,94717.2074584961,152971.53198242188,63564.02429199219,50394.203552246094,63185.72412109375,70387.54479980469,55626.624084472656,95651.72674560548,159943.23150634766,160542.17095947266,62771.16418457031,94396.36651611328,168521.09155273438,129541.12982177734,32652.222259521484,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:15)|TG(59:8)|TG(58:1)]_FA18:0,TAG,94868.46655273438,66913.62475585938,79397.08587646484,94559.78533935548,70266.9253540039,139087.69061279297,168435.05157470703,86186.68634033203,150287.7520751953,204806.9532470703,77315.64624023438,66942.80474853516,90831.52673339844,105457.2471923828,66214.9839477539,112825.36791992188,228126.69409179688,252880.69989013672,68633.82482910156,162015.43255615234,208672.2537841797,218577.61328125,38047.5426940918,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:15)|TG(59:8)|TG(58:1)]_FA18:1,TAG,1086816.2921142578,307259.9867553711,550595.2328491211,625622.9611816406,666698.1708984375,1528095.2150268557,1673431.7823486328,637055.3944091797,1880427.1838378904,1601187.9430541992,870523.4084472656,323692.42321777344,392867.1673583984,535969.6030273438,434885.2336425781,675478.7776489258,1718537.6517944336,1172461.475830078,534544.7182617188,1761813.3308105469,1929465.1057128904,875271.0050048828,158556.47033691406,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:15)|TG(59:8)|TG(58:1)]_FA18:2,TAG,156286.51043701172,77480.44522094727,110121.82733154295,114711.36810302734,126246.03063964844,234551.6716003418,232471.5509033203,131178.55072021484,309077.1399536133,261456.2201538086,157802.2319946289,80408.10528564453,92627.76635742188,123107.4676513672,91206.62646484376,127280.66821289062,323152.36279296875,200219.55151367188,108778.22839355467,286607.3428039551,301823.9614868164,161687.7705078125,42400.122802734375,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:15)|TG(59:8)|TG(58:1)]_FA18:3,TAG,53674.5637512207,45672.883361816406,51094.02380371094,58761.10446166992,52840.86389160156,78256.18591308594,76092.9651184082,50774.70364379883,82586.52648925781,83307.90600585938,54644.763671875,47015.623291015625,54230.24395751953,53934.624084472656,49057.74365234375,62319.18432617188,91240.42657470705,79990.90606689453,51451.84362792969,77098.34622192383,112996.90795898438,68114.02456665039,31166.302368164062,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:15)|TG(59:8)|TG(58:1)]_FA20:4,TAG,80206.6460571289,62189.82470703125,67220.30444335938,81704.88610839844,66029.8645324707,126684.4893798828,117123.60885620116,63085.08480834961,117662.10766601562,126104.74935913086,61973.38458251953,61457.42465209961,72092.3655090332,75588.52493286133,66781.62469482422,77230.94549560547,143854.28900146484,152115.55255126953,71941.36514282227,136837.5307006836,131802.62908935547,82787.28614807129,44161.42297363281,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:15)|TG(59:8)|TG(58:1)]_FA22:5,TAG,128953.34927368164,108050.90725708008,118282.88879394533,158159.47003173828,104872.84741210938,181496.07299804688,205738.8348388672,100889.64697265624,227685.8363037109,200831.93328857425,167770.99127197266,148037.07006835938,82045.42639160156,129365.36932373048,107491.32705688477,110936.7886352539,181810.032409668,214884.69635009769,134001.78958129883,315502.1422729492,204684.6742553711,150721.0317993164,42678.04293823242,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:15)|TG(59:8)|TG(58:1)]_FA22:6,TAG,161068.87127685547,130162.4696044922,141531.83056640625,225770.7362060547,168675.5723876953,304032.2582397461,306968.7216796875,147857.79028320312,343316.0834960937,311895.8828125,212220.0743408203,229484.4555053711,130237.6693725586,189568.0954589844,161505.77087402344,168980.13235473633,277475.5224609375,342908.5444946289,195704.31463623047,408349.4073486328,432736.1923828125,280988.7229003906,51021.52337646485,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:8)|TG(59:1)]_FA14:0,TAG,50697.60372924805,32474.16226196289,41455.26274108887,36607.6828918457,26864.22201538086,42655.9030456543,44584.08322143555,28231.22204589844,46336.20309448242,44995.60285949707,36750.26223754883,50892.0442199707,25780.862030029297,33200.10234069824,35489.38259887695,30524.722229003903,42176.38342285156,36754.80288696289,50477.52346801758,74097.3854675293,42804.1830444336,45790.92300415039,19406.921310424805,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:8)|TG(59:1)]_FA16:0,TAG,47080.62322998047,41643.5627746582,36938.82275390625,44922.12265014648,40046.24298095703,61199.76440429688,67015.06423950195,46407.28332519531,58679.484130859375,71902.10568237305,41777.42337036133,37560.86248779297,48143.76333618164,48821.18353271485,40096.98257446289,52740.66357421875,78058.84606933594,78414.58645629883,45382.86328125,57813.224060058594,85687.54571533203,69860.96472167969,26118.222106933597,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:8)|TG(59:1)]_FA16:1,TAG,51283.66369628906,40004.422760009766,42878.523193359375,55490.40350341797,41435.24285888672,73567.5657043457,77280.00506591797,46469.22360229492,63630.684143066406,83010.66595458984,46529.403259277344,39450.86282348633,40692.2025756836,48537.16372680664,39758.22253417969,57875.64370727539,96875.9663696289,88959.72576904297,45093.403259277344,66956.5044555664,106716.5278930664,81418.3854675293,26619.24188232422,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:8)|TG(59:1)]_FA18:0,TAG,83531.60607910156,56865.864318847656,63889.70440673828,79291.18569946289,61049.50402832031,121177.30810546876,122970.40814208984,69315.6650390625,119811.4282836914,147009.11016845703,68999.08477783203,61078.14416503906,75826.74609375,84671.80578613281,62268.8041381836,101105.38751220705,220528.05603027344,197565.493347168,72111.88488769531,135016.68878173828,170197.7720336914,122977.70874023438,36806.70263671875,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:8)|TG(59:1)]_FA18:1,TAG,108107.24780273438,74898.94506835938,78531.24615478516,109326.2882080078,75504.40557861328,160333.2139892578,162118.39099121094,89077.30651855469,168023.771484375,209463.69451904297,98786.72644042967,91552.9072265625,93114.72662353516,115709.40747070312,75392.7455444336,128082.20922851562,273162.4567260742,270999.0629272461,91762.22723388672,183851.71435546875,248003.79321289065,191281.1937866211,37119.102783203125,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:8)|TG(59:1)]_FA18:2,TAG,65423.98474121094,49809.98309326172,51636.00326538086,78847.6858215332,53754.303955078125,103639.5269165039,96216.16735839844,57420.32421875,105049.28698730467,116576.14837646484,54696.86404418945,54000.50387573242,65724.04452514648,64086.445068359375,50203.16369628906,67095.00482177734,152474.41284179688,151035.6900024414,62073.6842956543,127127.1282043457,138173.2724609375,97877.54721069336,32896.362380981445,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:8)|TG(59:1)]_FA18:3,TAG,60359.24462890625,46857.0627746582,58185.76385498047,65423.1448059082,60424.144622802734,96418.5672302246,84922.72686767578,57120.56384277344,105332.32708740234,104340.48699951172,59326.8239440918,51687.98385620117,59008.58404541016,67488.64477539062,51502.00375366211,65026.04486083984,126791.84902954102,121111.50888061523,54110.10394287109,102523.88815307616,107561.8074951172,70692.62518310547,42272.28240966797,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:8)|TG(59:1)]_FA20:4,TAG,106737.00735473631,81064.4653930664,128937.36962890624,118983.6078491211,93280.66625976562,273266.41485595703,197627.7544555664,78629.34548950195,308032.14193725586,252137.35864257807,117698.36920166016,141753.45111083984,102640.22735595705,131716.12927246094,88624.26483154297,119894.26916503906,383342.4725952149,424908.38983154297,109197.7274169922,355229.6467285156,289922.66052246094,101241.4071044922,44606.08319091797,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:8)|TG(59:1)]_FA22:5,TAG,170901.13174438477,111723.40731811523,157430.69140625,186297.07165527344,139681.14892578125,290106.2810058594,244553.47265625,114189.62829589844,356962.26556396484,301777.45724487305,231993.13610839844,269801.35821533203,91653.12680053712,191256.2338256836,128031.7507019043,129654.16854858398,433501.4694213867,543642.0587158203,151060.7709350586,523132.4031066895,375476.9241333008,158146.9888305664,37697.762603759766,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:8)|TG(59:1)]_FA22:6,TAG,468422.1368713379,382547.82510375977,424220.5505981445,338862.26330566406,658003.494140625,697905.9280395508,617070.9970092773,362132.0698852539,782500.7135314941,461247.7717132568,372167.90313720703,206410.6934814453,211496.85668945312,433416.0125732422,318566.0599975586,347493.56481933594,745726.2917480469,851425.3905639648,403138.99432373047,767452.6357421875,461389.2318115234,313761.99981689453,41428.04278564453,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:9)|TG(59:2)]_FA14:0,TAG,33048.26211547852,25231.621795654297,25475.421752929688,28926.422088623047,24263.42169189453,38737.702880859375,38160.60250854492,25763.921829223636,36480.5424194336,42542.682678222656,28144.76187133789,27991.142150878903,23396.82165527344,28270.702087402344,27530.60189819336,28192.18170166016,38189.40267944336,34695.982360839844,30854.842163085938,60825.60452270508,38429.66259765625,34033.64263916016,21046.24168395996,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:9)|TG(59:2)]_FA16:0,TAG,40659.70278930664,32173.62237548828,31121.862243652344,38920.642486572266,29147.082077026367,53652.88330078125,57023.26361083984,34687.66259765625,55050.96328735352,53829.10357666016,35182.50225830078,31202.94207763672,36398.56265258789,38217.66256713867,30073.16220092773,40191.54251098633,70336.24464416504,63145.98449707031,34909.28225708008,58966.50457763672,62683.30480957031,45359.28361511231,24584.76170349121,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:9)|TG(59:2)]_FA16:1,TAG,51434.56329345703,45700.26341247559,52326.16354370117,61092.74493408203,51977.403747558594,75049.04513549805,79235.94616699219,55692.583404541016,65096.844299316406,80553.48553466797,56785.38409423828,43744.50311279297,51470.20343017578,51973.70385742188,50274.94378662109,65123.62438964844,93788.18615722656,92647.9462890625,54466.64392089844,69526.68463134766,97061.92712402344,82596.66619873047,27092.041931152344,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:9)|TG(59:2)]_FA18:0,TAG,57637.143951416016,38103.64276123047,44830.66342163086,50691.72338867188,40714.84271240234,80138.16668701172,72660.68524169922,42770.502990722656,80890.685546875,85825.46618652344,41928.86291503906,43273.82293701172,49283.44284057617,52989.78341674805,43116.4833984375,57565.96405029297,142921.5288696289,118627.68811035156,51467.16360473633,94389.54705810548,108648.3270263672,63144.04470825195,29133.72198486328,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(60:9)|TG(59:2)]_FA18:1,TAG,90682.64599609376,61278.96466064453,68773.7248840332,85476.32598876953,65945.18438720703,139073.97045898438,135285.94885253906,77506.34655761719,136145.4097290039,151217.63153076172,72428.4058227539,65510.96508789063,84018.66662597656,94480.12701416016,67767.78527832031,105073.46667480467,219856.1160888672,203317.83532714844,85664.6265258789,149466.3907470703,182067.3128662109,136752.650390625,37899.4228515625,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
