Match 1,Match 2,Lipid 1,Lipid 2,Number,Gene,Reaction,T-Statistic,P-Value,Z-Score
PE(38:6),LPE(18:3),PE,LPE,8605,PLA2G4C,27,0.8591074281693981,0.4011797257049463,0.8395161582883445
SM(32:0),Cer(44:0),SM,Cer,6610,SMPD2,18,1.252501842106932,0.2215924105453538,1.2223047317893623
LPS(22:6) ,PS(44:1),LPS,PS,10162,LPCAT3,30,-0.5621706683793407,0.5796585057247581,0.5538836055833034
PS(42:2),LPS(16:1) ,PS,LPS,30814,PLA2G2E,31,0.6432440164288635,0.5258449874054781,0.6343614107444211
PE(18:4),PS(30:4),PE,PS,81490,PTDSS2,7,1.1006961357192533,0.2802372756100959,1.079786474343846
PC(38:5),LPC(21:4),PC,LPC,64600,PLA2G2F,23,-1.3515287257503035,0.19369291008738238,1.2997317918979414
LPS(16:1) ,PS(38:0),LPS,PS,254531,LPCAT4,30,-0.2649458073100125,0.7932407882111208,0.26210461586205747
PC(44:5),LPC(22:4),PC,LPC,123745,PLA2G4E,23,-0.5109516209085656,0.6160868595537844,0.5014039512567099
PC(46:0),LPC(16:0),PC,LPC,5319,PLA2G1B,23,-1.0792847454386356,0.29225720872738126,1.0531828244550807
LPE(22:4),PE(38:5),LPE,PE,154141,MBOAT1,26,0.49969830802262105,0.6211263646048,0.4942546271034898
LPG(18:1) ,PG(42:6),LPG,PG,9926,LPGAT1,32,-0.2838238958280149,0.7788768553947572,0.28078298428831083
PI(42:3),LPI(22:0) ,PI,LPI,283748,PLA2G4D,29,1.1857042554556199,0.24588294598376037,1.160407472106845
PC(30:0),LPC(15:0),PC,LPC,26279,PLA2G2D,23,-1.6013798942689437,0.1217556961788745,1.5474461663633834
Cer1P(44:1),SM(30:0),Cer,SM,166929,SGMS2,17,0.37808089910769505,0.7081379676816342,0.3743580246807435
PC(44:5),LPC(22:0),PC,LPC,123745,PLA2G4E,23,-0.03744408670215265,0.9704536459350752,0.037039330630262456
PC(48:2),PS(30:4),PC,PS,9791,PTDSS1,9,-0.21740665764504954,0.829531076999706,0.21530301771908597
Cer1P(32:1),Cer(44:2),Cer1P,Cer,5524,PTPA,42,0.818172698645832,0.4201401693857413,0.8061780911863927
PI(40:6),LPI(22:6) ,PI,LPI,123745,PLA2G4E,29,0.291846688761756,0.7729465222393038,0.28852287590559006
LPE(18:2),PE(44:1),LPE,PE,154141,MBOAT1,26,1.0994561017245035,0.2827650075508976,1.0741286898079125
LPG(21:0),PG(38:0) ,LPG,PG,54675,CRLS1,32,-0.44930101581293796,0.6571786511172844,0.4438118072880722
PC(44:7),LPC(22:6),PC,LPC,100137049,PLA2G4B,23,-0.5014639460192972,0.6233218742555057,0.4911478585949156
PE(22:0),PC(34:0),PE,PC,10400,PEMT,8,0.8625645388581656,0.39731805236798856,0.8464207761454462
LPE(20:3),PE(34:2),LPE,PE,129642,MBOAT2,26,1.321959247214062,0.20148566598530462,1.2773302848382762
LPC(15:0),PC(32:0),LPC,PC,79888,LPCAT1,22,0.9001407674052364,0.37629740970067993,0.8847390118597613
PS(42:0),LPS(22:1) ,PS,LPS,64600,PLA2G2F,31,-0.24830014655373608,0.8069128258898378,0.24441060926897007
Cer1P(26:1),Cer(40:0),Cer1P,Cer,5524,PTPA,42,1.2033278491556225,0.24373758933213743,1.165695477476225
PS(36:5),PE(18:4),PS,PE,23761,PISD,6,0.15746560287258304,0.8759785448874328,0.1560691121889043
PE(30:1),PC(44:2),PE,PC,10400,PEMT,8,0.44175109726577855,0.661973393713328,0.4371902311815745
PS(40:3),PE(18:3),PS,PE,23761,PISD,6,-0.025840780081052568,0.9795816157632861,0.025593443405260638
LPS(18:3) ,PS(40:4),LPS,PS,254531,LPCAT4,30,0.32532884991001854,0.7476887014681228,0.32168848593699184
PS(42:3),PE(30:4),PS,PE,23761,PISD,6,-0.32728905940309394,0.7467257376311591,0.32295973306399556
PC(38:3),LPC(20:5),PC,LPC,123745,PLA2G4E,23,0.7456374442300868,0.4641752278994389,0.7319890882768675
PE(28:1),PC(44:1),PE,PC,10400,PEMT,8,-0.032448508159397836,0.9743399357413471,0.03216566703384024
PC(36:2),LPC(24:1),PC,LPC,255189,PLA2G4F,23,-0.2735154865359893,0.7871612553691086,0.26999869786554237
PC(38:5),LPC(18:1),PC,LPC,283748,PLA2G4D,23,-0.029104841149443568,0.9769851421276915,0.028848847844724492
LPE(18:4),PE(38:8),LPE,PE,254531,LPCAT4,26,2.093400923290999,0.045214601839889436,2.002652487957617
LPC(20:3),PC(40:8),LPC,PC,254531,LPCAT4,22,0.4412557441855469,0.6625880594422839,0.4363427637129661
PG(42:10),LPG(20:5) ,PG,LPG,283748,PLA2G4D,33,-0.05646177106091017,0.9553671837175225,0.05596814532458229
PC(30:1),LPC(18:1),PC,LPC,100137049,PLA2G4B,23,-0.3049835498239089,0.7625735307191378,0.3021030194745674
LPC(18:4),PC(40:5),LPC,PC,79888,LPCAT1,22,0.537316206022079,0.5954931845261201,0.5308926310151907
LPS(20:3) ,PS(40:0) ,LPS,PS,254531,LPCAT4,30,0.27182426712609664,0.7879582215501388,0.26896291419213453
PC(36:5),LPC(18:2),PC,LPC,26279,PLA2G2D,23,0.6424834558124534,0.5278720496363754,0.6312576853710495
PC(40:3),PS(22:7),PC,PS,9791,PTDSS1,9,0.4039199902183598,0.689377847150664,0.39969951803101683
PG(32:1),LPG(20:2) ,PG,LPG,255189,PLA2G4F,33,-1.3688335622619645,0.19041918993922352,1.3093400469850391
LPG(22:1) ,PG(44:2),LPG,PG,54675,CRLS1,32,1.3542689992213388,0.18647922752785345,1.3210663930359916
PC(42:7),LPC(22:2),PC,LPC,5319,PLA2G1B,23,-0.5115436093827775,0.6167552642777586,0.5004542473808806
PC(40:2),LPC(20:2),PC,LPC,26279,PLA2G2D,23,1.2136422697941969,0.2386863638932939,1.1782765736806393
PS(36:6),LPS(18:4),PS,LPS,64600,PLA2G2F,31,-1.0997492432752827,0.2808880472513015,1.0783265620766918
PC(32:0),LPC(14:1),PC,LPC,5321,PLA2G4A,23,0.3506100151559652,0.7285034948288897,0.34711690367373127
PC(36:6),LPC(14:1),PC,LPC,5321,PLA2G4A,23,0.590346215447478,0.5611743102574295,0.5810981428262554
PC(34:4),LPC(16:0),PC,LPC,8605,PLA2G4C,23,-0.1448872651394317,0.8858101011247914,0.143607901144632
LPC(22:0),PC(36:0) ,LPC,PC,79888,LPCAT1,22,0.7060673791328947,0.4858332823917494,0.6969512828489034
PC(40:4),LPC(18:3),PC,LPC,283748,PLA2G4D,23,0.21480505527599292,0.8315225409907442,0.21274926163817534
PC(36:1),LPC(18:0),PC,LPC,255189,PLA2G4F,23,0.5219082536591718,0.6066000566302556,0.5149326897118282
PC(42:10),LPC(22:5),PC,LPC,64600,PLA2G2F,23,-0.48907764586924896,0.6320777766010974,0.4788044134970999
LPS(16:1) ,PS(28:2),LPS,PS,154141,MBOAT1,30,-0.3205179784169891,0.7513775699413895,0.3168234495789092
PC(34:0),LPC(17:0),PC,LPC,5319,PLA2G1B,23,0.511484969277042,0.6140442190443595,0.5043090497185958
LPG(20:3) ,PG(38:2),LPG,PG,54675,CRLS1,32,0.8016515543631526,0.4293598094303882,0.7902876298084903
LPC(18:4),PC(52:4),LPC,PC,79888,LPCAT1,22,-0.7523523740127366,0.46025740618795286,0.7384230594227565
LPE(22:1),PE(40:5),LPE,PE,154141,MBOAT1,26,0.9242612183844238,0.3631448630800106,0.909388930009673
PC(42:4),LPC(18:4),PC,LPC,5321,PLA2G4A,23,1.2543769818299964,0.22511938222362418,1.2130273023594498
LPS(22:1) ,PS(34:1),LPS,PS,154141,MBOAT1,30,0.522952239346411,0.6049806558299587,0.5172514280733891
PS(40:2),LPS(16:1) ,PS,LPS,64600,PLA2G2F,31,0.6442519081944066,0.5250591107749009,0.6355663455890239
PS(42:0),LPS(16:0) ,PS,LPS,30814,PLA2G2E,31,1.2279771328354898,0.22935103693483644,1.202032240821362
LPS(20:4) ,PS(38:1),LPS,PS,254531,LPCAT4,30,1.7847493668622763,0.08521885061003778,1.721176225438661
PC(32:0),LPC(20:1),PC,LPC,5321,PLA2G4A,23,0.6821069359378963,0.5024804052453016,0.6705921177431597
LPG(18:3) ,PG(32:3),LPG,PG,9926,LPGAT1,32,1.7211344773988675,0.09621024300231805,1.6635107390274482
PS(36:0),LPS(14:0),PS,LPS,30814,PLA2G2E,31,-0.022608067080929863,0.9821505122271201,0.02237288167158318
LPE(24:0),PE(44:3),LPE,PE,129642,MBOAT2,26,0.45418288351366015,0.6536950636639592,0.4486348857371874
SM(42:2),Cer1P(20:1),SM,Cer,6610,SMPD2,18,0.585841951094559,0.5633673129922495,0.5778471590911964
PC(38:3),LPC(18:4),PC,LPC,100137049,PLA2G4B,23,0.465011417398311,0.6456612893760278,0.4597979018423268
PC(42:4),LPC(22:0),PC,LPC,8605,PLA2G4C,23,0.3334260353988485,0.7412179693810825,0.33024086771641886
LPC(22:5),PC(42:1),LPC,PC,54947,LPCAT2,22,0.11496310229510648,0.9093400688003518,0.11387098215297488
LPC(20:1),PC(38:1),LPC,PC,79888,LPCAT1,22,0.5399939808172814,0.5934340863320005,0.5338662319765477
LPC(20:0),PC(50:0),LPC,PC,54947,LPCAT2,22,-1.0578935075287823,0.29933447233158667,1.0378616449885856
LPS(20:1) ,PS(34:0),LPS,PS,154141,MBOAT1,30,0.2367648559860831,0.815351164632951,0.23352834135052453
LPC(18:3),PC(36:6),LPC,PC,254531,LPCAT4,22,0.6460103435077593,0.5236022096794173,0.6378025649774478
LPC(18:4),PC(40:5),LPC,PC,254531,LPCAT4,22,0.537316206022079,0.5954931845261201,0.5308926310151907
LPE(22:4),PE(36:3),LPE,PE,129642,MBOAT2,26,0.8130745218575497,0.422836213731667,0.8015104207586136
PG(38:1),LPG(20:1) ,PG,LPG,54675,CRLS1,33,0.11263080619401952,0.9112333849770418,0.111482950336275
PC(34:0),LPC(4:0),PC,LPC,100137049,PLA2G4B,23,0.8462715613259699,0.4082093535426703,0.8270488861939499
LPE(18:3),PE(42:9),LPE,PE,129642,MBOAT2,26,1.0153109194267111,0.3185595480673642,0.9974223483326331
PS(42:5),LPS(18:4)_2,PS,LPS,5320,PLA2G2A,31,-0.13343872359050774,0.8949124875805411,0.1320907811689598
PC(44:0),LPC(22:4),PC,LPC,123745,PLA2G4E,23,-0.7888686574823087,0.4402882527545714,0.771706546084105
LPI(22:6) ,PI(42:9),LPI,PI,79143,MBOAT7,28,0.06531869418866414,0.9484694829264746,0.064628888705063
PC(40:1),LPC(24:0),PC,LPC,100137049,PLA2G4B,23,0.002865289344023996,0.9977364262786803,0.0028369727513032827
PC(42:5),LPC(20:1),PC,LPC,255189,PLA2G4F,23,1.1006005300622808,0.28545210609634925,1.0681516598963494
PC(34:3),LPC(20:3),PC,LPC,8605,PLA2G4C,23,0.8523047925550395,0.40477743490599283,0.8331193263508081
LPG(20:5) ,PG(40:5),LPG,PG,54675,CRLS1,32,0.8970201248473894,0.37947039142607564,0.8788725357232885
LPC(22:2),PC(42:2),LPC,PC,79888,LPCAT1,22,0.09088126320201494,0.9285055492792375,0.08972525124522872
PC(42:0),LPC(14:0),PC,LPC,283748,PLA2G4D,23,1.3264851924648524,0.20070545610192922,1.279544282665872
PG(40:6),LPG(20:1) ,PG,LPG,283748,PLA2G4D,33,2.597022802094286,0.015127706962023615,2.429307234268003
PG(40:8),LPG(22:4) ,PG,LPG,255189,PLA2G4F,33,-0.32639748705302424,0.746891807052056,0.3227404609811481
PC(40:0),LPC(21:0),PC,LPC,64600,PLA2G2F,23,-0.5979696550004896,0.5590717934173771,0.5842207639805751
PS(40:1),PE(26:1),PS,PE,23761,PISD,6,0.1679801881683248,0.8678636528136137,0.1663727050217444
PE(46:1),PS(34:1),PE,PS,81490,PTDSS2,7,0.3880962775151125,0.7014764166728957,0.38332822153554763
PG(34:5),LPG(12:0),PG,LPG,255189,PLA2G4F,33,1.3317209007612438,0.19401404753915147,1.29879570931289
PC(32:2),LPC(18:3),PC,LPC,255189,PLA2G4F,23,0.6665827744110057,0.511715948910184,0.6561681350712835
Cer1P(30:1),Cer(44:2),Cer1P,Cer,5524,PTPA,42,-0.00650914330952211,0.9948692160894843,0.006430528329159246
PE(22:1),PC(44:5),PE,PC,10400,PEMT,8,-0.5913460236483533,0.5588711999382121,0.584518979306821
LPS(22:6) ,PS(44:5),LPS,PS,10162,LPCAT3,30,-1.5036164859271284,0.1436237001201506,1.4624289533875987
PS(30:3),LPS(18:4),PS,LPS,5320,PLA2G2A,31,-0.8775583629477585,0.38814548741353794,0.8629854124854649
LPC(20:4),PC(38:7),LPC,PC,54947,LPCAT2,22,0.44235269507310876,0.6616858604824114,0.43758677404844887
PC(34:4),LPC(19:3),PC,LPC,5320,PLA2G2A,23,0.8311540771056195,0.4161749664941564,0.8130751612767935
LPE(20:5),PE(38:5),LPE,PE,154141,MBOAT1,26,1.8654333103308482,0.07819549883046403,1.7612535457050666
LPC(16:0),PC(42:0),LPC,PC,254531,LPCAT4,22,-1.5146045164307327,0.14222300573940555,1.4675628486877146
LPG(18:4),PG(30:3),LPG,PG,54675,CRLS1,32,0.33776723443878964,0.7382969593259927,0.334109463302241
PC(32:0),LPC(2:0),PC,LPC,255189,PLA2G4F,23,0.3368619921794867,0.7387875679967028,0.3334593516056887
PE(18:3),PS(42:9),PE,PS,81490,PTDSS2,7,0.5892817453439818,0.560282566777836,0.5824218509478456
PC(36:6),LPC(14:1),PC,LPC,123745,PLA2G4E,23,0.590346215447478,0.5611743102574295,0.5810981428262554
PC(42:5),LPC(18:0),PC,LPC,283748,PLA2G4D,23,1.3770503623312695,0.1839326072223294,1.3287435029878587
LPC(14:1),PC(42:1),LPC,PC,54947,LPCAT2,22,-0.968304899632885,0.34316026907904473,0.9479394716224879
LPC(16:1)_2,PC(38:0),LPC,PC,54947,LPCAT2,22,0.9102677302800585,0.37047875701173705,0.8955769385980162
PC(44:6),LPC(22:1),PC,LPC,64600,PLA2G2F,23,-0.03518131329829974,0.9722032604587721,0.03484509672860968
LPI(20:4) ,PI(40:1),LPI,PI,79143,MBOAT7,28,0.9141521986474259,0.36954046831644816,0.8973344699665948
PE(20:4),PC(34:4),PE,PC,10400,PEMT,8,1.4990587881447022,0.15106597795036814,1.4357763977184441
LPG(20:3) ,PG(32:4),LPG,PG,54675,CRLS1,32,-0.4547823429479787,0.6528614964015707,0.4497905167673289
LPE(20:4),PE(36:3),LPE,PE,154141,MBOAT1,26,1.7126619123682552,0.10379560183424737,1.6267245991439883
LPE(20:2),PE(38:3),LPE,PE,129642,MBOAT2,26,-0.13851331663224847,0.8910472742595236,0.1369791517450344
PC(34:1),LPC(15:1),PC,LPC,8605,PLA2G4C,23,-0.7701922175894431,0.4496970570100026,0.7559201750166106
PC(52:0),LPC(22:0),PC,LPC,5321,PLA2G4A,23,-0.7601843740618455,0.4537418308559972,0.7491914348469925
LPC(20:0),PC(34:1),LPC,PC,254531,LPCAT4,22,0.43403950547279596,0.6677225398927316,0.4292757808482959
PG(34:0),LPG(19:0),PG,LPG,283748,PLA2G4D,33,-0.6018678948923245,0.5529349500746368,0.5933679246029159
PC(32:0),LPC(20:1),PC,LPC,123745,PLA2G4E,23,0.6821069359378963,0.5024804052453016,0.6705921177431597
PC(40:6),LPC(16:0),PC,LPC,8605,PLA2G4C,23,-0.40794773533783507,0.6867222674745999,0.40330717037230257
LPE(24:6),PE(36:6),LPE,PE,254531,LPCAT4,26,-0.4502558582067814,0.657553728049799,0.4432931248023767
PC(40:1),LPC(16:1)_2,PC,LPC,5320,PLA2G2A,23,-0.8251566680333616,0.416028531058513,0.813330610955889
PC(38:1),LPC(20:1),PC,LPC,100137049,PLA2G4B,23,0.6742928979021019,0.5073222615830562,0.6630129478653214
PG(38:4),LPG(20:3) ,PG,LPG,54675,CRLS1,33,1.463982668895388,0.15427939175474856,1.4245774172388752
PC(44:1),PS(28:2),PC,PS,9791,PTDSS1,9,1.349758578055865,0.18975463840433524,1.3113053002840027
PC(38:3),LPC(21:4),PC,LPC,30814,PLA2G2E,23,-1.2067040091165695,0.24280876711431015,1.1679950362610434
LPE(20:4),PE(38:0)_2,LPE,PE,154141,MBOAT1,26,1.7835971843856027,0.09107449134473586,1.689756801705656
PE(26:0),PC(50:0),PE,PC,10400,PEMT,8,0.9729191698191154,0.33878794092429776,0.9565628627532258
LPE(16:0),PE(38:0)_2,LPE,PE,10162,LPCAT3,26,-0.009995654730417716,0.9920933795452844,0.009909641381330065
PC(30:1),LPC(16:1),PC,LPC,283748,PLA2G4D,23,-1.0932581166165438,0.2855150626940549,1.0680120801136581
PI(38:3),LPI(20:4) ,PI,LPI,283748,PLA2G4D,29,-0.8439733589529828,0.4070785435527081,0.8290457078592475
SM(36:2),Cer(36:2),SM,Cer,6609,SMPD1,18,0.08506523008656565,0.9328073135341006,0.08431333100474889
LPS(20:5) ,PS(38:9),LPS,PS,254531,LPCAT4,30,0.9599968904545986,0.3449930197705141,0.9443456999585244
SM(34:1),Cer(46:0),SM,Cer,6609,SMPD1,18,0.7999227099876633,0.43113759053986256,0.7872464843123541
PE(28:1),PC(42:2),PE,PC,10400,PEMT,8,-1.452526186353296,0.1570904030683101,1.4149252866511492
PI(38:4),LPI(20:2) ,PI,LPI,123745,PLA2G4E,29,-1.1876025105423285,0.24480533824084783,1.1630595598639295
LPG(14:0),PG(34:5),LPG,PG,54675,CRLS1,32,-0.676907633077046,0.5047807495210547,0.6669865111447226
PG(30:1),LPG(18:0) ,PG,LPG,54675,CRLS1,33,-0.5745665741695177,0.5712284171638488,0.5662432727885276
PS(44:5),LPS(22:0 ,PS,LPS,64600,PLA2G2F,31,1.2055230416407599,0.23780179052176426,1.1804990438309413
LPI(20:5) ,PI(32:5),LPI,PI,79143,MBOAT7,28,0.9939158332541388,0.32891077985912687,0.9763101736691863
PC(38:6),LPC(22:5),PC,LPC,123745,PLA2G4E,23,-1.2218995341461663,0.23755108164905103,1.1811300055624088
PC(40:4),LPC(20:1),PC,LPC,5321,PLA2G4A,23,0.4120761717783027,0.6835665836621263,0.4076010631409816
PC(36:5),LPC(12:0),PC,LPC,100137049,PLA2G4B,23,0.5892646176899674,0.5620434382231057,0.5798089843519697
PS(32:5),PE(32:5),PS,PE,23761,PISD,6,0.6963162557313313,0.4918825180863702,0.6873177463811226
PC(40:7),LPC(20:4),PC,LPC,5321,PLA2G4A,23,0.8471392051133816,0.40711235703651705,0.8289859509615015
Cer1P(44:1),SM(44:1),Cer,SM,10087,CERT1,17,0.35327477297831794,0.7265514074863946,0.34971658259511534
LPE(22:1),PE(40:2),LPE,PE,154141,MBOAT1,26,0.8506961003600481,0.4021474654561271,0.8377921194642343
PI(44:1),LPI(16:1) ,PI,LPI,123745,PLA2G4E,29,0.8381844291545667,0.4093580216782159,0.8250239005791621
LPE(20:5),PE(42:11),LPE,PE,10162,LPCAT3,26,1.9959204753984152,0.06068311517863264,1.8757973270409
PI(40:6),LPI(22:4) ,PI,LPI,123745,PLA2G4E,29,-0.2990684701381681,0.7676531875567925,0.2954460133821837
LPE(16:1),PE(16:1),LPE,PE,10162,LPCAT3,26,0.71239394117486,0.4830764128551973,0.7013631499728602
LPC(22:2),PC(40:4),LPC,PC,54947,LPCAT2,22,1.4074020377496546,0.1700711114635853,1.3719753504440768
LPE(18:2),PE(36:6),LPE,PE,154141,MBOAT1,26,0.7661433349913856,0.45203138778549545,0.7520327106675546
PI(42:1),LPI(16:1) ,PI,LPI,123745,PLA2G4E,29,0.8193852884120488,0.4198963733347706,0.8066010418090063
PC(48:0),LPC(22:1),PC,LPC,100137049,PLA2G4B,23,-1.5955006222488395,0.12175530306613777,1.5474477977471428
LPE(20:1),PE(44:2),LPE,PE,154141,MBOAT1,26,-1.2573598643440869,0.2259855796317722,1.2107647471513436
LPG(20:4) ,PG(42:9),LPG,PG,54675,CRLS1,32,0.5576533426960307,0.58158815956982,0.5510663970077859
PE(42:0),PS(26:0),PE,PS,81490,PTDSS2,7,0.34892021586691246,0.7300122416813613,0.34510924734081844
PC(42:4),LPC(20:4),PC,LPC,26279,PLA2G2D,23,1.1799358649309213,0.253240644758499,1.1425134832469606
PC(38:5),LPC(16:1)_2,PC,LPC,8605,PLA2G4C,23,-0.872715579968664,0.39287493081817404,0.8544152831666643
P-PE(36:5),P-PC(36:5),P-PE,P-PC,56994,CHPT1,85,0.9069143577675661,0.3728076367624098,0.8912265628763304
PE(32:2),PC(48:2),PE,PC,10400,PEMT,8,1.1796453850110664,0.24794642071124717,1.1553517287416923
PS(36:3),LPS(18:1) ,PS,LPS,64600,PLA2G2F,31,1.7231619520160786,0.10118997786881259,1.639111800549792
PC(48:0),LPC(16:0),PC,LPC,26279,PLA2G2D,23,-1.0852490934424075,0.289995565363098,1.0581313461186035
PC(36:2),LPC(18:0),PC,LPC,100137049,PLA2G4B,23,0.6891386078363444,0.49730646641689336,0.678733925305399
PE(18:0),PC(30:1),PE,PC,10400,PEMT,8,-0.13378317160282113,0.8945148050765502,0.13259358623285214
LPI(22:4) ,PI(44:8),LPI,PI,79143,MBOAT7,28,-0.021922295581029958,0.982732299027022,0.02164354342394158
PC(42:1),LPC(22:1),PC,LPC,123745,PLA2G4E,23,0.3716399494694164,0.7129809936307403,0.3678554857513583
PC(36:1),PS(36:1),PC,PS,9791,PTDSS1,9,0.6548779950442594,0.5200257661840062,0.6433056880410479
LPI(22:1) ,PI(40:1),LPI,PI,79143,MBOAT7,28,1.1310515983608185,0.2673010905231322,1.1092992917871127
SM(44:1),Cer1P(26:1),SM,Cer,6609,SMPD1,18,-0.5053718202327445,0.6173785523095598,0.4995690541644142
LPC(18:3),PC(38:0),LPC,PC,254531,LPCAT4,22,0.35638222562964117,0.7241700474051502,0.35289114789887566
LPE(16:1),PE(38:0)_2,LPE,PE,154141,MBOAT1,26,-0.07217982594550522,0.9429806768628576,0.07152405952028636
LPE(18:4),PE(44:4),LPE,PE,10162,LPCAT3,26,1.7334518894091802,0.09365890730898699,1.6764049126813725
LPC(20:3),PC(40:8),LPC,PC,79888,LPCAT1,22,0.4412557441855469,0.6625880594422839,0.4363427637129661
LPC(18:2),PC(34:3),LPC,PC,54947,LPCAT2,22,0.7581442323212955,0.45467585716819814,0.7476424424021176
PE(42:2)_2,PC(30:1),PE,PC,10400,PEMT,8,0.7346161758593536,0.46927225558544416,0.7236636482949296
PI(42:7),LPI(20:3) ,PI,LPI,123745,PLA2G4E,29,-0.6806435154665583,0.5023249134153309,0.6708361531365388
PC(44:8),LPC(20:3),PC,LPC,5319,PLA2G1B,23,1.1407637495080079,0.2683533240400254,1.1068626322250696
PS(40:1),LPS(18:2) ,PS,LPS,64600,PLA2G2F,31,-1.7363799413981689,0.09366993561472112,1.6763485742983506
PS(28:2),PE(44:2),PS,PE,23761,PISD,6,-0.40880726534944517,0.6869576530570871,0.402987183450553
LPC(22:2),PC(46:1),LPC,PC,54947,LPCAT2,22,1.487278846571623,0.15282963392298748,1.4296077362355482
PC(44:2),LPC(24:1),PC,LPC,8605,PLA2G4C,23,-0.01927468347549036,0.9847694907961619,0.01908977188748144
PG(34:2),LPG(22:2),PG,LPG,283748,PLA2G4D,33,-0.9237346060552765,0.36405176658971716,0.9076715742393292
LPG(19:1),PG(34:2),LPG,PG,9926,LPGAT1,32,0.11158798401790039,0.9121838451643345,0.11028437935128492
LPS(16:0) ,PS(44:0),LPS,PS,154141,MBOAT1,30,-0.6272894288467503,0.5365315303937026,0.6180664596779221
PS(42:4),PE(18:4),PS,PE,23761,PISD,6,-0.05138132342326434,0.9594053422210072,0.05089982843786842
PC(40:6),LPC(22:4),PC,LPC,100137049,PLA2G4B,23,-1.1968595795244046,0.24805219414444118,1.1550933671031607
LPG(12:0),PG(34:5),LPG,PG,54675,CRLS1,32,-0.9857035806632254,0.3324846827836194,0.9691212773005152
LPI(20:0) ,PI(32:0),LPI,PI,79143,MBOAT7,28,-0.3485990528711302,0.7304094292159483,0.3445809501522918
PC(36:6),LPC(18:3),PC,LPC,100137049,PLA2G4B,23,0.6779649125888401,0.5054392465999394,0.6659559657832587
PC(36:3),LPC(18:0),PC,LPC,26279,PLA2G2D,23,0.6965453796780595,0.4937020191116296,0.6844326271594251
PC(46:1),LPC(22:0),PC,LPC,64600,PLA2G2F,23,-2.262675390623935,0.03158101703261779,2.149673916812622
LPG(14:1) ,PG(36:2),LPG,PG,9926,LPGAT1,32,0.032494451505004136,0.9743057175391825,0.03220857541138488
Cer1P(44:2),SM(44:2),Cer,SM,166929,SGMS2,17,0.13237001105094542,0.8956348861423971,0.13117751061456076
PS(42:0),LPS(12:0) ,PS,LPS,30814,PLA2G2E,31,-0.17226270152382459,0.8648886523010788,0.1701544761824348
LPS(18:1) ,PS(32:2),LPS,PS,254531,LPCAT4,30,-0.45278183856925486,0.6565527949176055,0.44467755078942606
PC(40:7),LPC(20:4),PC,LPC,123745,PLA2G4E,23,0.8471392051133816,0.40711235703651705,0.8289859509615015
PC(42:4),LPC(18:3),PC,LPC,5320,PLA2G2A,23,1.3445344085298068,0.1942776181859581,1.2980282775022096
PC(40:5),LPC(22:2),PC,LPC,5321,PLA2G4A,23,-1.3887247755801493,0.18199638205374255,1.3346333354091247
PC(32:2),LPC(16:1)_2,PC,LPC,100137049,PLA2G4B,23,-0.19775734797099906,0.8448112049828441,0.1957431549351319
LPS(18:3) ,PS(36:0),LPS,PS,10162,LPCAT3,30,1.272134227731628,0.2143342284520105,1.2417353345364401
LPE(20:2),PE(46:1),LPE,PE,129642,MBOAT2,26,-0.40345021727541414,0.6913697622660786,0.3969968787750086
PC(38:0),LPC(20:2),PC,LPC,5320,PLA2G2A,23,0.7390982571769275,0.467343173509291,0.7268086661626695
PS(36:2),PE(20:2),PS,PE,23761,PISD,6,-0.12783129569203147,0.8992431997355529,0.12661743138544793
PS(34:4),LPS(20:5) ,PS,LPS,5320,PLA2G2A,31,-0.5141499972795175,0.6111201391893015,0.5084751825616208
PC(40:2),LPC(22:5),PC,LPC,26279,PLA2G2D,23,-0.7902947458585808,0.44015013355582167,0.7719397151738518
LPI(20:2) ,PI(38:5),LPI,PI,79143,MBOAT7,28,2.8444691169029754,0.008413107764752304,2.635025035348713
PE(44:5),PS(30:4),PE,PS,81490,PTDSS2,7,-0.08694139353064745,0.9314609432428302,0.08600688604167235
PI(38:2),LPI(20:3) ,PI,LPI,123745,PLA2G4E,29,-0.3433070769525914,0.7340396788069685,0.3397568057983531
PI(34:0),LPI(16:0) ,PI,LPI,123745,PLA2G4E,29,0.6378486218339764,0.5293494146892725,0.6289994524393869
LPC(18:1),PC(36:1),LPC,PC,254531,LPCAT4,22,0.6749912990137105,0.5050995618032976,0.6664874827773271
PC(36:3),LPC(21:4),PC,LPC,283748,PLA2G4D,23,-1.0704979808779513,0.3009851772566839,1.0343230229364462
PC(40:2),LPC(16:1)_2,PC,LPC,30814,PLA2G2E,23,-0.6133225401655136,0.5444563701872553,0.6060879229812355
PS(38:6),PE(14:1),PS,PE,23761,PISD,6,-0.01181089047932375,0.9906594938599886,0.011706855794481233
PE(42:3),PS(30:2),PE,PS,81490,PTDSS2,7,0.5655827102748262,0.5773092240584952,0.5573193987789566
PI(44:3),LPI(18:4) ,PI,LPI,283748,PLA2G4D,29,-0.833313578088021,0.41232983009679935,0.8198005278587687
LPS(14:0),PS(32:4),LPS,PS,154141,MBOAT1,30,-0.4715112260947236,0.6415740277450381,0.4654991747671414
