Lipid,Class,DOD93_F4_Female_5xFAD_cerebellum,DOD93_F4_Female_5xFAD_cortex ,DOD93_F4_Female_5xFAD_diencephalon,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F4_Female_5xFAD_cerebellum,DOD94_F4_Female_5xFAD_cortex ,DOD94_F4_Female_5xFAD_diencephalon,DOD94_F4_Female_5xFAD_hippocampus,DOD94_F3_Female_WT_cerebellum,DOD94_F3_Female_WT_cortex ,DOD94_F3_Female_WT_diencephalon,DOD94_F3_Female_WT_hippocampus,FAD184_F3_Female_WT_cerebellum,FAD184_F3_Female_WT_cortex ,FAD184_F3_Female_WT_diencephalon,FAD184_F3_Female_WT_hippocampus,FAD184_F4_Female_WT_cerebellum,FAD184_F4_Female_WT_cortex ,FAD184_F4_Female_WT_diencephalon,FAD184_F4_Female_WT_hippocampus,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
1-O-behenoyl-Cer(d18:1/16:0),Cer,9689.680694580078,8577.140621185303,8721.760601043701,8568.220588684082,8318.060626983643,8411.740604400635,7482.000534057617,7539.040561676025,9103.68058013916,8556.320613861084,8496.220573425293,9405.820568084717,9683.860694885254,9057.300678253174,7950.900543212891,9459.980648040771,8625.36058807373,9157.600639343262,7859.120552062988,10246.540729522705,13441.081062316895,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:0)|TG(O-45:0)]_FA16:0,TAG,216369.09448242188,170910.77124023438,155178.5087890625,206062.5537109375,215429.33447265625,189554.43334960938,187665.234375,150673.95092773438,179018.45239257812,183112.13427734375,212675.59692382812,152201.53051757812,147229.88989257812,155242.17163085938,141162.8310546875,249237.27661132812,486321.2351074219,214772.67431640625,268415.2985839844,149546.45043945312,106104.78759765625,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:0)|TG(O-45:0)]_FA18:0,TAG,135536.8095703125,120398.80859375,112114.70776367188,139569.78979492188,132006.4093017578,115621.32788085938,132336.30981445312,114908.84814453125,120230.56774902344,116737.82861328125,150620.91015625,102740.76672363281,108102.22729492188,113879.18798828125,116496.16870117188,146702.32958984375,183018.99340820312,138280.02978515625,148185.25024414062,110418.427734375,89095.28625488281,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:1)]_FA14:0,TAG,458981.1455078125,132090.82934570312,829676.2308349609,249389.91607666016,520012.7294921875,322476.8811035156,162166.31091308594,191493.07012939453,210501.4190673828,80377.7056274414,80961.34558105469,209611.05450439453,380423.2961425781,654109.3104248047,110537.42767333984,150152.4736328125,218255.03649902344,204293.28900146484,105404.28717041016,200729.41400146484,65254.60461425781,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:1)]_FA16:0,TAG,166253.5927734375,148190.830078125,131962.22973632812,159934.95385742188,168026.91259765625,140949.57006835938,146552.06958007812,137227.10986328125,140977.330078125,148159.31079101562,158817.95068359375,117415.24780273438,132925.31005859375,136842.568359375,126215.31005859375,175309.03393554688,318125.1638183594,152774.89013671875,186187.01293945312,138884.6494140625,120223.98803710938,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:1)]_FA16:1,TAG,217001.49584960938,183635.79223632812,159981.12939453125,213273.83374023438,256479.6787109375,215432.15405273438,213555.05639648438,161687.05102539062,181895.79235839844,176499.81286621094,225161.83520507812,150098.6707763672,163894.93115234375,155633.330078125,160828.57055664062,275684.541015625,500397.2568359375,235430.61596679688,320502.4030761719,173221.17236328125,99202.86669921875,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:1)]_FA18:0,TAG,76850.06530761719,88210.98553466797,62250.68426513672,90440.16662597656,87993.42626953125,72278.84497070312,75849.92578125,79438.685546875,73553.34478759766,67900.7251586914,89982.58618164062,63725.44451904297,69260.60473632812,68314.9644165039,77077.44537353516,83871.42614746094,110004.92883300781,84919.8257446289,85080.88549804688,66491.24444580078,42495.68280029297,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:1)]_FA18:1,TAG,143357.7900390625,134567.11010742188,119131.10815429688,143451.57006835938,151032.63061523438,117659.04833984375,136782.70947265625,112998.04833984375,122278.08837890625,115567.4287109375,147745.63037109375,108569.607421875,122913.66821289062,116979.20874023438,116387.72839355469,153014.40991210938,200535.61328125,150569.91015625,146066.19091796875,124217.92919921875,88575.68591308594,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:2)]_FA14:0,TAG,52912.96408081055,60948.28421020508,36467.96255493164,58607.90383911133,54668.8039855957,46317.30334472656,39170.46258544922,35517.72235107422,58924.883697509766,68331.70526123047,39609.32272338867,58658.50390625,42727.98254394531,38824.762634277344,35598.92239379883,47119.3030090332,71658.30502319336,40946.343017578125,50493.98352050781,39279.90267944336,122163.10876464844,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:2)]_FA16:0,TAG,79627.9252319336,80360.10543823242,41180.66262817383,70969.86508178711,72302.7650756836,53695.86364746094,50620.18359375,41345.30276489258,64227.70486450195,54560.94387817383,48327.68341064453,48321.583099365234,56676.384216308594,42005.02355957031,36882.28271484375,58620.583892822266,74220.525390625,49158.28372192383,62973.96420288086,39789.96304321289,74138.00619506836,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:2)]_FA16:1,TAG,179026.99243164062,151713.61083984375,130213.32934570312,165689.873046875,195731.9345703125,163653.591796875,159624.45166015625,138421.87036132812,137093.90942382812,147148.13012695312,154353.111328125,122613.388671875,141367.14916992188,135609.72924804688,143427.79028320312,186952.7333984375,320734.8430175781,166712.89306640625,223675.556640625,152978.1494140625,105462.44763183594,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:2)]_FA18:0,TAG,84213.8657836914,95711.32733154297,70791.38549804688,90629.68658447266,97408.38723754883,84492.2854309082,88567.88684082031,82768.22534179688,98212.24603271484,71975.08526611328,89108.20687866211,78787.025390625,78874.28527832031,76475.10528564453,79908.56604003906,102099.62780761719,87746.50595092773,76138.44583129883,90908.7671508789,79267.90496826172,26810.24185180664,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:2)]_FA18:1,TAG,83084.36584472656,96724.50762939453,65418.624572753906,101556.10729980469,91077.90655517578,78330.02563476562,86396.14624023438,77554.9652709961,78279.58605957031,71651.80450439453,98075.48693847656,67043.9052734375,70610.36486816406,72767.16467285156,77221.08587646484,90775.38635253906,122569.36901855469,89582.50561523438,86964.50701904297,79730.625,45220.383361816406,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:2)]_FA18:2,TAG,132024.16845703125,137666.84936523438,112969.80798339844,137841.7911376953,146483.36975097656,118205.36791992188,133492.70874023438,115636.08764648438,116580.96875,119346.30773925781,148500.4296875,103804.08740234375,111035.0078125,111193.28771972656,119468.80883789062,146820.81005859375,201806.8956298828,140520.89038085938,164859.09106445312,119353.22924804688,92367.046875,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:3)]_FA14:0,TAG,35270.40249633789,37563.46270751953,41370.502532958984,37372.42272949219,38011.80258178711,38251.68217468262,33408.642669677734,28216.341888427734,34715.302673339844,30086.162078857422,32774.842193603516,33497.20248413086,38900.142578125,37096.922790527344,31686.042266845703,38648.26281738281,39586.34298706055,35571.20233154297,37360.14279174805,37763.72262573242,24325.14190673828,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:3)]_FA16:0,TAG,84998.8267211914,82013.34552001953,35066.80239868164,62770.42468261719,78413.44470214844,37176.782623291016,36642.02249145508,34913.44259643555,68108.66543579102,82674.26467895508,43894.84289550781,66128.42465209961,35635.702575683594,37961.402282714844,34716.34231567383,46530.54293823242,44828.20297241211,40963.542877197266,42982.062927246094,35287.802490234375,240967.0354309082,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:3)]_FA16:1,TAG,89515.74758911133,92037.42599487305,46118.6432800293,75974.68533325195,89786.62646484375,54821.02392578125,57104.283447265625,42358.142822265625,59118.1640625,55385.96353149414,51310.12380981445,47393.043060302734,61262.38366699219,46963.423400878906,51028.82354736328,63985.084899902344,76644.34558105469,57692.304443359375,73938.28491210938,46968.923583984375,85785.0871887207,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:3)]_FA18:0,TAG,43546.84292602539,43284.12316894531,31254.22201538086,44941.42330932617,44838.103454589844,37399.962982177734,39657.04278564453,36299.52249145508,40820.02291870117,39289.20278930664,41738.983001708984,37393.68240356445,37673.78283691406,36330.1223449707,37794.722595214844,44609.56350708008,40139.04278564453,37139.46276855469,43684.42361450195,37169.58221435547,28529.60223388672,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:3)]_FA18:1,TAG,96285.08581542969,109301.56860351562,78042.18591308594,97770.06768798828,116364.94854736328,94274.46606445312,98201.96630859375,90669.62634277344,110968.14846801758,86259.44589233398,94038.30651855469,88915.9662475586,87580.92626953125,84630.64617919922,86799.90646362305,112148.18762207031,99745.78704833984,85151.46600341797,99088.66702270508,84772.4052734375,28129.462005615234,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:3)]_FA18:2,TAG,76723.30572509766,97864.28741455078,71155.30480957031,95689.02709960938,98626.16693115234,74793.78497314453,76895.14520263672,82410.7661743164,82141.28576660156,74091.74560546875,98217.86712646484,72032.46520996094,71835.48486328125,72764.82586669922,75838.60565185547,91184.90643310547,125996.46862792969,86015.3662109375,94958.04663085938,76490.52587890625,51067.963439941406,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:3)]_FA18:3,TAG,266928.73681640625,222616.61547851562,219794.494140625,249058.91796875,239987.59814453125,198727.85473632812,246201.57763671875,202485.53491210938,238350.03784179688,226725.07641601562,281307.7404785156,199870.97338867188,209330.29467773438,206387.25439453125,204872.65454101562,317312.08251953125,384649.26611328125,269255.83935546875,304018.5625,225847.41674804688,179570.51318359375,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:4)]_FA14:0,TAG,37301.542556762695,37938.70217895508,130092.72817993164,58036.36456298828,45357.16275024414,46787.20358276367,35685.96228027344,30863.182403564453,49655.243087768555,25425.342071533203,25481.941848754883,51792.143157958984,74159.12512207031,42009.18376159668,33719.88214111328,38453.6826171875,31790.662170410156,45025.163177490234,34225.0622253418,41586.342712402344,21369.601531982422,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:4)]_FA16:0,TAG,56499.0439453125,56667.04426574707,43539.422912597656,69004.62561035156,60761.544982910156,53805.163177490234,57648.84362792969,57523.86340332031,55644.72384643555,53793.30416870117,47095.243225097656,48220.8229675293,45003.603424072266,46052.163482666016,48142.703186035156,66107.80490112305,58947.28382873535,60477.7043762207,55399.62338256836,59025.524826049805,30104.92205810547,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:4)]_FA16:1,TAG,109186.8062133789,98836.08709716797,46506.94323730469,65444.384185791016,116710.94940185547,40678.06283569336,44495.54315185547,40143.06253051758,61570.40524291992,72670.94552612305,41992.20278930664,67052.4052734375,38243.30285644531,40079.9228515625,46701.18310546875,57009.44372558594,47300.12371826172,47273.98318481445,54478.02355957031,44306.523193359375,236207.89666748047,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:4)]_FA18:0,TAG,97361.76751708984,106499.32739257812,76021.44592285156,97517.7876586914,96072.48681640625,82161.42590332031,91360.10614013672,85372.18615722656,95221.44714355469,89841.62646484375,121848.3881225586,86251.78680419922,87960.82543945312,79705.16638183594,87463.86688232422,97498.8662109375,91007.44616699219,88649.08679199219,100685.68664550781,87018.48553466797,33920.20236206055,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:4)]_FA18:1,TAG,45817.88327026367,49820.16387939453,35281.6025390625,46419.363525390625,48496.86358642578,41955.22326660156,42773.103088378906,34503.98211669922,42258.78305053711,38121.482421875,41871.5632019043,38630.162857055664,36783.542907714844,34700.02230834961,36506.06271362305,43915.48294067383,43928.50329589844,40519.282653808594,43150.70309448242,39732.462646484375,29729.281967163086,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:4)]_FA18:2,TAG,97587.76693725586,112022.80828857422,79064.74612426758,109356.80749511719,124639.68829345703,98796.88708496094,99227.78680419922,92420.2066040039,118947.94857788086,87165.56552124023,95805.98663330078,92487.9067993164,85380.82653808594,90192.8063659668,85664.84643554688,113958.52835083008,103231.5267944336,87546.86672973633,105804.66696166992,86195.40643310547,28619.622100830078,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:4)]_FA18:3,TAG,100491.74676513672,112528.90759277344,87095.16613769531,120383.44873046875,116354.08862304688,92585.36596679688,100440.38720703125,97036.36608886719,101493.66680908203,88870.7866821289,132348.70947265625,87917.30590820312,89543.4653930664,86623.72619628906,90756.20690917969,117761.16809082031,166679.2705078125,116450.54919433594,116374.42810058594,88561.56671142578,59906.00439453125,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:4)]_FA20:4,TAG,206756.07373046875,226546.95703125,164179.4522705078,207390.03552246094,205864.77392578125,189961.83349609375,216710.77368164062,185332.1934814453,186858.11364746094,197915.99536132812,260255.85791015625,177321.33239746094,200234.234375,178280.59313964844,191300.0128173828,248313.47607421875,231788.35668945312,199586.25415039062,218426.755859375,217046.09497070312,116196.68811035156,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:5)]_FA14:0,TAG,28284.401947021484,38969.30221557617,29197.022003173828,33699.402252197266,34333.04260253906,35477.802307128906,34251.102600097656,33711.322326660156,35081.20248413086,32354.942443847656,33069.18240356445,32586.022430419922,34998.122131347656,34441.96228027344,35318.342529296875,38859.90280151367,36883.64260864258,36312.72235107422,39280.922790527344,38196.72235107422,22419.14144897461,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:5)]_FA16:0,TAG,61390.56399536133,77848.40560913086,50262.44366455078,59815.304290771484,57365.1838684082,49495.52359008789,52956.78381347656,50176.483459472656,61109.4641418457,51345.64392089844,57882.68405151367,51897.18389892578,71077.2045288086,52794.92395019531,55321.823974609375,61425.44403076172,54271.40368652344,59970.704650878906,57886.56414794922,54044.003845214844,30436.282012939453,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:5)]_FA16:1,TAG,58539.30358886719,61270.84436035156,48443.76400756836,69844.80419921875,67220.70449829102,64111.54414367676,61247.58462524414,60937.784912109375,57587.244201660156,51710.52381896973,49411.703384399414,53080.0036315918,48920.14324951172,47972.223388671875,58380.98455810547,76564.46508789062,62876.66407775879,70885.72541809082,64878.30465698242,69720.68447875977,28239.721969604492,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:5)]_FA18:0,TAG,40815.14273071289,40394.50256347656,33889.48254394531,41116.82305908203,42002.36282348633,39145.623138427734,42280.243072509766,36691.86291503906,41012.783111572266,36072.40270996094,38977.08267211914,33119.822509765625,37799.802307128906,36854.00274658203,37283.0029296875,46612.40319824219,40295.6032409668,41222.88317871094,41254.103271484375,35385.582580566406,22382.641525268555,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:5)]_FA18:1,TAG,103952.64733886719,106919.72735595703,79759.50537109375,100603.6870727539,104640.1669921875,89687.8861694336,93491.18811035156,88990.0062866211,100925.78704833984,100938.66827392578,116665.70697021484,89562.845703125,97251.52673339844,85026.4067993164,85304.9857788086,105351.36785888672,103202.14715576172,93598.62622070312,103072.24816894531,92640.04736328125,34505.38250732422,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:5)]_FA18:2,TAG,46023.66271972656,53248.16372680664,35872.442626953125,50271.86372375488,53728.36380004883,41499.402587890625,41062.623107910156,39354.36297607422,44005.52297973633,38749.902893066406,43567.90298461914,37653.542892456055,41187.60264587402,38356.02261352539,37717.662689208984,48295.94338989258,44942.722900390625,43210.36306762695,48187.843688964844,38302.16287231445,32948.562255859375,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:5)]_FA18:3,TAG,114225.74841308594,124647.66790771484,94882.84698486328,121111.34851074219,139503.0301513672,110338.84854125977,111797.00689697266,110284.90817260742,139391.4910888672,102611.58795166016,112625.16711425781,98975.20672607422,107853.78790283203,109262.8275756836,101120.2671508789,136773.56829833984,130756.12976074219,112186.56774902344,127914.70922851562,115026.86853027344,34525.94227600098,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:5)]_FA20:4,TAG,1462192.1826171875,1812963.6931152344,1018642.7373657227,1280165.908203125,1432298.3125,1629974.7221679688,1620228.8408203125,1366532.8438720703,1310658.0243530273,1519464.244140625,2458314.1306152344,1340243.3920288086,1814067.2619628906,1456315.6481933594,1487038.1082763672,1704121.7583007812,1254636.2025146484,1210410.1540527344,1323135.174194336,1985708.1013183594,66933.42498779297,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(44:5)]_FA22:5,TAG,116052.08782958984,96732.10653686523,116341.30853271484,118310.10809326172,109347.8872680664,98786.46697998047,110859.80746459961,95629.90710449219,106898.90682983398,76497.34585571289,82101.96472167969,87455.86618041992,116994.34790039062,111989.9287109375,101975.76837158203,137433.12939453125,90319.56698608398,116488.08795166016,107554.64736938477,101766.62680053711,43087.56350708008,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(45:0)]_FA14:0,TAG,209199.8369140625,138869.66845703125,239424.61596679688,196175.21350097656,206089.81713867188,184686.49145507812,172265.73083496094,163012.31176757812,146095.98986816406,123449.18884277344,142261.32873535156,137810.10974121094,135315.2286376953,173955.83374023438,139396.87109375,181931.95349121094,352336.666015625,200659.2762451172,215971.05590820312,172866.9520263672,67804.78485107422,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(45:0)]_FA16:0,TAG,341055.84423828125,247772.61547851562,221472.39453125,290520.55993652344,278476.59716796875,206731.1943359375,270951.33837890625,233049.17553710938,222004.43225097656,219840.015625,281078.45959472656,183824.49267578125,156102.57299804688,171682.1925048828,200718.73193359375,303582.42321777344,705759.1932373047,326723.12243652344,349763.50341796875,226481.51525878906,125099.70886230469,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(45:0)]_FA18:0,TAG,111698.08795166016,106755.80822753906,89555.30615234375,110181.16809082031,108470.6078491211,98968.40686035156,106980.26770019531,103025.92712402344,92890.0859375,96948.50708007812,105404.48669433594,84314.06616210938,80910.40594482422,81030.32580566406,87785.00622558594,118795.80853271484,166165.3701171875,118096.029296875,119714.68823242188,93938.7666015625,49745.843322753906,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(45:1)]_FA14:0,TAG,106899.10681152344,99209.3271484375,92603.38659667969,111019.02783203125,125829.60900878906,129390.64965820312,106802.3271484375,91126.70654296875,106825.72729492188,109024.14794921875,108807.72705078125,96482.66662597656,103180.04711914062,102557.38708496094,93316.96667480469,123690.30871582031,279865.3610839844,112752.30810546875,146177.6297607422,103862.04748535156,83296.16589355469,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(45:1)]_FA16:0,TAG,236601.79846191406,237338.0975341797,93797.04711914062,150525.529296875,259133.8572998047,116761.60968017578,104212.54803466797,91719.50567626953,159148.61401367188,206225.3145751953,127958.00799560547,153757.92993164062,84816.60681152344,88830.80651855469,86864.48663330078,149583.01123046875,341892.10455322266,108471.92761230469,156892.96948242188,93614.18615722656,703391.3502197266,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(45:1)]_FA16:1,TAG,328883.6434326172,251156.9981689453,222058.69396972656,299969.98083496094,312043.7227783203,233288.85522460938,293742.6799316406,229666.67578125,215527.6336669922,220309.57592773438,283417.1611328125,174912.01220703125,171366.3719482422,167889.4324951172,211204.01245117188,318287.00036621094,725253.6043701172,333894.625,403570.49462890625,232367.93432617188,110904.48706054688,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(45:1)]_FA18:0,TAG,68889.20440673828,83847.64614868164,60319.46435546875,81937.42510986328,75003.8052368164,71555.86541748047,71082.52487182617,68288.18481445312,73235.3056640625,65050.40496826172,75970.14566040039,64422.48452758789,63749.54479980469,66844.70498657227,67571.3246459961,85995.82739257812,98378.48715209961,79277.98565673828,80082.40643310547,63844.784255981445,32528.942291259766,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(45:1)]_FA18:1,TAG,116642.98834228516,114111.90759277344,99689.00708007812,125586.10845947266,124583.6083984375,102846.96691894531,115611.98767089844,101361.82708740234,109835.98724365234,96979.06665039062,103675.66729736328,87295.00610351562,83921.88598632812,82791.50665283203,96766.30749511719,127892.56896972656,174557.77124023438,128673.84887695312,122604.18969726562,102430.50775146484,41094.02313232422,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(45:2)]_FA14:0,TAG,35897.002990722656,40173.34255981445,39021.702728271484,45907.36331176758,43196.64337158203,46540.403411865234,36507.202575683594,34626.98223876953,37515.522705078125,34496.822265625,35383.88244628906,37139.64236450195,38347.222747802734,37955.882751464844,34090.88259887695,42645.48306274414,67064.72518920898,40099.1826171875,48286.763610839844,37806.1826171875,24840.701751708984,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
[TG(45:2)]_FA16:0,TAG,1152847.5856933594,1043360.9092407227,164316.89154052734,370618.62731933594,1046604.5836181641,80680.32550048828,77176.5859375,73032.30499267578,534750.2523193359,870230.8564453125,195797.45544433594,602258.7004394531,79413.54559326172,107831.66876220703,83131.32501220703,148150.63116455078,138587.9901123047,75822.12591552734,113077.5874633789,81634.1657409668,5510563.080871582,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
