Lipid,Class,DOD100-M1-WT-cerebellum10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
TAG(56:2)_FA 18:2,TAG,38017.042541503906,42349.48289489746,42597.222915649414,45035.14340209961,46382.1637878418,56579.52444458008,30946.502197265625,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:2)_FA 20:0,TAG,127904.8881225586,176732.93237304688,120274.62963867188,210208.05432128906,170964.05340576172,121554.58728027344,55912.803955078125,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:2)_FA 20:4,TAG,18510.16128540039,18082.881317138672,14333.420860290527,17199.30108642578,18257.62117767334,18077.441375732422,17971.461193084717,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:3)_FA 16:0,TAG,37540.88243103027,35059.482330322266,26445.001708984375,32351.10235595703,34404.68231201172,30380.342010498047,22100.261459350586,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:3)_FA 16:1,TAG,32364.182289123535,33711.28202819824,29540.58179473877,33847.822021484375,38938.602798461914,40898.842781066895,43707.043601989746,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:3)_FA 18:0,TAG,85342.54643249512,177172.9132080078,53507.483810424805,47650.383209228516,100376.10720825195,142189.14962768555,18396.621215820312,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:3)_FA 18:1,TAG,48011.783264160156,55908.443618774414,45801.18280029297,37554.90223693848,44234.12341308594,50578.144439697266,22891.34178161621,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:3)_FA 18:2,TAG,37304.16255187988,46545.643127441406,35973.92251586914,41141.12275695801,45689.123138427734,56424.18342590332,25345.982055664062,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:3)_FA 20:0,TAG,64340.3450012207,85376.12501525879,60991.7840423584,59268.20422363281,75857.60513305664,52943.18315124512,32250.822052001953,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:3)_FA 20:4,TAG,33065.04243469238,30687.362091064453,29261.54200744629,35278.84280395508,34656.562438964844,33912.702392578125,24591.201629638672,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:4)_FA 16:0,TAG,36549.642822265625,52126.82421875,28226.702178955078,35983.202560424805,39857.70265197754,40346.68249511719,21459.48126220703,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:4)_FA 16:1,TAG,37735.5627746582,31386.002227783203,27414.761825561523,33837.36242675781,35114.122497558594,30171.222290039062,21452.441604614258,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:4)_FA 18:0,TAG,511196.1209716797,1617349.7708129883,274096.0598144531,271809.7192993164,910866.8001708984,1295228.152770996,21503.621376037598,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:4)_FA 18:1,TAG,60120.724197387695,155982.5909423828,52482.34341430664,48496.66360473633,91594.80651855469,119913.60856628418,23016.64143371582,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:4)_FA 18:2,TAG,47255.70358276367,58572.1436920166,42909.84296417236,41496.84336853027,47847.90315246582,47596.78332519531,26030.621963500977,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:4)_FA 20:0,TAG,57699.624420166016,74579.42498779297,62832.825592041016,53687.08462524414,79781.50523376465,63737.82518005371,46783.3836517334,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:4)_FA 20:4,TAG,170438.07299804688,178067.09301757812,157400.23046875,203110.91479492188,192799.83349609375,189908.513671875,146159.33081054688,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:5)_FA 16:0,TAG,48999.524185180664,77196.36541748047,35995.32286834717,51673.76382446289,49630.243713378906,49408.36376953125,33104.90249633789,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:5)_FA 16:1,TAG,39454.46292114258,48895.68328857422,25602.121658325195,37800.28317260742,40998.36302947998,37396.04277038574,19917.54136657715,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:5)_FA 18:0,TAG,135822.34950256348,359065.8847351074,85247.32614135742,76432.22546386719,215786.09631347656,257733.63774108887,18966.861267089844,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:5)_FA 18:1,TAG,289935.9411010742,1367833.9744873047,258346.2583618164,205120.73559570312,784323.4182128906,1009389.6517333984,24735.20167541504,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:5)_FA 18:2,TAG,60379.24398803711,146858.39013671875,56119.704330444336,46966.82371520996,95671.88673400879,112015.7871170044,21182.441329956055,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:5)_FA 20:0,TAG,23710.861824035645,27418.521697998047,22192.081329345703,25643.34164428711,27347.322074890137,25514.80174255371,18046.96134185791,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:5)_FA 20:4,TAG,115265.77069091797,149847.11071777344,128478.34967041016,151515.5098876953,141967.4111328125,142972.6905517578,56908.264221191406,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:6)_FA 16:0,TAG,119164.64755249023,286526.9176635742,76287.16485595703,232518.6374206543,106593.86703491211,129801.52951049805,28520.901596069336,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:6)_FA 16:1,TAG,47657.80310058594,79589.92568969727,37015.90283203125,48852.4033203125,46733.76348876953,51971.04376220703,36152.20288848877,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:6)_FA 18:0,TAG,87306.345703125,148610.13177490234,61167.70391845703,60730.04443359375,78161.70574951172,90410.78649902344,34859.68246459961,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:6)_FA 18:1,TAG,88279.98635864258,310115.06271362305,88682.80685424805,71692.62524414062,193261.0736694336,204881.4331665039,21292.06137084961,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:6)_FA 18:2,TAG,296628.68322753906,1348745.4502563477,250042.8194580078,203782.45489501953,792521.8972167969,987505.9201049805,23812.921798706055,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:6)_FA 20:0,TAG,19646.34132385254,23373.34161376953,18601.681243896484,22977.4015045166,25641.541679382324,22635.081413269043,28334.26197052002,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:6)_FA 20:4,TAG,271041.08056640625,365571.0897216797,319759.2569580078,358989.66650390625,346449.8078613281,294964.12072753906,93550.58666992188,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:7)_FA 16:0,TAG,60534.9641418457,87891.54656982422,50149.60330200195,48600.2829284668,64995.40478515625,76218.40551757812,23594.62156677246,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:7)_FA 16:1,TAG,119519.28717041016,298004.9819030762,74145.56530761719,230641.89727783203,108681.24829101562,126585.70915222168,28556.76222229004,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:7)_FA 18:0,TAG,63478.0436706543,69587.22430419922,51446.80270385742,60387.7048034668,61925.184020996094,82155.4848022461,25445.201599121094,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:7)_FA 18:1,TAG,63986.12469482422,130176.67059326172,64295.86456298828,53814.543701171875,77643.12658691406,76086.0053100586,39011.222747802734,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:7)_FA 18:2,TAG,90976.38540649414,306397.90298461914,86646.7262878418,73851.7448425293,190598.33209228516,205044.07586669922,21795.08140563965,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:7)_FA 20:0,TAG,25796.021701812744,24639.40187072754,22567.961517333984,30172.102157592773,29181.442184448242,21488.061546325684,36411.68240356445,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:7)_FA 20:4,TAG,168111.91403198242,239851.51321411133,203970.45672607422,121387.62902832031,211212.1752319336,155958.25421142578,49940.603454589844,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:8)_FA 16:0,TAG,50460.34295654297,47887.40393066406,43653.44287109375,62691.74478149414,52300.16345214844,55806.08331298828,26022.34194946289,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:8)_FA 16:1,TAG,58737.44357299805,81709.58609008789,50772.16368103027,46177.023529052734,64726.364685058594,77040.96501159668,23650.04164123535,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:8)_FA 18:0,TAG,40106.322677612305,36361.762268066406,36549.662338256836,36643.44255065918,39283.50274658203,42799.92280578613,26831.36215209961,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:8)_FA 18:1,TAG,62928.02439880371,71053.1242980957,56850.384841918945,68756.98583984375,69111.14437866211,83043.60549926758,29437.34210205078,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:8)_FA 18:2,TAG,67102.20440673828,132445.94952392578,63566.86395263672,56827.14440917969,77130.06494140625,80875.44659423828,36622.68264770508,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:8)_FA 20:0,TAG,28993.181930541992,30963.042221069336,26796.362098693848,37472.80239868164,38237.062744140625,29816.942085266113,21755.14144897461,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(56:8)_FA 20:4,TAG,107498.0687866211,140425.19064331055,134440.11279296875,98856.6674194336,152536.5343322754,121386.8489074707,64226.30374145508,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:0)_FA 16:0,TAG,35859.22296142578,33464.581970214844,35119.78260803223,38114.6025390625,41809.54312133789,55975.62414550781,64420.96368408203,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:0)_FA 16:1,TAG,78914.44436645508,62190.484786987305,51069.64334106445,53225.8642578125,73933.9242553711,59974.52487182617,19020.741256713867,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:0)_FA 18:0,TAG,96304.06689453125,93237.38781738281,103153.18757629395,91567.7466430664,97682.48794555664,106857.96771240234,122829.93090820312,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:0)_FA 18:1,TAG,27428.66195678711,29639.80210876465,24593.48151397705,28950.921875,30174.281967163086,28174.421867370605,22646.84157562256,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:0)_FA 18:2,TAG,19849.38144683838,20811.401573181152,17962.44123840332,23096.101638793945,23700.881622314453,16841.701179504395,18108.541038513184,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:0)_FA 20:0,TAG,25965.62191772461,26248.461883544922,22054.501472473145,28103.40203857422,29346.442092895508,31089.302276611328,20233.001373291016,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:0)_FA 20:4,TAG,27926.00170135498,29259.14207458496,25157.561595916748,48613.02300262451,37241.862464904785,38656.2825012207,16751.601188659668,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:1)_FA 16:0,TAG,23699.021713256836,24341.941802978516,21314.541473388672,25689.16192626953,29278.022033691406,29388.302474975586,19112.701416015625,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:1)_FA 16:1,TAG,35512.68212890625,37086.843170166016,38209.52275085449,39073.52264404297,44418.503509521484,53217.82395172119,64025.38471984863,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:1)_FA 18:0,TAG,31335.202117919922,26003.40184020996,24148.22176361084,28479.742126464844,36998.622497558594,38859.00326538086,24704.081512451172,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:1)_FA 18:1,TAG,101196.70825195312,116147.22952270508,110449.12971496582,112015.96960449219,110151.10565185547,118829.86987304688,90254.94714355469,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:1)_FA 18:2,TAG,25990.901985168457,27299.881866455078,25219.281867980957,28051.441787719727,30445.98193359375,31967.902534484863,22933.141540527344,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:1)_FA 20:0,TAG,21641.22141265869,26390.16202545166,22993.3016204834,26124.40187072754,26465.06214904785,24352.121688842773,21224.28151702881,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:1)_FA 20:4,TAG,22160.52149963379,19070.001342773438,17870.781288146973,20259.42144012451,19558.421463012695,20051.361358642578,18212.781127929688,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:10)_FA 16:0,TAG,24515.721794128418,28712.78204345703,20837.381492614746,21799.38153076172,24338.90200805664,23550.721771240234,18443.961318969727,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:10)_FA 16:1,TAG,24382.701736450195,25808.482025146484,22529.241569519043,22126.62139892578,23951.341583251953,24513.381538391113,18418.02131652832,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:10)_FA 18:0,TAG,33053.542083740234,31428.40234375,25607.401710510254,41191.24327850342,40570.80290222168,49021.844383239746,19410.981323242188,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:10)_FA 18:1,TAG,26641.48161315918,24074.741897583008,23539.66160583496,27418.162002563477,27169.901824951172,28580.30200958252,23109.001846313477,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:10)_FA 18:2,TAG,60697.92468261719,41070.22302246094,46840.32292175293,63931.824951171875,48827.983337402344,53029.02345275879,30040.742401123047,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:10)_FA 20:0,TAG,21023.481620788574,23134.621658325195,19756.081466674805,20881.421508789062,21849.941528320312,21397.62156677246,21278.34136199951,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:10)_FA 20:4,TAG,36902.70262145996,32519.781951904297,31983.942489624023,30700.342163085938,35308.522857666016,34241.00199890137,22864.701446533203,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:2)_FA 16:0,TAG,22490.92172241211,25079.241821289062,20693.401473999023,22541.44162750244,27334.72203063965,23767.601593017578,20092.02130126953,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:2)_FA 16:1,TAG,25393.08184814453,22202.961486816406,20821.42148590088,24026.401611328125,26215.04168701172,32486.162483215332,17906.241302490234,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:2)_FA 18:0,TAG,33161.18249511719,31096.84259033203,26400.782234191895,32704.92250061035,37445.56265258789,41653.62289428711,40114.6630859375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:2)_FA 18:1,TAG,29157.502075195312,25967.781784057617,31449.862228393555,30812.422149658203,35633.08200073242,38212.5827331543,24592.201873779297,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:2)_FA 18:2,TAG,100422.58676147461,113108.66952514648,114899.40854644775,114083.34765625,113753.9680480957,118013.46801757812,88038.02629089355,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:2)_FA 20:0,TAG,27465.781867980957,28616.482009887695,22960.661712646484,26567.321517944336,26685.98191833496,26167.82208251953,16193.260990142822,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:2)_FA 20:4,TAG,48331.663513183594,48198.48309326172,39427.70315551758,48038.983459472656,48927.24346923828,43023.92297363281,41615.88311767578,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:3)_FA 16:0,TAG,30836.48203277588,28523.182388305664,23884.302032470703,32704.462867736816,30275.241989135742,34826.60223388672,36640.90299987793,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:3)_FA 16:1,TAG,20648.161529541016,26127.161895751953,20297.88144683838,21059.781463623047,27886.44204711914,23265.5018157959,18222.901443481445,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:3)_FA 18:0,TAG,32865.26239013672,28956.461837768555,22675.321716308594,27200.26203918457,27700.622146606445,26049.64192199707,19471.501426696777,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:3)_FA 18:1,TAG,31284.60171508789,32873.882736206055,31116.32225036621,36840.36255645752,38686.2629699707,35778.88252258301,50040.80330657959,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:3)_FA 18:2,TAG,28273.781967163086,29315.56182861328,31049.622428894043,35965.822265625,36729.022872924805,39057.76290130615,22438.6014251709,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:3)_FA 20:0,TAG,22416.561408996582,25468.721603393555,19249.1614112854,19508.881462097168,21915.921703338623,21435.28175354004,17507.061416625977,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
TAG(58:3)_FA 20:4,TAG,33090.94223022461,38249.40246582031,29799.342002868652,32734.981811523438,36456.16272735596,34618.78212738037,38252.98287963867,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
