Lipid,Class,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
TAG(50:4)_FA 18:2,TAG,170426.2109375,373858.2473144531,424215.5666503906,183860.83374023438,259013.77868652344,309394.08544921875,385415.583984375,127309.08911132812,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:0)_FA 16:0,TAG,158434.09204101562,181485.65307617188,183773.15234375,139745.70947265625,154321.23095703125,161895.11181640625,176356.29174804688,117571.30859375,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:0)_FA 16:1,TAG,38350.902740478516,42725.8828125,42092.78288269043,36086.742584228516,34307.72216796875,41464.2028503418,40455.8630065918,28469.58221435547,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:0)_FA 18:0,TAG,300363.5009765625,365023.38525390625,403900.484375,266634.92138671875,292742.46240234375,333824.14306640625,327175.703125,235985.79833984375,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:0)_FA 18:1,TAG,61348.024658203125,63273.364196777344,70228.40545654297,52887.66387939453,51699.32336425781,60770.404357910156,61122.78381347656,45804.143493652344,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:0)_FA 18:2,TAG,29994.92219543457,26106.161666870117,23647.26166534424,21766.381439208984,23244.481704711914,27066.881797790527,23180.241554260254,23511.881927490234,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:0)_FA 20:0,TAG,68358.14483642578,78648.265625,97184.68667602539,58949.06478881836,73550.48565673828,77008.4857788086,73791.7857055664,46022.583251953125,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:0)_FA 20:4,TAG,24549.121879577637,23962.3818359375,21053.061462402344,21074.18145751953,28866.881958007812,23267.141777038574,20026.081428527832,17294.401275634766,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:1)_FA 16:0,TAG,83871.30572509766,137687.7095336914,180498.03088378906,88401.34600830078,102741.18780517578,111438.70785522461,131755.0909423828,36838.66278076172,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:1)_FA 16:1,TAG,157143.21142578125,187174.453125,201887.55346679688,143067.29052734375,159307.650390625,173699.79174804688,180309.37377929688,126673.42846679688,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:1)_FA 18:0,TAG,222722.25415039062,446893.54833984375,510872.24938964844,241074.8603515625,232994.13793945312,375907.8435058594,348531.6114501953,108766.12854003906,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:1)_FA 18:1,TAG,490359.494140625,577407.662109375,680849.98828125,444960.6103515625,478325.490234375,532085.736328125,566806.3388671875,378191.5263671875,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:1)_FA 18:2,TAG,61569.403869628906,62175.304138183594,71670.8052368164,54537.76385498047,57819.404541015625,62138.704528808594,64080.824127197266,47212.68347167969,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:1)_FA 20:4,TAG,21300.22134399414,19962.60167312622,19719.121208190918,15904.841190338135,17737.10118484497,20283.22145843506,17976.601470947266,18970.081588745117,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:1)_FA20:0,TAG,28922.101669311523,41234.703353881836,42454.72268676758,26303.60173034668,31535.54151916504,36717.10217285156,35772.44221496582,25316.082092285156,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:2)_FA 16:0,TAG,116000.48712158203,212729.75842285156,241348.91680908203,123922.00860595703,133135.7905883789,178237.95166015625,173126.97528076172,52272.263610839844,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:2)_FA 16:1,TAG,83587.86596679688,143942.63104248047,180689.87322998047,90789.62530517578,110757.34747314453,119475.02716064453,134005.63116455078,41600.56280517578,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:2)_FA 18:0,TAG,101019.20617675781,290407.30212402344,232776.0946044922,103048.90789794922,117730.98669433594,231612.0360107422,186158.0142211914,64860.944763183594,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:2)_FA 18:1,TAG,311382.70263671875,623399.8991699219,786854.5153808594,345975.14306640625,320359.38330078125,513281.6794433594,497078.1955566406,146284.83056640625,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:2)_FA 18:2,TAG,474282.271484375,576523.5234375,728729.818359375,455644.0927734375,532718.896484375,557451.0771484375,598956.0087890625,408352.490234375,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:2)_FA 20:0,TAG,23711.281616210938,27441.20196533203,25601.28207397461,20607.161418914795,23000.041625976562,24285.681732177734,23175.04165649414,21178.581508636475,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:2)_FA 20:4,TAG,24178.201629638672,22248.501419067383,21842.7216796875,18193.001167297363,19346.981163024902,22557.641746520996,18187.421409606934,18906.641372680664,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:3)_FA 16:0,TAG,68756.7846069336,160723.13412475586,142149.6911315918,82917.52606201172,64078.144775390625,144197.51123046875,116421.04748535156,29103.38217163086,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:3)_FA 16:1,TAG,116365.30834960938,218307.49908447266,245166.93560791016,126424.52960205078,140817.71020507812,188762.2950439453,189594.21026611328,52742.22393798828,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:3)_FA 18:0,TAG,30770.322296142578,71373.50550842285,49942.464111328125,31800.362426757812,35019.36247253418,63845.923889160156,44108.26333618164,21815.24156188965,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:3)_FA 18:1,TAG,148373.8516845703,409551.1950683594,332597.78088378906,155965.90893554688,173095.03186035156,329384.20703125,257755.03552246094,99616.96630859375,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:3)_FA 18:2,TAG,329998.58154296875,599616.3811035156,914686.416015625,380616.9064941406,440163.2136230469,527180.7751464844,596084.5637207031,189423.09497070312,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:3)_FA 20:0,TAG,23680.261825561523,21235.621669769287,18447.0411529541,15957.381252288818,18695.121284484863,19717.5415725708,18132.361251831055,21066.94174194336,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:3)_FA 20:4,TAG,34046.922912597656,35773.78318786621,48464.043632507324,32291.542083740234,28260.12208557129,38171.882820129395,36664.143005371094,22700.361526489258,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:4)_FA 16:0,TAG,291833.04205322266,296298.11993408203,386280.49267578125,343173.58142089844,92058.126953125,284087.3794555664,323881.74029541016,53743.843322753906,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:4)_FA 16:1,TAG,73786.80438232422,158688.51040649414,143914.12951660156,85240.986328125,60458.564208984375,144616.03085327148,107618.90676879883,33587.76235961914,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:4)_FA 18:0,TAG,23008.621490478516,25452.441970825195,20102.40138244629,17835.34112548828,20384.90135192871,24118.861923217773,20406.92169189453,16772.841339111328,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:4)_FA 18:1,TAG,35718.062744140625,90479.32730102539,61291.62432861328,36201.24234008789,39409.94290161133,75835.98518371582,59379.36462402344,21887.541458129883,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:4)_FA 18:2,TAG,185427.33129882812,403520.14404296875,411099.626953125,216289.29663085938,267215.2392578125,376592.431640625,355617.0876464844,143602.51147460938,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:4)_FA 20:0,TAG,22327.861373901367,17869.121406555176,18535.741333007812,16200.001190185547,23703.98163986206,18514.221340179443,16366.681133270264,16226.041065216064,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:4)_FA 20:4,TAG,167506.13159179688,244584.93408203125,371441.4104003906,181585.673828125,197768.59106445312,225464.07641601562,267310.7585449219,107901.12768554688,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:5)_FA 16:0,TAG,39267.82263183594,43819.643157958984,40849.02311706543,33693.7024230957,28952.362045288086,39809.822845458984,32474.50262451172,18274.68125152588,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:5)_FA 16:1,TAG,295840.76287841797,295879.681640625,370536.2312011719,341312.6061401367,89690.72607421875,282498.9182739258,307672.61798095703,50212.423400878906,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:5)_FA 18:0,TAG,39668.482971191406,45742.54328918457,38768.442878723145,34110.0029296875,30389.76190185547,40747.38285064697,30916.02210998535,23109.98175048828,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:5)_FA 18:1,TAG,22151.54133605957,22867.341506958008,22707.62173461914,21371.441440582275,20686.52149963379,23700.081619262695,21379.861434936523,17052.901161193848,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:5)_FA 18:2,TAG,39781.54293823242,81896.26510620117,68460.32516479492,39835.82295227051,47456.80360412598,83781.94519042969,60207.48392486572,30046.48207092285,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:5)_FA 20:0,TAG,22046.041381835938,20191.021614074707,20039.181274414062,17490.28148651123,22574.96134185791,25505.721908569336,18922.201332092285,18212.04126739502,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:5)_FA 20:4,TAG,69580.02502441406,141142.99060058594,169024.1089477539,75571.28497314453,97571.68548583984,126569.74993896484,154831.50805664062,53250.86358642578,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:6)_FA 16:0,TAG,40918.662536621094,43840.08361816406,45678.62356567383,40104.1630859375,36008.36260986328,41403.52294921875,42414.763122558594,27044.741943359375,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:6)_FA 16:1,TAG,41110.982849121094,48284.44351196289,42886.68354797363,33220.302154541016,34067.522453308105,39329.322692871094,41196.26329040527,19686.301383972168,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:6)_FA 18:0,TAG,27310.52195739746,30067.602020263672,30998.801971435547,22737.921508789062,25735.461753845215,27656.942092895508,24901.881797790527,19661.501358032227,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:6)_FA 18:1,TAG,45381.4637298584,51278.54330444336,37929.46241760254,37019.062561035156,31249.36220550537,43514.502532958984,34731.30239868164,25084.04136657715,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:6)_FA 18:2,TAG,28438.58197784424,27720.561737060547,29941.14192199707,22160.92137145996,24501.381637573242,29320.721923828125,23059.981475830078,24269.781951904297,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:6)_FA 20:0,TAG,38756.22282791138,46535.18362045288,36414.042976379395,29344.82213973999,34194.00304412842,41340.923137664795,34129.24175262451,19249.241325378418,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(52:6)_FA 20:4,TAG,71868.68505859375,105216.2080078125,109591.34704589844,75282.88525390625,81023.76489257812,98875.92657470703,103094.52740478516,56208.94396972656,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(54:0)_FA 16:0,TAG,41110.842864990234,51913.70341491699,51578.783935546875,40025.402976989746,36460.562744140625,45030.94320678711,51231.604431152344,24908.28192138672,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(54:0)_FA 16:1,TAG,46719.9231262207,46393.88299560547,51520.62300109863,32567.622634887695,32985.06201171875,41721.542892456055,38165.54246520996,55846.78286743164,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(54:0)_FA 18:0,TAG,198024.95288085938,227883.07495117188,244745.8388671875,180291.35107421875,196810.85375976562,218722.29760742188,218585.39453125,167375.23364257812,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(54:0)_FA 18:1,TAG,36569.902099609375,35597.28219604492,40388.4831237793,34065.402587890625,30981.702178955078,37544.862884521484,35245.90264892578,28295.441986083984,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(54:0)_FA 18:2,TAG,25819.72169494629,25503.081756591797,25336.801727294922,21278.641563415527,19546.721420288086,26851.08176422119,22756.28160095215,19930.74153137207,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(54:0)_FA 20:0,TAG,128066.38842773438,129408.36840820312,161584.55053710938,111170.40771484375,134810.98828125,133982.048828125,129501.60852050781,207440.69458007812,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(54:0)_FA 20:4,TAG,22943.4419631958,21048.341354370117,22270.581886291504,16789.221145629883,18374.721366882324,20390.401260375977,20522.701583862305,15270.841007232666,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(54:1)_FA 16:0,TAG,37747.44274902344,50855.64323425293,50168.90385437012,36288.46224975586,39048.002532958984,43280.82293701172,51364.12384033203,20897.961334228516,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(54:1)_FA 16:1,TAG,51772.08386230469,70523.70458984375,63620.684631347656,44632.08312988281,45438.60321044922,53916.824127197266,69849.36532592773,28184.80191040039,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(54:1)_FA 18:0,TAG,113902.50891113281,247289.85821533203,259115.49700927734,126001.52642822266,146971.5499267578,181986.3721923828,185623.62982177734,58759.14434814453,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(54:1)_FA 18:1,TAG,288859.93896484375,358750.0615234375,384628.97021484375,265205.0986328125,289784.66259765625,316311.1240234375,327556.9621582031,246692.72021484375,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(54:1)_FA 18:2,TAG,48462.50344848633,44597.30334472656,55870.70361328125,39113.20248413086,42713.003356933594,44068.363189697266,43784.08316040039,38056.022705078125,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(54:1)_FA 20:0,TAG,80341.7866821289,100954.00762939453,165362.3503112793,76236.52542114258,85750.76599121094,93418.26596069336,96644.42700195312,400722.0986328125,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(54:1)_FA 20:4,TAG,22712.521675109863,22661.021522521973,19111.581314086914,15947.921394348145,18593.361335754395,21530.701328277588,17493.361209869385,18336.181282043457,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(54:2)_FA 16:0,TAG,40767.423278808594,54999.643966674805,56586.36357116699,39819.86279296875,36587.36264038086,44683.203552246094,46783.38327026367,21361.941467285156,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(54:2)_FA 16:1,TAG,34263.38201904297,53607.56362915039,47515.64342498779,35259.86260986328,35718.40234375,43700.40333557129,50058.48321533203,21252.68148803711,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(54:2)_FA 18:0,TAG,218395.5548095703,508819.67810058594,517921.45959472656,227938.43432617188,286293.1201171875,417735.21240234375,346307.1442871094,108722.66784667969,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(54:2)_FA 18:1,TAG,128535.64733886719,273998.6813354492,300970.60040283203,145222.6498413086,160182.01220703125,205017.63317871094,216148.95965576172,67883.14465332031,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(54:2)_FA 18:2,TAG,284375.90185546875,327200.66552734375,376492.00732421875,266162.3359375,337104.26318359375,317557.58203125,333130.884765625,239677.51708984375,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(54:2)_FA 20:0,TAG,36992.122467041016,52142.343658447266,53625.94421386719,30042.162406921387,41260.66261291504,45085.803314208984,44137.80342102051,34607.30210876465,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(54:2)_FA 20:4,TAG,32036.90216064453,24711.881805419922,27889.50203704834,24956.621871948242,24210.001739501953,25696.741775512695,26610.96199798584,26022.621978759766,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(54:3)_FA 16:0,TAG,155057.06938171387,154834.3487854004,221196.67721557617,215735.4157409668,58438.98416137695,144079.39016723633,193666.67294311523,19306.281204223633,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(54:3)_FA 16:1,TAG,42563.98318481445,57692.56425476074,58545.363372802734,40391.962951660156,35207.68243408203,43922.64294433594,50094.02394104004,20439.481643676758,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(54:3)_FA 18:0,TAG,104234.1870727539,385792.06036376953,272545.7598876953,122967.84979248047,125736.54876708984,301239.97930908203,195664.73150634766,57040.364013671875,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
TAG(54:3)_FA 18:1,TAG,240492.05541992188,542129.6162109375,564504.8635253906,260649.73693847656,307030.19580078125,474908.7526855469,406569.8758544922,117903.888671875,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
