Lipid,Class,DOD100-M1-WT-cerebellum10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
TAG(58:1)_FA 16:0,TAG,23699.021713256836,24341.941802978516,21314.541473388672,23712.761749267578,20890.581520080566,24347.24186706543,19112.701416015625,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:1)_FA 16:1,TAG,35512.68212890625,37086.843170166016,38209.52275085449,39897.40295410156,35393.462646484375,37525.90270996094,64025.38471984863,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:1)_FA 18:0,TAG,31335.202117919922,26003.40184020996,24148.22176361084,30391.6826171875,25753.32179260254,31023.20175552368,24704.081512451172,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:1)_FA 18:1,TAG,101196.70825195312,116147.22952270508,110449.12971496582,105787.18670654297,102825.48812866211,115614.2684249878,90254.94714355469,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:1)_FA 18:2,TAG,25990.901985168457,27299.881866455078,25219.281867980957,26739.54200744629,25116.06192779541,24144.821731567383,22933.141540527344,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:1)_FA 20:0,TAG,21641.22141265869,26390.16202545166,22993.3016204834,23807.161582946777,25602.28189086914,21839.86155319214,21224.28151702881,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:1)_FA 20:4,TAG,22160.52149963379,19070.001342773438,17870.781288146973,18727.60149383545,21123.081466674805,18205.38106918335,18212.781127929688,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:10)_FA 16:0,TAG,24515.721794128418,28712.78204345703,20837.381492614746,22693.801414489746,22653.981567382812,22271.421600341797,18443.961318969727,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:10)_FA 16:1,TAG,24382.701736450195,25808.482025146484,22529.241569519043,25073.02170562744,18458.941177368164,20137.441513061523,18418.02131652832,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:10)_FA 18:0,TAG,33053.542083740234,31428.40234375,25607.401710510254,32570.922218322754,33347.74247741699,37399.4024810791,19410.981323242188,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:10)_FA 18:1,TAG,26641.48161315918,24074.741897583008,23539.66160583496,27283.32191467285,26148.761810302734,28879.201889038086,23109.001846313477,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:10)_FA 18:2,TAG,60697.92468261719,41070.22302246094,46840.32292175293,42534.18305969238,37789.92263793945,51131.884048461914,30040.742401123047,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:10)_FA 20:0,TAG,21023.481620788574,23134.621658325195,19756.081466674805,20486.861488342285,22371.561630249023,18452.061401367188,21278.34136199951,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:10)_FA 20:4,TAG,36902.70262145996,32519.781951904297,31983.942489624023,27753.02182006836,27201.301971435547,29708.32208251953,22864.701446533203,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:2)_FA 16:0,TAG,22490.92172241211,25079.241821289062,20693.401473999023,25581.081497192383,21232.7216796875,17778.961235046387,20092.02130126953,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:2)_FA 16:1,TAG,25393.08184814453,22202.961486816406,20821.42148590088,24204.581573486328,20853.881240844727,22279.481552124023,17906.241302490234,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:2)_FA 18:0,TAG,33161.18249511719,31096.84259033203,26400.782234191895,31300.462158203125,26088.041946411133,28114.262115478516,40114.6630859375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:2)_FA 18:1,TAG,29157.502075195312,25967.781784057617,31449.862228393555,30262.52165222168,28432.602157592773,34126.6424407959,24592.201873779297,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:2)_FA 18:2,TAG,100422.58676147461,113108.66952514648,114899.40854644775,100275.90893554688,100272.88745117188,117084.88931274414,88038.02629089355,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:2)_FA 20:0,TAG,27465.781867980957,28616.482009887695,22960.661712646484,24021.261589050293,23556.901809692383,27501.921630859375,16193.260990142822,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:2)_FA 20:4,TAG,48331.663513183594,48198.48309326172,39427.70315551758,48199.34307861328,52337.543029785156,44482.9626159668,41615.88311767578,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:3)_FA 16:0,TAG,30836.48203277588,28523.182388305664,23884.302032470703,30613.96216583252,25850.061637878418,25106.341766357422,36640.90299987793,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:3)_FA 16:1,TAG,20648.161529541016,26127.161895751953,20297.88144683838,23804.76153564453,22066.10154724121,21834.661499023438,18222.901443481445,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:3)_FA 18:0,TAG,32865.26239013672,28956.461837768555,22675.321716308594,27925.021797180176,24436.90168762207,25103.84210205078,19471.501426696777,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:3)_FA 18:1,TAG,31284.60171508789,32873.882736206055,31116.32225036621,33661.92224121094,31844.822463989258,33522.2819519043,50040.80330657959,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:3)_FA 18:2,TAG,28273.781967163086,29315.56182861328,31049.622428894043,29437.022216796875,27851.061782836914,33211.34248352051,22438.6014251709,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:3)_FA 20:0,TAG,22416.561408996582,25468.721603393555,19249.1614112854,19728.621536254883,20509.881523132324,19183.821292877197,17507.061416625977,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:3)_FA 20:4,TAG,33090.94223022461,38249.40246582031,29799.342002868652,33899.562408447266,36548.66290283203,40142.28337097168,38252.98287963867,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:4)_FA 16:0,TAG,21484.28160095215,19890.961456298828,17053.821113586426,20142.661682128906,17959.12126159668,15436.401229858398,16841.121200561523,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:4)_FA 16:1,TAG,28117.00213623047,28628.94206237793,23312.461456298828,33398.86218261719,26679.26156616211,23769.901733398438,33434.72286987305,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:4)_FA 18:0,TAG,28571.32209777832,38366.682624816895,21335.041648864746,25581.64178466797,26794.06216430664,26362.861907958984,19979.761276245117,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:4)_FA 18:1,TAG,30465.40251159668,27286.542121887207,22351.061515808105,28953.362228393555,27169.241958618164,27424.781814575195,21081.261459350586,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:4)_FA 18:2,TAG,32484.00230407715,35835.38269042969,31278.842262268066,36266.80271911621,36526.402923583984,36195.14237213135,48416.92386627197,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:4)_FA 20:0,TAG,32376.22232055664,32812.44255065918,24840.64192199707,23431.201461791992,29192.82175064087,28323.601943969727,18228.301162719727,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:4)_FA 20:4,TAG,24604.841705322266,24528.02198791504,23251.661571502686,25588.121810913086,25665.54180908203,25641.801803588867,22720.84147644043,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:5)_FA 16:0,TAG,22754.22169494629,23799.721435546875,18697.661170959473,24388.70179748535,21722.88165283203,17649.78108215332,19044.241424560547,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:5)_FA 16:1,TAG,21171.901565551758,24007.101776123047,15924.761123657227,20120.001403808594,18255.721282958984,16544.981163024902,15489.0609664917,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:5)_FA 18:0,TAG,44843.682708740234,60257.403411865234,31955.762287139893,30409.602157592773,30514.48223876953,36789.54260253906,26653.221435546875,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:5)_FA 18:1,TAG,30707.621978759766,39758.502380371094,21508.861656188965,24700.461822509766,27532.741844177246,25272.762100219727,21113.321350097656,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:5)_FA 18:2,TAG,31166.80256652832,30679.322120666504,27126.622131347656,24925.881713867188,27115.861724853516,28051.66192626953,21587.241622924805,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:5)_FA 20:0,TAG,31609.402603149414,24957.761672973633,28036.761810302734,23577.74154663086,28991.96206665039,26977.561714172363,15629.561134338379,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:5)_FA 20:4,TAG,27279.621871948242,27687.341918945312,29486.682189941406,24966.701766967773,25688.402053833008,25779.781742095947,26046.181648254395,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:6)_FA 16:0,TAG,24251.78200531006,24009.421661376953,20460.461349487305,24303.221588134766,22112.201553344727,21575.781677246094,18409.601150512695,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:6)_FA 16:1,TAG,22312.021514892578,25463.922134399414,17771.661170959473,26352.301879882812,21411.361434936523,18365.7211227417,18786.34154510498,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:6)_FA 18:0,TAG,101019.56646728516,218808.2528076172,66124.24398803711,46778.46337890625,59496.044830322266,52813.743476867676,23829.661499023438,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:6)_FA 18:1,TAG,35205.42182922363,60205.18389892578,32618.201919555664,30617.202117919922,28028.70216369629,33372.482261657715,32353.982498168945,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:6)_FA 18:2,TAG,33763.36282348633,37992.202728271484,22991.061393737793,27321.12190246582,26046.321983337402,27493.001922607422,21621.641510009766,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:6)_FA 20:0,TAG,35312.30294799805,32485.222579956055,30247.8819732666,27423.002075195312,29691.521942138672,27152.141830444336,22698.181579589844,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:6)_FA 20:4,TAG,32739.28221130371,40100.223083496094,28646.021369934082,29425.08209991455,28221.542114257812,28362.30194091797,21732.221466064453,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:7)_FA 16:0,TAG,36297.902252197266,32395.722381591797,34885.92218017578,37110.38250732422,31263.722106933594,33729.54211425781,27245.362030029297,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:7)_FA 16:1,TAG,26835.982208251953,22709.781730651855,21237.12133026123,23497.34181213379,21737.181442260742,21884.82144165039,18944.00106048584,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:7)_FA 18:0,TAG,54474.40408325195,61233.26388549805,45056.02328491211,44058.442962646484,40903.06301879883,42846.62307739258,23818.04160308838,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:7)_FA 18:1,TAG,66609.90460205078,186827.2128753662,62509.74417114258,46938.62368774414,46999.46337890625,46074.06311035156,36611.28298950195,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:7)_FA 18:2,TAG,36877.80224609375,58898.74380493164,31492.32221221924,29277.861724853516,33299.78257751465,34949.82215118408,31000.122283935547,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:7)_FA 20:0,TAG,51639.1442489624,63323.86585998535,64772.285583496094,61349.94403076172,75203.52473449707,88074.58633422852,23436.641555786133,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:7)_FA 20:4,TAG,27949.782192230225,31512.762435913086,25458.441696166992,22663.56153869629,24461.70188140869,24060.92169189453,17697.08115386963,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:8)_FA 16:0,TAG,34204.9225769043,36462.04275512695,30179.922073364258,35905.482482910156,31941.20245361328,35323.28271484375,33646.12242126465,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:8)_FA 16:1,TAG,37411.7428894043,33931.882232666016,34407.66244506836,37587.123123168945,32952.12210083008,32732.142211914062,24379.46174621582,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:8)_FA 18:0,TAG,49948.34359741211,41479.8630065918,44364.14389038086,46812.7628326416,39477.30258178711,41769.28282165527,28531.862182617188,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:8)_FA 18:1,TAG,44537.16279602051,58829.66442871094,52354.06332397461,44171.743423461914,40869.44284057617,45769.502990722656,29198.041931152344,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:8)_FA 18:2,TAG,65631.98498535156,194845.0531616211,60727.343322753906,46038.00338745117,50786.52290344238,51122.1438293457,34942.66258239746,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:8)_FA 20:0,TAG,36008.38243103027,34498.922302246094,28531.241737365723,29229.382247924805,31859.96206665039,28234.76210784912,27536.982162475586,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:8)_FA 20:4,TAG,35024.9026184082,37755.86308288574,29779.542388916016,30768.042526245117,34152.282135009766,32142.601936340332,17268.6810836792,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:9)_FA 16:0,TAG,25441.14176940918,24020.58159637451,21932.201667785645,22759.4415435791,22346.121864318848,20543.30136871338,19006.40135192871,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:9)_FA 16:1,TAG,36608.843032836914,37695.52279663086,32893.38188171387,37582.70219421387,34407.00225830078,36737.34210205078,34453.062576293945,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:9)_FA 18:0,TAG,28315.061950683594,24506.14178466797,22647.641799926758,27470.921966552734,23629.6817779541,24810.241928100586,21806.04155731201,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:9)_FA 18:1,TAG,54586.98350524902,43853.22250366211,45328.26284790039,42122.56315612793,45418.943771362305,49873.94371032715,30206.482177734375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:9)_FA 18:2,TAG,44587.30303955078,63279.16491699219,48731.4836730957,42040.342712402344,41561.20275878906,46155.92329406738,24124.42172241211,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:9)_FA 20:0,TAG,31748.84197998047,33475.34208679199,28549.601593017578,27816.202125549316,28349.86196899414,31009.76222229004,43628.22262573242,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(58:9)_FA 20:4,TAG,34569.342346191406,31899.682403564453,31395.46187210083,25897.921844482422,31083.16184234619,28876.922065734863,18858.701385498047,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(60:0)_FA 16:0,TAG,18762.32137298584,16656.381286621094,16676.561141967773,19819.801193237305,16266.621173858643,16935.30113220215,15923.341106414795,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(60:0)_FA 16:1,TAG,16064.201080322266,14174.100944519043,12566.720916748047,15450.420955657959,14365.7008934021,13718.461051940918,12940.440822601318,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(60:0)_FA 18:0,TAG,33236.08203125,34952.60237121582,36760.782974243164,42527.72361755371,37858.04271697998,40751.183280944824,103851.90665435791,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(60:0)_FA 18:1,TAG,17057.141082763672,20110.381454467773,17361.061111450195,20861.261562347412,19859.501392364502,17602.081253051758,18716.081329345703,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(60:0)_FA 18:2,TAG,16463.461311340332,18094.32134246826,15325.621002197266,16657.84117126465,14164.440929412842,14037.62088394165,14047.741180419922,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(60:0)_FA 20:0,TAG,111764.13143539429,111890.36525344849,135251.45168304443,135794.33156585693,133384.02709960938,113377.46604156494,107269.90867614746,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(60:0)_FA 20:4,TAG,15731.901187896729,16315.60111618042,14300.901111602783,16422.24122619629,15104.781070709229,15024.920997619629,18389.961143493652,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(60:1)_FA 16:0,TAG,17808.821319580078,16085.441123962402,15239.201194763184,17417.7013092041,15307.661026000977,17686.361236572266,14615.861053466797,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(60:1)_FA 16:1,TAG,19383.441535949707,17704.98133468628,14935.90098953247,19836.241493225098,17567.66136932373,17006.041221618652,17585.28122329712,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
TAG(60:1)_FA 18:0,TAG,24789.141487121582,18195.341339111328,20219.70125579834,22719.041690826416,19760.54151916504,22263.50164794922,19746.101196289062,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
