lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M4_Male_WT_cerebellum,FAD185_M4_Male_WT_cortex,FAD185_M4_Male_WT_diencephalon,FAD185_M4_Male_WT_hippocampus,FAD189_M3_Male_WT_cerebellum,FAD189_M3_Male_WT_cortex,FAD189_M3_Male_WT_diencephalon,FAD189_M3_Male_WT_hippocampus,DOD93_F4_Female_5xFAD_cortex,DOD94_F3_Female_WT_cortex,DOD94_F4_Female_5xFAD_cortex,FAD184_F3_Female_WT_cortex,FAD184_F4_Female_WT_cortex,Blank_Blank_Blank_Blank_Blank
LPI(22:1),0.2814545949060839,5.937608936582342,0.6948123844465499,0.404532317869874,0.9996459543607097,PI,142606.79052734375,181036.53100585935,141593.5693359375,132199.4892578125,183556.1735839844,293862.5603027344,196199.25463867188,186803.9541015625,132616.94885253906,118281.10815429688,156767.0712890625,151938.71166992188,140923.05017089844,126827.3486328125
LPI(22:2),-0.027704902506209543,4.775329390022369,0.006853505992694409,0.9340217771887679,0.9996459543607097,PI,70783.3442993164,81858.86584472656,71493.42465209961,60141.144287109375,70252.58547973633,90567.18670654295,82769.66589355469,97662.0867919922,78881.36532592773,52777.14343261719,84634.48583984375,84100.74578857422,76854.34518432617,29403.062118530277
LPI(22:4),0.018802729182312267,4.432115769357324,0.003148893086603266,0.9552501954776754,0.9996459543607097,PI,58444.50424194336,60359.044189453125,59530.22445678711,50938.143615722656,55291.963928222656,86596.26620483398,64512.74453735352,56440.6637878418,62444.9641418457,50607.0637512207,59267.72412109375,54363.12365722656,58970.14367675781,32802.56234741211
LPI(22:6),0.04937534912760486,5.999976540386069,0.021679055755612353,0.8829440951085943,0.9996459543607097,PI,162089.41131591797,191071.9930419922,154900.3309326172,148752.54986572266,136659.72875976562,292773.6824951172,224760.3349609375,157521.6514892578,166697.93212890625,165756.7706298828,167041.1322631836,142692.99053955078,183834.19500732425,110897.30786132812
LPS(12:0),0.026125164312855925,5.209587151556879,0.006076855376093704,0.9378644949806253,0.9996459543607097,PS,93387.16680908205,98277.666259765625,97320.44659423828,101580.10729980467,109465.12719726562,97501.7471923828,138660.3106689453,75487.26527023315,103556.00744628906,101951.42724609376,93633.36767578124,70136.64468383789,101161.36730957033,84633.40588378906
LPS(13:0),0.08025153634861706,5.20183931927151,0.05717001635366609,0.8110260856862714,0.9996459543607097,PS,93845.38659667967,98872.50646972656,91726.70666503906,99401.1671142578,99480.30725097656,109390.4072265625,122555.18908691406,93239.32591629028,94790.28698730467,93370.0263671875,87870.42565917969,81390.96591567993,93982.94665527344,91949.4072265625
LPS(14:1),0.13863370122404753,7.899965007129393,0.17004745143685795,0.6800696395351771,0.9996459543607097,PS,818670.96484375,686489.64599609375,635555.94140625,713688.87158203125,666409.56884765625,738607.4873046875,816499.33984375,518303.4955291748,727210.36181640625,595030.2861328125,667583.84423828125,377147.9683227539,644963.3017578125,364893.1059570313
LPS(16:1),0.057237143521778513,5.628967788572398,0.029119416236653706,0.8645036026966104,0.9996459543607097,PS,125064.62878417967,141822.310546875,132278.90856933594,121586.96862792967,137204.68969726562,146503.15112304688,167785.43139648438,135521.96965789795,146499.8701171875,134602.19006347656,132831.38940429688,81843.5251121521,134623.62829589844,99840.70703125
LPS(17:2),0.3835600202930123,5.12998809815593,1.2818167985278706,0.25756150547906853,0.9996459543607097,PS,225060.3560791016,82778.42596435547,77721.90490722656,79968.12567138672,87767.446533203125,112272.76733398438,100458.5867919922,80276.80517578125,85729.08630371094,79878.1255493164,68189.68487548828,67185.18467712402,81056.68566894531,74220.0849609375
LPS(18:1),0.33057074820862553,5.308477048517036,0.9554438925808881,0.328337461497435,0.9996459543607097,PS,97642.68701171876,91696.02667236328,96670.3466796875,122514.56774902344,138021.1492919922,195331.77325439453,123019.26904296876,99476.30783081056,105123.40698242188,93317.44635009766,82267.9057006836,56310.52422332764,117616.20874023438,66536.56427001953
LPS(18:2),0.040665427278254375,4.579953705816437,0.014711379703385319,0.9034609629350514,0.9996459543607097,PS,74618.32525634766,66142.46514892578,66397.9447631836,63298.62487792969,66035.62478637695,67490.90515136719,73448.28564453125,55189.54389572144,68781.38543701172,65830.60443115234,64046.74456787109,47248.80406951904,60363.3642578125,48057.46362304688
LPS(18:3),0.056858851817794154,4.471387501229224,0.02873477755790077,0.8653928685208486,0.9996459543607097,PS,64442.484375,58974.4642944336,61188.564208984375,57640.02429199219,58270.48431396485,67855.50469970703,65413.90441894531,56856.34426116943,60558.80432128906,60670.08386230469,58014.76428222656,45232.60316085816,54459.423278808594,49115.5032043457
LPS(20:0),0.051879326594731254,4.640606490248193,0.02392899336933857,0.8770657208978778,0.9996459543607097,PS,66576.9252319336,68689.30480957031,62814.86407470703,65595.144287109375,65577.86486816406,79634.96551513672,78317.28591918945,60093.72412109375,70207.18437194824,63855.60438537598,60390.30419921875,48908.583251953125,68545.86447906494,60208.72394561768
LPS(20:1),0.1124024138911545,5.521143760298367,0.11195037694869825,0.7379344921618965,0.9996459543607097,PS,139381.75,124387.09008026125,121553.10864257812,126421.42895507812,115452.74816894533,159709.77087402344,136700.54930496216,113977.60752105711,122527.26915359496,106540.54684066772,117063.34790039062,93850.28678894044,127376.36895751952,97257.40671157835
LPS(20:3),0.06309395402911765,4.598211328988703,0.03537045741092015,0.8508215018068541,0.9996459543607097,PS,66629.38507080078,72911.92495727539,57852.18411254883,74252.82550048828,55335.3840637207,69629.8851928711,79852.80569076538,61750.644454956055,69266.9254951477,63220.90476226807,61015.26403808594,45901.403018951416,65694.24488830566,52617.96396255493
LPS(20:4),-0.14075327242355262,3.944402529000926,0.17789113855559435,0.6731918616640419,0.9996459543607097,PS,36840.92272949219,46392.50342941284,33513.282455444336,40231.68277740479,41348.80285644531,47652.52340698242,45219.86307144165,36446.562450408936,63532.52460861206,30411.98215103149,58194.00375366211,26582.422004699707,36764.48281860352,30552.182189941406
LPS(21:0),0.04501613096252529,5.840817923242658,0.01802430819680012,0.8932012209593269,0.9996459543607097,PS,165813.03186035156,178469.6934814453,146654.73083496094,151607.4913330078,138212.29052734375,190828.73376464844,195118.01245117188,122692.96824645996,156935.5302734375,161012.34997558594,150775.25134277344,97307.16709136964,167619.55194091797,113976.40759277344
LPS(22:0),0.2955678884712821,5.336072873447645,0.765540788449016,0.3816000900315661,0.9996459543607097,PS,90057.24658203125,99164.26708984376,90209.44635009766,95220.26708984376,102461.86706542967,282104.38049316406,127001.56872558594,90727.04664230348,98373.34729003906,96766.14752197266,87550.08575439453,76071.82529830933,102357.14624023438,81659.765625
LPS(22:1),0.1137761814686762,5.943652480449575,0.11469588054023916,0.7348599985047216,0.9996459543607097,PS,150302.94970703125,168212.59252929688,149633.49060058594,166727.33166503906,151369.11096191406,210119.63427734372,172763.9716796875,199021.7148513794,133969.66943359375,121119.54870605467,154009.43041992188,143249.77016830444,196976.15380859372,144813.98962402344
LPS(22:2),0.065743035823287,4.446398733568839,0.038396933707957714,0.844648240502413,0.9996459543607097,PS,56459.32403564453,64335.14422607422,55052.3440246582,51680.38415527344,62112.32403564453,76935.54528808594,71263.085205078125,51880.443645477295,63451.48461914063,53733.963928222656,56801.804290771484,44135.62329864502,57197.64392089844,45866.30322265625
LPS(22:4),0.010686463876053749,4.813812348097483,0.001017614689999391,0.9745517400175756,0.9996459543607097,PS,83326.54541015625,85661.72570800781,76059.3052368164,76633.824951171875,68311.1449584961,79230.9853515625,85277.16491699219,71168.06544113159,79776.12591552734,72965.14447021484,81444.74597167969,54832.04358291626,78490.28509521484,52716.6439819336
LPS(22:6),0.019360972094841285,5.5670265524689215,0.0033387236003363796,0.9539225237532726,0.9996459543607097,PS,136980.1300048828,152526.85009765625,131261.46911621094,123757.24865722656,117024.66870117188,156598.3721923828,151031.4102783203,97317.74659347534,145526.4100341797,128173.32946777344,128615.13012695312,80005.66521072388,137186.38861083984,87399.2466430664
LPS(O-16:0),0.10900108567744725,6.396162674544745,0.10530040914864003,0.7455593366345873,0.9996459543607097,PS,210158.43286132807,213260.5954589844,213354.4553222656,193417.77490234372,247262.47802734372,217934.57495117188,296951.60107421875,295004.07943725586,237568.37744140625,178810.97143554688,213906.19653320312,189058.01343536377,223086.337890625,179513.71362304688
LPS(O-18:0),0.05712856362396388,7.433560705480285,0.029010142759943847,0.8647556198893425,0.9996459543607097,PS,406517.0729980469,490000.09228515625,493007.4479980469,526535.1003417969,514080.1943359375,579561.4230957031,600119.56298828125,375371.92735672,530648.6806640625,433666.3527832031,552038.9753417969,260930.71836853027,494349.232421875,244715.63598632807
LPS(O-20:0),-0.10937448444941243,0.012231346051638548,0.10702516747512991,0.7435566958778291,0.9996459543607097,PS,2665.6601943969727,3245.240222930908,2135.2001419067383,2292.460174560547,2482.000175476074,2318.960159301758,2303.3801498413086,3029.840244293213,3448.5002479553223,2917.0002098083496,2155.840156555176,2261.840160369873,2357.360164642334,2982.940196990967
LPS(P-16:0),-0.29465797230092383,5.231933407866483,0.7851060515586141,0.37558406260347016,0.9996459543607097,PS,89122.68713378906,88437.92694091797,84259.70587158203,87563.62579345703,89502.926513671875,112949.88854980467,103203.16705322266,72566.80497741699,157155.1707763672,127562.1885986328,91785.3663330078,62278.084800720215,90637.02587890624,112676.24792480467
LPS(P-18:0),0.076603754618207065,4.574951113047141,0.05209988199794674,0.8194487944023388,0.9996459543607097,PS,67977.204833984375,65513.70489501953,56123.26416015625,62389.58428955078,66999.024658203125,76309.26525878906,78425.62512207031,56765.364528656006,65027.84460449219,64050.20422363281,58086.78393554688,51541.52384567261,57510.66436767578,54120.14404296875
LPS(P-20:0),-0.3479768188649538,0.567592192964346,1.0957982282849912,0.2951900702453285,0.9996459543607097,PS,3490.0602836608887,3730.520278930664,2938.720203399658,3587.520278930664,4614.860294342041,2942.0001945495605,4364.540237426758,3353.760238647461,4896.820365905762,6986.340496063232,2871.6401977539062,2828.5201835632324,4262.980354309082,3378.480255126953
omega-linoleoyloxy-Cer(d18:0/26:0),-0.16940151716817684,4.086862616951023,0.257998184950594,0.6114987759100013,0.9996459543607097,Cer,25170.661853790283,23438.14165496826,23756.32154846192,20072.821506500244,22710.141487121586,21507.001525878903,22763.90156936645,24138.62160873413,25616.341590881348,24577.201583862305,24659.52183914185,25312.281982421875,22060.341506958008,203341.87295532227
omega-linoleoyloxy-Cer(d18:0/28:0),-0.1545944920326241,1.979220878579651,0.2146397932709192,0.643154834880052,0.9996459543607097,Cer,9895.580684661863,8808.46064376831,9473.980716705322,10069.58069229126,9304.080585479736,9185.500595092772,8639.180698394775,9667.700653076172,11092.12086868286,9355.120609283447,9974.66077041626,9783.060653686523,9636.760704040527,15195.06105041504
omega-linoleoyloxy-Cer(d18:0/30:0),-0.11726116817853861,1.8016495181544294,0.1232555497536012,0.72553005907759,0.9996459543607097,Cer,7978.960594177246,7165.820507049561,7555.300552368164,8446.080612182617,8251.88052368164,8872.920669555664,8553.300594329834,9076.440643310549,8173.800579071045,9046.640678405762,8461.220626831055,8439.120628356934,8281.780612945557,14667.620876312256
omega-linoleoyloxy-Cer(d18:0/31:0),-0.06714867953216985,1.6781068311203209,0.040315916818173037,0.840864159771228,0.9996459543607097,Cer,8012.960559844971,8511.480640411377,8783.200634002686,8545.240634918213,7620.240558624268,7589.560565948486,8176.280570983887,7592.220607757568,8389.520523071289,8322.500602722168,8318.320568084717,7198.500503540039,8074.480541229248,10269.740734100342
omega-linoleoyloxy-Cer(d18:0/32:0),-0.13522589090866213,1.7023963872461791,0.16405373758018982,0.6854514334713312,0.9996459543607097,Cer,8163.3205490112305,9151.940628051758,7510.880512237549,7674.640560150146,8517.660663604736,7783.360569000244,7909.960590362549,6760.020492553711,7790.0205574035645,8429.300594329834,8128.520530700684,8484.380546569824,8206.340557098389,11941.180839538574
omega-linoleoyloxy-Cer(d18:0/33:0),-0.12919784034522797,1.6523518696140653,0.14970657593949488,0.6988159226491564,0.9996459543607097,Cer,7068.440525054932,9133.04061126709,8881.380588531494,7959.560649871826,7191.740539550781,7359.700531005859,6974.980503082275,7017.940460205078,7581.340534210205,8085.880588531494,8085.3005027771,7273.880527496338,8835.700626373291,11156.840755462646
omega-linoleoyloxy-Cer(d18:0/34:0),-0.02435347997776138,1.6615218866303343,0.005291282508068207,0.942012060704122,0.9996459543607097,Cer,7886.780578613281,7197.220485687256,8570.240707397461,7835.780506134033,8530.420600891113,8256.7005615234375,8398.000621795654,8408.600540161133,8931.1806640625,7283.440521240234,8086.560550689697,8843.840633392334,6192.140419006348,9813.820762634276
omega-linoleoyloxy-Cer(d18:1/26:0),-0.05144365971995685,1.6743577247355281,0.023637461769492774,0.8778109639155711,0.9996459543607097,Cer,5710.720417022705,5851.020389556885,5376.580360412598,6001.920398712158,6818.260475158691,6517.68045425415,5768.220409393311,5633.24036026001,6270.860408782959,6060.360446929932,5147.800365447998,5850.040435791016,5957.280429840088,26717.66234588623
omega-linoleoyloxy-Cer(d18:1/27:0),-0.07293587256666399,1.2039048240778079,0.047562073128407434,0.8273610875549797,0.9996459543607097,Cer,5532.500389099121,5906.740375518799,5615.120433807373,5553.140342712402,5463.320392608643,5812.84041595459,5584.860366821289,4445.200286865234,5242.760395050049,5662.900375366211,4675.920303344727,5236.040420532227,6412.36047744751,10171.120719909668
omega-linoleoyloxy-Cer(d18:1/28:0),-0.13507931822218183,1.131047043361347,0.16363085976897196,0.685835436054205,0.9996459543607097,Cer,5131.260383605957,4572.760307312012,5310.920372009277,6425.740451812744,4986.38032913208,5304.54040145874,3992.340263366699,4803.500358581543,4282.160285949707,6103.160438537598,5153.940376281738,5299.620338439941,5618.300415039063,9640.820655822754
omega-linoleoyloxy-Cer(d18:1/29:0),-0.2640184240227058,0.9603657408314062,0.6287610319361788,0.4278101399886301,0.9996459543607097,Cer,4414.760311126709,4817.480339050293,4658.100296020508,4637.880302429199,4548.1203536987305,4342.720291137695,4510.180305480957,4068.040294647217,6085.080375671387,5301.220390319824,4805.700332641602,4719.400341033936,4757.020343780518,7571.480571746826
omega-linoleoyloxy-Cer(d18:1/30:0),-0.019643274868388922,1.0201921827741935,0.003439749505922407,0.9532313806150918,0.9996459543607097,Cer,4099.340259552002,5458.0003662109375,4324.7803382873535,5044.800338745117,6133.140434265137,4008.880283355713,4367.620288848877,4232.000301361084,4496.3203201293945,5270.220375061035,5063.680366516113,3891.000286102295,3927.68030166626,10168.9806098938
omega-linoleoyloxy-Cer(d18:1/31:0),-0.07213954837724226,0.984391996096595,0.046516647310838266,0.8292393878876831,0.9996459543607097,Cer,4953.1403465271,4745.32035446167,4472.620288848877,4287.300308227539,4444.000335693359,4692.000350952148,4365.30029296875,4243.820308685303,4631.580314636231,5553.580432891846,4128.100318908691,4351.560317993164,3768.660289764404,10113.140518188477
omega-linoleoyloxy-Cer(d18:1/32:0),0.014484416584838906,0.8683280220137263,0.0018666640463769202,0.9655381929922644,0.9996459543607097,Cer,5177.84037399292,4589.460285186768,4272.540287017822,4265.300285339356,4660.840358734131,4357.560283660889,4197.980285644531,3824.8002967834473,3389.820255279541,4559.480316162109,4411.200290679932,4497.160301208496,3707.440250396729,8242.940532684326
omega-linoleoyloxy-Cer(d18:1/33:0),0.03845696182388858,0.7190739729656928,0.013140489380745635,0.908736835455254,0.9996459543607097,Cer,5112.500370025635,4229.280277252197,3561.2202529907227,4310.620296478272,3700.720275878906,4072.6602745056152,3165.040256500244,5082.600311279297,3906.880241394043,3974.440280914306,4474.9003257751465,3700.480255126953,3230.1202430725098,6084.100444793701
omega-linoleoyloxy-Cer(d18:1/34:0),-0.005440523703680794,0.6444687326574529,2.6360509485812145e-4,0.9870461793028474,0.9996459543607097,Cer,4382.680313110352,5234.180358886719,4218.140293121338,4624.940341949463,2934.2001991271973,3887.620273590088,3575.600254058838,3227.7202186584477,3725.1202545166016,3409.5202445983887,3964.820285797119,3827.780277252197,4081.300262451172,5265.760425567627
omega-linoleoyloxy-Cer(d18:2/30:0),-0.09204072714430026,1.88628159151577,0.07584823053642253,0.7830046616959255,0.9996459543607097,Cer,7667.920581817627,10289.02072906494,9305.060726165771,9962.500663757324,9192.76071548462,7827.620559692383,9152.380722045898,9947.340721130371,9767.82071685791,9421.000637054443,9001.260627746582,9668.46074295044,8633.840644836426,12613.620910644531
omega-linoleoyloxy-Cer(d18:2/31:0),-0.09744911927019052,1.3200371049793043,0.08501948577526974,0.7706069961169765,0.9996459543607097,Cer,6137.420448303223,7000.120441436768,5239.080341339111,6195.400447845459,5628.180438995361,6144.440441131592,5590.480396270752,6743.700496673584,5983.880470275879,6130.960468292236,5949.88041305542,6121.04040145874,6665.000465393066,9447.300746917725
omega-linoleoyloxy-Cer(d18:2/32:0),-0.11785466468988508,1.6253963015125727,0.1245022533530431,0.7242018203472798,0.9996459543607097,Cer,7439.080497741699,8796.800651550293,8015.26057434082,6997.620513916016,7823.820579528809,6949.860431671143,7521.720497131348,7074.060474395752,8532.300624847412,7941.740550994873,7592.400512695312,7616.960544586182,7220.620555877686,11079.10073852539
omega-linoleoyloxy-Cer(d18:2/34:0),-0.18735222868537013,1.3969057561854765,0.3156351815818397,0.5742426245514101,0.9996459543607097,Cer,7856.60054397583,7214.680503845215,6441.420520782471,6125.460437774658,5051.28031539917,6566.920463562012,5912.000415802002,5876.240428924561,7336.740478515625,8350.180583953857,5724.740375518799,6719.98046875,6090.000461578369,9230.960613250732
omega-linoleoyloxy-Cer(d19:0/28:0),0.08638636578532399,3.9611765042058504,0.06617509057740989,0.796989496698799,0.9996459543607097,Cer,9828.920753479004,8504.260593414307,8325.40064239502,6951.12047958374,7566.080520629883,6644.6204261779785,8786.200660705566,7707.90051651001,7871.140571594238,6997.960548400879,8330.60062789917,6482.920467376709,6170.9404296875,292982.6442718506
omega-linoleoyloxy-Cer(d19:0/34:0),0.006224445889301145,3.3803607516744525,3.4501108041240514e-4,0.9851805662052205,0.9996459543607097,Cer,6769.400501251221,5348.440410614014,6199.020427703857,5225.800411224365,5630.700420379639,6116.860439300537,6864.580528259277,7407.220600128174,5563.820369720459,4554.880336761475,8722.4206199646,5282.920421600342,5193.900375366211,188728.65522766116
omega-linoleoyloxy-Cer(d19:1/34:0),0.0016044027423002256,0.7099369028232929,2.2917529804544756e-5,0.996180361122528,0.9996459543607097,Cer,3996.0802879333496,4915.040313720703,4260.6003074646,3781.520294189453,3582.4802474975586,3993.580322265625,4773.160362243652,4558.340286254883,3863.7202644348154,4472.920265197754,4361.060276031494,3609.880260467529,3609.120265960693,5305.840312957764
omega-linoleoyloxy-Cer(d20:1/34:0),-0.1435638313339265,2.999229671158444,0.18506361652947578,0.6670572831338167,0.9996459543607097,Cer,20020.241493225098,19567.54144668579,19544.96145248413,20411.8614654541,21263.781414031982,17997.20110321045,19356.661293029785,20110.281448364258,20475.601543426517,20994.96145248413,21165.54158782959,19941.441471099857,21347.401473999023,25501.64182281494
omega-linoleoyloxy-Cer(d21:0/33:0),0.05088671115846476,1.2773558749337461,0.02300234264094314,0.8794509806134667,0.9996459543607097,Cer,6084.000453948975,6550.000453948975,7008.620491027832,4921.140350341797,5794.42041015625,6525.1404457092285,6089.220455169678,5888.380382537842,6219.660461425781,5055.960411071777,5661.1804122924805,5793.22038269043,5121.260345458984,9729.600570678713
omega-linoleoyloxy-GlcCer(d18:1/30:0),-0.10730941219592845,0.3349739310326929,0.10305329499434768,0.74819587834486,0.9996459543607097,Cer,4181.880302429199,3010.3602256774902,3658.920246124268,2727.2801971435547,3168.880210876465,2483.8001747131348,2673.7601737976074,3071.560203552246,3326.2402381896973,3313.6602478027344,3085.8602142333984,2957.2802238464355,3325.7402381896973,4253.8203125
PC(10:0)|LPC(11:0),-0.06849274130790038,5.051407714596244,0.041976579977017536,0.8376644216862099,0.9996459543607097,PC,84582.20574951172,82962.1255493164,92251.167236328125,92349.16534423828,97411.505859375,80546.92468261719,81763.10614013672,116401.80853271484,80757.12561035156,89380.60577392578,98184.20697021484,99818.967041015625,87561.22625732422,45321.36334228516
PC(12:0)|LPC(13:0)|LPC(O-14:0),-0.028173929284177442,4.078916713904505,0.007087306200446619,0.9329084375919136,0.9996459543607097,PC,45606.00286865234,41802.44299316406,44801.50323486328,44912.72296142578,40564.50271606445,48836.82342529297,49012.403259277344,47935.66326904297,41489.76300048828,45901.34313964844,47575.86318969727,38903.68283081055,45543.62310791016,38026.90274047852
PC(12:4),-0.04293148024121357,4.515106486220331,0.01646973598940349,0.8978842881383182,0.9996459543607097,PC,60814.28497314453,63300.04498291016,61099.08483886719,60098.32415771485,56689.803771972656,61540.14416503906,66477.38427734375,63246.023986816406,59735.66473388672,61724.44451904297,63345.20458984375,54242.54370117188,61684.38446044922,48748.52325439453
PC(14:0)|LPC(15:0)|LPC(O-16:0),0.10319134907246445,4.3120685284445015,0.09439799581292618,0.7586587465312247,0.9996459543607097,PC,52629.423400878906,51151.56359863281,47650.38342285156,52782.28405761719,53195.14385986328,68363.14440917969,59761.723571777344,66379.80474853516,46470.76330566406,50756.22314453125,51896.84344482422,44185.36340332031,55727.44415283203,36015.7024230957
PC(16:0)|PC(O-17:0)|LPC(O-18:0),-0.2608137055467135,4.993942325495518,0.6142144275954706,0.43320540200497487,0.9996459543607097,PC,64183.50451660156,94225.20739746094,85117.90637207031,71939.44525146484,91148.9263305664,87211.0654296875,86982.64581298828,91919.96673583984,126585.98873901369,66319.50421142578,92705.38659667967,87640.90661621094,107924.1473388672,41837.923095703125
PC(19:0)|LPC(20:0)|PC(O-20:0),-0.36424685389792294,6.8397947520230495,1.2031998301308704,0.2726830720516314,0.9996459543607097,PC,222797.6572265625,381544.9458007813,319239.18212890625,300251.1026611328,233109.27758789065,339163.3272705078,315029.0012207031,328878.0623779297,416263.6502685547,320434.2023925781,422894.2885131836,301324.85791015625,400455.0267333984,57050.34393310547
PC(20:0)|LPC(21:0)|PC(O-21:0),0.039353035315840515,9.885259933435545,0.013779366687231231,0.9065545365668211,0.9996459543607097,PC,2144079.8627929688,2516571.344238281,2849070.467773437,2790065.6447753906,2561620.420410156,3406670.202392578,3198248.262451172,3320713.591796875,2645064.2075195312,2461328.31640625,3232264.310546875,1522991.1577148438,3353741.9213867188,186638.75646972656
PC(20:1)|PC(O-21:1),0.03588075215825844,9.849487853658117,0.011457197204435943,0.9147585969882054,0.9996459543607097,PC,2113315.9038085938,2456392.4760742188,2782321.712036133,2710286.409423828,2478084.438720703,3262428.0739746094,3103624.9091796875,3286528.1478271484,2562560.114013672,2405378.2690429688,3183286.8012695312,1473443.4240722656,3282785.4501953125,185995.37353515625
PC(20:4)|LPC(21:4),0.008019147143060392,9.71491215664612,5.731493001803756e-4,0.9809000398836928,0.9996459543607097,PC,1812731.1240234373,2292277.965576172,2474430.3786621094,2546284.7268066406,2135770.620361328,2992889.45703125,2805950.9995117188,3009367.8618164062,2396884.7553710938,2202644.770263672,2971575.791748047,1338469.5336914062,2995213.5678710938,167524.0714111328
PC(21:0)|LPC(22:0)|PC(O-22:0),-0.31350036065184017,6.962348547318272,0.8894663953815325,0.3456219506471455,0.9996459543607097,PC,345440.2629394531,379775.6437988281,337138.5634765625,241874.37573242188,378296.2885742188,282354.9182128906,426516.4143066406,245597.9970703125,470442.6096191406,317576.6037597656,375097.8640136719,381949.3276367188,383415.087890625,143565.66943359375
PC(21:1)|LPC(22:1),-0.3191788098691776,6.92609476574921,0.9221965492465642,0.33689889037536214,0.9996459543607097,PC,348432.0852050781,379035.0041503906,323754.38623046875,233968.91870117188,379120.6252441406,265389.478515625,407751.46875,236982.63403320312,459251.2165527344,309137.4606933594,361609.2038574219,376707.8469238281,383766.5070800781,132109.9892578125
PC(22:0),-0.1939385099410824,10.113554773582575,0.33862043311819434,0.5606266184886104,0.9996459543607097,PC,3266668.7204589844,3003446.936523437,3582096.779296875,3554628.092773437,3293150.992675781,2138261.5673828125,2412463.18359375,3554114.2106933594,3280426.8627929688,3380154.7939453125,3756876.123046875,3545898.803222656,3060141.030273437,98047.44714355467
PC(22:1),-0.20154721998194666,9.265757491512506,0.3658388965704944,0.5452812090008312,0.9996459543607097,PC,1811845.410888672,1629733.6245117188,1989908.70703125,1916914.8725585935,1808678.6433105469,1212431.7705078125,1416757.615234375,1944850.131958008,1782454.3083496094,1869939.1118164065,2136853.821533203,1950957.370361328,1718454.61328125,94402.546142578125
PC(24:0),-0.1406435020229176,6.7500825630027474,0.17763423631367914,0.6734142730473676,0.9996459543607097,PC,312364.47985839844,303019.46142578125,313790.0998535156,303967.8420410156,282571.92108154297,295916.06091308594,304394.7598876953,294459.2780151367,315390.50036621094,346392.74169921875,328209.38330078125,289772.4185791016,293420.9208984375,79364.28533935547
PC(25:0),-0.1494269271462358,7.317111312400185,0.20059986514638695,0.6542370872442277,0.9996459543607097,PC,462097.9302978516,456979.6752929688,467391.8566894531,475062.8107910156,410601.32958984375,429958.2109375,437126.1135253906,422438.5247192383,483722.0576171875,538758.6787109375,471391.8328857422,420995.8732910156,426115.4072265625,115220.46899414062
PC(26:0),-0.1915686157226642,7.271846904088352,0.33035527453557734,0.5654499644120431,0.9996459543607097,PC,431898.3489990234,436693.8099365234,450173.87341308594,431353.3907470703,375675.1896972656,401731.8513183594,433619.5516357422,406978.2686767578,496432.15588378906,532986.9744873047,468426.16986083984,385808.5485839844,395563.0321044922,157607.41381835938
PC(26:1),-0.21743065865433198,7.234150691375177,0.42607608286743925,0.513920662853942,0.9996459543607097,PC,421346.6466064453,436590.7294921875,429144.7307128906,423554.0703125,361477.2053222656,381593.53125,419920.451171875,390385.2264404297,477716.1315917969,535693.0612792969,458816.0764160156,396498.0478515625,376696.92822265625,147219.57196044922
PC(27:0)|PC(O-28:0),-0.2007697196222891,7.730212641375625,0.36300646783092816,0.5468412428922322,0.9996459543607097,PC,547333.53857421875,597175.0085449219,598820.3059082031,588731.5592041016,497897.0870361328,550060.75439453125,637184.5955810547,573401.24267578125,695512.9981689453,760967.4562988281,644618.7041015625,515344.908569336,507240.0563964844,244743.81689453125
PC(27:1)|PC(P-28:0),-0.19631698238114162,7.6432618056413775,0.34701209000741073,0.5558094062449453,0.9996459543607097,PC,517020.4559326172,548832.10302734375,570281.23974609375,544715.7918701172,459237.3923339844,529249.23486328125,601140.1558837891,550501.6993408203,652941.8599853516,727474.9923095703,606114.1844482422,479849.712890625,464090.5534667969,237008.29583740237
PC(28:0)|PC(O-29:0),-0.19624916940990159,7.9547344119637735,0.34677201362137566,0.5559461273917045,0.9996459543607097,PC,664949.4892578125,689860.26904296875,707574.611328125,678408.0065917969,566808.99755859375,611952.841796875,759736.033203125,672280.673828125,819408.1805419922,912646.259765625,744524.2457275391,586468.9411621094,567206.0983886719,304165.765625
PC(28:1)|PC(P-29:0),-0.18400701928439503,7.933658540649342,0.3046851365525072,0.5809600599892526,0.9996459543607097,PC,643076.05029296875,679615.974609375,691512.11474609375,684005.8903808594,563318.23486328125,615817.3640136719,746968.2806396484,662262.7862548828,806633.0324707031,885687.8186035156,733385.95361328125,576134.7834472656,555648.4189453125,304384.4997558594
PC(28:2),-0.16215278958165433,7.874433604939939,0.23636664827063214,0.6268427175095619,0.9996459543607097,PC,627018.6494140625,640766.810546875,675417.7442626953,655977.33837890625,546825.16064453125,626231.9895019531,702874.1960449219,642462.44482421875,767451.4317626953,829432.5037841797,691553.4527587891,559892.201171875,544472.44091796875,279998.5812988281
PC(29:0)|PC(O-30:0),-0.20357775726414706,8.065459473354418,0.37328048736890196,0.5412215290693754,0.9996459543607097,PC,712401.7515869141,733319.44384765625,759769.9681396484,735494.33935546875,599353.9304199219,684369.8820800781,827017.2861328125,707057.7517089844,914279.4600830078,985128.9150390624,821948.9812011719,629631.6063232422,574414.5584716797,340359.34765625
