lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_diencephalon,DOD94_F4_Female_5xFAD_diencephalon,DOD94_F3_Female_WT_diencephalon,FAD184_F3_Female_WT_diencephalon,FAD184_F4_Female_WT_diencephalon,Blank_Blank_Blank_Blank_Blank
DG(34:1)_C16:0,2.5576602701630566,3.959191136180321,49.38868650169388,2.099529685886451e-12,3.387591148177789e-10,DAG,61643.865032196045,77225.28565216064,3103.980213165283,24690.48217773437,7621.42057800293,11391.08073425293
FA(19:2),-2.758319232846825,9.818071829878527,45.920848423673306,1.2312858684374946e-11,1.8920759511656165e-9,FA,286532.7585449219,696163.7755126953,4238821.603515625,1553321.5173339844,4488800.871582031,216946.63403320312
FA(17:6),-2.731282832762524,5.441485463237016,45.14394840424893,1.8307054416386246e-11,2.685312027349019e-9,FA,16950.581100463867,21211.00146484375,164998.77075195312,63715.44512939453,169056.8526611328,77384.78515625
[TG(44:1)]_FA14:0,2.423280624555609,6.849712844734893,44.623978192184495,2.387497247411878e-11,3.3497624423470137e-9,TAG,829676.2308349609,162166.31091308594,80961.34558105469,110537.42767333984,105404.28717041016,65254.60461425781
[TG(41:2)]_FA14:0,2.419965247673012,5.868395206326852,44.50578440306299,2.5360680450346098e-11,3.409954825552786e-9,TAG,448419.2205810547,59268.78448486328,48816.96304321289,52152.143463134766,52364.283752441406,26025.10171508789
FA(15:6),-2.665264596793226,6.836007259277961,43.29804635707933,4.700526003249023e-11,6.06743896499384e-9,FA,48441.78356933594,52929.7841796875,260683.45751953125,129238.48876953124,631167.44482421875,223376.6572265625
FA(17:0) | FA(18:7)_2,-2.6238927057585335,6.1960633936517,42.14706892874983,8.466074219056622e-11,1.0507700578806046e-8,FA,30591.402282714844,42054.84246826172,286479.51971435547,109398.08868408205,305764.35986328125,106074.14672851562
FA(17:0) | FA(18:7),-2.6097994082424667,6.048744016290732,41.756552859685144,1.0337520496685936e-10,1.2355251349187228e-8,FA,25340.70182800293,35115.082458496094,241953.07836914065,84434.06658935547,252146.3768310547,134354.74926757812
FA(18:6),-2.6004448741803103,6.139394626002115,41.49931466604812,1.1791225667430287e-10,1.3589387581713405e-8,FA,28419.80206298828,37191.56256103516,262188.19885253906,86061.765625,276983.5217285156,136687.87036132812
FA(16:3),-2.5543355591388965,7.408913496880992,40.239895818920104,2.2461405893707093e-10,2.4994123041031998e-8,FA,80470.225830078125,93802.806396484375,659798.158203125,343936.7697753906,597226.9765625,251397.3388671875
FA(21:3),-2.5364789358752424,6.669215915862829,39.752732736324106,2.882370265428859e-10,3.100469615512976e-8,FA,45025.46276855469,72622.5043334961,277173.60119628906,143146.51306152344,651942.1915283203,78551.68566894531
FA(15:0) | FA(16:7),-2.521786665927216,5.599133104287167,39.34910733763763,3.544148540777325e-10,3.689344303576912e-8,FA,23241.701690673828,24670.861892700195,168837.01306152344,69486.465576171875,195751.79418945312,88953.10632324219
FA(16:6),-2.462352303385168,6.502229044651383,37.754539532293165,8.02298018509224e-10,8.090674080403955e-8,FA,39834.942779541016,53704.52380371094,318001.8405761719,140405.58984375,348569.44384765625,166338.65234375
FA(19:6),-2.4059078228934228,6.182105804142241,36.25555833500766,1.73065707561922e-9,1.6923728433403704e-7,FA,27286.582000732426,55372.264221191406,289069.6989746094,124365.80981445312,264163.6572265625,108003.88793945312
[TG(46:4)]_FA14:0,2.150993844886974,6.119172511295519,35.53629452688983,2.503422637307458e-9,2.376042603115049e-7,TAG,503568.7866821289,80801.28674316406,45428.66305541992,103546.9479675293,60594.20489501953,26334.401763916016
FA(16:5),-2.3238264831116506,5.051343755497477,34.10607232341408,5.218815310513033e-9,4.811747716293017e-7,FA,14541.121101379396,20054.82119750977,107324.34814453124,54181.46380615234,108722.42712402344,75985.025146484375
FA(17:1),-2.2976889837892536,6.2487382943595575,33.43993731264345,7.349907161337722e-9,6.588375113788008e-7,FA,39098.22314453125,55748.68383789063,262355.6015625,132976.27026367188,333716.091796875,95713.3671875
DG(30:1)_C16:0,2.0785157247473594,8.186235625080684,33.2660981866793,8.037164705679218e-9,6.825244869796536e-7,DAG,1588400.3028564453,660930.7813720703,321852.2202148437,304494.2218055725,215885.85847473145,300979.8220214844
LPE(20:4),2.0810445223815823,2.912523356739022,33.31688906891395,7.829966687655081e-9,6.825244869796536e-7,PE,57183.864097595215,4831.74027633667,17986.90118408203,3161.7402305603027,2841.480209350586,2961.640182495117
FA(16:2),-2.27667263607192,6.487827678601205,32.90246350439702,9.690039754463076e-9,8.017886740423677e-7,FA,29211.581718444824,80565.4057006836,287682.7788085937,295335.6794433594,220760.3532714844,141914.6102294922
FA(18:5),-2.265978080682213,5.582384198865786,32.6260445783696,1.117077698373837e-8,9.01202433163093e-7,FA,23114.72158813477,28886.66186523437,160484.0526123047,69512.44482421875,161991.2098388672,107913.66845703124
DG(O-38:9)|DG(36:2)_C16:0,2.0544444316672044,7.188390177116774,32.524810151575366,1.1768057567540472e-8,9.262322383037341e-7,DAG,829315.2191162109,405812.9653930664,104726.92678833008,312049.02628707886,39047.12287521362,49106.84371948242
FA(15:3),-2.2474575051014214,5.867795578460903,32.15692389303399,1.4220898873395803e-8,1.0926390634392442e-6,FA,28382.96203613281,33632.84246826172,161169.63134765625,116414.3077392578,181773.59301757807,142284.43029785156
FA(18:4),-2.2302404268636358,5.808782720761473,31.721503959089205,1.779410128646307e-8,1.3353852291027056e-6,FA,25089.02165222168,33519.482330322266,177722.39331054688,74579.82531738281,178076.69091796875,145822.72924804688
DG(37:5)_C18:2,-2.201646139203554,2.325791466102803,30.95457433950014,2.641387953887142e-8,1.9372179379985926e-6,DAG,3235.6602363586426,3380.640239715576,7756.74055480957,23162.321670532227,15813.58098602295,6090.140472412109
FA(17:3),-2.1944026081737507,6.359036211274385,30.824710740495444,2.8241861382407193e-8,2.0252552595784e-6,FA,43034.84289550781,48647.36340332031,238099.3779296875,117940.94750976562,304151.4836425781,190737.4938964844
FA(17:4),-2.1924303818284687,5.984652604802705,30.774168997928424,2.898708707718933e-8,2.0335071738715213e-6,FA,28320.48191833496,40410.60275268555,212026.63403320312,91810.8671875,186010.31176757807,160169.71118164062
FA(15:0) | FA(16:7)_2,-2.190178284995949,5.9690244206939616,30.718641381543648,2.982855926777944e-8,2.0480161863217927e-6,FA,37593.16278076172,40513.62310791016,216419.8342285156,94757.94744873048,250480.37841796875,103434.90783691406
[TG(38:1)]_FA14:0,1.9723491366861006,10.896998817694595,30.054378859334978,4.200988400900327e-8,2.824289493688616e-6,TAG,11628628.64489746,4844324.851318359,996422.6019287108,3965002.051025391,1558753.6112060547,49943.38360595703
FA(16:1),-2.155126898502386,5.77490366621073,29.8483174422081,4.672021566974208e-8,3.015322719325154e-6,FA,25903.761840820312,40725.34286499024,182016.4532470703,95497.72619628906,183689.23291015625,109596.80712890624
FA(19:5),-2.1562069708489795,5.47406288751117,29.873530827408104,4.6116579308251744e-8,3.015322719325154e-6,FA,22543.861602783203,29845.941955566406,157718.19091796875,61783.20471191406,146017.2313232422,96252.70666503906
FA(16:4),-2.1527245322529573,6.240552731639301,29.789825436974755,4.81512399262362e-8,3.046746102783612e-6,FA,33779.76249694824,44253.7233505249,231755.91650390625,113978.72747802734,195282.814453125,221009.85595703125
FA(19:4),-2.13358561906309,5.880797368067842,29.318258454775787,6.141428841050616e-8,3.811229013475065e-6,FA,27966.321899414062,37963.72253417969,171930.5496826172,90881.587158203125,188908.3116455078,150324.6513671875
[TG(53:8)|TG(52:1)]_FA14:0,1.9325087713203974,6.677374805580729,28.883815903667706,7.685237325780777e-8,4.679294500055579e-6,TAG,717515.9384765625,91244.906005859375,70686.92517089844,144893.31063842773,125161.58984375,53764.78381347656
[TG(51:9)|TG(50:2)]_FA22:6,1.9028489122424292,10.41951591333431,28.027777763534687,1.1958648777165209e-7,7.146399926650394e-6,TAG,1276060.8858642578,291334.3444213867,192423.61450195312,179895.07208251953,306261.11993408203,9681670.674682615
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C16:1,-2.0704537609060916,1.947025508875875,27.73132756861446,1.3938709505410744e-7,8.060461751244414e-6,DAG,2931.4602088928223,2927.7802085876465,2928.1401977539062,24867.581775665283,9493.820755004885,2929.0802116394043
FA(20:5),-2.0679144814329216,5.948682708698904,27.72452823972012,1.3987786119296163e-7,8.060461751244414e-6,FA,39571.98248291016,44142.66339111328,239340.1545410156,94390.1469116211,217941.51416015625,98341.04724121094
FA(12:6),-2.022285984197873,6.623684722948511,26.637289875452552,2.4546021229801076e-7,1.389649307167861e-5,FA,69520.14489746094,90028.7661743164,272512.8580932617,273089.6350097656,463678.6446533203,54979.58404541016
FA(15:5),-2.0205278659041848,6.197292726299799,26.593940739894606,2.510298121891311e-7,1.3966779378178038e-5,FA,39662.66284179688,48110.30352783203,224354.3571777344,113326.54809570312,219499.35571289065,186375.83154296875
[TG(51:8)|TG(50:1)]_FA22:5,1.8379593035203092,9.936407590152799,26.192492548751034,3.090215892828173e-7,1.6805978954198452e-5,TAG,815567.6003417969,228256.93798828125,154601.07122802734,144727.05072021484,169110.52960205078,6991643.872253418
[TG(60:10)|TG(59:3)]_FA22:6,1.8371678421393038,7.905830542316491,26.171028732595005,3.1247559257883706e-7,1.6805978954198452e-5,TAG,1343003.111328125,644701.3731079102,240928.63696289065,318907.00311279297,319835.33975219727,40546.14306640625
[TG(39:0)]_FA14:0,1.8358014797183497,6.109736791424158,26.13127750341482,3.189749764100989e-7,1.6874299161891624e-5,TAG,406439.8259277344,134265.57092285156,60083.00421142578,90396.467041015625,90767.5264892578,38063.52276611328
FA(18:1),-1.981691882523424,6.364102607590502,25.681051950907204,4.0276222093212037e-7,2.096312398303149e-5,FA,62763.34423828125,56946.72399902344,287283.8016357422,127752.76928710938,333156.3999023437,118149.4287109375
[TG(66:1)]_FA16:1,1.8084621826089717,4.566272938979317,25.370791814776567,4.730262935936182e-7,2.4229457927406445e-5,TAG,138269.607421875,34602.262451171875,20289.30140686035,32417.44239807129,25966.921813964844,23568.881622314453
PI(29:2)|PI(P-30:1),1.7970756564108634,9.91037972558447,25.06510899729619,5.542674308675231e-7,2.7947203115773392e-5,PI,1027717.561706543,189319.513671875,157829.8507385254,161948.23181152344,247853.53637695312,6661615.031005859
FA(11:1),-1.950247845103171,6.893164736601309,24.950601063658723,5.881819016270709e-7,2.9200969177700887e-5,FA,84346.96575927734,91690.56591796876,172793.7119140625,130423.62915039062,780852.80078125,174002.03344726562
[TG(62:8)|TG(61:1)]_FA14:0,1.7898178285353956,5.2886361599216025,24.86432284768307,6.151032236845094e-7,3.007481973984715e-5,TAG,252167.3791656494,54386.88381958008,43733.04284667969,61867.605224609375,35469.241943359375,16025.281311035156
DG(38:7)|DG(37:0)_C18:1,-1.9215302416502993,5.030568921097495,24.26717420598652,8.385603104898142e-7,4.038856898433777e-5,DAG,9992.220737457275,2892.160202026367,66990.284912109375,2896.9402198791504,9388.80065536499,208052.99420166016
[TG(60:9)|TG(59:2)]_FA22:5,1.7527748342152174,7.813392799213909,23.868798012043044,1.0312985344765695e-6,4.894118192288073e-5,TAG,1260320.3486938477,560959.3814086914,212089.99285888672,318136.54626464844,325610.0852661133,45309.5830078125
DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:0,1.7423772011765237,3.6014352140668935,23.523890073918285,1.2337230765650148e-6,5.7698903885149314e-5,DAG,13544.341049194336,2619.180202484131,2584.5001945495605,2590.420192718506,2599.7002029418945,83052.00598144531
FA(24:10),-1.88213677540947,6.207358164534452,23.39285148653289,1.3206840868591735e-6,6.0883536404207896e-5,FA,48991.82342529297,72904.40557861328,258489.3967285156,136799.57153320312,305324.24267578125,77676.205322265625
FA(30:1),-1.8782205890672754,8.664358892680507,23.30659047496738,1.3812590288670577e-6,6.277919557963374e-5,FA,188318.89324569705,588636.6999969482,2216504.223022461,1184442.4351501465,925839.5753631592,25251.52146911621
PS(P-42:0),1.7220165692488207,6.821487138354059,23.05286229581179,1.576076963381581e-6,7.063889390044947e-5,PS,678693.0147705078,163028.8712158203,152001.6905517578,175810.09197998047,76932.52508163452,80502.065673828125
DG(38:6)|DG(dO-40:6)_C18:1,-1.8492835037876294,2.7772880618940183,22.606329932928876,1.9882844617085028e-6,8.789306791689506e-5,DAG,2892.9001998901367,2892.100200653076,12409.70087814331,3979.360290527344,16692.78116607666,31291.182106018063
FA(14:0),-1.8450499405905962,6.20591570037044,22.560680874631544,2.0360935695651164e-6,8.879018849981933e-5,FA,47722.88311767578,57965.803955078125,234036.5173339844,120784.08862304688,239387.7365722656,154558.71142578125
[TG(52:10)|TG(51:3)]_FA22:6,1.6984977778001178,6.008832100133547,22.437309715639003,2.1711523356428735e-6,9.34174478282607e-5,TAG,376343.28884887695,110152.84660339355,59341.9239654541,97480.62619018556,81624.10621643066,37637.50239562988
FA(14:6),-1.815256027613466,5.467820715733689,21.899028103074897,2.8737943369741223e-6,1.2202282007125649e-4,FA,30455.30210876465,34098.222564697266,139277.14990234375,70241.20544433594,147008.49096679688,91764.72619628906
FA(21:5),-1.7964797510847488,6.479588599043895,21.489587958833,3.5575505491022438e-6,1.490937093760122e-4,FA,60678.3837890625,88310.247802734375,346766.2438354492,139990.8084716797,321071.52770996094,117199.40795898438
FA(19:0),-1.795051464163877,9.015582738111679,21.460018510144433,3.612834461965702e-6,1.4946944626619642e-4,FA,375718.16564941406,612830.9195556641,2530303.695678711,675173.4016113281,2153181.8618164062,183205.93432617188
[TG(52:5)]_FA18:2,-1.783976493979017,7.981093383954287,21.218231888611626,4.098472648035462e-6,1.6532214044013047e-4,TAG,249099.4356689453,232261.39916992188,1963778.7292480469,324111.8039550781,318147.8034667969,78901.92565917969
FA(14:5),-1.7842821049586413,6.09067169140765,21.222555904374204,4.089236928835026e-6,1.6532214044013047e-4,FA,44018.34323883057,54268.12326049805,225891.49584960935,118223.1690673828,183859.11328125,154348.11157226562
FA(14:2),-1.7696338709050896,7.53513061524371,20.90643169939358,4.8227258451672425e-6,1.9213501607845298e-4,FA,99684.92724609376,130503.26934814452,519975.11572265625,244423.85546875,460898.5537109375,582421.4384765625
FA(13:0) | FA(14:7),-1.7615589810520178,6.294321282099129,20.731014809126464,5.285298168133496e-6,2.0799581937276573e-4,FA,62483.92468261719,62877.42443847656,228154.03479003903,152026.78955078125,287591.18017578125,131910.02978515625
[TG(52:9)|TG(51:2)]_FA22:5,1.6292059855479575,5.844263046116438,20.67049244064151,5.455020760016319e-6,2.1208857822376702e-4,TAG,336425.4840698242,90610.5269165039,57430.56369018555,85599.7463684082,77258.36584472656,33327.96215057373
[TG(46:6)]_FA22:6,1.6035366870579568,8.985769921279708,20.034896171389843,7.604175183969581e-6,2.9212706331749804e-4,TAG,2643381.906982422,1395819.6794433594,275086.9991760254,1384862.362335205,380592.91094970703,48950.82318115234
FA(30:2),-1.7167290469171328,7.317540864180728,19.774604547055787,8.713272969008912e-6,3.307968455410795e-4,FA,26495.101806640625,307535.9791412353,711996.759185791,383293.50521850586,549462.1534423828,38128.70245361328
[TG(52:6)]_FA18:3,-1.6858078760548316,8.082860616028292,19.124664247556208,1.2245218713920934e-5,4.5948047430026574e-4,TAG,271885.41760253906,274250.82067871094,2065839.6737060547,348493.3444824219,342020.7634277344,91084.34631347656
PC(20:1)|PC(O-21:1),1.5574966487818667,10.96814125872043,18.91473967686761,1.366924378949172e-5,5.07018962168848e-4,PC,12483239.83569336,3081043.022460937,2230494.0505371094,3369241.4102783203,2840631.9697265625,185995.37353515625
DG(42:11)|DG(41:4)_C16:0,1.5531043116728245,12.688876966732657,18.8093855426996,1.4445451874320471e-5,5.2972128634582e-4,DAG,7646454.858764648,1339093.132736206,620258.4628562927,1257034.73859787,3128305.6297569275,44577926.87664795
PC(20:4)|LPC(21:4),1.5516290792087875,10.823169920957161,18.774106807919452,1.4715145040070302e-5,5.33548011733785e-4,PC,11295864.099609377,2759454.922363281,2021168.0319824216,3045887.206298828,2588386.041015625,167524.0714111328
FA(22:4),-1.6645634504185545,5.570832261576849,18.68018593868328,1.545804906108601e-5,5.542569368902729e-4,FA,35523.22253417969,47128.32360839844,165990.6104736328,83432.06634521484,159519.75024414062,73046.98486328125
[TG(54:12)|TG(53:5)]_FA22:6,1.5468355586175127,6.568075065702691,18.65847171605128,1.5635100366894858e-5,5.544447130106561e-4,TAG,534955.0577392578,170382.67303466797,87691.22622680664,159087.25076293945,136648.68884277344,43318.723236083984
FA(14:1),-1.6562676004618029,6.8770387540518465,18.510429428043608,1.6897711164132718e-5,5.927055861593074e-4,FA,77204.12548828125,92523.0064086914,339434.82470703125,177380.77197265625,319646.8413085937,314367.603515625
PC(20:0)|LPC(21:0)|PC(O-21:0),1.5387093044322362,10.974136353386118,18.466190421255305,1.729452903869051e-5,6.001015613747772e-4,PC,12441740.508544922,3122821.2260742188,2292960.5727539062,3371825.2955322266,2887340.354736328,186638.75646972656
DG(41:5)_C16:0,1.5377240271230168,13.975318975451746,18.44282531721405,1.7507874713672195e-5,6.010416138406402e-4,DAG,27426705.64868164,4766781.338874817,2159513.2615737915,4429053.26473999,11555010.647953032,97858455.88134766
[TG(64:11)|TG(63:4)]_FA14:0,1.533712237690385,4.799202506122519,18.343788171849155,1.844192885533669e-5,6.264432043807525e-4,TAG,155112.31190490723,47416.64266967773,32381.001983642574,46719.90280151367,31817.362030029297,16509.04119873047
[TG(46:5)]_FA22:5,1.5273660428881743,8.817896042144012,18.197621074970815,1.991274041791963e-5,6.693584721731943e-4,TAG,2253906.1257019043,1279753.5612182615,259296.65728759769,1250890.8639526367,370921.143371582,48261.743408203125
LPC(22:6),1.5247994806632952,10.9970941977996,18.13733003148809,2.0553236955934825e-5,6.837659346062029e-4,PC,12554822.184570312,3185962.5791015625,2303356.9814453125,3453906.354614258,2973840.8198242188,215034.1138916016
DG(31:0)_C16:0,1.5238851604547239,9.460983619891524,18.11567788745742,2.078827382834787e-5,6.845281596334549e-4,DAG,2460533.2143554688,1986980.9245605469,1159522.7607421875,1080828.8708724976,138537.6492843628,1214711.3591308594
FA(22:5),-1.6310078311186778,6.459846646879779,17.9924313166739,2.217850284387663e-5,7.229295825978777e-4,FA,74601.68524169922,93059.6475830078,333365.74853515625,155072.66870117188,324316.5388183594,90716.666015625
LPC(22:5),1.5099154137999986,11.004518950189137,17.788496692257468,2.4687130790021902e-5,7.966537105940068e-4,PC,12583488.9140625,3161231.908203125,2368812.5600585938,3490466.760986328,2964885.317138672,235799.1552734375
LPC(22:4),1.5072954291446576,10.999697906442748,17.727420996292494,2.54925261736813e-5,8.144988313115798e-4,PC,12487843.293457031,3192891.6044921875,2364068.7470703125,3463670.180175781,2975873.078857422,241431.71850585935
[TG(44:4)]_FA14:0,1.5046498912713338,4.581252172913456,17.6612755258343,2.639458779208986e-5,8.350523020105292e-4,TAG,130092.72817993164,35685.96228027344,25481.941848754883,33719.88214111328,34225.0622253418,21369.601531982426
FA(22:3),-1.6078898648670115,6.047594571427247,17.52301572172837,2.8385067965820645e-5,8.893069352010021e-4,FA,54413.58416748047,69974.98516845703,228826.85650634769,125448.60998535156,237792.95751953125,80634.16589355469
DG(39:6)_C18:0,1.4932768081242938,3.377806434245809,17.351655903501552,3.106275002968774e-5,9.638412917865608e-4,DAG,12125.60066986084,2584.1802101135254,2585.3001823425293,2591.2001991271973,3248.540237426758,69420.62530517578
DG(35:3)_C16:1,-1.5945835908961548,1.7528053720681498,17.21465052722857,3.3385180607636824e-5,0.0010260378840080385,DAG,2930.560195922852,2927.120216369629,2926.860210418701,20640.001537323,2924.4601974487305,5898.74040222168
FA(22:6),-1.5781347372844068,8.0101594350017,16.928395228142108,3.881657378859774e-5,0.0011817083359981595,FA,261254.2130126953,283644.4645385742,1283374.7213134766,401551.3041992188,872706.38330078125,117102.00854492188
FA(24:3),-1.5761282263752436,6.134928206704493,16.887260998045804,3.966690856695559e-5,0.001196309476126782,FA,50798.62335205078,95354.12872314452,311894.3801879883,130877.70977783205,231100.37042236328,48507.44354248047
[TG(46:6)]_FA22:5,1.468602323006647,13.169722137614576,16.836964368752025,4.073214161085115e-5,0.00120589560530474,TAG,44161491.103515625,28064302.301879883,4676995.921630859,28162557.56616211,6955550.846801758,55422.98370361328
DG(O-40:9)|DG(38:2)_C16:0,1.469332586077549,5.76964874186587,16.851683854381918,4.0417454825871176e-5,0.00120589560530474,DAG,260242.7994689941,127048.20846557616,88514.38703918457,91093.76684951782,39507.36287689209,39912.022521972656
[TG(54:7)|TG(53:0)]_FA20:4,-1.567334161608825,7.578017643544671,16.713912412980793,4.3461112351202394e-5,0.0012749909959757285,TAG,202905.09368896484,208297.994140625,1414798.1797485352,269803.81982421875,223807.2133178711,66943.44445800781
LPS(P-20:0),-1.5619659728558277,1.7884574302379685,16.573253690631816,4.680649966921856e-5,0.0013607619318249395,PS,3133.960205078125,3748.880302429199,19783.301677703857,4208.860359191895,7846.0805015563965,3378.480255126953
[TG(59:11)|TG(58:4)]_FA22:6,1.455819112214396,6.375282103444951,16.54633656297301,4.747561531838736e-5,0.0013678911663610358,TAG,396225.7518310547,210383.7573852539,91970.14630126952,144542.59118652344,110580.02682495116,41723.98324584961
LPE(20:3),1.4481960812196628,1.1025940824587117,16.3284883933797,5.325726350655491e-5,0.001520895480846484,PE,11133.740592956545,3423.660217285156,3469.9802780151367,2223.3801498413086,2875.400218963623,2059.740146636963
[TG(52:6)]_FA22:6,1.4427591318755295,7.818525761397936,16.25381065392139,5.539806206600167e-5,0.0015681539147981351,TAG,1129142.4760742188,486051.07287597656,267762.3194580078,342238.1053466797,331418.1641845703,136147.7891845703
[TG(53:10)|TG(52:3)]_FA18:0,-1.5312288306321649,7.247962951211465,16.005352335889256,6.316366193834004e-5,0.0017724272789132463,TAG,161297.11071777344,171764.7322998047,1071768.555053711,239948.9969482422,192886.51220703125,57188.86389160156
FA(13:1),-1.5299312947487673,4.826748415889869,15.976249187409053,6.414216237690562e-5,0.001784368603364435,FA,23894.92179870605,27525.02197265625,82826.54602050781,52486.724060058594,97092.30572509766,49484.223571777344
[TG(66:14)|TG(65:7)|TG(64:0)]_FA14:0,1.428323945700302,4.171573185931144,15.92745032415428,6.581720681820205e-5,0.0018153173196781027,TAG,92095.96882629396,30145.56239318848,19045.58152770996,27674.701721191406,25543.06185913086,16769.821090698242
[TG(52:4)]_FA18:1,-1.5230761681014462,7.72030939318575,15.847330079479434,6.86633460639127e-5,0.0018619883844390446,TAG,227543.95556640625,242541.337890625,1574313.7059326172,285204.0983886719,255407.0377807617,58547.94396972656
FA(12:5),-1.5232616456875978,5.200382460321526,15.847902306205471,6.864258593236793e-5,0.0018619883844390446,FA,29761.322052001957,36899.88262939453,116413.62902832033,69764.62536621094,112640.38830566406,65303.58435058594
FA(12:1),-1.5193287598771739,5.005898340350008,15.771272465558013,7.147965352640202e-5,0.0019222070160808276,FA,27702.34210205078,30093.281951904297,78133.845703125,57817.22473144531,124266.26904296876,58439.744140625
[TG(64:10)|TG(63:3)]_FA22:6,1.4139573535834202,6.264235237193114,15.61493498100208,7.76389426357025e-5,0.002070585685003405,TAG,345123.869720459,167645.85513305664,55299.38409423828,175120.5107421875,67811.9644165039,83271.76552581787
