lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_hippocampus,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_hippocampus,FAD185_M4_Male_WT_hippocampus,FAD189_M3_Male_WT_hippocampus,Blank_Blank_Blank_Blank_Blank
[TG(51:4)]_FA16:0,-3.009685364901188,6.673536519137969,88.99966083568688,3.948802252367184e-21,4.2081069336059624e-19,TAG,107664.56826782228,103271.36825561523,103905.76654052734,81494.88568115234,559708.716796875,457797.0746765137,23257.22166442871
FA(30:1),-2.8826451220294302,6.715773743001895,81.97654168271401,1.377115072632083e-19,1.4202054474854092e-17,FA,130488.96948242188,98799.78436279295,72029.76539611816,135318.57009887695,571821.3587188721,455565.4866638184,25251.52146911621
PC(22:1),-2.8719814977503035,8.628300004811614,81.40069860742551,1.842927824480742e-19,1.8412000796452915e-17,PC,491123.11560058594,397054.2487792969,361428.70471191406,404476.8093261719,1916914.8725585935,1944850.131958008,94402.546142578125
[TG(61:12)|TG(60:5)]_FA22:6,3.561145860389004,11.209909595442287,79.45586706408358,4.931182442303212e-19,4.77726977819496e-17,TAG,19410951.02148437,13619564.489135742,5246253.037353516,7045603.99520874,579936.9184265137,640968.4714355469,153794.44931030273
[TG(61:11)|TG(60:4)]_FA22:5,3.4519699441630323,10.998944067786807,75.63986158811895,3.4041938063619746e-18,3.2009434114527156e-16,TAG,16195405.749633787,11820811.877563477,4717405.499389648,6291816.236877441,549390.8406982422,584445.1047363281,137564.6700744629
FA(15:2),-2.6994610431945367,9.505261479595465,72.25265145057347,1.8933613379148162e-17,1.7294503420896192e-15,FA,1107670.302307129,283705.3001098633,619800.9603881836,1360440.8477172852,759387.8843994141,6262148.153198242,63076.88415527344
LPC(12:0),-2.6848651064522797,6.85216878136054,71.49539762543463,2.779055987991164e-17,2.4679561093354863e-15,PC,154140.75244140625,121968.24963378906,120525.78924560548,122555.30725097656,490687.3289794922,574231.9425048828,53912.94366455078
[TG(51:5)]_FA14:0,-2.5920443375546798,5.99228061466109,66.77375882606748,3.0452496263051956e-16,2.6312602852155973e-14,TAG,80668.0258178711,68916.44454956055,71441.78448486328,76613.56524658203,296817.4184265137,275805.84033203125,34294.842529296875
PC(O-12:1),-2.590195092637481,6.88939493646171,66.68415863445898,3.186858341181628e-16,2.681154241252017e-14,PC,160738.1498413086,127725.82946777344,134071.16870117188,136643.73120117188,491075.23291015625,583332.4037475586,56245.02416992188
LPE(20:0),3.1669291467686143,2.758991214915219,65.74358460077381,5.13574716165502e-16,4.209995814310538e-14,PE,62723.90397262573,54680.84397888184,4801.900329589844,2571.800178527832,2132.360145568848,2257.8401527404785,2168.840148925781
LPE(20:3),3.1620735224472902,3.4649053456715504,65.63470940868729,5.427443145936571e-16,4.3378839343898044e-14,PE,118867.42853164671,77489.36529541016,7855.660625457764,2019.980136871338,5207.5804443359375,2098.780143737793,2059.740146636963
FA(40:6),-2.538568277552234,9.673762640801844,64.12174360519566,1.1696352859326743e-15,9.120302461284779e-14,FA,1251544.7256774902,471881.0527305603,1385945.374507904,1048147.0240325928,374510.3220710754,7366342.501377106,13028.760856628418
PC(54:12),-2.5286525486873344,6.144188258719796,63.62897147413242,1.502038339330713e-15,1.1433372787714976e-13,PC,75094.98504257202,111464.96816635132,99874.62572860718,72123.68444442749,375138.3253593445,282977.19859313965,12016.36081314087
PE(44:2),-2.436367207188629,6.420345942715736,59.164546305080876,1.450233295652812e-14,1.0782315921400093e-12,PE,116376.08799743652,110556.40856170654,90403.36627578735,101346.48629760742,381999.0080413818,340023.5043029785,71119.14533233643
DG(38:7)|DG(37:0)_C18:1,2.885991313577589,5.086101152806221,56.52062129007868,5.5612094018758384e-14,4.040724194953876e-12,DAG,48325.80347442627,55225.60406112671,49594.923095703125,29848.281978607178,2881.9802017211914,4991.180347442627,208052.99420166016
[TG(40:2)]_FA16:1,-2.352536454413419,8.270066260418856,55.23250217497116,1.0708333281182764e-13,7.607675888875845e-12,TAG,484046.9956054688,561752.9835205078,310873.2006835937,355219.1472167969,1724577.0482177734,1053503.5642089844,54243.9838256836
FA(27:3),-2.3470730530940833,6.398608240512636,54.97720524478063,1.219358337163667e-13,8.474540443287486e-12,FA,240786.55769348145,149171.7720336914,42282.40343856812,16723.66119003296,437267.2824707031,288453.99074172974,45375.02368164063
PC(52:0),-2.3428872896826767,5.970777833277884,54.783045025276806,1.3459694806123436e-13,9.155456233016303e-12,PC,76829.84506225586,106295.56687545776,96949.3663711548,68221.02470779419,309284.8385620117,252877.197971344,12010.640815734863
FA(29:3),-2.297463059644112,8.739259776065698,52.71160206208879,3.86302362709948e-13,2.5729346949660498e-11,FA,664425.5786743164,464812.67333984375,613601.7890625,686251.6192626953,391611.1671447754,3420731.9689941406,61862.46453857422
DG(35:3)_C16:1,-2.268677947816278,1.4877209170876096,51.27929230473621,8.011630325206753e-13,5.227180030548161e-11,DAG,3673.2202644348154,2921.9402198791504,2925.04020690918,2921.160221099853,2930.3802185058594,16177.141124725342,5898.74040222168
DG(31:1)_C16:1,2.573070300819588,9.352488322645598,46.70768477168167,8.240522431913095e-12,5.268990042965232e-10,DAG,4106221.7010498047,2292516.308959961,1884771.9234046936,1665236.3315429688,393086.95028305054,140743.26978302002,988632.05859375
DG(32:3)_C16:1,2.5666354942576257,8.464798463050997,46.50940933647507,9.117956530679875e-12,5.715707260506581e-10,DAG,2129486.633422852,1116295.9083862305,1133135.9825210571,994220.6136779784,210910.21404647827,78990.96538925171,532644.7174072266
PC(56:12),-2.139349670446512,6.548502504675294,45.762287910030864,1.3350922813671039e-11,8.208250045251214e-10,PC,102350.50741577148,139628.42881774902,122194.148727417,205448.2335128784,464704.75496673584,335385.06174468994,22354.98147964477
[TG(42:2)]_FA18:1,-2.1330424018276712,8.157609620778683,45.49617841182044,1.52936936607635e-11,9.225271440275644e-10,TAG,520081.7818603516,552866.8704223633,348704.6661376953,336641.3446044922,1517538.612915039,934916.9182128906,53799.88366699219
[TG(44:5)]_FA20:4,-2.1225396894530695,8.505961602804055,45.05170703373733,1.9189990759971527e-11,1.136118527030166e-9,TAG,652446.49951171875,685727.0447998047,460724.7763671875,450967.4340820313,1876486.319946289,1240060.9736328125,66933.42498779297
[TG(40:1)]_FA16:0,-2.1146508222264373,7.965793506382974,44.718691529895295,2.2747535984267084e-11,1.322252228030943e-9,TAG,438381.2722167969,476891.1295166016,301771.15899658203,331133.3029785156,1128376.0830078125,1003553.8732910156,53036.68341064453
PG(16:0)|LPG(17:0)|LPG(O-18:0),-2.1110269482603634,5.75196847688143,44.56225288652968,2.4639662520658148e-11,1.4066607335454304e-9,PG,2188.340156555176,57335.52450942993,8105.900585174561,244495.80291748047,294873.7395019531,135519.05062103271,39920.40306472778
DG(33:1)|DG(O-34:1)_C16:1,2.4748493415516455,8.87794138508589,43.72053180649527,3.7877708194484694e-11,2.124474264873115e-9,DAG,2966604.661926269,1489372.6487464905,1439206.9345703125,1200891.0610961914,301555.761051178,106432.18765258788,719989.2328491211
[TG(52:6)]_FA18:0,-2.0876521183675836,6.311623513787149,43.58634608477587,4.056595184855337e-11,2.2360232424107776e-9,TAG,108234.06677246094,103618.74835205078,123565.2885131836,144971.49005126953,342257.70471191406,309719.2032470703,37933.282958984375
[TG(52:6)]_FA22:5,-2.0799500408878013,8.502200401890263,43.268881149808294,4.771114417915779e-11,2.5852970837418214e-9,TAG,658185.1947021484,369660.8432006836,648947.8206481934,591872.7398681641,211233.07348632807,2855221.519958496,74801.38491821289
LPE(20:5),-2.0737213460506636,5.36732865391916,43.00013018965912,5.4736222221821406e-11,2.9165283740527173e-9,PE,94027.6256904602,14060.420886993408,17792.021297454834,7087.12052154541,172164.61213684082,7700.100612640381,176354.4186477661
[TG(53:7)|TG(52:0)]_FA18:3,-2.072017620838774,6.311531806176043,42.93800740379618,5.650220548056481e-11,2.9612713265797657e-9,TAG,120812.86907958984,125209.32739257812,128913.58923339844,114863.32781982422,357209.9842529297,299361.29891967773,31129.502151489258
[TG(42:3)]_FA18:2,-2.03670381985307,8.218096871071767,41.49210835591657,1.1834771077757226e-10,6.0056766881888655e-9,TAG,566417.765625,602443.9632568359,375124.182006836,372910.3701171875,1541362.7244873047,959551.6593017578,58494.303955078125
[TG(60:13)|TG(59:6)]_FA22:6,2.4002507346378947,10.082370590937813,41.49321839203185,1.182805301351005e-10,6.0056766881888655e-9,TAG,10119959.764160156,4239623.92590332,1584279.1650390625,3783968.781738281,532863.2984619141,659605.2498168945,48173.06344604492
[TG(42:4)]_FA18:3,-2.024429890184637,8.440673848317926,40.994215767481364,1.5268042108245705e-10,7.626864159384612e-9,TAG,669462.6004638672,704405.0322265625,438509.6490478516,443960.150390625,1742559.5402832031,1176350.843017578,59124.18420410156
FA(26:0),-2.0150337103863585,5.647742739042206,40.61052494784053,1.8580316096444023e-10,9.138657009281775e-9,FA,53544.703704833984,3107.3002319335938,84462.52673721313,154046.1079978943,178047.51052856445,206144.699798584,44583.703674316406
DG(30:3)_C16:1,2.343346464514264,10.291568827491623,39.818012131145224,2.78762426173249e-10,1.3503082976907228e-8,DAG,6672699.415527344,3350746.116947174,2460278.5699920654,2115163.9564208984,705413.5553398132,213245.8976097107,3883894.088623047
PI(34:5),-1.9927674286912964,6.094799629409851,39.719580331863654,2.931714980263371e-10,1.398909371925671e-8,PI,109662.68710327148,115742.38739013672,110098.66778564452,92686.56698608398,298949.641784668,244019.4186706543,38821.34286499024
[TG(60:12)|TG(59:5)]_FA22:5,2.3035830314401142,9.892725084856279,38.660599542272394,5.04286571080099e-10,2.3708884819751125e-8,TAG,8499147.678527832,3762179.3104248047,1417251.1182861328,3518435.3747558594,495210.6326904297,616092.4579467773,42750.20278930664
[TG(42:1)]_FA18:0 | DG(44:8)|DG(43:1)_C18:0,-1.960514272314313,7.1914509339765385,38.44492705575249,5.632079117451214e-10,2.6095299910857293e-8,TAG | DAG,254895.2781162262,283926.6253681183,198159.7545261383,205586.30589485168,700873.2281837463,466239.3014850617,68314.28453826904
[TG(52:7)|TG(51:0)]_FA22:6,-1.9453129087148746,8.298341638341162,37.850837122088706,7.636560780119829e-10,3.487726402006156e-8,TAG,599224.1285095215,350629.5422668457,602241.4903564453,540182.2674865723,209460.1539916992,2366191.214324951,70798.38507080078
FA(30:2),-1.935803697958373,6.6046883632668045,37.479355899922666,9.238566875125299e-10,4.1599575070106444e-8,FA,177421.55326843262,132078.78872680664,116093.51132202148,212586.79513549805,326042.20028686523,453310.5002746582,38128.70245361328
FA(26:3),-1.9268978015108646,7.042788394796326,37.135017520486144,1.1022640383187625e-9,4.894358514590394e-8,FA,6517.520359039307,207759.59057617188,376286.3082275391,288960.915222168,210922.57791137692,855558.5967407227,37790.74255371094
FA(15:1),-1.9056128786428992,6.24233465275669,36.3145262805192,1.67907699053058e-9,7.353437176337349e-8,FA,110073.86679077148,48584.88311767578,77567.40444946289,134695.7108154297,75486.12512207031,369312.4949951172,191162.11645507807
[TG(50:3)]_FA14:0,-1.904042679382854,6.956148602552254,36.256550412155775,1.7297763044872837e-9,7.473101142494387e-8,TAG,147794.31188964844,292438.2830810547,221457.9959716797,177214.1317138672,554950.2369384766,441906.6753540039,38698.122619628906
[TG(51:6)]_FA20:4,-1.9017942902991691,6.169762599370292,36.16939458105708,1.808892191723114e-9,7.710704449251726e-8,TAG,110745.80783081056,123282.4087524414,107009.28723144533,129571.48880004884,291298.10136413574,268995.29891967773,40272.14266967773
[TG(63:13)|TG(62:6)]_FA22:6,2.19063217720016,12.820317944761026,35.433761940210225,2.6387307318674307e-9,1.1100029144447601e-7,TAG,43922640.443847656,43907597.36669922,20993707.44873047,18902255.35498047,3587441.9497070312,5291723.3740234375,1656073.8100585938
DG(32:2)_C16:1,2.1820926704078714,7.574522837830359,35.19127757546448,2.9885912094290768e-9,1.2408475450058127e-7,DAG,1102086.2402954102,595102.7047119141,506981.5748481751,485195.6754531861,117205.668258667,72025.78485870361,355963.46728515625
PC(56:9),-1.859297578192396,6.557294615856467,34.56500814514584,4.1225074029332685e-9,1.6896995086125205e-7,PC,111535.84855651855,150379.1121673584,134551.50897216797,250708.5979156494,428207.1896667481,320764.7611236572,28238.20241546631
LPE(O-20:0),-1.855690888826315,4.184916343429092,34.41634403267926,4.449709614744015e-9,1.8007242580172932e-7,PE,3320.9802436828613,3483.100212097168,44338.2635307312,31073.06190109253,56021.62420654297,39836.72256088257,56186.56405639648
[TG(63:12)|TG(62:5)]_FA22:5,2.111915736993784,12.666609634382954,33.240161254665594,8.145081806360977e-9,3.2549783168670053e-7,TAG,37643102.32763672,39383942.55078125,19374738.36376953,17534117.747070312,3343065.6357421875,5020843.780761719,1611737.7868652344
DG(37:6)_C18:1,-1.7818928999221988,3.5708840038154275,31.707993549402552,1.7918317600426244e-8,7.072205107229962e-7,DAG,14690.041076660156,2897.4802017211914,4075.760318756104,30824.282207489017,27715.882053375244,30236.222106933597,40443.82269287109
[TG(52:7)|TG(51:0)]_FA18:1,-1.7721224314833475,6.417483586650581,31.380115304499213,2.1214248069153954e-8,8.270969643546974e-7,TAG,147383.35131835938,135717.4901123047,148998.55053710938,165121.9307861328,342766.3610229492,308234.16149902344,40519.50286865234
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C16:1,-1.7668102351550317,1.9128410504273352,31.143782937500426,2.396055344500711e-8,9.229143296829848e-7,DAG,14016.360809326172,3035.0802154541016,3192.8602294921875,5020.840324401856,2930.26021194458,24598.761684417725,2929.0802116394043
FA(26:4),-1.7609085820125496,11.76356029311336,30.983112256915774,2.602833468870914e-8,9.9062602380718e-7,FA,5304811.007907867,4496058.882324219,9693195.326171877,6226920.753662109,4071511.050476074,23800264.11090088,47376.20294189453
[TG(48:5)]_FA18:0,-1.7567362357067031,5.497787919776589,30.83132254969826,2.8145802166183357e-8,1.0586132885328022e-6,TAG,77310.7456665039,80496.225830078125,65318.504943847656,86747.825927734375,136614.98950195312,196918.65435791016,31173.062286376957
LPC(10:0)|PC(O-10:0),-1.753112756310855,5.196139178427238,30.701999600933732,3.008548503310781e-8,1.1184104145447172e-6,PC,61103.68359375,62824.36517333984,55619.54382324219,58116.384338378906,119679.4692993164,135530.26879882812,41544.88305664063
DG(34:4)|DG(dO-36:4)_C16:1,1.996317064231772,9.06218911016964,30.10575809108559,4.091146722454568e-8,1.5033788588146268e-6,DAG,5684061.168457031,1107847.4912452698,689285.7465057373,1830091.190093994,676689.3136062622,72187.6453666687,77399.72564697266
PG(35:4)|PG(O-36:4)|PG(P-36:3),-1.7352645939512448,6.834158817291571,30.07827896931758,4.149530489068977e-8,1.5075055651765364e-6,PG,214318.6763916016,190891.19409179688,200438.0123291016,192815.83349609372,190594.55395507807,656696.9265136719,67758.54473876953
[TG(54:7)|TG(53:0)]_FA18:3,1.9772881860495728,10.913073814403088,29.6006266042823,5.3087774504919694e-8,1.9069844392385197e-6,TAG,2286638.6440429688,16535804.180664062,9379285.220703123,6008349.302978516,1760123.6467285156,982648.3714599608,209595.373046875
[TG(63:12)|TG(62:5)]_FA22:6,1.9686793042506994,9.462396335572668,29.372664424561666,5.971403163468876e-8,2.121175101512222e-6,TAG,4180855.971313477,4086265.0678710938,2087615.2139892576,1851836.204284668,386061.9454956055,604010.4847412109,183103.4722290039
PE(44:8)|PE(43:1),-1.706235491996379,6.164624884049404,29.07024212222268,6.980094884266553e-8,2.4522377302197986e-6,PE,135088.1502685547,125777.98928833008,100277.66668701172,126798.3683166504,288512.6383972168,218918.2963562012,66175.06433105469
[TG(48:6)]_FA18:1,-1.7008712983547218,5.401328674928945,28.884431590648546,7.682794836533972e-8,2.6697712056955554e-6,TAG,80716.946044921875,79179.62451171875,69031.30456542969,70736.22521972656,130042.56951904295,180258.9326171875,26071.441925048828
PE(38:4),1.9347656136428117,11.28021601131338,28.481955726863816,9.457581231300547e-8,3.251170666286865e-6,PE,4527667.164306641,15055717.863769531,19099217.714111328,5359061.441650391,2136504.79296875,1525883.530517578,85672.04602050781
FA(27:4),-1.6780499615428839,4.545028508584478,28.10197202505151,1.1508852922756664e-7,3.914234339792879e-6,FA,68241.623878479,45543.98288345337,13137.020877838137,7470.400478363037,79141.70495605469,57431.58541488648,51359.66369628906
[TG(56:8)|TG(55:1)]_FA20:4,1.9188246707924577,10.680996623965843,28.066467436496172,1.1721940764447467e-7,3.944741539361953e-6,TAG,2185421.9296875,14032691.2734375,7531237.7724609375,5284178.545410156,1419296.3854980469,1004127.9885253906,159430.49194335938
[TG(51:7)|TG(50:0)]_FA20:4,-1.6722562188383743,5.816247422814061,27.91196390211735,1.2696230835957864e-7,4.198739454377901e-6,TAG,101685.98764038086,100913.10610961914,94875.4672241211,109598.92752075195,196469.2723693848,217116.3932189941,31536.38229370117
FA(29:2),-1.6720490462186446,6.059613476587796,27.905400244901106,1.273937213245719e-7,4.198739454377901e-6,FA,133790.42944335938,104248.8258972168,97246.68753051758,143532.4535522461,136621.40788269043,350070.2496032715,40158.66345214844
[TG(56:7)|TG(55:0)]_FA20:4,1.9092017411718842,11.66223731005647,27.81681764730408,1.3336179978086883e-7,4.350588509177935e-6,TAG,3586565.5634765625,29263070.02148437,13358120.358398438,11096170.08642578,3061859.201904297,1747350.7604980469,337624.623046875
PI(35:4)|PI(O-36:4)|PI(P-36:3),-1.6648517450569646,5.621957892696694,27.662294932990562,1.4445101332960693e-7,4.664746359744984e-6,PI,83152.50576782227,93190.26641845705,101511.04727172852,80020.8459777832,189313.23320007324,172392.7324371338,26581.941925048828
[TG(52:8)|TG(51:1)]_FA18:2,-1.6580933502068622,6.574308368748219,27.437265519696666,1.6227390264846707e-7,5.187896667671492e-6,TAG,166746.81225585938,144704.05151367188,165970.17083740234,219703.13513183597,378621.5050048828,324070.58154296875,47031.223083496094
FA(23:6),-1.65321296639666,9.813496894702865,27.275664802909887,1.7641781872848546e-7,5.5842353116333466e-6,FA,1660514.140625,1199686.636352539,2315110.402709961,1746081.920349121,1055655.8161010742,5904177.59362793,69380.02490234375
[TG(55:11)|TG(54:4)]_FA18:0,1.8709867904084492,10.413587102963,26.832910278521013,2.2182732036971327e-7,6.952764149235033e-6,TAG,1804296.5463867188,11190681.73828125,6614976.351074219,4375815.155029297,1296145.529296875,775406.3122558594,142586.51037597656
[TG(63:11)|TG(62:4)]_FA22:5,1.8700169971369427,9.128657065311037,26.80784805910662,2.2472285567369858e-7,6.975135627075868e-6,TAG,3106818.197631836,3250834.7712402344,1685657.704711914,1540713.3064575195,323203.42321777344,509002.37646484375,158149.33099365234
PE(40:6)|PE(dO-40:0),1.8681637897770498,11.646370909211718,26.760843511038406,2.302560181254512e-7,7.078158557183342e-6,PE,5427520.743164063,20809606.98046875,24164498.76196289,5973649.063964844,3012974.922241211,1891038.3601074216,183418.73315429688
FA(17:2),-1.6205239419423358,6.292977514120848,26.193552683870493,3.0885198536084023e-7,9.403807592367678e-6,FA,126630.50769042967,77933.04434204102,55100.82385253906,250586.97869873047,134537.2113647461,366902.2621459961,116827.54858398438
[TG(53:6)]_FA18:2,-1.6138438397321235,5.848245190055453,25.975027277550538,3.458624395166348e-7,1.0431341689949825e-5,TAG,102536.8872680664,107061.52752685548,111438.32788085938,105931.8683166504,222758.4963684082,193918.69274902344,31827.92218017578
DG(36:3)_C16:1,1.8334489577942572,6.389506270925288,25.876328421276412,3.6400570166934376e-7,1.087594605828871e-5,DAG,436158.0338897705,327200.3408203125,388930.60874176025,220166.69567489624,89144.50645446777,33822.342319488525,48801.16325378418
[TG(53:8)|TG(52:1)]_FA22:6,-1.609313413095873,6.411894085136112,25.828440008019243,3.7314951879758637e-7,1.1045916774035959e-5,TAG,145648.15042114258,157413.1918334961,187110.1322937012,138443.99111938477,289011.85858154297,322564.20263671875,50821.16337585449
[TG(54:6)]_FA18:2,1.8279051950786158,10.786119740456996,25.739291119883998,3.9078939848649407e-7,1.146196061432405e-5,TAG,2840946.0229492188,13930617.974853516,8475582.861816406,5694756.622314453,1746406.0529785156,1009000.13671875,172625.4111328125
