lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_cortex,DOD94_F3_Female_WT_cortex,DOD94_F4_Female_5xFAD_cortex,FAD184_F3_Female_WT_cortex,FAD184_F4_Female_WT_cortex,FAD185_M1_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_cortex,FAD185_M4_Male_WT_cortex,FAD189_M1_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_cortex,FAD189_M3_Male_WT_cortex,DOD93_F4_Female_5xFAD_diencephalon,DOD94_F3_Female_WT_diencephalon,DOD94_F4_Female_5xFAD_diencephalon,FAD184_F3_Female_WT_diencephalon,FAD184_F4_Female_WT_diencephalon,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_diencephalon,FAD185_M4_Male_WT_diencephalon,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_diencephalon,FAD189_M3_Male_WT_diencephalon,Blank_Blank_Blank_Blank_Blank
[TG(63:13)|TG(62:6)]_FA18:3,0.009656488810522714,3.723921353232895,0.001157655188828599,0.9728577475577989,0.9993440778918922,TAG,43246.262786865234,40818.22271728516,35905.20225524902,37765.34274291992,39469.183013916016,55972.044342041016,66800.0451965332,54566.583984375,67897.62417602539,79460.26577758789,58978.96401977539,31306.38250732422,37095.402923583984,39082.82269287109,35289.6028137207,43551.78317260742,63047.52423095703,58147.44400024414,44915.62286376953,46283.38320922852,70404.384765625,49821.04373168945,32819.342041015625
[TG(63:13)|TG(62:6)]_FA20:4,0.29389410039579317,4.629596370355046,1.0705181988469112,0.3008284263021084,0.9993440778918922,TAG,72648.60513305664,63874.94470214844,59223.94429016113,70220.82453918457,54522.983978271484,130404.82946777344,205032.67373657227,167019.01138305664,236265.255859375,123350.56845092772,92630.14712524414,42650.60284423828,57420.68475341797,61135.54455566406,47909.16339111328,61016.58444213867,125571.56854248048,143886.46914672852,56072.4040222168,121379.98852539062,127393.30792236328,90129.36601257324,41536.62258911133
[TG(63:13)|TG(62:6)]_FA22:5,0.106239273406012,5.27753715559693,0.14010102736688168,0.7081805980815258,0.9993440778918922,TAG,110080.98748779295,80670.8462524414,118193.92840576172,148775.529296875,103569.2469482422,223165.7765197754,190560.39331054688,145682.55029296875,235207.6958618164,290114.22174072266,217118.19555664065,123104.84771728516,66710.82458496094,109790.5283203125,88431.265869140625,102807.08728027344,204916.5166015625,186918.4931640625,103903.62725830078,209711.4555053711,212894.1344604492,152892.00994873047,41731.00305175781
[TG(63:13)|TG(62:6)]_FA22:6,-0.15977073807614828,11.571591352311845,0.3167778640749077,0.5735504955079131,0.9993440778918922,TAG,10215537.811035156,10985909.403808594,6207973.456054688,2893032.267089844,5239128.674804688,24641822.06835937,15244403.053222656,6910787.428955078,29774221.528808597,19117115.0546875,10005153.461914062,5144100.59375,2826503.2524414062,4424065.248535156,4502342.1796875,12781196.473144531,20532846.544433597,24389634.03955078,8624770.42578125,30342692.70751953,24027503.06689453,8769281.330566406,1656073.8100585938
[TG(64:10)|TG(63:3)]_FA14:0,0.2755781681956111,4.161300375203062,0.9414184884562928,0.33191330953102377,0.9993440778918922,TAG,108123.2664489746,24787.061920166016,74863.20617675781,88468.84768676758,93494.30555725098,90496.52478027344,60769.86437988281,94245.68608093262,113961.18782043456,76330.48553466797,37919.78273010254,63526.444595336914,41554.3625793457,49631.14422607422,60489.28411865234,31362.26243591309,57055.76484680176,43933.78274536133,75901.74391174316,134709.56997680664,45396.7825012207,45393.30313110352,14648.901107788086
[TG(64:10)|TG(63:3)]_FA16:0,-0.03579175115230671,3.1943635453551398,0.015902947226834385,0.8996473150862986,0.9993440778918922,TAG,36743.10220336914,27712.722076416016,26754.281829833984,27377.942138671875,30436.922149658203,42081.96298217773,42465.34294128418,31008.042266845703,44126.66305541992,50789.1233215332,34104.14239501953,25811.96188354492,32029.50225830078,28670.842041015625,27871.381713867188,29732.982055664062,43660.9831237793,35369.302825927734,28894.342346191406,34354.58242797852,40139.68280029297,34419.68246459961,20854.721557617188
[TG(64:10)|TG(63:3)]_FA16:1,-0.006851075190394295,3.393218786886476,5.827041369386166e-4,0.9807415231310236,0.9993440778918922,TAG,46608.783126831055,24776.741729736328,32673.18214416504,29475.62222290039,40143.0033569336,49985.063720703125,49339.24411010742,36527.44267272949,57500.92425537109,55252.70407104492,37417.08239746094,27329.161987304688,37281.462478637695,30562.56198120117,30096.56201171875,32350.04219055176,49244.6438293457,44947.6628112793,33432.28225708008,44973.46304321289,47241.16354370117,37896.94253540039,23009.101440429688
[TG(64:10)|TG(63:3)]_FA18:0,-0.05031551339316116,3.1650851420868116,0.03142705417607761,0.8592909944400933,0.9993440778918922,TAG,29843.62216186523,28205.781799316406,25916.141662597656,23446.24169921875,29070.9619140625,41987.342849731445,47972.50289916992,33375.582458496094,44601.663162231445,45465.883361816406,32572.70233154297,20307.50151062012,29567.94204711914,27651.941864013672,25960.84188842773,27982.34218597412,48945.663146972656,47470.26303100586,26963.16180419922,32786.722244262695,40908.70306396485,30290.54214477539,23955.98178100586
[TG(64:10)|TG(63:3)]_FA18:1,-0.008901083465108438,3.286418551186513,9.835864091272128e-4,0.9749807013412799,0.9993440778918922,TAG,31757.4423828125,28139.082000732426,30242.46224975586,26898.38165283203,35038.8625793457,43615.64324951172,52326.66387939453,40410.30317687988,46509.14318847656,53814.823654174805,40078.122955322266,25331.621780395508,31066.84246826172,29566.06234741211,25980.501831054688,32132.422302246097,43785.42315673828,42957.002700805664,31673.68231201172,36772.34246826172,50437.00375366211,38888.2626953125,19630.88136291504
[TG(64:10)|TG(63:3)]_FA18:2,-0.1263052911734343,3.762026684471586,0.19799198894247638,0.6563465600376007,0.9993440778918922,TAG,49595.76327514648,36592.46276855469,39827.30279541016,37388.20280456543,47671.32287597656,66120.9440612793,56359.78405761719,52653.483459472656,64556.264221191406,70176.20471191406,51319.08358764648,37095.92254638672,44812.5832824707,40326.5632019043,35881.36251831055,44710.30294799805,77320.20544433594,66776.40490722656,45843.36376953125,55804.32398986816,61327.943908691406,58553.48422241211,25076.461624145508
[TG(64:10)|TG(63:3)]_FA18:3,0.16517054934974754,4.1597582113745,0.3385166757852289,0.5606866786272274,0.9993440778918922,TAG,112043.29034423828,48931.343505859375,50452.00360107422,54120.72399902344,107510.26876831056,79608.06588745117,60933.10461425781,88948.18728637695,75464.20474243164,80297.04544067383,54280.1240234375,42320.922760009766,76789.32522583008,52512.80383300781,50694.2041015625,53391.00393676758,77153.00546264648,61344.46401977539,66444.86392211914,55667.703674316406,69726.16525268555,57643.72415161133,26127.941864013672
[TG(64:10)|TG(63:3)]_FA20:4,-0.012778198840250275,3.5651419559880835,0.002027099606844107,0.9640887187990161,0.9993440778918922,TAG,38353.32269287109,33115.62218475342,33563.422302246094,34572.64242553711,39196.90249633789,55697.08395385742,57570.46417236328,46436.483657836914,52712.84375,71434.3854675293,58651.62390136719,31629.622482299805,36133.2624206543,41505.282958984375,31228.202224731445,35944.302490234375,60165.24433898926,50371.48373413086,35945.80242919922,49671.68347167969,55073.404052734375,45210.20300292969,23599.40153503418
[TG(64:10)|TG(63:3)]_FA22:5,-0.16162989337988556,4.52927657605233,0.32417213509438625,0.5691110665868605,0.9993440778918922,TAG,69239.10501098633,46985.16329956055,77052.84460449219,96631.98626708984,69793.7248840332,109807.68728637695,116696.94827270508,72264.08532714844,123811.6685180664,115388.20852661131,69049.72473144531,94646.84658813477,47357.12316894531,78192.7056274414,65578.40446472168,61810.50402832031,106800.64770507812,95126.50732421876,76995.92449951172,127084.7488861084,123949.1289215088,97919.98667907716,39493.74250793457
[TG(64:10)|TG(63:3)]_FA22:6,-0.015006789783020995,5.739398891282474,0.002796054739064857,0.9578293253703389,0.9993440778918922,TAG,186908.21508789065,63252.06439208984,237766.0173034668,402034.245513916,169720.66946411133,179020.5132446289,197329.11404418945,158094.36935424805,343987.49716186523,262003.5160522461,79231.72537231445,345123.869720459,55299.38409423828,167645.85513305664,175120.5107421875,67811.9644165039,103922.02755737305,105537.2465209961,222722.49661254883,311143.2612609863,269193.0403137207,239117.4732055664,83271.76552581787
[TG(64:11)|TG(63:4)]_FA14:0,0.11288907320901889,4.189054455142413,0.15817754508725557,0.6908399790595245,0.9993440778918922,TAG,79901.06588745117,23342.72158813477,98196.88809204102,105999.70738220216,84198.32810974121,77618.36590576172,54900.864318847656,85234.86502075195,97618.08735656738,72338.08465576172,38388.34252929688,155112.31190490723,32381.001983642574,47416.64266967773,46719.90280151367,31817.362030029297,45276.18356323242,38790.44284057617,63209.1242980957,120162.4075012207,43848.9231262207,41946.963134765625,16509.04119873047
[TG(64:11)|TG(63:4)]_FA16:0,-0.10456396293413944,2.928151615405998,0.13570024647245305,0.7125935288571735,0.9993440778918922,TAG,31565.682495117188,19572.981399536133,22545.58158874512,19374.821365356445,24676.981872558597,34370.68258666992,37562.922302246094,25215.6417388916,36206.32260131836,43767.76363372803,28307.30209350586,20694.10131072998,31198.922576904297,24077.201873779297,23269.701553344727,23304.24178314209,41648.982681274414,35904.7426071167,23039.30172729492,28674.46206665039,31790.30256652832,26185.062118530277,16736.100997924805
[TG(64:11)|TG(63:4)]_FA16:1,-0.006830119692567546,3.5224106067891534,5.791505444676659e-4,0.9808003250013311,0.9993440778918922,TAG,42838.80340576172,30977.24224853516,36151.62283325195,37047.32278442383,42676.16293334961,54557.864196777344,53545.04412841797,43445.68270874024,55890.86474609375,59875.22399902344,43333.782958984375,32902.86233520508,33515.88244628906,33973.64254760742,35715.782623291016,36643.902770996094,50617.80346679688,51412.70376586914,36979.74234008789,52277.10339355469,47913.64364624024,41744.82302856445,23980.641845703125
[TG(64:11)|TG(63:4)]_FA18:0,-0.0761401965247935,3.1018017386110173,0.0719607787655514,0.7885029935081959,0.9993440778918922,TAG,30467.98223876953,29124.12219238281,26133.24183654785,23398.14169311523,26017.92179870605,39479.9430847168,40689.68280029297,25598.821701049805,36799.50238037109,48158.903228759766,33606.60241699219,23532.26173400879,29136.86183166504,27098.16192626953,26009.621948242188,30201.10218811035,40898.9826965332,36434.36241149902,25915.20184326172,33115.30256652832,38657.102447509766,29403.342163085938,23225.881713867188
[TG(64:11)|TG(63:4)]_FA18:1,-0.07057570344705735,3.2784628800678206,0.06182925850329468,0.80362773903691,0.9993440778918922,TAG,33102.562255859375,31595.86228942871,28170.52188110352,25802.58172607422,29980.242065429688,40791.36277770996,54064.80279541016,38641.122467041016,45379.623291015625,47811.94352722168,37262.12255859375,22438.861709594727,34783.30252075195,32692.14227294922,24542.08178710937,27444.741806030277,47444.82360839844,52422.86358642578,29385.102111816406,37572.76248168945,46839.14300537109,39095.40246582031,22682.901611328125
[TG(64:11)|TG(63:4)]_FA18:2,-0.037491802936607026,3.336548491036263,0.01744978591912627,0.894907064282242,0.9993440778918922,TAG,34654.12255859375,26176.54197692871,28732.8819732666,31630.882316589355,31709.102127075195,48823.10336303711,52306.70361328125,39395.82302856445,50161.40380859375,58529.364501953125,38846.94302368164,24676.74168395996,28025.022018432617,29055.181838989258,27009.702209472656,33841.64236450195,50110.143615722656,46596.02349853516,31405.12225341797,40455.7028503418,56977.38427734375,41691.48309326172,21766.24168395996
[TG(64:11)|TG(63:4)]_FA18:3,-0.07447670477769586,3.9543898223308713,0.06885582263726064,0.7930100428782861,0.9993440778918922,TAG,56513.6838684082,45252.18338012695,46204.16326904297,47675.743225097656,57309.78463745117,72583.20545959473,66405.02435302734,57271.50454711914,79090.04595947266,80386.42657470703,56287.38395690918,43819.983306884766,49359.52368164063,45627.283203125,43558.08351135254,47764.46334838867,83102.0463256836,70681.28482055664,55393.94369506836,62065.34484863281,75527.86532592773,60761.96405029297,26895.461853027344
[TG(64:11)|TG(63:4)]_FA20:4,0.29365609845035084,3.973141926245707,1.0687554212814803,0.30122673593114957,0.9993440778918922,TAG,45604.54302978516,47034.103271484375,43574.94305419922,57847.70388793945,46292.28314208984,81027.686279296875,70146.10499572754,67824.08508300781,68786.40531921387,132693.82919311523,117353.9089050293,35460.54248046875,41019.942932128906,42724.60299682617,37101.74282836914,46746.58335876465,76738.3256225586,62361.224182128906,42922.60313415527,55402.404052734375,70480.525390625,59709.18403625488,26083.60188293457
[TG(64:11)|TG(63:4)]_FA22:5,0.022262302477512253,4.872810686293923,0.006153189072392706,0.93747625379738,0.9993440778918922,TAG,83288.56674194336,57853.66458129883,99518.10638427734,138482.69079589844,88914.486572265625,137869.37002563477,136876.2887878418,99879.6675415039,141526.32885742188,203801.79513549805,145826.85061645508,140017.29025268555,54688.88391113281,95320.86688232422,77255.7857208252,65740.6650390625,118841.12893676758,113240.40780639648,89840.32650756836,179848.85189819336,140761.94979858398,98745.12716674805,31944.10218811035
[TG(64:11)|TG(63:4)]_FA22:6,-0.11641634647547047,4.6923207448161115,0.16821774765776354,0.6817006332751634,0.9993440778918922,TAG,79533.62518310547,57469.58393859863,91928.44570922852,104710.34771728516,82043.346923828125,129953.05017089844,126925.28913879396,72881.56559753418,139092.99127197266,124162.6286315918,80417.5054321289,102000.02726745604,48445.903381347656,84064.22547912598,66857.94486999512,66052.58517456055,115713.0288696289,110302.98704528809,85460.48614501953,149117.49114990234,139508.3102722168,109104.16668701172,50490.78399658203
[TG(64:12)|TG(63:5)]_FA14:0,0.029293934392160048,3.0389812644982244,0.010652862889038772,0.9177941550361214,0.9993440778918922,TAG,28498.882080078125,16187.221130371094,25156.581825256348,23950.741592407227,29186.261962890625,40848.683197021484,31018.542236328125,28646.84213256836,49719.78381347656,62089.26501464844,39543.60269165039,25576.321807861328,16155.901359558104,23619.92169189453,22514.041442871097,23237.641525268555,34214.62244415283,28457.322052001957,24826.24174499512,65869.22448730469,33860.44255065918,30775.022216796875,15299.541000366213
[TG(64:12)|TG(63:5)]_FA16:0,-0.060152924358979745,2.8157521831806265,0.04491466991738946,0.8321610104945253,0.9993440778918922,TAG,24104.02178955078,20156.441482543945,22109.22158813477,19820.821334838867,21412.221466064453,28330.18165588379,33104.1024017334,23360.921783447266,33037.722259521484,44216.88362121582,34259.82229614258,19196.62139892578,21242.861358642574,22866.92163085937,21317.401428222656,22100.22164916992,31657.76266479492,27074.661987304688,22289.481552124023,28393.52230834961,42261.16326904297,26498.621841430664,14477.440856933594
[TG(64:12)|TG(63:5)]_FA16:1,-0.10544497863868646,3.2090816275100056,0.13800041397258767,0.7102770190662894,0.9993440778918922,TAG,36941.92251586914,20655.52154541016,26241.06198120117,26754.02198791504,33102.962463378906,43160.06327819824,45120.56314086914,29874.76206970215,45615.94298171997,56977.92411804199,34213.50244140625,25030.582000732426,32802.06214904785,27962.842010498047,28205.501861572266,29732.6817779541,48041.683013916016,47274.90310668945,27760.602020263672,44600.28298950195,41083.0632019043,32662.02230834961,15827.041046142578
[TG(64:12)|TG(63:5)]_FA18:0,0.10998366183328805,3.3572052947013087,0.1501348400221758,0.6984065336569747,0.9993440778918922,TAG,31318.76187133789,28314.281982421875,32019.20217895508,28678.9619140625,30300.12225341797,45029.662994384766,45773.363021850586,32487.622497558597,42920.98335266113,91529.42517089844,67323.92404174805,21965.88156890869,29828.842239379883,33843.98245239258,28281.881896972656,33261.02224731445,49014.44316101074,38386.98280334473,29220.602264404297,38921.52279663086,47687.98376464844,40570.74301147461,21357.041442871097
[TG(64:12)|TG(63:5)]_FA18:1,-0.021845559451679347,3.2219257914823842,0.005924412492106512,0.9386472474185767,0.9993440778918922,TAG,33403.162109375,31595.982025146484,27955.58209228516,25133.76171875,27419.78189086914,40700.28314208984,45803.60336303711,32346.382263183597,39686.64288330078,52338.02368164063,39020.92266845703,23137.921508789062,28318.561965942383,32977.50244140625,24436.661712646484,29154.48170471192,42263.14260864258,35975.782653808594,30033.98217773437,35158.20225524902,45007.223205566406,35391.08265686035,28142.92189025879
[TG(64:12)|TG(63:5)]_FA18:2,-0.11626703402097477,3.378793771893989,0.16777466687619835,0.6820971517557665,0.9993440778918922,TAG,34259.822265625,30937.702423095703,27799.34188842773,29328.522186279297,28899.06208801269,49308.66354370117,57106.404052734375,36857.58251953125,51276.36401367188,52339.083740234375,39637.482971191406,25375.641662597656,36448.20251464844,32374.22241210937,28842.10174560547,33965.462478637695,56410.68389892578,58103.28321838379,30689.48225402832,35215.54232788086,55376.32423400879,35658.702575683594,25573.101837158203
[TG(64:12)|TG(63:5)]_FA18:3,-0.03901738469688192,3.557850695537301,0.018899052360097812,0.8906562814907028,0.9993440778918922,TAG,39076.84262084961,34781.742431640625,32243.28207397461,35935.98260498047,40057.58316040039,55769.54415893555,63057.70425415039,42794.60305786133,59141.56430053711,67188.34432983398,43806.18324279785,31598.382415771484,35931.602783203125,36386.48251342773,32796.74221801758,38897.22261047363,57276.52458190918,48937.88366699219,37295.82266235352,46822.003326416016,60101.82498168945,48169.8635559082,23779.281829833984
[TG(64:12)|TG(63:5)]_FA22:5,0.3252017178326014,5.588190110593778,1.3102667281964386,0.2523463684517458,0.9993440778918922,TAG,106068.2074584961,112634.02813720705,165557.45190429688,348036.203704834,134840.02935791016,326295.94158935547,247516.458190918,279805.83602905273,269181.03900146484,185535.1722412109,219717.0154724121,214610.8934020996,75184.98529052734,152800.75103759766,95236.347900390625,90352.70666503906,168243.99166870117,162797.39221191406,137126.69021606445,308561.6848754883,207892.9762878418,137890.89025878906,33228.96240234375
[TG(64:12)|TG(63:5)]_FA22:6,0.022818809878241704,5.017478579955243,0.006464688980486244,0.9359165106452841,0.9993440778918922,TAG,89996.1060180664,62468.323822021484,113888.02810668944,152335.6300354004,94914.42721557616,156637.93090820312,157667.8106994629,101852.12687683104,152965.17083740234,224756.458190918,170466.7533569336,149064.5305480957,60005.34439086914,108902.0482788086,84504.446533203125,73488.94479370117,131785.58856201172,120900.00936889648,99053.30633544922,203053.87432861328,162459.85131835938,109314.46742248537,34181.76252746582
[TG(64:13)|TG(63:6)]_FA14:0,-0.09244553278238322,3.3785049170853156,0.10607913805097269,0.7446529146625317,0.9993440778918922,TAG,34033.88296508789,20589.88150024414,28681.28207397461,37020.30268859863,37625.00218200684,56769.26336669922,42495.18276977539,36860.02215576172,83626.54719543457,50846.24334716797,27359.66180419922,37070.682693481445,18333.101196289062,26745.98197937012,30217.022171020508,24864.701766967773,32602.42236328125,32320.74235534668,32604.20211791992,130640.7096862793,45260.5033569336,32907.802337646484,16690.261184692383
[TG(64:13)|TG(63:6)]_FA16:0,0.07697997716284272,3.2757946804265536,0.07355825342216349,0.786224716722556,0.9993440778918922,TAG,32719.722076416016,26325.52165222168,26716.841827392574,26050.221618652344,31296.562286376957,49509.743560791016,43274.6432800293,33759.10217285156,41207.20297241211,76234.50482177734,54878.103271484375,22853.621780395508,26624.44187927246,26038.422073364258,25854.98181152344,30553.761795043945,46825.6827545166,39884.422943115234,26941.481826782227,37578.682525634766,55385.08404541016,38251.40272521973,22006.801513671875
[TG(64:13)|TG(63:6)]_FA16:1,-0.05686924176927229,3.119855454157452,0.04014652165940902,0.8411943723492283,0.9993440778918922,TAG,26777.46182250977,19588.40145874023,26233.44204711914,28285.062042236328,29270.162063598636,40257.103088378906,43837.363204956055,31154.482223510742,42891.50326538086,53233.80316162109,38116.62283325195,25392.26190185547,24031.16177368164,27411.46174621582,26001.322036743164,27897.301834106445,36017.782638549805,37501.74266052246,26372.92202758789,40711.64289855957,49414.04373168945,32733.6224899292,16492.14112854004
[TG(64:13)|TG(63:6)]_FA18:0,-0.09655559779780391,3.0626800927717603,0.11571558522967962,0.7337285573295917,0.9993440778918922,TAG,27486.96200561523,24844.601516723636,25291.181762695312,23252.62176513672,28639.681762695312,35019.68225097656,38413.86280822754,25646.182083129883,36652.42276763916,50199.52383422852,37652.662658691406,21186.54165649414,29017.04180908203,25959.361755371097,24666.94180297852,26435.761932373047,43801.023040771484,36496.40249633789,24684.84164428711,30729.822219848636,45008.62341308594,34712.98226928711,18084.721298217773
[TG(64:13)|TG(63:6)]_FA18:1,0.08914442038618213,3.5191320610586545,0.09864052677949076,0.7534671946811572,0.9993440778918922,TAG,36059.38259887695,28933.62222290039,33092.4423828125,31594.98243713379,34122.82229614258,44038.52340698242,53847.54312133789,34371.32241821289,45044.64358520508,109359.9481201172,82634.36625671387,31017.18203735352,34786.882415771484,34902.48239135742,27512.702026367188,35623.422454833984,52425.04360961914,42628.32266235352,35827.26251220703,50640.10336303711,50330.08377075195,46567.18310546875,21801.48162841797
[TG(64:13)|TG(63:6)]_FA18:2,-0.020497544645398224,3.3128993381146925,0.00521587555904901,0.9424260182523216,0.9993440778918922,TAG,36355.20248413086,31511.502471923828,28768.9619140625,27223.001922607426,29137.022018432617,44544.82334899902,45700.14358520508,35172.10232543945,47113.60317993164,61132.52505493164,39866.72248840332,27371.58201599121,29838.842346191406,32479.52227783203,26533.501861572266,31812.902420043945,47028.5632019043,42767.16275024414,29597.162048339844,34389.58247375488,48980.88314819336,36837.74293518066,28105.282104492188
[TG(64:13)|TG(63:6)]_FA18:3,-0.1223247884566509,3.623458117284417,0.1857111233513251,0.6665104457781125,0.9993440778918922,TAG,40429.74298095703,37749.4627532959,31602.42205810547,33598.50248718262,38024.90274047852,53668.36352539063,68886.16470336914,43515.86285400391,59155.56439208984,64151.36505126953,48408.163330078125,30214.002075195312,39808.96293640137,36363.402435302734,33906.5622253418,41915.56329345703,67851.46514892578,67046.024658203125,38829.64276123047,47097.50338745117,63482.24475097656,46384.72302246094,27649.40167236328
[TG(64:14)|TG(63:7)|TG(62:0)]_FA14:0,0.008906916127323337,3.429070371939946,9.848906032061677e-4,0.9749641250101654,0.9993440778918922,TAG,37411.04284667969,18776.28147888184,33546.32223510742,43425.72229003906,42192.22282409668,56662.44435119629,43885.46347045898,40481.58280944824,90722.68753051758,52544.92330932617,28668.90200805664,42231.70274353027,17669.521453857422,25767.32174682617,29898.302200317383,24918.04162597656,28938.48226928711,30545.66231536865,33983.022064208984,137145.14990234375,39739.5428314209,31740.88217163086,15659.881072998049
[TG(64:14)|TG(63:7)|TG(62:0)]_FA16:0,-0.17257590736833134,3.172320771553744,0.3695086858206764,0.5432721983072452,0.9993440778918922,TAG,27102.34194946289,25919.22216796875,26250.721908569336,23661.14178466797,28826.74188232422,41848.062927246094,36432.862533569336,28270.34188842773,44872.68309020996,51871.263595581055,38115.08283996582,23981.04165649414,25918.261764526367,28876.442092895508,25595.06181335449,32519.52258300781,50511.02374267578,41587.14302062988,26920.842010498047,34247.9026184082,54791.90380859375,36802.32260131836,19611.86116027832
[TG(64:14)|TG(63:7)|TG(62:0)]_FA16:1,-0.06274477657516188,3.5832902373843187,0.048871943844645216,0.8250379307517107,0.9993440778918922,TAG,36456.26261901856,30512.56201171875,34264.00244140625,31194.42237854004,37603.48275756836,59605.32421875,50573.34310913086,40996.2626953125,59012.78373718262,92960.78645324708,56583.50390625,28220.36199951172,32634.742065429688,35894.14227294922,34667.84240722656,39929.18258666992,67501.22491455078,57080.563873291016,36961.80247497559,51431.60409545898,63884.30514526367,47813.744049072266,22070.84149169922
[TG(64:14)|TG(63:7)|TG(62:0)]_FA18:0,-0.20476111071373568,3.555026074584813,0.5200779086061971,0.4708084502921496,0.9993440778918922,TAG,36166.842346191406,33124.94223022461,33269.02243041992,29996.42202758789,34326.1826171875,56175.664489746094,49310.90368652344,39747.5627746582,61678.36422729492,66614.90444946289,47019.72262573242,29200.622009277344,36592.62268066406,39432.622970581055,29701.24203491211,41419.2229309082,79152.90536499023,67785.52471923828,30855.202209472656,40145.24241638184,61742.924377441406,55574.66452026367,22074.34146118164
[TG(64:14)|TG(63:7)|TG(62:0)]_FA18:1,-0.054439726135027684,3.1751525376537915,0.03678993054042223,0.8478933767633946,0.9993440778918922,TAG,32139.202362060547,26829.26181030273,29324.982162475582,25809.42179870605,28630.80194091797,40311.70275878906,45616.86294555664,29542.941833496097,39004.52264404297,51671.20397949219,40299.74267578125,25093.42170715332,28946.44204711914,28982.502166748047,25128.841598510742,29096.62210083008,42619.40316772461,36527.00271606445,29957.96200561523,35936.78259277344,46738.72360229492,35423.04299926758,18093.74133300781
[TG(64:14)|TG(63:7)|TG(62:0)]_FA18:2,0.1494852960095792,3.555066929916764,0.2772937306630183,0.598480512534671,0.9993440778918922,TAG,37657.44253540039,30730.102020263672,31434.222091674805,32413.00228881836,36870.68264770508,50792.98370361328,49920.943603515625,36087.32260131836,47173.88327026367,120411.80950927734,84678.36682128906,26681.52188110352,31437.58242797852,36045.762268066406,29292.70205688477,39550.0424194336,53433.74369812012,44482.82318115234,33033.12202453613,45737.02334594727,59364.24409484863,46150.783111572266,23421.74137878418
[TG(64:14)|TG(63:7)|TG(62:0)]_FA18:3,-0.044982132389055574,3.4790876797647434,0.025118618845226592,0.874071846477471,0.9993440778918922,TAG,37252.72265625,34572.84211730957,30588.522247314453,29765.742233276367,37539.102630615234,52877.763671875,52386.34381103516,36509.40267944336,51359.083557128906,60475.88409423828,49367.10333251953,28600.622283935547,32674.44274902344,35895.92248535156,29156.88212585449,38131.80258178711,52329.94398498535,44115.763122558594,33446.282165527344,42362.22286987305,60267.104400634766,43576.32345581055,31820.362548828125
[TG(64:14)|TG(63:7)|TG(62:0)]_FA20:4,-0.004646769233550139,3.991225844920065,2.68072235485306e-4,0.9869368902345955,0.9993440778918922,TAG,51491.7629699707,40722.142822265625,43985.04293823242,36712.36250305176,48505.02313232422,88251.98611450195,95492.06625366212,56721.72424316406,105651.58642578124,93866.16662597656,65556.68444824219,48200.18353271485,41000.32307434082,43328.76300048828,37297.50268554688,45258.64320373535,100416.5069580078,81387.38569641113,45412.263259887695,78527.96513366699,86031.06643676758,47194.20306396485,27972.14179992676
[TG(64:15)|TG(63:8)|TG(62:1)]_FA14:0,0.046119795536355646,3.1196858787354436,0.026404423996098103,0.8709165524485438,0.9993440778918922,TAG,31192.801971435547,25669.481872558597,23870.961517333984,31451.26173400879,32793.30256652832,43198.98300170898,34629.162841796875,31826.74208068848,52978.76361083984,50550.843353271484,30019.68212890625,24673.0418548584,20661.34146118164,25184.941864013672,27084.18170166016,23743.50170898437,32349.54208374023,30375.28205871582,29779.54229736328,57761.12380981445,35320.10238647461,32957.96224975586,17481.861236572266
[TG(64:15)|TG(63:8)|TG(62:1)]_FA16:0,-0.19137739161647377,3.0617789239916706,0.454340549002751,0.5002808717290236,0.9993440778918922,TAG,25641.4217376709,23090.101760864258,24526.82176208496,22022.92169189453,25982.221755981445,38899.12268066406,36407.26272583008,26369.482055664062,42197.72314453125,45363.223236083984,32580.542205810547,23030.94171142578,26295.98181152344,28062.4620513916,22153.52174377441,26653.34219360352,51597.783752441406,41133.68316650391,22009.80178833008,33481.66250610352,45421.74337768555,36766.72242736816,18721.061347961426
[TG(64:15)|TG(63:8)|TG(62:1)]_FA16:1,-0.12071127598007395,3.4807852805682824,0.18084415424820577,0.6706487892062506,0.9993440778918922,TAG,32479.02243041992,28140.341766357426,32313.822235107426,31706.90200805664,36070.98245239258,52047.44393920898,47289.843017578125,37781.12254333496,59345.12469482422,71582.80505371094,50958.42385864258,28919.12197875977,30988.04234313965,30898.822143554688,30895.62205505371,38928.10235595703,66514.3648071289,58647.52394104004,32984.842346191406,48303.06384277344,62156.22482299805,44764.96322631836,19980.321350097656
[TG(64:15)|TG(63:8)|TG(62:1)]_FA18:0,0.03270741879536892,3.6955957866456064,0.01328083359179999,0.9082529136698696,0.9993440778918922,TAG,39091.1630859375,42445.6028137207,35453.28240966797,38891.702880859375,35840.76251220703,66185.444580078125,65275.72448730469,60524.74447631836,77438.244873046875,64403.20477294922,62757.28472900391,27058.941772460938,39472.4821472168,35554.50276184082,31401.522064208984,41396.46292114258,76096.70513916016,69576.6644897461,35844.56262207031,42991.80340576172,64027.1037902832,61717.544189453125,20883.001495361328
