Lipid,Class,DOD93_F4_Female_5xFAD_cortex ,DOD94_F3_Female_WT_cortex _x,DOD94_F4_Female_5xFAD_cortex ,FAD184_F3_Female_WT_cortex _x,FAD184_F4_Female_WT_cortex _x,FAD185_M1_Male_5xFAD_cortex ,FAD185_M3_Male_5xFAD_cortex ,FAD185_M4_Male_WT_cortex _x,FAD189_M1_Male_5xFAD_cortex ,FAD189_M2_Male_5xFAD_cortex ,FAD189_M3_Male_WT_cortex _x,DOD94_F3_Female_WT_cortex _y,FAD184_F3_Female_WT_cortex _y,FAD184_F4_Female_WT_cortex _y,FAD185_M4_Male_WT_cortex _y,FAD189_M3_Male_WT_cortex _y,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
CAR(14:1)_QUAL,CAR,814000.9125061035,744259.6683273315,762916.4165306091,776833.9528961182,752968.1960601807,724341.1519584656,733591.5547332764,756387.4721946716,719726.5105552673,758138.393913269,754983.6320800781,744259.6683273315,776833.9528961182,752968.1960601807,756387.4721946716,754983.6320800781,902707.2607421876,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(14:2),CAR,379257.40713500977,374163.9449691773,390155.8661003113,395916.17125701904,389661.7878799439,381633.790145874,381604.8462371826,391972.246257782,378694.5857315064,378606.2049293518,382274.2672729492,374163.9449691773,395916.17125701904,389661.7878799439,391972.246257782,382274.2672729492,397565.6098632813,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(14:2)_QUAL,CAR,807545.179107666,767973.9305114746,791702.0143814087,807015.7537155151,799562.6788711548,767176.1962928772,789051.5732498169,802263.0186004639,774223.9913330078,761149.5116081238,808655.4323120117,767973.9305114746,807015.7537155151,799562.6788711548,802263.0186004639,808655.4323120117,898668.984375,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(16:0),CAR,254972.17778015137,251302.79752731323,252360.7569503784,257439.0177116394,254987.4772911072,251473.47735977173,255412.83624649048,255909.8370552063,250881.0977783203,247474.23796463013,260033.4383468628,251302.79752731323,257439.0177116394,254987.4772911072,255909.8370552063,260033.4383468628,283562.0600585937,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(16:0)_QUAL,CAR,750047.2343788147,695143.8098487854,727270.5544624329,732082.8132858276,745552.4319190979,761272.3086395264,757181.172039032,714538.5910606384,763946.3106689453,721392.4711380005,742535.4524078369,695143.8098487854,732082.8132858276,745552.4319190979,714538.5910606384,742535.4524078369,743383.630859375,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(16:1),CAR,243783.21682357788,240792.1379928589,245360.19734191892,251715.1997642517,250094.41779708865,238651.93688964844,247915.0375175476,256811.7780532837,235559.25829696652,240942.0760192871,249647.53729248047,240792.1379928589,251715.1997642517,250094.41779708865,256811.7780532837,249647.53729248047,271161.9794921875,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(16:1)_QUAL,CAR,704960.151763916,676417.1706314087,705393.8503189087,725311.6316871643,731428.8098487854,758423.3161010742,721346.4516448975,703302.6930923462,812565.5787582397,735076.952545166,754551.427898407,676417.1706314087,725311.6316871643,731428.8098487854,703302.6930923462,754551.427898407,740003.9345703125,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(16:2),CAR,244697.97831726077,238028.15690994263,240024.1763458252,252207.2161369324,243440.07543563843,243046.63777923584,242045.73767089844,251063.47832870483,235517.69748687744,232855.4962463379,248387.9770622253,238028.15690994263,252207.2161369324,243440.07543563843,251063.47832870483,248387.9770622253,256414.337890625,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(16:2)_QUAL,CAR,666640.0074272156,675326.2664108276,674450.1648483276,689828.7694168091,727642.2745780945,701309.7100067139,716002.735786438,688396.1675071716,733708.4512557983,684801.8274307251,689735.8322143555,675326.2664108276,689828.7694168091,727642.2745780945,688396.1675071716,689735.8322143555,720453.970703125,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(17:0),CAR,1396086.3981285095,1342411.8786811829,1402296.1561775208,1365435.819694519,1386686.9743041992,1353571.8726654053,1272498.4499282837,1404791.521724701,1295091.9070358276,1300291.628364563,1350500.256099701,1342411.8786811829,1365435.819694519,1386686.9743041992,1404791.521724701,1350500.256099701,1142501.9833984375,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(17:0)_QUAL,CAR,547453.7202033997,535001.0970344543,563622.2194595337,559384.4412536621,552436.002117157,539171.1168403625,537797.8213729858,565967.7417640686,535650.5117263794,540114.2405166626,566670.0461387634,535001.0970344543,559384.4412536621,552436.002117157,565967.7417640686,566670.0461387634,595367.421875,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(18:0),CAR,3381557.4882850647,3344060.9525032043,3457404.749382019,3484259.4640693665,3403506.3254776,3212707.112350464,3266554.9107894897,3499383.6750068665,3156970.61000824,3147100.541255951,3332275.1471939087,3344060.9525032043,3484259.4640693665,3403506.3254776,3499383.6750068665,3332275.1471939087,3204698.263671875,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(18:0)_QUAL,CAR,721255.08934021,722951.7132110596,737973.8898925781,743083.9319190979,726716.0859832764,702674.0927810669,704641.5527000427,733856.613407135,682358.8477783203,700399.5262145996,733271.0139122009,722951.7132110596,743083.9319190979,726716.0859832764,733856.613407135,733271.0139122009,760985.4560546875,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(18:1),CAR,3301628.6700057983,3263183.57157135,3365038.3362579346,3382485.3075065613,3296570.7317276,3163711.5511016846,3209502.482975006,3355950.292663574,3061767.8464126587,3129870.37625885,3248227.794692993,3263183.57157135,3382485.3075065613,3296570.7317276,3355950.292663574,3248227.794692993,3208659.5,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(18:1)_QUAL,CAR,700237.9283294678,691485.6316871643,705935.4915313721,722437.5520362854,698676.2541503906,684254.9703979492,680631.1444206238,728707.2491493225,659237.9448890686,681394.0701217651,684351.1671180725,691485.6316871643,722437.5520362854,698676.2541503906,728707.2491493225,684351.1671180725,735194.3125,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(18:2),CAR,3395870.140319824,3381310.580318451,3464880.677978516,3512091.339225769,3387669.825321197,3233295.9546928406,3293080.086883545,3450073.6081314087,3153841.6593818665,3171208.575946808,3378507.9884414678,3381310.580318451,3512091.339225769,3387669.825321197,3450073.6081314087,3378507.9884414678,3252238.28515625,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(18:2)_QUAL,CAR,691594.3280906677,681783.3293418884,696887.011138916,703156.7877388,684677.1701622009,657429.1837158203,664824.4467277527,708036.3482475281,646209.2857894897,658525.7477798462,673538.2653198242,681783.3293418884,703156.7877388,684677.1701622009,708036.3482475281,673538.2653198242,725255.8544921875,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(18:3),CAR,3370895.863910675,3354389.6895370483,3406953.552661896,3442251.3753204346,3350015.237663269,3215544.002193451,3233189.695941925,3429904.116878509,3152076.383911133,3176414.3812561035,3312679.8973503117,3354389.6895370483,3442251.3753204346,3350015.237663269,3429904.116878509,3312679.8973503117,3175149.642578125,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(18:3)_QUAL,CAR,734192.0928192139,724256.6666870117,744972.2701225281,740901.3504333496,724836.8706283569,699465.3496551514,696019.29246521,747649.1333656311,693745.6071548462,713923.1545372009,724785.8936004639,724256.6666870117,740901.3504333496,724836.8706283569,747649.1333656311,724785.8936004639,757884.5498046875,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(18:4),CAR,3330174.315475464,3270577.046726227,3370750.345943451,3384906.931880951,3307672.6473503117,3162778.693130493,3206804.1934432983,3399486.8254776,3073514.468444824,3099974.26984787,3229563.2268829346,3270577.046726227,3384906.931880951,3307672.6473503117,3399486.8254776,3229563.2268829346,3109092.08203125,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(18:4)_QUAL,CAR,729564.9716835022,713336.4137573242,736543.7698898315,749293.1941490173,719543.4729347229,694115.5088729858,696792.8487167358,736047.5109024048,696220.6852416992,698410.2664146423,709531.2917251587,713336.4137573242,749293.1941490173,719543.4729347229,736047.5109024048,709531.2917251587,756819.1298828125,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(20:0),CAR,615438.1665687561,608679.9014892578,624361.2435417175,622327.7019195557,603089.2824287415,586645.7002029419,582079.1347312927,631115.6622695923,574311.2203979492,575452.460319519,610788.9026222229,608679.9014892578,622327.7019195557,603089.2824287415,631115.6622695923,610788.9026222229,631235.4873046875,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(20:0)_QUAL,CAR,2067352.8719596865,2030921.9206314087,2096010.542190552,2106460.679851532,2106803.243911743,2091926.9437561035,2024557.981880188,2086055.1295394895,2003382.295475006,2046552.9743804927,2100954.6359443665,2030921.9206314087,2106460.679851532,2106803.243911743,2086055.1295394895,2100954.6359443665,2018746.53125,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(20:1),CAR,593621.5425033569,573377.6212539673,593058.0241889954,606478.0848083496,584938.5810966492,559269.5806694031,571172.1201248169,602110.226726532,548740.7184410095,556692.4851226807,577569.9802017212,573377.6212539673,606478.0848083496,584938.5810966492,602110.226726532,577569.9802017212,602583.583984375,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(20:1)_QUAL,CAR,2053046.564304352,2010838.4269599917,2092487.095554352,2093240.2393836973,2075263.855632782,2043130.7114143367,2015235.4481315613,2088881.7276611328,2024805.646728516,2053102.1375083923,2069368.9885978696,2010838.4269599917,2093240.2393836973,2075263.855632782,2088881.7276611328,2069368.9885978696,2005452.6015625,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(20:2),CAR,540381.9594192505,533664.4797325134,542875.0798339844,542057.2000083923,535712.1989135742,511996.2529373169,522356.77590560913,546378.7353973389,495884.21684265137,510662.513130188,525643.7546577454,533664.4797325134,542057.2000083923,535712.1989135742,546378.7353973389,525643.7546577454,542018.3017578125,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(20:2)_QUAL,CAR,2007171.5746154785,1941919.9132881165,2029242.4664878843,2028221.8551635745,2020504.7426643367,1993213.965396881,1964196.2334403992,2017963.706100464,1949975.3960990903,1966620.990161896,2029728.71906662,1941919.9132881165,2028221.8551635745,2020504.7426643367,2017963.706100464,2029728.71906662,1927371.623046875,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(20:4),CAR,549361.3818778992,554694.6580543518,568324.8801612854,578648.7180137634,568190.443561554,531124.8779182434,531155.4191093445,565618.1993026733,517301.3766059876,528165.6165313721,549072.7575035095,554694.6580543518,578648.7180137634,568190.443561554,565618.1993026733,549072.7575035095,571720.7197265625,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(20:4)_QUAL,CAR,1751350.9207878113,1721938.8299293518,1761824.820552826,1791836.084224701,1770957.344379425,1760852.163131714,1724234.8637542725,1772002.6446914673,1712358.461566925,1732700.5193824768,1786049.7331314087,1721938.8299293518,1791836.084224701,1770957.344379425,1772002.6446914673,1786049.7331314087,1701772.712890625,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
CAR(22:0),CAR,228100.8777809143,225577.95599365237,233213.21689605716,226648.3770027161,220266.8165473938,217366.69368743896,213810.9952697754,233769.3362197876,207493.0552597046,213845.4559326172,225604.91527938843,225577.95599365237,226648.3770027161,220266.8165473938,233769.3362197876,225604.91527938843,246921.7578163147,Brain Region: cortex,Genotype: WT | Brain Region: cortex,Brain Region: cortex vs Genotype: WT__Brain Region: cortex_,11,5,Blank_Blank_Blank_Blank_Blank
