TG 57:4_OZONE_DB_Position_N5	942.8->996.9
TG 57:4_OZONE_DB_Position_N6	942.8->1010.9
TG 57:4_OZONE_DB_Position_N7	942.8->1025
TG 57:4_OZONE_DB_Position_N8	942.8->1039
TG 57:4_OZONE_DB_Position_N9	942.8->1053
TG 57:4_OZONE_DB_Position_N10	942.8->1067
TG 57:4_OZONE_DB_Position_N11	942.8->1081
TG 57:4_OZONE_DB_Position_N12	942.8->1095
TG 57:4_OZONE_DB_Position_N13	942.8->1109.1
TG 57:4_OZONE_DB_Position_N14	942.8->1123.1
TG 57:4_OZONE_DB_Position_N15	942.8->1137.1
TG 57:4_OZONE_DB_Position_N16	942.8->1151.1
TG 57:4_OZONE_DB_Position_N17	942.8->1165.1
TG 57:5	940.8->641.6
TG 57:5_OZONE_DB_Position_N1	940.8->938.9
TG 57:5_OZONE_DB_Position_N2	940.8->952.9
TG 57:5_OZONE_DB_Position_N3	940.8->966.9
TG 57:5_OZONE_DB_Position_N4	940.8->980.9
TG 57:5_OZONE_DB_Position_N5	940.8->994.9
TG 57:5_OZONE_DB_Position_N6	940.8->1008.9
TG 57:5_OZONE_DB_Position_N7	940.8->1022.9
TG 57:5_OZONE_DB_Position_N8	940.8->1037
TG 57:5_OZONE_DB_Position_N9	940.8->1051
TG 57:5_OZONE_DB_Position_N10	940.8->1065
TG 57:5_OZONE_DB_Position_N11	940.8->1079
TG 57:5_OZONE_DB_Position_N12	940.8->1093
TG 57:5_OZONE_DB_Position_N13	940.8->1107
TG 57:5_OZONE_DB_Position_N14	940.8->1121.1
TG 57:5_OZONE_DB_Position_N15	940.8->1135.1
TG 57:5_OZONE_DB_Position_N16	940.8->1149.1
TG 57:5_OZONE_DB_Position_N17	940.8->1163.1
TG 57:6	938.8->639.6
TG 57:6_OZONE_DB_Position_N1	938.8->936.9
TG 57:6_OZONE_DB_Position_N2	938.8->950.9
TG 57:6_OZONE_DB_Position_N3	938.8->964.9
TG 57:6_OZONE_DB_Position_N4	938.8->978.9
TG 57:6_OZONE_DB_Position_N5	938.8->992.9
TG 57:6_OZONE_DB_Position_N6	938.8->1006.9
TG 57:6_OZONE_DB_Position_N7	938.8->1020.9
TG 57:6_OZONE_DB_Position_N8	938.8->1035
TG 57:6_OZONE_DB_Position_N9	938.8->1049
TG 57:6_OZONE_DB_Position_N10	938.8->1063
TG 57:6_OZONE_DB_Position_N11	938.8->1077
TG 57:6_OZONE_DB_Position_N12	938.8->1091
TG 57:6_OZONE_DB_Position_N13	938.8->1105
TG 57:6_OZONE_DB_Position_N14	938.8->1119.1
TG 57:6_OZONE_DB_Position_N15	938.8->1133.1
TG 57:6_OZONE_DB_Position_N16	938.8->1147.1
TG 57:6_OZONE_DB_Position_N17	938.8->1161.1
TG 57:7	936.8->637.6
TG 57:7_OZONE_DB_Position_N1	936.8->934.9
TG 57:7_OZONE_DB_Position_N2	936.8->948.9
TG 57:7_OZONE_DB_Position_N3	936.8->962.9
TG 57:7_OZONE_DB_Position_N4	936.8->976.9
TG 57:7_OZONE_DB_Position_N5	936.8->990.9
TG 57:7_OZONE_DB_Position_N6	936.8->1004.9
TG 57:7_OZONE_DB_Position_N7	936.8->1018.9
TG 57:7_OZONE_DB_Position_N8	936.8->1033
TG 57:7_OZONE_DB_Position_N9	936.8->1047
TG 57:7_OZONE_DB_Position_N10	936.8->1061
TG 57:7_OZONE_DB_Position_N11	936.8->1075
TG 57:7_OZONE_DB_Position_N12	936.8->1089
TG 57:7_OZONE_DB_Position_N13	936.8->1103
TG 57:7_OZONE_DB_Position_N14	936.8->1117.1
TG 57:7_OZONE_DB_Position_N15	936.8->1131.1
TG 57:7_OZONE_DB_Position_N16	936.8->1145.1
TG 57:7_OZONE_DB_Position_N17	936.8->1159.1
TG 57:8	934.8->635.6
TG 57:8_OZONE_DB_Position_N1	934.8->932.9
TG 57:8_OZONE_DB_Position_N2	934.8->946.9
TG 57:8_OZONE_DB_Position_N3	934.8->960.9
TG 57:8_OZONE_DB_Position_N4	934.8->974.9
TG 57:8_OZONE_DB_Position_N5	934.8->988.9
TG 57:8_OZONE_DB_Position_N6	934.8->1002.9
TG 57:8_OZONE_DB_Position_N7	934.8->1016.9
TG 57:8_OZONE_DB_Position_N8	934.8->1031
TG 57:8_OZONE_DB_Position_N9	934.8->1045
TG 57:8_OZONE_DB_Position_N10	934.8->1059
TG 57:8_OZONE_DB_Position_N11	934.8->1073
TG 57:8_OZONE_DB_Position_N12	934.8->1087
TG 57:8_OZONE_DB_Position_N13	934.8->1101
TG 57:8_OZONE_DB_Position_N14	934.8->1115.1
TG 57:8_OZONE_DB_Position_N15	934.8->1129.1
TG 57:8_OZONE_DB_Position_N16	934.8->1143.1
TG 57:8_OZONE_DB_Position_N17	934.8->1157.1
TG 57:9	932.8->633.6
TG 57:9_OZONE_DB_Position_N1	932.8->930.9
TG 57:9_OZONE_DB_Position_N2	932.8->944.9
TG 57:9_OZONE_DB_Position_N3	932.8->958.9
TG 57:9_OZONE_DB_Position_N4	932.8->972.9
TG 57:9_OZONE_DB_Position_N5	932.8->986.9
TG 57:9_OZONE_DB_Position_N6	932.8->1000.9
TG 57:9_OZONE_DB_Position_N7	932.8->1014.9
TG 57:9_OZONE_DB_Position_N8	932.8->1029
TG 57:9_OZONE_DB_Position_N9	932.8->1043
TG 57:9_OZONE_DB_Position_N10	932.8->1057
TG 57:9_OZONE_DB_Position_N11	932.8->1071
TG 57:9_OZONE_DB_Position_N12	932.8->1085
TG 57:9_OZONE_DB_Position_N13	932.8->1099
TG 57:9_OZONE_DB_Position_N14	932.8->1113.1
TG 57:9_OZONE_DB_Position_N15	932.8->1127.1
TG 57:9_OZONE_DB_Position_N16	932.8->1141.1
TG 57:9_OZONE_DB_Position_N17	932.8->1155.1
TG 57:10	930.8->631.6
TG 57:10_OZONE_DB_Position_N1	930.8->928.9
TG 57:10_OZONE_DB_Position_N2	930.8->942.9
TG 57:10_OZONE_DB_Position_N3	930.8->956.9
TG 57:10_OZONE_DB_Position_N4	930.8->970.9
TG 57:10_OZONE_DB_Position_N5	930.8->984.9
TG 57:10_OZONE_DB_Position_N6	930.8->998.9
TG 57:10_OZONE_DB_Position_N7	930.8->1012.9
TG 57:10_OZONE_DB_Position_N8	930.8->1027
TG 57:10_OZONE_DB_Position_N9	930.8->1041
TG 57:10_OZONE_DB_Position_N10	930.8->1055
TG 57:10_OZONE_DB_Position_N11	930.8->1069
TG 57:10_OZONE_DB_Position_N12	930.8->1083
TG 57:10_OZONE_DB_Position_N13	930.8->1097
TG 57:10_OZONE_DB_Position_N14	930.8->1111.1
TG 57:10_OZONE_DB_Position_N15	930.8->1125.1
TG 57:10_OZONE_DB_Position_N16	930.8->1139.1
TG 57:10_OZONE_DB_Position_N17	930.8->1153.1
TG 58:1	962.9->663.7
TG 58:1_OZONE_DB_Position_N1	962.9->960.9
TG 58:1_OZONE_DB_Position_N2	962.9->974.9
TG 58:1_OZONE_DB_Position_N3	962.9->989
TG 58:1_OZONE_DB_Position_N4	962.9->1003
TG 58:1_OZONE_DB_Position_N5	962.9->1017
TG 58:1_OZONE_DB_Position_N6	962.9->1031
TG 58:1_OZONE_DB_Position_N7	962.9->1045
TG 58:1_OZONE_DB_Position_N8	962.9->1059
TG 58:1_OZONE_DB_Position_N9	962.9->1073.1
TG 58:1_OZONE_DB_Position_N10	962.9->1087.1
TG 58:1_OZONE_DB_Position_N11	962.9->1101.1
TG 58:1_OZONE_DB_Position_N12	962.9->1115.1
TG 58:1_OZONE_DB_Position_N13	962.9->1129.1
TG 58:1_OZONE_DB_Position_N14	962.9->1143.1
TG 58:1_OZONE_DB_Position_N15	962.9->1157.2
TG 58:1_OZONE_DB_Position_N16	962.9->1171.2
TG 58:1_OZONE_DB_Position_N17	962.9->1185.2
TG 58:2	960.9->661.7
TG 58:2_OZONE_DB_Position_N1	960.9->958.9
TG 58:2_OZONE_DB_Position_N2	960.9->972.9
TG 58:2_OZONE_DB_Position_N3	960.9->986.9
TG 58:2_OZONE_DB_Position_N4	960.9->1001
TG 58:2_OZONE_DB_Position_N5	960.9->1015
TG 58:2_OZONE_DB_Position_N6	960.9->1029
TG 58:2_OZONE_DB_Position_N7	960.9->1043
TG 58:2_OZONE_DB_Position_N8	960.9->1057
TG 58:2_OZONE_DB_Position_N9	960.9->1071
TG 58:2_OZONE_DB_Position_N10	960.9->1085.1
TG 58:2_OZONE_DB_Position_N11	960.9->1099.1
TG 58:2_OZONE_DB_Position_N12	960.9->1113.1
TG 58:2_OZONE_DB_Position_N13	960.9->1127.1
TG 58:2_OZONE_DB_Position_N14	960.9->1141.1
TG 58:2_OZONE_DB_Position_N15	960.9->1155.1
TG 58:2_OZONE_DB_Position_N16	960.9->1169.2
TG 58:2_OZONE_DB_Position_N17	960.9->1183.2
TG 58:3	958.9->659.7
TG 58:3_OZONE_DB_Position_N1	958.9->956.9
TG 58:3_OZONE_DB_Position_N2	958.9->970.9
TG 58:3_OZONE_DB_Position_N3	958.9->984.9
TG 58:3_OZONE_DB_Position_N4	958.9->998.9
TG 58:3_OZONE_DB_Position_N5	958.9->1013
TG 58:3_OZONE_DB_Position_N6	958.9->1027
TG 58:3_OZONE_DB_Position_N7	958.9->1041
TG 58:3_OZONE_DB_Position_N8	958.9->1055
TG 58:3_OZONE_DB_Position_N9	958.9->1069
TG 58:3_OZONE_DB_Position_N10	958.9->1083
TG 58:3_OZONE_DB_Position_N11	958.9->1097.1
TG 58:3_OZONE_DB_Position_N12	958.9->1111.1
TG 58:3_OZONE_DB_Position_N13	958.9->1125.1
TG 58:3_OZONE_DB_Position_N14	958.9->1139.1
TG 58:3_OZONE_DB_Position_N15	958.9->1153.1
TG 58:3_OZONE_DB_Position_N16	958.9->1167.1
TG 58:3_OZONE_DB_Position_N17	958.9->1181.2
TG 58:4	956.9->657.7
TG 58:4_OZONE_DB_Position_N1	956.9->954.9
TG 58:4_OZONE_DB_Position_N2	956.9->968.9
TG 58:4_OZONE_DB_Position_N3	956.9->982.9
TG 58:4_OZONE_DB_Position_N4	956.9->996.9
TG 58:4_OZONE_DB_Position_N5	956.9->1010.9
TG 58:4_OZONE_DB_Position_N6	956.9->1025
TG 58:4_OZONE_DB_Position_N7	956.9->1039
TG 58:4_OZONE_DB_Position_N8	956.9->1053
TG 58:4_OZONE_DB_Position_N9	956.9->1067
TG 58:4_OZONE_DB_Position_N10	956.9->1081
TG 58:4_OZONE_DB_Position_N11	956.9->1095
TG 58:4_OZONE_DB_Position_N12	956.9->1109.1
TG 58:4_OZONE_DB_Position_N13	956.9->1123.1
TG 58:4_OZONE_DB_Position_N14	956.9->1137.1
TG 58:4_OZONE_DB_Position_N15	956.9->1151.1
TG 58:4_OZONE_DB_Position_N16	956.9->1165.1
TG 58:4_OZONE_DB_Position_N17	956.9->1179.1
TG 58:5	954.8->655.6
TG 58:5_OZONE_DB_Position_N1	954.8->952.9
TG 58:5_OZONE_DB_Position_N2	954.8->966.9
TG 58:5_OZONE_DB_Position_N3	954.8->980.9
TG 58:5_OZONE_DB_Position_N4	954.8->994.9
TG 58:5_OZONE_DB_Position_N5	954.8->1008.9
TG 58:5_OZONE_DB_Position_N6	954.8->1022.9
TG 58:5_OZONE_DB_Position_N7	954.8->1037
TG 58:5_OZONE_DB_Position_N8	954.8->1051
TG 58:5_OZONE_DB_Position_N9	954.8->1065
TG 58:5_OZONE_DB_Position_N10	954.8->1079
TG 58:5_OZONE_DB_Position_N11	954.8->1093
TG 58:5_OZONE_DB_Position_N12	954.8->1107
TG 58:5_OZONE_DB_Position_N13	954.8->1121.1
TG 58:5_OZONE_DB_Position_N14	954.8->1135.1
TG 58:5_OZONE_DB_Position_N15	954.8->1149.1
TG 58:5_OZONE_DB_Position_N16	954.8->1163.1
TG 58:5_OZONE_DB_Position_N17	954.8->1177.1
TG 58:6	952.8->653.6
TG 58:6_OZONE_DB_Position_N1	952.8->950.9
TG 58:6_OZONE_DB_Position_N2	952.8->964.9
TG 58:6_OZONE_DB_Position_N3	952.8->978.9
TG 58:6_OZONE_DB_Position_N4	952.8->992.9
TG 58:6_OZONE_DB_Position_N5	952.8->1006.9
TG 58:6_OZONE_DB_Position_N6	952.8->1020.9
TG 58:6_OZONE_DB_Position_N7	952.8->1035
TG 58:6_OZONE_DB_Position_N8	952.8->1049
TG 58:6_OZONE_DB_Position_N9	952.8->1063
TG 58:6_OZONE_DB_Position_N10	952.8->1077
TG 58:6_OZONE_DB_Position_N11	952.8->1091
TG 58:6_OZONE_DB_Position_N12	952.8->1105
TG 58:6_OZONE_DB_Position_N13	952.8->1119.1
TG 58:6_OZONE_DB_Position_N14	952.8->1133.1
TG 58:6_OZONE_DB_Position_N15	952.8->1147.1
TG 58:6_OZONE_DB_Position_N16	952.8->1161.1
TG 58:6_OZONE_DB_Position_N17	952.8->1175.1
TG 58:7	950.8->651.6
TG 58:7_OZONE_DB_Position_N1	950.8->948.9
TG 58:7_OZONE_DB_Position_N2	950.8->962.9
TG 58:7_OZONE_DB_Position_N3	950.8->976.9
TG 58:7_OZONE_DB_Position_N4	950.8->990.9
TG 58:7_OZONE_DB_Position_N5	950.8->1004.9
TG 58:7_OZONE_DB_Position_N6	950.8->1018.9
TG 58:7_OZONE_DB_Position_N7	950.8->1033
TG 58:7_OZONE_DB_Position_N8	950.8->1047
TG 58:7_OZONE_DB_Position_N9	950.8->1061
TG 58:7_OZONE_DB_Position_N10	950.8->1075
TG 58:7_OZONE_DB_Position_N11	950.8->1089
TG 58:7_OZONE_DB_Position_N12	950.8->1103
TG 58:7_OZONE_DB_Position_N13	950.8->1117.1
TG 58:7_OZONE_DB_Position_N14	950.8->1131.1
TG 58:7_OZONE_DB_Position_N15	950.8->1145.1
TG 58:7_OZONE_DB_Position_N16	950.8->1159.1
TG 58:7_OZONE_DB_Position_N17	950.8->1173.1
TG 58:8	948.8->649.6
TG 58:8_OZONE_DB_Position_N1	948.8->946.9
TG 58:8_OZONE_DB_Position_N2	948.8->960.9
TG 58:8_OZONE_DB_Position_N3	948.8->974.9
TG 58:8_OZONE_DB_Position_N4	948.8->988.9
TG 58:8_OZONE_DB_Position_N5	948.8->1002.9
TG 58:8_OZONE_DB_Position_N6	948.8->1016.9
TG 58:8_OZONE_DB_Position_N7	948.8->1031
TG 58:8_OZONE_DB_Position_N8	948.8->1045
TG 58:8_OZONE_DB_Position_N9	948.8->1059
TG 58:8_OZONE_DB_Position_N10	948.8->1073
TG 58:8_OZONE_DB_Position_N11	948.8->1087
TG 58:8_OZONE_DB_Position_N12	948.8->1101
TG 58:8_OZONE_DB_Position_N13	948.8->1115.1
TG 58:8_OZONE_DB_Position_N14	948.8->1129.1
TG 58:8_OZONE_DB_Position_N15	948.8->1143.1
TG 58:8_OZONE_DB_Position_N16	948.8->1157.1
TG 58:8_OZONE_DB_Position_N17	948.8->1171.1
TG 58:9	946.8->647.6
TG 58:9_OZONE_DB_Position_N1	946.8->944.9
TG 58:9_OZONE_DB_Position_N2	946.8->958.9
TG 58:9_OZONE_DB_Position_N3	946.8->972.9
TG 58:9_OZONE_DB_Position_N4	946.8->986.9
TG 58:9_OZONE_DB_Position_N5	946.8->1000.9
TG 58:9_OZONE_DB_Position_N6	946.8->1014.9
TG 58:9_OZONE_DB_Position_N7	946.8->1029
TG 58:9_OZONE_DB_Position_N8	946.8->1043
TG 58:9_OZONE_DB_Position_N9	946.8->1057
TG 58:9_OZONE_DB_Position_N10	946.8->1071
TG 58:9_OZONE_DB_Position_N11	946.8->1085
TG 58:9_OZONE_DB_Position_N12	946.8->1099
TG 58:9_OZONE_DB_Position_N13	946.8->1113.1
TG 58:9_OZONE_DB_Position_N14	946.8->1127.1
TG 58:9_OZONE_DB_Position_N15	946.8->1141.1
TG 58:9_OZONE_DB_Position_N16	946.8->1155.1
TG 58:9_OZONE_DB_Position_N17	946.8->1169.1
TG 58:10	944.8->645.6
TG 58:10_OZONE_DB_Position_N1	944.8->942.9
TG 58:10_OZONE_DB_Position_N2	944.8->956.9
TG 58:10_OZONE_DB_Position_N3	944.8->970.9
TG 58:10_OZONE_DB_Position_N4	944.8->984.9
TG 58:10_OZONE_DB_Position_N5	944.8->998.9
TG 58:10_OZONE_DB_Position_N6	944.8->1012.9
TG 58:10_OZONE_DB_Position_N7	944.8->1027
TG 58:10_OZONE_DB_Position_N8	944.8->1041
TG 58:10_OZONE_DB_Position_N9	944.8->1055
TG 58:10_OZONE_DB_Position_N10	944.8->1069
TG 58:10_OZONE_DB_Position_N11	944.8->1083
TG 58:10_OZONE_DB_Position_N12	944.8->1097
TG 58:10_OZONE_DB_Position_N13	944.8->1111.1
TG 58:10_OZONE_DB_Position_N14	944.8->1125.1
TG 58:10_OZONE_DB_Position_N15	944.8->1139.1
TG 58:10_OZONE_DB_Position_N16	944.8->1153.1
TG 58:10_OZONE_DB_Position_N17	944.8->1167.1
TG 59:1	976.9->677.7
TG 59:1_OZONE_DB_Position_N1	976.9->974.9
TG 59:1_OZONE_DB_Position_N2	976.9->989
TG 59:1_OZONE_DB_Position_N3	976.9->1003
TG 59:1_OZONE_DB_Position_N4	976.9->1017
TG 59:1_OZONE_DB_Position_N5	976.9->1031
TG 59:1_OZONE_DB_Position_N6	976.9->1045
TG 59:1_OZONE_DB_Position_N7	976.9->1059
TG 59:1_OZONE_DB_Position_N8	976.9->1073.1
TG 59:1_OZONE_DB_Position_N9	976.9->1087.1
TG 59:1_OZONE_DB_Position_N10	976.9->1101.1
TG 59:1_OZONE_DB_Position_N11	976.9->1115.1
TG 59:1_OZONE_DB_Position_N12	976.9->1129.1
TG 59:1_OZONE_DB_Position_N13	976.9->1143.1
TG 59:1_OZONE_DB_Position_N14	976.9->1157.2
TG 59:1_OZONE_DB_Position_N15	976.9->1171.2
TG 59:1_OZONE_DB_Position_N16	976.9->1185.2
TG 59:1_OZONE_DB_Position_N17	976.9->1199.2
TG 59:2	974.9->675.7
TG 59:2_OZONE_DB_Position_N1	974.9->972.9
TG 59:2_OZONE_DB_Position_N2	974.9->986.9
TG 59:2_OZONE_DB_Position_N3	974.9->1001
TG 59:2_OZONE_DB_Position_N4	974.9->1015
TG 59:2_OZONE_DB_Position_N5	974.9->1029
TG 59:2_OZONE_DB_Position_N6	974.9->1043
TG 59:2_OZONE_DB_Position_N7	974.9->1057
TG 59:2_OZONE_DB_Position_N8	974.9->1071
TG 59:2_OZONE_DB_Position_N9	974.9->1085.1
TG 59:2_OZONE_DB_Position_N10	974.9->1099.1
TG 59:2_OZONE_DB_Position_N11	974.9->1113.1
TG 59:2_OZONE_DB_Position_N12	974.9->1127.1
TG 59:2_OZONE_DB_Position_N13	974.9->1141.1
TG 59:2_OZONE_DB_Position_N14	974.9->1155.1
TG 59:2_OZONE_DB_Position_N15	974.9->1169.2
TG 59:2_OZONE_DB_Position_N16	974.9->1183.2
TG 59:2_OZONE_DB_Position_N17	974.9->1197.2
TG 59:3	972.9->673.7
TG 59:3_OZONE_DB_Position_N1	972.9->970.9
TG 59:3_OZONE_DB_Position_N2	972.9->984.9
TG 59:3_OZONE_DB_Position_N3	972.9->998.9
TG 59:3_OZONE_DB_Position_N4	972.9->1013
TG 59:3_OZONE_DB_Position_N5	972.9->1027
TG 59:3_OZONE_DB_Position_N6	972.9->1041
TG 59:3_OZONE_DB_Position_N7	972.9->1055
TG 59:3_OZONE_DB_Position_N8	972.9->1069
TG 59:3_OZONE_DB_Position_N9	972.9->1083
TG 59:3_OZONE_DB_Position_N10	972.9->1097.1
TG 59:3_OZONE_DB_Position_N11	972.9->1111.1
TG 59:3_OZONE_DB_Position_N12	972.9->1125.1
TG 59:3_OZONE_DB_Position_N13	972.9->1139.1
TG 59:3_OZONE_DB_Position_N14	972.9->1153.1
TG 59:3_OZONE_DB_Position_N15	972.9->1167.1
TG 59:3_OZONE_DB_Position_N16	972.9->1181.2
TG 59:3_OZONE_DB_Position_N17	972.9->1195.2
TG 59:4	970.9->671.7
TG 59:4_OZONE_DB_Position_N1	970.9->968.9
TG 59:4_OZONE_DB_Position_N2	970.9->982.9
TG 59:4_OZONE_DB_Position_N3	970.9->996.9
TG 59:4_OZONE_DB_Position_N4	970.9->1010.9
TG 59:4_OZONE_DB_Position_N5	970.9->1025
TG 59:4_OZONE_DB_Position_N6	970.9->1039
TG 59:4_OZONE_DB_Position_N7	970.9->1053
TG 59:4_OZONE_DB_Position_N8	970.9->1067
TG 59:4_OZONE_DB_Position_N9	970.9->1081
TG 59:4_OZONE_DB_Position_N10	970.9->1095
TG 59:4_OZONE_DB_Position_N11	970.9->1109.1
TG 59:4_OZONE_DB_Position_N12	970.9->1123.1
TG 59:4_OZONE_DB_Position_N13	970.9->1137.1
TG 59:4_OZONE_DB_Position_N14	970.9->1151.1
TG 59:4_OZONE_DB_Position_N15	970.9->1165.1
TG 59:4_OZONE_DB_Position_N16	970.9->1179.1
TG 59:4_OZONE_DB_Position_N17	970.9->1193.2
TG 59:5	968.9->669.7
TG 59:5_OZONE_DB_Position_N1	968.9->966.9
TG 59:5_OZONE_DB_Position_N2	968.9->980.9
TG 59:5_OZONE_DB_Position_N3	968.9->994.9
TG 59:5_OZONE_DB_Position_N4	968.9->1008.9
TG 59:5_OZONE_DB_Position_N5	968.9->1022.9
TG 59:5_OZONE_DB_Position_N6	968.9->1037
TG 59:5_OZONE_DB_Position_N7	968.9->1051
TG 59:5_OZONE_DB_Position_N8	968.9->1065
TG 59:5_OZONE_DB_Position_N9	968.9->1079
TG 59:5_OZONE_DB_Position_N10	968.9->1093
TG 59:5_OZONE_DB_Position_N11	968.9->1107
TG 59:5_OZONE_DB_Position_N12	968.9->1121.1
TG 59:5_OZONE_DB_Position_N13	968.9->1135.1
TG 59:5_OZONE_DB_Position_N14	968.9->1149.1
TG 59:5_OZONE_DB_Position_N15	968.9->1163.1
TG 59:5_OZONE_DB_Position_N16	968.9->1177.1
TG 59:5_OZONE_DB_Position_N17	968.9->1191.1
TG 59:6	966.9->667.7
TG 59:6_OZONE_DB_Position_N1	966.9->964.9
TG 59:6_OZONE_DB_Position_N2	966.9->978.9
TG 59:6_OZONE_DB_Position_N3	966.9->992.9
TG 59:6_OZONE_DB_Position_N4	966.9->1006.9
TG 59:6_OZONE_DB_Position_N5	966.9->1020.9
TG 59:6_OZONE_DB_Position_N6	966.9->1035
TG 59:6_OZONE_DB_Position_N7	966.9->1049
TG 59:6_OZONE_DB_Position_N8	966.9->1063
TG 59:6_OZONE_DB_Position_N9	966.9->1077
TG 59:6_OZONE_DB_Position_N10	966.9->1091
TG 59:6_OZONE_DB_Position_N11	966.9->1105
TG 59:6_OZONE_DB_Position_N12	966.9->1119.1
TG 59:6_OZONE_DB_Position_N13	966.9->1133.1
TG 59:6_OZONE_DB_Position_N14	966.9->1147.1
TG 59:6_OZONE_DB_Position_N15	966.9->1161.1
TG 59:6_OZONE_DB_Position_N16	966.9->1175.1
TG 59:6_OZONE_DB_Position_N17	966.9->1189.1
TG 59:7	964.9->665.7
TG 59:7_OZONE_DB_Position_N1	964.9->962.9
TG 59:7_OZONE_DB_Position_N2	964.9->976.9
TG 59:7_OZONE_DB_Position_N3	964.9->990.9
TG 59:7_OZONE_DB_Position_N4	964.9->1004.9
TG 59:7_OZONE_DB_Position_N5	964.9->1018.9
TG 59:7_OZONE_DB_Position_N6	964.9->1033
TG 59:7_OZONE_DB_Position_N7	964.9->1047
TG 59:7_OZONE_DB_Position_N8	964.9->1061
TG 59:7_OZONE_DB_Position_N9	964.9->1075
TG 59:7_OZONE_DB_Position_N10	964.9->1089
TG 59:7_OZONE_DB_Position_N11	964.9->1103
TG 59:7_OZONE_DB_Position_N12	964.9->1117.1
TG 59:7_OZONE_DB_Position_N13	964.9->1131.1
TG 59:7_OZONE_DB_Position_N14	964.9->1145.1
TG 59:7_OZONE_DB_Position_N15	964.9->1159.1
TG 59:7_OZONE_DB_Position_N16	964.9->1173.1
TG 59:7_OZONE_DB_Position_N17	964.9->1187.1
TG 59:8	962.9->663.7
TG 59:8_OZONE_DB_Position_N1	962.9->960.9
TG 59:8_OZONE_DB_Position_N2	962.9->974.9
TG 59:8_OZONE_DB_Position_N3	962.9->988.9
TG 59:8_OZONE_DB_Position_N4	962.9->1002.9
TG 59:8_OZONE_DB_Position_N5	962.9->1016.9
TG 59:8_OZONE_DB_Position_N6	962.9->1031
TG 59:8_OZONE_DB_Position_N7	962.9->1045
TG 59:8_OZONE_DB_Position_N8	962.9->1059
TG 59:8_OZONE_DB_Position_N9	962.9->1073
TG 59:8_OZONE_DB_Position_N10	962.9->1087
TG 59:8_OZONE_DB_Position_N11	962.9->1101
TG 59:8_OZONE_DB_Position_N12	962.9->1115.1
TG 59:8_OZONE_DB_Position_N13	962.9->1129.1
TG 59:8_OZONE_DB_Position_N14	962.9->1143.1
TG 59:8_OZONE_DB_Position_N15	962.9->1157.1
TG 59:8_OZONE_DB_Position_N16	962.9->1171.1
TG 59:8_OZONE_DB_Position_N17	962.9->1185.1
TG 59:9	960.9->661.7
TG 59:9_OZONE_DB_Position_N1	960.9->958.9
TG 59:9_OZONE_DB_Position_N2	960.9->972.9
TG 59:9_OZONE_DB_Position_N3	960.9->986.9
TG 59:9_OZONE_DB_Position_N4	960.9->1000.9
TG 59:9_OZONE_DB_Position_N5	960.9->1014.9
TG 59:9_OZONE_DB_Position_N6	960.9->1029
TG 59:9_OZONE_DB_Position_N7	960.9->1043
TG 59:9_OZONE_DB_Position_N8	960.9->1057
TG 59:9_OZONE_DB_Position_N9	960.9->1071
TG 59:9_OZONE_DB_Position_N10	960.9->1085
TG 59:9_OZONE_DB_Position_N11	960.9->1099
TG 59:9_OZONE_DB_Position_N12	960.9->1113.1
TG 59:9_OZONE_DB_Position_N13	960.9->1127.1
TG 59:9_OZONE_DB_Position_N14	960.9->1141.1
TG 59:9_OZONE_DB_Position_N15	960.9->1155.1
TG 59:9_OZONE_DB_Position_N16	960.9->1169.1
TG 59:9_OZONE_DB_Position_N17	960.9->1183.1
TG 59:10	958.9->659.7
TG 59:10_OZONE_DB_Position_N1	958.9->956.9
TG 59:10_OZONE_DB_Position_N2	958.9->970.9
TG 59:10_OZONE_DB_Position_N3	958.9->984.9
TG 59:10_OZONE_DB_Position_N4	958.9->998.9
TG 59:10_OZONE_DB_Position_N5	958.9->1012.9
TG 59:10_OZONE_DB_Position_N6	958.9->1027
TG 59:10_OZONE_DB_Position_N7	958.9->1041
TG 59:10_OZONE_DB_Position_N8	958.9->1055
TG 59:10_OZONE_DB_Position_N9	958.9->1069
TG 59:10_OZONE_DB_Position_N10	958.9->1083
TG 59:10_OZONE_DB_Position_N11	958.9->1097
TG 59:10_OZONE_DB_Position_N12	958.9->1111.1
TG 59:10_OZONE_DB_Position_N13	958.9->1125.1
TG 59:10_OZONE_DB_Position_N14	958.9->1139.1
TG 59:10_OZONE_DB_Position_N15	958.9->1153.1
TG 59:10_OZONE_DB_Position_N16	958.9->1167.1
TG 59:10_OZONE_DB_Position_N17	958.9->1181.1
TG 60:1	990.9->691.7
TG 60:1_OZONE_DB_Position_N1	990.9->988.9
TG 60:1_OZONE_DB_Position_N2	990.9->1002.9
TG 60:1_OZONE_DB_Position_N3	990.9->1017
TG 60:1_OZONE_DB_Position_N4	990.9->1031
TG 60:1_OZONE_DB_Position_N5	990.9->1045
TG 60:1_OZONE_DB_Position_N6	990.9->1059
TG 60:1_OZONE_DB_Position_N7	990.9->1073
TG 60:1_OZONE_DB_Position_N8	990.9->1087
TG 60:1_OZONE_DB_Position_N9	990.9->1101
TG 60:1_OZONE_DB_Position_N10	990.9->1115.1
TG 60:1_OZONE_DB_Position_N11	990.9->1129.1
TG 60:1_OZONE_DB_Position_N12	990.9->1143.1
