lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M1_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_cortex,FAD189_M1_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_cortex,FAD185_M4_Male_WT_cortex,FAD189_M3_Male_WT_cortex,Blank_Blank_Blank_Blank_Blank
LPE(20:1),4.003112036652417,2.158200868638133,34.92081963323315,3.433893197228117e-9,1.007379395223194e-6,PE,132247.60803985596,37634.5627822876,30525.00203704834,4573.460258483887,2575.700180053711,2460.460163116455,2031.0601501464844
DG(34:0)_C16:0,3.808968446211058,3.190154083879693,32.35861508707467,1.2818762860217448e-8,3.447178979160142e-6,DAG,239704.4772644043,161903.45015716553,4456.900276184082,5498.960433959961,4948.480373382568,6829.180461883545,3417.0002250671387
DG(36:3)_C18:0,3.7146632272547184,6.55084097158958,31.12927781725194,2.4140268989390598e-08,5.595694410245894e-6,DAG,931371.2541313173,63198.22480773926,60623.46455001831,3222199.0540618896,62208.74425125122,64007.36476135254,65619.12463378906
DG(37:3)_C18:1,-2.935713037523392,2.5666100051067646,31.11836777211329,2.427633149781299e-8,5.595694410245894e-6,DAG,13280.180881500244,2895.7602005004883,2895.220195770264,2897.7801933288574,55650.54409790039,10692.740699768066,57847.16430664063
[TG(53:8)|TG(52:1)]_FA18:3,-2.9011485098200662,6.239659246483741,30.43420346314633,3.453843563034027e-8,7.43036878527387e-6,TAG,180654.03326416016,231202.23846435547,191248.95178222656,163127.17059326172,1566839.3920288086,661107.16650390625,35997.24267578125
[TG(53:7)|TG(52:0)]_FA18:2,-2.8236809019986224,5.978177187290803,28.896343113765397,7.635693474436988e-8,1.4816527407076166e-5,TAG,145479.53149414062,202866.09313964844,173959.39385986328,143284.52905273438,1253771.7122192385,577473.4824829102,32808.362396240234
LPE(20:0),3.540606625929506,1.4783437990982355,28.85376023673622,7.805421937412297e-8,1.4816527407076166e-5,PE,71327.20523071289,28689.922233581543,20198.2014503479,3630.240203857422,2056.340148925781,2132.100143432617,2168.840148925781
PE(44:1),-2.8045644421296068,5.68515582922081,28.521557295101957,9.266104296026287e-8,1.6612065868487127e-5,PE,131854.8496170044,119501.5877418518,114454.84790802002,155954.69045639038,910853.5883636476,504413.1514625549,64799.24423217773
FA(30:1),-2.6337280980536653,5.740485152403773,25.260608634591335,5.008333780755934e-7,8.50625953184179e-5,FA,129965.14849853516,102073.8048248291,202487.91818237305,200417.0348815918,1122954.3367156982,389687.6827545166,25251.52146911621
FA(18:2),-2.6220788314359096,6.5082950612430315,25.04426275854349,5.602921875650221e-7,9.040314446361632e-5,FA,73112.46588134766,52096.063415527344,883728.8199462891,90337.70544433594,2289840.9837646484,194293.45635986328,92326.447265625
LPC(24:0),-2.5278259125970477,7.934145108927747,23.321139596584544,1.370850262091415e-6,2.0107880889859076e-4,PC,874238.49658203125,714250.7322998047,646901.8220214844,801756.3564453125,3962921.3837890634,2845112.828125,98562.5264892578
LPC(24:1),-2.528304835883958,7.930911939207531,23.32976616925771,1.364715807745324e-6,2.0107880889859076e-4,PC,864104.75439453125,719430.9533691406,650588.9255371094,795828.7060546875,3981253.432617188,2812758.185546875,98224.22705078124
DG(37:5)_C18:1,-2.510419698115167,2.407788192692528,22.997743454531246,1.6219166345181363e-6,2.2756195563434896e-4,DAG,2891.3601989746094,2894.860202789306,2894.880207061768,12526.460834503174,29488.90195465088,17225.401206970215,56453.1436920166
DG(37:4)_C16:1,2.9918396116858186,8.667771683573116,22.021298998384736,2.696415967633194e-6,3.4805337310209276e-4,DAG,8200150.804519653,5743482.041870117,103009.04527282716,4309899.743774414,760026.1086730957,162884.57500076294,43886.56324768066
PC(22:0),-2.4583262386696165,7.558644562500074,22.08353088268632,2.6103972239177253e-6,3.4805337310209276e-4,PC,672325.24755859375,564488.13671875,548612.9410400391,624878.14599609375,3003446.936523437,2138261.5673828125,98047.44714355467
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1,2.9476509973560154,5.969216474696062,21.48560136737069,3.5649542025153635e-6,4.4246566198142607e-4,DAG,148418.06885528564,159432.28983306885,48129.08336639404,2938.3401985168457,2883.700210571289,15485.861095428469,842503.0589599609
PG(16:0)|LPG(17:0)|LPG(O-18:0),-2.352962366140182,4.004272003093731,20.26145568177163,6.754778368552576e-6,8.073211035303393e-4,PG,18692.180980682373,4005.600296020508,4044.0602111816406,161909.91320037842,235136.2182159424,137343.24815750122,39920.40306472778
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C16:1,2.8363995580434347,1.4174932966179463,20.15471176075503,7.142408966903329e-6,8.231626334356087e-4,DAG,18257.84135055542,4564.260383605957,4662.000331878662,87828.32587814331,3185.740234375,3054.280235290528,2929.0802116394043
[TG(52:5)]_FA18:0,-2.2967142789753523,5.561445097902487,19.318019060512597,1.1065713179866237e-5,0.0012313467734975292,TAG,112788.58709716795,196109.6951904297,221577.05377197263,127342.189453125,894519.5750732422,352849.72650146484,26629.72183227539
PC(22:1),-2.1614044098915963,6.819967042138959,17.128648221618278,3.493141584896838e-5,0.003757455964820699,PC,438398.8709716797,382454.0256347656,383037.4649658203,434667.2119140625,1629733.6245117188,1212431.7705078125,94402.546142578125
PI(35:5)|PI(O-36:5)|PI(P-36:4),-2.099374562397868,4.874995562312721,16.16416777462655,5.808249070493841e-5,0.006046199919510846,PI,98120.70639038086,111296.08819580078,88087.32638549805,120402.6078491211,437375.2327270508,259233.63604736328,43434.64291381836
[TG(52:6)]_FA18:1,-2.087560683544926,5.599337417303905,15.983612834766973,6.389315171243906e-5,0.006443225018001276,TAG,121069.18780517578,245038.7148132324,242291.735534668,139051.8494873047,873183.5701293945,355601.88583374023,25199.92176818848
PE(40:6)|PE(dO-40:0),2.437880447262737,11.779223764179887,15.627158462512927,7.713869678567766e-5,0.007543229531132782,PE,43347592.783691406,31246872.606933597,51209255.81933594,34694237.58496094,8038495.532470703,3376109.065185547,183418.73315429688
FA(17:2),-2.0511565013167057,6.650331460054086,15.432599737832788,8.55005348153693e-5,0.008115006642623433,FA,90688.427001953125,87412.34582519531,1307959.6710205078,109228.76818847656,2119039.344604492,303337.71661376953,116827.54858398438
FA(15:2),-2.040901073668769,8.825078519101657,15.278993890125065,9.274213794825076e-5,0.008532558093788537,FA,614367.0704345703,540575.9846801758,5888600.057434082,668153.7669067383,11238575.052124023,474631.75939941406,63076.88415527344
FA(16:2),-2.0376391251768893,4.93643657366372,15.229825843205617,9.518812871905402e-5,0.008532558093788537,FA,38776.343017578125,30418.662078857426,268117.97399902344,28859.40200805664,510933.7736816406,45933.54287719727,141914.6102294922
DG(O-38:8)|DG(36:1)_C18:2,-2.0335410032467687,3.6346285355317094,15.162436619913933,9.86464038682113e-5,0.008603566088722104,DAG,3230.420238494873,3237.940242767334,17045.881072998047,3237.2602500915527,37739.122661590576,3237.1402168273926,166867.05351257324
[TG(52:7)|TG(51:0)]_FA18:2,-2.0222215447911087,5.640209033769796,15.000754310938646,1.074682113281926e-4,0.008892305588617372,TAG,116841.22833251952,248778.0178527832,273637.92028808594,149924.77075195312,867446.3400878906,368765.8861083984,31425.24237060547
DG(36:7)|DG(35:0)_C16:1,-2.0228520031119315,9.980982427558752,15.009983955009375,1.0694388989328366e-4,0.008892305588617372,DAG,22209.7614364624,343761.58837127686,107084.86680984496,40897.40303039551,677496.3307037354,151314.62926101685,15056646.359405518
PE(38:4),2.3618353688429257,11.053826244922677,14.801054431642868,1.1946868338418815e-4,0.009638136032019379,PE,27268403.8125,19092853.46899414,31245602.11767578,19068376.90673828,5163527.187744141,2087434.925048828,85672.04602050781
[TG(46:6)]_FA22:5,-1.9996934719885153,9.338306458107725,14.66873231424892,1.2815465926349713e-4,0.009846549653412029,TAG,2701004.547302246,2774082.0932617188,3013081.195739746,2188989.172058105,14180665.486694336,2410410.003601074,55422.98370361328
LPC(12:0),-2.001022938555316,5.011428071472984,14.687891286750755,1.2685870037070009e-4,0.009846549653412029,PC,128387.22900390624,113818.24768066406,110524.7274169922,122477.32891845705,430605.8671875,307463.7596435547,53912.94366455078
PE(38:6),2.333037419092206,10.253286884491255,14.491898014265743,1.4076366264381742e-4,0.01056382184538602,PE,15037976.588867188,10983687.037109377,17349277.5859375,11787906.68725586,2917959.9802246094,1302656.1987304688,125977.90869140624
[TG(52:8)|TG(51:1)]_FA18:3,-1.983504645335952,5.725404009915631,14.43192495252879,1.4531781981428428e-4,0.010657741012288531,TAG,133044.1290283203,266848.8624267578,287355.30212402344,160431.53057861328,891833.5827636719,401705.5270996094,36916.682678222656
PE(40:4),2.3083876796069545,8.716775726248432,14.228890094731469,1.6186630198851887e-4,0.011607612367043342,PE,5156349.554321289,3654582.1630859375,6057575.626220703,3967990.270507813,954276.1706542968,509846.5017089844,98494.9072265625
PI(38:4),2.283818726607732,10.658334998320521,13.968355544047771,1.8591354069144348e-4,0.01304223903937583,PI,18964249.315185547,16849076.783203125,23123847.909423828,14071898.182006836,4279395.711425781,1512645.3295898438,67657.58447265625
PE(40:5),2.2550953429394025,9.045211160609544,13.665665297834183,2.1841154228162554e-4,0.014996043551974588,PE,6389070.266113281,4653219.323486328,7480201.199951172,5042232.229125977,1262407.2348632812,639283.82275390625,122497.78845214844
[TG(61:11)|TG(60:4)]_FA22:5,2.249723005012976,9.346098248715005,13.609300813971181,2.250676965793022e-4,0.015131113684612672,TAG,8521712.768066406,4608218.761413574,10325682.837280272,5724398.009887695,1296124.043701172,1053492.7370605469,137564.6700744629
[TG(61:12)|TG(60:5)]_FA22:6,2.2263646064137452,9.51941238977923,13.365096722115537,2.563506913426688e-4,0.016882524101281476,TAG,9870692.794921877,5181720.438232422,11158015.578308104,6604237.154663086,1433235.3274230957,1254910.9294433594,153794.44931030273
PS(40:6),2.219259272522243,12.75682619964545,13.29112031800895,2.6666608771107764e-4,0.017210629300872953,PS,76398576.09375,75990235.078125,78843048.484375,64728846.71875,17076816.54296875,7583059.552734375,5027281.986328125
LPE(18:4),2.1941794268044945,5.004194082973193,13.030474340233923,3.064629172013705e-4,0.019391290858996522,PE,82219.50634765625,1005620.4807128906,60744.32434082031,73540.64447021484,47077.783203125,60453.204345703125,56470.204345703125
DG(O-38:9)|DG(36:2)_C18:2,-1.876368282882667,6.138395259591135,12.910525003255316,3.2673963376500027e-4,0.02027670765691646,DAG,6379.320491790772,13213.320667266846,151216.47158813477,3237.9602279663086,230581.25721740723,3236.6802368164062,940433.7267990112
FA(12:4),-1.8705336442568234,6.095644917416077,12.830609047312466,3.409947416958036e-4,0.020762076065138833,FA,66490.96490478516,67963.50476074219,280973.8210449219,83617.70568847656,566732.8190917969,119605.64819335938,629513.70263671875
PS(40:5),2.1652598169669086,9.811422530228871,12.73318906518439,3.5922348568624674e-4,0.021466929413139227,PS,10077343.0390625,9741415.49609375,10119040.55078125,8324860.8505859375,2247580.670898437,1062075.83984375,656079.64892578125
DG(37:6)_C18:1,-1.8609536771793818,2.3058205233993903,12.695343507733927,3.6656725616619437e-4,0.021507500648151077,DAG,2892.960216522217,2894.060214996338,4497.800312042236,30886.022228240967,30243.182174682617,27213.061931610107,40443.82269287109
[TG(55:11)|TG(54:4)]_FA16:0,2.143982452762533,10.634035781160984,12.515548600071899,4.03579268998898e-4,0.023256255376061498,TAG,18014893.56103516,17120540.081298828,23811293.59033203,12255546.647460938,4731802.588012695,1488280.5549316406,59198.84399414063
DG(38:7)|DG(37:0)_C18:1,2.1289615298806033,4.14764812224905,12.35927038767227,4.388021411907109e-4,0.024842359817937264,DAG,54711.20336151123,73448.40479278564,37042.262561798096,19565.161380767822,2883.04020690918,13608.461036682129,208052.99420166016
PE(38:3),2.1084712975818887,8.131768185773987,12.15507077157963,4.895458562246179e-4,0.027237318586842103,PE,3420122.5803222656,2445326.789794922,3938309.053222656,2513095.718017578,720438.8970947266,379877.4064941406,87890.98571777344
FA(21:0),-1.8167471991158592,9.084380418532122,12.099719918715616,5.042939742410414e-4,0.02758231618433628,FA,1641074.6489257812,802351.0339355469,6025232.510253906,1411071.6573486328,9940246.5185546875,3065077.2026367188,227035.07763671875
FA(22:0),-1.811264362164145,8.324859951644209,12.026314802962588,5.245468360608333e-4,0.02774938754046408,FA,1076329.3959960938,579338.4577636719,3189613.0620117188,938636.0021972656,5561232.562744141,2066467.6014404297,158888.591796875
FA(22:7),-1.8129857442409212,8.683392419228634,12.049340867786668,5.181069605790632e-4,0.02774938754046408,FA,1097702.2104492188,549234.8453369141,4970265.036865234,889459.32421875,7778849.842285156,2031319.7890625,193464.1936035156
PE(38:5),2.083969061769255,8.737610049235013,11.908482535902294,5.587890187350881e-4,0.02908406715255047,PE,5405551.490600586,3822759.138305664,6043773.176269531,3553550.383422852,1176950.8321533203,535431.5792236328,90965.40686035156
DG(42:8)|DG(41:1)_C16:0,-1.7839180977430145,7.117895279018318,11.663386780564906,6.37421928946432e-4,0.03265016769381168,DAG,769451.7321777344,751380.5772705078,177036.5108718872,684661.5849609375,2075583.2059326167,1166713.179321289,90573.2061767578
PC(O-12:1),-1.7793956380642266,5.06570052167173,11.603671047663283,6.58217634161078e-4,0.03318856727246561,PC,152450.47143554688,123497.00842285156,131038.56860351562,138423.6300048828,424195.52893066406,301585.8256835937,56245.02416992188
PE(37:6)|PE(O-38:6)|PE(P-38:5),2.0471544064503697,7.387093375150059,11.541164964975906,6.807197199398977e-4,0.03332530285215948,PE,2072888.4025878904,1414588.7409667969,2123818.973876953,1590561.8583984375,395321.00744628906,276625.79919433594,87416.285888671875
PS(40:4),2.046911869543415,8.789580740936184,11.538807326927781,6.815835104563142e-4,0.03332530285215948,PS,4976274.620117188,4757635.73046875,5086891.26953125,3696157.09765625,1158994.94921875,578633.96435546875,383398.1474609375
[TG(54:5)]_FA16:1,2.034447984681671,10.521243201157196,11.415401823795603,7.283774162752082e-4,0.035081700333135776,TAG,16958184.77001953,14953420.697875977,21246502.786376957,12163959.627197266,4635697.680175781,1521280.9294433594,50920.82379150391
PG(40:6),1.9871460341816423,13.136477730186952,10.95115945841199,9.354506062716361e-4,0.043749262412153184,PG,91332560.65625,86909209.125,122695345.265625,80955134.140625,23102026.1640625,13995563.025390623,6247493.1796875
PS(44:10),1.987228468675762,7.412130618633252,10.951887799878023,9.35082973099027e-4,0.043749262412153184,PS,1755101.0349731443,1924792.956298828,1813574.4926757808,1501847.7849121094,425464.2678222656,259238.83850097656,178567.05322265625
FA(20:0),-1.7206585995493813,8.824617006162518,10.84432859136723,9.90988049038789e-4,0.045684549060688175,FA,1309922.0490722656,681317.8017578125,5437064.0361328125,1111918.1818847656,8125364.66015625,2367332.5908203125,258155.2587890625
DG(35:3)_C16:1,1.9693004068242062,0.791456119339109,10.769038657601286,0.0010321210388289166,0.04660886836662736,DAG,3843.8802490234375,3609.060256958008,2932.060207366944,49214.14379501343,2934.240207672119,2930.600185394287,5898.74040222168
DG(O-38:9)|DG(36:2)_C18:0,1.965598731886604,3.907839906924906,10.741014570782621,0.0010478686883612638,0.04660886836662736,DAG,125610.08701324464,29447.34225082397,31279.10215377808,380014.9611053467,28226.101947784424,27929.86191558838,32929.36228942871
PE(40:7)|PE(39:0)|PE(O-40:0),1.9643251644685074,8.55016696902785,10.729571536416188,0.0010543685747641143,0.04660886836662736,PE,4343308.433349609,3566598.883300781,4985810.662597656,3418156.8325195312,946431.9060058594,665234.53173828125,96693.20751953124
FA(18:3),-1.6947181131909412,5.242338821882902,10.51647435750056,0.0011831499705607003,0.05159493182431594,FA,56882.32385253906,69476.564697265625,361603.1218261719,48621.52325439453,558604.1267089844,88868.18682861328,165620.63159179688
FA(27:3),-1.6842559033095819,5.740233213381644,10.385838214431715,0.0012698552589996534,0.05432506666432981,FA,333585.9831542969,169690.21142578125,460751.8884086609,14685.761009216309,1149188.332824707,56356.24535751343,45375.02368164063
PG(40:5),1.9271353794100927,10.310698437595128,10.371976266539383,0.0012794251832937917,0.05432506666432981,PG,12990467.689453123,12140071.599609377,17123154.8359375,11258568.373046877,3317074.04296875,2102062.8798828125,911319.083984375
DG(35:3)_C18:0,1.892040813802646,4.160738780848032,10.037762326908023,0.0015336339027744496,0.06354536095636809,DAG,47902.40325164795,34273.122608184814,32607.862270355225,541101.714630127,33583.262435913086,34489.16237640381,45704.34292602539
DG(O-40:9)|DG(38:2)_C18:0,-1.6558357185174657,1.9013534637603435,10.030679926103401,0.0015395419720474846,0.06354536095636809,DAG,2599.4601821899414,12896.380821228027,5658.960357666016,11806.80075454712,16531.30122756958,23907.561641693115,30989.722229003903
PE(36:4)|PE(O-37:4),1.8891887220164976,8.041909631305515,10.011508743977174,0.0015556502992107467,0.06354536095636809,PE,3307400.5643310547,2280871.6212158203,3512245.492675781,2218425.670898437,755541.5720214844,422999.6525878906,98054.26770019533
PE(34:1)|PE(O-35:1)|PE(P-35:0),1.839900317669142,8.087425562013175,9.550239540318216,0.0019992332574292103,0.07867714294785441,PE,3483166.6595458984,2151868.8321533203,3730881.174682617,2204433.140991211,819113.8359375,425985.3041992188,129344.28930664062
PE(44:2),-1.6189245680180655,4.814492396610484,9.58708773579992,0.00195950501382031,0.07867714294785441,PE,103306.04679870604,109395.32789230348,109883.48780441284,138539.5896949768,318809.564994812,229484.3758468628,71119.14533233643
PG(40:4),1.8401995079350493,9.12059279024514,9.553034698099493,0.0019961912106831537,0.07867714294785441,PG,5736583.612304688,5233927.9609375,7657596.0546875,4491225.3916015625,1506665.7421875,978264.73681640625,462435.61083984375
[TG(60:13)|TG(59:6)]_FA22:5,-1.6027325684247162,9.360773376746543,9.394265251531143,0.0021766521823925137,0.08462718786241738,TAG,5124024.193603516,4144828.5814819336,3038763.270385742,451908.2137451172,7972292.2341918945,7195262.272033691,53200.70385742188
LPE(O-20:0),-1.5879484470872571,2.972199102681461,9.218022343614397,0.002396442704690519,0.09098024244748593,PE,3031.7202224731445,48357.28333282471,5333.160308837891,24463.581520080566,49875.22338867188,47018.40327072144,56186.56405639648
PG(44:10),1.8058240425500762,7.676928550711538,9.235967374799657,0.0023730699720163214,0.09098024244748593,PG,1921570.922241211,2041307.1669921875,2616082.8555908203,1722463.9986572266,529206.7170410156,385704.8481445313,225876.27685546875
[TG(51:5)]_FA14:0,-1.5842542085474807,4.196090264332618,9.175779618947217,0.00245238878624771,0.09202161178164373,TAG,79282.78503417969,72975.38522338867,74370.385498046875,93441.64556884766,230541.2951660156,141499.5891418457,34294.842529296875
FA(19:0),-1.581593739196256,7.359166608909615,9.144944341853261,0.00249406225658637,0.09250964255177259,FA,455309.8779296875,254229.6622314453,2068288.5590820312,386368.8874511719,2818076.759277344,708104.61572265625,183205.93432617188
PE(37:5)|PE(O-38:5)|PE(P-38:4),1.784477652809008,6.848186204973401,9.041042429278605,0.0026398506987394595,0.09680452505491177,PE,1324034.8073730469,923973.814086914,1485782.682006836,1051896.919555664,312933.8641357422,221804.1331787109,86608.38684082031
PS(44:12),1.7808737355495738,6.751933174503602,9.00828080109568,0.0026875910730557763,0.09744782463765157,PS,1007226.6348876952,1232946.00390625,963961.2912597656,1039946.0678710938,254802.5400390625,225075.19396972656,147182.3505859375
PC(40:8)|PC(39:1)|PC(O-40:1)|PC(P-40:0),1.7768035907863458,12.239172998768868,8.971439185451608,0.0027423250127482654,0.09803876234531966,PC,55573889.658691406,43460479.87792969,68128601.345703125,43475195.77526856,17814534.23095703,5895134.9443359375,167319.9132080078
PC(40:9)|PC(39:2)|PC(O-40:2)|PC(P-40:1),1.7751694958188429,12.20347461758147,8.956625691109153,0.0027646505650523985,0.09803876234531966,PC,54432421.53491211,42092208.63769531,66101143.77734375,42819333.54272461,17330274.12841797,5821747.471435547,163255.57202148438
PC(40:7)|PC(39:0)|PC(O-40:0),1.7648285177136303,11.959656413309762,8.863092630348635,0.002909941465115374,0.10206935986877513,PC,45953047.41381836,35380443.009765625,56871993.31152344,35175670.72302246,14817231.287841797,4853850.594482422,153546.9096069336
PC(39:5)|PC(O-40:5)|PC(P-40:4),1.754350299951527,11.972074168240715,8.768690414225432,0.0030644539701065172,0.10475789199428422,PC,46160375.01196289,35702760.68603516,56731937.40722656,35955929.69799805,14962763.4609375,4988718.287597656,199861.11083984372
PC(39:7)|PC(P-40:6)|PC(38:0)|PC(O-39:0),1.7530616972667306,11.971399774972097,8.757106892161572,0.003083978847058259,0.10475789199428422,PC,46402070.48120117,35807075.67626953,56695356.46386719,35559716.90917969,15014931.30883789,4947201.861572266,188171.55212402344
PC(40:10)|PC(39:3)|PC(O-40:3)|PC(P-40:2),1.7539396663491849,12.140361532707484,8.764998568644103,0.003070663174081046,0.10475789199428422,PC,51988586.05371094,40456507.06054688,63228501.76855469,40536948.69421387,16767166.92236328,5672491.004638672,177901.65368652344
PC(39:4)|PC(O-40:4)|PC(P-40:3),1.7466777229286792,12.027414503168396,8.699804020474108,0.00318244264331324,0.1049789457834176,PC,48081059.21606445,37411549.48486328,58460901.361328125,37290361.302734375,15581086.75390625,5251821.063232422,190151.3702392578
PC(40:6),1.7487267567482307,11.691673862240206,8.71818084151639,0.0031505225055877065,0.1049789457834176,PC,38308192.982666016,29110199.28491211,47880374.90234375,28503711.41638184,12398318.701416016,4093095.678955078,140607.8096923828
PE(37:4)|PE(O-38:4)|PE(P-38:3),1.746328021150213,6.669755674697432,8.696577545499167,0.0031880807830105126,0.1049789457834176,PE,1174330.5499267578,819680.0809326172,1275601.7264404297,938633.6756591796,257068.2756347656,225689.2738037109,77729.96551513672
PC(39:6)|PC(O-40:6)|PC(P-40:5),1.7433733205940138,11.959812745917182,8.67019864295134,0.0032345593163183835,0.10543356478544873,PC,45855884.052734375,35369541.15283203,56386620.09423828,35328342.18078613,14976129.083496094,4941896.340576172,187979.2957763672
[TG(60:14)|TG(59:7)|TG(58:0)]_FA22:6,-1.5326563502476211,9.416501642547479,8.580550005139873,0.0033977272456249758,0.10964465821631798,TAG,5563803.180603027,4428502.7599487305,3110837.784790039,517850.45892333984,7820687.160888672,7613255.686950684,69407.06466674805
PE(O-38:8)|PE(36:1)|PE(O-37:1)|PE(P-37:0),1.7304640734197376,8.3438438200143,8.554874712543096,0.0034459821799446688,0.11010083658100442,PE,3834475.800415039,2347836.34765625,5200978.193603516,2562225.8247070312,1005253.7857666016,603787.3037109375,91276.406005859375
FA(15:1),-1.525032363484566,5.643019326415906,8.494026348635085,0.003563144032880366,0.11272809602063667,FA,71388.40505981445,74114.22616577148,576357.0057373047,81606.06576538086,786387.7261962891,70957.704345703125,191162.11645507807
[TG(58:12)|TG(57:5)]_FA20:4,-1.516816729903443,8.85527317330507,8.401594879549522,0.003748919556684026,0.11632464816749377,TAG,3226479.6328125,3081779.358642578,2556454.357055664,437030.0534057617,5767369.647827148,4611952.990356445,75362.9658203125
PE(39:6)|PE(O-40:6)|PE(P-40:5),1.7140026259350334,8.059574627202236,8.408684778725728,0.0037343272139631956,0.11632464816749377,PE,2965650.240966797,2179750.1737060547,3169389.4306640625,2592859.2263183594,720396.8547363281,561026.2607421875,231214.3924560547
[TG(40:2)]_FA16:1,-1.5122615651835951,6.385758056550164,8.350424460462818,0.00385597240944311,0.11850688538355159,TAG,422996.4069824219,421313.0487060547,432292.8681640625,363653.3035888672,1213003.7310791016,602039.6982421875,54243.9838256836
FA(20:3),-1.5092850733872558,6.6337568521322865,8.317119761486534,0.003927314459772523,0.11956079020458427,FA,205195.3546142578,249535.9959716797,1281855.4099121094,197632.55322265625,1846495.0378417969,208718.64978027344,136383.86962890625
[TG(51:4)]_FA16:0,-1.5032486681460315,4.977662465022546,8.249630122445524,0.004076030556568159,0.12041821448130502,TAG,121425.30828857422,169740.51239013672,187372.45220947263,140507.44952392578,477078.5906982422,201313.31170654297,23257.22166442871
PC(37:4)|PC(O-38:4)|PC(P-38:3),1.6977378453358685,12.308553901902417,8.265213278987357,0.004041191343211658,0.12041821448130502,PC,59434018.46875,44230332.59082031,70686380.41699219,44430167.02661133,19447098.501953125,6566622.15625,404687.3852539063
PC(37:6)|PC(O-38:6)|PC(P-38:5),1.6945150692699524,12.27526302007592,8.236889224610653,0.00410474235913962,0.12041821448130502,PC,57887460.97998047,42998556.55859375,69588333.70800781,43397204.53198242,19195843.890625,6286544.3662109375,364113.2419433594
PC(O-38:8)|PC(36:1)|PC(O-37:1)|PC(P-37:0),1.6945536627504998,12.253492379349236,8.237228212762522,0.0041039757854126465,0.12041821448130502,PC,57091870.467041016,42135137.71142578,69085775.19824219,42431055.1328125,19000803.30126953,6103881.873046875,349393.5646972656
FA(26:0),-1.4963487048834963,4.795615201386356,8.17293051370234,0.004252015368585153,0.12095267916384307,FA,51747.82460021973,3711.74027633667,352287.5574951172,131042.5085029602,395453.5965576172,166012.73168945312,44583.703674316406
PC(37:3)|PC(O-38:3)|PC(P-38:2),1.6886584885106457,12.45637518162763,8.18551148227653,0.004222627112039067,0.12095267916384307,PC,65290294.81762695,49379476.56738281,77525153.96484375,50104892.06982422,21813312.282714844,7187726.5830078125,386180.650390625
