lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_cortex,DOD94_F3_Female_WT_cortex,DOD94_F4_Female_5xFAD_cortex,FAD184_F3_Female_WT_cortex,FAD184_F4_Female_WT_cortex,FAD185_M1_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_cortex,FAD185_M4_Male_WT_cortex,FAD189_M1_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_cortex,FAD189_M3_Male_WT_cortex,DOD93_F4_Female_5xFAD_diencephalon,DOD94_F3_Female_WT_diencephalon,DOD94_F4_Female_5xFAD_diencephalon,FAD184_F3_Female_WT_diencephalon,FAD184_F4_Female_WT_diencephalon,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_diencephalon,FAD185_M4_Male_WT_diencephalon,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_diencephalon,FAD189_M3_Male_WT_diencephalon,Blank_Blank_Blank_Blank_Blank
[TG(41:2)]_FA18:2,-0.15670768860192494,4.94049408524091,0.3047471184619326,0.5809215955831721,0.9993440762229833,TAG,87786.78625488281,71836.44482421875,85783.385986328125,97390.26690673828,94820.846435546875,155786.87060546875,122947.74853515624,96607.46618652344,158113.47106933594,193664.85510253903,130067.3485107422,94425.00769042967,79738.80517578125,88190.20654296875,77261.82531738281,94672.9071044922,134941.20922851562,119862.5694580078,97626.7276611328,240033.8760986328,157042.3299560547,127416.0679321289,61773.204162597656
[TG(42:0)]_FA14:0,-0.15243296367726847,5.598078390126527,0.2883596464389484,0.5912736299282272,0.9993440762229833,TAG,138935.25024414062,127147.84887695312,141182.00952148438,123500.18798828124,150887.05102539062,269388.8386230469,215709.59497070312,145477.98950195312,278453.880859375,256666.439453125,188241.4755859375,121398.96850585938,132358.56958007812,137972.4501953125,130321.28955078124,175247.0322265625,274149.58056640625,242241.11572265625,138926.59008789062,225033.49633789065,229378.51684570312,234775.47802734372,113048.08764648438
[TG(42:0)]_FA16:0 | DG(44:7)|DG(43:0)_C16:0,-0.09788159289351,6.204093389506354,0.11893259725002281,0.7301950695242508,0.9993440762229833,TAG,144032.31005859375,144845.69140625,132042.64892578125,127009.1689453125,162035.6123046875,265990.4372558594,229843.43627929688,159284.75170898438,272265.7585449219,251543.5576171875,187684.95434570312,139176.78955078125,165422.93115234375,144641.609375,127764.14892578124,179972.67236328125,287427.8798828125,233622.49609375,143349.51025390625,201035.69482421875,236676.91674804688,236975.37524414065,121932.28857421876
[TG(42:0)]_FA16:0 | DG(44:7)|DG(43:0)_C16:0,-0.09788159289351,6.204093389506354,0.11893259725002281,0.7301950695242508,0.9993440762229833,DAG,224193.156085968,235080.2770843506,231044.2556991577,217377.57597732544,237800.4574928284,426082.2475700378,335936.0028953552,243146.6571426392,230410.8762359619,378149.3683166504,276884.1991119385,203708.33435821533,247623.15579605105,236798.55633926392,189218.11297607425,194409.31441879272,456682.9491729736,203985.4344711304,235630.27731704712,284967.24099731445,358261.20624160767,360736.4863395691,210377.31560897827
[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0,-0.19010751657278543,5.393446221730604,0.44839485116931854,0.5030982011716791,0.9993440762229833,DAG,130474.44820785522,132130.6492614746,131952.68935012817,131045.70979309082,132098.6689338684,168351.09163284302,140463.66968154907,135790.39041900635,136279.55001449585,260705.4985733032,134064.2495956421,133442.30966949463,132692.8892784119,132887.58875274658,137956.62962722778,131338.10983276367,138913.7898826599,137768.40921020508,166419.65313339233,135657.30926895142,184560.9535369873,228732.6784439087,145012.23127746582
[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0,-0.19010751657278543,5.393446221730604,0.44839485116931854,0.5030982011716791,0.9993440762229833,TAG,156016.77221679688,147698.18872070312,138767.7705078125,144867.6494140625,156064.4306640625,215671.75415039065,196686.55310058597,161559.47094726562,221905.17529296875,285465.6784667969,210514.55541992188,135949.83056640625,198353.75366210935,169038.791015625,144809.18994140625,168897.23168945312,224879.25439453125,196990.3525390625,139168.65002441406,173039.05224609375,179797.9921875,210248.49609375,95813.34716796876
[TG(42:1)]_FA14:0,-0.15230985381276393,5.794391029150021,0.28789504095220764,0.5915726058046896,0.9993440762229833,TAG,163439.23046875,151246.3310546875,167269.51293945312,160441.97143554688,163824.65209960938,261984.23681640625,239303.416015625,188244.79296875,274204.419921875,279965.60009765625,225026.87524414065,152583.8699951172,149778.81103515625,169082.27221679688,169977.29028320312,189520.25390625,275192.47998046875,235471.85571289065,164939.3916015625,281844.5595703125,254227.83740234372,243581.7158203125,152156.83129882812
[TG(42:1)]_FA16:0 | DG(44:8)|DG(43:1)_C16:0,-0.06549041038109302,5.300240125366458,0.05324682462548935,0.817506902414357,0.9993440762229833,DAG,136218.64959716797,121039.88883209229,134738.06940078735,99952.7067642212,124966.88886642456,184574.27310943604,159342.79141235352,155918.15157699585,110826.76787185667,229559.1554107666,185061.8521575928,107194.66772842409,152607.5711517334,131572.88943099976,104133.60725021362,99927.16722869872,207313.395362854,103566.04668807983,142845.19010543823,161963.6517715454,169432.39178466797,174456.8917503357,108147.32796478271
[TG(42:1)]_FA16:0 | DG(44:8)|DG(43:1)_C16:0,-0.06549041038109302,5.300240125366458,0.05324682462548935,0.817506902414357,0.9993440762229833,TAG,89187.686767578125,78731.426025390625,78660.32556152344,79265.065185546875,86977.125732421875,114720.62756347656,108056.3671875,91031.1065673828,142777.16943359375,160958.26989746094,115370.48950195312,67969.30480957031,111600.96923828124,82975.52502441406,73110.54577636719,90813.60693359376,136189.6300048828,137785.59057617188,89793.44665527344,117373.52783203124,113536.46728515624,112668.84741210938,61789.464599609375
[TG(42:1)]_FA16:1 | DG(44:8)|DG(43:1)_C16:1,-0.10236853991359618,6.208109654838881,0.1300840351586885,0.7183449243033336,0.9993440762229833,TAG,157876.95092773438,146871.62963867188,150374.47045898438,135898.97021484375,178746.83276367188,296667.3005371094,241957.21606445312,175909.2294921875,297331.7429199219,292739.9599609375,225253.17602539065,141516.42993164062,168201.75268554688,168419.353515625,144004.25024414062,221509.33520507807,336139.2233886719,273141.5002441406,157436.73071289062,225054.9345703125,272601.62158203125,247291.39819335935,117124.5888671875
[TG(42:1)]_FA16:1 | DG(44:8)|DG(43:1)_C16:1,-0.10236853991359618,6.208109654838881,0.1300840351586885,0.7183449243033336,0.9993440762229833,DAG,250971.8165969849,254870.89778137207,232485.9177322388,214186.334438324,220770.4165649414,396455.0690956116,334381.4837837219,257983.01947021484,246522.25777816767,383267.5849266052,230245.1968727112,223892.47495651245,224642.676322937,221572.07706451416,208300.834602356,213725.11609649655,393625.44452285767,220086.71662902832,245935.5770187378,236455.7356147766,369100.64935302734,385401.40757751465,220931.89596557617
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,-0.16231024412568293,5.500156320211249,0.32691862867704913,0.5674791693268056,0.9993440762229833,DAG,149817.55047607422,157273.7301940918,157765.37173080444,155098.49042129517,152152.25021743774,168066.65273284912,161382.39101791382,152233.9104347229,159246.37143325806,152655.2702140808,162028.11164855957,156752.33098602295,160879.81115722656,156841.31129455566,161299.59185409546,159771.0704498291,156981.09091567993,164038.6506881714,156049.9700241089,160611.79098129272,155380.71139907837,160019.01190185547,156449.9517364502
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,-0.16231024412568293,5.500156320211249,0.32691862867704913,0.5674791693268056,0.9993440762229833,TAG,174302.15356445312,163437.6524658203,155301.1728515625,159034.88940429688,166608.23266601562,222275.07397460935,206151.43408203125,169416.67138671875,218682.15380859372,293360.76171875,236775.03784179688,148049.57080078125,233812.794921875,183135.73388671875,155082.63110351562,173916.43310546875,231739.1975097656,194549.072265625,157058.1727294922,185890.0123291016,192623.39404296875,233166.31713867188,93264.42736816406
[TG(42:2)]_FA14:0,-0.08641124985036332,3.5743366892720587,0.09268737817626516,0.7607881128943836,0.9993440762229833,TAG,39688.96292114258,34426.96240234375,44656.38320922852,32945.062324523926,34668.86233520508,53329.62341308594,50916.16290283203,42087.20324707031,63261.68426513672,66253.58435058594,47659.88354492188,30457.642120361328,30570.622314453125,36544.70263671875,34727.382720947266,39349.102783203125,56308.38375854492,58493.0439453125,34421.20236206055,64612.424865722656,54382.34353637695,54571.6637878418,22672.82162475586
[TG(42:2)]_FA16:0,-0.1429869167136306,4.705626492659177,0.253737143186072,0.6144558464559884,0.9993440762229833,TAG,103705.48669433594,90062.1664428711,88431.865966796875,84198.42578125,86152.36560058594,108029.16772460938,99478.027099609375,103278.48767089844,137480.75006103516,108260.78778076172,83919.96572875977,70053.825439453125,94585.2466430664,92839.94696044922,82922.96575927734,102665.3680114746,116758.16809082033,102461.8878173828,99558.60650634766,119794.36730957033,92090.48699951172,119695.62677001952,26854.08209228516
[TG(42:2)]_FA16:1,-0.1464764603219382,4.947710927937542,0.2662695395298442,0.6058452461658943,0.9993440762229833,TAG,97729.346923828125,81675.505126953125,92468.12658691406,79600.625732421875,95669.9873046875,146103.13037109375,120265.2686767578,104500.34741210938,161133.85021972656,179219.31286621094,139871.35021972656,80311.585693359375,118664.16931152344,90766.14697265624,86619.226806640625,108277.98852539062,154945.7508544922,160692.4111328125,102549.68762207033,131866.50903320312,125646.74938964844,124076.04846191406,63914.5048828125
[TG(42:2)]_FA18:0,0.09490248514867816,4.326262965239702,0.1117995633450164,0.7381045868701329,0.9993440762229833,TAG,71837.84518432617,57756.04425048828,58635.94415283203,54808.98352050781,65814.8037109375,87994.40704345703,92071.76727294922,98599.08752441406,163460.32928466797,113712.2681274414,75524.16595458984,50751.88299560547,57039.96398925781,64550.24481201172,59407.043853759766,67882.48501586914,83292.8256225586,83872.6455078125,56994.38415527344,93376.6064453125,86388.30615234375,72232.465087890625,31618.68270874023
[TG(42:2)]_FA18:1,-0.2633600375078553,7.9847122967930515,0.8599733592272969,0.3537461469163795,0.9993440762229833,TAG,1253088.417602539,1212233.0595703125,1206959.9322509766,1301213.1651611328,876264.8203125,457628.5540161133,441241.81506347656,1135802.4056396484,457645.3914794922,352480.60412597656,601347.93896484375,768333.8565673828,2246088.239868164,1228213.595703125,1085549.2174072266,981456.7811279296,594755.4434814453,440147.7758789063,1072487.504638672,422908.7481689453,216833.95544433597,1217882.538330078,53799.88366699219
[TG(42:2)]_FA18:2,-0.12713445095207432,5.730402017505977,0.20061597404514941,0.6542241082683643,0.9993440762229833,TAG,177006.25122070312,160174.07104492188,161717.6708984375,158536.25146484375,165974.51196289062,239500.09716796875,204612.65588378903,176629.23266601562,255151.75805664065,315967.1435546875,228210.95458984372,143389.630859375,233471.37622070312,176183.11328125,149462.37036132812,180920.21228027344,255057.91796875,215254.4149169922,168265.85131835938,209366.55517578125,210352.0146484375,244838.77685546875,92525.246826171875
[TG(42:3)]_FA14:0,-0.03495438615962034,3.8556023721357207,0.015168586989176447,0.9019797523241948,0.9993440762229833,TAG,45125.08288574219,49457.983642578125,42765.74279785156,41750.86315917969,44154.92343139648,74634.8256225586,64678.164611816406,57667.424713134766,70641.56451416016,78306.1455078125,52597.403747558594,33666.26251220703,39984.202880859375,41156.70291137695,40657.62268066406,47346.14343261719,88072.78631591797,62818.80438232422,39291.32241821289,70874.96545410156,68433.24514770508,54004.20385742188,35728.92272949219
[TG(42:3)]_FA16:0,-0.06928254809595971,3.585558674020937,0.05958691661002291,0.8071500307215568,0.9993440762229833,TAG,38284.622970581055,37414.4425201416,36638.94284057617,33714.362243652344,37930.24285888672,53393.90362548828,51182.70327758789,42305.90280151367,59093.66436767578,73831.90563964844,51707.283752441406,31296.702026367188,39801.9826965332,36179.74249267578,31402.162109375,39635.2024230957,60458.48452758789,52236.003997802734,37761.36264038086,52121.52404785156,58268.44393920898,50408.763671875,25102.121856689453
[TG(42:3)]_FA16:1,-0.18435766777029666,4.8025533676265555,0.4216942568649531,0.516092851476517,0.9993440762229833,TAG,111968.78845214844,88677.62634277344,100297.32733154295,79962.36602783203,93116.1669921875,119058.42874145508,102995.70678710938,106444.46807861328,141100.68939208984,120112.74871826172,92557.24560546876,74078.40557861328,95094.54736328124,99969.60723876952,93303.74606323242,112925.0673828125,133555.35116577148,125147.14901733398,103042.00860595705,135059.97009277344,102905.0267944336,118238.86706542967,27811.601989746097
[TG(42:3)]_FA18:0,-0.1055282389654287,3.8292892457330057,0.13822683600241703,0.7100501791226654,0.9993440762229833,TAG,49518.44378662109,40310.14340209961,44271.96304321289,43797.44329833984,46960.28359985352,70944.684814453125,60152.68438720703,48352.823303222656,64037.38458251953,80089.0259399414,54165.464111328125,35322.722412109375,46706.003326416016,48584.92337036133,44694.243408203125,49961.82354736328,66762.404541015625,59303.82400512695,45457.94305419922,59030.92413330078,65015.40396118164,62293.10461425781,26775.0419921875
[TG(42:3)]_FA18:1,0.07893488310978643,4.373344448166382,0.07734780547669118,0.7809242853690286,0.9993440762229833,TAG,68998.82489013672,58667.0241394043,62587.984924316406,54486.323974609375,65224.10479736328,98385.30676269533,92387.125732421875,102043.54708862305,180318.57220458984,109449.60766601562,81386.82571411133,54347.64392089844,60978.06457519531,65899.74432373047,60933.84396362305,66202.12451171875,86016.92565917969,80724.00592041016,65396.32403564453,99147.186279296875,88536.066162109375,79866.0658569336,29450.76205444336
[TG(42:3)]_FA18:2,-0.2732653695346416,8.04539834508877,0.925781451529474,0.3359615167848438,0.9993440762229833,TAG,1314607.0300292969,1230132.1671142578,1210387.3834228516,1329860.723022461,921370.6868286132,475007.5123291016,483326.5765991211,1194427.177734375,511456.9633789063,387221.9317626953,645049.9449462891,808514.5040283203,2394627.220825196,1256163.2009887695,1038187.004638672,1010560.8591308594,639102.5125732422,491572.37109375,1168291.5274658203,446322.6918945313,237540.73852539065,1296171.7205810547,58494.303955078125
[TG(42:3)]_FA18:3,-0.12808308413007383,5.9883777611489055,0.20362075649313738,0.6518140129990652,0.9993440762229833,TAG,204614.8728027344,198459.75439453125,174534.01342773438,198585.65356445312,201082.31518554688,289239.6208496094,256744.6579589844,206843.83447265625,291579.60205078125,358333.8464355469,284996.9020996094,171657.29223632812,280898.0400390625,217221.2548828125,181740.89404296875,226827.73706054688,306463.7004394531,229569.09814453125,200421.39416503903,229766.25756835935,250271.5185546875,296112.7590332031,120483.86853027344
[TG(42:4)]_FA14:0,0.040872158219983794,3.3969202256970994,0.020738631117239947,0.885493255722682,0.9993440762229833,TAG,32365.58218383789,34106.56271362305,29116.04183959961,26695.42205810547,31575.78196716309,53180.42428588867,42848.983306884766,34947.022552490234,47887.60359191895,91344.60665893556,56952.6845703125,24823.84194946289,26678.34169006348,30201.622177124023,29445.70205688477,34291.362365722656,55243.02359008789,40754.10299682617,32366.742431640625,48941.40380859375,48744.24334716797,46703.06295776367,19876.82141113281
[TG(42:4)]_FA16:0,0.30969392172233673,5.168305194446889,1.188525126408308,0.2756272577401581,0.9993440762229833,TAG,112110.248046875,97582.5673828125,87218.96691894531,90749.18646240234,102640.94848632812,138325.9107055664,123116.6279296875,106623.92767333984,148648.07080078125,525636.07177734375,341018.662109375,84424.005615234375,110952.16845703124,101484.2861328125,85346.78601074219,105903.16760253906,159783.40997314453,123883.38787841795,101599.58782958984,138527.1103515625,127727.20947265624,160306.97241210938,40400.123046875
[TG(42:4)]_FA16:1,-0.12752065681326952,3.7918670809588253,0.20182313563103105,0.6532532704844641,0.9993440762229833,TAG,43679.92288208008,39609.262786865234,38323.74243164063,36975.96260070801,44432.183013916016,65007.60479736328,57216.04357910156,48267.963775634766,62402.18420410156,88310.68698120117,63610.324645996094,34615.48223876953,43717.70294189453,40088.94305419922,41856.90307617188,49308.083068847656,71635.925537109375,63943.084228515625,44563.88314819336,65095.34460449219,64202.58465576172,59871.84420776367,26625.481826782227
[TG(42:4)]_FA18:0,-0.09882696597766445,3.7829880486233503,0.1212312653541403,0.7277029008159104,0.9993440762229833,TAG,49729.4836730957,55492.20346069336,39329.422790527344,39239.1630859375,40887.98278808594,59332.28433227539,53939.50338745117,43085.80319213867,51928.18399047852,72750.4048461914,46756.50323486328,34129.922424316406,42615.12292480469,41498.24313354492,43068.403228759766,49797.7233581543,63554.56475830078,52726.02377319336,39142.7629699707,54365.84362792969,68680.98431396484,53403.8432006836,46545.34292602539
[TG(42:4)]_FA18:1,-0.0414738941985015,3.9454873010224047,0.021354502848993206,0.8838173434299562,0.9993440762229833,TAG,54455.18408203125,46988.70318603516,47001.723236083984,44678.623046875,52847.68383789063,82067.42532348633,68332.68493652344,52758.64410400391,71969.02478027344,89892.78594970703,62191.28436279297,40062.402893066406,49467.94366455078,50719.28366088867,46213.36294555664,53773.383728027344,65043.325134277344,58707.84419250488,54971.32406616211,62154.60400390625,69198.06521606445,66955.42431640625,26707.68170166016
[TG(42:4)]_FA18:2,0.09418111210089325,4.468595502245176,0.11010737393691272,0.7400219252249409,0.9993440762229833,TAG,79368.06512451172,57523.24417114258,66488.30477905273,57177.72393798828,68749.78411865234,100713.00744628906,98462.5668334961,106421.1875,199994.5333251953,120166.85037231444,89812.96728515625,54639.003662109375,66067.24465942383,64971.984130859375,59330.984375,77269.5458984375,98954.9077758789,88642.52603149414,63767.42468261719,108485.72775268556,95181.386962890625,84445.00604248047,35190.76235961914
[TG(42:4)]_FA18:3,-0.2663052327983762,8.27603745054101,0.8792888124407909,0.34839654192863695,0.9993440762229833,TAG,1511871.8399658203,1427791.1396484375,1409499.3337402344,1553312.8923339844,1159393.3745117188,577895.8614501953,569608.9459228516,1354914.1162109375,600376.0814208984,468119.1514892578,796628.0965576172,958439.49072265625,2684253.710571289,1443803.7287597656,1259595.5968017578,1281549.865234375,771325.7484130859,550234.1578369141,1350721.6561279297,520261.1190185547,278797.7570800781,1537059.787475586,59124.18420410156
[TG(42:4)]_FA20:4,-0.028050834886561904,5.3760165501434445,0.009769255808691923,0.9212656692199485,0.9993440762229833,TAG,124515.66821289062,115847.70739746094,110332.00805664062,103631.5869140625,134972.55041503906,217463.99353027344,163519.8525390625,125895.6689453125,186911.673828125,344458.92529296875,212650.8348388672,107684.0283203125,136756.90966796875,133173.689453125,111485.2081298828,129753.48876953124,216058.33459472656,162103.05224609375,127849.14990234376,166956.23266601562,196065.33447265625,170356.6298828125,91566.78698730467
[TG(43:0)]_FA14:0,-0.13082426677473694,4.916830232767015,0.21242256077493948,0.6448752158968846,0.9993440762229833,TAG,82319.40563964844,66354.24432373047,81081.66589355469,71689.745361328125,100101.1273803711,186210.2930908203,131186.84942626953,82077.16589355469,233303.47607421875,187823.37438964844,120111.52795410156,74404.26483154297,77327.80603027344,80051.92559814453,71545.82537841797,102145.48657226562,176029.2528076172,168203.71130371094,80060.585205078125,165791.27209472656,159330.25061035156,162875.85107421875,42054.46301269531
[TG(43:0)]_FA16:0 | DG(44:0)_C16:0,-0.05072639896948728,5.478407104375334,0.03194651191844855,0.8581451009753921,0.9993440762229833,TAG,100196.1869506836,92628.506591796875,96075.527099609375,78962.90478515625,112955.0068359375,170916.53240966797,138228.62921142578,108077.04833984376,218980.93280029297,185321.71228027344,136377.310546875,86084.76629638672,107752.38751220705,103808.26690673828,80375.785888671875,127882.82861328124,198959.99139404297,183426.67578125,93848.08697509766,146835.8897705078,171543.67358398438,181441.2135620117,51219.62335205078
[TG(43:0)]_FA16:0 | DG(44:0)_C16:0,-0.05072639896948728,5.478407104375334,0.03194651191844855,0.8581451009753921,0.9993440762229833,DAG,154462.4510498047,148404.6905517578,162378.5307006836,76138.74542236328,141548.1492919922,273102.3803710937,207580.4937133789,162102.4522705078,109476.12776184082,285013.4602661133,217152.7556152344,128525.68865966795,132528.48977661133,135614.94946289062,99020.9871826172,75571.58494186401,308719.3404541016,77295.6251373291,151617.91131591797,193072.9351806641,272246.26080322266,274278.6967773437,83584.4458618164
[TG(43:0)]_FA18:0 | DG(44:0)_C18:0,-0.22111050370237,4.265507038945002,0.6063934234912276,0.4361489904992013,0.9993440762229833,TAG,100010.7875366211,101041.74768066406,102965.04608154295,111912.78842163086,113556.64813232422,149414.05114746094,97225.24658203124,110398.70825195312,129511.60931396484,166567.17163085938,115419.06823730467,80212.08575439453,89302.36627197266,104655.00714111328,86237.92590332031,111355.08795166016,136184.26776123047,103187.64727783205,94784.34649658205,108505.72827148438,109703.40869140624,141403.60870361328,37488.22271728516
[TG(43:0)]_FA18:0 | DG(44:0)_C18:0,-0.22111050370237,4.265507038945002,0.6063934234912276,0.4361489904992013,0.9993440762229833,DAG,55805.804080963135,58061.004123687744,58588.864196777344,59624.76418685913,55949.34390258789,81597.54624938965,57809.5640296936,59311.58445739746,61653.02457046509,145198.6298828125,57685.14390563965,55178.22423553467,59361.84420776367,54025.28439712525,57994.264167785645,55553.66354751587,59802.883823394775,61350.00452423096,98896.146484375,56705.2643699646,105930.7075805664,112766.78756713869,63167.164642333984
[TG(43:1)]_FA14:0,-0.0822409979688201,4.572328831754972,0.0839624838281452,0.7719977040487666,0.9993440762229833,TAG,76285.345458984375,71457.08508300781,76418.42498779297,61427.78393554688,76243.36413574219,128399.16973876952,98336.64617919922,82708.52673339844,149783.05151367188,118719.5281982422,88746.886962890625,59875.40460205078,71535.12579345703,67700.06536865234,61244.524475097656,81902.08642578125,120907.83013916016,112456.98712158205,72745.38488769531,118972.40771484376,101451.58801269533,116988.22778320312,45029.04293823242
[TG(43:1)]_FA16:0 | DG(44:1)_C16:0,0.11101767066832634,5.109662258776686,0.15298586401468128,0.6956981352627893,0.9993440762229833,TAG,86845.3472290039,62111.64389038086,72606.72381591797,69443.024658203125,83023.26547241211,125573.32971191406,102984.86645507812,76546.72537231445,151232.3331604004,133591.4692993164,79346.68621826172,55536.18405151367,71418.14459228516,67595.94464111328,61350.044036865234,81947.1650390625,123355.50964355467,108244.96844482422,70227.00396728516,113189.2485961914,108647.5689086914,105256.68682861328,28787.042419433597
[TG(43:1)]_FA16:0 | DG(44:1)_C16:0,0.11101767066832634,5.109662258776686,0.15298586401468128,0.6956981352627893,0.9993440762229833,DAG,152185.25191497803,120652.30958557127,145310.47080993652,44140.42303466797,120228.78884887695,221838.31448364255,173695.7911376953,156788.23040771484,81762.24529647827,223740.2161178589,141533.9310684204,90736.82599639893,98978.56573867798,103318.48682403564,79910.825756073,43685.02300262451,205361.19540405276,51035.20374298096,136554.1099395752,186253.5931930542,179077.4330329895,172042.39190673828,64479.08459472656
[TG(43:1)]_FA16:1 | DG(44:1)_C16:1,-0.008713529171817521,5.307786977764318,9.426790365978377e-4,0.9755063359396291,0.9993440762229833,TAG,99989.6669921875,96351.78717041016,110814.34759521484,82222.00573730469,127706.96875,191802.37451171875,149462.91015625,113503.06829833984,237750.59692382807,202533.91247558597,160035.65100097656,94569.90728759766,107558.8285522461,117724.02758789062,92780.3666381836,144338.39001464844,210208.05444335935,215042.79418945312,111151.5283203125,163202.7723388672,192349.09375,200291.032409668,43171.90298461914
[TG(43:1)]_FA16:1 | DG(44:1)_C16:1,-0.008713529171817521,5.307786977764318,9.426790365978377e-4,0.9755063359396291,0.9993440762229833,DAG,144853.93005371094,150570.33056640625,136923.889667511,81389.46574783325,81314.38595581055,265993.7575073242,200299.45446777344,172534.27294921875,115734.5284729004,296580.6599121094,107019.14727783205,85598.0659866333,83947.02619552612,84869.98650741577,82442.02606582642,87653.32661437988,228430.49700927731,87423.82598876953,162814.4916381836,133335.84939956665,281557.5199584961,300414.22119140625,90114.32647705078
[TG(43:1)]_FA18:0 | DG(44:1)_C18:0,-0.14806941497868548,3.632652839708566,0.2720719368810478,0.6019452739146959,0.9993440762229833,TAG,62609.284088134766,54976.78381347656,54009.60385131836,53094.96380615234,62351.984466552734,93477.427001953125,78075.38659667969,67700.08435058594,88744.18664550781,102171.70690917967,70284.805908203125,43494.28326416016,58398.504455566406,65533.92492675781,55482.163818359375,71946.9048461914,92112.6255493164,82212.80529785156,58834.62469482422,78569.96603393555,80950.08544921875,78019.10534667969,33833.2424621582
[TG(43:1)]_FA18:0 | DG(44:1)_C18:0,-0.14806941497868548,3.632652839708566,0.2720719368810478,0.6019452739146959,0.9993440762229833,DAG,36093.32261657715,34788.182430267334,35593.962284088135,40238.843032836914,33438.302379608154,54664.4644203186,37880.64264297485,36104.76250076294,42587.863105773926,101592.64754486084,39831.7830581665,34859.14252090454,36708.06238555908,37466.402698516846,36518.76249694824,35024.182357788086,39092.28283691406,35398.92236328125,56530.94398498535,38852.78275299072,74431.00466918945,56356.84394836426,49848.52362060547
[TG(43:1)]_FA18:1 | DG(44:1)_C18:1,-0.12694780936306863,4.30765983325941,0.2000186539266906,0.6547057895287902,0.9993440762229833,TAG,125213.58813476562,112786.1484375,118164.6083984375,137853.9493408203,129662.14831542967,155906.7505493164,115837.64831542967,107297.58740234376,129004.7896118164,182717.7131347656,128137.35021972656,95669.56561279295,103845.6665649414,127527.98876953124,93896.28607177734,115337.8482055664,138957.63049316406,101393.5464477539,106875.84759521484,121094.2490234375,128152.48931884766,152740.71142578125,40360.70263671875
[TG(43:1)]_FA18:1 | DG(44:1)_C18:1,-0.12694780936306863,4.30765983325941,0.2000186539266906,0.6547057895287902,0.9993440762229833,DAG,69227.44472122192,70955.98503112793,70295.46493911743,62492.46427536011,67737.2447052002,71795.18524169922,74040.64515686035,68952.92491531372,67757.64538574219,73844.28545761108,68853.38493347168,66762.3444442749,70907.6050415039,65943.4846458435,70381.36488342285,67933.06536865234,65139.46463394165,66819.84497451782,68409.02521896362,75142.9257774353,66655.08452606201,70598.60501098633,70175.28515625
[TG(43:2)]_FA14:0,0.06257137383924373,4.130785436538896,0.0486038765947967,0.8255106872360823,0.9993440762229833,TAG,58853.58409118652,74191.3254699707,49841.883392333984,45214.002838134766,43777.58319091797,66767.944091796875,58344.24444580078,51165.74368286133,61534.68453979492,87448.44659423828,61677.62347412109,35435.76254272461,38080.64291381836,38182.00296020508,44664.42321777344,50989.36358642578,71076.56546020508,64079.42474365234,43609.78341674805,65743.94421386719,79150.425537109375,60414.064361572266,130534.30740356444
[TG(43:2)]_FA16:0 | DG(44:2)_C16:0,-0.03691080772875113,4.550942567388325,0.016914587593532815,0.8965220468942426,0.9993440762229833,TAG,69371.28546142578,49294.32345581055,56765.46371459961,52673.344635009766,53665.44329833984,74970.40533447266,64330.86428833008,59469.744384765625,78145.405517578125,92020.92636108398,67297.72454833984,51689.34390258789,54276.22427368164,55595.28384399414,47981.94351196289,53807.18426513672,72080.285888671875,65057.00473022461,51152.60415649414,83495.646484375,84203.245361328125,75170.14636230469,24337.921661376957
[TG(43:2)]_FA16:0 | DG(44:2)_C16:0,-0.03691080772875113,4.550942567388325,0.016914587593532815,0.8965220468942426,0.9993440762229833,DAG,97325.66667938232,77166.16584396362,90833.78685760498,44635.06314468384,78056.00588226318,111288.94703292848,99771.52592086792,101614.2268371582,56505.084255218506,133707.02850723267,98717.36562728882,79217.44568252563,73835.8648147583,81648.80578231812,58166.88416290283,46266.78337097168,113890.0478439331,45919.18333816528,87952.42604064941,112004.94802093506,128808.52896499634,98163.6070098877,58103.82432556152
[TG(43:2)]_FA16:1 | DG(44:2)_C16:1,0.22575736564135596,4.828770548976971,0.6321384501934517,0.42657199968702025,0.9993440762229833,DAG,129019.76948547363,116827.828125,104233.86697387695,48376.62324142456,55544.72409057617,229230.17588806152,157849.4722213745,162620.47114562988,70811.72510528564,228628.51692199707,58800.22424697876,48772.32327270508,54708.28403091431,54318.36359024048,51939.10409164429,50114.0636100769,149684.28982543945,51036.863372802734,140646.3697052002,109119.50818634032,179272.75099945068,175867.95222473145,68668.52479553223
