lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_diencephalon,DOD94_F4_Female_5xFAD_diencephalon,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_diencephalon,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_diencephalon,DOD94_F3_Female_WT_diencephalon,FAD184_F3_Female_WT_diencephalon,FAD184_F4_Female_WT_diencephalon,FAD185_M4_Male_WT_diencephalon,FAD189_M3_Male_WT_diencephalon,Blank_Blank_Blank_Blank_Blank
[TG(56:7)|TG(55:0)]_FA22:6,2.0753305893877343,10.04540806086485,31.93007129086115,1.5982366939548752e-8,1.5628817610279946e-6,TAG,1919733.7651367188,1851075.1806640625,13322937.991088867,8914077.662353516,5316626.635498047,5236031.092285156,1069191.7630004885,777432.98046875,1404313.7290039062,1016296.2353515624,929873.0845947266,1257402.919128418
FA(18:2),-1.9267736496011003,7.122757515198988,29.993147065175442,4.33575905834555e-8,4.115145435670909e-6,FA,68492.28454589844,128841.29150390624,786349.7210693359,258129.59197998047,61142.38470458984,108449.7490234375,715470.573059082,252698.4376220703,1704104.0600585938,318123.65911865234,143460.2904663086,92326.447265625
FA(27:3),-1.8944185005527572,7.060478890325697,29.040534926592954,7.087956074161099e-8,6.535095500376534e-6,FA,68174.68487548828,549745.0646057129,308529.5653266907,147833.66981506348,46484.56294250488,19262.461376190186,856750.9492797852,778493.7564697266,849477.7581176758,491733.38049316406,9997.940647125244,45375.02368164063
[TG(56:6)]_FA20:4,1.953084848945656,12.268659423567176,28.568340193112917,9.044903685362337e-8,8.107751164628961e-6,TAG,2477650.58984375,3104548.41015625,14076399.078125,80844417.96875,53732889.3671875,29231120.17578125,7634578.829101562,2167995.859863281,2614170.3627929688,10083637.212890623,5716249.962890625,855493.60546875
[TG(58:9)|TG(57:2)]_FA22:6,1.9315243277800889,8.430862874801717,27.990177668027172,1.2193279581219663e-7,1.0634517083404284e-5,TAG,549119.9901123047,380598.10247802734,1212081.3287963867,4386463.037963867,3830376.834472656,2090926.7958984373,350254.0643310547,269657.8424682617,236036.97723388672,680581.3310546875,461050.3158569336,65577.12463378906
DG(37:4)_C16:1,1.9287349888700436,9.016076759369259,27.915823732852004,1.2670929517060116e-7,1.0760286724092892e-5,DAG,38325.96268081665,39209.00267410278,3474479.632537842,35378.94260406494,2508539.922626496,13712745.507247925,38204.083015441895,36273.48268890381,35847.98250198364,1667738.173614502,1505399.6058654785,43886.56324768066
[TG(54:6)]_FA20:4,1.924207448889576,11.66920764992563,27.79529211344098,1.348538672625884e-7,1.1158293068112122e-5,TAG,1073539.5356445312,1167793.650390625,7209395.051269531,51856425.2265625,42965502.7109375,17849353.150390625,6031050.530761719,1165413.03125,1144703.8466796875,7577147.212890625,2987670.273925781,240371.81713867188
[TG(58:8)|TG(57:1)]_FA22:5,1.919922059866609,8.2706500573313,27.681042410962615,1.4305782300469135e-7,1.1541189870903475e-5,TAG,467508.1688232422,339900.8842773437,1127911.9031982422,4018195.4786376953,3335192.1372680664,1866207.271728516,293226.9401245117,259154.2781677246,226508.2974243164,578197.6359863281,448379.7933959961,52418.30358886719
[TG(52:4)]_FA18:1,1.9016253373502832,9.714444305759251,27.196442330008722,1.8379657349057586e-7,1.446613518668508e-5,TAG,227543.95556640625,242541.337890625,1636097.7728271484,12514096.646972656,11595023.20703125,5273957.392089844,1574313.7059326172,285204.0983886719,255407.0377807617,1984406.1142578125,863661.2342529297,58547.94396972656
[TG(54:5)]_FA22:5,1.8901257978365624,8.88858470203947,26.89342593248875,2.1498892488351583e-7,1.6518315728550133e-5,TAG,970947.8671875,907023.5446777344,6782787.50793457,3881942.098022461,2094431.7218933103,2283121.952026367,510149.6125488281,402881.8661499024,789179.83349609375,463713.4298095703,598627.30029296875,69431.66455078125
[TG(53:9)|TG(52:2)]_FA18:0,1.884231513934712,11.098339454147093,26.738723865082562,2.329068901646946e-7,1.7478849640964407e-5,TAG,822806.02734375,873015.75732421875,4949001.652832031,37320333.271484375,27700802.23291016,9900169.21875,4338139.93359375,937861.28564453125,899098.5029296875,4516843.114746094,2322502.220703125,202028.53369140625
[TG(54:6)]_FA22:6,1.8816066130262672,9.027006125521869,26.669865807204275,2.413564381964032e-7,1.7701300592268028e-5,TAG,1076494.3388671875,1006651.4383544922,7262789.594238281,4282408.730102539,2397234.921875,2569649.387084961,583212.2171630859,432788.00872802734,835689.5459594727,536736.2991943359,677551.3884887695,70666.42468261719
[TG(52:5)]_FA18:2,1.8765027416610944,9.878727378506197,26.536334264616016,2.586277411271962e-7,1.8143298274292654e-5,TAG,249099.4356689453,232261.39916992188,1948333.160888672,14852258.51171875,12101982.08984375,5784666.233520508,1963778.7292480469,324111.8039550781,318147.8034667969,1979994.9267578125,1049752.4370117188,78901.92565917969
FA(30:2),-1.8082703386529126,6.6416835199388675,26.567980301035277,2.544257350208462e-7,1.8143298274292654e-5,FA,26495.101806640625,307535.9791412353,241719.5955810547,131703.6284790039,161430.73471069336,108990.64642333984,711996.759185791,383293.50521850586,549462.1534423828,407428.0531616211,210784.51428222656,38128.70245361328
[TG(57:11)|TG(56:4)]_FA18:2,1.8420839472002613,8.026705669390298,25.642172226944243,4.1095913552350904e-7,2.821627936881625e-5,TAG,255922.3571166992,292230.7609863281,1310881.4432373047,3502541.3828125,2682525.8408203125,1373933.6539916992,316715.801940918,175957.61419677734,287992.54260253906,406535.2286376953,402002.8051757813,51036.283752441406
[TG(57:9)|TG(56:2)]_FA18:0,1.8247351167082837,7.817295099056018,25.196133877099786,5.178590534949967e-7,3.4815232617257384e-5,TAG,240032.8365478516,285339.8395996094,1188641.5225830078,2980041.9189453125,2352660.5584106445,1052739.1328125,276994.12017822266,172794.3324584961,252235.5555419922,335720.7028808594,346791.3031616211,43043.86297607422
[TG(52:6)]_FA18:3,1.8148947788340635,9.909965027372898,24.944760824088007,5.899663571184133e-7,3.885349866165551e-5,TAG,271885.41760253906,274250.82067871094,2202447.7857666016,14099722.978027344,12418957.298828123,6348699.351074219,2065839.6737060547,348493.3444824219,342020.7634277344,2073301.8115234373,1132844.6987304688,91084.34631347656
[TG(52:6)]_FA22:5,1.804538331929464,8.319989757989491,24.68091915857076,6.765064284866676e-7,4.366172489452953e-5,TAG,4605061.143859863,669193.8102416992,255986.55722045896,242029.1964111328,1665434.4082641602,782335.81298828125,116526.54931640624,489546.51330566406,183918.95449829104,718956.3630981445,460036.2887573242,74801.38491821289
[TG(58:8)|TG(57:1)]_FA20:4,1.8025051097636107,7.938247232258902,24.629232065315595,6.948959524436025e-7,4.3969200755598145e-5,TAG,312836.10150146484,371413.4839477539,1708581.5137329102,2657172.9342041016,2290189.227783203,1413576.9924316406,336291.92376708984,227881.09704589844,333707.962890625,346773.24475097656,245390.3953857422,37151.32266235352
[TG(55:9)|TG(54:2)]_FA18:0,1.7963304948242393,11.697539368216846,24.47292235326973,7.536154260217231e-7,4.6767634226386546e-5,TAG,2025038.326171875,2327750.0478515625,10897411.421875,57749567.3203125,30752217.77050781,16983914.890625,5918211.8486328125,1831947.828125,1973981.6337890625,6518961.537109375,4528823.998046875,511983.2807617188
FA(17:2),-1.7164296707238664,7.637312663906903,24.036983424564824,9.450295667545276e-7,5.753981909277095e-5,FA,146007.62896728516,126342.54852294922,1440158.8702392578,169826.35131835938,118885.2094116211,286464.3591308594,1265070.9034423828,278741.7575683594,2386183.751464844,245365.31463623047,134867.4708251953,116827.54858398438
[TG(57:10)|TG(56:3)]_FA18:1,1.7720615125910484,7.917824312092061,23.861248053650343,1.0353512868535303e-6,6.187182597548783e-5,TAG,270719.6584472656,302016.1411743164,1153755.5366210938,3112014.184936523,2613663.984863281,1159069.5668945312,296877.96112060547,176788.83197021484,261485.51922607425,410461.2081298828,388751.3073730469,45031.72344970703
[TG(57:12)|TG(56:5)]_FA18:3,1.7545783878376848,8.140552893716446,23.424676533784805,1.2990147130804826e-6,7.621673598383123e-5,TAG,305603.4621582031,340233.00354003906,1462046.788330078,3595000.4487304688,2923269.1791992188,1397563.9431152344,350586.0040283203,213224.5570678711,322488.9237060547,460937.4327392578,454779.32946777344,62687.90417480469
[TG(51:9)|TG(50:2)]_FA22:6,1.7446617448833008,9.440693981117567,23.178360739659183,1.4764946383610944e-6,8.486277112557664e-5,TAG,1276060.8858642578,291334.3444213867,406518.73083496094,382488.0241088867,547982.9563598633,2931800.041809082,192423.61450195312,179895.07208251953,306261.11993408203,247090.11853027344,256100.1591796875,9681670.674682615
[TG(55:11)|TG(54:4)]_FA18:2,1.7434761282753577,12.204961464400235,23.149309070683586,1.498970546686665e-6,8.486277112557664e-5,TAG,3151159.169921875,3100865.0634765625,17258326.552734375,73999389.046875,47583899.3125,25500714.728515625,8819074.50390625,2268618.998046875,3101833.4892578125,10033104.984375,6156983.380859375,661027.271484375
[TG(59:13)|TG(58:6)]_FA20:4,1.7408557323784726,8.109447955808637,23.084261125486137,1.5505473868204308e-6,8.626924857361259e-5,TAG,216736.47354125977,349023.3028564453,1176706.655517578,3561067.4975585938,3036244.9418945312,1509237.7260742188,316308.4045410156,232109.25830078125,327916.84375,499000.1796875,392782.7057495117,51030.26315307617
FA(21:3),-1.6761277347361585,5.883692589402267,22.9604324820657,1.6537030510606407e-6,9.044914823343537e-5,FA,45025.46276855469,72622.5043334961,258047.27709960935,110658.3685913086,71077.00546264648,77034.74572753906,277173.60119628906,143146.51306152344,651942.1915283203,91734.88659667967,53585.1435546875,78551.68566894531
[TG(51:4)]_FA14:0,-1.6730070632129759,8.260388806107194,22.878693330463648,1.725540385995978e-6,9.145511208217558e-5,TAG,753848.82666015625,1383185.262664795,117844.72747802734,99326.88732910156,99680.28631591795,76457.48529052734,1855686.754699707,1272530.4231567385,1139243.806274414,1981017.0781860352,610275.0083618164,82697.70608520508
[TG(53:7)|TG(52:0)]_FA18:2,-1.670931948109415,8.22971289321903,22.823964976858406,1.7753804340173163e-6,9.145511208217558e-5,TAG,704190.7496948242,1345801.8821411133,145006.17120361328,134619.36779785156,117874.2080078125,95468.10729980467,1816324.9043579104,1244092.021850586,1224713.8658447266,1821234.3555297847,670443.1457519531,32808.362396240234
[TG(57:12)|TG(56:5)]_FA18:2,1.7298625400108556,8.710089441201918,22.813086786714848,1.785457719608634e-6,9.145511208217558e-5,TAG,280421.6361694336,390303.39025878906,1952659.9949951167,5242910.946044922,5251584.755859375,1969789.5361328125,663654.440246582,415274.2276611328,408651.07177734375,648965.6031494141,546881.0783691406,49453.223205566406
[TG(61:12)|TG(60:5)]_FA22:6,1.7300857786936252,9.870818138991496,22.81865676076268,1.7802906864131317e-6,9.145511208217558e-5,TAG,451376.7706298828,662705.6813964844,8796687.660522461,7166602.84765625,9230918.74206543,7835429.426208496,578811.2820129395,532005.81640625,2332149.3065490723,1287853.7005615234,1268226.2894592285,153794.44931030273
[TG(61:11)|TG(60:4)]_FA22:5,1.7270789321262936,9.710448661698786,22.74467841869773,1.8501577865169534e-6,9.328842464203451e-5,TAG,409717.6266479492,569627.1946411133,8114273.977661133,6722609.540527344,7759892.356414795,6978831.315551758,531580.7412719727,470737.8890991211,2133033.045288086,1114821.9307250977,1120308.3896484375,137564.6700744629
[TG(43:4)]_FA14:0,1.7257989885069411,4.875721773414759,22.711173762222643,1.8826990523498533e-6,9.337134415380654e-5,TAG,445725.4569625855,41004.462890625,42195.02296447754,36102.54284667969,101235.16668701172,45905.90295410156,26912.501922607426,33308.04235839844,30875.48175048828,47104.58322143555,46301.583068847656,20904.101501464844
[TG(55:10)|TG(54:3)]_FA18:1,1.7222636385494925,12.07991444680568,22.626480768423143,1.9675399449825983e-6,9.337134415380654e-5,TAG,3018289.732421875,3261062.091796875,14899053.809570312,67976102.9765625,46036114,20457025.31640625,7935249.62109375,2203328.951171875,2680393.280273437,9611188.2734375,5802124.306640625,573113.1435546875
FA(16:2),-1.6636427639367393,5.579533627810206,22.63118067938376,1.9627328733810598e-6,9.337134415380654e-5,FA,29211.581718444824,80565.4057006836,187360.6134033203,92096.4253540039,35792.08256530762,31438.60234069824,287682.7788085937,295335.6794433594,220760.3532714844,41341.84295654297,32287.32232666016,141914.6102294922
FA(40:6),1.7240589673708393,9.54828234127469,22.670468682365026,1.9230071726943733e-6,9.337134415380654e-5,FA,10212013.435913086,1443341.0762557983,89617.28675842285,142826.68924331665,6586470.926647186,1260101.501865387,98405.02820587158,1635131.960521698,199110.4778251648,2298842.236755371,498991.2465820313,13028.760856628418
[TG(51:6)]_FA16:1,-1.649543151755309,9.041236388098781,22.263311538154085,2.377051568087308e-6,1.1117022333648903e-4,TAG,1323807.096069336,2538360.205932617,172532.13250732422,138761.81018066406,107613.30712890624,100200.18768310548,3139000.044067383,2171144.057373047,2141164.031677246,3389315.184692383,995255.1878051758,41019.22302246094
[TG(54:5)]_FA18:3,1.7025022285312084,12.22188538248797,22.143799361020577,2.529717095943804e-6,1.1661995812300936e-4,TAG,3342135.0439453125,3480998.25390625,19196420.65234375,72305130.765625,48681706.8203125,24288603.046875,9120615.2783203125,2349270.6494140625,3358846.0712890625,10091001.6484375,6521340.521484375,720653.3662109375
[TG(52:5)]_FA16:1,1.692085792770466,9.960662115812548,21.89103738940338,2.885785938838285e-6,1.2517822410476324e-4,TAG,435152.3568725586,734443.79443359375,2812605.356201172,13118733.21484375,13869488.4453125,4966075.661621094,1761280.443359375,874450.8079833984,705024.6236572266,2101236.0590820312,1070923.3186035156,94951.92645263672
[TG(52:7)|TG(51:0)]_FA22:6,1.6954684351766656,8.180237223005303,21.97282915933465,2.7653778599376545e-6,1.2517822410476324e-4,TAG,3993991.215698242,678522.8654785156,265202.12118530273,254359.05743408203,1479703.823791504,715964.2399597168,118927.7890625,431782.7353515625,181257.81146240237,739645.3942871094,428766.6372680664,70798.38507080078
[TG(53:8)|TG(52:1)]_FA18:3,-1.6363603535377258,8.606731190444243,21.920734899173112,2.841470880145578e-6,1.2517822410476324e-4,TAG,966392.9443359376,1793001.0830688477,181652.83142089844,147479.34893798828,129976.0692138672,112296.96783447266,2447243.609436035,1555246.9947509766,1567829.4393920898,2401105.703460694,761810.2095947266,35997.24267578125
[TG(56:6)]_FA18:0,1.6914486678984346,7.9662480318504,21.875453447271862,2.909317263048418e-6,1.2517822410476324e-4,TAG,385076.16796875,407389.1297607422,3017659.3651123047,1999521.4364013672,1679905.2990722656,1205230.9982910156,347446.8035888672,289420.1827392578,374155.6608886719,275488.4176635742,316481.7639160156,83477.88592529297
DG(36:8)|DG(35:1)_C16:1,1.6924570305120008,11.373719353531428,21.899684087522473,2.872812129615502e-6,1.2517822410476324e-4,DAG,1905404.0719184875,1481716.6491775513,2927.500198364258,9304.880458831787,3550.7402381896973,3436.740257263184,777048.2832336426,2921.0202102661133,2925.180202484131,172521.23169326782,2926.340209960937,47492099.30102539
[TG(58:9)|TG(57:2)]_FA20:4,1.6873193106415874,7.253514852858946,21.775493161974737,3.0649009417149504e-6,1.301373070909756e-4,TAG,215273.9539489746,235160.1759033203,1205128.6381225586,1465797.7307739258,1290740.8389892578,904724.42236328125,240956.55560302731,131911.8101196289,201442.65286254883,240439.9373779297,173091.69189453125,38908.4423828125
[TG(58:10)|TG(57:3)]_FA20:4,1.6857458249629869,7.543343794419261,21.737566915238858,3.126092539403001e-6,1.310116964240712e-4,TAG,301280.181640625,328042.52239990234,2248492.8059692383,1500911.1768798828,1118253.166381836,978850.8314208984,312784.6198120117,174130.6915283203,288943.7223510742,228749.11669921875,192253.83416748047,52285.90335083008
[TG(51:5)]_FA16:0,-1.6263198694855376,8.87876532483504,21.661441925520194,3.2526400741646567e-6,1.3456755794011982e-4,TAG,1217572.9246826172,2281598.5595092773,166181.71142578125,111385.56838989258,93078.70654296876,81872.58630371094,2945299.695373535,1868717.6813354488,1836448.1845703125,2950756.5749206543,938144.8584594728,39190.08248901367
[TG(56:7)|TG(55:0)]_FA18:1,1.6727662011670954,8.036513608185471,21.425326542545918,3.678795632153257e-6,1.485698310004494e-4,TAG,417757.4678955078,456430.0130615234,2973032.782897949,2104775.819580078,1816729.1674804688,1303606.857788086,366695.2817382813,305868.4797973633,371219.0075073242,316636.9998779297,344584.5858154297,85913.88653564453
