lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M1_Male_5xFAD_cerebellum,FAD185_M1_Male_5xFAD_cortex,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_cerebellum,FAD185_M3_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_hippocampus,FAD189_M1_Male_5xFAD_cerebellum,FAD189_M1_Male_5xFAD_cortex,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_cerebellum,FAD189_M2_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_hippocampus,DOD93_F4_Female_5xFAD_cerebellum,DOD93_F4_Female_5xFAD_cortex,DOD93_F4_Female_5xFAD_diencephalon,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F4_Female_5xFAD_cerebellum,DOD94_F4_Female_5xFAD_cortex,DOD94_F4_Female_5xFAD_diencephalon,DOD94_F4_Female_5xFAD_hippocampus,Blank_Blank_Blank_Blank_Blank
PC(40:4),0.42328711748828995,11.433776506113794,3.242895630239776,0.07173375264428025,0.1422770865292516,PC,15022601.32861328,20037373.15625,13690725.247070312,5913913.11328125,15780416.89111328,14977813.251953123,13700067.333251951,13144448.052734377,27181938.725097656,24568727.818847656,23644208.62402344,11795316.86767578,12925380.3671875,15102818.97607422,7678353.382324219,5258943.111816406,7583887.4619140625,14085409.115722656,3413882.334960937,6861506.643310547,8092886.849121094,7615630.853027344,6371224.7001953125,6512885.464355469,1344782.2175292969
[TG(46:4)]_FA18:3,0.4231225297400903,6.06704772814945,3.240321086856625,0.0718465564506066,0.14241329094969749,TAG,298153.0798339844,322539.1457519531,333731.79931640625,251678.71728515625,446497.5285644531,413906.5495605469,329251.5251464844,279844.4584960937,456399.9108886719,623341.9658203125,286853.0217285156,281820.8981933594,366899.5251464844,306656.9216308594,332832.443359375,298277.8220214844,191328.69384765625,169610.25317382812,146102.25024414062,175357.09204101562,238230.27685546875,159680.2108154297,174870.1923828125,148477.56982421875,109052.1884765625
PC(19:0)|LPC(20:0)|PC(O-20:0),-0.4096883733810245,6.81637399442773,3.2388080125010674,0.07191294062118189,0.142457372243434,PC,339583.5,595205.3994140625,434765.1530151367,433321.8928222656,341701.7421875,595332.5604248047,438705.626953125,440619.1130371094,825402.7543334961,496478.1771240234,479885.9539794922,544422.3984375,282943.73693847656,511569.7738037109,607568.0840454102,574118.4153442383,249082.83825683597,416263.6502685547,873087.1428222656,438260.7446289063,334584.3421020508,422894.2885131836,315068.7199707031,377722.7694091797,57050.34393310547
PS(O-42:0),0.42292707631818977,5.715306700309163,3.237356464956065,0.07197668718625917,0.1424961776380726,PS,258008.97680664065,313148.1413574219,241433.8995361328,171103.21240234375,278693.79931640625,323295.8225097656,107225.60761642456,304757.0202636719,439358.5517578125,301786.9428710937,474796.2119140625,248040.33740234372,241493.63598632807,319984.2824707031,244838.03442382807,161506.69140625,143723.9901123047,161038.87133789062,132455.86950683594,153382.8114013672,140802.4903564453,114462.38793945312,131925.6300048828,119228.66870117188,79995.68591308594
[TG(50:9)|TG(49:2)]_FA22:6,-0.40952729779552405,5.792329285463254,3.2361431380932117,0.07203001846995122,0.14251432838904513,TAG,203933.37567138672,212579.7350769043,154498.95056152344,167245.29263305664,162838.8517150879,202881.11700439453,146288.76956176758,191554.01440429688,146134.7303466797,213615.5147705078,226211.43716430664,181614.59188842773,139006.06900024414,187826.4515838623,315660.78076171875,127492.1100769043,242292.2791748047,224501.63745117188,148126.2307434082,128811.00991821288,293458.6803894043,107425.06790161131,105151.9073486328,100271.2077331543,613254.7376098633
PI(44:12),0.422746988898656,4.027509527974671,3.2343617538291483,0.07210839526044432,0.14258198008912612,PI,111645.0883102417,79298.705322265625,143390.84999084473,57492.803955078125,98368.6869354248,86127.22640991211,81484.68495178223,55686.86392211914,117213.94734191896,67233.88494873047,73269.38494873047,59750.40438842773,105516.82772827148,80681.34631347656,96528.48638916016,50468.44314575195,48520.16374206543,47327.743560791016,36384.2822265625,40210.56278991699,52871.2041015625,38360.36297607422,42817.263244628906,34703.482513427734,26486.92205810547
PG(25:0),0.42237193939906603,6.115174701805138,3.2290570744989964,0.07234233096415159,0.14295695163583416,PG,224356.1348876953,380687.6829833984,335042.68603515625,502450.1003417969,470959.67321777344,397405.9855957031,360304.52642822266,300203.6412353516,397094.4329833984,339177.4991455078,450907.05725097656,206191.03564453125,260155.080078125,541120.4161376953,238424.11584472656,454450.6130371094,267958.3790283203,194819.3953857422,142944.93084716797,213631.21502685547,147322.4100341797,196338.55346679688,147687.57092285156,158700.95086669922,64068.224609375
DG(34:0)_C18:0,-0.40857149793870234,4.4451988501094855,3.2207007429637997,0.07271249657337608,0.14355386527261124,DAG,73261.12574386597,113760.34740829468,72942.10501861572,70278.50479507446,71608.28472137451,74991.02507781982,73372.00518798828,66811.96464920044,68251.54466629028,72148.78533172607,68128.96439361572,72912.36448287964,71443.84477615356,211867.3178100586,158380.49047851562,67841.96490478516,68340.68467712402,67926.78511810303,73177.4054069519,67004.60450744629,135881.70820236206,69135.46517944336,68321.56440734863,73754.30503082275,102004.16799926758
DG(36:5)_C18:0,-0.40856085533774017,3.4291312624874175,3.2202310004677486,0.07273336526827374,0.14355386527261124,DAG,36897.32239151001,63233.82444381714,38530.54296875,36287.08248138428,36557.64255523682,37741.26271820068,39210.52281188965,36617.38263320923,36248.94268035889,36207.8024597168,36762.02254867554,37567.26276779175,37278.88243865967,101891.60641860962,62855.56407165527,31942.502361297607,39379.64266204834,36729.64266586304,35034.402759552,34524.642375946045,59540.184452056885,33562.26217651367,35911.702671051025,37318.48225784302,44310.54315185547
[TG(43:0)]_FA14:0,0.42150117274819765,4.940204284817159,3.2158829535868567,0.07292683605110371,0.14384773834774553,TAG,134110.42999267578,186210.2930908203,176029.2528076172,135723.01055908203,178783.39331054688,131186.84942626953,168203.71130371094,132014.5708618164,121178.82751464844,233303.47607421875,165791.27209472656,143269.470703125,140626.7294921875,187823.37438964844,159330.25061035156,185375.73364257807,77352.7250366211,82319.40563964844,74404.26483154297,91977.08581542967,85154.166259765625,81081.66589355469,80051.92559814453,71059.80560302734,42054.46301269531
[TG(66:11)|TG(65:4)]_FA20:4,-0.40819209534752543,3.630636771977563,3.2144576094420643,0.07299037828430918,0.14388512567102366,TAG,46389.10303878784,65645.9444656372,55575.32355499268,49860.2639465332,57823.52390670776,51035.20371627808,48165.84342193604,59522.72393035889,52592.78377532959,57919.3840637207,46390.843463897705,48255.08358001709,46750.50328826904,69145.12478256226,52092.94382858277,47364.743255615234,38283.00284576416,90863.42665100098,30400.26236343384,48943.16355133057,43536.02319717407,42765.14317703247,40644.46266555786,49601.7834854126,19781.161407470703
[TG(46:5)]_FA16:0,-0.40776415080603035,4.095910108612704,3.207765065532953,0.07328952899128922,0.1442985418272668,TAG,61209.28509521485,83527.3853149414,82676.96563720703,65911.64514160156,65091.78469848633,72410.8053894043,69689.56546020508,75984.38479614258,62405.32400512695,88471.28659057617,89238.34649658203,69999.58499145508,58863.28448486328,106221.4867553711,62482.64471435547,68539.08465576172,67416.90475463867,65211.04498291016,50987.40365600586,57088.24411010742,68158.76495361328,70181.1042175293,66174.3646850586,77216.82577514648,26592.601684570312
FA(3:1),-0.4079750104109019,0.7787321115563395,3.2078704981544206,0.0732848060619853,0.1442985418272668,FA,4570.600280761719,5544.920330047607,10509.040798187256,5772.660396575928,14092.420833587646,5231.440383911133,7442.320537567139,5236.060359954834,8374.660568237305,16449.381420135498,7645.800533294678,5896.500408172607,5749.260372161865,4388.240310668945,4990.84033203125,5753.100395202637,4884.300338745117,4831.400352478027,4245.040336608887,7108.500434875488,5316.620365142822,7745.580623626709,4994.620388031006,12257.1608543396,3686.8602714538574
[TG(46:4)]_FA18:2,0.4208571306700516,4.723242510118997,3.2062167998298037,0.07335892228176988,0.14434709890443378,TAG,111395.38787841795,101315.96697998048,99133.2275390625,76226.4252319336,167237.37295532227,191259.03317260745,166821.45175170898,114842.42846679688,251555.51641845703,316017.0414123535,116992.38873291016,85663.82611083984,134223.93035888672,115535.36682128906,114273.62817382812,81908.34579467773,74822.76522827148,85087.40606689453,47549.003173828125,79204.74548339844,104491.00622558594,61994.864807128906,62519.7649230957,48537.662994384766,36456.08303833008
[TG(58:12)|TG(57:5)]_FA18:1,0.4207073945917724,4.698579555905023,3.2039720714712994,0.07345965628047554,0.14445722779835135,TAG,116767.06823730467,132373.50915527344,125420.248046875,101326.20764160156,130951.80822753906,221292.07412719727,144276.11059570312,102417.14709472656,194581.89544677731,189306.15185546875,132100.52795410156,110296.68780517578,158524.21112060547,126551.3305053711,113610.26837158205,96303.60546875,73917.52551269531,76154.54473876953,53961.3034362793,65146.10531616211,81371.16595458984,73748.12503051758,65344.924377441406,59595.864501953125,32191.082275390625
[TG(55:8)|TG(54:1)]_FA18:2,0.4206121357939312,6.0743751521069855,3.202707044961244,0.073516490757893,0.14448094742735731,TAG,273534.29724121094,336161.68603515625,535486.0570068359,294716.4002685547,281544.521484375,357639.4849853516,906347.4105224608,240536.89379882807,312117.1004638672,322538.8045654297,279095.4592285156,300310.0017089844,314249.68408203125,281060.79931640625,304455.6021728516,262280.8999023437,291845.2035522461,164055.3505859375,164508.27197265625,157791.83081054688,229140.2990722656,144018.1300048828,139666.63012695312,124193.52978515624,97657.58728027344
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:2,-0.4066780972370593,4.230460891655709,3.1904672063545263,0.07406883993340471,0.14538938349458455,DAG,70325.82457351685,60713.82417297363,69528.10507965088,66241.12379837036,63581.224239349365,103400.1075630188,56176.60424804688,66725.54518127441,95158.5068473816,57540.56399154663,72109.36562728882,73528.64549636841,78100.46545791626,68224.10490036011,70823.5251197815,59797.28414154053,52832.463775634766,62302.24472808838,65109.66473007202,77493.90565490723,61445.62443161011,57404.38386917114,61031.804039001465,63680.54465484619,128785.86852264404
PS(25:0),0.4198381346763944,7.7950257980239845,3.191223188623553,0.07403459584718178,0.14538938349458455,PS,637725.60791015625,1374396.2962036133,1089136.5659179688,1930340.807800293,1818985.8225708008,1363273.3175048828,59782.4645690918,895299.9478759766,1376706.7967529297,1192272.306640625,1639013.0747070312,601820.0038452148,808833.7198486328,1941039.6650390625,743774.5363769531,1646255.922241211,1084273.6137695312,602294.8791503906,418152.6489257813,805491.1932373047,407700.6662597656,634429.6989135742,347490.46643066406,500511.4130859375,54978.4638671875
DG(40:9)|DG(39:2)_C18:1,-0.4062816757933025,3.6945307513833843,3.1840437734837224,0.07436049225630707,0.1458731358730109,DAG,54206.60384750366,55934.66383361816,53254.46383666992,54219.92395782471,53280.48414611816,50251.60364151001,52081.34357070923,55283.82378005981,51466.28388977051,49554.36367797852,53504.34401702881,51160.00345230103,49791.94337463379,47819.94342422485,57042.92391586304,54054.44402313232,46801.32311630249,45917.40351104736,49856.44356155396,42777.36317443848,47254.10327529907,44593.22319030762,48514.12315368652,47296.1429977417,48174.54319763184
DG(31:1)_C18:0,-0.4060147019969721,4.146814779659563,3.179932060760449,0.07454782936656897,0.14615178940821266,DAG,64069.42369842529,73811.26532363892,56088.62356185913,74837.80645751953,67729.84489440918,73844.22420120239,62474.86412811279,58615.80404281616,53710.90380859375,58509.98453140259,52811.46365737915,76068.10506057739,59043.16401672363,121943.06893920898,108326.08784484863,58974.34397888184,51178.20376205444,72194.62574768066,54891.30438232422,59577.80407714844,86255.68574905396,51400.52361679077,66449.42436218262,57769.88431930542,91238.0064239502
[TG(47:6)]_FA22:5,-0.405927058447582,5.2657628078677,3.1787555945975043,0.0746015245128551,0.14616825719671123,TAG,165739.96966552734,166711.79071044922,118948.16744995116,158973.19259643555,174157.79217529297,148787.57061767578,123451.62829589844,166315.6333618164,102442.60757446288,236822.37475585935,248267.24020385745,191308.07421875,148300.4503479004,171968.2525024414,178757.2727355957,172189.41162109375,145716.55166625977,116826.64807128906,192647.63467407227,129930.54846191406,178869.95239257812,149969.13201904297,137458.96997070312,122998.40814208984,44318.84298706055
PC(27:0)|PC(O-28:0),-0.4055221839844291,7.273606383819996,3.172454989456128,0.07488979852274115,0.1466440411607316,PC,647210.2076416016,679822.2476806641,647229.4961547852,779583.0047607422,791927.3917236328,576632.20068359375,605335.8171386719,703765.4089355469,618779.3362426758,642463.9410400391,769713.0759277344,698874.6007080078,633497.9792480469,650580.4481201172,431192.2318115234,712850.6534423828,492795.1354980469,695512.9981689453,403555.4910888672,644615.3243408203,633672.3648681641,644618.7041015625,653423.751953125,590383.4022216797,244743.81689453125
[TG(66:1)]_FA16:0,-0.40550551577574184,2.810367910265299,3.171234962164789,0.0749457570482976,0.14666461976643805,TAG,25365.46192932129,26481.46165466309,27403.22196960449,21840.10158920288,26689.48178482056,24123.20191192627,26357.84198379517,25315.28170394897,21928.221641540527,30946.962341308597,21593.30173110962,22676.22149658203,22441.621475219727,29252.982109069824,38510.06252288818,24571.98178863525,29310.16236877441,29180.281883239742,18319.041164398197,23555.24161529541,27434.561946868896,20988.60154724121,19496.841312408447,17718.801342010498,53765.94429016113
PE(30:1)|PE(O-31:1)|PE(P-31:0),-0.4039506306104633,4.465431681225094,3.147362913220832,0.07604977551705586,0.148734924602145,PE,97654.4271850586,100193.90795898438,111760.04821777344,89882.64642333984,80434.34552001953,83939.306640625,86447.58612060547,92872.46533203124,89195.96618652344,92699.42694091795,85263.26599121094,99608.5673828125,90841.00665283205,117066.62878417967,91461.36614990234,78722.94543457031,84422.82513427734,82888.64599609375,84307.76568603516,76783.6460571289,94389.18719482422,92866.16638183594,70516.64489746094,72518.9850769043,56192.02429199219
[TG(48:6)]_FA20:4,0.4164729939879701,4.990226266309608,3.1410413926361134,0.0763450472820412,0.14919902384330752,TAG,127274.86981201172,133147.34902954102,116525.74765014648,96475.60708618164,196089.39529418945,230801.35638427731,196799.97534179688,149099.65188598633,305577.5415649414,365375.4724121094,144842.57177734375,99190.1078491211,161200.8911743164,141765.45001220703,134014.4086303711,106612.8471069336,90569.82586669922,100950.08599853516,56344.24398803711,88353.5853881836,121557.70919799805,78892.82580566406,84402.26556396484,59659.62438964844,39393.5027923584
[TG(66:3)]_FA16:1,-0.4035232569129386,3.5444097357983493,3.140304569503428,0.07637954365948064,0.14919902384330752,TAG,33544.82263183594,45840.603439331055,33388.52225112915,31962.242065429688,40362.40274047852,44906.3431968689,37899.22268295288,39437.82247543335,36174.82266235352,64976.52454376221,63153.14574432373,37585.60250854492,35103.72248840332,47438.963565826416,67010.50486755371,30802.042057037357,49133.48326873779,50564.50308227539,32465.482292175293,31955.502250671387,56331.68413543701,29411.30232238769,27843.36219406128,30016.182216644287,93007.58768844604
[TG(50:5)]_FA18:0,-0.40343178197920404,4.1004987099038965,3.1391081963699645,0.07643559082239362,0.1492181800265361,TAG,68871.0249633789,78010.94561767578,74782.0453491211,71291.90567016602,66241.04428100586,73714.9853515625,60238.56433105469,69352.28561401367,69200.26513671875,77822.54580688477,62417.84448242188,72100.7046508789,71394.445556640625,123815.46838378906,64722.66473388672,78579.12567138672,81144.66540527344,64618.56509399414,51906.10394287109,69087.78479003906,63819.745178222656,54831.96389770508,66364.16491699219,69952.48529052734,29076.08209228516
[TG(66:12)|TG(65:5)]_FA14:0,-0.40332834806371337,3.1538479455156203,3.13716439262393,0.07652674760216657,0.14930581288524278,TAG,30464.02227783203,47289.04345703125,31044.62203979492,27269.361923217773,34217.96223449707,35202.242614746094,29287.66166687012,38374.82228088379,34928.98231506348,60249.88493347168,74700.7847442627,37233.3427734375,28567.08236694336,44113.24311828613,32749.28231811523,33880.2822265625,30901.941932678223,49172.34363555908,25758.64182281494,35281.782638549805,35715.72187805176,36234.38232421875,27474.461990356445,34736.42195892334,12919.100814819336
DG(32:3)_C18:1,-0.4029826090811725,5.89196690366427,3.1322092537548087,0.07675965347404134,0.1496697291605628,DAG,183669.5341873169,126479.46656799316,152643.8529396057,171330.332988739,129960.66842651369,195236.274181366,128558.72909545898,137908.4884033203,194600.01571655276,105356.08660125732,139758.6117324829,164618.10956573486,122924.38911437988,122343.88732910156,171478.9506072998,139723.05012512207,106996.2074508667,140720.96998214722,146363.30949783325,123875.49041366576,122582.28811645508,122178.18893814088,137755.39040374756,153310.8724403381,1149421.6794433594
FA(14:4),-0.4028578138014892,6.006250711036762,3.1303134312474867,0.07684896414518237,0.14975338604861324,FA,144418.6893005371,142128.37063598633,587895.9074707031,185700.61352539065,532087.05712890625,137172.0301513672,298074.9396972656,167475.89129638672,357729.9450683594,493377.1735839844,133200.40893554688,126687.26931762695,155936.07049560547,160550.0518798828,141000.13006591797,205997.2156982422,141584.09225463867,171476.05154418945,114295.66763305664,355928.9024658203,147338.07006835938,236318.7165527344,137647.11083984375,431468.59143066406,417901.5070800781
[TG(56:12)|TG(55:5)]_FA16:0,0.41556843900655593,4.987940394144687,3.127658297298666,0.0769742332908566,0.1499069709291456,TAG,132896.18994140625,150062.81079101562,164036.07373046875,121448.44927978516,172818.0125732422,246192.9162597656,158820.99157714844,127909.68762207033,211356.03607177731,245684.798828125,151878.31176757812,130443.55004882812,154217.9110107422,143506.17028808594,196849.17529296875,124187.68823242188,87878.28631591797,92376.7667236328,69052.04473876953,83023.54553222656,86888.76611328125,82561.505615234375,83681.905517578125,72463.10559082031,65126.42462158203
[TG(60:8)|TG(59:1)]_FA22:6,0.4147130277624339,7.241044889023988,3.1152027224097765,0.07756482636837053,0.15096604022360174,TAG,1024920.7423706056,950918.9588623048,745726.2917480469,697905.9280395508,917457.2734069824,1113497.9321899414,851425.3905639648,617070.9970092773,924547.1508178712,1201034.7832946775,767452.6357421875,782500.7135314941,906411.641052246,614863.7843017578,461389.2318115234,461247.7717132568,557939.6724243164,522865.17736816406,206410.6934814453,468422.1368713379,450445.2501831055,238843.89657592773,433416.0125732422,424220.5505981445,41428.04278564453
LPE(O-16:0),-0.4016722087855231,4.621222759312566,3.111540216694379,0.07773941380963141,0.15121464036388219,PE,110824.76831054688,114230.08825683594,99550.7066040039,99191.02722167967,106754.5864868164,121709.76837158205,97499.02673339844,84780.98547363281,78954.005859375,129945.00970458984,111081.12860107422,101092.16638183594,103602.52746582033,95805.0264892578,116649.66809082033,99190.84783935548,102155.58728027344,86330.02587890625,109845.66821289062,86323.845458984375,89840.18658447266,97316.9465637207,89434.58599853516,71158.5048828125,54741.10369873047
PI(40:1)|PI(P-41:0),0.4141998548419951,4.645028732063785,3.1074215497342266,0.0779362512692625,0.15150619448548802,PI,132086.1884765625,178316.27032470703,143222.3101196289,94853.44757080078,175158.55157470703,166334.57095336914,111601.54806518556,107148.94650268556,131300.6290283203,177797.67211914062,88251.806884765625,91750.8464050293,116599.54895019533,158967.2317199707,140773.37118530273,99793.96813964844,71542.18542480469,63413.26443481445,48451.16345214844,72706.10540771484,85478.30618286133,70057.22528076172,64195.50427246094,54329.58401489258,35457.482421875
DG(42:9)|DG(41:2)_C18:0,-0.4003074426744864,3.8433959508752182,3.0899769375851074,0.07877592462969542,0.1530463026971867,DAG,50735.30375671387,68321.40483474731,53160.76369476318,52386.78370666504,49969.38346481323,49299.28350067139,50809.90355682373,53077.80358123779,50337.30338668823,48373.84342575073,48207.183334350586,50071.04357910156,52545.94387435913,131531.50944137573,82059.0856628418,48814.12339401245,46014.38331222534,51929.84339904785,48214.88342666626,49953.043464660645,71741.12412261963,51028.6637878418,48308.02342605591,46646.52360534668,59047.30419921875
[TG(66:8)|TG(65:1)]_FA18:2,-0.3998889974189126,3.177406834112331,3.0832277386452875,0.07910339738799478,0.15359005016309216,TAG,38709.52255249024,45625.48306274414,38209.06237792969,36827.08253479004,37107.56314086914,39243.00273132324,33994.32244873047,39647.54308319092,37992.48291015625,41189.143325805664,32867.421966552734,38555.30278015137,37168.06265258789,54147.74380493164,39704.90272521973,32198.9821472168,30081.02212524414,62771.384674072266,21610.421417236328,33722.56278991699,33441.782455444336,33527.32241821289,31607.3018951416,32395.081985473636,15927.00114440918
[TG(48:4)]_FA20:4,0.4123894662117167,6.021505763063508,3.0809752642289823,0.07921301407497913,0.1537104007335885,TAG,289561.982421875,349485.8212890625,378885.3465576172,265732.0587158203,401481.2117919922,362041.5472412109,355623.9061279297,254084.96118164065,425488.15270996094,502107.3767089844,262203.7199707031,276969.3190917969,379137.0266113281,309683.8834228516,328368.60290527344,311424.33825683594,186210.3142089844,167934.8525390625,128289.54870605467,166112.57153320312,269666.49645996094,160757.9122314453,169092.4920654297,135224.82971191406,91271.6063232422
PS(P-42:1),0.4119325439511223,6.073593733878177,3.0742805784002485,0.07953977807001548,0.15425172105284854,PS,279396.83837890625,481546.6516113281,294939.83935546875,193041.353515625,274028.8603515625,508949.4794921875,117714.86869812012,418901.0888671875,453677.5541992188,535031.50244140625,581901.60595703125,390902.0653076172,249758.8576660156,487178.6934814453,283737.2802734375,172164.01220703125,174911.85205078125,272900.95947265625,153308.71044921875,182691.41333007807,154539.572265625,163483.3525390625,158990.53100585938,164030.85180664062,93464.62561035156
[TG(61:10)|TG(60:3)]_FA18:3,0.41154462466738845,4.91423531793325,3.068479997280974,0.07982407575185113,0.15461722235967804,TAG,145565.7705078125,152700.8504638672,180745.17321777344,128658.5484008789,186304.51165771484,119931.98901367188,175871.05099487305,138625.13012695312,129429.84924316406,189080.11462402344,109187.10760498048,126096.94891357422,153158.71118164062,233391.4400024414,183664.25421142575,171483.95184326172,92261.18670654295,77531.98565673828,67827.70416259766,82001.2855834961,94965.6259765625,74382.84509277344,80930.28533935547,65493.10430908203,44228.44329833984
DG(36:4)|DG(O-37:4)_C18:0,-0.39898732840146045,3.044841645959834,3.0690531919415207,0.07979593367939862,0.15461722235967804,DAG,30573.902423858643,35360.12244415283,32326.74236679077,27851.561820983887,29536.26219558716,29605.282054901123,29156.901977539062,28245.84202575684,29277.68202972412,28396.70198059082,29479.72217941284,30023.602088928223,30297.0823097229,76294.48568725586,47719.94356918335,27662.121940612797,28892.542098999023,29883.501914978027,30513.002227783203,26849.44203186035,34319.882305145264,26600.02182006836,29869.762104034424,29246.502151489258,33375.92207336426
[TG(45:5)]_FA18:2,-0.3988514605905695,4.402524564225315,3.0673610719343287,0.0798790423242574,0.15463087557311253,TAG,77898.625732421875,73511.90533447266,72810.22543334961,69811.92477416992,59588.26428222656,63205.76458740234,63186.12414550781,71152.8056640625,64575.40460205078,77169.784912109375,70174.06512451172,69522.28515625,74672.56512451172,91521.82626342772,145410.63061523438,66931.62503051758,95895.8273010254,94162.0862121582,49843.283203125,62457.123931884766,106601.84674072266,49132.32342529297,46265.3434753418,42834.282775878906,187914.2703552246
[TG(52:7)|TG(51:0)]_FA18:0,0.41127205027167074,7.82459807840768,3.064678443606681,0.08001099111990792,0.15479344624936622,TAG,1447815.3251953125,1405810.08984375,1044292.8566894532,516654.4577636719,880946.392578125,1210903.508544922,826041.6953125,516061.81396484375,740200.1279296875,1494350.1455078125,1269586.210205078,1347793.1547851562,2141659.0913085938,1413431.501953125,1841683.0444335935,1370244.5505371094,942972.8248291016,458360.5518798828,522055.8774414063,628790.08056640625,593143.4063720703,329852.3239746094,713988.93310546875,657051.8034667969,78594.10485839844
[TG(53:6)]_FA18:0,0.41046790975290404,5.914643589521635,3.052848649163934,0.08059566473615211,0.15583116243472908,TAG,236977.27673339844,291861.1016845703,422768.9877929688,220808.33575439453,340240.24267578125,512128.1584472656,573129.5998535156,195155.7548828125,419309.16552734375,417219.6671142578,230533.4747314453,212258.73559570312,338736.9256591797,252049.93823242188,238498.296875,214775.8367919922,228249.83557128903,141284.6494140625,127123.56909179688,130142.76806640624,319761.96350097656,126572.54833984376,122898.78918457033,110639.14807128906,58318.82434082031
PS(26:1),-0.397692034154195,4.67426543085907,3.0494211112472835,0.08076592614173544,0.1560668524906469,PS,102893.427734375,114987.62915039062,117552.20874023438,111482.88793945312,102562.28698730467,103591.74682617188,79743.52540588379,107730.94799804688,99876.32653808594,96181.94708251952,89340.146484375,108511.86779785156,101378.98693847656,154733.40979003906,108372.5673828125,107405.12744140624,95036.36669921876,97502.187255859375,83345.66552734375,101000.60717773438,95220.30700683594,96337.38684082033,95733.286865234375,88312.306640625,75267.805419921875
[TG(60:14)|TG(59:7)|TG(58:0)]_FA16:0,0.4100869972211192,4.455674598942129,3.0470990700606393,0.08088149285293984,0.15619663521031532,TAG,100920.48736572266,111916.84765625,137167.27178955078,94833.1456298828,131951.3875732422,91043.80615234376,118163.48864746094,103323.92636108398,92202.56677246094,141611.95086669922,76778.62561035156,90925.88623046876,106521.78698730467,166728.91064453125,146722.83044433594,125902.66912841795,65245.96472167969,55967.50384521485,48106.00341796875,63198.02471923828,61277.90441894531,58895.82467651367,58489.32385253906,50664.883850097656,32342.202423095703
[TG(53:7)|TG(52:0)]_FA16:0,0.4099903370524887,7.254699823125145,3.045941613800096,0.08093916540081604,0.15621452556724483,TAG,620062.02099609375,746375.228515625,995599.65283203125,667963.2197265625,778843.23681640625,829929.943359375,2174488.3325195312,601287.763671875,707557.1721191406,806820.8134765625,590905.81982421875,591303.93798828125,693856.48193359375,592549.1862792969,738989.72998046875,644374.52880859375,963775.1291503906,313032.2822265625,281644.2412109375,357436.06103515625,532647.8176269531,282795.5595703125,292129.8620605469,246997.65698242188,159585.59204101562
DG(35:6)_C18:0,-0.3972142787863072,3.028942309675945,3.0414838385355267,0.08116169755043581,0.15655038732531762,DAG,28247.24208068848,32557.462368011475,30780.222339630127,27714.421882629395,29534.641975402832,32142.14234161377,28770.321952819824,29217.94212341309,28074.56206893921,30855.922149658203,30585.02226257324,30413.84224700928,27357.222053527832,76819.92552185059,44491.46307373047,26063.88192749023,29494.182109832764,28577.621967315677,28925.362003326416,29693.202014923096,30417.68243026733,29142.54209136963,28545.062015533447,27295.30219268799,34969.36227416992
FA(15:5),-0.3969775413429295,4.7196887449484795,3.038319895555105,0.08132004195400681,0.1567621119388172,FA,50923.00372314453,53368.48391723633,261220.29931640625,69450.60516357422,237161.81640625,48528.443267822266,113919.08654785156,56599.18444824219,153156.61059570312,233070.73583984372,55134.6640625,42994.96295166016,52233.6635131836,56574.64419555664,51077.32333374024,77558.66467285156,54469.0439453125,62599.62463378906,39662.66284179688,128999.0301513672,56237.02368164063,93996.30651855467,48110.30352783203,212290.97705078125,186375.83154296875
LPG(18:2),-0.3974317991696673,-0.8181767755047527,3.0348577566463106,0.08149369195169728,0.15700307100186695,PG,3900.7203216552734,2251.5201530456543,2051.3001403808594,2090.500144958496,1958.6201362609863,4101.280277252197,1948.5001373291016,2076.360149383545,2103.2201499938965,2089.240127563477,2131.120162963867,2040.0601501464844,1996.7201385498047,2104.1401443481445,2199.420154571533,2166.380157470703,2073.740146636963,1993.8601417541504,2082.480152130127,2038.760150909424,2151.080146789551,2084.380138397217,1960.840129852295,1978.9401473999023,2063.220146179199
DG(36:8)|DG(35:1)_C18:0,-0.3966389181214919,3.70646087821771,3.0328471080598547,0.081594723349935,0.15710392139035814,DAG,52339.32355499268,54305.2639541626,49846.96348190308,51821.36376571655,51588.28393554688,53814.7038269043,48769.96340560913,48266.68377304077,47844.763359069824,52084.1240196228,49214.94372177124,54492.98342895508,43828.44319152832,81485.82601928711,64909.68488311768,36226.36249923706,44950.90296173096,47801.78311538696,45372.82331085205,45512.26320266724,49128.00319290161,43710.70314025879,46379.583641052246,45351.90324020386,60303.16445922852
