lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_cerebellum,DOD94_F4_Female_5xFAD_cerebellum,FAD185_M1_Male_5xFAD_cerebellum,FAD185_M3_Male_5xFAD_cerebellum,FAD189_M1_Male_5xFAD_cerebellum,FAD189_M2_Male_5xFAD_cerebellum,DOD94_F3_Female_WT_cerebellum,FAD184_F3_Female_WT_cerebellum,FAD184_F4_Female_WT_cerebellum,FAD185_M4_Male_WT_cerebellum,FAD189_M3_Male_WT_cerebellum,Blank_Blank_Blank_Blank_Blank
[TG(58:7)|TG(57:0)]_FA20:4,2.252316736048517,9.609958078250358,31.23703439587223,2.283676137857961e-8,6.637193284301728e-6,TAG,209015.3346557617,814380.4487915039,1642628.0184936523,7917442.884033203,16998902.05126953,7668639.425720215,152078.1902770996,150061.1708984375,258788.9163208008,3736213.030761719,261854.79626464844,40370.902770996094
[TG(54:8)|TG(53:1)]_FA18:3,2.1961414473744965,9.881992487834088,29.843791549140448,4.6829405603601484e-8,1.2476134142892829e-5,TAG,218432.59399414065,934922.619140625,1860259.9578857424,8719676.911621094,22574725.44897461,8137389.653808594,199509.9741821289,125853.94934082033,232693.59765625,4863312.215698242,289151.4822998047,50717.52389526367
[TG(45:4)]_FA16:1,2.1718034095388594,10.478130204985874,29.24728740309365,6.370534744520837e-8,1.566661506017932e-5,TAG,5892542.677490234,6688223.224609375,413995.04650878906,469328.0899658203,618697.0866699219,285030.7438964844,1527614.0837402344,201859.4140625,229297.83325195312,220100.0164794922,226018.5584716797,20843483.146850582
[TG(54:6)]_FA18:1,2.132609419023885,9.741780920788626,28.296197060824184,1.0410029889684114e-7,2.3772046826657222e-5,TAG,195345.35510253903,884862.6461791992,1586140.4252929688,7187735.903808594,21241842.610839844,7171421.008422852,174780.31170654297,103417.08801269533,204276.7738037109,4662866.76171875,242437.1177978516,43440.762939453125
[TG(54:7)|TG(53:0)]_FA18:2,2.123397814516838,9.836880101607996,28.074339542879784,1.1674356175301809e-7,2.4881944461626587e-5,TAG,188388.934173584,961160.4509277344,1684303.7884521484,8192199.799804687,22063582.537597656,7739142.238037109,175710.59143066406,130337.3295288086,221620.2911376953,5000137.0146484375,254340.57794189453,46564.96325683594
DG(34:0)_C16:0,2.1036983554590867,4.149946291961882,27.598908356116226,1.4926298258822215e-7,2.9824609708409138e-5,DAG,235700.91619110107,5100.6403465271,154598.57180404663,228063.4772529602,9511.720603942871,31580.942378997803,3189.440223693848,2628.3801918029785,2631.440196990967,6028.580383300781,88697.66715621948,3417.0002250671387
[TG(56:8)|TG(55:1)]_FA20:4,2.011823499858354,13.172299157897479,25.439467223250688,4.564830774487819e-7,8.584567050610328e-5,TAG,1405251.0480957031,7506100.766357422,20222408.516357426,103236529.31640624,178622499.8671875,95527650.3486328,1023084.1688232422,690865.7470703125,1379701.335205078,56846006.84765625,2723912.572265625,159430.49194335938
[TG(56:6)]_FA18:3,1.9323589783669102,9.800329204488097,23.62355060080668,1.171450069604361e-6,1.9711188802763906e-4,TAG,427285.1746826172,1122193.3670654297,2530410.805053711,9094665.759765623,18007226.74346924,7378789.3828125,438406.10791015625,254741.0390625,673140.8782958984,4184810.057373047,629936.861328125,77564.0658569336
[TG(58:9)|TG(57:2)]_FA22:6,1.9336673414083194,9.859338289517064,23.653026859745978,1.1536431204776298e-6,1.9711188802763906e-4,TAG,516661.9151611328,1260271.7636108398,1972776.3262939453,8125127.973144531,17362240.228515625,10723650.870483398,368826.1061401367,390536.54486083984,363793.22497558594,4861714.758789063,450301.5102539063,65577.12463378906
[TG(57:10)|TG(56:3)]_FA18:0,1.9166768449238432,9.54225574646454,23.271353323671732,1.4067981434482595e-6,2.2487668323020428e-4,TAG,354124.04736328125,898084.76513671875,2024598.7119140625,7224117.029296875,15068046.932128906,6642723.069702148,371757.7614746094,203809.43432617188,541845.7578125,3594299.6044921875,515471.9920043945,43386.563079833984
[TG(57:12)|TG(56:5)]_FA18:2,1.8983889284962427,9.752888637839007,22.863258531527954,1.7394527377840334e-6,2.648109715569312e-4,TAG,375341.6654663086,1071100.0213623047,2276504.5861816406,8441733.1611328125,16960404.431640625,8046625.0693359375,403290.5104980469,256642.74005126956,648714.1624755859,4213833.432128906,589411.7830810547,49453.223205566406
[TG(45:3)]_FA16:1,1.8879888824676008,8.620505230510277,22.63214401568257,1.9617490282721324e-6,2.8507780197209123e-4,TAG,1665384.770263672,1911822.678955078,157193.85131835938,191138.5719604492,226959.69494628903,121296.27044677734,454612.6278076172,84018.2060546875,130126.00970458984,94758.1063232422,102307.84631347656,5501317.548217773
[TG(55:11)|TG(54:4)]_FA18:0,1.8564918929030676,12.730137969270316,21.939086153410187,2.814428837413118e-6,3.7728900826611544e-4,TAG,1052410.3129882812,5860387.198974609,16195335.83203125,74419427.0546875,127448386.703125,68216161.984375,1117521.4770507812,659342.8288574219,1280985.892578125,44993814.02734375,2253194.6064453125,142586.51037597656
[TG(57:11)|TG(56:4)]_FA18:1,1.8559388889233406,9.655358197091601,21.926923234386045,2.8323228646815044e-6,3.7728900826611544e-4,TAG,381611.4053955078,1052638.4206542969,2097619.41003418,7033007.064331055,16299215.590820312,7654108.523071289,398067.6519775391,201815.2554931641,612248.3125,4093393.2119140634,559217.2618408203,41847.18273925781
[TG(58:8)|TG(57:1)]_FA22:5,1.850506475069964,9.689633807049905,21.80821399900404,3.0130744485991344e-6,3.853119604868573e-4,TAG,454754.1146850586,1072079.5822753906,1745997.344909668,7419300.512939453,15087319.422851562,9398054.451416016,314967.899597168,359791.5073852539,321026.10388183594,4567551.674316406,437885.1088867188,52418.30358886719
[TG(59:13)|TG(58:6)]_FA20:4,1.8239425216863867,9.391130161611946,21.231417814153254,4.070373876248412e-6,5.004994339371605e-4,TAG,448407.0710449219,1069293.5994262695,1622136.9736938477,6348683.842041016,12317416.025634766,6631632.217529297,269236.2016906738,299231.7805786133,435126.3706054688,3549653.3513183594,391822.80603027344,51030.26315307617
[TG(58:8)|TG(57:1)]_FA20:4,1.815161223781213,8.646439182959158,21.042064264416695,4.493099068727728e-6,5.320162119526869e-4,TAG,345771.921875,690969.8059692383,1419601.9135131836,3422274.80847168,7241746.739013672,3735026.9030151367,234956.3560791016,203727.61401367188,377961.8642883301,1864557.837402344,263652.5616455078,37151.32266235352
[TG(54:7)|TG(53:0)]_FA20:4,1.7749873656839124,11.657152580695456,20.184895098967075,7.030590406095342e-6,7.750619837340279e-4,TAG,394442.72790527344,4253075.397155762,4762360.293579102,26635264.362304688,67039213.611328125,34461879.73828125,383954.6283569336,261622.74145507807,524781.4740600586,22790233.697265625,1109048.48828125,66943.44445800781
[TG(54:8)|TG(53:1)]_FA20:4,1.7768434056483577,7.7226419620353415,20.223849871412312,6.88887015638776e-6,7.750619837340279e-4,TAG,83432.84539794922,276108.18002319336,355486.12158203125,1534904.373046875,4275439.033691406,2373835.8555908203,80485.72543334961,69810.46496582031,95514.54656982422,1225992.3465576172,128161.64855957033,30783.98208618164
[TG(57:9)|TG(56:2)]_FA18:0,1.765597962383456,9.088271404166155,19.98632198682754,7.799811150326111e-6,8.050980130441599e-4,TAG,296992.0201416016,951890.6306762696,1399876.3697509766,5152419.646484375,9988929.838134766,5093689.684509277,207988.35424804688,206444.85485839844,379287.67010498047,3090475.276611328,277548.94104003906,43043.86297607422
[TG(58:10)|TG(57:3)]_FA22:6,1.7655175370297966,9.265977161558316,19.9846325191902,7.806705788041588e-6,8.050980130441599e-4,TAG,702213.393371582,927784.3356323242,2248640.3618164062,4801921.901550293,10856944.01196289,6107919.577514648,433800.05078125,370645.8469848633,620404.3610229492,2480297.264526367,695358.590637207,51388.26345825195
[TG(57:11)|TG(56:4)]_FA18:2,1.7484622171592237,9.271416938246682,19.62641325802543,9.415848567011121e-6,9.184299744149357e-4,TAG,317425.23962402344,1146817.6298828125,1525076.6829833984,5960703.369628906,10961054.037597656,5980027.896728516,225100.8756103516,237883.77575683597,458830.8281860352,3530891.4384765625,317970.0630493164,51036.283752441406
DG(41:5)_C16:0,1.7478382275125461,12.993503851176449,19.61340009855582,9.480196795649947e-6,9.184299744149357e-4,DAG,23320561.83972931,57783027.388916016,11946538.780273438,11840790.772460938,8661463.491455078,5766084.50769043,6184170.3427734375,4349201.729457855,4236692.446502686,6323439.392822266,4013553.36504364,97858455.88134766
[TG(58:9)|TG(57:2)]_FA20:4,1.7266631432952273,8.042915419622334,19.172310171095887,1.1943335585910734e-5,0.0010909383962330462,TAG,249949.9366455078,482747.23541259766,893337.4611206055,1855883.2686767576,4294557.948974609,3080112.5528564453,171390.5743408203,148735.1297302246,257719.1387939453,1239500.1313476562,206986.37493896484,38908.4423828125
DG(42:11)|DG(41:4)_C16:0,1.7273404921690165,11.595575789357184,19.186434794047692,1.1855286891898798e-5,0.0010909383962330462,DAG,6397373.657211304,15675656.850952148,3399003.55847168,3356252.0782470703,2434769.226745605,1656740.3498535156,1702038.0168457031,1171928.4338989258,1226164.0675849917,1763908.9427490234,1158066.1940841677,44577926.87664795
[TG(54:7)|TG(53:0)]_FA18:3,1.7213240201622375,13.17170080630182,19.061903497296655,1.2654596050673256e-5,0.0011194585857904353,TAG,1476369.5625,9237365.208740234,21535187.272460938,99077098.9375,163598905.00585938,95189316.3828125,1392149.8154296875,716037.4089355469,1840956.7209472656,66673038.98583984,3162618.373046875,209595.373046875
[TG(57:10)|TG(56:3)]_FA18:1,1.7166907660970185,9.199062803547667,18.966117726464283,1.330604512356476e-5,0.0011194585857904353,TAG,339142.9610595703,1101773.3916015625,1404570.0012207031,5069868.409851074,10681460.308105469,5888966.952392578,219873.79418945312,200868.234375,442820.0521240234,3458676.383300781,305719.30169677734,45031.72344970703
[TG(58:9)|TG(57:2)]_FA22:5,1.7187305021621093,9.06966134265615,19.008225844590925,1.3015614287658587e-5,0.0011194585857904353,TAG,636133.49609375,778595.3494415283,1943519.4754638672,4216373.505981445,9260199.2548828125,5386880.193054199,383639.7260437012,343784.3449707031,535685.5787963867,2244285.314453125,611135.6097412109,46568.583251953125
[TG(57:12)|TG(56:5)]_FA18:3,1.70740763325337,9.33732605138568,18.774932901375003,1.4708772396262325e-5,0.0012057421884833501,TAG,378275.6282958984,1210883.4180908203,1767829.4704589844,6325825.435546875,11621402.60687256,5624018.057006836,267683.96032714844,262718.2391357422,525241.5992431641,3658680.5623779297,380696.5255126953,62687.90417480469
[TG(54:6)]_FA18:2,1.6873863566842042,13.195390281036808,18.36534448993517,1.8234451120593293e-5,0.001457388505813419,TAG,1369992.2009277344,9439876.154052734,19947621.5234375,98667240.56640624,170265552.9609375,95366234.828125,1336178.2580566406,954621.9658203124,1795346.0869140625,69320256.3203125,3013214.673095703,172625.4111328125
[TG(54:5)]_FA18:1,1.6457536608956256,13.021761518677657,17.525431811160345,2.834902115348838e-5,0.0022105322104317643,TAG,1358934.28515625,8625663.147216797,18013159.384765625,86011672.41625977,151141726.3984375,82949393.39697266,1278435.3784179688,599582.58203125,1657008.7094726562,62996531.2109375,2857971.3203125,124003.70825195312
[TG(53:10)|TG(52:3)]_FA18:0,1.6316504681660478,11.095356341771083,17.24477582690085,3.285998345543214e-5,0.002501270645405156,TAG,308901.162109375,3000465.778869629,3551577.3356933594,19702937.071289062,45816967.455078125,19092313.255249023,310688.8635253906,242122.57775878903,441195.3471679688,16527533.705078123,834868.0583496094,57188.86389160156
DG(34:1)_C16:0,1.621510219398063,4.889502954868655,17.042826292130485,3.654617716217132e-5,0.002717165776452598,DAG,107350.76652526855,253799.51736450195,161598.95309448242,211732.01513671875,182702.77395629883,170686.13241577148,4183.460300445557,9291.960651397703,13285.021026611328,153840.11116790771,58018.28433609009,11391.08073425293
[TG(55:7)|TG(54:0)]_FA20:4,1.6111401046089227,7.708064186514302,16.8393926738936,4.068005791525886e-5,0.0029557760262518768,TAG,92148.38653564452,220382.31634521484,393652.407043457,1962009.960021973,3864046.883544922,2076258.553833008,90408.12655639648,76734.244384765625,126226.90835571288,1317804.292236328,122208.50872802734,38433.022720336914
[TG(56:10)|TG(55:3)]_FA18:0,1.608658504925671,7.412013854354652,16.79062378653908,4.1739028461271644e-5,0.002965326088681899,TAG,104773.947265625,195885.8521728516,424607.5106201172,1727985.4041748047,3059813.5869140625,1460292.583984375,98066.6470336914,89611.2861328125,127071.3501586914,976293.0909423828,106652.64739990234,42357.52313232422
FA(15:2),-1.5502068702922305,10.055296871090446,16.647316030129588,4.5013957029236124e-5,0.003128470013531911,FA,4263832.926635742,3391709.281677246,451993.92709350586,3325155.243408203,1195947.9002075195,823992.3572387695,3601169.3428344727,17218780.0914917,137421.30960083008,2339944.0075683594,1236163.3243408203,63076.88415527344
FA(18:2),-1.5420785388890037,6.759996076986693,16.478263915108982,4.9211025797270556e-5,0.0033473967973164675,FA,91295.8275756836,155117.10821533203,98401.12902832033,704349.01416015625,355850.6833496094,138632.43383789062,196374.4150390625,1062475.6064453125,422138.0263671875,807882.526550293,113501.08819580078,92326.447265625
[TG(52:6)]_FA18:3,1.5895984888364336,11.737638028302033,16.418534987588558,5.0786193077250685e-5,0.0033825720680827178,TAG,536849.8562011719,5667911.230834961,5342328.532958984,28429216.953125,65961746.04943848,35146975.6262207,573547.7567138672,343727.20471191406,886285.1779785156,26145204.15625,1365411.2397460938,91084.34631347656
[TG(51:8)|TG(50:1)]_FA22:5,1.5794827682018344,8.942341924927542,16.222033307160018,5.633507956119834e-5,0.0035314362619049237,TAG,1682325.5158691406,2211683.857910156,299535.0435791016,309329.6638183594,335512.2847290039,215029.61584472656,354913.64532470703,260008.2769165039,169015.9116821289,250608.75994873047,192320.45343017575,6991643.872253418
[TG(56:13)|TG(55:6)]_FA18:3,1.5797339055956836,7.6863358713509,16.22695248390665,5.618899201875509e-5,0.0035314362619049237,TAG,122305.60772705078,252143.75720214844,496490.095703125,1988680.2344970703,3666437.994812012,1853453.706298828,133278.2084350586,96049.14660644533,182623.35443115237,1166441.1900024414,138917.8094482422,55351.30422973633
[TG(58:14)|TG(57:7)|TG(56:0)]_FA20:4,1.5829524473147738,7.107763240730161,16.28921166533837,5.437263572840452e-5,0.0035314362619049237,TAG,93825.72674560548,174890.0743408203,320390.8232421875,1249692.6298828125,2511265.915649414,1218663.0559692385,93118.36627197266,80058.20553588867,119126.12756347656,741587.9544677734,99928.12683105467,56616.284423828125
DG(42:9)|DG(41:2)_C16:1,-1.515515906650033,7.567770956868398,15.93138519031345,6.568052490683899e-5,0.004038089194753159,DAG,96103.98656463625,545672.4555358887,633929.3240966797,1244264.7885742188,85162.86592102051,97868.44701004028,1488873.9756774902,89578.54613494873,85776.34619903564,3263624.567138672,90580.36633682252,97521.02673339844
[TG(51:9)|TG(50:2)]_FA22:6,1.5614408761922935,9.422249998925604,15.874611875326082,6.768056703518674e-5,0.004082542883235699,TAG,2210276.6618652344,3131029.305053711,635011.750793457,452724.5772094727,499507.33099365234,274451.1573486328,494871.1936645508,393123.1095581055,217929.5346069336,372688.186920166,271112.84088134766,9681670.674682615
[TG(52:5)]_FA18:2,1.5504851107576503,11.701391029080352,15.665378755752371,7.559535482428485e-5,0.004407654756153471,TAG,480111.8804321289,5728090.840209961,4918369.996582031,26489000.033203125,65031234.45703125,34114671.8815918,534324.31640625,437004.1300048828,814281.56005859375,26147371.03125,1257540.7661132812,78901.92565917969
[TG(53:8)|TG(52:1)]_FA14:0,1.550207568758575,6.062866919882505,15.659576024819213,7.582765454752609e-5,0.004407654756153471,TAG,74653.72540283203,188621.4323120117,155124.37109375,276814.32110595703,1686725.9577026367,231105.29656982425,92734.3466796875,84756.54669189453,128869.4292602539,132240.42950439453,86795.88659667969,53764.78381347656
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1,1.536064447360938,6.011367292257454,15.390223778023937,8.74395095044699e-5,0.0049918591408176834,DAG,248587.55429840088,158358.72882461548,211255.5946121216,116003.66875457764,58527.44399642944,27808.541984558105,163015.91341781616,2896.780204772949,2964.480224609375,2884.380226135254,21707.381565094,842503.0589599609
[TG(56:12)|TG(55:5)]_FA18:2,1.5320487526360755,7.587552578645555,15.315326571260819,9.097539732102167e-5,0.005102602547987829,TAG,101737.8270263672,255521.1964111328,446048.22424316406,1867840.98034668,3431059.6259765625,1679434.7506103516,106649.34729003906,109425.04754638672,161067.9317626953,1153241.3555908203,116357.96875,46758.3432006836
[TG(56:11)|TG(55:4)]_FA18:1,1.5252624381174344,7.519507763279283,15.187394549313467,9.735111196463118e-5,0.005366060430188377,TAG,109821.50805664062,225829.1561279297,408069.95068359375,1617639.5130615234,3416220.4897460938,1637124.7512207031,106238.30737304688,80499.605712890625,151930.2119140625,1131749.9060058594,112937.08856201172,44079.46292114258
[TG(52:6)]_FA20:4,1.5227227322422165,9.779643352740187,15.139740787385051,9.983934722348887e-5,0.00540993886565244,TAG,417594.330078125,2309902.740722656,1495843.6075439453,6694303.18359375,17730420.294433594,6848979.478759766,379711.3088378906,340300.2468261719,754295.8062744141,5636726.7548828125,554219.49462890625,111193.94787597656
[TG(52:4)]_FA18:1,1.5190492710076788,11.513038021461847,15.070962546077794,1.0354389149017024e-4,0.0055171636849012376,TAG,448125.67150878906,4802955.998413086,4370847.51171875,22616293.71105957,57888485.68457031,29412112.637695312,469745.6516113281,252167.6975097656,671789.4476318359,23607465.275390625,1102144.7045898438,58547.94396972656
[TG(52:5)]_FA16:0,1.511516224042992,7.747100162732901,14.929683670430677,1.1159325882017505e-4,0.005848584400788518,TAG,143629.67126464844,362121.2690429688,390358.8280639648,1567976.860107422,4660935.489318848,1568970.198852539,118747.42797851562,104368.5478515625,144752.15075683594,1354115.640258789,148768.7691040039,35542.66250610352
[TG(58:10)|TG(57:3)]_FA20:4,1.5064396883061861,7.754194639866802,14.834972718167592,1.1733924935427965e-4,0.006050541615897291,TAG,375850.1449584961,585074.5607299805,1304346.9563598633,1310861.9739990234,2490382.107910156,2290459.098388672,218326.6348876953,192773.4940185547,384942.930480957,813215.0870361328,223771.37408447263,52285.90335083008
[TG(58:8)|TG(57:1)]_FA22:6,1.5012448388356427,9.444374640516264,14.738403272582218,1.2350483479938343e-4,0.00616945245083795,TAG,704775.0255126953,1702413.6014404297,2471850.7517089844,5776950.156982422,10226283.622558594,6745142.677246094,525986.5382080078,516361.2196044922,695689.2860107422,3765920.130859375,531324.0783691406,98223.98724365234
FA(11:1),-1.4572705333714873,5.854206440662432,14.760927388114396,1.2203820590960835e-4,0.00616945245083795,FA,102327.4871826172,102108.1275024414,87726.26647949219,183012.15258789065,152758.51098632812,94607.10711669922,122395.36938476562,171466.1728515625,650842.32666015625,147070.20947265625,202316.41333007807,174002.03344726562
FA(22:7),-1.4517693723225535,9.525510388894599,14.652897903113626,1.2923579115478316e-4,0.006356412681874489,FA,1466779.4609375,1192884.1520996094,836464.1849365234,4549128.074707031,1496239.6596679688,1277854.9724121094,1759172.8557128906,7448133.364501953,1349298.0427246094,3165030.4099121094,3728828.241821289,193464.1936035156
FA(22:0),-1.4434884260149736,9.402886616924096,14.490368689017487,1.4087798972988892e-4,0.006824044441915983,FA,1572087.1440429688,1430172.770263672,999749.2801513672,3157389.5854492188,1251315.3713378906,1329090.9951171875,1917863.8956298828,5800233.863037109,1407542.6770019531,2968560.7553710938,4120575.2498779297,158888.591796875
[TG(52:7)|TG(51:0)]_FA18:3,1.483277679907164,7.76204384191043,14.406126964924631,1.4732219815651853e-4,0.006969224941310731,TAG,154931.3109741211,371940.4067993164,384856.7253417969,1501674.1627197266,4057592.867614746,2215001.330932617,121723.22863769533,130783.2886352539,162567.6128540039,1310941.6947021484,182654.0513916016,35813.00262451172
FA(21:0),-1.4385832822447304,9.952475061796541,14.394495359458364,1.4823500031564896e-4,0.006969224941310731,FA,2160705.4064941406,1748184.4892578125,1251348.187133789,5456585.327636719,1932068.1396484373,1952504.646972656,2497759.7729492188,9090756.310546877,1973862.5056152344,4196056.182617188,5833599.996948242,227035.07763671875
[TG(52:5)]_FA16:1,1.476724911474311,11.442683588570992,14.285943567722668,1.5703315493487035e-4,0.0071719285189540075,TAG,882769.27880859375,3639639.55871582,4311219.927612305,22756955.450195312,59299441.791015625,22583279.70800781,796958.3020629883,534998.7801513672,1049022.6844482422,21380041.01953125,1482722.9035644531,94951.92645263672
[TG(56:8)|TG(55:1)]_FA22:5,1.4782117433007025,7.344552662481337,14.313007024618855,1.547916200490852e-4,0.0071719285189540075,TAG,174092.95343017578,306540.4415283203,394287.1474609375,1153778.725830078,2684679.629638672,1706210.0962524414,144101.41012573242,126053.08825683594,115521.28839111328,850054.9840087891,173584.23150634766,38751.52279663086
[TG(52:6)]_FA16:1,1.4695473710672589,7.8866718758417615,14.154454262330546,1.6839793601475592e-4,0.007423719624244205,TAG,149189.5096435547,409085.22814941406,378333.0473632813,1632259.3635253906,5292768.542114258,1671016.919921875,116805.76879882812,117754.92852783205,145072.87042236328,1569048.5268554688,163389.71258544922,34136.28253173828
[TG(56:9)|TG(55:2)]_FA22:6,1.471068202730365,7.505369474529087,14.182206065692299,1.6593228183189537e-4,0.007423719624244205,TAG,162324.37075805664,343978.22274780273,419890.994506836,1290497.3934020996,3038713.906616211,1927949.8072509768,160541.11276245117,136850.5506591797,129295.82946777344,978255.76806640625,179476.41314697266,44075.903060913086
[TG(61:11)|TG(60:4)]_FA22:5,1.4688641973931955,9.473952789453334,14.142043250220013,1.6951252191736845e-4,0.007423719624244205,TAG,468300.43572998047,772430.0099487305,6585509.091308594,9553331.228393557,7327049.526977539,3582037.2150268555,1479396.1958007812,939930.1027832032,1336573.6472167969,1329182.8425292969,903219.80712890625,137564.6700744629
[TG(52:4)]_FA16:0,1.4577589238127937,11.23030902471241,13.94003410397012,1.8873557510851676e-4,0.008045168448292374,TAG,845229.97998046875,3188101.8751220703,4344533.141845703,21466997.586914062,50693618.10070801,17195213.707763672,822426.9315185547,500030.8565673828,1097110.1400146484,18212590.082763672,1354955.617919922,62756.04425048828
[TG(52:6)]_FA18:2,1.4588254297488328,7.729049141605682,13.959225521248307,1.868186105766765e-4,0.008045168448292374,TAG,143802.75061035156,383719.78826904297,338892.7607421875,1447570.7456054688,3961000.784423828,2181842.867553711,122292.68957519533,139867.6707763672,152720.40893554688,1298139.3673095703,174899.6124267578,33825.68228149414
[TG(56:9)|TG(55:2)]_FA18:0,1.4513477124883642,7.6973186255261785,13.823763681750272,2.0078065686076054e-4,0.008318314667887709,TAG,126731.78778076172,300354.8836669922,468658.6762695313,1996544.677001953,3575639.223876953,1794130.1908569336,108735.66693115234,110340.46850585938,198478.5341796875,1308554.564453125,132114.44897460938,55071.92364501953
[TG(60:12)|TG(59:5)]_FA22:6,1.4509647404388113,8.380489135529855,13.816878305617138,2.0151777032908014e-4,0.008318314667887709,TAG,738700.5050048828,911657.3312683104,2966136.679138184,2457398.694335937,2961498.70501709,2629574.4990844727,463727.6160888672,431120.79205322266,707362.7299194336,812131.7596435547,439281.0313720703,84368.56564331055
[TG(61:12)|TG(60:5)]_FA22:6,1.4502264175806976,9.681389533229998,13.803579642187689,2.0294918489059782e-4,0.008318314667887709,TAG,507204.6801147461,876393.12353515625,7337791.867553711,11054839.611206057,8763576.55456543,4082667.932373047,1764049.8233642578,1090897.659210205,1526671.0490112305,1547905.985290527,1053049.888305664,153794.44931030273
[TG(56:7)|TG(55:0)]_FA20:4,1.4438913087283225,13.982779474622335,13.6893674825954,2.1567209574106208e-4,0.008727894811192094,TAG,2199758.2119140625,22698395.29736328,39856301.85595703,169578093.3515625,250459332.96875,168431383.3515625,1895513.5788574216,1228846.5830078125,2593166.703125,139279687.953125,5739525.338867188,337624.623046875
[TG(58:7)|TG(57:0)]_FA22:5,1.4396537372788705,9.295046632074326,13.613134537939914,2.2460855763722036e-4,0.008975919484577419,TAG,662900.9528808594,1470144.4815063477,2266073.6252441406,5283745.919189453,9022324.5361328125,5965618.30456543,463853.4504394531,490229.9134521485,660000.421875,3501634.967285156,508225.9187011719,84692.72625732422
