,Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Sample_ID,Transition,Match_Group,Lipid,Correct_RT,Max_Intensity,Cage,Mouse,Genotype,Biology,Group_Sample
750835,902.8,603.5,16.12,59943.0,11302023_FAD185_M1_5xFAD_cereb_O3off_01,902.8 -> 603.5,3056,"[TG(55:10),TG(54:3)]_FA18:1",16.12,59943.0,FAD185,M1,5xFAD,cereb,36
1764222,902.8,603.5,16.04,58767.0,11302023_FAD189_M2_5xFAD_cereb_O3off_01,902.8 -> 603.5,3068,"[TG(55:10),TG(54:3)]_FA18:1",16.04,58767.0,FAD189,M2,5xFAD,cereb,119
244140,902.8,603.5,16.17,57724.0,11302023_DOD93_F4_5xFAD_dienc_O3off_01,902.8 -> 603.5,3050,"[TG(55:10),TG(54:3)]_FA18:1",16.17,57724.0,DOD93,F4,5xFAD,dienc,9
1084044,870.8,599.5,12.4,55935.0,11302023_FAD185_M3_5xFAD_cereb_O3off_01,870.8 -> 599.5,2868,[TG(52:5)]_FA16:1,12.4,55935.0,FAD185,M3,5xFAD,cereb,53
1255197,896.8,597.5,12.53,51666.0,11302023_FAD185_M3_5xFAD_dienc_O3off_01,896.8 -> 597.5,2966,[TG(54:6)]_FA18:1,12.53,51666.0,FAD185,M3,5xFAD,dienc,75
1847517,900.8,601.5,14.79,41663.0,11302023_FAD189_M2_5xFAD_cortex_O3off_01,900.8 -> 601.5,3021,"[TG(55:11),TG(54:4)]_FA18:1",14.79,41663.0,FAD189,M2,5xFAD,cortex,127
1263155,928.8,629.5,15.9,31416.0,11302023_FAD185_M3_5xFAD_dienc_O3off_01,928.8 -> 629.5,3302,"[TG(57:11),TG(56:4)]_FA18:1",15.9,31416.0,FAD185,M3,5xFAD,dienc,86
1086299,896.8,597.5,12.53,30955.0,11302023_FAD185_M3_5xFAD_cereb_O3off_01,896.8 -> 597.5,2964,[TG(54:6)]_FA18:1,12.53,30955.0,FAD185,M3,5xFAD,cereb,56
1089192,904.8,605.5,15.99,29768.0,11302023_FAD185_M3_5xFAD_cereb_O3off_01,904.8 -> 605.5,3084,"[TG(55:9),TG(54:2)]_FA18:1",15.99,29768.0,FAD185,M3,5xFAD,cereb,60
834133,900.8,601.5,14.97,29081.0,11302023_FAD185_M1_5xFAD_cortex_O3off_01,900.8 -> 601.5,3009,"[TG(55:11),TG(54:4)]_FA18:1",14.97,29081.0,FAD185,M1,5xFAD,cortex,41
1340824,900.8,601.5,14.84,28205.0,11302023_FAD185_M3_5xFAD_hippo_O3off_01,900.8 -> 601.5,3015,"[TG(55:11),TG(54:4)]_FA18:1",14.84,28205.0,FAD185,M3,5xFAD,hippo,92
1079007,846.8,547.5,13.73,26482.0,11302023_FAD185_M3_5xFAD_cereb_O3off_01,846.8 -> 547.5,2652,[TG(50:3)]_FA18:1,13.73,26482.0,FAD185,M3,5xFAD,cereb,52
1247906,846.8,547.5,13.78,26300.0,11302023_FAD185_M3_5xFAD_dienc_O3off_01,846.8 -> 547.5,2654,[TG(50:3)]_FA18:1,13.78,26300.0,FAD185,M3,5xFAD,dienc,71
1846927,898.8,599.5,13.59,25708.0,11302023_FAD189_M2_5xFAD_cortex_O3off_01,898.8 -> 599.5,2997,[TG(54:5)]_FA18:1,13.59,25708.0,FAD189,M2,5xFAD,cortex,124
411293,898.8,599.5,13.68,22840.0,11302023_DOD94_F4_5xFAD_cereb_O3off_01,898.8 -> 599.5,2980,[TG(54:5)]_FA18:1,13.68,22840.0,DOD94,F4,5xFAD,cereb,18
413625,904.8,605.5,17.23,20079.0,11302023_DOD94_F4_5xFAD_cereb_O3off_01,904.8 -> 605.5,3076,"[TG(55:9),TG(54:2)]_FA18:1",17.23,20079.0,DOD94,F4,5xFAD,cereb,21
1506292,870.8,599.5,12.53,19536.0,11302023_FAD189_M1_5xFAD_cortex_O3off_01,870.8 -> 599.5,2873,[TG(52:5)]_FA16:1,12.53,19536.0,FAD189,M1,5xFAD,cortex,103
1421843,870.8,599.5,12.53,16104.0,11302023_FAD189_M1_5xFAD_cereb_O3off_01,870.8 -> 599.5,2872,[TG(52:5)]_FA16:1,12.53,16104.0,FAD189,M1,5xFAD,cereb,95
1094257,928.8,629.5,15.9,15111.0,11302023_FAD185_M3_5xFAD_cereb_O3off_01,928.8 -> 629.5,3300,"[TG(57:11),TG(56:4)]_FA18:1",15.9,15111.0,FAD185,M3,5xFAD,cereb,65
1340234,898.8,599.5,13.64,14531.0,11302023_FAD185_M3_5xFAD_hippo_O3off_01,898.8 -> 599.5,2991,[TG(54:5)]_FA18:1,13.64,14531.0,FAD185,M3,5xFAD,hippo,90
1260849,922.9,623.6,13.5,14362.0,11302023_FAD185_M3_5xFAD_dienc_O3off_01,922.9 -> 623.6,3206,"[TG(56:7),TG(55:0)]_FA18:1",13.5,14362.0,FAD185,M3,5xFAD,dienc,84
833543,898.8,599.5,13.77,14307.0,11302023_FAD185_M1_5xFAD_cortex_O3off_01,898.8 -> 599.5,2985,[TG(54:5)]_FA18:1,13.77,14307.0,FAD185,M1,5xFAD,cortex,39
1003031,900.8,601.5,14.97,12578.0,11302023_FAD185_M1_5xFAD_hippo_O3off_01,900.8 -> 601.5,3011,"[TG(55:11),TG(54:4)]_FA18:1",14.97,12578.0,FAD185,M1,5xFAD,hippo,49
1678623,900.8,601.5,14.97,12392.0,11302023_FAD189_M1_5xFAD_hippo_O3off_01,900.8 -> 601.5,3019,"[TG(55:11),TG(54:4)]_FA18:1",14.97,12392.0,FAD189,M1,5xFAD,hippo,116
2016416,900.8,601.5,14.84,12376.0,11302023_FAD189_M2_5xFAD_hippo_O3off_01,900.8 -> 601.5,3023,"[TG(55:11),TG(54:4)]_FA18:1",14.84,12376.0,FAD189,M2,5xFAD,hippo,136
665232,900.8,601.5,14.88,12144.0,11302023_DOD94_F4_5xFAD_hippo_O3off_01,900.8 -> 601.5,3007,"[TG(55:11),TG(54:4)]_FA18:1",14.88,12144.0,DOD94,F4,5xFAD,hippo,33
1501255,846.8,547.5,13.86,11978.0,11302023_FAD189_M1_5xFAD_cortex_O3off_01,846.8 -> 547.5,2657,[TG(50:3)]_FA18:1,13.86,11978.0,FAD189,M1,5xFAD,cortex,102
1171928,900.8,601.5,14.93,11761.0,11302023_FAD185_M3_5xFAD_cortex_O3off_01,900.8 -> 601.5,3013,"[TG(55:11),TG(54:4)]_FA18:1",14.93,11761.0,FAD185,M3,5xFAD,cortex,69
242989,900.8,601.5,15.06,11395.0,11302023_DOD93_F4_5xFAD_dienc_O3off_01,900.8 -> 601.5,3002,"[TG(55:11),TG(54:4)]_FA18:1",15.06,11395.0,DOD93,F4,5xFAD,dienc,10
580783,900.8,601.5,14.93,11213.0,11302023_DOD94_F4_5xFAD_dienc_O3off_01,900.8 -> 601.5,3006,"[TG(55:11),TG(54:4)]_FA18:1",14.93,11213.0,DOD94,F4,5xFAD,dienc,29
74089,900.8,601.5,14.97,10857.0,11302023_DOD93_F4_5xFAD_cereb_O3off_01,900.8 -> 601.5,3000,"[TG(55:11),TG(54:4)]_FA18:1",14.97,10857.0,DOD93,F4,5xFAD,cereb,2
158539,900.8,601.5,15.01,10726.0,11302023_DOD93_F4_5xFAD_cortex_O3off_01,900.8 -> 601.5,3001,"[TG(55:11),TG(54:4)]_FA18:1",15.01,10726.0,DOD93,F4,5xFAD,cortex,6
329180,904.8,605.5,17.41,10524.0,11302023_DOD93_F4_5xFAD_hippo_O3off_01,904.8 -> 605.5,3075,"[TG(55:9),TG(54:2)]_FA18:1",17.41,10524.0,DOD93,F4,5xFAD,hippo,15
1416805,846.8,547.5,13.82,10488.0,11302023_FAD189_M1_5xFAD_cereb_O3off_01,846.8 -> 547.5,2656,[TG(50:3)]_FA18:1,13.82,10488.0,FAD189,M1,5xFAD,cereb,94
1931967,900.8,601.5,14.84,10411.0,11302023_FAD189_M2_5xFAD_dienc_O3off_01,900.8 -> 601.5,3022,"[TG(55:11),TG(54:4)]_FA18:1",14.84,10411.0,FAD189,M2,5xFAD,dienc,132
327438,900.8,601.5,15.06,10392.0,11302023_DOD93_F4_5xFAD_hippo_O3off_01,900.8 -> 601.5,3003,"[TG(55:11),TG(54:4)]_FA18:1",15.06,10392.0,DOD93,F4,5xFAD,hippo,14
1427019,904.8,605.5,17.37,10361.0,11302023_FAD189_M1_5xFAD_cereb_O3off_01,904.8 -> 605.5,3088,"[TG(55:9),TG(54:2)]_FA18:1",17.37,10361.0,FAD189,M1,5xFAD,cereb,100
1508547,896.8,597.5,12.66,10256.0,11302023_FAD189_M1_5xFAD_cortex_O3off_01,896.8 -> 597.5,2969,[TG(54:6)]_FA18:1,12.66,10256.0,FAD189,M1,5xFAD,cortex,105
496334,900.8,601.5,14.93,10203.0,11302023_DOD94_F4_5xFAD_cortex_O3off_01,900.8 -> 601.5,3005,"[TG(55:11),TG(54:4)]_FA18:1",14.93,10203.0,DOD94,F4,5xFAD,cortex,25
749684,900.8,601.5,15.01,9848.0,11302023_FAD185_M1_5xFAD_cereb_O3off_01,900.8 -> 601.5,3008,"[TG(55:11),TG(54:4)]_FA18:1",15.01,9848.0,FAD185,M1,5xFAD,cereb,37
1763069,900.8,601.5,14.84,9818.0,11302023_FAD189_M2_5xFAD_cereb_O3off_01,900.8 -> 601.5,3020,"[TG(55:11),TG(54:4)]_FA18:1",14.84,9818.0,FAD189,M2,5xFAD,cereb,120
1595916,904.8,605.5,17.32,9816.0,11302023_FAD189_M1_5xFAD_dienc_O3off_01,904.8 -> 605.5,3090,"[TG(55:9),TG(54:2)]_FA18:1",17.32,9816.0,FAD189,M1,5xFAD,dienc,113
918582,900.8,601.5,14.97,9795.0,11302023_FAD185_M1_5xFAD_dienc_O3off_01,900.8 -> 601.5,3010,"[TG(55:11),TG(54:4)]_FA18:1",14.97,9795.0,FAD185,M1,5xFAD,dienc,45
1173669,904.8,605.5,17.23,9717.0,11302023_FAD185_M3_5xFAD_cortex_O3off_01,904.8 -> 605.5,3085,"[TG(55:9),TG(54:2)]_FA18:1",17.23,9717.0,FAD185,M3,5xFAD,cortex,70
403413,846.8,547.5,13.78,9552.0,11302023_DOD94_F4_5xFAD_cereb_O3off_01,846.8 -> 547.5,2644,[TG(50:3)]_FA18:1,13.78,9552.0,DOD94,F4,5xFAD,cereb,16
1849260,904.8,605.5,17.19,9474.0,11302023_FAD189_M2_5xFAD_cortex_O3off_01,904.8 -> 605.5,3093,"[TG(55:9),TG(54:2)]_FA18:1",17.19,9474.0,FAD189,M2,5xFAD,cortex,128
582526,904.8,605.5,17.32,9453.0,11302023_DOD94_F4_5xFAD_dienc_O3off_01,904.8 -> 605.5,3078,"[TG(55:9),TG(54:2)]_FA18:1",17.32,9453.0,DOD94,F4,5xFAD,dienc,30
498077,904.8,605.5,17.32,9452.0,11302023_DOD94_F4_5xFAD_cortex_O3off_01,904.8 -> 605.5,3077,"[TG(55:9),TG(54:2)]_FA18:1",17.32,9452.0,DOD94,F4,5xFAD,cortex,26
2018158,904.8,605.5,17.19,9395.0,11302023_FAD189_M2_5xFAD_hippo_O3off_01,904.8 -> 605.5,3095,"[TG(55:9),TG(54:2)]_FA18:1",17.19,9395.0,FAD189,M2,5xFAD,hippo,137
244731,904.8,605.5,17.41,9364.0,11302023_DOD93_F4_5xFAD_dienc_O3off_01,904.8 -> 605.5,3074,"[TG(55:9),TG(54:2)]_FA18:1",17.41,9364.0,DOD93,F4,5xFAD,dienc,11
666976,904.8,605.5,17.32,9145.0,11302023_DOD94_F4_5xFAD_hippo_O3off_01,904.8 -> 605.5,3079,"[TG(55:9),TG(54:2)]_FA18:1",17.32,9145.0,DOD94,F4,5xFAD,hippo,34
1680366,904.8,605.5,17.37,8907.0,11302023_FAD189_M1_5xFAD_hippo_O3off_01,904.8 -> 605.5,3091,"[TG(55:9),TG(54:2)]_FA18:1",17.37,8907.0,FAD189,M1,5xFAD,hippo,117
1594175,900.8,601.5,15.01,8813.0,11302023_FAD189_M1_5xFAD_dienc_O3off_01,900.8 -> 601.5,3018,"[TG(55:11),TG(54:4)]_FA18:1",15.01,8813.0,FAD189,M1,5xFAD,dienc,112
1511439,904.8,605.5,16.08,8767.0,11302023_FAD189_M1_5xFAD_cortex_O3off_01,904.8 -> 605.5,3089,"[TG(55:9),TG(54:2)]_FA18:1",16.08,8767.0,FAD189,M1,5xFAD,cortex,108
1342567,904.8,605.5,17.23,8747.0,11302023_FAD185_M3_5xFAD_hippo_O3off_01,904.8 -> 605.5,3087,"[TG(55:9),TG(54:2)]_FA18:1",17.23,8747.0,FAD185,M3,5xFAD,hippo,93
1764811,904.8,605.5,17.19,8630.0,11302023_FAD189_M2_5xFAD_cereb_O3off_01,904.8 -> 605.5,3092,"[TG(55:9),TG(54:2)]_FA18:1",17.19,8630.0,FAD189,M2,5xFAD,cereb,121
751425,904.8,605.5,17.32,8474.0,11302023_FAD185_M1_5xFAD_cereb_O3off_01,904.8 -> 605.5,3080,"[TG(55:9),TG(54:2)]_FA18:1",17.32,8474.0,FAD185,M1,5xFAD,cereb,38
835877,904.8,605.5,17.41,8378.0,11302023_FAD185_M1_5xFAD_cortex_O3off_01,904.8 -> 605.5,3081,"[TG(55:9),TG(54:2)]_FA18:1",17.41,8378.0,FAD185,M1,5xFAD,cortex,42
920324,904.8,605.5,17.32,8280.0,11302023_FAD185_M1_5xFAD_dienc_O3off_01,904.8 -> 605.5,3082,"[TG(55:9),TG(54:2)]_FA18:1",17.32,8280.0,FAD185,M1,5xFAD,dienc,46
1933710,904.8,605.5,17.23,8264.0,11302023_FAD189_M2_5xFAD_dienc_O3off_01,904.8 -> 605.5,3094,"[TG(55:9),TG(54:2)]_FA18:1",17.23,8264.0,FAD189,M2,5xFAD,dienc,133
160282,904.8,605.5,17.41,8066.0,11302023_DOD93_F4_5xFAD_cortex_O3off_01,904.8 -> 605.5,3073,"[TG(55:9),TG(54:2)]_FA18:1",17.41,8066.0,DOD93,F4,5xFAD,cortex,7
1004774,904.8,605.5,17.37,7885.0,11302023_FAD185_M1_5xFAD_hippo_O3off_01,904.8 -> 605.5,3083,"[TG(55:9),TG(54:2)]_FA18:1",17.37,7885.0,FAD185,M1,5xFAD,hippo,50
75832,904.8,605.5,17.37,7792.0,11302023_DOD93_F4_5xFAD_cereb_O3off_01,904.8 -> 605.5,3072,"[TG(55:9),TG(54:2)]_FA18:1",17.37,7792.0,DOD93,F4,5xFAD,cereb,3
1424097,896.8,597.5,12.62,7606.0,11302023_FAD189_M1_5xFAD_cereb_O3off_01,896.8 -> 597.5,2968,[TG(54:6)]_FA18:1,12.62,7606.0,FAD189,M1,5xFAD,cereb,97
1678034,898.8,599.5,13.82,6086.0,11302023_FAD189_M1_5xFAD_hippo_O3off_01,898.8 -> 599.5,2995,[TG(54:5)]_FA18:1,13.82,6086.0,FAD189,M1,5xFAD,hippo,114
1262566,926.8,627.5,14.75,6027.0,11302023_FAD185_M3_5xFAD_dienc_O3off_01,926.8 -> 627.5,3278,"[TG(57:12),TG(56:5)]_FA18:1",14.75,6027.0,FAD185,M3,5xFAD,dienc,87
2015825,898.8,599.5,13.59,5828.0,11302023_FAD189_M2_5xFAD_hippo_O3off_01,898.8 -> 599.5,2999,[TG(54:5)]_FA18:1,13.59,5828.0,FAD189,M2,5xFAD,hippo,134
1258680,906.8,607.5,17.19,4938.0,11302023_FAD185_M3_5xFAD_dienc_O3off_01,906.8 -> 607.5,3110,"[TG(55:8),TG(54:1)]_FA18:1",17.19,4938.0,FAD185,M3,5xFAD,dienc,79
1251227,868.8,571.5,11.24,4824.0,11302023_FAD185_M3_5xFAD_dienc_O3off_01,868.8 -> 571.5,2798,[TG(52:6)]_FA18:2,11.24,4824.0,FAD185,M3,5xFAD,dienc,73
408450,870.8,599.5,12.44,4200.0,11302023_DOD94_F4_5xFAD_cereb_O3off_01,870.8 -> 599.5,2860,[TG(52:5)]_FA16:1,12.44,4200.0,DOD94,F4,5xFAD,cereb,17
1093668,926.8,627.5,14.75,4085.0,11302023_FAD185_M3_5xFAD_cereb_O3off_01,926.8 -> 627.5,3276,"[TG(57:12),TG(56:5)]_FA18:1",14.75,4085.0,FAD185,M3,5xFAD,cereb,66
326851,898.8,599.5,13.99,3951.0,11302023_DOD93_F4_5xFAD_hippo_O3off_01,898.8 -> 599.5,2979,[TG(54:5)]_FA18:1,13.99,3951.0,DOD93,F4,5xFAD,hippo,12
1762479,898.8,599.5,13.64,3871.0,11302023_FAD189_M2_5xFAD_cereb_O3off_01,898.8 -> 599.5,2996,[TG(54:5)]_FA18:1,13.64,3871.0,FAD189,M2,5xFAD,cereb,118
1264333,932.9,633.6,18.21,3829.0,11302023_FAD185_M3_5xFAD_dienc_O3off_01,932.9 -> 633.6,3350,"[TG(57:9),TG(56:2)]_FA18:1",18.21,3829.0,FAD185,M3,5xFAD,dienc,88
1931385,898.8,599.5,13.99,3725.0,11302023_FAD189_M2_5xFAD_dienc_O3off_01,898.8 -> 599.5,2998,[TG(54:5)]_FA18:1,13.99,3725.0,FAD189,M2,5xFAD,dienc,130
749096,898.8,599.5,13.91,3647.0,11302023_FAD185_M1_5xFAD_cereb_O3off_01,898.8 -> 599.5,2984,[TG(54:5)]_FA18:1,13.91,3647.0,FAD185,M1,5xFAD,cereb,35
1844084,870.8,599.5,12.35,3374.0,11302023_FAD189_M2_5xFAD_cortex_O3off_01,870.8 -> 599.5,2877,[TG(52:5)]_FA16:1,12.35,3374.0,FAD189,M2,5xFAD,cortex,123
1261989,924.8,625.5,14.12,3361.0,11302023_FAD185_M3_5xFAD_dienc_O3off_01,924.8 -> 625.5,3254,[TG(56:6)]_FA18:1,14.12,3361.0,FAD185,M3,5xFAD,dienc,83
664646,898.8,599.5,13.86,3359.0,11302023_DOD94_F4_5xFAD_hippo_O3off_01,898.8 -> 599.5,2983,[TG(54:5)]_FA18:1,13.86,3359.0,DOD94,F4,5xFAD,hippo,31
1516505,928.8,629.5,16.03,3254.0,11302023_FAD189_M1_5xFAD_cortex_O3off_01,928.8 -> 629.5,3305,"[TG(57:11),TG(56:4)]_FA18:1",16.03,3254.0,FAD189,M1,5xFAD,cortex,109
1259766,914.8,615.5,15.41,3224.0,11302023_FAD185_M3_5xFAD_dienc_O3off_01,914.8 -> 615.5,3158,"[TG(56:11),TG(55:4)]_FA18:1",15.41,3224.0,FAD185,M3,5xFAD,dienc,82
495747,898.8,599.5,13.86,3204.0,11302023_DOD94_F4_5xFAD_cortex_O3off_01,898.8 -> 599.5,2981,[TG(54:5)]_FA18:1,13.86,3204.0,DOD94,F4,5xFAD,cortex,23
917991,898.8,599.5,13.73,3163.0,11302023_FAD185_M1_5xFAD_dienc_O3off_01,898.8 -> 599.5,2986,[TG(54:5)]_FA18:1,13.73,3163.0,FAD185,M1,5xFAD,dienc,43
242398,898.8,599.5,13.82,3134.0,11302023_DOD93_F4_5xFAD_dienc_O3off_01,898.8 -> 599.5,2978,[TG(54:5)]_FA18:1,13.82,3134.0,DOD93,F4,5xFAD,dienc,8
1332354,846.8,547.5,13.73,3130.0,11302023_FAD185_M3_5xFAD_hippo_O3off_01,846.8 -> 547.5,2655,[TG(50:3)]_FA18:1,13.73,3130.0,FAD185,M3,5xFAD,hippo,89
1091951,922.9,623.6,13.5,3058.0,11302023_FAD185_M3_5xFAD_cereb_O3off_01,922.9 -> 623.6,3204,"[TG(56:7),TG(55:0)]_FA18:1",13.5,3058.0,FAD185,M3,5xFAD,cereb,63
73501,898.8,599.5,13.86,3051.0,11302023_DOD93_F4_5xFAD_cereb_O3off_01,898.8 -> 599.5,2976,[TG(54:5)]_FA18:1,13.86,3051.0,DOD93,F4,5xFAD,cereb,0
1082329,868.8,571.5,11.24,2979.0,11302023_FAD185_M3_5xFAD_cereb_O3off_01,868.8 -> 571.5,2796,[TG(52:6)]_FA18:2,11.24,2979.0,FAD185,M3,5xFAD,cereb,54
580199,898.8,599.5,13.99,2913.0,11302023_DOD94_F4_5xFAD_dienc_O3off_01,898.8 -> 599.5,2982,[TG(54:5)]_FA18:1,13.99,2913.0,DOD94,F4,5xFAD,dienc,27
1260355,916.8,617.5,16.57,2883.0,11302023_FAD185_M3_5xFAD_dienc_O3off_01,916.8 -> 617.5,3182,"[TG(56:10),TG(55:3)]_FA18:1",16.57,2883.0,FAD185,M3,5xFAD,dienc,81
