Reaction,Lipid 1,Lipid 2,T-Statistic,P-Value,Z-Score,Gene,Match 1,Match 2,Number
6,PS,PE,-0.6439850238721164,0.5253318438767074,0.6351480767347565,PISD,PS(38:0),PE(21:0),23761
6,PS,PE,-0.6429574352875593,0.5274038096895486,0.6319740874347954,PISD,PS(32:2),PE(46:1),23761
6,PS,PE,-0.6378173277501709,0.529955569979373,0.6280738389594177,PISD,PS(30:1),PE(42:2),23761
6,PS,PE,-0.6356625557220648,0.5319596031307814,0.6250174533692237,PISD,PS(32:2),PE(32:2),23761
6,PS,PE,-0.6311080385379275,0.5356919951246555,0.6193406126673744,PISD,PS(36:0),PE(18:2),23761
6,PS,PE,-0.6286353473031102,0.5351045947632446,0.6202327015370193,PISD,PS(38:0),PE(14:1),23761
6,PS,PE,-0.6265835758694477,0.5391816075621103,0.6140510285645353,PISD,PS(24:0),PE(44:0),23761
6,PS,PE,-0.6264794221027437,0.5371400333876479,0.61714356863213,PISD,PS(28:0),PE(40:1),23761
6,PS,PE,-0.6228030702522053,0.5393499436414131,0.6137962983660763,PISD,PS(30:2),PE(42:3),23761
6,PS,PE,-0.6226007187086513,0.5407965491549551,0.6116088986347824,PISD,PS(36:5),PE(18:3),23761
6,PS,PE,-0.6201408128137668,0.5415225445103394,0.6105122298265486,PISD,PS(30:1),PE(14:0),23761
6,PS,PE,-0.618744390972436,0.5425333094030584,0.6089866173443438,PISD,PS(42:3),PE(20:2),23761
6,PS,PE,-0.6161839268211062,0.5436985502356875,0.6072296012681687,PISD,PS(38:1),PE(22:2),23761
6,PS,PE,-0.6123741900886117,0.546403326380916,0.6031583889209198,PISD,PS(30:2),PE(42:2),23761
6,PS,PE,-0.61037620188568,0.5476628399082729,0.601265987218301,PISD,PS(38:1),PE(22:1),23761
6,PS,PE,-0.6098541764017421,0.5482123005002693,0.6004411047464866,PISD,PS(40:2),PE(18:3),23761
6,PS,PE,-0.6065251503157821,0.5496717318877027,0.5982521009454811,PISD,PS(36:7),PE(14:1),23761
6,PS,PE,-0.6035804982107367,0.5525038181048766,0.5940124019066163,PISD,PS(32:4),PE(32:4),23761
6,PS,PE,-0.6028708086139279,0.5525478609931846,0.5939465531164096,PISD,PS(30:1),PE(14:1),23761
6,PS,PE,-0.6010568011943985,0.5538303484225885,0.5920302256753335,PISD,PS(32:3),PE(14:1),23761
6,PS,PE,-0.6008738403742606,0.5537498252075808,0.5921504816237108,PISD,PS(30:1),PE(30:1),23761
6,PS,PE,-0.5992441322773332,0.5554733308192812,0.5895784083597071,PISD,PS(36:3),PE(18:3),23761
6,PS,PE,-0.5832137364826032,0.5654586879914928,0.5747525112603055,PISD,PS(42:3),PE(20:3),23761
6,PS,PE,-0.5803969991841595,0.567633313348852,0.5715405025730158,PISD,PS(34:5)_2,PE(14:0),23761
6,PS,PE,-0.5801092073600517,0.5676829442400733,0.571467264665875,PISD,PS(30:1),PE(46:1),23761
6,PS,PE,-0.5785443423277054,0.56837847475869,0.5704412260648325,PISD,PS(38:0),PE(22:0),23761
6,PS,PE,-0.5779851742562887,0.5691990904329289,0.5692314349438738,PISD,PS(32:3),PE(14:0),23761
6,PS,PE,-0.577903634976041,0.5699670907378845,0.5680999661803257,PISD,PS(42:0),PE(20:0),23761
6,PS,PE,-0.5757553263995213,0.5717244571363477,0.5655136285350352,PISD,PS(36:0),PE(24:0),23761
6,PS,PE,-0.5719866003839388,0.5727196326979465,0.5640506934579411,PISD,PS(30:2),PE(14:1),23761
6,PS,PE,-0.5703191502630846,0.5741056109615514,0.5620152763612486,PISD,PS(34:0),PE(14:0),23761
6,PS,PE,-0.569776000270994,0.575095310892957,0.5605632490151391,PISD,PS(28:2),PE(44:3),23761
6,PS,PE,-0.5695302236320552,0.5760830986730157,0.5591152045655265,PISD,PS(42:0),PE(30:1),23761
6,PS,PE,-0.5676041537487738,0.576809547331789,0.5580510172080717,PISD,PS(36:0),PE(22:0),23761
6,PS,PE,-0.5667138645265142,0.575994566369986,0.5592449403585754,PISD,PS(38:0),PE(14:0),23761
6,PS,PE,-0.5639402937388336,0.5789425729834801,0.5549299533356372,PISD,PS(30:3),PE(18:3),23761
6,PS,PE,-0.5583622008011625,0.5822097155003487,0.5501598846236095,PISD,PS(30:1),PE(42:1),23761
6,PS,PE,-0.5574674416995281,0.5833404605087191,0.5485118999888602,PISD,PS(30:3),PE(42:2)_2,23761
6,PS,PE,-0.5532681317611614,0.586050453419738,0.5445683123787539,PISD,PS(34:4),PE(14:0),23761
6,PS,PE,-0.5476983110831908,0.5897944485756518,0.5391339249584112,PISD,PS(28:2),PE(40:2),23761
6,PS,PE,-0.5467089842260756,0.5896411634955425,0.5393561039672926,PISD,PS(34:5)_2,PE(34:5),23761
6,PS,PE,-0.5465907510814113,0.5903672852636086,0.5383038624078885,PISD,PS(30:1),PE(18:2),23761
6,PS,PE,-0.5454036479984293,0.5910153836445302,0.5373651896904899,PISD,PS(30:2),PE(46:1),23761
6,PS,PE,-0.5439823324577688,0.5921708382685009,0.5356928611120958,PISD,PS(28:2),PE(44:1),23761
6,PS,PE,-0.5419112970126714,0.5931752610920269,0.5342403423606019,PISD,PS(36:4),PE(18:3),23761
6,PS,PE,-0.5412229611790071,0.593298955144731,0.5340615435575478,PISD,PS(34:0),PE(14:1),23761
6,PS,PE,-0.5377986399002765,0.5967591234485212,0.5290667825793545,PISD,PS(36:5),PE(14:0),23761
6,PS,PE,-0.5368828952461562,0.5967879116808705,0.5290252821858368,PISD,PS(42:3),PE(42:3),23761
6,PS,PE,-0.5365209636582013,0.5965188353137874,0.5294132114812041,PISD,PS(28:0),PE(28:0),23761
6,PS,PE,-0.53273077122547,0.5995316466086282,0.5250741481788195,PISD,PS(34:4),PE(14:1),23761
6,PS,PE,-0.5299163703263259,0.6013751806986061,0.5224239550131514,PISD,PS(40:2),PE(14:1),23761
6,PS,PE,-0.5279400137248111,0.6018980934162896,0.5216729042725496,PISD,PS(40:7),PE(20:3),23761
6,PS,PE,-0.5263016756125826,0.6030759619255238,0.5199822280624365,PISD,PS(40:8),PE(18:3),23761
6,PS,PE,-0.5241194183986915,0.6050386001734213,0.5171684125716697,PISD,PS(38:1),PE(20:3),23761
6,PS,PE,-0.5205422006464008,0.6071963856150189,0.5140795339401139,PISD,PS(44:0),PE(26:0),23761
6,PS,PE,-0.5137828638972818,0.6127094846538608,0.5062096452648877,PISD,PS(32:3),PE(18:2),23761
6,PS,PE,-0.5087706160551816,0.6160086298146419,0.5015151336527827,PISD,PS(30:2),PE(18:2),23761
6,PS,PE,-0.5084127604084232,0.6155332695615054,0.502190862935889,PISD,PS(38:7),PE(38:7),23761
6,PS,PE,-0.5074404450181937,0.6169614430762963,0.5001613890270197,PISD,PS(28:1),PE(42:2)_2,23761
6,PS,PE,-0.5069952273185964,0.617289883179905,0.49969495810271053,PISD,PS(30:3),PE(42:3),23761
6,PS,PE,-0.5053986156246236,0.6180641785357549,0.4985957801785484,PISD,PS(34:0),PE(46:1),23761
6,PS,PE,-0.504510444476737,0.6183359694902039,0.498210092730329,PISD,PS(40:8),PE(40:8),23761
6,PS,PE,-0.5013235985016332,0.6209747218601005,0.4944693859257216,PISD,PS(30:2),PE(42:1),23761
6,PS,PE,-0.5001386378155233,0.6221929148253929,0.4927448051136139,PISD,PS(38:1),PE(20:0),23761
6,PS,PE,-0.4995213669524521,0.6226656231388787,0.4920759925197881,PISD,PS(36:5),PE(14:1),23761
6,PS,PE,-0.4960267940108841,0.6256368675021811,0.48787714002999466,PISD,PS(26:1),PE(42:2)_2,23761
6,PS,PE,-0.4957663946429943,0.625589449075244,0.4879440823024019,PISD,PS(36:0),PE(20:0),23761
6,PS,PE,-0.4940158779924757,0.6272429555907408,0.4856110568081041,PISD,PS(42:0),PE(14:0),23761
6,PS,PE,-0.49226726466678805,0.6273537592844207,0.4854548122314044,PISD,PS(38:1),PE(26:1),23761
6,PS,PE,-0.48846664871358997,0.6302434987019847,0.4813841511647986,PISD,PS(42:3),PE(22:0),23761
6,PS,PE,-0.48159100665180304,0.6341853137279745,0.4758442901751938,PISD,PS(38:0),PE(20:4),23761
6,PS,PE,-0.48145778783304943,0.6348051832715016,0.47497445176909325,PISD,PS(34:0),PE(22:0),23761
6,PS,PE,-0.47816924622944146,0.6370177934595446,0.47187250638432476,PISD,PS(32:1),PE(14:1),23761
6,PS,PE,-0.47816742503565796,0.6372801390047986,0.47150501531749855,PISD,PS(32:1),PE(14:0),23761
6,PS,PE,-0.47792782849910154,0.6373549602200157,0.47140021816417454,PISD,PS(32:2),PE(44:3),23761
6,PS,PE,-0.47426448933076526,0.6394643527406962,0.46844785495696684,PISD,PS(28:0),PE(44:1),23761
6,PS,PE,-0.4741158781047459,0.6403081306456052,0.46726802425070346,PISD,PS(30:3),PE(42:2),23761
6,PS,PE,-0.47201473479327777,0.6415254080845042,0.4655670845354269,PISD,PS(40:2),PE(22:0),23761
6,PS,PE,-0.471873704233574,0.6419541757078331,0.4649682750621276,PISD,PS(34:4),PE(34:4),23761
6,PS,PE,-0.4691258059047604,0.6429627626277868,0.46356035658404804,PISD,PS(40:9),PE(18:3),23761
6,PS,PE,-0.4690130263298298,0.644248914164508,0.4617663084528577,PISD,PS(36:5),PE(18:2),23761
6,PS,PE,-0.4655929449155106,0.6454712600580572,0.46006263904532696,PISD,PS(40:7),PE(22:6),23761
6,PS,PE,-0.46328526321609487,0.6471396152913024,0.45773948706958667,PISD,PS(26:0),PE(14:1),23761
6,PS,PE,-0.46177914900713035,0.6484894684612444,0.4558616499013881,PISD,PS(36:5),PE(20:4),23761
6,PS,PE,-0.46100044401984036,0.6494670035761578,0.4545027631904211,PISD,PS(42:3),PE(18:2),23761
6,PS,PE,-0.459031592183707,0.6500160365288254,0.453739912038705,PISD,PS(28:0),PE(42:0),23761
6,PS,PE,-0.4572671366425178,0.6511980264788394,0.4520984968967657,PISD,PS(34:5)_2,PE(20:5),23761
6,PS,PE,-0.4559692437870403,0.6525735181562817,0.4501899001809573,PISD,PS(34:3),PE(18:3),23761
6,PS,PE,-0.45360505474021096,0.6538297207436523,0.4484482577016912,PISD,PS(40:8),PE(20:4),23761
6,PS,PE,-0.4497270721205709,0.6568765271674346,0.4442296921458485,PISD,PS(36:6),PE(18:3),23761
6,PS,PE,-0.44952573875332436,0.6581239021869645,0.44250487665048704,PISD,PS(42:0),PE(22:0),23761
6,PS,PE,-0.4491361363685952,0.6578063345174783,0.44294387020131776,PISD,PS(36:0),PE(22:1),23761
6,PS,PE,-0.44904906083334695,0.6574987082819661,0.44336920249952577,PISD,PS(40:2),PE(20:3),23761
6,PS,PE,-0.44777330514918223,0.6584769203294074,0.4420169777686039,PISD,PS(36:4),PE(14:0),23761
6,PS,PE,-0.44754200267020305,0.659095506215793,0.44116229691755277,PISD,PS(28:1),PE(14:0),23761
6,PS,PE,-0.4459058224520944,0.6591887881463849,0.4410334401527444,PISD,PS(38:1),PE(20:5),23761
6,PS,PE,-0.44536217952778073,0.6603708091362516,0.43940126630058746,PISD,PS(32:4),PE(18:3),23761
6,PS,PE,-0.4453367367592615,0.6595885153391109,0.440481352292742,PISD,PS(26:0),PE(40:0) ,23761
6,PS,PE,-0.4428747280374297,0.6618551436670894,0.43735330387466537,PISD,PS(26:0),PE(14:0),23761
6,PS,PE,-0.4422060304920379,0.663287514818657,0.43537877393828717,PISD,PS(28:1),PE(40:1),23761
6,PS,PE,-0.44195042646956073,0.6620966787036214,0.437020227428469,PISD,PS(42:4),PE(18:3),23761
6,PS,PE,-0.4412643875939822,0.6629714333799936,0.435814347388185,PISD,PS(32:3),PE(20:3),23761
6,PS,PE,-0.441094224958936,0.6645291387663328,0.433668562486927,PISD,PS(26:1),PE(40:1),23761
6,PS,PE,-0.43676268094988674,0.6658724555867975,0.4318197066039375,PISD,PS(40:7),PE(22:4),23761
6,PS,PE,-0.43394932439498607,0.6679751561253646,0.4289286411871892,PISD,PS(28:0),PE(44:0),23761
6,PS,PE,-0.4312549952338303,0.6702716719636197,0.42577518314717205,PISD,PS(44:1),PE(26:0),23761
6,PS,PE,-0.42752622482525593,0.6726761615151087,0.4224779916602632,PISD,PS(38:0),PE(24:0),23761
6,PS,PE,-0.427345452465481,0.6732621627548501,0.4216751258490831,PISD,PS(28:1),PE(42:2),23761
6,PS,PE,-0.42716955591243994,0.6733662778080838,0.42153250883538673,PISD,PS(32:1),PE(46:1),23761
6,PS,PE,-0.4266392980709104,0.6733667415026072,0.4215318736848557,PISD,PS(38:0),PE(22:1),23761
6,PS,PE,-0.42288650122884536,0.6756754441670992,0.4183716046023602,PISD,PS(40:7),PE(20:2),23761
6,PS,PE,-0.42175393352134727,0.6779050133897926,0.41532361864312245,PISD,PS(26:1),PE(42:2),23761
6,PS,PE,-0.41962541445905427,0.6788617597838047,0.41401685942679084,PISD,PS(32:1),PE(18:2),23761
6,PS,PE,-0.4176356698309074,0.6806418774845638,0.41158738769494846,PISD,PS(36:3),PE(18:2),23761
6,PS,PE,-0.4164843097037861,0.6807639402143604,0.41142088786758574,PISD,PS(40:7),PE(18:1),23761
6,PS,PE,-0.41540465862368425,0.6812724402187819,0.4107273904143478,PISD,PS(36:4),PE(20:4),23761
6,PS,PE,-0.4144504235223365,0.6827297039136297,0.4087410518014267,PISD,PS(28:1),PE(46:1),23761
6,PS,PE,-0.41347137460999406,0.6829850176421893,0.4083932099230338,PISD,PS(30:2),PE(30:2),23761
6,PS,PE,-0.4128674144624183,0.6836396735099971,0.4075015260987165,PISD,PS(40:2),PE(18:2),23761
6,PS,PE,-0.40974483025941977,0.6865421223329908,0.4035520904530572,PISD,PS(26:1),PE(14:0),23761
6,PS,PE,-0.40959602654405625,0.6854757253652344,0.40500242916529994,PISD,PS(40:8),PE(18:2),23761
6,PS,PE,-0.40880726534944517,0.6869576530570871,0.402987183450553,PISD,PS(28:2),PE(44:2),23761
6,PS,PE,-0.40854223356487995,0.6868745561427824,0.403100142009784,PISD,PS(30:1),PE(42:0),23761
6,PS,PE,-0.40759411384644795,0.68715678152384,0.40271651724716323,PISD,PS(38:1),PE(38:1),23761
6,PS,PE,-0.4042527250878881,0.6898126040760661,0.3991093894740041,PISD,PS(38:4),PE(18:3),23761
6,PS,PE,-0.40271079920306035,0.6910518153411236,0.39742807561940735,PISD,PS(30:1),PE(44:1),23761
6,PS,PE,-0.400736280445958,0.6926116369788488,0.39531336524640026,PISD,PS(32:3),PE(44:4),23761
6,PS,PE,-0.4006572089438041,0.6919443163125922,0.3962178607023464,PISD,PS(42:3),PE(20:4),23761
6,PS,PE,-0.39939622343106074,0.6931960225710484,0.39452154666730754,PISD,PS(32:2),PE(44:1),23761
6,PS,PE,-0.3981271096304974,0.694350487208937,0.39295802044889433,PISD,PS(34:1),PE(14:0),23761
6,PS,PE,-0.3981221529113408,0.6937744667661996,0.39373802196070073,PISD,PS(38:1),PE(20:2),23761
6,PS,PE,-0.39560707203585804,0.6957938085984889,0.39100463665752505,PISD,PS(34:4),PE(20:3),23761
6,PS,PE,-0.39485681130643585,0.6961088791891585,0.3905784203082461,PISD,PS(34:4),PE(20:4),23761
6,PS,PE,-0.394266031241178,0.696822695172998,0.3896130575637468,PISD,PS(42:0),PE(20:4),23761
6,PS,PE,-0.3914144396953139,0.6986591458993656,0.38713111197438577,PISD,PS(36:3),PE(20:4),23761
6,PS,PE,-0.3856144869778926,0.7036937117980733,0.3803391040616329,PISD,PS(32:3),PE(44:3),23761
6,PS,PE,-0.38311750822154544,0.7053923841443753,0.3780514358767439,PISD,PS(42:2),PE(42:2)_2,23761
6,PS,PE,-0.3821189548286561,0.7053979207529038,0.3780439827508889,PISD,PS(32:3),PE(20:4),23761
6,PS,PE,-0.3818867493900554,0.7056155837597917,0.37775099153229846,PISD,PS(36:5),PE(20:5),23761
6,PS,PE,-0.38140421820355336,0.7064260621733951,0.3766603098743654,PISD,PS(26:0),PE(40:1),23761
6,PS,PE,-0.37831195780365984,0.7088038287272553,0.37346306654813144,PISD,PS(42:2),PE(18:3),23761
6,PS,PE,-0.37668725336024417,0.7097370050714666,0.3722093232248533,PISD,PS(32:0),PE(14:0),23761
6,PS,PE,-0.3766768227630697,0.7095038246470577,0.3725225514439685,PISD,PS(38:8),PE(18:3),23761
6,PS,PE,-0.37604169265462234,0.7103678547635053,0.3713620939799391,PISD,PS(28:1),PE(14:1),23761
6,PS,PE,-0.37477007016887215,0.711756950787642,0.3694974804958133,PISD,PS(30:3),PE(18:2),23761
6,PS,PE,-0.37437952462886015,0.711224086542503,0.37021260341240814,PISD,PS(32:0),PE(14:1),23761
6,PS,PE,-0.37078353148807475,0.7146899823994188,0.3655646161023256,PISD,PS(26:1),PE(46:1),23761
6,PS,PE,-0.3704360392882289,0.714299267591457,0.3660881929126308,PISD,PS(26:0),PE(46:1),23761
6,PS,PE,-0.3704101363782387,0.7145227083152624,0.3657887592195428,PISD,PS(38:0),PE(20:0),23761
6,PS,PE,-0.36945676114780446,0.7155127342183745,0.3644624161384883,PISD,PS(28:1),PE(42:1),23761
6,PS,PE,-0.36942453772644734,0.7152349761928839,0.36483446527132024,PISD,PS(42:3),PE(24:0),23761
6,PS,PE,-0.3673583766878814,0.7168988862692162,0.3626064568111106,PISD,PS(30:2),PE(44:3),23761
6,PS,PE,-0.36670919020382137,0.7172196123547728,0.36217720542806814,PISD,PS(36:4),PE(18:2),23761
6,PS,PE,-0.365966017652196,0.7175734491607624,0.3617037169322419,PISD,PS(36:3),PE(20:3),23761
6,PS,PE,-0.36554504839211505,0.7182583567183443,0.3607874346892013,PISD,PS(42:3),PE(30:3),23761
6,PS,PE,-0.36451059372493333,0.7182847258195526,0.360752163668178,PISD,PS(28:1),PE(40:0) ,23761
6,PS,PE,-0.36252674369678123,0.7202542223343977,0.35811905140640377,PISD,PS(42:3),PE(22:2),23761
6,PS,PE,-0.36046053042988296,0.7217192476382868,0.35616200053214786,PISD,PS(42:0),PE(20:5),23761
6,PS,PE,-0.35876787090141254,0.7230514492375397,0.35438356554930844,PISD,PS(42:3),PE(30:2),23761
6,PS,PE,-0.3570585962787887,0.7245236706975194,0.35241951239373864,PISD,PS(34:0),PE(20:0),23761
6,PS,PE,-0.3556341995422256,0.7247991584708553,0.35205214234607635,PISD,PS(34:5)_2,PE(20:4),23761
6,PS,PE,-0.3531004791631328,0.7279801796219938,0.3478135942617826,PISD,PS(26:1),PE(42:1),23761
6,PS,PE,-0.35307503042514254,0.7271840945078545,0.34887374794188875,PISD,PS(32:0),PE(46:1),23761
6,PS,PE,-0.3530019972267174,0.7271680099299296,0.34889517195617786,PISD,PS(34:3),PE(14:0),23761
6,PS,PE,-0.3526436024247206,0.7285702469208853,0.3470280486013418,PISD,PS(26:1),PE(42:0),23761
6,PS,PE,-0.35207926407367895,0.7291787993904587,0.3462181182207306,PISD,PS(26:1),PE(40:2),23761
6,PS,PE,-0.35191158167043574,0.7285442247129428,0.3470626869676792,PISD,PS(42:0),PE(24:0),23761
6,PS,PE,-0.3503051956885198,0.7302485888230736,0.3447948715734929,PISD,PS(26:1),PE(44:4),23761
6,PS,PE,-0.3494037697523918,0.7299520869768248,0.34518926721335624,PISD,PS(34:1),PE(46:1),23761
6,PS,PE,-0.34864371302299096,0.7314252219712198,0.3432302861783538,PISD,PS(26:1),PE(44:5),23761
6,PS,PE,-0.3471652380716362,0.7315848737578634,0.3430180597923459,PISD,PS(32:2),PE(44:2),23761
6,PS,PE,-0.34315099302265056,0.7344922948984484,0.33915589232177745,PISD,PS(26:0),PE(42:1),23761
6,PS,PE,-0.3415242394503241,0.736749617713208,0.33616079184956577,PISD,PS(26:1),PE(44:1),23761
6,PS,PE,-0.341048658430812,0.736047865195937,0.337091579144209,PISD,PS(36:7),PE(36:7),23761
6,PS,PE,-0.34071583336423855,0.7363632669946881,0.3366732018641904,PISD,PS(36:3),PE(22:2),23761
6,PS,PE,-0.340290508032588,0.7364997438728963,0.336492184942216,PISD,PS(34:5),PE(14:1),23761
6,PS,PE,-0.33953167809607393,0.7367406237652077,0.3361727193572562,PISD,PS(34:4),PE(20:5),23761
6,PS,PE,-0.33605596019733425,0.7398905785845805,0.33199825244978015,PISD,PS(30:2),PE(44:1),23761
6,PS,PE,-0.33586198044664195,0.7401119682542492,0.3317050748760212,PISD,PS(32:1),PE(32:1),23761
6,PS,PE,-0.33299704856355156,0.7426111316069388,0.32839750182832467,PISD,PS(42:3),PE(18:4),23761
6,PS,PE,-0.3324400163994794,0.7435527411278104,0.3271522410334511,PISD,PS(26:1),PE(44:3),23761
6,PS,PE,-0.33197539669782783,0.7428442094962704,0.3280892133712088,PISD,PS(34:1),PE(14:1),23761
