Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Cage,Position,Genotype,Dilution Factor,Sex2,Sex,Brain Region,method_type,Blank Subtraction
PI (28:0),772.5,495.5,42285.703125,772.5 -> 495.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PI (28:0),772.5,495.5,41904.302978515625,772.5 -> 495.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,755.540283203125
PIp (30:1),782.5,505.5,30629.08251953125,782.5 -> 505.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,766.099853515625
PIp (30:1),782.5,505.5,30298.701614379883,782.5 -> 505.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PIo (30:1),784.5,507.5,14629.001083374023,784.5 -> 507.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,14.520187377929688
PIo (30:1),784.5,507.5,15225.741088867188,784.5 -> 507.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,1212.6799621582031
PIo (30:0),786.5,509.5,26088.80206298828,786.5 -> 509.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PIo (30:0),786.5,509.5,22994.301696777344,786.5 -> 509.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PI (30:4),792.4,515.4,9387.960632324219,792.4 -> 515.4,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,770.6400375366211
PI (30:4),792.4,515.4,9665.220672607422,792.4 -> 515.4,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,96.55995178222656
PI (30:2),796.5,519.5,16669.96127319336,796.5 -> 519.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,19.44000244140625
PI (30:2),796.5,519.5,15901.90103149414,796.5 -> 519.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,1568.7601013183594
PI (30:1),798.5,521.5,24247.481872558594,798.5 -> 521.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,1197.1000366210938
PI (30:1),798.5,521.5,23641.401763916016,798.5 -> 521.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,212.67971801757812
PI (30:0),800.5,523.5,58639.883544921875,800.5 -> 523.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PI (30:0),800.5,523.5,61802.42443847656,800.5 -> 523.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,7070.4403076171875
PIp (32:1),810.5,533.5,18566.10124206543,810.5 -> 533.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,9835.160598754883
PIp (32:1),810.5,533.5,11591.640808105469,810.5 -> 533.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,1863.9201049804688
"PIo (32:1), PIp (32:0)",812.5,535.5,20969.301696777344,812.5 -> 535.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,4216.820648193359
"PIo (32:1), PIp (32:0)",812.5,535.5,19054.921142578125,812.5 -> 535.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,1519.7200012207031
PI (32:4),820.5,543.5,9205.080703735352,820.5 -> 543.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,1557.0801544189453
PI (32:4),820.5,543.5,8037.680557250977,820.5 -> 543.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,813.3800201416016
PI (32:3),822.5,545.5,10735.10075378418,822.5 -> 545.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,3387.760284423828
PI (32:3),822.5,545.5,10257.56069946289,822.5 -> 545.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,1945.1601181030273
PI (32:2),824.5,547.5,36328.10266113281,824.5 -> 547.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,8841.74072265625
PI (32:2),824.5,547.5,35642.222900390625,824.5 -> 547.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,8123.7611083984375
PI (32:1),826.5,549.5,58078.64453125,826.5 -> 549.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,13866.981201171875
PI (32:1),826.5,549.5,55200.72424316406,826.5 -> 549.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,16395.501220703125
PIp (34:4),832.5,555.5,8677.200607299805,832.5 -> 555.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PIp (34:4),832.5,555.5,8561.600692749023,832.5 -> 555.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
"PIo (34:4), PIp (34:3)",834.5,557.5,10139.620651245117,834.5 -> 557.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,1461.1800689697266
"PIo (34:4), PIp (34:3)",834.5,557.5,9872.400688171387,834.5 -> 557.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,2488.2602157592773
"PIo (34:3), PIp (34:2)",836.5,559.5,12348.540962219238,836.5 -> 559.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,4582.900428771973
"PIo (34:3), PIp (34:2)",836.5,559.5,11306.600967407227,836.5 -> 559.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,3637.7604370117188
"PIo (34:1), PIp (34:0)",840.6,563.6,27025.962158203125,840.6 -> 563.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,4664.020568847656
"PIo (34:1), PIp (34:0)",840.6,563.6,31486.481964111328,840.6 -> 563.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,12743.200469970703
PIo (34:0),842.6,565.6,36556.92266845703,842.6 -> 565.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,10401.800659179688
PIo (34:0),842.6,565.6,33906.94219970703,842.6 -> 565.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,8522.260314941406
PI (34:6),844.5,567.5,16743.781311035156,844.5 -> 567.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PI (34:6),844.5,567.5,17983.801177978516,844.5 -> 567.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,1815.2001037597656
PI (34:5),846.5,569.5,12041.720947265625,846.5 -> 569.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,104.64004516601562
PI (34:5),846.5,569.5,11876.440826416016,846.5 -> 569.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,301.3999938964844
PI (34:4),848.5,571.5,16788.201202392578,848.5 -> 571.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,2587.2202758789062
PI (34:4),848.5,571.5,18096.501205444336,848.5 -> 571.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,1596.9603118896484
PI (34:3),850.5,573.5,95762.66627502441,850.5 -> 573.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,84153.30537414551
PI (34:3),850.5,573.5,93474.02613830566,850.5 -> 573.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,83674.3053894043
PI (34:0),856.6,579.6,98783.76696777344,856.6 -> 579.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,36497.32275390625
PI (34:0),856.6,579.6,87975.78601074219,856.6 -> 579.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,28081.28173828125
PIp (36:5),858.5,581.5,23246.56170654297,858.5 -> 581.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,4999.900482177734
PIp (36:5),858.5,581.5,22764.501403808594,858.5 -> 581.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,2468.3199462890625
"PIo (36:5), PIp (36:4)",860.5,583.5,11548.120849609375,860.5 -> 583.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,630.1001281738281
"PIo (36:5), PIp (36:4)",860.5,583.5,12687.980758666992,860.5 -> 583.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,2195.4399642944336
"PIo (36:3), PIp (36:2)",864.6,587.6,21452.04135131836,864.6 -> 587.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,11452.760551452637
"PIo (36:3), PIp (36:2)",864.6,587.6,22292.461700439453,864.6 -> 587.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,12186.421005249023
"PIo (36:2), PIp (36:1)",866.6,589.6,34083.30261230469,866.6 -> 589.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,21087.921615600586
"PIo (36:2), PIp (36:1)",866.6,589.6,31915.662078857422,866.6 -> 589.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,19040.201080322266
"PIo (36:1), PIp (36:0)",868.6,591.6,56481.263610839844,868.6 -> 591.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,37466.22232055664
"PIo (36:1), PIp (36:0)",868.6,591.6,31109.06219482422,868.6 -> 591.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,10706.50064086914
PIo (36:0),870.6,593.6,20814.5615234375,870.6 -> 593.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PIo (36:0),870.6,593.6,34231.02182006836,870.6 -> 593.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,17638.04071044922
PI (36:6),872.5,595.5,26006.381546020508,872.5 -> 595.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,12274.640731811523
PI (36:6),872.5,595.5,15075.781188964844,872.5 -> 595.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,5626.600540161133
PI (36:5),874.5,597.5,63376.72560119629,874.5 -> 597.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,54265.545013427734
PI (36:5),874.5,597.5,58111.14373779297,874.5 -> 597.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,48821.863021850586
PI (36:4),876.5,599.5,1295144.963256836,876.5 -> 599.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,1284299.4225006104
PI (36:4),876.5,599.5,1237888.3709106445,876.5 -> 599.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,1227257.1501312256
PI (36:2),880.6,603.6,1709628.7700805664,880.6 -> 603.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,1676201.7078857422
PI (36:2),880.6,603.6,1676662.8424072266,880.6 -> 603.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,1644532.299987793
PI (36:1),882.6,605.6,227982.93518066406,882.6 -> 605.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,203161.41348266602
PI (36:1),882.6,605.6,221605.16918945312,882.6 -> 605.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,196779.00744628906
PI (36:0),884.6,607.6,39182.70281982422,884.6 -> 607.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,12278.860961914062
PI (36:0),884.6,607.6,36768.90222167969,884.6 -> 607.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,11843.88037109375
"PIo (38:5), PIp (38:4)",888.6,611.6,13057.520965576172,888.6 -> 611.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,3715.040237426758
"PIo (38:5), PIp (38:4)",888.6,611.6,12112.981063842773,888.6 -> 611.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,4124.480556488037
"PIo (38:4), PIp (38:3)",890.6,613.6,19305.26109313965,890.6 -> 613.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,10444.74047088623
"PIo (38:4), PIp (38:3)",890.6,613.6,19506.3409576416,890.6 -> 613.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,10298.020378112793
"PIo (38:3), PIp (38:2)",892.6,615.6,30515.001892089844,892.6 -> 615.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,21011.08120727539
"PIo (38:3), PIp (38:2)",892.6,615.6,33484.58164978027,892.6 -> 615.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,23446.42091369629
"PIo (38:2), PIp (38:1)",894.6,617.6,42770.602630615234,894.6 -> 617.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,31187.321807861328
"PIo (38:2), PIp (38:1)",894.6,617.6,42254.202697753906,894.6 -> 617.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,31933.621948242188
"PIo (38:1), PIp (38:0)",896.6,619.6,37865.42337036133,896.6 -> 619.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,22875.9423828125
"PIo (38:1), PIp (38:0)",896.6,619.6,31878.52212524414,896.6 -> 619.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,16330.281127929688
PI (38:6),900.5,623.5,77139.32650756836,900.5 -> 623.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,66204.10568237305
PI (38:6),900.5,623.5,76773.88478088379,900.5 -> 623.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,65895.70397949219
PI (38:5),902.5,625.5,106522.46670532227,902.5 -> 625.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,97235.02607727051
PI (38:5),902.5,625.5,103263.76649475098,902.5 -> 625.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,94412.46583557129
PI (38:4),904.6,627.6,114274.090675354,904.6 -> 627.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,106534.87013244629
PI (38:4),904.6,627.6,106336.24604034424,904.6 -> 627.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,99160.40558624268
PI (38:3),906.6,629.6,126672.03045654297,906.6 -> 629.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,117922.76986694336
PI (38:3),906.6,629.6,116556.2271270752,906.6 -> 629.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,107864.28652191162
PI (38:2),908.6,631.6,80527.26708984375,908.6 -> 631.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,72019.46654510498
PI (38:2),908.6,631.6,80239.06562805176,908.6 -> 631.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,71025.20504760742
PI (38:1),910.6,633.6,25569.262268066406,910.6 -> 633.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,15750.221603393555
PI (38:1),910.6,633.6,24553.941497802734,910.6 -> 633.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,14785.78076171875
"PIo (40:6), PIp (40:5)",914.6,637.6,12647.780792236328,914.6 -> 637.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,2676.120101928711
"PIo (40:6), PIp (40:5)",914.6,637.6,12274.060897827148,914.6 -> 637.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,2215.080108642578
"PIo (40:5), PIp (40:4)",916.6,639.6,17463.721160888672,916.6 -> 639.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,6117.380401611328
"PIo (40:5), PIp (40:4)",916.6,639.6,16793.441040039062,916.6 -> 639.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,4861.5802001953125
"PIo (40:4), PIp (40:3)",918.6,641.6,11903.240783691406,918.6 -> 641.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,3612.3201599121094
"PIo (40:4), PIp (40:3)",918.6,641.6,13049.020950317383,918.6 -> 641.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,4721.940383911133
"PIo (40:3), PIp (40:2)",920.6,643.6,13869.301132202148,920.6 -> 643.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,6620.700653076172
"PIo (40:3), PIp (40:2)",920.6,643.6,13910.601173400879,920.6 -> 643.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,6153.140556335449
"PIo (40:2), PIp (40:1)",922.6,645.6,18595.741302490234,922.6 -> 645.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,9061.78059387207
"PIo (40:2), PIp (40:1)",922.6,645.6,19400.641006469727,922.6 -> 645.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,9653.680252075195
"PIo (40:1), PIp (40:0)",924.7,647.7,45337.242904663086,924.7 -> 647.7,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,31908.622024536133
"PIo (40:1), PIp (40:0)",924.7,647.7,44566.22409057617,924.7 -> 647.7,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,31316.083038330078
PIo (40:7),926.7,649.7,51680.62333679199,926.7 -> 649.7,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,40485.96253967285
PIo (40:7),926.7,649.7,44910.92225646973,926.7 -> 649.7,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,33885.72146606445
PI (40:6),928.6,651.6,91172.82693481445,928.6 -> 651.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,37071.382583618164
PI (40:6),928.6,651.6,83342.36277770996,928.6 -> 651.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,31492.459014892578
PI (40:5),930.6,653.6,47207.74277496338,930.6 -> 653.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,23753.581031799316
PI (40:5),930.6,653.6,41862.362243652344,930.6 -> 653.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,18379.140258789062
PI (40:4),932.6,655.6,17399.101318359375,932.6 -> 655.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,7108.880546569824
PI (40:4),932.6,655.6,17937.761459350586,932.6 -> 655.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,8525.300895690918
PI (40:3),934.6,657.6,16128.401290893555,934.6 -> 657.6,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,7703.560745239258
