Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Cage,Genotype,Sex,method_type,Blank Subtraction,subclasses,chain_length,saturation,between_parenthese,FA_Chain
[TG(48:8)|TG(47:1)]_FA18:0,808.7,507.4,22633.821746826172,808.7 -> 507.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,0.0,TG,TG,8,(48:8),18:0
[TG(48:7)|TG(47:0)]_FA18:0,810.8,509.5,37172.44250488281,810.8 -> 509.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,4897.9603271484375,TG,TG,7,(48:7),18:0
[TG(48:6)]_FA18:0,812.7,511.4,26474.701873779297,812.7 -> 511.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,3028.420166015625,TG,TG,6,(48:6),18:0
[TG(48:5)]_FA18:0,814.7,513.4,16262.041259765625,814.7 -> 513.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,683.7801513671875,TG,TG,5,(48:5),18:0
[TG(48:4)]_FA18:0,816.7,515.4,15147.221054077148,816.7 -> 515.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,1878.68017578125,TG,TG,4,(48:4),18:0
[TG(48:3)]_FA18:0,818.7,517.4,20812.78160095215,818.7 -> 517.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,6326.240646362305,TG,TG,3,(48:3),18:0
[TG(48:2)]_FA18:0,820.7,519.4,30011.48243713379,820.7 -> 519.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,11100.381118774414,TG,TG,2,(48:2),18:0
[TG(49:8)|TG(48:1)]_FA18:0,822.8,521.5,85109.74572753906,822.8 -> 521.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,48009.30294799805,TG,TG,8,(49:8),18:0
[TG(49:7)|TG(48:0)]_FA18:0,824.8,523.5,179774.4708251953,824.8 -> 523.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,105685.9658203125,TG,TG,7,(49:7),18:0
[TG(49:6)]_FA18:0,826.7,525.4,29440.522262573242,826.7 -> 525.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,8096.040786743164,TG,TG,6,(49:6),18:0
[TG(49:5)]_FA18:0,828.7,527.4,19489.02130126953,828.7 -> 527.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,1702.4400939941406,TG,TG,5,(49:5),18:0
[TG(49:4)]_FA18:0,830.7,529.4,16706.46127319336,830.7 -> 529.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,0.0,TG,TG,4,(49:4),18:0
[TG(49:3)]_FA18:0,832.7,531.4,15145.201049804688,832.7 -> 531.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,98.39997863769531,TG,TG,3,(49:3),18:0
[TG(50:9)|TG(49:2)]_FA18:0,834.8,533.5,19127.841339111328,834.8 -> 533.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,5374.0003662109375,TG,TG,9,(50:9),18:0
[TG(50:8)|TG(49:1)]_FA18:0,836.8,535.5,46059.64318847656,836.8 -> 535.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,20562.561279296875,TG,TG,8,(50:8),18:0
[TG(50:7)|TG(49:0)]_FA18:0,838.8,537.5,87829.32580566406,838.8 -> 537.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,46502.82275390625,TG,TG,7,(50:7),18:0
[TG(50:6)]_FA18:0,840.7,539.4,23584.361709594727,840.7 -> 539.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,7135.340469360352,TG,TG,6,(50:6),18:0
[TG(50:5)]_FA18:0,842.7,541.4,18419.86134338379,842.7 -> 541.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,2187.1402435302734,TG,TG,5,(50:5),18:0
[TG(50:4)]_FA18:0,844.7,543.4,19598.521392822266,844.7 -> 543.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,6237.660552978516,TG,TG,4,(50:4),18:0
[TG(50:3)]_FA18:0,846.8,545.5,54191.76385498047,846.8 -> 545.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,38532.382751464844,TG,TG,3,(50:3),18:0
[TG(51:9)|TG(50:2)]_FA18:0,848.8,547.5,640733.7072753906,848.8 -> 547.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,601660.7446289062,TG,TG,9,(51:9),18:0
[TG(51:8)|TG(50:1)]_FA18:0,850.8,549.5,1851956.556274414,850.8 -> 549.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,1768148.4304199219,TG,TG,8,(51:8),18:0
[TG(51:7)|TG(50:0)]_FA18:0,852.8,551.5,1686202.9643554688,852.8 -> 551.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,1546722.0346679688,TG,TG,7,(51:7),18:0
[TG(51:6)]_FA18:0,854.7,553.4,136863.7095336914,854.7 -> 553.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,113060.7080078125,TG,TG,6,(51:6),18:0
[TG(51:5)]_FA18:0,856.7,555.4,19410.941314697266,856.7 -> 555.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,3115.2601013183594,TG,TG,5,(51:5),18:0
[TG(51:4)]_FA18:0,858.8,557.5,16833.301193237305,858.8 -> 557.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,912.2801513671875,TG,TG,4,(51:4),18:0
[TG(52:10)|TG(51:3)]_FA18:0,860.8,559.5,32227.18231201172,860.8 -> 559.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,16917.301239013672,TG,TG,10,(52:10),18:0
[TG(52:9)|TG(51:2)]_FA18:0,862.8,561.5,195255.20895385742,862.8 -> 561.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,176405.64764404297,TG,TG,9,(52:9),18:0
[TG(52:8)|TG(51:1)]_FA18:0,864.8,563.5,339996.7748413086,864.8 -> 563.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,304428.9119873047,TG,TG,8,(52:8),18:0
[TG(52:7)|TG(51:0)]_FA18:0,866.8,565.5,111458.90856933594,866.8 -> 565.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,74655.60595703125,TG,TG,7,(52:7),18:0
[TG(52:6)]_FA18:0,868.7,567.4,26520.92205810547,868.7 -> 567.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,3793.6205444335938,TG,TG,6,(52:6),18:0
[TG(52:5)]_FA18:0,870.8,569.5,34375.542419433594,870.8 -> 569.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,17487.361206054688,TG,TG,5,(52:5),18:0
[TG(52:4)]_FA18:0,872.8,571.5,263898.2613372803,872.8 -> 571.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,245489.44024658203,TG,TG,4,(52:4),18:0
[TG(53:10)|TG(52:3)]_FA18:0,874.8,573.5,3457786.621032715,874.8 -> 573.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,3429361.1790161133,TG,TG,10,(53:10),18:0
[TG(53:9)|TG(52:2)]_FA18:0,876.8,575.5,20807427.06604004,876.8 -> 575.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,20714530.35961914,TG,TG,9,(53:9),18:0
[TG(53:8)|TG(52:1)]_FA18:0,878.8,577.5,20011858.233398438,878.8 -> 577.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,19695392.631347656,TG,TG,8,(53:8),18:0
[TG(53:7)|TG(52:0)]_FA18:0,880.8,579.5,1984166.3286132812,880.8 -> 579.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,1803766.2163085938,TG,TG,7,(53:7),18:0
[TG(53:6)]_FA18:0,882.8,581.5,90936.12634277344,882.8 -> 581.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,60219.344177246094,TG,TG,6,(53:6),18:0
[TG(54:12)|TG(53:5)]_FA18:0,884.8,583.5,25125.241973876953,884.8 -> 583.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,10269.300964355469,TG,TG,12,(54:12),18:0
[TG(54:11)|TG(53:4)]_FA18:0,886.8,585.5,50460.78485870361,886.8 -> 585.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,35314.54393005371,TG,TG,11,(54:11),18:0
[TG(54:10)|TG(53:3)]_FA18:0,888.8,587.5,204782.1527709961,888.8 -> 587.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,188125.05157470703,TG,TG,10,(54:10),18:0
[TG(54:9)|TG(53:2)]_FA18:0,890.8,589.5,367270.9717102051,890.8 -> 589.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,342409.2299194336,TG,TG,9,(54:9),18:0
[TG(54:8)|TG(53:1)]_FA18:0,892.8,591.5,293220.7420654297,892.8 -> 591.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,256899.07928466797,TG,TG,8,(54:8),18:0
[TG(54:7)|TG(53:0)]_FA18:0,894.8,593.5,76604.32568359375,894.8 -> 593.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,47997.16372680664,TG,TG,7,(54:7),18:0
[TG(54:6)]_FA18:0,896.8,595.5,101172.58790588379,896.8 -> 595.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,83489.78660583496,TG,TG,6,(54:6),18:0
[TG(54:5)]_FA18:0,898.8,597.5,997240.613494873,898.8 -> 597.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,976413.2319641113,TG,TG,5,(54:5),18:0
[TG(55:11)|TG(54:4)]_FA18:0,900.8,599.5,5945100.883117676,900.8 -> 599.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,5901489.279846191,TG,TG,11,(55:11),18:0
[TG(55:10)|TG(54:3)]_FA18:0,902.8,601.5,12895665.874023438,902.8 -> 601.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,12818494.608154297,TG,TG,10,(55:10),18:0
[TG(55:9)|TG(54:2)]_FA18:0,904.8,603.5,9458214.381347656,904.8 -> 603.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,9254979.747070312,TG,TG,9,(55:9),18:0
[TG(55:8)|TG(54:1)]_FA18:0,906.8,605.5,2210738.8686523438,906.8 -> 605.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,2099747.399658203,TG,TG,8,(55:8),18:0
[TG(55:7)|TG(54:0)]_FA18:0,908.9,607.6,319244.21923828125,908.9 -> 607.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,222128.5126953125,TG,TG,7,(55:7),18:0
[TG(56:13)|TG(55:6)]_FA18:0,910.8,609.5,44128.462829589844,910.8 -> 609.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,18494.340911865234,TG,TG,13,(56:13),18:0
[TG(56:12)|TG(55:5)]_FA18:0,912.8,611.5,38815.20309448242,912.8 -> 611.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,24297.522048950195,TG,TG,12,(56:12),18:0
[TG(56:11)|TG(55:4)]_FA18:0,914.8,613.5,77261.0849609375,914.8 -> 613.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,62005.923889160156,TG,TG,11,(56:11),18:0
[TG(56:10)|TG(55:3)]_FA18:0,916.8,615.5,134642.61276245117,916.8 -> 615.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,114085.63119506836,TG,TG,10,(56:10),18:0
[TG(56:9)|TG(55:2)]_FA18:0,918.8,617.5,186940.13494873047,918.8 -> 617.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,161075.11303710938,TG,TG,9,(56:9),18:0
[TG(56:8)|TG(55:1)]_FA18:0,920.9,619.6,109381.68896484375,920.9 -> 619.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,84911.22717285156,TG,TG,8,(56:8),18:0
[TG(56:7)|TG(55:0)]_FA18:0,922.9,621.6,193868.75350952148,922.9 -> 621.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,171089.21188354492,TG,TG,7,(56:7),18:0
[TG(56:6)]_FA18:0,924.8,623.5,867164.372467041,924.8 -> 623.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,847573.3910064697,TG,TG,6,(56:6),18:0
[TG(57:12)|TG(56:5)]_FA18:0,926.8,625.5,1296080.0163269043,926.8 -> 625.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,1278211.4552001953,TG,TG,12,(57:12),18:0
[TG(57:11)|TG(56:4)]_FA18:0,928.8,627.5,1264940.7558898926,928.8 -> 627.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,1249646.1148223877,TG,TG,11,(57:11),18:0
[TG(57:10)|TG(56:3)]_FA18:0,930.8,629.5,1241045.445159912,930.8 -> 629.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,1222958.9438476562,TG,TG,10,(57:10),18:0
[TG(57:9)|TG(56:2)]_FA18:0,932.9,631.6,855103.428527832,932.9 -> 631.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,832231.8069763184,TG,TG,9,(57:9),18:0
[TG(57:8)|TG(56:1)]_FA18:0,934.9,633.6,141282.14892578125,934.9 -> 633.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,116031.72695922852,TG,TG,8,(57:8),18:0
[TG(58:14)|TG(57:7)|TG(56:0)]_FA18:0,936.9,635.6,44699.22317504883,936.9 -> 635.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,18873.58135986328,TG,TG,14,(58:14),18:0
[TG(58:13)|TG(57:6)]_FA18:0,938.8,637.5,38998.90255737305,938.8 -> 637.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,16223.021026611328,TG,TG,13,(58:13),18:0
[TG(58:12)|TG(57:5)]_FA18:0,940.8,639.5,40387.64308166504,940.8 -> 639.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,21362.601760864258,TG,TG,12,(58:12),18:0
[TG(58:11)|TG(57:4)]_FA18:0,942.8,641.5,41095.92329406738,942.8 -> 641.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,26733.222244262695,TG,TG,11,(58:11),18:0
[TG(58:10)|TG(57:3)]_FA18:0,944.9,643.6,28918.32196044922,944.9 -> 643.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,11982.680603027344,TG,TG,10,(58:10),18:0
[TG(58:9)|TG(57:2)]_FA18:0,946.9,645.6,41600.34298706055,946.9 -> 645.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,24681.54182434082,TG,TG,9,(58:9),18:0
[TG(58:8)|TG(57:1)]_FA18:0,948.9,647.6,163283.87576293945,948.9 -> 647.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,141480.13424682617,TG,TG,8,(58:8),18:0
[TG(58:7)|TG(57:0)]_FA18:0,950.9,649.6,227088.99996948242,950.9 -> 649.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,205159.61837768555,TG,TG,7,(58:7),18:0
[TG(59:13)|TG(58:6)]_FA18:0,952.8,651.5,197240.89672851562,952.8 -> 651.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,177044.27522277832,TG,TG,13,(59:13),18:0
[TG(59:12)|TG(58:5)]_FA18:0,954.8,653.5,118678.71014404297,954.8 -> 653.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,103119.76904296875,TG,TG,12,(59:12),18:0
[TG(59:11)|TG(58:4)]_FA18:0,956.9,655.6,62422.96499633789,956.9 -> 655.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,46949.96397399902,TG,TG,11,(59:11),18:0
[TG(59:10)|TG(58:3)]_FA18:0,958.9,657.6,66744.26596069336,958.9 -> 657.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,50747.64474487305,TG,TG,10,(59:10),18:0
[TG(59:9)|TG(58:2)]_FA18:0,960.9,659.6,60166.22463989258,960.9 -> 659.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,43215.60348510742,TG,TG,9,(59:9),18:0
[TG(60:15)|TG(59:8)|TG(58:1)]_FA18:0,962.9,661.6,36943.92263793945,962.9 -> 661.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,16235.701385498047,TG,TG,15,(60:15),18:0
[TG(60:14)|TG(59:7)|TG(58:0)]_FA18:0,964.9,663.6,37797.182678222656,964.9 -> 663.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,9094.500610351562,TG,TG,14,(60:14),18:0
[TG(60:13)|TG(59:6)]_FA18:0,966.8,665.5,24627.26171875,966.8 -> 665.5,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,5691.640441894531,TG,TG,13,(60:13),18:0
[TG(60:12)|TG(59:5)]_FA18:0,968.9,667.6,16640.86131286621,968.9 -> 667.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,2379.8204498291016,TG,TG,12,(60:12),18:0
[TG(60:11)|TG(59:4)]_FA18:0,970.9,669.6,17625.321258544922,970.9 -> 669.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,3889.70027923584,TG,TG,11,(60:11),18:0
[TG(60:10)|TG(59:3)]_FA18:0,972.9,671.6,21481.721893310547,972.9 -> 671.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,7192.060821533203,TG,TG,10,(60:10),18:0
[TG(60:9)|TG(59:2)]_FA18:0,974.9,673.6,22139.621780395508,974.9 -> 673.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,6964.860702514648,TG,TG,9,(60:9),18:0
[TG(60:8)|TG(59:1)]_FA18:0,976.9,675.6,31142.282302856445,976.9 -> 675.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,14020.921188354492,TG,TG,8,(60:8),18:0
[TG(61:14)|TG(60:7)|TG(59:0)]_FA18:0,978.9,677.6,37150.96273803711,978.9 -> 677.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,19082.32144165039,TG,TG,14,(61:14),18:0
[TG(61:13)|TG(60:6)]_FA18:0,980.9,679.6,26461.24200439453,980.9 -> 679.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,11767.361053466797,TG,TG,13,(61:13),18:0
[TG(61:12)|TG(60:5)]_FA18:0,982.9,681.6,20087.501358032227,982.9 -> 681.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,6633.440338134766,TG,TG,12,(61:12),18:0
[TG(61:11)|TG(60:4)]_FA18:0,984.9,683.6,18751.42137145996,984.9 -> 683.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,4620.380409240723,TG,TG,11,(61:11),18:0
[TG(61:10)|TG(60:3)]_FA18:0,986.9,685.6,24389.76153564453,986.9 -> 685.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,6458.380218505859,TG,TG,10,(61:10),18:0
[TG(62:16)|TG(61:9)|TG(60:2)]_FA18:0,988.9,687.6,20519.30140686035,988.9 -> 687.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,5888.300323486328,TG,TG,16,(62:16),18:0
[TG(62:15)|TG(61:8)|TG(60:1)]_FA18:0,990.9,689.6,26596.84213256836,990.9 -> 689.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,8846.620880126953,TG,TG,15,(62:15),18:0
[TG(62:14)|TG(61:7)|TG(60:0)]_FA18:0,993.0,691.7,22094.821502685547,993.0 -> 691.7,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,5922.020309448242,TG,TG,14,(62:14),18:0
[TG(62:13)|TG(61:6)]_FA18:0,994.9,693.6,16071.861083984375,994.9 -> 693.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,4505.8802490234375,TG,TG,13,(62:13),18:0
[TG(62:12)|TG(61:5)]_FA18:0,996.9,695.6,16103.101150512695,996.9 -> 695.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,3490.0402069091797,TG,TG,12,(62:12),18:0
[TG(62:11)|TG(61:4)]_FA18:0,998.9,697.6,15774.96125793457,998.9 -> 697.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,3307.180335998535,TG,TG,11,(62:11),18:0
[TG(62:10)|TG(61:3)]_FA18:0,1000.9,699.6,15941.761138916016,1000.9 -> 699.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,4363.260299682617,TG,TG,10,(62:10),18:0
[TG(62:9)|TG(61:2)]_FA18:0,1002.9,701.6,16804.841247558594,1002.9 -> 701.6,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,5823.80046081543,TG,TG,9,(62:9),18:0
