lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M3-5xFAD-cerebellum10x_01202023,DOD99-M1-5xFAD-cerebellum10x_01202023,M1FAD173-5xFAD-Cerebellum10x_01182023,M2FAD173-5xFAD-Cerebellum10x_01192023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,10xBlank_01202023
TAG(56:4)_FA 18:0,0.2042674939818057,10.294025836863723,0.189383645621092,0.6634300996695259,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,236881.79718017575,2705391.9146728516,275989.00213623047,704877.6713562012,459266.4302978515,628367.7818603516,406030.20666503906,1378337.8359375,637693.7178955078,694158.8675537109,21503.6213760376
TAG(56:4)_FA 18:1,0.2651458330455569,7.299317113770307,0.3188981012021941,0.5722705994116969,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,45037.20297241211,254376.37896728516,66857.90466308594,95777.18682861328,74914.6251373291,74377.88562011719,70665.96469116211,126727.78854370116,96279.42585754396,80517.44631958008,23016.64143371582
TAG(56:4)_FA 18:2,0.15300617522805435,6.43111219981165,0.10629015426457045,0.7444079308526479,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,31786.5625,61012.764892578125,57094.64456176758,72595.80400085449,47359.9835357666,48743.10368347168,52746.34394836426,48378.86328125,63411.84385681152,36191.40269470215,26030.621963500977
TAG(56:4)_FA 20:0,0.19408587836209537,7.063405004041886,0.17098169589462464,0.679240813217633,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,36436.682556152344,113988.16912841795,97425.72610473631,98991.00563049316,76022.66638183594,64337.40542602539,96455.66511535645,61308.3849029541,74755.90531921387,79772.62467956543,46783.3836517334
TAG(56:4)_FA 20:4,0.07524829678885045,8.35741274518521,0.02571841866134153,0.8725899106403585,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,149518.59130859375,172254.19140625,206057.99584960935,201349.474609375,223114.17504882812,194385.79345703125,215364.6970214844,179530.251953125,187683.73388671875,168676.8729248047,146159.33081054688
TAG(56:5)_FA 16:0,0.3772792309938953,6.522881758752653,0.6447215114806113,0.4220062230172163,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,33708.90249633789,124181.44909667967,40861.162841796875,62404.60362243652,46442.10330963135,52025.96391296387,47202.46388244629,57689.884857177734,47753.70374298096,36612.502685546875,33104.90249633789
TAG(56:5)_FA 16:1,0.10530069974836868,6.01287261056541,0.05035407753086929,0.822448294010971,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,25075.461868286133,70358.88450622559,29989.20216369629,45271.46354675293,28334.681854248047,41349.04299926758,34035.102111816406,44952.78326416016,38004.20217895508,30897.502059936523,19917.54136657715
TAG(56:5)_FA 18:0,0.42930778025643607,7.994636335060709,0.8341426039360158,0.3610773806422878,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,74558.28604125977,510083.1562805176,85778.34631347656,149807.06930541992,111462.76705932616,136225.48922729492,98204.02703857422,198488.91482543945,125838.60932922363,131743.7477722168,18966.861267089844
TAG(56:5)_FA 18:1,0.24811794214119168,10.15953130582132,0.27931099320267094,0.5971531721220685,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,212981.51623535156,2551038.7456054688,287463.5223388672,560417.0626831055,428104.7498779297,458436.39318847656,433780.7119140625,1251290.316040039,613110.6281738281,602689.0863037109,24735.20167541504
TAG(56:5)_FA 18:2,0.2542133746436197,7.317128731408812,0.2931761232266581,0.5881923480787049,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,43924.6435546875,255951.61700439453,68949.90403747559,101451.02717590332,73653.28616333008,73895.16513061523,74076.26539611816,138117.70928955078,95364.98568725586,76618.78515625,21182.441329956055
TAG(56:5)_FA 20:0,0.24253962072638882,5.439490728543384,0.26687113892788267,0.6054384033834076,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,22592.561714172363,25531.601860046387,30205.72164916992,29887.021911621097,25298.20181274414,26882.72193908691,27680.5418548584,23112.901695251465,23120.121673583984,18003.901123046875,18046.96134185791
TAG(56:5)_FA 20:4,0.1444145157843664,7.92622172291638,0.09469746518090005,0.7582881457897657,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,83718.76525878906,173014.3524169922,170935.83135986328,214269.09747314453,129469.189453125,131704.44897460938,140642.7716064453,144918.25079345703,197332.45446777344,99960.82843017578,56908.264221191406
TAG(56:6)_FA 16:0,0.9169071802508221,7.965351026528912,3.756397371959677,0.052605807433067864,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,69588.86447143555,630807.814239502,86311.2657623291,133964.8097229004,115811.92785644533,109485.2470703125,88467.1060180664,153177.80993652344,97814.78643798828,97901.12713623048,28520.901596069336
TAG(56:6)_FA 16:1,0.31465385881222657,6.54464900287246,0.4488358553585381,0.5028883071126722,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,32548.44247436523,126242.7293395996,42577.703125,59200.36376953125,44072.043701171875,51323.86343383789,48527.84375,58917.963775634766,49446.94338989258,41000.30300140381,36152.20288848877
TAG(56:6)_FA 18:0,0.3766488252268939,7.293341223800862,0.6425927962072819,0.42277346471787197,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,58140.06335449219,236124.9574584961,62453.36444091797,99687.4676513672,84356.42492675781,91502.60546875,76164.18518066406,96373.3471069336,85638.74533081055,72619.62518310547,34859.68246459961
TAG(56:6)_FA 18:1,0.444984228101189,7.919132418879369,0.8959284311417832,0.343875799523777,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,67976.5046081543,500764.39266967773,90356.7469177246,124602.40829467772,101747.9469909668,106341.08782958984,104810.9483642578,197127.9557800293,124279.22909545898,118347.78713989258,21292.06137084961
TAG(56:6)_FA 18:2,0.2684878310755392,10.17512516199376,0.32698641103343107,0.5674390098961574,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,209052.4938354492,2599582.2903442383,293245.28356933594,577874.5012817383,434397.510559082,453224.7155761719,444875.609375,1251812.3895263672,624584.9886474609,597152.7025146484,23812.921798706055
TAG(56:6)_FA 20:0,0.09643507023595989,5.394592356738799,0.04223092032344766,0.8371802239767365,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,19947.101402282715,24745.201599121097,23350.64176940918,25655.261741638184,23081.82154846191,26434.881912231445,25297.84189605713,20884.32159423828,21627.581268310547,20191.521423339844,28334.26197052002
TAG(56:6)_FA 20:4,0.39273346817443083,8.986463554235145,0.6984940365618966,0.40329018290415636,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,191601.8555908203,352834.7268066406,417564.7702636719,484272.52380371094,306868.4052734375,227516.99963378903,282951.8210449219,299296.3992919922,363839.1268310547,197721.2540283203,93550.586669921875
TAG(56:7)_FA 16:0,0.23913859270690935,6.724356134762982,0.2594700257786826,0.6104844881152411,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,40341.9026184082,108622.54696655272,63515.70501708984,82035.02575683594,52067.423400878906,70667.76443481445,64119.18453979492,60202.0041809082,59320.943267822266,46891.92343139648,23594.62156677246
TAG(56:7)_FA 16:1,0.8684142330700055,7.952370897220084,3.3752176740190425,0.06618383638557034,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,68317.0446472168,618845.5997924805,84132.98573303223,127704.76834106444,115706.78814697266,111890.06817626952,88435.54608154297,158314.5509033203,104872.96768188477,90803.40704345705,28556.76222229004
TAG(56:7)_FA 18:0,-0.016647219559392752,7.1056141526103005,0.0012588421141117578,0.9716968623893218,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,42187.96276855469,39172.02267456055,58449.30438232422,196267.45361328125,88919.76719665527,115502.86880493164,65871.38467407227,62238.904296875,139741.04724121094,48044.72375488281,25445.201599121097
TAG(56:7)_FA 18:1,0.3917296775236792,7.256533871087078,0.6949201876266216,0.4044958674343893,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,54239.32360839844,222761.97552490231,67293.48498535156,86672.0068359375,94326.6260986328,79174.8051147461,72739.34533691406,97093.50744628906,89334.26580810547,68099.82461547852,39011.222747802734
TAG(56:7)_FA 18:2,0.4365858508711651,7.931174520755117,0.8625560029333883,0.35302439953605896,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,66625.96447753906,491680.490814209,92210.08670043944,130698.14807128906,109670.78833007812,114852.34857177734,101421.5283203125,195880.37322998047,123308.3676147461,122345.7294921875,21795.08140563965
TAG(56:7)_FA 20:0,0.0049513293516693715,5.654281927452377,1.113513107924291e-4,0.9915806285849791,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,21275.021461486816,22438.781707763672,26704.621826171875,33752.682273864746,30470.42244720459,27655.60189819336,32491.242218017574,26676.361892700195,27233.461799621586,25871.46174621582,36411.68240356445
TAG(56:7)_FA 20:4,0.7734079353860901,8.151351662457213,2.685241632163525,0.10128186129016033,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,86955.90588378906,251033.4574584961,278096.6986694336,302744.0994873047,185636.15048217773,92457.80743408205,149162.85321044922,148800.90939331055,182544.95611572263,86126.58486938477,49940.60345458984
TAG(56:8)_FA 16:0,0.17838598980808432,6.339726883841395,0.14445111926079335,0.703895490965797,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,49593.702545166016,48045.86282348633,55145.68341064453,52309.94342041016,41428.1032409668,53419.08392333984,52236.12405395508,43894.42269897461,43016.303314208984,38698.06298828125,26022.34194946289
TAG(56:8)_FA 16:1,0.2996483400307715,6.741920828208173,0.4071264608007823,0.5234316154169485,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,42099.42321777344,108654.927734375,66271.78448486328,82525.22523498535,57712.0643157959,69064.42498779297,63430.004943847656,59352.00393676758,61268.18533325195,45048.803146362305,23650.04164123535
TAG(56:8)_FA 18:0,0.03877319717657082,6.083174162305758,0.0068284099766060535,0.9341424115632685,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,29155.48223876953,38104.70278930664,43856.98355102539,49506.66329956055,36991.00273132324,44251.68328857422,45878.76329040527,36072.56252288818,42033.94319152832,32159.96228027344,26831.36215209961
TAG(56:8)_FA 18:1,0.005248188077948942,7.100420794268519,1.25114805996418e-4,0.9910754698953502,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,47490.623291015625,43996.04333496094,62506.18395996094,166822.63543701172,99391.88595581056,93400.90856933594,72002.42477416992,63246.76481628418,137499.0471496582,57554.144119262695,29437.34210205078
TAG(56:8)_FA 18:2,0.3802203146485353,7.264990381402033,0.6548012673356425,0.4184013134368036,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,56894.063903808594,231371.73614501953,65204.08508300781,89243.26580810547,85506.2658996582,79732.86505126953,81222.306640625,87114.2260131836,91722.50598144533,72482.30548095703,36622.68264770508
TAG(56:8)_FA 20:0,0.05466917883384475,5.7106250675135,0.013574276139939556,0.9072493949758452,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,25008.02195739746,25871.401916503903,35851.56251525879,34145.10221862793,30617.82208251953,36450.74285125733,34621.94250488281,29544.222412109375,30418.802276611328,22462.661682128903,21755.14144897461
TAG(56:8)_FA 20:4,0.5076832969169922,7.959830881678664,1.1648112907278119,0.2804699512946181,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,62984.82473754883,213304.19653320312,216657.15606689453,248947.61529541016,146417.9291381836,99278.546875,161638.82904052734,107848.30883789062,155072.1676940918,110216.78713989258,64226.30374145508
TAG(58:0)_FA 16:0,0.03448881562832665,6.217395191302689,0.005402750944313084,0.9414055324555025,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,31945.982299804688,31117.9423828125,48316.723236083984,44207.26361083984,37378.64269256592,48920.28353881836,47283.7834777832,35138.102600097656,32105.60244750977,34885.902603149414,64420.96368408203
TAG(58:0)_FA 16:1,-0.0030450025755412117,6.6314993421695165,4.2117063003388466e-5,0.9948219522362494,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,51779.303619384766,50020.40284729004,70020.16561889648,72350.38484191895,49866.7234954834,77545.14488220215,63307.04438781738,61388.54551696777,57399.46449279785,50247.98338317871,19020.741256713867
TAG(58:0)_FA 18:0,0.26174095768982936,7.477315391296591,0.31077138763396306,0.5772072164272218,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,92658.76637268066,70841.8240814209,121864.50820922852,132074.16802978516,100263.0253753662,105546.84605407716,103733.48748779295,71711.16467285156,102833.74835205078,71214.52656555176,122829.93090820312
TAG(58:0)_FA 18:1,-0.12699928214812564,5.629829076134475,0.07323459465199278,0.7866841499921526,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,22075.441635131836,22118.921752929688,26251.70196533203,28663.88201904297,34295.961601257324,41455.20314025879,31204.801971435547,27008.28231811523,24435.68194580078,28292.88158416748,22646.84157562256
TAG(58:0)_FA 18:2,0.15384060052504228,5.167505382887329,0.1074406937077299,0.7430768969105608,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,20355.861434936523,19780.58123779297,20278.061401367188,19770.621559143063,24399.341796875,24968.24201202393,21277.1615524292,19083.40151977539,19377.72124481201,14906.74104309082,18108.541038513184
TAG(58:0)_FA 20:0,0.05448705233188494,5.642334532188028,0.013483918827091657,0.9075572184705103,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,23447.521484375,26651.681762695312,29524.942337036133,34189.82238006592,31630.021865844727,33657.302337646484,34321.72261047363,24890.581771850582,30133.362060546875,23578.001914978027,20233.001373291016
TAG(58:0)_FA 20:4,-0.14525830544001747,5.768050918420164,0.09579860388557648,0.7569309479198505,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,23850.1416015625,19462.10138702393,24881.12168121338,43376.26235580444,40270.80279159546,48402.14259338379,30835.982650756836,27535.741287231445,38047.80218887329,28977.38215637207,16751.601188659668
TAG(58:1)_FA 16:0,0.11598750429337258,5.404978824619823,0.06108726288300659,0.8047856571432748,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,19801.48129272461,20133.30160522461,30619.242156982426,33621.222396850586,20493.661590576172,27401.32196044922,26684.30212402344,22797.50164794922,24117.581802368164,19368.561378479004,19112.701416015625
TAG(58:1)_FA 16:1,0.025995788336885175,6.251557234777451,0.0030695160564846447,0.955817235838339,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,34342.56278991699,31380.142211914062,47208.70309448242,42604.083267211914,42127.18325805664,50834.18322753906,47113.94334411621,36111.54281616211,34265.28260803223,36390.382400512695,64025.38471984863
TAG(58:1)_FA 18:0,0.21320950131927097,5.833200181904929,0.20629088335078904,0.6496902360971276,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,24457.94155883789,25599.68196105957,43094.2629699707,52364.76413726807,29606.78231811523,35862.50215911865,34481.902740478516,30681.4423828125,32704.38259124756,23297.6817779541,24704.081512451172
TAG(58:1)_FA 18:1,0.33470099342185305,7.557520555506081,0.507734066093235,0.47612141014951237,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,103398.5273590088,81341.1061706543,147086.67114257812,129265.8299407959,123998.54991149902,104878.21017456056,104566.50677490234,87487.44776916504,104351.326461792,87620.56558227539,90254.94714355467
TAG(58:1)_FA 18:2,0.1239851944967901,5.5855951376632875,0.06980043002187131,0.7916275754769538,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,23773.94187927246,24616.981658935547,29755.14227294922,26152.68197631836,35673.84259033203,29403.421981811523,29836.52214050293,24842.02163696289,26251.641578674316,24663.941528320312,22933.141540527344
TAG(58:1)_FA 20:0,0.12602934546360195,5.538255214078913,0.07212005963731372,0.788274621818333,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,21505.16177368164,25578.201599121097,30262.681671142574,31380.30165863037,28333.661987304688,29527.942512512207,28742.021965026855,25687.081665039062,30273.161865234375,17361.101181030273,21224.28151702881
TAG(58:1)_FA 20:4,0.1870273662556072,5.157397560220631,0.1587589479229905,0.6903017026506805,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,21028.12142944336,20846.40143585205,20357.98164367676,22226.601669311523,20379.18148803711,21525.30155944824,22277.681671142574,16081.841270446776,21146.42153930664,16418.801055908203,18212.781127929688
TAG(58:10)_FA 16:0,0.035908024662491,5.377440528616314,0.0058562005608564505,0.9390007757529176,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,18831.881309509277,32152.18199157715,21745.261489868164,25660.101669311523,21365.00134277344,27069.241821289062,24729.64167022705,24864.101776123047,22525.421600341797,22167.06145477295,18443.961318969727
TAG(58:10)_FA 16:1,0.07145852127409888,5.380433711451431,0.02319035518792134,0.8789631030596556,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,23343.40171813965,28227.502044677734,23988.581497192383,22162.301475524902,21876.10157775879,30458.54217529297,25628.421646118164,21353.421417236328,22599.061645507812,20288.34152984619,18418.02131652832
TAG(58:10)_FA 18:0,-0.28231935508288886,5.8296891948966625,0.36145271801547096,0.5477005380336205,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,25105.16145324707,20739.14143371582,24586.101486206055,42428.66381072998,36167.52242279053,51646.08376312256,32242.862030029297,32585.14232635498,40607.90299987793,31095.36239624023,19410.981323242188
TAG(58:10)_FA 18:1,0.13458592581063358,5.545344987361363,0.08224171815106732,0.7742821798495518,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,23973.021926879883,26455.121856689453,25898.121742248535,31044.22200012207,29129.942237854004,29849.582061767574,27574.84149169922,23857.041763305664,26551.161834716797,22445.44164276123,23109.001846313477
TAG(58:10)_FA 18:2,0.277971124732013,6.331186179131898,0.3504320799829088,0.5538686419410667,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,54203.64404296875,41421.40286254883,56251.524017333984,48709.92314147949,47841.74311828613,51040.68371582031,46935.26345825195,38984.60290527344,41527.74331665039,40041.222900390625,30040.742401123047
TAG(58:10)_FA 20:0,0.2466000161358551,5.275305135018605,0.2758644652622664,0.5994246936697871,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,19398.96166229248,22119.68130493164,23189.641567230225,24108.721618652344,27222.742095947266,23861.861557006836,23976.101791381836,16913.22113800049,20790.241256713867,17101.7013130188,21278.34136199951
TAG(58:10)_FA 20:4,0.1270430425137085,5.951353129929372,0.07328707423545211,0.7866095813673522,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,29658.76229095459,42596.16288757324,34487.16223144531,42846.422607421875,36991.282859802246,37614.802490234375,37802.522636413574,35566.6229095459,39480.442443847656,27586.381881713867,22864.701446533203
TAG(58:2)_FA 16:0,-0.008200146859220478,5.361479271859776,3.054111828078021e-4,0.9860568652983582,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,20839.521453857426,22248.721603393555,26172.64193725586,23287.94164276123,21366.48149871826,26007.341796875,27679.281677246097,24974.221725463867,20823.161415100098,21552.2416305542,20092.02130126953
TAG(58:2)_FA 16:1,0.08557814786802123,5.470713146250196,0.03325912059813163,0.8552917141239925,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,20286.16160583496,21383.76154327393,32458.202606201172,31755.922645568848,24473.62180328369,29640.662002563477,28523.62216186523,25873.421966552734,26952.821716308594,17906.061233520508,17906.241302490234
TAG(58:2)_FA 18:0,-0.02419539825138199,5.901381784434677,0.0026590211236907635,0.9588747526589759,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,24437.72158813477,26851.20191192627,34971.20274353027,38869.74331665039,34904.12208557129,42431.54327392578,34984.76266479492,29471.961990356445,35414.08253479004,27346.921546936035,40114.6630859375
TAG(58:2)_FA 18:1,0.30879504350031417,5.888381561327766,0.43229175607780224,0.510866555840822,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,26136.482009887695,29724.06214904785,43802.04260253906,47814.90342712402,40468.50254058838,30553.60196685791,40366.2029876709,29702.60186767578,32761.32238006592,24913.941429138184,24592.201873779297
TAG(58:2)_FA 18:2,0.320768437762511,7.551437703467328,0.4664279501400871,0.49463508470823875,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,104127.58889770508,88175.6284790039,132202.00979614258,131999.79000854492,125871.82704162598,117374.40753173828,105794.88764953612,79159.72521972656,98969.84729003906,89224.8059387207,88038.02629089355
TAG(58:2)_FA 20:0,0.15122614604832518,5.526929939006312,0.10382613332518531,0.7472855580443032,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,21993.341674804688,27152.902305603027,28888.281616210938,37454.44249725342,25314.62184906006,27083.502151489258,28372.002029418945,24461.561882019043,33983.06297302246,18200.601348876953,16193.260990142822
TAG(58:2)_FA 20:4,0.0647965075205174,6.377109206266951,0.019069632320679375,0.8901670448118937,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,44092.26300048828,46896.06365966797,48846.283447265625,53676.104064941406,42501.86294555664,52809.323791503906,53118.084228515625,48537.30303955078,45435.72299194336,38170.30258178711,41615.88311767578
TAG(58:3)_FA 16:0,0.15670840746953515,5.717840919292444,0.11148717105349704,0.7384573238375878,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,35685.0821685791,26271.462188720703,29069.1817779541,25904.721656799316,27450.342109680176,32794.26239013672,32549.582763671875,24828.70147705078,23071.60191345215,26206.821403503414,36640.90299987793
TAG(58:3)_FA 16:1,0.0029129701912242773,5.34237953709577,3.854025248983817e-5,0.9950467009409264,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,20495.141311645508,23754.28155517578,24103.8818359375,24767.8217086792,21101.60171508789,26238.921646118164,27164.38192749023,27828.70178222656,20764.481452941895,18294.66152191162,18222.901443481445
TAG(58:3)_FA 18:0,0.0050578634813069605,5.54402472832351,1.1619442231847188e-4,0.9913994882865755,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,24451.82164001465,28302.062202453613,24255.441482543945,33475.042541503906,22264.041870117188,37403.142990112305,29754.38200378418,24210.84178161621,27092.70234680176,20477.12142944336,19471.501426696777
TAG(58:3)_FA 18:1,-0.012090056895453456,6.063352781939948,6.639280918534496e-4,0.9794433411172986,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,26517.401962280273,29104.762130737305,31877.22235107422,43515.803146362305,46285.26361846924,47544.86306762695,37565.78283691406,32231.482421875,37952.34258270264,30346.962493896484,50040.80330657959
