lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_diencephalon,DOD94_F4_Female_5xFAD_diencephalon,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_diencephalon,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_diencephalon,DOD94_F3_Female_WT_cortex,FAD184_F3_Female_WT_cortex,FAD184_F4_Female_WT_cortex,Blank_Blank_Blank_Blank_Blank
FA(26:4),0.14189537144036182,11.065738769180944,0.10861393161951582,0.741727706464284,0.9999413310567914,FA,11747869.373840332,6593095.64831543,1140179.4958076477,2500725.95042038,19758516.59802246,5757732.003234863,485795.8717041016,11629138.650390623,4787873.276977539,47376.20294189453
FA(26:5),-0.025017924959145846,5.129804777046863,0.003419775089241739,0.953367214417504,0.9999413310567914,FA,60564.68383789063,88995.74597167969,222738.15827560425,183594.08827209476,91320.20709228516,90928.7857055664,124291.76629638672,71623.34564208984,75800.76544189453,53558.24353027344
FA(26:6),0.11792340251830345,5.282014894890391,0.07513175357598811,0.7840064511334419,0.9999413310567914,FA,69877.204345703125,86751.00695800781,249134.6563720703,119842.0473022461,90138.66680908205,256760.9574584961,125159.30780029295,76503.16516113281,82920.34582519531,55383.86395263672
FA(27:0) | FA(28:7),0.49523387298846466,5.442646189059555,1.2825972730559005,0.25741667431753296,0.9999413310567914,FA,171685.63345336914,141765.73223876953,189766.23178100583,151947.32781982422,222951.77185058597,129142.871635437,107957.16702270508,144806.57109069824,14363.940982818604,42439.32305908203
FA(27:0) | FA(28:7)_2,0.24294363028275032,5.343450748502978,0.31560535219614394,0.5742607144388296,0.9999413310567914,FA,176665.15338134766,153339.2133178711,158520.85316085815,107370.12649536131,165621.03283691406,108064.64651870728,117908.82775878906,152628.0325012207,12359.760864257812,38998.02291870117
FA(27:1),-0.43655371906666424,4.671198255754672,1.0713142195108958,0.3006487833525221,0.9999413310567914,FA,72772.08541870117,89822.12619018555,115162.40808105467,85184.66540527344,50892.0641784668,48502.30419921875,130154.20690917967,61270.16310119629,49343.78350830078,29089.88214111328
FA(27:2),-0.20613431147052136,5.872401046132906,0.23526655551540898,0.6276459580224012,0.9999413310567914,FA,199019.4932861328,306445.145111084,135214.76878356934,103165.52584838869,266295.2416381836,123778.5278968811,119423.2243347168,275388.1371192932,128528.50890731812,31830.24227905273
FA(28:0),0.259519529805655,5.904635725556296,0.3596419469849934,0.5487051562324707,0.9999413310567914,FA,313728.3994445801,105389.06970214844,275671.8444824219,136078.8331604004,369902.28692626953,170464.95169067383,153958.61068725586,135027.36894226074,145374.37385559082,28822.442321777344
FA(28:4),-0.4399455563328412,5.174653191505594,1.0882789407996825,0.29685285473850875,0.9999413310567914,FA,81020.42669677734,114288.45099258424,210073.9962158203,105053.18612670898,87890.06607055664,84491.76626586914,186956.1898803711,58466.06373596192,99329.16636657716,39330.06262207031
FA(28:6),0.47068542500898986,5.854636293452188,1.1612096212948018,0.28121481683718225,0.9999413310567914,FA,282065.8789367676,174007.51428222656,417096.6289672852,137212.5704345703,113640.0870361328,229115.70053100583,216210.49850463867,113192.42889022829,38985.98276901245,34132.7825012207
FA(29:0),0.11693653350650596,7.341492877826421,0.07388825781526975,0.7857573917181772,0.9999413310567914,FA,704031.291229248,386167.3706665039,853791.327911377,349244.4883880615,379312.2275695801,1006129.5803527832,850026.4943847656,167969.19473266602,245828.43392944336,28903.92153930664
FA(29:1),-0.28236875006037304,4.535683915856757,0.44375869814911084,0.5053138487370264,0.9999413310567914,FA,64023.30465698242,56159.1044921875,107950.648147583,105920.18501281738,64543.54473876953,57007.104064941406,84937.6675415039,60326.86373901367,62452.68521118164,25239.80160522461
FA(29:3),0.1949491464957061,7.797686059698073,0.20405260370648648,0.6514693961430381,0.9999413310567914,FA,669800.2587890625,1539691.2971496582,689645.4318847656,435003.41830444336,1035481.6745605468,415303.52642822266,569365.0314331055,730677.6097412109,371812.8894042969,61862.46453857422
FA(3:0),-0.25002969275776477,0.8669659053615756,0.3468065581832036,0.5559264506773066,0.9999413310567914,FA,3544.380268096924,4317.180294036865,9398.54056930542,6172.180450439453,5042.660335540772,4965.720375061035,6103.960399627686,4091.800312042236,4353.000286102295,4945.640338897705
FA(3:1),-0.05340375640586975,0.9700436892148537,0.015601086237998274,0.900599307535795,0.9999413310567914,FA,4245.040336608887,4994.620388031006,10509.040798187256,7442.320537567139,7645.800533294678,4990.84033203125,5815.64041519165,4866.860328674316,4411.800277709961,3686.8602714538574
FA(30:3),-0.1702305007994604,5.4251264603193485,0.16003944318799768,0.6891202050042419,0.9999413310567914,FA,120736.65134048462,131652.21026611328,197537.5111694336,122175.50970458984,166576.41180419922,132200.83044433594,123188.86877441406,137887.50915527344,106034.18801879884,45492.32321166992
FA(30:4),0.023214164524520707,5.282429032080052,0.0029335356448427774,0.9568059972671967,0.9999413310567914,FA,45646.62364959717,96357.12588500977,298983.48181152344,179125.1900024414,135220.7301940918,118053.4483642578,146941.25128173828,82169.6459350586,71726.224853515625,45677.2428894043
FA(30:5),-0.16306304279942274,5.507757690819074,0.146771763890456,0.7016396647539579,0.9999413310567914,FA,152350.55199432373,133714.14819335938,194038.3296508789,159341.30950927734,137806.1322631836,156077.0913696289,138940.29147338867,114023.04934692384,146664.86935424805,28115.80195617676
FA(30:6),-0.181324504640895,5.445724554411737,0.18172251306896214,0.6698971000621489,0.9999413310567914,FA,135697.83057022095,110460.42646026611,262025.3609619141,116818.1081237793,139327.46841430664,149955.05389404297,145979.07522583008,120928.7876586914,117431.95104980467,26589.62176513672
FA(32:0),-0.3590872116940271,4.033593759468156,0.721272128729197,0.3957269446656456,0.9999413310567914,FA,48196.22422790527,49988.56423950195,78783.76501464844,44320.46180725098,42615.08316040039,53439.60434722901,41546.143058776855,39921.14311981201,74787.56424713135,13181.56095123291
FA(32:1),0.18877394369068923,4.193692836777274,0.19140961264110956,0.6617459896596011,0.9999413310567914,FA,62079.68502807617,66830.28440856934,84557.0064086914,57463.44346618652,54366.00473022461,71321.32453155518,19253.48127746582,58398.26483154297,56907.66387176514,18008.06126022339
FA(32:4),-0.08487514705309587,5.3471234253161555,0.0395380413165185,0.842386536693663,0.9999413310567914,FA,139641.05044555664,113462.6686706543,155167.01147460938,95568.16708374023,233083.59442138672,114855.78759765624,79503.50625991821,168606.05303955078,90869.3858642578,34405.84225463867
FA(32:5),-0.2939506376466176,4.515973299750788,0.48128245710540796,0.48784198982980165,0.9999413310567914,FA,49904.28462219238,58870.024963378906,137217.95108032227,78564.74465942383,55714.16400146485,78732.625,98521.6281929016,50866.44343566895,55872.88362121582,25019.94189453125
FA(34:1),-0.3840568979479672,4.097848830694886,0.8263961907787234,0.3633166823169659,0.9999413310567914,FA,37992.14360046387,45271.62331390381,80233.16429901123,60949.94355773926,42943.623794555664,70827.28527832031,82921.02449035645,35276.76231384277,44045.80323791504,13806.40103149414
FA(34:5),0.2197912087488163,5.871566262991767,0.2588260038592125,0.6109278553501681,0.9999413310567914,FA,507245.0812072754,113707.12826538086,137142.1494140625,87607.30535888672,209743.6346435547,124832.04522705078,135419.48922729492,183641.09170532227,108967.40686035156,34620.44235229492
FA(35:0),-0.4728709577696741,3.791573670642275,1.2596942895374923,0.26170896533587124,0.9999413310567914,FA,35968.38210296631,39960.84272766113,68129.30494689941,42182.86267089844,33325.80236816406,40501.38313293457,70150.54487609863,27927.88168334961,37212.963050842285,12657.021057128906
FA(36:5),-0.15543283136218927,4.831301634145979,0.13328131273920008,0.7150538301235413,0.9999413310567914,FA,47049.46354675293,77745.84576416016,159785.84884643555,140969.06770324707,95264.04486083984,94789.42639160156,110872.54989624023,68224.74514007568,68434.04463195801,17221.82130432129
FA(4:0),-0.27970725162611054,2.248762511664687,0.43519829694105283,0.5094491848723988,0.9999413310567914,FA,9654.140617370604,12226.060729980469,23180.02166748047,16147.42123413086,10804.10073852539,12433.240966796877,17375.94125366211,10754.120727539062,9751.90069580078,13650.520889282228
FA(4:1),-0.14763078875267432,8.084908847785185,0.12017613170064578,0.7288435389909503,0.9999413310567914,FA,648237.9869384766,649816.86865234375,1405419.35546875,927314.0458984376,659800.87353515625,693177.9912109375,895449.4875488281,550077.2548828125,602326.9013671875,780515.16796875
FA(40:6),0.1917103798095254,9.932418940851024,0.1973833371885121,0.6568412828953786,0.9999413310567914,FA,10212013.435913086,1443341.0762557983,89617.28675842285,142826.68924331665,6586470.926647186,1260101.501865387,112078.0672492981,5846750.071094513,1530363.0805511477,13028.760856628418
FA(42:6),-0.38264356819906353,4.749114561549683,0.8202839732693974,0.3650971518134906,0.9999413310567914,FA,59583.14310836792,90318.20851898192,63016.0051574707,63384.78500366211,94079.20635604858,167786.09258651733,96975.70781326294,95415.84637832642,68619.08470916748,10848.6806640625
FA(5:0),0.17263774305039953,2.9090684044770803,0.16027142485381773,0.6889067454440391,0.9999413310567914,FA,11174.580848693848,14507.140975952148,66850.68460083008,30208.102142333984,23126.861541748047,16347.44125366211,21981.68173217773,14119.400939941406,14178.721054077148,18144.041213989258
FA(5:1),-0.28776445427581354,4.231261954173749,0.4610347469061935,0.4971407795345542,0.9999413310567914,FA,51521.44342041016,48210.04357910156,73644.0053100586,57815.46435546875,54506.223876953125,51836.56414794922,59464.744689941406,45766.32336425781,50786.94384765625,44685.92303466797
FA(5:2),-0.40069924843893084,6.213638445198229,0.9005863597333246,0.3426245352119851,0.9999413310567914,FA,175668.09204101562,164656.25170898438,298334.9819335937,189390.0126953125,158571.01123046875,169388.99194335938,247631.75830078125,144341.1309814453,183870.87255859372,302270.66259765625
FA(6:0),-0.28947406580374757,4.803980713188048,0.4666005764665897,0.49455523334243945,0.9999413310567914,FA,69103.1049194336,79724.86602783203,162451.1322631836,86829.04583740234,59841.92443847656,69969.30505371094,96339.30712890624,64568.944580078125,80750.706298828125,48914.98370361328
FA(6:1),-0.14383620353314971,9.32255544836664,0.11404697631951421,0.7355829296313035,0.9999413310567914,FA,1527553.55859375,1514875.70703125,2835834.50390625,2440180.2890625,1476109.34375,1518982.53125,1881504.421875,1367905.330078125,1436293.125,2124189.83203125
FA(7:0),-0.4510225033474531,4.071771710903442,1.1444740362298944,0.2847089222708825,0.9999413310567914,FA,43331.30316162109,43716.66320800781,59375.46453857422,47478.94345092773,55862.80337524414,46792.42297363281,54373.96362304688,55200.94384765625,43096.5426940918,34006.042419433594
FA(7:1),-0.4630994026950086,3.171807114190388,1.2073527125171921,0.271857044856214,0.9999413310567914,FA,17706.90121459961,28959.26203918457,32767.10221862793,36278.843017578125,21761.0016784668,19491.401412963867,32195.18258666992,22018.601608276367,28216.06167602539,18362.70156860352
FA(7:3),-0.38037170502987877,2.052266243414195,0.8100736890869484,0.36809846539130886,0.9999413310567914,FA,10922.26082611084,9647.940711975098,16208.34097290039,10192.200675964355,8783.92064666748,9768.800804138184,12856.360870361328,8770.180648803711,10913.820945739746,15835.661163330078
FA(8:0),-0.1864078026706277,2.596299848284353,0.19206901835067214,0.6612001416859722,0.9999413310567914,FA,10703.440780639648,13220.820976257324,41898.86259460449,20157.481216430664,19876.821502685547,15022.901092529297,19893.221389770508,16141.521194458008,12972.32096862793,12103.660873413086
FA(8:1),-0.43488462617167095,1.8235780564899853,1.062505883405258,0.3026443461567992,0.9999413310567914,FA,8417.840599060059,9468.640579223633,13611.74095916748,10978.46070098877,9319.420669555664,9541.900733947754,12562.26096343994,8479.600662231445,10284.44068145752,8337.040550231934
FA(8:2),-0.47465076846106186,3.3254528096107365,1.2692562962142802,0.25990624458718575,0.9999413310567914,FA,34399.422622680664,28337.74188232422,33767.12228393555,27424.901794433597,23583.00164794922,27069.181915283203,32283.74244689941,24373.021911621097,38743.96308898926,15581.281112670898
FA(8:6),0.15864834134152453,3.8954075352689435,0.13552349939345731,0.7127724516774803,0.9999413310567914,FA,23867.10171508789,31408.14205932617,109008.6079711914,64820.3447265625,49467.78332519531,33380.32238769531,41856.16278076172,26893.362091064453,30519.70205688477,38732.64288330078
FA(9:0) | FA(10:7),-0.2947582755424788,3.7034183797357705,0.4839240742198858,0.48665022817255527,0.9999413310567914,FA,28384.662155151367,37258.44290161133,68872.0659790039,47130.24264526367,32614.422119140625,33113.822204589844,52901.60354614258,29716.36212158203,29826.482360839844,22569.441680908203
FA(9:0) | FA(10:7)_2,-0.3294548789488093,3.854140906031847,0.6059585611802731,0.43631355381735953,0.9999413310567914,FA,29988.822006225582,42400.822509765625,76515.58665466309,49640.24304199219,37148.22253417969,37002.28286743164,58823.964599609375,34327.282806396484,33617.50247192383,24937.18182373047
FA(9:1),-0.4201927815433478,2.948110976455867,0.9913200697405955,0.31941995181868393,0.9999413310567914,FA,16556.181228637695,18949.141357421875,30826.34228515625,26711.74188232422,18214.981323242188,20153.881317138672,27556.002197265625,18227.08120727539,20019.88146972656,21670.78155517578
FA(9:2),-0.4631858951794333,2.6200976005706855,1.207671058843161,0.27179385369610864,0.9999413310567914,FA,14012.140991210938,15437.38119506836,24404.221282958984,19716.74139404297,14031.06088256836,15783.141250610352,22067.10154724121,13753.560974121094,17940.66123199463,16754.761169433594
LPC(14:0)|PC(O-14:0)|LPC(O-15:0),-0.31092961006651604,6.060994926143123,0.5391230397799518,0.4627963945706857,0.9999413310567914,PC,170789.61254882812,176404.29223632812,195687.693359375,200116.05493164065,176156.392578125,171978.87182617188,182253.55346679688,164572.47338867188,173038.19189453125,234598.55541992188
LPC(14:1)|LPC(P-15:0),-0.3083447231497543,6.020016093903503,0.530104929361187,0.4665627483482576,0.9999413310567914,PC,166185.41162109375,168982.67138671875,188111.2326660156,202764.27490234372,175182.01245117188,162099.43139648438,179497.75366210938,156664.7314453125,169351.03198242188,226678.43603515625
LPC(15:1)|LPC(O-16:1)|LPC(P-16:0),-0.22604298032348538,4.413178767571505,0.2832817100816101,0.5945582908349193,0.9999413310567914,PC,43934.70309448242,58859.48416137695,84667.94580078125,66449.76501464844,77503.48522949219,81472.96569824219,58262.68438720703,51708.14352416992,68956.14453125,39583.62292480469
LPC(17:1)|LPC(O-18:1)|LPC(P-18:0),-0.42341677628778224,6.221747256584757,1.0070377138166577,0.3156135584860398,0.9999413310567914,PC,139171.16967773438,169260.6307373047,285051.81842041016,274744.8999633789,421387.189819336,212663.45727539065,180901.09564208984,224561.03540039065,329457.2799682617,51907.023193359375
LPC(17:2)|LPC(P-18:1),-0.5001879716747534,6.281731634705158,1.4119031653626735,0.234740713756579,0.9999413310567914,PC,133469.48986816406,168492.37213134766,305654.8848876953,289210.7042236328,436110.3520507813,210742.57275390625,194189.47534179688,245181.2987060547,352994.0256958008,50958.98394775391
LPC(18:0)|PC(O-18:0)|LPC(O-19:0),-0.2971530813943442,6.657972531867707,0.491962832246827,0.48305303405893285,0.9999413310567914,PC,177708.3306274414,244750.25567626956,403001.60565185547,404073.7048339844,602004.0624389648,267129.93841552734,249961.0379638672,307873.8786621094,378046.2858886719,77296.1060180664
LPC(18:1)|PC(O-18:1)|PC(P-18:0),-0.31846770852282785,6.605925681803953,0.5658712086517426,0.4519042685598145,0.9999413310567914,PC,167720.89196777344,234572.0166015625,385829.8666381836,398027.18853759766,566914.7418212891,261754.71899414065,239916.99633789065,297940.3795166016,374407.846496582,73049.14453125
LPC(18:2)|LPC(P-19:1),-0.2702367713016596,6.44501975086652,0.40613688979465223,0.5239368087206555,0.9999413310567914,PC,153259.9307861328,213357.1568603516,352552.8887939453,361624.550201416,500589.91094970703,236026.27709960935,213207.21337890625,264084.34173583984,319007.5456542969,69793.685302734375
LPC(18:3),-0.33646477930535307,5.9468662050707675,0.6323758411798508,0.4264851767394187,0.9999413310567914,PC,109641.34698486328,155536.29248046875,242856.4776611328,244182.5541381836,348315.0412597656,157160.05139160156,152021.8920288086,201125.1353149414,225633.89483642575,50995.36401367188
LPC(18:4),-0.18152877755258465,5.039733413978266,0.18213203621280627,0.6695473686176172,0.9999413310567914,PC,66922.5640258789,93870.00634765624,116578.42837524414,115652.5093383789,163682.83154296875,113874.5083618164,75824.98529052734,99440.1869506836,105443.76690673828,41977.502990722656
LPC(19:3),-0.33280999614353174,6.661111658970551,0.6185713424715686,0.43157867992886334,0.9999413310567914,PC,165272.47265625,237601.3569946289,413626.0485839844,417998.3063964844,596656.3050537109,255172.04083251956,262157.33984375,315002.4454345703,372189.12341308594,81286.18536376953
LPC(2:0),0.027219670353585957,3.2341667975443165,0.004031257072796279,0.9493745851866178,0.9999413310567914,PC,31417.40200805664,27699.441925048828,38624.16244506836,27283.841827392574,26261.861694335938,29880.36242675781,20940.841400146484,23607.601516723636,23873.42193603516,21602.38175201416
LPC(22:2),0.4858663452525989,8.018549779441432,1.2356434793837252,0.26631231646555803,0.9999413310567914,PC,1530781.9597167969,571511.5407714844,884402.23291015625,835298.5646972656,885621.5842285156,1272213.396484375,508274.6520996094,491840.1752929688,683064.384765625,138519.96948242188
LPC(3:0)|PC(O-3:0),-0.1513922921908162,2.863646045670448,0.12637737985579633,0.722218068588028,0.9999413310567914,PC,17629.241256713867,17867.001251220703,25983.98190307617,22207.461807250977,20105.18145751953,31689.382049560547,18732.841430664062,17405.221313476562,20087.801345825195,19077.801300048828
LPC(3:1),-0.020488880973746938,2.7931586040551846,0.0022923172461410957,0.9618133532010996,0.9999413310567914,PC,17552.521057128906,17366.56134033203,22301.501495361328,22639.94142150879,19091.961318969727,34606.062759399414,17541.261199951172,14601.900924682615,18593.661178588867,17637.001205444336
LPC(4:0)|PC(O-4:0)|PC(O-5:0),0.032841593220298185,4.187386841595991,0.005866454670126586,0.9389474990574979,0.9999413310567914,PC,51389.003662109375,45960.26330566406,76517.18505859375,58096.64392089844,49270.74298095703,48720.34375,39785.642578125,37078.7025756836,45807.583435058594,62643.72424316406
LPC(6:0),-0.11326539785009387,3.4440002967751555,0.07054913377541533,0.7905389138883974,0.9999413310567914,PC,28677.26190185547,25988.04196166992,35537.802734375,34822.78244018555,35456.34259033203,35374.922424316406,26729.32182312012,24744.241729736328,28483.141876220703,33953.34265136719
LPC(8:0),-0.029324666895469732,3.216482730751287,0.004699249011878237,0.9453469687533749,0.9999413310567914,PC,28342.762084960938,25354.341827392574,30043.842224121097,30061.442169189453,29233.38232421875,29753.262145996097,21282.12139892578,21635.94146728516,24749.74169921875,25071.181671142574
LPC(O-10:1),-0.3597665191474269,3.919154504094482,0.7240175324888796,0.39482923927531405,0.9999413310567914,PC,38989.44241333008,40534.602966308594,44180.763244628906,49364.34362792969,48288.42401123047,38806.14245605469,43780.72329711914,40286.0029296875,43511.74279785156,40007.742736816406
LPC(O-20:4),-0.32514297568163547,6.6546999883169144,0.5901019108946457,0.44237971311405633,0.9999413310567914,PC,162638.25286865234,236115.6774291992,424194.90545654297,410976.16815185547,607029.6522216797,244308.95678710935,259091.35736083984,308569.0616455078,374835.6511230469,80810.565673828125
LPE(12:0),0.0010680694724465292,5.456051318136197,6.220550858415663e-6,0.9980099956130427,0.9999413310567914,PE,140733.94946289062,103474.06744384766,196388.591796875,183451.1533203125,130461.86853027344,136629.44885253906,99234.66693115234,95212.027099609375,143948.6893310547,72026.84509277344
LPE(14:0),-0.11501515285139652,4.890783159353932,0.07276456730954806,0.787353297612873,0.9999413310567914,PE,72190.46472167969,76334.20501708984,126855.00964355467,108627.32696533205,104229.00714111328,95304.666748046875,70258.02551269531,68286.8052368164,97781.64678955078,57922.404296875
LPE(14:1),0.08721047423002572,6.7111383911723195,0.041195121011696756,0.8391617537525766,0.9999413310567914,PE,350379.9426269531,325059.4621582031,310833.76513671875,662035.0535888672,238049.01696777344,309664.32360839844,180117.9129638672,311857.8232421875,316820.54455566406,97076.947021484375
LPE(16:1),-0.08092180877651285,5.477916791987702,0.03593012621831804,0.8496598614617926,0.9999413310567914,PE,108896.50860595705,106185.86822509766,226239.2364501953,186111.2500610352,140189.42944335938,136719.86877441406,117128.62860107422,101243.82751464844,136288.66961669922,74912.20501708984
LPE(17:1)|LPE(O-18:1)|LPE(P-18:0),-0.4929574246056756,6.527357231649655,1.3707920807219125,0.24167583990453761,0.9999413310567914,PE,196606.3130493164,226897.93438720703,397326.74755859375,405444.4925537109,315426.28076171875,225947.4144287109,302982.8214111328,360553.7837524414,255100.0400390625,71574.94512939453
LPE(17:2),-0.28503916432387344,4.691393915356579,0.4522728813199136,0.5012575708883918,0.9999413310567914,PE,55144.32409667969,67830.92468261719,95870.42626953124,84099.50592041016,71461.82489013672,77758.94537353516,70018.08526611328,66000.36462402344,70634.22497558594,76645.78509521484
LPE(18:1),0.29743034500237925,5.710040825504451,0.47085654131979027,0.49259338320990537,0.9999413310567914,PE,96533.6859741211,131245.1890258789,306674.68243408203,187410.23333740237,273355.0797729492,250079.43872070312,105900.32775878906,81670.325927734375,176753.15173339844,55207.724060058594
LPE(18:2)|LPE(P-19:1),0.18372841434912365,5.127520052189511,0.18139924877823432,0.6701734957496511,0.9999413310567914,PE,50664.90344238281,90696.06677246094,199825.7973022461,184162.8932495117,127611.34948730467,127461.2689819336,87552.38653564453,82876.06652832031,75937.44537353516,54362.52392578125
LPE(18:3),-0.3910386456985676,4.3112114643954635,0.8570995726204274,0.3545516304390466,0.9999413310567914,PE,50821.78338623047,53458.723693847656,68156.62463378906,60452.724365234375,54025.18408203125,57448.40368652344,53962.34405517578,55117.42376708984,63281.66473388672,48280.76379394531
LPE(18:4),0.01064147914917756,4.387661476061427,6.1700714439894e-4,0.9801828818225224,0.9999413310567914,PE,44297.50338745117,51650.5634765625,92801.44708251952,98887.86767578124,54906.02368164063,62408.64471435547,51492.88330078125,47761.20330810547,49976.36376953125,56470.204345703125
LPE(22:0),-0.28590268462923213,5.062548361069264,0.45505475957975244,0.49994425267800385,0.9999413310567914,PE,79662.82550048828,81358.94598388672,138300.31127929688,118799.46942138672,129859.14794921876,99427.18646240234,95189.50750732422,85483.14642333984,112749.0482788086,51983.88360595703
LPE(22:1),-0.18993340050440347,7.720960960751581,0.19951591806966462,0.6551118670286309,0.9999413310567914,PE,507656.87646484375,686904.0146484375,868904.0654296875,693339.93359375,1047622.55859375,618910.10498046875,519741.8950195313,392847.62646484375,991265.44580078125,116784.56842041016
LPE(22:4),0.08673401334229601,5.189523266987108,0.04074633639675085,0.8400283487445805,0.9999413310567914,PE,56426.86352539063,80486.66589355469,186926.17431640625,154860.09204101562,202590.5535888672,123538.6283569336,89798.94647216797,73820.14611816406,106512.84771728516,58639.50372314453
LPE(22:5),-0.11857662903991391,4.9048087678421926,0.0773609645216311,0.7809061262541438,0.9999413310567914,PE,54703.16345214844,86930.30584716797,127712.1083984375,143754.86975097656,99572.46673583984,88001.64630126953,74790.70544433594,80190.36541748047,86857.02655029297,50964.26336669922
LPE(22:6),0.017637414115720826,6.720600024047549,0.0016941704088822007,0.9671681017521512,0.9999413310567914,PE,120039.587890625,208475.53479003903,645727.3701171875,520636.3753662109,683175.68798828125,293593.3190917969,242944.8572998047,248269.4158935547,364518.0847167969,68918.24462890625
LPE(24:6),-0.12907744119428577,5.155583539501229,0.09174065140678067,0.7619758320516308,0.9999413310567914,PE,66258.6245727539,81691.825439453125,195037.35388183597,147609.59149169922,139910.03009033203,108594.36822509766,90106.58685302734,88017.2866821289,115123.48846435548,53673.48394775391
LPE(O-16:0),-0.2575915774396459,5.058473070025827,0.3686862117979217,0.543721267568304,0.9999413310567914,PE,109845.66821289062,89434.58599853516,99550.7066040039,97499.02673339844,111081.12860107422,116649.66809082033,61158.46368408203,127555.0087890625,98449.46618652344,54741.10369873047
LPG(14:0),-0.14046923503970354,4.521061490185694,0.1087345522805947,0.7415894548641283,0.9999413310567914,PG,52573.28387451172,61182.52459716797,91959.76629638672,82242.10510253906,79613.72528076172,74404.36492919922,58619.04455566406,53864.30389404297,69452.1851196289,50009.243591308594
LPG(14:1),-0.03947124551453611,7.377251945474041,0.008522214702225028,0.9264471019433259,0.9999413310567914,PG,405875.30615234375,428930.7114257813,714002.47412109375,679313.5537109375,660297.82080078125,513721.53662109375,405380.24609375,414635.748046875,479322.5512695313,275197.3999023437
LPG(15:0)|LPG(O-16:0),-0.052470747946662476,5.897902074685164,0.015074471087245911,0.9022827868787314,0.9999413310567914,PG,173619.1512451172,166174.85180664062,178407.05249023438,171612.49291992188,258440.1573486328,225860.0966796875,120334.34790039062,176441.39208984375,163638.03173828125,115894.58837890624
LPG(15:1)|LPG(P-16:0),-0.23788727026695497,4.696592292854976,0.3140063635714796,0.5752320633308863,0.9999413310567914,PG,47974.68341064453,64404.804443359375,78838.56494140625,80897.34606933594,67166.62432861328,117058.16760253906,86078.26599121094,54790.02423095703,57657.96405029297,84058.545654296875
LPG(16:0),-0.1400884486641413,4.30314398679018,0.10814135499390432,0.7422701803329357,0.9999413310567914,PG,47765.62344360352,53286.48352050781,78076.765625,64582.86456298828,71575.065185546875,66246.16485595703,51199.54360961914,48047.98342895508,57903.18395996094,41210.86315917969
LPG(16:1),0.16168159949836194,4.930387943902599,0.14073083624748506,0.7075555405090139,0.9999413310567914,PG,82961.86608886719,79182.38568115234,99614.22735595705,90351.66650390624,186735.35302734372,104565.2465209961,62674.023864746094,74225.82537841797,75869.24530029297,59603.5244140625
LPG(17:2),-0.31263785476009665,4.375157804985586,0.545087824840067,0.46033178186135376,0.9999413310567914,PG,51802.48370361328,58920.32391357422,91271.58589172363,42438.28280258179,43120.1230430603,70388.04541015625,58533.24420166016,47976.32345581055,62188.484130859375,60700.24426269531
LPG(18:0),-0.2811659314454534,-0.35449101021442103,0.4388199196442031,0.5076925804722867,0.9999413310567914,PG,2225.2401428222656,1988.9601402282717,2384.160171508789,2245.800148010254,2534.800201416016,2318.6001586914062,2294.0401725769043,1982.6201362609863,2068.720146179199,2105.6001472473145
LPG(18:1),-0.2909538417744156,-0.41142957330358687,0.47016345858762065,0.4929119795687349,0.9999413310567914,PG,2041.680145263672,2010.620132446289,2438.300170898437,2155.52014541626,2382.260166168213,2084.3001403808594,2012.660144805908,1993.4601402282717,2117.9801483154297,2047.0401496887207
LPG(18:2),-0.3553738117193023,-0.44824964012574514,0.7043342553090925,0.4013311428827979,0.9999413310567914,PG,2082.480152130127,1960.840129852295,2051.3001403808594,1948.5001373291016,2131.120162963867,2199.420154571533,1993.760139465332,2013.4801445007324,2090.420150756836,2063.220146179199
LPG(18:3),-0.30637869572939036,-0.4009066572886928,0.5218787932819922,0.47004134080887205,0.9999413310567914,PG,2026.960132598877,2673.920192718506,1947.1001472473145,2008.7401428222656,2127.3201484680176,2111.380157470703,2035.7001304626465,2223.4601554870605,1969.0001411437988,2005.480136871338
LPG(18:4),-0.4947558214037463,-0.2071020618021561,1.3777546489085566,0.24048398282675904,0.9999413310567914,PG,2122.4201431274414,3361.7202339172363,2084.6001472473145,2151.3201446533203,2245.7801551818848,2191.3401527404785,3585.420246124268,2095.800170898437,2142.380146026612,2030.740135192871
LPG(19:0)|LPG(O-20:0),0.16340563136488065,6.141365181935447,0.14373292015807237,0.7045978289341427,0.9999413310567914,PG,146458.80993652344,148046.01049804688,353661.50634765625,249355.13806152344,183376.1539306641,324059.8045654297,181508.5517578125,122770.10913085938,151026.97021484375,219302.9346923828
LPG(19:1)|LPG(P-20:0),-0.039413445440518974,4.582367892956518,0.00849661867292184,0.9265573282095124,0.9999413310567914,PG,57172.98425292969,66219.96520996094,95970.62689208984,82793.345458984375,84361.82653808594,87519.86608886719,55894.30383300781,58457.80426025391,67572.5248413086,50801.86340332031
LPG(20:0),0.014466786178926768,5.131472894513958,0.0011400392871792064,0.9730649703517753,0.9999413310567914,PG,80231.2857055664,87505.9859008789,157469.07177734375,122155.2879638672,108730.22790527344,137934.68969726562,85072.70623779297,78747.96490478516,90092.22540283205,85814.46600341797
