lipid,logFC,logCPM,LR,PValue,FDR,type,DOD94_F3_Female_WT_cortex,FAD184_F3_Female_WT_cortex,FAD184_F4_Female_WT_cortex,FAD185_M4_Male_WT_cortex,FAD189_M3_Male_WT_cortex,DOD93_F4_Female_5xFAD_cortex,DOD94_F4_Female_5xFAD_cortex,FAD185_M1_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_cortex,FAD189_M1_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_cortex,Blank_Blank_Blank_Blank_Blank
[TG(61:11)|TG(60:4)]_FA22:5,-1.9327142348626034,9.091216806137666,18.56637315599705,1.6408970531225962e-5,0.004813795264024198,TAG,1173045.948059082,482631.3127441406,438117.9112548828,1296124.043701172,1053492.7370605469,1170944.4728393557,907871.4001464844,8521712.768066406,4608218.761413574,10325682.837280272,5724398.009887695,137564.6700744629
[TG(61:12)|TG(60:5)]_FA22:6,-1.9170188000879604,9.26997292793124,18.289404558288396,1.897596707013043e-5,0.005102953811275909,TAG,1369124.905090332,530313.7134399414,486219.5783691406,1433235.3274230957,1254910.9294433594,1424490.3291015625,998759.9576416016,9870692.794921877,5181720.438232422,11158015.578308104,6604237.154663086,153794.44931030273
PE(40:6)|PE(dO-40:0),-1.7581093577171294,11.661249665613937,15.578677369992567,7.914206649348636e-5,0.019645496044190806,PE,3489119.844482422,4432735.776367188,9505223.0205078125,8038495.532470703,3376109.065185547,15191566.969482422,3431023.107910156,43347592.783691406,31246872.606933597,51209255.81933594,34694237.58496094,183418.73315429688
PI(38:4),-1.7124026688376586,10.521378889760328,14.831502015579845,1.1755537832546753e-4,0.027096514704020268,PI,1776969.6245117188,2063641.091796875,3898993.835205078,4279395.711425781,1512645.3295898438,5742859.923706055,2109606.07421875,18964249.315185547,16849076.783203125,23123847.909423828,14071898.182006836,67657.58447265625
[TG(55:11)|TG(54:4)]_FA16:0,-1.6900727365484827,10.493809843320543,14.471924759005597,1.4226417976018093e-4,0.02869290675538149,TAG,1606772.1477661133,2259594.576416016,3477323.428466797,4731802.588012695,1488280.5549316406,5927175.963745117,1948502.0974121091,18014893.56103516,17120540.081298828,23811293.59033203,12255546.647460938,59198.84399414063
PE(38:4),-1.6939281649354672,10.972964869366699,14.533751727012964,1.3767082353488243e-4,0.02869290675538149,PE,2465664.9471435547,2664567.080078125,6141552.260253906,5163527.187744141,2087434.925048828,10397772.046875,2355764.881103516,27268403.8125,19092853.46899414,31245602.11767578,19068376.90673828,85672.04602050781
PE(40:4),-1.67697938763454,8.60759472315902,14.262731390816045,1.5898173283346683e-4,0.030178473638446907,PE,498830.63818359375,552232.2177734375,1085930.3853759766,954276.1706542968,509846.5017089844,1771396.681640625,486563.8381347656,5156349.554321289,3654582.1630859375,6057575.626220703,3967990.270507813,98494.9072265625
PE(38:6),-1.6574900139162139,10.14617255896823,13.95375193506671,1.873633403059202e-4,0.03359008328706692,PE,1301386.884765625,1740542.4760742188,3367245.0888671875,2917959.9802246094,1302656.1987304688,5047215.410400391,1359327.8920898438,15037976.588867188,10983687.037109377,17349277.5859375,11787906.68725586,125977.90869140624
[TG(54:5)]_FA16:1,-1.639922954351111,10.393551033030574,13.677622897636512,2.1702515468339663e-4,0.03501700870816604,TAG,1500615.077758789,2053373.1634521484,3364039.373046875,4635697.680175781,1521280.9294433594,5704877.237548828,1964871.592041016,16958184.77001953,14953420.697875977,21246502.786376957,12163959.627197266,50920.82379150391
PE(40:5),-1.646044398256543,8.950639072723707,13.773561493769465,2.0621798993760405e-4,0.03501700870816604,PE,602433.2048339844,713340.54931640625,1438955.0966796875,1262407.2348632812,639283.82275390625,2344075.2465820312,643073.9892578125,6389070.266113281,4653219.323486328,7480201.199951172,5042232.229125977,122497.78845214844
DG(36:3)_C16:1,-1.5970877073465926,5.741938495543098,13.013671708629776,3.092250310510488e-4,0.047517579771511165,DAG,74434.1650390625,33302.52237701416,32338.66215133667,368930.0072631836,52217.42389297485,343017.6452636719,329497.80101776123,486105.276184082,509943.0180358887,148940.02978897095,653151.9675445557,48801.16325378418
PS(40:6),-1.5756055186254116,12.691668148095223,12.68628138420765,3.6834807959049555e-4,0.05402996603811496,PS,8979179.66015625,7561599.554710388,21840351.5546875,17076816.54296875,7583059.552734375,28633114.78125,13590343.8203125,76398576.09375,75990235.078125,78843048.484375,64728846.71875,5027281.986328125
PS(40:5),-1.568519877265739,9.75417263140944,12.578965146396236,3.901126836976391e-4,0.054734505664881805,PS,1179678.2250976562,956047.6093788148,2838107.3564453125,2247580.670898437,1062075.83984375,3891333.376953125,1815814.046875,10077343.0390625,9741415.49609375,10119040.55078125,8324860.8505859375,656079.64892578125
FA(18:2),1.4749953044388961,6.449899446311488,11.873691885739397,5.693244316499484e-4,0.06956767538464866,FA,353681.74938964844,84620.44519042969,109838.74688720705,2289840.9837646484,194293.45635986328,174883.3123779297,298758.0430908203,73112.46588134766,52096.063415527344,883728.8199462891,90337.70544433594,92326.447265625
LPE(18:4),-1.518536937149277,4.808641223490792,11.832473947375092,5.820660785204566e-4,0.06956767538464866,PE,51492.88330078125,47761.20330810547,49976.36376953125,47077.783203125,60453.204345703125,52224.92346191406,49601.64385986328,82219.50634765625,1005620.4807128906,60744.32434082031,73540.64447021484,56470.204345703125
PE(38:3),-1.528114501619486,8.0711030213278665,11.974389211342439,5.393674325188425e-4,0.06956767538464866,PE,372071.2834472656,390681.7878417969,824770.82275390625,720438.8970947266,379877.4064941406,1360535.1088867188,366301.8857421875,3420122.5803222656,2445326.789794922,3938309.053222656,2513095.718017578,87890.98571777344
PG(40:6),-1.527443352142755,13.049700940975502,11.964501994354197,5.422369941092675e-4,0.06956767538464866,PG,8951768.888671875,16144537.72265625,21708278.05078125,23102026.1640625,13995563.025390623,35941538.203125,16318027.291015623,91332560.65625,86909209.125,122695345.265625,80955134.140625,6247493.1796875
PG(40:5),-1.500671985145012,10.237552669233798,11.571037434400683,6.698703415160922e-4,0.07720255685972963,PG,1287889.1137695312,2316902.014648437,3103028.116210937,3317074.04296875,2102062.8798828125,5296196.798828125,2459894.5283203125,12990467.689453123,12140071.599609377,17123154.8359375,11258568.373046877,911319.083984375
PE(38:5),-1.4871287212721245,8.715554205338753,11.37410817074045,7.447497471058477e-4,0.08247090843908558,PE,598200.7032470703,622375.3010253906,1370444.770263672,1176950.8321533203,535431.5792236328,2222563.019897461,704204.1866455078,5405551.490600586,3822759.138305664,6043773.176269531,3553550.383422852,90965.40686035156
PS(44:10),-1.4834051949506144,7.332072165423009,11.320172825300686,7.666957710482081e-4,0.08247090843908558,PS,266842.44091796875,214642.7950630188,428408.1923828125,425464.2678222656,259238.83850097656,641092.24072265625,345416.46423339844,1755101.0349731443,1924792.956298828,1813574.4926757808,1501847.7849121094,178567.05322265625
[TG(60:13)|TG(59:6)]_FA22:5,1.427838567349296,9.356962047710075,11.144997081538122,8.42586055162881e-4,0.08771049032292312,TAG,1476578.274169922,5006692.261291504,468631.6297607422,7972292.2341918945,7195262.272033691,432459.3494873047,636547.6641235352,5124024.193603516,4144828.5814819336,3038763.270385742,451908.2137451172,53200.70385742188
PE(37:6)|PE(O-38:6)|PE(P-38:5),-1.4567302609910089,7.31588170447003,10.937355501453567,9.424459045334606e-4,0.09242409184385218,PE,237175.61572265625,259109.55615234372,465625.9736328125,395321.00744628906,276625.79919433594,745007.6301269531,210001.71362304688,2072888.4025878904,1414588.7409667969,2123818.973876953,1590561.8583984375,87416.285888671875
PS(40:4),-1.4563544232587395,8.766864348243868,10.932049642456267,9.451487545234342e-4,0.09242409184385218,PS,635715.2255859375,511712.8385543823,1519825.486328125,1158994.94921875,578633.96435546875,2035990.462890625,989768.6083984376,4976274.620117188,4757635.73046875,5086891.26953125,3696157.09765625,383398.1474609375
PE(40:7)|PE(39:0)|PE(O-40:0),-1.4478761461402165,8.490486321224132,10.811579173845757,0.0010086722730971325,0.09573486544954254,PE,519877.1125488281,576350.87939453125,1067736.5004882812,946431.9060058594,665234.53173828125,1561211.3298339844,676361.0720214844,4343308.433349609,3566598.883300781,4985810.662597656,3418156.8325195312,96693.20751953124
PG(40:4),-1.4423602382841725,9.072645987740449,10.733523417424987,0.0010521192254246687,0.09700539258415446,PG,634237.32421875,963610.7668457032,1474767.2685546875,1506665.7421875,978264.73681640625,2493463.6215820312,1177726.2592773438,5736583.612304688,5233927.9609375,7657596.0546875,4491225.3916015625,462435.61083984375
[TG(57:11)|TG(56:4)]_FA18:0,-1.4380456156465193,10.392147305152095,10.672647359904582,0.0010873139008476531,0.09746560994542712,TAG,1379161.2879638672,1880239.676513672,2806493.59753418,7629215.138183594,1546564.6716308594,4832760.173217773,1761593.2873535156,14239368.055419922,17517204.248046875,22275028.104492188,10521773.92138672,70663.724853515625
PG(44:10),-1.416681809284643,7.583270084626831,10.373272008808271,0.001278527552655039,0.10857390558994238,PG,255423.93798828125,395361.4685058594,408634.56884765625,529206.7170410156,385704.8481445313,744821.0944824219,389888.1271972656,1921570.922241211,2041307.1669921875,2616082.8555908203,1722463.9986572266,225876.27685546875
PI(38:5),-1.4197962841334724,8.325217635579795,10.416705257055582,0.0012488048923362644,0.10857390558994238,PI,423277.7694091797,498361.8754272461,779560.6536254883,1352134.7801208496,490867.3954467773,1119096.808959961,515557.4985961914,3686723.4069213863,3856433.2319335938,4789882.901916504,2799331.3391723637,48350.22351074219
[TG(56:6)]_FA18:2,-1.3932598351363001,10.50481361613978,10.049413014308422,0.0015239649245775188,0.1260983285028629,TAG,1427898.8934631348,1977272.6573486328,3125846.0353393555,8579042.205688477,1862816.550415039,5174941.485107422,1875696.3706054688,14824561.268554688,19141378.685546875,23916602.868164062,11449713.509399414,73558.2855834961
[TG(60:14)|TG(59:7)|TG(58:0)]_FA22:6,1.3481147177462478,9.400922089637804,9.96102940640148,0.0015988862971111407,0.12899015201944128,TAG,1567117.0953979492,4912454.311706543,499520.81744384766,7820687.160888672,7613255.686950684,498476.6548461914,657984.2404785156,5563803.180603027,4428502.7599487305,3110837.784790039,517850.45892333984,69407.06466674805
[TG(57:12)|TG(56:5)]_FA18:1,-1.3486356373453896,10.466567151465727,9.444675150010239,0.0021176300344314834,0.16667297856366822,TAG,1484045.8963623047,2025860.334350586,3073813.681762696,8459174.358520508,1841414.9481201167,5272141.137939453,1894808.1474609373,14890686.978149414,18582394.400878903,22294989.740722656,10630071.40222168,56143.94445800781
[TG(56:7)|TG(55:0)]_FA18:3,-1.3331563283840182,10.54846124602641,9.238739998349374,0.002369479418831894,0.17188133367028743,TAG,1578622.8901367188,2134664.323486328,3310466.8178710938,9046845.160888672,1936158.3298339844,5426749.87890625,1865521.9798583984,15740141.481933594,19629600.48779297,24100626.41357422,11055952.15649414,82315.86602783203
[TG(58:12)|TG(57:5)]_FA20:4,1.2983947848074338,8.8112724725281,9.253758257837031,0.002350126313342804,0.17188133367028743,TAG,970408.9857177734,3079960.5739746094,352631.5078125,5767369.647827148,4611952.990356445,346676.7258300781,429139.6723022461,3226479.6328125,3081779.358642578,2556454.357055664,437030.0534057617,75362.9658203125
PE(34:1)|PE(O-35:1)|PE(P-35:0),-1.3315693663149801,8.081461208974048,9.217705275616028,0.002396857767326599,0.17188133367028743,PE,395656.6053466797,381315.8688964844,976025.5106201172,819113.8359375,425985.3041992188,1480760.4100341797,415527.7700195313,3483166.6595458984,2151868.8321533203,3730881.174682617,2204433.140991211,129344.28930664062
PE(36:4)|PE(O-37:4),-1.3373539104911598,8.028912121649583,9.2943518093889,0.0022986145827904175,0.17188133367028743,PE,414488.7325439453,421888.1517333984,863531.0770263672,755541.5720214844,422999.6525878906,1346798.0341796875,415863.3293457031,3307400.5643310547,2280871.6212158203,3512245.492675781,2218425.670898437,98054.26770019533
FA(21:0),1.280304822358594,9.826362083527947,9.002459520801924,0.0026961651366656588,0.18914184556565394,FA,10091469.951171877,1284533.8189697266,2653263.0649414062,9940246.5185546875,3065077.2026367188,5132891.686767578,2378260.6767578125,1641074.6489257812,802351.0339355469,6025232.510253906,1411071.6573486328,227035.07763671875
[TG(54:5)]_FA16:0,-1.3121121033576129,8.39288408608219,8.961943609863624,0.002756614724426059,0.18926799395155092,TAG,390061.08447265625,549514.2028808594,709402.1491699219,1878019.436645508,508651.7344970703,1171736.9924316406,497345.7489013672,3547548.057006836,4376900.6455078125,5260067.856201172,2447693.9404907227,40556.68292236328
FA(22:7),1.2636093137554079,9.347265206111466,8.773368087690287,0.003056605048145578,0.20549301021595376,FA,7156085.592529297,812427.5235595703,1658935.2374267578,7778849.842285156,2031319.7890625,3449798.106567383,1753404.581298828,1097702.2104492188,549234.8453369141,4970265.036865234,889459.32421875,193464.1936035156
PE(O-38:8)|PE(36:1)|PE(O-37:1)|PE(P-37:0),-1.2817583685731146,8.332047862956719,8.569277770642655,0.003418827468234186,0.22515420897942284,PE,450333.2120361328,402430.1301269531,1261961.9608154297,1005253.7857666016,603787.3037109375,1753980.5989990234,443790.9528808594,3834475.800415039,2347836.34765625,5200978.193603516,2562225.8247070312,91276.406005859375
PS(44:12),-1.2718524511094405,6.692368642660902,8.442753770243144,0.0036650084393362835,0.23653964467476377,PS,191090.1131591797,178387.31309127808,272674.2999267578,254802.5400390625,225075.19396972656,393392.50390625,216815.9754638672,1007226.6348876952,1232946.00390625,963961.2912597656,1039946.0678710938,147182.3505859375
DG(O-38:8)|DG(36:1)_C18:2,1.2223183634900354,3.147901081870508,8.2142317324641,0.004156310845108288,0.25306443579555554,DAG,3238.9002227783203,3231.380229949951,3242.120220184326,37739.122661590576,3237.1402168273926,3257.020236968994,3236.080238342285,3230.420238494873,3237.940242767334,17045.881072998047,3237.2602500915527,166867.05351257324
PE(39:6)|PE(O-40:6)|PE(P-40:5),-1.2540672026004653,7.992544404379193,8.217853617741866,0.004148023365159441,0.25306443579555554,PE,467438.4957275391,472563.2149658203,651361.5799560547,720396.8547363281,561026.2607421875,960872.0323486328,488905.7979736328,2965650.240966797,2179750.1737060547,3169389.4306640625,2592859.2263183594,231214.3924560547
PG(44:12),-1.2550258804728927,6.965020676180066,8.229873382591904,0.004120640451120646,0.25306443579555554,PG,184608.53247070312,296162.4587402344,259631.19775390625,323762.8416748047,324561.5417480469,477882.8159179688,271692.2392578125,1129622.182006836,1313712.0927734375,1443875.1848144531,1268822.0268554688,162836.79052734375
DG(35:3)_C18:0,-1.2392327243247618,4.014525049263172,8.03173388250093,0.0045964817685912795,0.25535896760038473,DAG,30461.782146453857,33993.402267456055,31971.382320404053,33583.262435913086,34489.16237640381,34434.20234298706,31385.68217086792,47902.40325164795,34273.122608184814,32607.862270355225,541101.714630127,45704.34292602539
DG(O-38:9)|DG(36:2)_C18:0,-1.2368640180549555,3.7736863273510894,8.002184448675962,0.004672095200569546,0.25535896760038473,DAG,29541.042068481445,28224.32202148437,27394.961990356445,28226.101947784424,27929.86191558838,28494.122257232662,26703.62189102173,125610.08701324464,29447.34225082397,31279.10215377808,380014.9611053467,32929.36228942871
FA(16:2),1.204865494401183,4.991603135474255,7.989068941140431,0.004706060984718424,0.25535896760038473,FA,163644.79333496094,58518.84477233887,41617.62307739258,510933.7736816406,45933.54287719727,46851.96337890625,123172.34985351562,38776.343017578125,30418.662078857426,268117.97399902344,28859.40200805664,141914.6102294922
FA(20:0),1.213722311768621,9.561251285294453,8.105355455792612,0.004413466606701598,0.25535896760038473,FA,8562945.333984375,1036863.5219726562,1890347.124145508,8125364.66015625,2367332.5908203125,4115184.8583984375,2230263.399902344,1309922.0490722656,681317.8017578125,5437064.0361328125,1111918.1818847656,258155.2587890625
FA(22:0),1.2070758500444352,9.1192777383154,8.018207340850495,0.004630938649363391,0.25535896760038473,FA,5696791.430175781,918275.8037109376,1997989.267578125,5561232.562744141,2066467.6014404297,3176324.888671875,1802088.4720458984,1076329.3959960938,579338.4577636719,3189613.0620117188,938636.0021972656,158888.591796875
PE(37:4)|PE(O-38:4)|PE(P-38:3),-1.2483081761627504,6.637228437563824,8.145536777276448,0.004316727537991563,0.25535896760038473,PE,187356.6923828125,170745.751953125,287299.4201660156,257068.2756347656,225689.2738037109,453179.6927490234,169962.09338378906,1174330.5499267578,819680.0809326172,1275601.7264404297,938633.6756591796,77729.96551513672
PE(37:5)|PE(O-38:5)|PE(P-38:4),-1.2344673748851738,6.813731198967712,7.973037523785479,0.0047479200669423875,0.25535896760038473,PE,192451.1328125,206465.13256835935,349369.08447265625,312933.8641357422,221804.1331787109,527587.2147216797,156812.99047851562,1324034.8073730469,923973.814086914,1485782.682006836,1051896.919555664,86608.38684082031
PG(38:4),-1.2060562002356323,8.499993077280854,7.6241472494148175,0.005759189475013985,0.29975652315919565,PG,472952.6716308594,626495.52734375,1221498.3515625,1210485.5112304688,718756.2470703125,1913928.53515625,911355.6240234376,3747540.4135742183,3185407.092773437,4844772.174804688,2409689.69140625,308585.84228515625
PI(38:3),-1.208226642935821,7.96658131085817,7.6505515357421245,0.005675496700933662,0.29975652315919565,PI,239982.79669189453,277575.43743896484,477160.389251709,1952794.881652832,354022.7213745117,687645.2074584961,284759.6233520508,2249156.5861816406,3529127.825988769,4325737.012512207,1716780.173034668,41249.6227722168
DG(35:3)_C16:0,1.1740799353879094,1.3608550423084909,7.587422810150414,0.005877691563284346,0.30106842340823153,DAG,12730.06084060669,10050.380668640137,7517.620529174805,5833.240398406982,6440.780448913574,6642.7604637146,8001.24059677124,3769.820251464844,2629.9801864624023,3535.440231323242,4795.680324554443,23162.98149871826
[TG(54:6)]_FA16:1,-1.1937200163498878,8.380652096596949,7.474814768351282,0.006256800209290493,0.31547959805281905,TAG,374828.5094299317,545581.2186279297,749778.0291748047,2056706.8399658203,559705.65771484375,1187692.739868164,557356.958190918,3506234.354736328,4074372.939025879,4953412.208129883,2423520.9853515625,41776.86294555664
[TG(62:13)|TG(61:6)]_FA22:5,1.157009096106334,7.89695919869305,7.376160022497061,0.00660941436928511,0.32114955103071163,TAG,460370.1953735352,2093858.7861328125,273313.73986816406,2366014.321166992,2079199.7133789065,302103.15838623047,430287.6340332031,1737206.712890625,1414935.2547607422,1118189.143798828,462481.6513671875,72452.70501708984
LPC(24:0),1.1563669923400421,9.453642452437387,7.36814156848606,0.006638951056516906,0.32114955103071163,PC,4282644.6162109375,4639725.8984375,3956416.30859375,3962921.3837890634,2845112.828125,4080159.490722656,4785997.157958984,874238.49658203125,714250.7322998047,646901.8220214844,801756.3564453125,98562.5264892578
LPC(24:1),1.1557461004592744,9.453454819581918,7.36034245758303,0.006667809085546228,0.32114955103071163,PC,4327642.6865234375,4603751.143066406,3950509.622070313,3981253.432617188,2812758.185546875,3992355.751464844,4869692.069824219,864104.75439453125,719430.9533691406,650588.9255371094,795828.7060546875,98224.22705078124
DG(39:6)_C18:0,1.153300277330178,2.2718736218473548,7.32590137675561,0.006796786875328794,0.3225475183336179,DAG,29284.34208297729,7143.780544281006,2590.360195159912,2666.5001945495605,2590.420192718506,2590.060199737549,2588.020191192627,22289.001586914062,7627.660514831543,2871.6001930236816,2604.9401779174805,69420.62530517578
[TG(64:14)|TG(63:7)|TG(62:0)]_FA22:5,1.1373362933347222,6.086852925239072,7.130755171489907,0.007577280791808715,0.3543751465966192,TAG,130351.72897338869,679034.864074707,112478.12756347656,603617.1785888672,472079.83627319336,127817.38928222656,159688.69229125977,434030.651184082,342889.0230102539,319237.76498413086,134268.7497253418,29459.982055664062
PE(O-38:9)|PE(36:2)|PE(O-37:2)|PE(P-37:1),-1.153293169633114,8.077908364939141,6.9947590900728756,0.008174871023950706,0.3768615542041276,PE,437603.009765625,355117.2624511719,1042705.8764648438,947235.2763671876,555975.2386474609,1519009.6954345703,415111.6311035156,3156809.575439453,2014050.4893798828,3838387.18359375,2125605.3713378906,89604.54736328125
PS(38:4),-1.1451616364014978,8.166616381549986,6.899939454626292,0.008619866876701843,0.39177901987488517,PS,468513.8940429688,359170.82429885864,1221988.5439453125,924544.6875,458341.853515625,1525387.125,736953.7548828125,3127795.7885742188,2746537.828125,3207412.681152344,1902019.7890625,249139.5764160156
PC(22:0),1.1141897596395502,9.094328399033346,6.847215445392067,0.008877953640771782,0.39790494998292414,PC,3380154.7939453125,3545898.803222656,3060141.030273437,3003446.936523437,2138261.5673828125,3280426.8627929688,3756876.123046875,672325.24755859375,564488.13671875,548612.9410400391,624878.14599609375,98047.44714355467
[TG(62:14)|TG(61:7)|TG(60:0)]_FA22:6,1.1065697341662724,7.955841098751703,6.755033505207393,0.009348359120718814,0.4132486970213646,TAG,504334.2941894531,2144943.286010742,293471.1612548828,2360231.7893066406,2157497.986694336,335519.5446777344,450336.0925292969,1883089.5119628904,1521949.8424072266,1139254.7166748047,481705.76989746094,78801.34576416016
PG(40:7)|PG(39:0)|PG(O-40:0),-1.1288447644021102,7.894768344748783,6.711434767192259,0.009579661783960554,0.4177509267140636,PG,319379.8837890625,459168.2353515625,743983.3693847656,760242.77490234375,631219.142578125,1006350.4282226562,592481.10546875,2353683.249023437,2146706.009765625,3009253.71484375,2008135.1416015625,213398.37524414065
[TG(57:10)|TG(56:3)]_FA18:0,-1.1176179775799913,9.509626430478237,6.583130345923607,0.010294968797848606,0.42592133731612114,TAG,252815.4339599609,397273.4122314453,474341.0657348633,9031466.37548828,799949.4644775391,746420.4553833008,327259.2608642578,2812167.376220703,15283537.65197754,16527461.751342772,2312920.196533203,43386.563079833984
[TG(64:15)|TG(63:8)|TG(62:1)]_FA22:6,1.0928229232904612,6.166141062530335,6.5901982805426105,0.01025417499885201,0.42592133731612114,TAG,151221.3498687744,702756.8090515137,123006.72747802734,604683.9233703613,494087.6181945801,141955.50939941406,169534.83186340332,478709.11346435547,363878.8465270996,326235.1024169922,150303.97109985352,34112.42204284668
DG(O-38:9)|DG(36:2)_C16:0,-1.1198797686148971,6.226884100204361,6.608814646979226,0.01014751863191875,0.42592133731612114,DAG,81095.82608032227,45281.683197021484,292209.64082336426,369443.0045776367,186592.53204345703,432864.654296875,500072.1715698242,613656.5301208496,658732.157409668,194320.2324409485,782037.4934082031,49106.84371948242
FA(12:4),1.0980791656191349,6.261964920626995,6.652924393634745,0.009899321691165815,0.42592133731612114,FA,507544.63818359375,107308.6082763672,108139.84826660156,566732.8190917969,119605.64819335938,220563.0751953125,258926.71899414065,66490.96490478516,67963.50476074219,280973.8210449219,83617.70568847656,629513.70263671875
PS(P-42:0),-1.1135310052252185,5.882637944709341,6.536589817699564,0.010567773616719926,0.43167348685006585,PS,120477.08862304688,81107.04566955566,171418.51245117188,152691.53125,181967.3726806641,199803.51440429688,141064.63024902344,627574.3811035156,743335.29052734375,480763.5504150391,489014.1365966797,80502.065673828125
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1,-1.1106216591756286,5.814794865899647,6.503331851697567,0.010767253287551853,0.4343240794866229,DAG,176672.25147628784,2895.500202178955,2912.800201416016,2883.700210571289,15485.861095428469,191799.69039154053,188956.83322525024,148418.06885528564,159432.28983306885,48129.08336639404,2938.3401985168457,842503.0589599609
[TG(58:13)|TG(57:6)]_FA22:5,1.0810949237487895,8.472615272602344,6.451217642548727,0.011087632755839611,0.4395276757438261,TAG,585397.839050293,1784769.2811889648,318252.34259033203,4409908.527130127,4321198.254821777,288470.1831665039,353139.2077026367,2868490.0872192383,2614160.3379821777,1996384.7830810547,695498.2810668945,51019.72317504883
PS(O-40:0),-1.1048272137536275,7.642056695339467,6.438281982553235,0.011168661112796326,0.4395276757438261,PS,342597.8840332031,245837.03787612915,776690.5725097656,614503.84326171875,480824.5961914063,904416.8623046876,536213.2548828125,2067754.10546875,1880348.5009765625,2136192.970703125,1665862.2509765625,176324.27221679688
[TG(55:10)|TG(54:3)]_FA16:0,-1.0888664534712074,8.195631034232115,6.259634847287092,0.012351966037977403,0.4802384868018444,TAG,231882.87786865237,327686.0003051758,466596.3739624024,2782964.95690918,400316.26654052734,741023.1751098633,282547.80059814453,2260332.503845215,4484866.114135742,5420689.851928711,1579865.1237792969,34598.14236450195
