lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_cerebellum,DOD94_F4_Female_5xFAD_cerebellum,DOD94_F3_Female_WT_cerebellum,FAD184_F3_Female_WT_cerebellum,FAD184_F4_Female_WT_cerebellum,Blank_Blank_Blank_Blank_Blank
DG(37:3)_C16:0,2.6285415221837187,8.398451450734981,33.99195488042097,5.534042009785145e-9,1.488196130464722e-6,DAG,1729280.427886963,1930320.427307129,695420.4795074463,76950.06562805176,33954.64236831665,40108.38299560547
[TG(56:7)|TG(55:0)]_FA20:4,2.5365225310439903,11.11827977796529,31.793116682298535,1.7149945648559053e-8,4.257144200607697e-6,TAG,2199758.2119140625,22698395.29736328,1895513.5788574216,1228846.5830078125,2593166.703125,337624.623046875
[TG(55:11)|TG(54:4)]_FA18:1,2.5291217004835103,11.294539005698185,31.61870815731108,1.8761344071004372e-8,4.324489808366508e-6,TAG,2372790.91015625,25921226.533691406,2282688.8930664062,1198005.5224609375,3073286.955078125,263154.5986328125
[TG(49:7)|TG(48:0)]_FA20:4,2.51719202089171,9.204279783422662,31.337607519375528,2.1683835955347518e-8,4.3733586642441525e-6,TAG,753464.0684814453,1072849.1642456057,191533.4318847656,129013.24877929688,111893.04779052734,3293378.932495117
[TG(54:6)]_FA20:4,2.5208684859340913,11.094852847980743,31.424633172420556,2.073337127612703e-8,4.3733586642441525e-6,TAG,2110188.874023437,22474602.60839844,1852620.095214844,1142249.6049804688,2730039.2734375,240371.81713867188
[TG(53:10)|TG(52:3)]_FA18:1,2.476624509620568,11.260922355046826,30.392232581036488,3.5293856732118434e-8,6.327404204141455e-6,TAG,2283963.849609375,25181332.95654297,2161427.8603515625,1059440.830078125,3417249.4409179688,236402.71728515625
PI(29:2)|PI(P-30:1),2.4800673392722197,10.23583326169696,30.471779304018128,3.387587204390831e-8,6.327404204141455e-6,PI,1565469.0125732422,2247524.0192871094,274256.7761230469,368191.5228881836,279613.0966796875,6661615.031005859
DG(42:10)|DG(41:3)_C16:0,2.4448089025488673,9.362073967585244,29.65760333452272,5.155003274381701e-8,8.755366087594606e-6,DAG,614653.1374359131,1424806.2537231443,204367.95440673828,143561.33016586304,155495.5696144104,3677631.8136291504
[TG(54:5)]_FA18:2,2.4097510965014637,11.441394298832627,28.85761071995228,7.789920313818261e-8,1.2194900766794301e-5,TAG,2416215.9375,28288723.522460938,2378193.2495117188,1974423.111328125,3292083.461425781,356736.9655761719
[TG(54:6)]_FA18:3,2.4081668549658954,11.44896134176209,28.82164016312724,7.93594409986614e-8,1.2194900766794301e-5,TAG,2679919.280273437,28111464.74267578,2636326.100585937,1540863.3994140625,3565608.8725585938,382035.806640625
[TG(54:7)|TG(53:0)]_FA20:4,2.4010638230370125,8.72617284459038,28.660345868795957,8.625194701180235e-8,1.2286539738488748e-5,TAG,394442.72790527344,4253075.397155762,383954.6283569336,261622.74145507807,524781.4740600586,66943.44445800781
FA(17:2),-2.683416193135997,7.987055250566868,28.630963991839963,8.757062720335953e-8,1.2286539738488748e-5,FA,149082.27349853516,157553.31182861328,283584.1626586914,2088284.2421875,169178.8504638672,116827.54858398438
FA(18:0),-2.6767021983753856,8.439096047837355,28.508389635695494,9.329336044787592e-8,1.2544069756887318e-5,FA,165196.31158447266,264344.87603759766,450243.46838378906,2838362.7634277344,210472.6561279297,142626.45068359375
DG(O-38:8)|DG(36:1)_C18:2,-2.6689917415369093,4.72310832703264,28.338872293434463,1.0183047288775188e-7,1.3144277440351014e-5,DAG,3228.860252380371,3233.420234680176,3342.520236968994,46289.58313369751,3232.740226745605,166867.05351257324
[TG(52:4)]_FA18:1,2.3349946981184493,8.91042700325671,27.17961180525163,1.854035709578904e-7,2.301143551850432e-5,TAG,448125.67150878906,4802955.998413086,469745.6516113281,252167.6975097656,671789.4476318359,58547.94396972656
[TG(52:4)]_FA18:2,2.3245406267222433,11.519132801180975,26.948395073005727,2.0896058900018664e-7,2.383294401962225e-5,TAG,2524885.1826171875,29415603.8671875,2498661.77734375,1752291.62890625,4278430.5458984375,400788.845703125
[TG(53:9)|TG(52:2)]_FA18:0,2.3223833339207514,10.591300143972896,26.900721429439727,2.1417892053580578e-7,2.383294401962225e-5,TAG,1481805.4897460938,15293621.061279297,1412618.1313476562,908855.1708984376,2163624.642578125,202028.53369140625
LPE(20:4),-2.5961993553901648,2.700573105957475,27.02727978106941,2.0060427477874182e-7,2.383294401962225e-5,PE,5041.660385131836,3126.160213470459,55542.00408172608,2878.520217895508,11130.30086517334,2961.640182495117
[TG(52:5)]_FA18:3,2.266408691173602,11.550219033013308,25.67641692272443,4.0373074274915513e-7,4.342797022838412e-5,TAG,2843533.499023437,29287383.43847656,2726293.90625,1561694.7119140625,4697876.01171875,522388.6748046875
[TG(45:3)]_FA16:0,2.2227873751715044,11.542938064842417,24.738466825670912,6.566052532513411e-7,6.835048878200251e-5,TAG,3499530.2028808594,3187438.241821289,1587896.5795898438,162260.69274902344,229234.63598632807,18184222.017578125
[TG(55:10)|TG(54:3)]_FA18:0,2.2135539927862853,10.7962647573527,24.541903165318654,7.271123695136448e-7,7.332473801314161e-5,TAG,1714355.0283203125,17280196.5234375,1753642.3208007812,1484285.107421875,2166332.906738281,228309.53759765625
[TG(52:5)]_FA18:2,2.2062835807974803,9.183632060944499,24.387400464198432,7.878226632379894e-7,7.658967683050346e-5,TAG,480111.8804321289,5728090.840209961,534324.31640625,437004.1300048828,814281.56005859375,78901.92565917969
[TG(52:6)]_FA18:3,2.204102918380965,9.18895614855813,24.34117314401737,8.069566198441642e-7,7.658967683050346e-5,TAG,536849.8562011719,5667911.230834961,573547.7567138672,343727.20471191406,886285.1779785156,91084.34631347656
DG(35:3)_C16:0,-2.4289065818223654,3.0317004248226405,24.07293753386261,9.275474369084975e-7,8.551987368296348e-5,DAG,4958.340370178223,2721.3401832580566,32789.262298583984,12913.740856170654,12106.060813903809,23162.98149871826
DG(35:6)_C16:1,-2.387481280709849,2.703163870368949,23.363337488170146,1.3411037767678975e-6,1.202150524341668e-4,DAG,2929.7602005004883,6719.160530090332,2941.780227661133,32606.46218109131,32226.182327270508,3145.3802223205566
FA(18:2),-2.3793794964339194,7.395449541117691,23.241359179382926,1.4289100685317907e-6,1.2462412949059697e-4,FA,91295.8275756836,155117.10821533203,196374.4150390625,1062475.6064453125,422138.0263671875,92326.447265625
[TG(53:10)|TG(52:3)]_FA18:0,2.1453401117207105,8.302825867915633,23.109150618765856,1.5306054101144305e-6,1.2998062259050703e-4,TAG,308901.162109375,3000465.778869629,310688.8635253906,242122.57775878903,441195.3471679688,57188.86389160156
[TG(50:3)]_FA16:1,2.132197718425237,10.037223092981417,22.837519902386706,1.7629032849558726e-6,1.458689461680154e-4,TAG,1010285.1508789062,10023150.18017578,867648.9143066406,551647.9560546875,1991189.166015625,157774.49194335938
DG(40:5)_C16:0,2.1173388987602233,9.646068153551791,22.531753384682816,2.0669850893309484e-6,1.6675402208177426e-4,DAG,2981817.527206421,2865173.2877197266,1367107.3837890625,339314.7276992798,129287.39074325562,1741810.3216552734
[TG(42:1)]_FA18:0 | DG(44:8)|DG(43:1)_C18:0,2.0954840277590754,6.319889006758062,22.0842489395161,2.6094209417983036e-6,2.0538052144349086e-4,TAG,914942.324951172,944137.8299560548,950032.9061279296,1174842.62109375,918650.98876953125,58990.14392089844
[TG(42:1)]_FA18:0 | DG(44:8)|DG(43:1)_C18:0,2.0954840277590754,6.319889006758062,22.0842489395161,2.6094209417983036e-6,2.0538052144349086e-4,DAG,72196.02452087402,670992.5269775391,74657.90551376343,75735.20529174805,76896.1452217102,77638.42515563965
[TG(55:10)|TG(54:3)]_FA18:1,2.0879366923659264,11.68558457535213,21.932123628585998,2.8246581435227893e-6,2.1583860710322684e-4,TAG,3715126.36328125,30415085.053710938,3244739.0869140625,2251847.0361328125,5268510.0693359375,573113.1435546875
[TG(56:6)]_FA20:4,2.0862296856093865,11.59772823034251,21.897512802635898,2.8760644888251484e-6,2.1583860710322684e-4,TAG,3560260.0009765625,28098583.8828125,2973646.7744140625,2398621.01171875,4576042.859863281,855493.60546875
DG(36:6)_C16:0,2.0461529200792574,10.247296408917839,21.09158610267332,4.378464253332924e-6,3.2112054876148513e-4,DAG,1523515.1501731873,3512859.5925598145,855871.3384399414,412497.8683433533,362535.1083450317,5644166.026489258
[TG(50:4)]_FA16:1,2.04271041729598,7.724911117094314,21.022760824787838,4.538594912555557e-6,3.2546768406259516e-4,TAG,217286.6154785156,1950527.4884033203,197094.8727416992,144939.10919189453,364659.6682128906,43220.64306640625
[TG(51:9)|TG(50:2)]_FA16:0,2.0362005745370744,9.918992873205353,20.893572691711594,4.855209685552174e-6,3.4060351424514926e-4,TAG,911394.67041015625,9052379.065917969,876199.7236328125,538762.9978027344,1871775.4287109373,164916.07250976562
[TG(54:5)]_FA20:4,2.0293689405976054,11.702323948793984,20.75810801837058,5.2110479426994716e-6,3.577883342785361e-4,TAG,4349560.331054688,28950503.7734375,3071237.5400390625,2537029.658203125,5338540.943359375,1147714.1220703125
[TG(45:2)]_FA16:0,2.0195014139149436,9.859402333053554,20.562724222087127,5.770892337528833e-6,3.581282610231835e-4,TAG,1152847.5856933594,1046604.583618164,534750.2523193359,79413.54559326172,138587.9901123047,5510563.080871582
[TG(49:6)]_FA20:4,2.0238818280022888,8.031058246262353,20.648612327367317,5.517716317602196e-6,3.581282610231835e-4,TAG,344873.10345458984,478474.0941772461,105060.1675415039,84556.56481933594,86156.4260559082,1400554.1663208008
DG(36:7)|DG(35:0)_C16:0,2.0254570032921704,11.982633843193083,20.680659054778516,5.426132998648867e-6,3.581282610231835e-4,DAG,4050916.1219215393,11174611.682373049,2625591.264038086,1306893.3996772766,1035564.1646499634,19974577.3984375
FA(16:0),-2.2209556526386574,6.408032931576216,20.581413965854154,5.714825233231218e-6,3.581282610231835e-4,FA,61157.94451904297,55567.12469482422,71500.5258178711,588036.8634033203,44899.723571777344,127026.0908203125
PI(34:2)|PI(O-35:2)|PI(P-35:1),2.0213556521825544,9.608016653668995,20.599571068829388,5.660879604159436e-6,3.581282610231835e-4,PI,668755.4431152344,7324573.3974609375,726196.0065917969,402330.6298828125,1537531.4438476562,151088.35009765625
[TG(55:11)|TG(54:4)]_FA18:2,2.007103457963576,11.800998199393725,20.319090983392456,6.554333735095899e-6,3.9907235779536727e-4,TAG,3690516.0625,32716659.181640625,3301543.952148437,3078562.138671875,5685630.9228515625,661027.271484375
PI(36:3)|PI(P-37:2),1.9929156521241689,9.396419499638117,20.041375252302824,7.578455292050611e-6,4.528828745823578e-4,PI,801466.2474365234,6122424.718505859,757759.4771728516,582837.7598876953,970968.29638671875,65510.98474121094
[TG(54:5)]_FA18:3,1.980819290485895,11.803064627738351,19.80606602901735,8.571023411234053e-6,5.028853190554961e-4,TAG,4069429.603515625,32077138.212890625,3550991.163085937,2720882.05078125,6000276.9736328125,720653.3662109375
[TG(57:12)|TG(56:5)]_FA20:4,1.9772646234106455,10.178361070518948,19.737082922889382,8.886025336056708e-6,5.030737501658772e-4,TAG,1540327.6518554688,10095376.681640623,1112074.8215332031,957484.53369140625,1889924.9501953125,269438.8798828125
FA(16:2),-2.169929267386881,6.207809419265944,19.74849155005722,8.833138437825902e-6,5.030737501658772e-4,FA,37940.74258422852,61548.60360717773,83160.80603027344,440224.275390625,50024.563873291016,141914.6102294922
DG(O-40:9)|DG(38:2)_C18:0,1.9672956805969892,4.068345112180132,19.538793899900156,9.857729363314813e-6,5.484636664727053e-4,DAG,23712.92169570923,107668.90849685667,23379.8017616272,3940.600288391113,18264.72134780884,30989.722229003903
[TG(56:8)|TG(55:1)]_FA20:4,1.9513541526551714,9.795379047878843,19.23769161636301,1.1541206053041563e-5,6.312452870027987e-4,TAG,1405251.0480957031,7506100.766357422,1023084.1688232422,690865.7470703125,1379701.335205078,159430.49194335938
[TG(53:10)|TG(52:3)]_FA16:1,1.9496400851990465,10.198699812497628,19.204873622045852,1.1741324834448146e-5,6.314875873460695e-4,TAG,1480811.2426757812,10377954.26171875,1107158.8981933594,941978.4228515624,2074582.908203125,190916.0751953125
[TG(50:3)]_FA16:0,1.9412207528231011,7.634103696637248,19.043636274625896,1.2776312365459405e-5,6.649864516667339e-4,TAG,193766.3142089844,1805372.9221191409,202730.15325927731,143775.9306640625,351550.16369628906,39421.5026550293
[TG(53:9)|TG(52:2)]_FA18:1,1.9418127052277325,11.793134488507183,19.05526504656235,1.269869342333807e-5,6.649864516667339e-4,TAG,4583821.802734375,31166936.9140625,3547239.0185546875,2578877.681640625,6412719.421875,568842.640625
[TG(54:5)]_FA18:1,1.9285351239977506,9.951553903974617,18.8025481532095,1.4497330561099705e-5,7.425854876296626e-4,TAG,1358934.28515625,8625663.147216797,1278435.3784179688,599582.58203125,1657008.7094726562,124003.70825195312
[TG(55:9)|TG(54:2)]_FA18:0,1.9231668167148666,11.197359555663946,18.700843549765434,1.5291482439766135e-5,7.71025216142583e-4,TAG,2609577.319335937,20833683.07470703,2413840.3603515625,2124234.59375,3688242.5615234375,511983.2807617188
PI(36:2)|PI(O-37:2)|PI(P-37:1),1.9138499231637494,9.55366198554279,18.524795308505418,1.6770828459445977e-5,8.326071298251103e-4,PI,831472.6142578125,6715274.104125977,778655.9909667969,578797.0849609375,1328454.611328125,120752.98876953124
FA(17:6),-2.0827600358304967,5.141563328937593,18.352564589632493,1.8357171887137946e-5,8.975544496938508e-4,FA,24078.20178222656,22887.12173461914,37774.86291503906,197236.3521728516,24332.041473388672,77384.78515625
[TG(55:9)|TG(54:2)]_FA18:1,1.901103755346921,10.207648944340818,18.28524414234562,1.9017455767021215e-5,9.159601456742904e-4,TAG,1576719.078125,10163233.957519531,1176352.02734375,896094.40625,2163945.1611328125,241709.57763671875
PI(34:3)|PI(P-35:2),1.882363170701539,7.325672703016442,17.935129689893074,2.2856315104155143e-5,0.001084666600604539,PI,160015.3511352539,1423689.0545043943,179805.93341064453,109769.76763916016,287233.1395263672,40319.40286254883
[TG(54:7)|TG(53:0)]_FA18:3,1.868939451189843,10.083499202159961,17.686792415421223,2.6042860918691967e-5,0.0012179755389075213,TAG,1476369.5625,9237365.208740234,1392149.8154296875,716037.4089355469,1840956.7209472656,209595.373046875
[TG(55:11)|TG(54:4)]_FA20:4,1.8566896305203242,10.119554335056808,17.46119221590925,2.9323277823757286e-5,0.001351803107675211,TAG,3296253.5673828125,6754647.900390625,1089709.4365234375,985850.328125,1723994.1162109375,721736.25390625
[TG(53:10)|TG(52:3)]_FA18:2,1.8539580448563178,11.989078209186179,17.41110767568432,3.010614731293328e-5,0.00136834559688501,TAG,4826967.6298828125,35328260.798828125,3882522.24609375,3355189.8984375,7695538.40234375,750925.296875
[TG(55:8)|TG(54:1)]_FA18:0,1.8519505868715866,9.819420818566748,17.37425205379259,3.069562181610569e-5,0.0013757607166746259,TAG,1227740.3623046875,7594832.3203125,924627.6435546876,783558.47705078125,1570667.9877929688,226154.87475585935
[TG(55:10)|TG(54:3)]_FA18:2,1.8471702590239407,10.350310877353865,17.28678165364545,3.214149583769626e-5,0.001420830233811587,TAG,1597142.2568359375,11177932.033203123,1252012.935546875,1107901.2534179688,2408837.0180664062,313728.6240234375
[TG(53:9)|TG(52:2)]_FA16:0,1.8424517436770584,10.026040350999788,17.200601754011586,3.363298012306263e-5,0.0014666706332043663,TAG,1309890.716796875,8979493.209472656,1076333.8715820312,859593.00048828125,1919198.111328125,174264.39233398438
[TG(53:8)|TG(52:1)]_FA18:0,1.8382765127850393,11.189215839164136,17.124543100631243,3.5006995972248735e-5,0.0015062343466992888,TAG,2980774.65625,19853428.387695312,2398102.0400390625,1975009.25,4198928.1640625,529076.7412109375
DG(34:3)_C16:0,1.828607199711697,8.844012225877064,16.948803389968816,3.8401517279897485e-5,0.0016305486350293313,DAG,2997584.3324279785,1245451.5886230469,1024837.4969482422,567509.7161254883,46945.86352920532,43855.44302368164
[TG(54:6)]_FA18:2,1.8205987426717287,10.101707226361354,16.80403725999804,4.1445034691454835e-5,0.001736923726614607,TAG,1369992.2009277344,9439876.154052734,1336178.2580566406,954621.9658203124,1795346.0869140625,172625.4111328125
[TG(55:11)|TG(54:4)]_FA18:3,1.8172738755165645,10.370807213226856,16.744072383618914,4.27756932609087e-5,0.0017697072070891329,TAG,1787070.3813476562,11105405.693847656,1344731.5268554688,1054941.771484375,2534021.0283203125,289580.8388671875
DG(36:3)_C18:0,1.8105639075912756,5.782557649346371,16.62209111054358,4.561659375476355e-5,0.0018633512410964805,DAG,57435.88405609131,409929.85357666016,59015.70421600342,56880.88399887085,58930.72445678711,65619.12463378906
[TG(52:4)]_FA18:3,1.789559118718047,12.027973623916441,16.247923754162436,5.557045824557922e-5,0.002241573359481052,TAG,5415667.427734375,35164040.66015625,4226438.96875,3290114.142578125,8328824.685546875,816298.306640625
[TG(51:7)|TG(50:0)]_FA22:5,1.7754529086922493,8.572651809297096,15.997531148903365,6.342513958427201e-5,0.002526826239980812,TAG,562858.0627441406,714359.9884643555,203422.3549499512,183876.63244628903,116157.18856811523,1924728.5419311523
FA(17:1),-1.920134290237626,5.862098884000101,15.8531672670415,6.84518715274213e-5,0.002693831578280348,FA,46418.083557128906,47353.42395019531,93602.00720214844,314997.1160888672,57224.72375488281,95713.3671875
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1,1.746149109592398,7.24714829987776,15.483001843203965,8.325055189484228e-5,0.0032367413369235667,DAG,248587.55429840088,158358.72882461548,163015.91341781616,2896.780204772949,2964.480224609375,842503.0589599609
[TG(51:8)|TG(50:1)]_FA22:6,1.7390605851571135,8.705286747011394,15.360779294889653,8.881278003549583e-5,0.0034118909663636314,TAG,589338.9019165039,790609.8931884766,233090.2774047852,197665.41479492188,126429.96838378906,2119770.7704467773
[TG(52:4)]_FA16:1,1.7276916341516138,10.354333990335236,15.164585340200574,9.853420834805198e-5,0.0037408222392842786,TAG,2017518.9326171875,10695881.28515625,1547751.3503417969,1513402.9157714844,2040090.5906982424,96193.467529296875
[TG(53:7)|TG(52:0)]_FA18:0,1.7253160330556467,9.62336139087193,15.123632037604693,1.0069485827520332e-4,0.0037783989262102457,TAG,2416976.10546875,4646276.2783203125,829070.7001953125,740429.4521484375,1365331.41015625,394852.66943359375
FA(30:1),-1.8561999206903048,8.061468351912561,14.908731502811861,1.1283950448783938e-4,0.004185437712439744,FA,37934.342781066895,553913.3770446777,671026.7630767822,1378772.1616363523,677737.0124816895,25251.52146911621
[TG(51:9)|TG(50:2)]_FA16:1,1.7081380643404753,10.7764330417546,14.82925771502778,1.1769534959468579e-4,0.004315941967523307,TAG,2527764.109863281,11980725.034179688,1510544.7924804688,1119702.6215820312,3430099.3256835938,2063598.873046875
DG(38:5)_C18:1,-1.8396260738636718,1.9068907317935988,14.649018509352572,1.2950206336343763e-4,0.00469554110644734,DAG,2896.1802101135254,4076.6202812194815,2889.7802200317383,13683.141048431396,17772.281200408936,4106.460289001465
PI(34:1)|PI(O-35:1)|PI(P-35:0),1.689339058520082,10.604782464202266,14.510078387334943,1.3941169530143056e-4,0.004998683785974627,PI,2001816.09765625,9782171.88671875,1259235.1381835938,956491.95703125,2759920.975585937,2675812.8022460938
[TG(52:4)]_FA20:4,1.6852644328357527,10.346645708525632,14.44131808693055,1.4459485735701373e-4,0.0050172860719471316,TAG,2628571.53515625,9501021.496582031,1330478.953125,1171759.2890625,2629212.2319335938,342702.3056640625
[TG(53:8)|TG(52:1)]_FA18:1,1.6861864647652152,10.37555603751544,14.456863954954315,1.434062845506043e-4,0.0050172860719471316,TAG,4679102.68359375,7053821.34765625,1415574.783203125,1229869.939453125,2408847.017578125,647312.46484375
FA(16:6),-1.824963958900325,6.202633109387638,14.453847012501683,1.4363617566795514e-4,0.0050172860719471316,FA,56985.36340332031,55905.443908691406,84256.86535644531,381976.1259765625,56482.523986816406,166338.65234375
[TG(53:10)|TG(52:3)]_FA16:0,1.6706342276757054,10.150528977403726,14.195651689733495,1.6475079085029876e-4,0.005655859596531002,TAG,1712753.5161132812,9178722.170654297,1449825.4658203125,1277699.8967285156,1824615.9631347656,93157.28674316406
FA(19:6),-1.7819189597635714,5.920159185458517,13.837032242222218,1.9936784380064924e-4,0.006772210862575737,FA,49392.50372314453,54316.10394287109,74241.0053100586,335601.6022949219,55358.36401367188,108003.88793945312
[TG(53:9)|TG(52:2)]_FA16:1,1.6469954899972594,8.800627893518298,13.802741675172001,2.0303972259292868e-4,0.006825095675076885,TAG,643741.1887207031,3515772.8825683594,433869.2678222656,374994.9228515625,993148.6472167968,111171.68737792967
FA(18:6),-1.7515440630238184,5.79527621781552,13.407866314762938,2.5057127368185495e-4,0.008336015465683978,FA,45074.18298339844,40247.282958984375,62167.42510986328,272014.8803710937,42830.863037109375,136687.87036132812
[TG(55:11)|TG(54:4)]_FA18:0,1.5981493322792373,9.538045814040347,13.007129858422559,3.1030719463870463e-4,0.010217972623460202,TAG,1052410.3129882812,5860387.198974609,1117521.4770507812,659342.8288574219,1280985.892578125,142586.51037597656
[TG(54:6)]_FA18:1,1.5902937392045415,6.901045892600808,12.880881113509531,3.319559158303057e-4,0.010820421620044408,TAG,195345.35510253903,884862.6461791992,174780.31170654297,103417.08801269533,204276.7738037109,43440.762939453125
DG(39:6)_C18:0,-1.712574381357189,3.5972584274153094,12.85057818108271,3.373749849706962e-4,0.010887090765004367,DAG,4643.680370330811,2588.260196685791,18937.98137283325,2668.5001945495605,12390.1808052063,69420.62530517578
[TG(53:9)|TG(52:2)]_FA18:2,1.5840862239292537,10.499952066397634,12.78213380125817,3.499455303954664e-4,0.011180932936496734,TAG,4606202.1328125,7868148.078125,1507412.310546875,1421944.248046875,2822341.1171875,765101.7705078125
FA(15:6),-1.6943263380424,6.3653100376594125,12.614757648919294,3.8271315459231423e-4,0.01210799362617057,FA,61374.08435058594,64053.06451416016,97382.266357421875,273186.19775390625,179189.65194702148,223376.6572265625
FA(18:4),-1.6879933197126535,5.5205432430123285,12.527181621369891,4.0107432751936185e-4,0.012565697620436706,FA,32546.16217041016,30915.002075195312,44741.78366088867,185618.91333007807,38839.702728271484,145822.72924804688
FA(17:0) | FA(18:7),-1.6859685734758152,5.701977978551479,12.49992265446053,4.0696886585369816e-4,0.012627774327979653,FA,44400.80322265625,36593.84252929688,59519.80432128906,247980.85900878903,34927.102447509766,134354.74926757812
FA(11:1),-1.6827226369244068,6.7749893083847255,12.456512631379155,4.165369134457906e-4,0.012801567806567297,FA,102327.4871826172,102108.1275024414,122395.36938476562,171466.1728515625,650842.32666015625,174002.03344726562
FA(19:2),-1.6792509614234767,9.37803940662327,12.409693366396823,4.271109932310911e-4,0.013002709199591801,FA,667867.5045166016,841015.5856933594,996332.5821533204,4575685.138427734,696391.8430175781,216946.63403320312
DG(42:4)_C16:0,1.5570556018708834,7.435862184082959,12.354390317132129,4.3995064154290505e-4,0.013268417946345371,DAG,468794.2781639099,571738.9819946289,208068.19464111328,142532.190448761,131757.04858016968,457082.35220336914
[TG(54:7)|TG(53:0)]_FA18:2,1.5432565009514434,7.003330958362037,12.138851973832063,4.938216540374547e-4,0.014644147354245404,TAG,188388.934173584,961160.4509277344,175710.59143066406,130337.3295288086,221620.2911376953,46564.96325683594
FA(17:0) | FA(18:7)_2,-1.6591205095603128,5.8006100976697015,12.135753758919233,4.946427212930738e-4,0.014644147354245404,FA,52853.00384521485,46905.08361816406,52744.56365966797,316942.1456298828,41840.42315673828,106074.14672851562
[TG(51:8)|TG(50:1)]_FA16:0,1.5293445252122615,10.562819520169676,11.923610742087476,5.542694605292797e-4,0.01626025044661805,TAG,2048785.9614257808,10058774.247558594,1479233.9375,998100.17529296875,3249580.6767578125,1707462.140625
FA(16:5),-1.636876934028245,4.734015349029276,11.835431167678053,5.811424044913071e-4,0.01689501386750854,FA,20107.76153564453,20503.84135437012,27994.701873779297,116214.4091796875,21316.961486816406,75985.025146484375
[TG(53:10)|TG(52:3)]_FA18:3,1.521150473697917,10.531068634410646,11.79749992059078,5.931031500166959e-4,0.017034638354019183,TAG,4820738.958984375,7697038.95703125,1618534.546875,1450591.0078125,2976743.333984375,796008.09375
DG(34:2)_C16:0,1.5205420880978457,5.1379721352830625,11.786859862284473,5.96502675551338e-4,0.017034638354019183,DAG,117625.98892211914,162698.7527770996,56837.30375289917,44858.80310058594,30046.382301330566,32901.14241409302
DG(40:4)_C16:0,1.5126900061253832,6.824962325979119,11.667273153871065,6.360917442998021e-4,0.018005860165398787,DAG,215788.3539047241,307833.3035583496,137164.16928100586,63815.6047782898,47079.40353775024,431925.8089904785
[TG(56:9)|TG(55:2)]_FA20:4,1.504349405798726,6.7525218279292165,11.540524952575652,6.80954098030652e-4,0.01905725476494527,TAG,193544.15423583984,747425.8942871094,157983.45001220703,107140.60772705078,180683.05352783203,48443.04309082031
