lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_hippocampus,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_hippocampus,FAD185_M4_Male_WT_hippocampus,FAD189_M3_Male_WT_hippocampus,Blank_Blank_Blank_Blank_Blank
DG(34:0)_C16:0,3.961938739207143,4.907230295509322,94.34530898292633,2.6501420987857393e-22,3.1674105751042894e-20,DAG,307239.58154296875,262933.4620628357,6343.620452880859,4784.240379333496,9148.260459899902,2629.2001762390137,3417.0002250671387
DG(37:4)_C16:1,3.8861068115052086,8.6811623520404,91.63825942999392,1.040614909563851e-21,1.1993086832723383e-19,DAG,1954716.955535889,734521.1391487122,3176351.913017273,1948034.9388694763,133211.84944915771,36455.42232513428,43886.56324768066
[TG(51:5)]_FA16:1,-3.025126744997057,6.768384439613969,90.46949731556197,1.8785066149571363e-21,2.0903244298160962e-19,TAG,111850.78784179688,112924.3077392578,98638.42639160156,96466.1260986328,548906.5149536133,540491.7579345703,26470.341918945312
[TG(51:4)]_FA16:0,-3.0093073038960383,6.670786404689928,89.57348639172255,2.9545736984709694e-21,3.1781364416552726e-19,TAG,107664.56826782228,103271.36825561523,103905.76654052734,81494.88568115234,559708.716796875,457797.0746765137,23257.22166442871
FA(30:1),-2.8825501041320836,6.7130344785771925,82.51956297916695,1.0462944130285792e-19,1.0891587325300726e-17,FA,130488.96948242188,98799.78436279295,72029.76539611816,135318.57009887695,571821.3587188721,455565.4866638184,25251.52146911621
PC(22:1),-2.871143695817096,8.625123958604805,81.89933485045549,1.431974806495765e-19,1.4440570939255732e-17,PC,491123.11560058594,397054.2487792969,361428.70471191406,404476.8093261719,1916914.8725585935,1944850.131958008,94402.546142578125
[TG(61:12)|TG(60:5)]_FA22:6,3.5623948111273402,11.207515651225465,80.03144129907741,3.684990985196438e-19,3.603474517948153e-17,TAG,19410951.02148437,13619564.489135742,5246253.037353516,7045603.99520874,579936.9184265137,640968.4714355469,153794.44931030273
[TG(61:11)|TG(60:4)]_FA22:5,3.453111649689666,10.996540249549565,76.18569922709503,2.582048738070868e-18,2.450668022869027e-16,TAG,16195405.749633787,11820811.877563477,4717405.499389648,6291816.236877441,549390.8406982422,584445.1047363281,137564.6700744629
FA(15:2),-2.695054137736655,9.499035494579802,72.50637076573912,1.6649361310049098e-17,1.5350711127865268e-15,FA,1107670.302307129,283705.3001098633,619800.9603881836,1360440.8477172852,759387.8843994141,6262148.153198242,63076.88415527344
LPC(12:0),-2.6836517345574826,6.848772829263242,71.91058377262925,2.2517296947633212e-17,2.0184254791670106e-15,PC,154140.75244140625,121968.24963378906,120525.78924560548,122555.30725097656,490687.3289794922,574231.9425048828,53912.94366455078
[TG(51:5)]_FA14:0,-2.591456673527876,5.989305618585235,67.19064881001714,2.464804724720275e-16,2.149709418019548e-14,TAG,80668.0258178711,68916.44454956055,71441.78448486328,76613.56524658203,296817.4184265137,275805.84033203125,34294.842529296875
PC(O-12:1),-2.588962595082572,6.885982767520726,67.06797702520453,2.6230474341992583e-16,2.2275194921476332e-14,PC,160738.1498413086,127725.82946777344,134071.16870117188,136643.73120117188,491075.23291015625,583332.4037475586,56245.02416992188
LPE(20:0),3.16838017306217,2.756870387343138,66.23150175780786,4.0095302884824807e-16,3.3176292925469137e-14,PE,62723.90397262573,54680.84397888184,4801.900329589844,2571.800178527832,2132.360145568848,2257.8401527404785,2168.840148925781
LPE(20:3),3.161240199894923,3.4629106782300463,66.04489315520959,4.4076840698081273e-16,3.555899123317707e-14,PE,118867.42853164671,77489.36529541016,7855.660625457764,2019.980136871338,5207.5804443359375,2098.780143737793,2059.740146636963
FA(40:6),-2.5332488830566775,9.667226629962244,64.2868935737024,1.0755886826202447e-15,8.46566994833056e-14,FA,1251544.7256774902,471881.0527305603,1385945.374507904,1048147.0240325928,374510.3220710754,7366342.501377106,13028.760856628418
PC(54:12),-2.5284525775422404,6.141610807598088,64.04459739844606,1.216343876795761e-15,9.345575453380763e-14,PC,75094.98504257202,111464.96816635132,99874.62572860718,72123.68444442749,375138.3253593445,282977.19859313965,12016.36081314087
PE(44:2),-2.435848177465394,6.417480288243476,59.53532250641092,1.2011867576964764e-14,9.01448759787565e-13,PE,116376.08799743652,110556.40856170654,90403.36627578735,101346.48629760742,381999.0080413818,340023.5043029785,71119.14533233643
DG(38:7)|DG(37:0)_C18:1,2.888322475080491,5.083596971703084,56.9741607295573,4.415758230135884e-14,3.2385572292382952e-12,DAG,48325.80347442627,55225.60406112671,49594.923095703125,29848.281978607178,2881.9802017211914,4991.180347442627,208052.99420166016
[TG(40:2)]_FA16:1,-2.352857533262328,8.267852859223481,55.61683891309076,8.806603054772981e-14,6.315312901722757e-12,TAG,484046.9956054688,561752.9835205078,310873.2006835937,355219.1472167969,1724577.0482177734,1053503.5642089844,54243.9838256836
FA(27:3),-2.3468685346433302,6.396348068307471,55.335365037091826,1.0162367788862188e-13,7.129121924925714e-12,FA,240786.55769348145,149171.7720336914,42282.40343856812,16723.66119003296,437267.2824707031,288453.99074172974,45375.02368164063
PC(52:0),-2.342477717034729,5.968067241139174,55.13040252122664,1.1279268134639177e-13,7.74429750435758e-12,PC,76829.84506225586,106295.56687545776,96949.3663711548,68221.02470779419,309284.8385620117,252877.197971344,12010.640815734863
FA(29:3),-2.2927319319070674,8.733330759545488,52.84852270796546,3.602895542307769e-13,2.422196648963994e-11,FA,664425.5786743164,464812.67333984375,613601.7890625,686251.6192626953,391611.1671447754,3420731.9689941406,61862.46453857422
DG(35:3)_C16:1,-2.2643575465609262,1.4828995283788244,51.427021732892634,7.430866134964696e-13,4.89375612602675e-11,DAG,3673.2202644348154,2921.9402198791504,2925.04020690918,2921.160221099853,2930.3802185058594,16177.141124725342,5898.74040222168
DG(31:1)_C16:1,2.571631942732167,9.35017307112986,46.975602113845525,7.187590794267129e-12,4.638871098620005e-10,DAG,4106221.7010498047,2292516.308959961,1884771.9234046936,1665236.3315429688,393086.95028305054,140743.26978302002,988632.05859375
DG(32:3)_C16:1,2.5652448239670864,8.462446307046513,46.77752305713511,7.952024471240342e-12,5.031604503665212e-10,DAG,2129486.633422852,1116295.9083862305,1133135.9825210571,994220.6136779784,210910.21404647827,78990.96538925171,532644.7174072266
PC(56:12),-2.1395954423641297,6.5459072016107385,46.078853906752556,1.1358786459663942e-11,7.049000751026065e-10,PC,102350.50741577148,139628.42881774902,122194.148727417,205448.2335128784,464704.75496673584,335385.06174468994,22354.98147964477
[TG(42:2)]_FA18:1,-2.133315279724993,8.155380821983357,45.81210802018177,1.301565586507786e-11,7.924815372944576e-10,TAG,520081.7818603516,552866.8704223633,348704.6661376953,336641.3446044922,1517538.612915039,934916.9182128906,53799.88366699219
[TG(44:5)]_FA20:4,-2.1226646257065753,8.503613031789852,45.35832175484393,1.6408931369937256e-11,9.627567551052277e-10,TAG,652446.49951171875,685727.0447998047,460724.7763671875,450967.4340820313,1876486.319946289,1240060.9736328125,66933.42498779297
[TG(40:1)]_FA16:0,-2.114065048267391,7.962944910270205,44.992939540185034,1.9774614357366418e-11,1.13951215234324e-9,TAG,438381.2722167969,476891.1295166016,301771.15899658203,331133.3029785156,1128376.0830078125,1003553.8732910156,53036.68341064453
PG(16:0)|LPG(17:0)|LPG(O-18:0),-2.1131855654438017,5.749788627309638,44.9516346060791,2.01961550725625e-11,1.1433858319150734e-9,PG,2188.340156555176,57335.52450942993,8105.900585174561,244495.80291748047,294873.7395019531,135519.05062103271,39920.40306472778
DG(33:1)|DG(O-34:1)_C16:1,2.47337325720659,8.875626184089077,43.96819766718545,3.33754849302858e-11,1.8569429287936603e-9,DAG,2966604.661926269,1489372.6487464905,1439206.9345703125,1200891.0610961914,301555.761051178,106432.18765258788,719989.2328491211
[TG(52:6)]_FA18:0,-2.087223924607064,6.308699208604584,43.85989415516451,3.527434312423014e-11,1.9293272078286552e-9,TAG,108234.06677246094,103618.74835205078,123565.2885131836,144971.49005126953,342257.70471191406,309719.2032470703,37933.282958984375
LPE(20:5),-2.07720301102121,5.366165067050254,43.432688002627415,4.387965536013311e-11,2.3599941307858255e-9,PE,94027.6256904602,14060.420886993408,17792.021297454834,7087.12052154541,172164.61213684082,7700.100612640381,176354.4186477661
[TG(52:6)]_FA22:5,-2.0748416205489146,8.496228382778725,43.34520569336746,4.588591403057173e-11,2.4274400750271308e-9,TAG,658185.1947021484,369660.8432006836,648947.8206481934,591872.7398681641,211233.07348632807,2855221.519958496,74801.38491821289
[TG(53:7)|TG(52:0)]_FA18:3,-2.071637508969531,6.308773564608725,43.20934233814228,4.918527095215544e-11,2.5600140219775095e-9,TAG,120812.86907958984,125209.32739257812,128913.58923339844,114863.32781982422,357209.9842529297,299361.29891967773,31129.502151489258
[TG(60:13)|TG(59:6)]_FA22:6,2.4016869249768322,10.079806856698337,41.813562839713995,1.004045250654276e-10,5.142942895018014e-9,TAG,10119959.764160156,4239623.92590332,1584279.1650390625,3783968.781738281,532863.2984619141,659605.2498168945,48173.06344604492
[TG(42:3)]_FA18:2,-2.0369579712714407,8.215845586934497,41.7800130249816,1.0214223347366886e-10,5.150202928430147e-9,TAG,566417.765625,602443.9632568359,375124.182006836,372910.3701171875,1541362.7244873047,959551.6593017578,58494.303955078125
[TG(42:4)]_FA18:3,-2.024493601807614,8.43829279424845,41.270976133760996,1.3252206578431965e-10,6.5792108659384535e-9,TAG,669462.6004638672,704405.0322265625,438509.6490478516,443960.150390625,1742559.5402832031,1176350.843017578,59124.18420410156
FA(26:0),-2.0144739445154447,5.644325393369628,40.85939654464164,1.6358480942232326e-10,7.9983057576642e-9,FA,53544.703704833984,3107.3002319335938,84462.52673721313,154046.1079978943,178047.51052856445,206144.699798584,44583.703674316406
DG(30:3)_C16:1,2.341633762397412,10.289266873490655,40.03389777545817,2.495937315970481e-10,1.2021477191995137e-8,DAG,6672699.415527344,3350746.116947174,2460278.5699920654,2115163.9564208984,705413.5553398132,213245.8976097107,3883894.088623047
PI(34:5),-1.992413201550125,6.092104743662992,39.9709839515026,2.5776354378351874e-10,1.2232396408667867e-8,PI,109662.68710327148,115742.38739013672,110098.66778564452,92686.56698608398,298949.641784668,244019.4186706543,38821.34286499024
[TG(60:12)|TG(59:5)]_FA22:5,2.305007522981784,9.89013048915049,38.960713467458845,4.324206619673074e-10,2.0223499654615955e-8,TAG,8499147.678527832,3762179.3104248047,1417251.1182861328,3518435.3747558594,495210.6326904297,616092.4579467773,42750.20278930664
[TG(52:7)|TG(51:0)]_FA22:6,-1.9403236725005255,8.292563048017843,37.908363526112225,7.414669777404984e-10,3.4181627673836975e-8,TAG,599224.1285095215,350629.5422668457,602241.4903564453,540182.2674865723,209460.1539916992,2366191.214324951,70798.38507080078
FA(30:2),-1.9343620836559625,6.6010723396439595,37.67369357783173,8.36247350452877e-10,3.800803098466809e-8,FA,177421.55326843262,132078.78872680664,116093.51132202148,212586.79513549805,326042.20028686523,453310.5002746582,38128.70245361328
FA(26:3),-1.9232071074180914,7.0377534127801775,37.23990490673168,1.0445431487307554e-9,4.681584362436316e-8,FA,6517.520359039307,207759.59057617188,376286.3082275391,288960.915222168,210922.57791137692,855558.5967407227,37790.74255371094
[TG(50:3)]_FA14:0,-1.9037171424973989,6.953502316513984,36.486500158829585,1.5372727486273701e-9,6.7955878901651e-8,TAG,147794.31188964844,292438.2830810547,221457.9959716797,177214.1317138672,554950.2369384766,441906.6753540039,38698.122619628906
[TG(51:6)]_FA20:4,-1.9012493721456136,6.166844320670067,36.39033839242575,1.615018156453363e-9,6.948884787833336e-8,TAG,110745.80783081056,123282.4087524414,107009.28723144533,129571.48880004884,291298.10136413574,268995.29891967773,40272.14266967773
FA(15:1),-1.901736404455355,6.237837415617801,36.40827064516634,1.6002273667119143e-9,6.948884787833336e-8,FA,110073.86679077148,48584.88311767578,77567.40444946289,134695.7108154297,75486.12512207031,369312.4949951172,191162.11645507807
[TG(63:13)|TG(62:6)]_FA22:6,2.19262681578936,12.817806759477726,35.72730751262391,2.2696027268817823e-9,9.636852631115146e-8,TAG,43922640.443847656,43907597.36669922,20993707.44873047,18902255.35498047,3587441.9497070312,5291723.3740234375,1656073.8100585938
DG(32:2)_C16:1,2.1818087071588153,7.572110609206307,35.41858969251916,2.6593656438017416e-9,1.1145159652660025e-7,DAG,1102086.2402954102,595102.7047119141,506981.5748481751,485195.6754531861,117205.668258667,72025.78485870361,355963.46728515625
PC(56:9),-1.8595081185772362,6.554613145691677,34.80408556686598,3.646075251592253e-9,1.5084467739600256e-7,PC,111535.84855651855,150379.1121673584,134551.50897216797,250708.5979156494,428207.1896667481,320764.7611236572,28238.20241546631
LPE(O-20:0),-1.8560616426367609,4.182339601363998,34.66032784150593,3.925504148062057e-9,1.603493909594463e-7,PE,3320.9802436828613,3483.100212097168,44338.2635307312,31073.06190109253,56021.62420654297,39836.72256088257,56186.56405639648
[TG(63:12)|TG(62:5)]_FA22:5,2.1139429294076675,12.664074688672173,33.518744492572765,7.058049736537329e-9,2.847040812475745e-7,TAG,37643102.32763672,39383942.55078125,19374738.36376953,17534117.747070312,3343065.6357421875,5020843.780761719,1611737.7868652344
DG(37:6)_C18:1,-1.781600998523298,3.5678073768434797,31.909357663316776,1.6153707769952502e-8,6.435557404152682e-7,DAG,14690.041076660156,2897.4802017211914,4075.760318756104,30824.282207489017,27715.882053375244,30236.222106933597,40443.82269287109
[TG(52:7)|TG(51:0)]_FA18:1,-1.7716565919252312,6.414607198976876,31.573235873146583,1.9205845131957496e-8,7.558202712295956e-7,TAG,147383.35131835938,135717.4901123047,148998.55053710938,165121.9307861328,342766.3610229492,308234.16149902344,40519.50286865234
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C16:1,-1.7619755860596138,1.9075932586396358,31.179008202117082,2.3529678938362924e-8,9.148225775192429e-7,DAG,14016.360809326172,3035.0802154541016,3192.8602294921875,5020.840324401856,2930.26021194458,24598.761684417725,2929.0802116394043
FA(26:4),-1.7565405581993114,11.758268349494998,31.03451626119204,2.534803740399372e-8,9.737871036034252e-7,FA,5304811.007907867,4496058.882324219,9693195.326171877,6226920.753662109,4071511.050476074,23800264.11090088,47376.20294189453
[TG(48:5)]_FA18:0,-1.7550855218046242,5.494240403147459,30.9787112103586,2.6087422719944424e-8,9.904013307913018e-7,TAG,77310.7456665039,80496.225830078125,65318.504943847656,86747.825927734375,136614.98950195312,196918.65435791016,31173.062286376957
LPC(10:0)|PC(O-10:0),-1.7519904847740286,5.193001171975636,30.867409017871296,2.762726134440157e-8,1.0366647948649286e-6,PC,61103.68359375,62824.36517333984,55619.54382324219,58116.384338378906,119679.4692993164,135530.26879882812,41544.88305664063
DG(34:4)|DG(dO-36:4)_C16:1,1.9930974099261085,9.06006456867903,30.22078699458507,3.855549357337575e-8,1.430098594957282e-6,DAG,5684061.168457031,1107847.4912452698,689285.7465057373,1830091.190093994,676689.3136062622,72187.6453666687,77399.72564697266
PG(35:4)|PG(O-36:4)|PG(P-36:3),-1.7316751764364753,6.829543248935165,30.15317757736284,3.99232526612301e-8,1.4640038220203358e-6,PG,214318.6763916016,190891.19409179688,200438.0123291016,192815.83349609372,190594.55395507807,656696.9265136719,67758.54473876953
[TG(54:7)|TG(53:0)]_FA18:3,1.9768649416487167,10.910790349201806,29.78731033194345,4.8213747995132376e-8,1.748154660452721e-6,TAG,2286638.6440429688,16535804.180664062,9379285.220703123,6008349.302978516,1760123.6467285156,982648.3714599608,209595.373046875
[TG(63:12)|TG(62:5)]_FA22:6,1.9708064034161008,9.459832721507631,29.625688085274305,5.2405809530135735e-8,1.8790394150416447e-6,TAG,4180855.971313477,4086265.0678710938,2087615.2139892576,1851836.204284668,386061.9454956055,604010.4847412109,183103.4722290039
PE(44:8)|PE(43:1),-1.7061532553330458,6.1620230291561935,29.261799160354826,6.323002199064359e-8,2.24223385674513e-6,PE,135088.1502685547,125777.98928833008,100277.66668701172,126798.3683166504,288512.6383972168,218918.2963562012,66175.06433105469
[TG(48:6)]_FA18:1,-1.6992278728912746,5.397871897913728,29.020864422409886,7.160293382721278e-8,2.5115507332653874e-6,TAG,80716.946044921875,79179.62451171875,69031.30456542969,70736.22521972656,130042.56951904295,180258.9326171875,26071.441925048828
PE(38:4),1.934998261248397,11.277925510557926,28.678562345681712,8.544438944001882e-8,2.964828437881083e-6,PE,4527667.164306641,15055717.863769531,19099217.714111328,5359061.441650391,2136504.79296875,1525883.530517578,85672.04602050781
[TG(56:8)|TG(55:1)]_FA20:4,1.918955701484943,10.678638506137355,28.257603875739736,1.0619663593252428e-7,3.6073320437290087e-6,TAG,2185421.9296875,14032691.2734375,7531237.7724609375,5284178.545410156,1419296.3854980469,1004127.9885253906,159430.49194335938
FA(27:4),-1.6776469062770654,4.542616779350218,28.27612771258282,1.0518521500645726e-7,3.6073320437290087e-6,FA,68241.623878479,45543.98288345337,13137.020877838137,7470.400478363037,79141.70495605469,57431.58541488648,51359.66369628906
[TG(51:7)|TG(50:0)]_FA20:4,-1.6712494207903112,5.81309038444096,28.06443520585617,1.173425653942126e-7,3.9444214429908764e-6,TAG,101685.98764038086,100913.10610961914,94875.4672241211,109598.92752075195,196469.2723693848,217116.3932189941,31536.38229370117
[TG(56:7)|TG(55:0)]_FA20:4,1.9088016655840943,11.659925563600376,27.992421707045,1.2179147846887485e-7,4.0104193981536645e-6,TAG,3586565.5634765625,29263070.02148437,13358120.358398438,11096170.08642578,3061859.201904297,1747350.7604980469,337624.623046875
FA(29:2),-1.6691458601253686,6.055312847247682,27.993505848287892,1.2172326397734834e-7,4.0104193981536645e-6,FA,133790.42944335938,104248.8258972168,97246.68753051758,143532.4535522461,136621.40788269043,350070.2496032715,40158.66345214844
PI(35:4)|PI(O-36:4)|PI(P-36:3),-1.66423954456573,5.619115525649004,27.82657993399289,1.3269057940162683e-7,4.325176764939897e-6,PI,83152.50576782227,93190.26641845705,101511.04727172852,80020.8459777832,189313.23320007324,172392.7324371338,26581.941925048828
[TG(52:8)|TG(51:1)]_FA18:2,-1.6578342368896135,6.571482635512572,27.61202771490207,1.4825402075837064e-7,4.784157249872621e-6,TAG,166746.81225585938,144704.05151367188,165970.17083740234,219703.13513183597,378621.5050048828,324070.58154296875,47031.223083496094
FA(23:6),-1.6489222319732253,9.808328109689322,27.314146846598305,1.7294148774413055e-7,5.5255661480228645e-6,FA,1660514.140625,1199686.636352539,2315110.402709961,1746081.920349121,1055655.8161010742,5904177.59362793,69380.02490234375
[TG(63:11)|TG(62:4)]_FA22:5,1.8721431522220404,9.126063031926794,27.04188164972584,1.9909462881040864e-7,6.2988075212861635e-6,TAG,3106818.197631836,3250834.7712402344,1685657.704711914,1540713.3064575195,323203.42321777344,509002.37646484375,158149.33099365234
[TG(55:11)|TG(54:4)]_FA18:0,1.8707071191162827,10.411271408589746,27.005167235271074,2.0291229962662543e-7,6.357262047525439e-6,TAG,1804296.5463867188,11190681.73828125,6614976.351074219,4375815.155029297,1296145.529296875,775406.3122558594,142586.51037597656
PE(40:6)|PE(dO-40:0),1.868122234426355,11.644150850885532,26.93875064025633,2.100058797545118e-7,6.516240134305861e-6,PE,5427520.743164063,20809606.98046875,24164498.76196289,5973649.063964844,3012974.922241211,1891038.3601074216,183418.73315429688
FA(17:2),-1.6178930904867583,6.2887047971920715,26.282145429525997,2.9500338289482034e-7,9.066437300967479e-6,FA,126630.50769042967,77933.04434204102,55100.82385253906,250586.97869873047,134537.2113647461,366902.2621459961,116827.54858398438
[TG(53:6)]_FA18:2,-1.6133966182529056,5.8454533054055275,26.134064112445756,3.1851497741752193e-7,9.696677661569275e-6,TAG,102536.8872680664,107061.52752685548,111438.32788085938,105931.8683166504,222758.4963684082,193918.69274902344,31827.92218017578
DG(36:3)_C16:1,1.8321425217109373,6.387276784661103,26.01618088164105,3.3856782130529156e-7,1.0210825788338093e-5,DAG,436158.0338897705,327200.3408203125,388930.60874176025,220166.69567489624,89144.50645446777,33822.342319488525,48801.16325378418
[TG(53:8)|TG(52:1)]_FA22:6,-1.6081833937455359,6.408771978597133,25.96421869828373,3.4780428400391843e-7,1.03922631896356e-5,TAG,145648.15042114258,157413.1918334961,187110.1322937012,138443.99111938477,289011.85858154297,322564.20263671875,50821.16337585449
[TG(54:6)]_FA18:2,1.8275352776208769,10.783808086454242,25.902053711324694,3.5918680145299753e-07,1.0633906498062596e-5,TAG,2840946.0229492188,13930617.974853516,8475582.861816406,5694756.622314453,1746406.0529785156,1009000.13671875,172625.4111328125
FA(28:6),-1.5974523535365495,5.909575369414308,25.613893594800174,4.1702591357271304e-7,1.2234023846355863e-5,FA,122327.76531982422,103203.12814331056,89366.36773300171,133456.5655784607,242134.9012756348,190761.17477416992,34132.7825012207
[TG(50:5)]_FA22:5,-1.5967780090541632,6.5380365787106784,25.59289010474822,4.215899493618147e-7,1.2256493392707893e-5,TAG,151060.79071044922,164418.1922607422,198209.19470214844,190455.313659668,332851.883972168,347095.7251586914,40883.10287475586
