Lipid,Class,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
TAG(50:3)_FA 16:0,TAG,136634.2890625,268438.5185546875,250195.69567871094,137931.029296875,174340.15270996094,208072.93530273438,220707.95361328125,232520.79724121094,126812.20959472656,97188.32763671875,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(50:3)_FA 16:1,TAG,229305.53564453125,443383.95166015625,522046.73974609375,246939.99865722656,373991.7471923828,376919.701171875,373465.5672607422,491540.0616455078,228749.25415039062,115041.82775878906,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(50:3)_FA 18:0,TAG,63637.58428955078,103538.38708496094,94238.1265258789,57809.64404296875,75264.08477783203,86357.96563720703,75863.72619628906,79364.22534179688,55814.323669433594,45664.98303222656,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(50:3)_FA 18:1,TAG,115917.34826660156,315540.5830078125,274956.04064941406,120963.64953613281,184159.89404296875,238983.5977783203,190772.07421875,232195.4571533203,111334.8291015625,72275.24536132812,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(50:3)_FA 18:2,TAG,402923.46728515625,649689.7250976562,913357.8872070312,464570.17333984375,555770.7397460938,711192.6767578125,553127.5551757812,757489.873046875,516185.5791015625,275159.537109375,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(50:4)_FA 16:0,TAG,31777.442428588867,57722.54406738281,50835.0438079834,33402.02250671387,43024.403060913086,44207.74383544922,42203.44282531738,42125.06366729736,26707.422119140625,20268.181442260742,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(50:4)_FA 16:1,TAG,141887.82983398438,298857.60302734375,267303.84020996094,142666.9708251953,191632.7734375,228848.99462890625,234190.03784179688,237596.294921875,131417.6885986328,99012.50769042969,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(50:4)_FA 18:0,TAG,25313.06187438965,27889.302337646484,22968.08140563965,20312.48143005371,27963.401985168457,26172.16195678711,25195.98176574707,20707.061645507812,20895.721534729004,19876.881538391113,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(50:4)_FA 18:1,TAG,90654.48596191406,150531.25134277344,119229.22778320312,77697.66564941406,108800.66821289062,118509.74829101562,103441.86785888672,105566.20770263672,71868.24548339844,67988.80480957031,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(50:4)_FA 18:2,TAG,170426.2109375,373858.2473144531,424215.5666503906,183860.83374023438,223954.45581054688,360618.6516113281,266631.0998535156,351159.18359375,188168.39379882812,127309.08911132812,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:0)_FA 16:0,TAG,158434.09204101562,181485.65307617188,183773.15234375,139745.70947265625,202138.99243164062,201194.2353515625,160031.63208007812,161335.3515625,136146.02978515625,117571.30859375,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:0)_FA 16:1,TAG,38350.902740478516,42725.8828125,42092.78288269043,36086.742584228516,47144.3835144043,42595.623046875,35096.6823425293,36397.88262939453,31221.622344970703,28469.58221435547,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:0)_FA 18:0,TAG,300363.5009765625,365023.38525390625,403900.484375,266634.92138671875,431298.94873046875,412741.05322265625,338455.00634765625,337480.60400390625,251547.25927734375,235985.79833984375,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:0)_FA 18:1,TAG,61348.024658203125,63273.364196777344,70228.40545654297,52887.66387939453,76731.48498535156,70865.78466796875,51962.38342285156,60850.044189453125,48664.003479003906,45804.143493652344,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:0)_FA 18:2,TAG,29994.92219543457,26106.161666870117,23647.26166534424,21766.381439208984,28414.941970825195,26468.64175415039,25479.401962280273,20857.241569519043,19904.76141357422,23511.881927490234,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:0)_FA 20:0,TAG,68358.14483642578,78648.265625,97184.68667602539,58949.06478881836,80268.26489257812,92286.64581298828,75206.18518066406,85078.98559570312,76890.90454101562,46022.583251953125,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:0)_FA 20:4,TAG,24549.121879577637,23962.3818359375,21053.061462402344,21074.18145751953,25453.14183807373,24570.721649169922,18610.961219787598,19395.621391296387,16056.100952148438,17294.401275634766,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:1)_FA 16:0,TAG,83871.30572509766,137687.7095336914,180498.03088378906,88401.34600830078,133847.36987304688,112646.82696533203,151174.88995361328,142396.57037353516,81189.62585449219,36838.66278076172,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:1)_FA 16:1,TAG,157143.21142578125,187174.453125,201887.55346679688,143067.29052734375,209399.43383789062,210765.11596679688,168494.81079101562,167897.1123046875,135542.689453125,126673.42846679688,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:1)_FA 18:0,TAG,222722.25415039062,446893.54833984375,510872.24938964844,241074.8603515625,396015.94091796875,336507.0080566406,382526.3271484375,509767.4923095703,213105.615234375,108766.12854003906,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:1)_FA 18:1,TAG,490359.494140625,577407.662109375,680849.98828125,444960.6103515625,644329.2099609375,631530.86328125,532379.8583984375,570810.9204101562,426939.6044921875,378191.5263671875,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:1)_FA 18:2,TAG,61569.403869628906,62175.304138183594,71670.8052368164,54537.76385498047,64416.84490966797,66952.00457763672,57007.30416870117,59387.98455810547,55142.323669433594,47212.68347167969,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:1)_FA 20:4,TAG,21300.22134399414,19962.60167312622,19719.121208190918,15904.841190338135,22423.08162689209,20651.281494140625,18304.581283569336,17555.101104736328,14785.480880737305,18970.081588745117,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:1)_FA20:0,TAG,28922.101669311523,41234.703353881836,42454.72268676758,26303.60173034668,37267.98271179199,40907.58403015137,32345.68194580078,35814.522888183594,28195.601776123047,25316.082092285156,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:2)_FA 16:0,TAG,116000.48712158203,212729.75842285156,241348.91680908203,123922.00860595703,179617.01513671875,166286.19342041016,185158.01403808594,226650.5942993164,113291.82861328125,52272.263610839844,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:2)_FA 16:1,TAG,83587.86596679688,143942.63104248047,180689.87322998047,90789.62530517578,132409.14916992188,114282.46862792969,143445.8311767578,159437.21112060547,85573.42645263672,41600.56280517578,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:2)_FA 18:0,TAG,101019.20617675781,290407.30212402344,232776.0946044922,103048.90789794922,145703.93090820312,175386.45483398438,208527.2354736328,190274.93280029297,90569.22692871094,64860.944763183594,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:2)_FA 18:1,TAG,311382.70263671875,623399.8991699219,786854.5153808594,345975.14306640625,569937.28125,504093.12548828125,564345.3569335938,751794.3227539062,313613.1652832031,146284.83056640625,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:2)_FA 18:2,TAG,474282.271484375,576523.5234375,728729.818359375,455644.0927734375,572832.7421875,653710.3525390625,552109.60546875,607948.05859375,500496.330078125,408352.490234375,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:2)_FA 20:0,TAG,23711.281616210938,27441.20196533203,25601.28207397461,20607.161418914795,25363.041702270508,27821.94184112549,22367.701446533203,23021.44198989868,18293.321228027344,21178.581508636475,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:2)_FA 20:4,TAG,24178.201629638672,22248.501419067383,21842.7216796875,18193.001167297363,22558.18158340454,23783.84161376953,21200.64129638672,18451.241233825684,17358.02109527588,18906.641372680664,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:3)_FA 16:0,TAG,68756.7846069336,160723.13412475586,142149.6911315918,82917.52606201172,79175.1456451416,87166.30590820312,122336.79022216797,112680.52960205078,54715.80435180664,29103.38217163086,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:3)_FA 16:1,TAG,116365.30834960938,218307.49908447266,245166.93560791016,126424.52960205078,184094.25341796875,179435.6328125,196124.1151123047,236472.0557861328,113175.48797607422,52742.22393798828,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:3)_FA 18:0,TAG,30770.322296142578,71373.50550842285,49942.464111328125,31800.362426757812,38873.322357177734,40853.082748413086,49295.023864746094,44339.263122558594,27287.061866760254,21815.24156188965,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:3)_FA 18:1,TAG,148373.8516845703,409551.1950683594,332597.78088378906,155965.90893554688,212227.95678710938,249802.59765625,299627.7021484375,294033.3848876953,141420.4697265625,99616.96630859375,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:3)_FA 18:2,TAG,329998.58154296875,599616.3811035156,914686.416015625,380616.9064941406,525458.7326660156,545050.9421386719,588633.2114257812,823178.6530761719,380297.4665527344,189423.09497070312,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:3)_FA 20:0,TAG,23680.261825561523,21235.621669769287,18447.0411529541,15957.381252288818,23566.5216217041,21542.98159790039,16068.661067962646,17313.8412399292,14751.941009521484,21066.94174194336,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:3)_FA 20:4,TAG,34046.922912597656,35773.78318786621,48464.043632507324,32291.542083740234,35528.102447509766,40021.122482299805,31396.262176513672,40782.92328643799,30431.542694091797,22700.361526489258,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:4)_FA 16:0,TAG,291833.04205322266,296298.11993408203,386280.49267578125,343173.58142089844,164342.49194335938,135038.56939697266,307872.60388183594,166524.41067504883,164323.99084472656,53743.843322753906,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:4)_FA 16:1,TAG,73786.80438232422,158688.51040649414,143914.12951660156,85240.986328125,80699.06634521484,87583.44622802734,124252.78881835938,106950.94647216797,61419.54443359375,33587.76235961914,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:4)_FA 18:0,TAG,23008.621490478516,25452.441970825195,20102.40138244629,17835.34112548828,24079.241790771484,21047.121475219727,20774.821601867676,20404.84117126465,16630.90104675293,16772.841339111328,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:4)_FA 18:1,TAG,35718.062744140625,90479.32730102539,61291.62432861328,36201.24234008789,42704.72282409668,44213.86280822754,64278.824157714844,51422.04405212402,32952.0622253418,21887.541458129883,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:4)_FA 18:2,TAG,185427.33129882812,403520.14404296875,411099.626953125,216289.29663085938,240084.5576171875,323722.0458984375,342811.5217285156,374499.1022949219,207562.43481445312,143602.51147460938,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:4)_FA 20:0,TAG,22327.861373901367,17869.121406555176,18535.741333007812,16200.001190185547,18791.24129486084,19804.941345214844,16059.321235656738,15053.40104675293,14177.501197814941,16226.041065216064,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:4)_FA 20:4,TAG,167506.13159179688,244584.93408203125,371441.4104003906,181585.673828125,223715.97290039062,265235.17822265625,222685.9189453125,306894.56103515625,207446.85668945312,107901.12768554688,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:5)_FA 16:0,TAG,39267.82263183594,43819.643157958984,40849.02311706543,33693.7024230957,37503.78302001953,34762.64291381836,32152.3018951416,34794.702407836914,27355.741638183594,18274.68125152588,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:5)_FA 16:1,TAG,295840.76287841797,295879.681640625,370536.2312011719,341312.6061401367,180906.49243164062,137933.44903564453,315260.76263427734,163066.15185546875,160753.5908203125,50212.423400878906,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:5)_FA 18:0,TAG,39668.482971191406,45742.54328918457,38768.442878723145,34110.0029296875,46529.92367553711,39922.44291687012,28823.401779174805,34423.46203613281,23319.021575927734,23109.98175048828,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:5)_FA 18:1,TAG,22151.54133605957,22867.341506958008,22707.62173461914,21371.441440582275,22013.20188140869,21715.061531066895,19445.40135192871,18683.641227722168,16536.041275024414,17052.901161193848,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:5)_FA 18:2,TAG,39781.54293823242,81896.26510620117,68460.32516479492,39835.82295227051,46578.04348754883,58002.56410217285,69225.8448638916,63076.80500793457,32017.42237854004,30046.48207092285,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:5)_FA 20:0,TAG,22046.041381835938,20191.021614074707,20039.181274414062,17490.28148651123,23338.261611938477,21655.441696166992,19902.661415100098,19477.72138595581,18159.341217041016,18212.04126739502,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:5)_FA 20:4,TAG,69580.02502441406,141142.99060058594,169024.1089477539,75571.28497314453,94094.42657470703,128553.80865478516,108746.18676757812,135583.24835205078,77971.22491455078,53250.86358642578,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:6)_FA 16:0,TAG,40918.662536621094,43840.08361816406,45678.62356567383,40104.1630859375,46949.103515625,43812.04313659668,35191.12268066406,39771.66271972656,31541.242431640625,27044.741943359375,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:6)_FA 16:1,TAG,41110.982849121094,48284.44351196289,42886.68354797363,33220.302154541016,44373.22253417969,37613.34275817871,33091.16256713867,37229.04261779785,30412.042053222656,19686.301383972168,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:6)_FA 18:0,TAG,27310.52195739746,30067.602020263672,30998.801971435547,22737.921508789062,29924.582244873047,29586.142333984375,22786.101806640625,26413.042114257812,22038.62159729004,19661.501358032227,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:6)_FA 18:1,TAG,45381.4637298584,51278.54330444336,37929.46241760254,37019.062561035156,47737.20263671875,42043.762634277344,31194.50260925293,34624.34230804443,22502.441535949707,25084.04136657715,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:6)_FA 18:2,TAG,28438.58197784424,27720.561737060547,29941.14192199707,22160.92137145996,29121.581573486328,31065.08184814453,25932.241989135742,27339.321990966797,18372.841194152832,24269.781951904297,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:6)_FA 20:0,TAG,38756.22282791138,46535.18362045288,36414.042976379395,29344.82213973999,43025.50246429443,45716.10371398926,50536.70352935791,33485.54260253906,40427.56327819824,19249.241325378418,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(52:6)_FA 20:4,TAG,71868.68505859375,105216.2080078125,109591.34704589844,75282.88525390625,84500.50622558594,98626.9072265625,83454.68634033203,93828.68658447266,64500.324951171875,56208.94396972656,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(54:0)_FA 16:0,TAG,41110.842864990234,51913.70341491699,51578.783935546875,40025.402976989746,54507.323822021484,51399.503479003906,39917.482513427734,45950.50296020508,34556.00274658203,24908.28192138672,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(54:0)_FA 16:1,TAG,46719.9231262207,46393.88299560547,51520.62300109863,32567.622634887695,49762.684020996094,47167.14421081543,46433.92272949219,42783.823303222656,31019.342483520508,55846.78286743164,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(54:0)_FA 18:0,TAG,198024.95288085938,227883.07495117188,244745.8388671875,180291.35107421875,278044.1193847656,261753.55908203125,205364.83447265625,213239.4345703125,162601.3515625,167375.23364257812,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(54:0)_FA 18:1,TAG,36569.902099609375,35597.28219604492,40388.4831237793,34065.402587890625,45245.58296203613,37659.38269042969,33334.18228149414,39640.483139038086,31625.58218383789,28295.441986083984,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(54:0)_FA 18:2,TAG,25819.72169494629,25503.081756591797,25336.801727294922,21278.641563415527,27592.241981506348,26437.501976013184,21888.041595458984,22325.441619873047,19104.081413269043,19930.74153137207,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
TAG(54:0)_FA 20:0,TAG,128066.38842773438,129408.36840820312,161584.55053710938,111170.40771484375,138183.74951171875,165052.97265625,136239.88940429688,139148.2088623047,128262.08874511719,207440.69458007812,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
