Lipid,Class,DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M3-5xFAD-cerebellum10x_01202023,DOD99-M1-5xFAD-cerebellum10x_01202023,M1FAD173-5xFAD-Cerebellum10x_01182023,M2FAD173-5xFAD-Cerebellum10x_01192023,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
SM (d18:0/22:0),SM,260827.1423034668,4333278.241638184,405253.45025634766,489325.9677886963,504569.9276123047,1116235.8697814941,810800.1287078857,970623.5717163086,801817.6889038086,41125.7625579834,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
SM (d18:0/24:0),SM,458496.15197753906,4092647.4506835938,605408.5316619873,1465827.1953735352,1055978.8610839844,1475446.5462036133,935969.4414978027,1756542.1348266602,1083946.0730895996,192033.29585266113,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
SM (d18:0/26:0),SM,1321771.4816894531,2813483.0893554688,1619866.0620117188,1719413.1267089844,1756252.6989746094,1613827.2202148438,1444364.0539550781,1567237.0405273438,1461420.8366699219,2087250.882446289,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
SM (d18:1/12:0),SM,96635.30661010742,156266.15029907227,130097.77243041992,130300.97079467773,137249.11163330078,145914.34902954102,149127.2516784668,130513.70672607422,145430.21054077148,67735.6449584961,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
SM (d18:1/14:0),SM,73312.44552612305,120381.66802978516,93951.10488891602,104687.68826293945,95933.78741455078,107370.74942016602,96908.50791931152,99708.18661499023,85844.30645751953,120409.09121704102,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
SM (d18:1/16:0),SM,74006.384765625,425152.29638671875,100842.14752197266,120475.0054397583,108396.8078918457,128370.7709350586,112848.96862792969,140844.7283782959,124830.32699584961,59609.143493652344,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
SM (d18:1/18:0),SM,444615.2183532715,7800376.215881348,634971.8142089844,820659.3354034424,764250.8228149414,2294850.584136963,1707010.9404296875,2114347.9275512695,1832848.2950439453,54731.044174194336,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
SM (d18:1/18:1)9Z)),SM,438210.0068359375,7664850.999572754,675444.3360900879,868571.6894836426,802366.8094177246,2271728.3581237793,1685109.8793640137,2056311.1509399414,1813052.699645996,51021.42387390137,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
SM (d18:1/20:0),SM,655190.8738708496,12297736.651062012,1014944.2344360352,1103331.5830688477,1267584.3840942383,2687815.3551330566,1978167.8697814941,2304092.6630859375,1926542.476409912,34164.04275512695,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
SM (d18:1/24:0),SM,468232.4112548828,4228581.0255737305,625292.6758880615,1461245.5213623047,1081082.5696411133,1383838.4104614258,915364.3561706543,1727925.583984375,1067906.1524047852,189360.31523895264,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
SM (d18:1/24:1)15Z)),SM,535649.5189208984,5938858.217346191,736245.4084472656,1517174.514465332,1179319.0237426758,1680294.4908447266,1150831.0893859863,1902989.950744629,1218132.936340332,164868.83058166504,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
SM (d18:1/26:0),SM,1263752.3518066406,2871460.4619140625,1577648.7253417969,1620589.7272949219,1699920.1787109375,1579011.1005859375,1358874.8278808594,1553699.4858398438,1457877.6833496094,1831536.9545898438,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
SM (d18:1/26:1)17Z)),SM,1171082.5153808594,3050096.928466797,1462072.857788086,1564600.5148925781,1514842.0212402344,1460243.8317871094,1282363.8107910156,1383825.248046875,1316506.2739257812,1599533.0747070312,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
SM (d18:2/14:0),SM,71847.3660736084,115919.16891479492,95525.88653564453,102684.86614990234,94670.40734863281,109133.56900024414,102176.66625976562,98887.96643066406,88461.4264831543,117159.40803527832,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
SM (d18:2/18:1),SM,364908.68017578125,6278777.609802246,581158.0763549805,807104.129119873,759463.8157348633,1760347.929473877,1420860.0427246094,1920055.9350891113,1636000.2002563477,55495.703857421875,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
SM (d18:2/20:1),SM,898888.7593383789,18341045.59020996,1333036.1792907715,1693331.7608947754,1811811.1926879883,4985529.915222168,3306493.546569824,4153291.0874023438,3592698.867553711,39032.083572387695,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
SM (d18:2/22:1),SM,1056576.8041687012,18391337.112609863,1582565.585784912,1915104.4025878906,2094455.1787109375,4667575.459350586,3403853.964904785,3970800.074523926,3301464.9154663086,39624.08305358887,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
SM (d18:2/24:1),SM,614607.3165588379,7996700.281463623,835013.3462677002,1734485.5180664062,1369946.0552368164,1972650.2966918945,1326923.9537658691,2214474.596801758,1453966.8481140137,77614.48603820801,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
Stearidonyl carnitine,CAR,5219558.33203125,8513674.33203125,8124765.45703125,7274589.099609375,6504723.85546875,7719313.0771484375,9012002.37109375,9297414.064453125,9192763.309570312,2097196.5888671875,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
"Stearoylcarnitine, hexadecanedioic acid mono-L-carnitine ester",CAR,7212059.3427734375,12313558.895507812,11967994.829101562,10052384.221679688,9720988.516601562,10644177.73046875,12876266.864257812,13329018.735351562,15009478.30859375,2167353.873046875,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(48:0)_FA 16:0,TAG,262860.53857421875,331143.1220703125,620503.9091796875,809222.03125,487444.10888671875,313736.28125,560805.5747070312,664738.3505859375,347109.8427734375,202921.39306640625,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(48:0)_FA 16:1,TAG,39100.882873535156,38726.86242675781,59990.704193115234,81733.52590942383,48744.743896484375,46945.46292114258,60323.94436645508,69319.64477539062,45019.62292480469,24707.72152709961,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(48:0)_FA 18:0,TAG,53814.34375,61514.823669433594,121356.90747070312,180922.0714416504,106195.14813232422,58915.20397949219,118127.4888305664,142392.349609375,62380.34451293945,36733.30258178711,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(48:0)_FA 18:1,TAG,41759.70300292969,42113.722915649414,45741.123931884766,69247.88429260254,33373.64205932617,50954.94380187988,61281.204528808594,60934.40475463867,38231.50263214111,17451.48129272461,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(48:0)_FA 18:2,TAG,21843.841537475586,26457.521560668945,26580.26206970215,28371.261947631836,28516.581970214844,27026.841903686523,25081.00177001953,27697.101943969727,21051.421424865723,24623.141876220703,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(48:1)_FA 16:0,TAG,157872.95190429688,181985.89111328125,422100.0478515625,581669.1052246094,318156.0256347656,158455.03051757812,388043.2907714844,416234.56188964844,180525.59228515625,111901.38842773438,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(48:1)_FA 16:1,TAG,271641.59912109375,318934.4638671875,618380.6762695312,810532.0419921875,487655.2155761719,309096.8603515625,590013.5590820312,666680.6860351562,338593.9228515625,194068.1337890625,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(48:1)_FA 18:1,TAG,70830.16577148438,69838.36529541016,164844.45013427734,195362.65447998047,112911.60708618164,77587.92431640625,145540.65197753906,156836.59219360352,71881.0855102539,46774.5237121582,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(48:1)_FA 18:2,TAG,41200.26290893555,41071.22344970703,52490.16344451904,65898.2241973877,43075.222984313965,55240.38438415527,54352.86422729492,61099.50401306152,41838.262268066406,21580.621459960938,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(48:1)_FA18:0,TAG,36213.14237976074,33740.102600097656,78466.46627807617,105691.62573242188,61346.58396911621,37418.02307128906,72420.50616455078,79831.72462463379,43135.58262634277,23749.781707763672,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(48:2)_F A18:0,TAG,34484.50244140625,34009.62258911133,40332.54246520996,54262.763748168945,29540.162315368652,40307.0626373291,49056.18395996094,44614.423095703125,32610.102294921875,19507.101570129395,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(48:2)_FA 16:0,TAG,142297.03002929688,146760.88989257812,222359.15478515625,273253.4990234375,182051.953125,155836.19140625,226148.0751953125,221907.21557617188,139358.8095703125,124294.44946289062,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(48:2)_FA 16:1,TAG,158858.11108398438,180795.37329101562,443143.83740234375,629521.5753173828,329364.0300292969,158453.17236328125,403834.2087402344,416225.0104980469,179032.23266601562,113284.14721679688,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(48:2)_FA 18:1,TAG,45150.28317260742,37253.76239013672,95176.10653686523,109667.90783691406,67803.14587402344,41851.38345336914,87979.9263305664,85360.3250579834,40118.94302368164,28836.48178100586,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(48:2)_FA 18:2,TAG,94822.58679199219,103091.7861328125,249492.23278808594,291162.15966796875,245562.60076904297,106904.22888183594,192499.0760498047,276162.49981689453,110022.52868652344,63277.48425292969,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(48:3)_FA 16:0,TAG,25138.281768798828,25810.661750793457,27531.602127075195,30803.24225616455,25452.061920166016,29981.922149658203,32405.76234436035,27463.741989135742,25331.761795043945,21828.9214553833,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(48:3)_FA 16:1,TAG,138217.02954101562,156969.23168945312,233867.39916992188,277998.94140625,181938.43359375,146784.99096679688,224572.03662109375,217217.19384765625,141107.69018554688,126884.00854492188,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(48:3)_FA 18:0,TAG,18406.28133392334,15990.021202087402,20543.621490478516,20901.02143096924,18334.041088104248,22112.121490478516,20227.941291809082,23993.24144744873,18166.72116470337,26828.741706848145,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(48:3)_FA 18:1,TAG,32463.162200927734,31680.26222229004,46208.34371948242,56820.12390136719,30714.821983337402,39531.562255859375,49237.52374267578,43745.38291931152,34169.7223815918,20756.80153656006,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(48:3)_FA 18:2,TAG,48806.08367919922,49885.64291381836,131228.13159179688,154573.3921508789,109185.86608886719,53619.18322753906,108654.64624023438,125890.7660522461,57548.204193115234,35137.30227661133,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(50:0)_FA 16:0,TAG,240381.8759765625,303502.65966796875,376303.9677734375,448152.25146484375,296770.0419921875,289225.17919921875,362522.34521484375,416211.53271484375,277153.72021484375,227623.57763671875,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(50:0)_FA 16:1,TAG,75151.32531738281,84187.12561035156,84471.58642578125,99523.78662109375,78775.8857421875,90446.14697265625,86823.3076171875,87284.18713378906,73494.96533203125,71715.80505371094,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(50:1)_FA 18:0,TAG,166514.1513671875,224755.15600585938,323374.6630859375,457339.9519042969,261214.7039794922,215956.03344726562,321024.9245605469,391794.54443359375,194452.37243652344,107111.12768554688,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(50:1)_FA 18:1,TAG,40434.902923583984,40783.52325439453,59214.5842590332,78435.16638183594,44180.46292114258,47110.9033203125,56556.36428833008,77982.26480102539,47415.86325073242,28582.96209716797,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(50:1)_FA 18:2,TAG,22614.46156311035,24117.301681518555,24044.14210510254,24743.241653442383,27980.701972961426,30473.522384643555,24907.74175262451,23845.401847839355,20775.841438293457,18597.181327819824,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(50:2)_FA 16:0,TAG,172658.37255859375,342745.86474609375,409741.2547607422,608998.8776855469,319614.4079589844,211516.2332763672,406425.81640625,502565.1213378906,235704.55700683594,106504.26745605469,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(50:2)_FA 16:1,TAG,247693.09814453125,316526.6650390625,397640.2685546875,459176.93115234375,327186.2392578125,297296.8818359375,376635.6025390625,433420.01025390625,283749.017578125,224732.83642578125,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(50:2)_FA 18:0,TAG,80413.74530029297,104234.16723632812,208500.95721435547,282303.1591796875,156989.7706298828,82613.98657226562,201453.09619140625,203718.79876708984,88845.3471069336,56479.52453613281,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(50:2)_FA 18:1,TAG,301515.60107421875,383542.50927734375,614147.8134765625,757714.509765625,443594.1516113281,386235.486328125,592065.4775390625,672071.5268554688,359556.46533203125,232282.01708984375,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(50:2)_FA 18:2,TAG,39950.40316772461,46140.443267822266,66507.60446166992,82410.58554077148,64197.144775390625,54494.40347290039,61808.28466796875,75760.60557556152,49144.66369628906,31987.42221069336,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(50:3)_FA 16:0,TAG,142229.91015625,188419.7744140625,272466.13818359375,356950.7635498047,203853.71264648438,136634.2890625,268438.5185546875,250195.69567871094,137931.029296875,97188.32763671875,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(50:3)_FA 16:1,TAG,181610.03344726562,365904.8640136719,445246.4265136719,613994.9097900391,337849.6416015625,229305.53564453125,443383.95166015625,522046.73974609375,246939.99865722656,115041.82775878906,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(50:3)_FA 18:0,TAG,62083.744567871094,69464.28466796875,104534.38757324219,117886.4097290039,76731.84558105469,63637.58428955078,103538.38708496094,94238.1265258789,57809.64404296875,45664.98303222656,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(50:3)_FA 18:1,TAG,121857.16735839844,151510.78967285156,334075.0234375,393412.3090209961,220385.45935058594,115917.34826660156,315540.5830078125,274956.04064941406,120963.64953613281,72275.24536132812,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(50:3)_FA 18:2,TAG,375331.92529296875,460457.369140625,805367.716796875,916359.6079101562,704743.0830078125,402923.46728515625,649689.7250976562,913357.8872070312,464570.17333984375,275159.537109375,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(50:4)_FA 16:0,TAG,30857.26205444336,41782.84298706055,59053.52478027344,68719.76513671875,43630.14311218262,31777.442428588867,57722.54406738281,50835.0438079834,33402.02250671387,20268.181442260742,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(50:4)_FA 16:1,TAG,144189.55041503906,200953.115234375,292996.841796875,374343.6456298828,219499.01623535156,141887.82983398438,298857.60302734375,267303.84020996094,142666.9708251953,99012.50769042969,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(50:4)_FA 18:0,TAG,20773.461250305176,19277.401596069336,24255.081665039062,27021.842376708984,21803.121452331543,25313.06187438965,27889.302337646484,22968.08140563965,20312.48143005371,19876.881538391113,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(50:4)_FA 18:1,TAG,82417.76586914062,92151.88671875,151031.4111328125,159598.31134033203,102107.32666015625,90654.48596191406,150531.25134277344,119229.22778320312,77697.66564941406,67988.80480957031,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(50:4)_FA 18:2,TAG,166116.55224609375,204660.0166015625,482612.84814453125,561499.509765625,361069.9250488281,170426.2109375,373858.2473144531,424215.5666503906,183860.83374023438,127309.08911132812,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(52:0)_FA 16:0,TAG,131840.84936523438,153362.990234375,186818.81274414062,188566.31176757812,137839.72998046875,158434.09204101562,181485.65307617188,183773.15234375,139745.70947265625,117571.30859375,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(52:0)_FA 16:1,TAG,30794.362060546875,37276.962463378906,33635.402404785156,41110.32292175293,30051.38232421875,38350.902740478516,42725.8828125,42092.78288269043,36086.742584228516,28469.58221435547,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(52:0)_FA 18:0,TAG,257648.23779296875,313807.10009765625,369332.6884765625,394824.291015625,269337.87890625,300363.5009765625,365023.38525390625,403900.484375,266634.92138671875,235985.79833984375,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(52:0)_FA 18:1,TAG,47470.68264770508,53014.72332763672,55580.72430419922,67469.56469726562,52530.30389404297,61348.024658203125,63273.364196777344,70228.40545654297,52887.66387939453,45804.143493652344,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
TAG(52:0)_FA 18:2,TAG,19131.361541748047,24439.461715698242,23385.421951293945,27010.1619720459,27137.20171356201,29994.92219543457,26106.161666870117,23647.26166534424,21766.381439208984,23511.881927490234,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
