lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_cerebellum,DOD93_F4_Female_5xFAD_cortex,DOD93_F4_Female_5xFAD_diencephalon,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F3_Female_WT_cerebellum,DOD94_F3_Female_WT_cortex,DOD94_F3_Female_WT_diencephalon,DOD94_F3_Female_WT_hippocampus,DOD94_F4_Female_5xFAD_cerebellum,DOD94_F4_Female_5xFAD_cortex,DOD94_F4_Female_5xFAD_diencephalon,DOD94_F4_Female_5xFAD_hippocampus,Blank_Blank_Blank_Blank_Blank
FA(17:2),-1.4335284100119234,8.103691027981185,24.282392959314166,8.319608213261914e-7,2.4179806779816673e-4,FA,149082.27349853516,274567.9130859375,146007.62896728516,747705.5329589844,283584.1626586914,671857.8605957031,1265070.9034423828,1984285.568725586,157553.31182861328,560171.826171875,126342.54852294922,1385519.7495117188,116827.54858398438
FA(18:3),-1.421208870997935,6.429640831756614,23.89825535994897,1.0156376302840101e-6,2.705827920014984e-4,FA,78607.165771484375,113381.90856933594,46584.0634765625,139627.34912109375,84385.58642578125,189828.5323486328,385131.8278808594,340163.64306640625,153113.63122558594,140506.1112060547,60583.84423828125,522320.8508300781,165620.63159179688
FA(19:6),-1.3602405226844356,5.681303736341395,22.038228505096413,2.6727377801673145e-6,6.572878987073004e-4,FA,49392.50372314453,49200.24304199219,27286.582000732426,104585.48797607422,74241.0053100586,110698.9481201172,289069.6989746094,187915.79431152344,54316.103942871094,96235.067138671875,55372.264221191406,229728.29724121097,108003.88793945312
FA(17:0) | FA(18:7),-1.3283621197413162,5.651373303797725,21.09068036407917,4.380534306957132e-6,0.0010003262985244252,FA,48626.90353393555,50702.91374206543,27966.052055358887,98199.936767578125,56132.183990478516,143170.22900390625,264216.29904174805,195438.98510742188,41749.46307373047,81112.88589477539,38584.962463378906,224878.52380371097,120214.44799804688
[TG(66:1)]_FA16:1,1.193671471117107,4.317729933084991,20.637843697954278,5.548837942538171e-6,0.0010607394859532481,TAG,39963.8426361084,41146.40229797363,138269.607421875,67688.00578308105,41012.88316345215,24717.201736450195,20289.30140686035,23704.801651000977,40958.70331573486,47391.68354797363,34602.262451171875,26710.84194946289,23568.881622314453
FA(17:6),-1.3164104588597094,4.936857301530015,20.738353186946377,5.265082771357885e-6,0.0010607394859532481,FA,24078.20178222656,27873.941772460938,16950.581100463867,68457.54455566406,37774.86291503906,72648.34552001953,164998.77075195312,120180.2080078125,22887.12173461914,48700.10321044922,21211.00146484375,142421.23107910156,77384.78515625
LPE(20:5),1.1926804918683742,6.430289526333416,20.606487087086865,5.640466456429534e-6,0.0010607394859532481,PE,407600.2022628784,436926.2530479431,177517.19206619263,240803.79846572876,291965.9814834595,105837.88810348512,128358.8297805786,166295.4091911316,97837.92741012572,91652.06686019896,54129.843116760254,110713.1079788208,176354.4186477661
[TG(46:4)]_FA14:0,1.1714062277961956,5.943490628257517,19.863835398828087,8.315868433088473e-6,0.0014276101214897717,TAG,147418.10815429688,123940.12716674805,503568.7866821289,129087.60833740234,94984.885986328125,43952.20300292969,45428.66305541992,89278.44625854492,195945.29891967773,206094.0328979492,80801.28674316406,95984.6671142578,26334.401763916016
PI(34:2)|PI(O-35:2)|PI(P-35:1),-1.2847876803368954,9.030130349215675,19.82548489738474,8.484389211231048e-6,0.0014276101214897717,PI,668755.4431152344,1159049.1701660156,437677.3083496094,448663.03125,726196.0065917969,1298037.8203125,2074848.4599609375,278147.1613769531,7324573.3974609375,864219.2790527344,497995.49853515625,355035.6064453125,151088.35009765625
LPE(O-20:4),-1.2777625872356488,6.496338678801066,19.623267766077333,9.431362276480262e-6,0.0015076032598953697,PE,125783.46862792967,111899.2084350586,118608.0887451172,94785.44689941406,89115.70574951172,110061.48754882812,814950.0833740234,229803.27709960935,299783.841796875,270900.17791748047,184410.41326904297,158134.37109375,50684.08380126953
FA(20:4),-1.2693951960681817,6.734662316769015,19.38485568192482,1.0685104081994673e-5,0.0016266798928636652,FA,72569.42517089844,168702.73190307617,38746.823333740234,277741.3200683594,137743.98944091797,263733.759765625,732191.6643676758,340877.12615966797,81591.7455444336,219183.87603759769,79709.044677734375,600203.3309326172,74704.64587402344
FA(18:6),-1.248737320717642,5.623775792682413,18.7996555800637,1.451933424561804e-5,0.002109923253783676,FA,45074.18298339844,47271.883361816406,28419.80206298828,105141.9073486328,62167.42510986328,113716.66821289062,262188.19885253906,173939.61181640625,40247.282958984375,80436.705322265625,37191.56256103515,223952.63537597656,136687.87036132812
[TG(41:2)]_FA14:0,1.1227545277716955,5.603105773076105,18.21762441473618,1.9704697500002542e-5,0.0027389529525003536,TAG,104861.9051513672,58865.84393310547,448419.2205810547,72000.1450805664,78940.724609375,51868.763916015625,48816.96304321289,81866.5263671875,132056.28735351562,157157.95245361328,59268.78448486328,66158.58416748047,26025.10171508789
[TG(52:4)]_FA18:2,-1.2034678131266792,10.937444924234693,17.548453370254734,2.800785035340305e-5,0.003581643903193182,TAG,2524885.1826171875,5405333.463378906,1522434.3798828125,1331580.1474609375,2498661.77734375,4184281.209472656,7982811.5703125,918628.2783203124,29415603.8671875,2922700.978515625,1416544.6342773438,1039741.9404296876,400788.845703125
[TG(52:6)]_FA22:5,1.1043672199393826,9.054535603533795,17.615827588073444,2.703291076787204e-5,0.003581643903193182,TAG,1537891.6258239746,519866.2509765625,4605061.143859863,1016916.4844055176,1198143.435913086,132978.53063964844,116526.54931640624,908691.2012023926,1920706.1120300293,1983277.5655517576,669193.8102416992,778507.8389282227,74801.38491821289
[TG(53:10)|TG(52:3)]_FA18:1,-1.1995557092363938,10.68357343310691,17.441844385932185,2.9623248342655316e-5,0.003642520190441117,TAG,2283963.849609375,4551343.0478515625,1269170.921875,987856.61181640625,2161427.8603515625,3610917.8413085938,6315117.249511719,645112.4892578125,25181332.95654297,2385569.8774414062,1327898.1376953125,806437.4013671875,236402.71728515625
FA(19:2),-1.196348633564707,9.522047342666962,17.35459596039437,3.101473319063496e-5,0.003672374148535554,FA,667867.5045166016,824301.3126220703,286532.7585449219,2318478.11328125,996332.5821533204,1655938.5803222656,4238821.603515625,2992134.3818359375,841015.5856933594,1361656.3513183594,696163.7755126953,4372414.701171875,216946.63403320312
FA(18:2),-1.1924531075498683,7.500654598051111,17.248592430973076,3.2794041082596524e-5,0.003744376762180753,FA,91295.8275756836,174883.3123779297,68492.28454589844,667294.5902099609,196374.4150390625,353681.74938964844,715470.573059082,1507772.2788085938,155117.10821533203,298758.0430908203,128841.29150390624,728257.1982421875,92326.447265625
[TG(52:5)]_FA18:2,-1.1890092276157946,8.711618245390722,17.155687070655404,3.443767993728694e-5,0.003796457336534701,TAG,480111.8804321289,1371012.5302734375,249099.4356689453,251062.75854492188,534324.31640625,1078830.2740478516,1963778.7292480469,294515.5977783203,5728090.840209961,677359.5220336914,232261.39916992188,167788.4913330078,78901.92565917969
[TG(50:3)]_FA16:0,-1.1753279514807382,7.186806371772953,16.787286892948032,4.181249089520388e-5,0.004135619376024678,TAG,193766.3142089844,397648.0903320313,107540.52813720705,113428.04818725586,202730.15325927737,425299.5697631836,675589.08935546875,99004.38635253906,1805372.9221191409,246433.79818725583,119428.49005126952,89526.14581298828,39421.5026550293
[TG(50:3)]_FA16:1,-1.1778759764092221,9.450108165409267,16.856010540010175,4.03254205587937e-5,0.004135619376024678,TAG,1010285.1508789062,1670140.2026367188,601702.9816894531,595184.63720703125,867648.9143066406,1586590.5971679688,2666483.154785156,371308.8471679687,10023150.18017578,1171210.4111328125,681153.8154296875,461590.2739257813,157774.49194335938
FA(21:3),-1.1738803067846295,6.19380055769948,16.747939632319685,4.2688595373417066e-5,0.004135619376024678,FA,81668.40420532227,155795.9521484375,45025.46276855469,108838.5687866211,106855.38885498048,152290.06884765625,277173.60119628906,207244.755859375,242995.47784423828,250883.61724853516,72622.5043334961,352463.5438232422,78551.68566894531
PS(P-42:0),1.0828548208584028,6.442717727089469,16.922338286720336,3.894062410863987e-5,0.004135619376024678,PS,181916.5928955078,199803.51440429688,678693.0147705078,144548.13037109375,147986.07092285156,120477.08862304688,152001.6905517578,109722.22729492188,186303.4735107422,141064.63024902344,163028.8712158203,169641.07202148438,80502.065673828125
[TG(51:9)|TG(50:2)]_FA16:0,-1.1688813293039713,9.335487595084063,16.615465796865465,4.5776216691639774e-5,0.004304310728328598,TAG,911394.67041015625,1560311.95703125,582388.7236328125,534774.1572265625,876199.7236328125,1532647.8635253906,2546333.8361816406,353091.0656738281,9052379.065917969,995806.4045410156,611481.2451171875,425438.6484375,164916.07250976562
[TG(54:10)|TG(53:3)]_FA22:6,1.062010907077361,8.329709677430902,16.265218076248857,5.50655282735623e-5,0.005029842682587962,TAG,1033652.6149597168,428550.4292297363,2451438.87399292,745770.7343139648,737285.1117858887,82085.38522338867,78263.96543884277,493683.52142333984,1214617.449798584,1102786.02243042,567742.1510314941,476138.2543029785,32475.162078857426
[TG(52:6)]_FA18:3,-1.1496344204000668,8.748607515122838,16.10565239132302,5.990497261521453e-5,0.005319894373634468,TAG,536849.8562011719,1397859.8371582031,271885.41760253906,252342.53857421875,573547.7567138672,1199915.1408691406,2065839.6737060547,215829.45434570312,5667911.230834961,683973.2333984375,274250.82067871094,187759.0321044922,91084.34631347656
[TG(52:5)]_FA18:3,-1.1447726139920456,10.99268787431439,15.978095997423225,6.407961870221458e-5,0.005536825432188649,TAG,2843533.4990234375,5654131.2275390625,1697721.6064453125,1331413.822265625,2726293.90625,4692980.265136719,8370824.034667969,953482.22412109375,29287383.43847656,2892020.576171875,1625171.802734375,1119100.4306640625,522388.6748046875
[TG(52:4)]_FA18:1,-1.1377744604750595,8.456979476352357,15.794878833228722,7.059332453812854e-5,0.005939127856536762,TAG,448125.67150878906,1152722.2529296875,227543.95556640625,198174.2164306641,469745.6516113281,941018.283569336,1574313.7059326172,167663.11029052734,4802955.998413086,562129.90576171875,242541.337890625,151453.4718017578,58547.94396972656
[TG(52:7)|TG(51:0)]_FA22:6,1.0381684987596767,8.892985597593961,15.529138864774723,8.124321927571119e-5,0.00665986082113971,TAG,1369830.7462768557,501020.0792236328,3993991.215698242,853087.2871704102,1087264.8819580078,136717.88897705078,118927.7890625,841388.54150390625,1833602.9778442385,1658830.0312194824,678522.8654785156,698150.4752502441,70798.38507080078
[TG(50:4)]_FA16:1,-1.1250089922375062,7.268755186187705,15.463045569984388,8.413420042946846e-5,0.006724425969325267,TAG,217286.6154785156,433585.8676147461,114291.74731445312,119437.8292236328,197094.8727416992,408014.6335449219,691492.7669067383,102264.3468322754,1950527.4884033203,284788.94189453125,132823.08825683594,93031.48669433594,43220.64306640625
PI(34:3)|PI(P-35:2),-1.1132800309839803,6.912876702603975,15.160934716157499,9.872490216354551e-5,0.007698134444313536,PI,160015.3511352539,317814.3005371094,96724.38677978516,117497.16833496094,179805.93341064453,339084.3647766113,544800.28271484375,85883.86611938477,1423689.0545043943,222305.39569091797,112331.54858398438,81678.62536621094,40319.40286254883
[TG(54:6)]_FA20:4,-1.1088872913954269,10.55407540336358,15.049042762315366,1.0475337032569863e-4,0.007973726784077585,TAG,2110188.8740234375,4665381.206542969,1073539.5356445312,935157.3583984376,1852620.095214844,3222887.977783203,6031050.530761719,621907.4006347656,22474602.60839844,2163280.9208984375,1167793.650390625,743648.5947265625,240371.81713867188
FA(19:5),-1.1056032611044946,4.94254439098587,14.962469569501991,1.0967087616654491e-4,0.008153902118708003,FA,30174.6220703125,33737.122314453125,22543.861602783203,61866.32403564453,37808.40252685547,62434.66442871094,157718.19091796875,97982.40686035156,30164.36215209961,57541.184143066406,29845.941955566406,123331.22790527344,96252.70666503906
[TG(53:9)|TG(52:2)]_FA18:0,-1.092429320084861,10.045069626859192,14.630949826852884,1.3074954964543533e-4,0.00950014341401038,TAG,1481805.4897460938,3212028.209472656,822806.02734375,686716.666015625,1412618.1313476562,2287122.2177734375,4338139.93359375,434289.55615234375,15293621.061279297,1549781.005859375,873015.75732421875,554253.4365234375,202028.53369140625
DG(40:6)|DG(dO-40:0)_C16:1,1.0011920280989075,8.185980047886487,14.421656275393602,1.4611233549517385e-4,0.010154807316914583,DAG,92589.7664680481,1288028.8235092163,115715.4273071289,2200883.28704834,725524.0887794495,1050397.9740600586,93622.96667861938,90848.88639831544,405258.10596847534,518829.5135307312,119558.30891418456,386018.9025878906,1100294.9600830078
FA(18:5),-1.0854418654023177,5.030475431277483,14.452497090763018,1.4373915987897707e-4,0.010154807316914583,FA,30586.422149658203,33158.90252685547,23114.72158813477,70937.12561035156,42157.18310546875,70900.48449707031,160484.0526123047,94243.78771972656,31924.00225830078,66157.564453125,28886.661865234375,131400.4473876953,107913.66845703124
FA(16:6),-1.0779936049022836,6.0655044839394465,14.2673400809581,1.5859292222785012e-4,0.010787693028988018,FA,56985.36340332031,71877.56494140625,39834.942779541016,177064.19409179688,84256.86535644531,204007.91430664065,318001.8405761719,229369.49536132812,55905.443908691406,117251.26770019533,53704.52380371094,282238.45947265625,166338.65234375
[TG(44:1)]_FA14:0,0.9920389418781478,6.914589621207994,14.153725780946843,1.6846315378603866e-4,0.010809209646172085,TAG,458981.1455078125,132090.82934570312,829676.2308349609,249389.91607666016,210501.4190673828,80377.7056274414,80961.34558105469,209611.05450439453,520012.7294921875,322476.8811035156,162166.31091308594,191493.07012939453,65254.60461425781
[TG(54:9)|TG(53:2)]_FA22:5,0.9929181649293708,8.085523827408712,14.179611659081274,1.6616123722438376e-4,0.010809209646172085,TAG,867123.370300293,348045.32595825195,2020860.1897583008,603505.6745300293,623875.1549682617,72238.48547363281,71786.64440917969,417478.09393310547,995197.2508239746,984107.3177490234,510316.31259155273,429139.3023071289,29133.72216796875
PC(20:4)|LPC(21:4),0.991797407669867,10.430529584576279,14.147156898921825,1.69052387334565e-4,0.010809209646172085,PC,2543213.0961914062,2396884.7553710938,11295864.099609377,3090763.487548828,2345572.4653320312,2202644.770263672,2021168.031982422,1587401.9560546875,3633413.778320313,2971575.791748047,2759454.9223632812,2988158.6943359375,167524.0714111328
[TG(54:7)|TG(53:0)]_FA20:4,-1.0646276616233799,8.292607451107036,13.93614831595913,1.891261187285442e-4,0.01162761926106069,TAG,394442.72790527344,1098421.5411987305,202905.09368896484,186752.63305664065,383954.6283569336,806855.3395385742,1414798.1797485352,146051.16943359375,4253075.397155762,511084.0421142578,208297.994140625,135273.58953857422,66943.44445800781
PC(20:1)|PC(O-21:1),0.9846358573927185,10.565858196978729,13.939562361076241,1.8878294457183985e-4,0.01162761926106069,PC,2803580.9770507812,2562560.114013672,12483239.83569336,3296347.907836914,2690393.4631347656,2405378.2690429688,2230494.0505371094,1704537.9237060547,4081886.567382813,3183286.8012695312,3081043.0224609375,3220774.396484375,185995.37353515625
FA(16:1),-1.0510162400079324,5.334539397750402,13.59974684869303,2.262160292408187e-4,0.013645521612884856,FA,39330.8427734375,42643.00326538086,25903.761840820312,99752.00622558594,54602.483337402344,107805.4874267578,182016.4532470703,138308.40942382812,38243.402770996094,74424.045166015625,40725.342864990234,160555.6495361328,109596.80712890624
[TG(54:5)]_FA18:2,-1.0462385165712078,10.897271826461655,13.484904698096216,2.404903524547762e-4,0.013794855178163718,TAG,2416215.9375,6629955.024169922,1309100.5444335938,1214926.552734375,2378193.2495117188,4062577.022216797,7696528.056152344,892876.8366699219,28288723.522460938,2713335.9252929688,1219591.30859375,827975.3154296875,356736.9655761719
FA(16:3),-1.0452259224039755,6.850583278244761,13.459648309872136,2.4374944359945415e-4,0.013794855178163718,FA,119712.48779296876,116865.5089111328,80470.225830078125,298731.2980957031,147697.69104003906,316366.40478515625,659798.158203125,369135.8090820313,98075.70666503906,205026.19384765625,93802.806396484375,470659.7583007813,251397.3388671875
FA(16:5),-1.0446462266067662,4.510302837869624,13.442775834180793,2.459514373335414e-4,0.013794855178163718,FA,20107.76153564453,23614.581634521484,14541.121101379396,54574.20397949219,27994.701873779297,54338.76354980469,107324.34814453124,70525.68463134766,20503.841354370117,37727.863037109375,20054.82119750977,93224.1864013672,75985.025146484375
FA(24:3),-1.0467710010552669,5.79900592973516,13.496722536603102,2.389804919450961e-4,0.013794855178163718,FA,81213.5458984375,82365.04461669922,50798.62335205078,104652.927734375,78055.60562133789,138065.06994628906,311894.3801879883,173223.57250976562,76885.22537231445,166105.79248046875,95354.12872314452,204728.91790771484,48507.44354248047
LPC(22:6),0.9632479115608374,10.600699506222599,13.328886683768356,2.6134864071227496e-4,0.014161552616222765,PC,2877583.2900390625,2686545.381347656,12554822.184570312,3393175.210205078,2791856.2055664062,2483150.126464844,2303356.9814453125,1797825.76171875,4191723.7119140625,3291724.0673828125,3185962.5791015625,3250680.37890625,215034.11389160156
PC(20:0)|LPC(21:0)|PC(O-21:0),0.9634138468730025,10.58311671868411,13.33357039708062,2.6069667327845343e-4,0.014161552616222765,PC,2867320.8596191406,2645064.2075195312,12441740.508544922,3311454.1291503906,2748480.4663085938,2461328.31640625,2292960.5727539062,1741589.4288330078,4165880.8283691406,3232264.310546875,3122821.2260742188,3272671.0078125,186638.75646972656
LPC(22:5),0.9613774085648515,10.6071951534992,13.276143185852561,2.688049238524087e-4,0.014322822359269176,PC,2919639.728027344,2699909.503173828,12583488.9140625,3377760.79296875,2802978.8100585938,2450418.296875,2368812.5600585938,1792355.6142578125,4202641.41015625,3320059.790283203,3161231.908203125,3304141.171875,235799.1552734375
[TG(55:11)|TG(54:4)]_FA18:1,-1.0345579574327595,10.773515221884878,13.201528970443164,2.797208209663902e-4,0.014660122370976221,TAG,2372790.91015625,6076627.572753906,1250513.1635742188,994956.2744140624,2282688.8930664062,3819274.6552734375,6772027.220947266,771753.9599609375,25921226.533691406,2426610.169921875,1410286.208984375,737518.08984375,263154.5986328125
[TG(53:10)|TG(52:3)]_FA18:0,-1.0303036015838871,7.859098074317416,13.09874342479452,2.954939219550634e-4,0.015237001104682867,TAG,308901.162109375,789720.48974609375,161297.11071777344,155239.09216308594,310688.8635253906,580167.2384033203,1071768.555053711,127383.7485961914,3000465.778869629,383038.8825683594,171764.7322998047,120412.0078125,57188.86389160156
DG(35:3)_C16:1,-1.0213229004955213,1.3827439749924804,12.856850804604349,3.362459782313284e-4,0.01706314908580249,DAG,2930.5802040100098,3062.620220184326,2930.5601959228516,4836.440368652344,3154.0602226257324,15222.121109008787,2926.860210418701,16072.621196746826,2940.360202789306,5559.400344848633,2927.120216369629,2931.020206451416,5898.74040222168
LPC(22:4),0.9433708276086197,10.61298167957627,12.773860849323686,3.514966049389305e-4,0.017288225322919397,PC,2908098.5043945312,2742631.780517578,12487843.293457031,3404403.6845703125,2854623.7446289062,2536000.6948242188,2364068.7470703125,1804380.756347656,4240596.0595703125,3329726.4614257812,3192891.6044921875,3311725.5947265625,241431.71850585935
PE(28:2),0.9437061454801366,6.7947158892472075,12.782659308110853,3.4984723794485254e-4,0.017288225322919397,PE,598769.7004394531,524133.1599121094,146250.3289794922,309338.1005859375,188062.11389160156,183493.69287109375,155327.13134765625,292703.6007080078,235099.51684570312,175377.59326171875,162196.5928955078,149116.4910888672,143597.15075683594
DG(42:11)|DG(41:4)_C16:0,0.9387024312683004,12.047323010088482,12.645258500240743,3.7651940332651104e-4,0.01823837170355842,DAG,6397373.657211304,9619421.22607422,7646454.858764648,1904020.111694336,1702038.0168457031,3473496.8383789062,620258.4628562927,2208797.1881103516,15675656.850952148,1588635.5583496094,1339093.132736206,1100794.315673828,44577926.87664795
FA(19:4),-1.0093853398306005,5.332703683714414,12.597980405168414,3.861637887641499e-4,0.018426352726552048,FA,39017.70263671875,44341.48321533203,27966.321899414062,85946.2465209961,51043.74401855469,84901.025634765625,171930.5496826172,118613.32836914062,42538.462890625,78789.04486083984,37963.72253417969,155583.65063476562,150324.6513671875
DG(40:10)|DG(39:3)_C18:0,-0.9960861271581456,2.173905711222497,12.273411303192574,4.5945762918597017e-4,0.02128820348561662,DAG,3283.4002380371094,4340.680313110352,9019.840648651125,9179.820682525637,8911.440658569336,2589.300205230713,9638.220623016356,2687.540180206299,48637.26238250733,12429.50089263916,9125.020694732666,13922.361011505129,3224.120246887207
DG(41:5)_C16:0,0.9256557369191286,13.524601905206035,12.289398631820816,4.5553849524828576e-4,0.02128820348561662,DAG,23320561.83972931,34900895.81982422,27426705.64868164,6720491.353027344,6184170.3427734375,12531091.5078125,2159513.2615737915,7960080.196350098,57783027.388916016,5703457.166259766,4766781.338874817,3978547.0244140625,97858455.88134766
[TG(55:10)|TG(54:3)]_FA18:0,-0.9928013920819286,10.26337937738253,12.210057496151435,4.7532569324547786e-4,0.021403045652194263,TAG,1714355.0283203125,4341483.104980469,862139.87353515625,759769.71240234375,1753642.3208007812,2498001.790527344,5141115.681640625,646789.9450683594,17280196.5234375,1724045.8046875,1030448.0170898438,591430.8232421875,228309.53759765625
PI(29:2)|PI(P-30:1),0.922775060940637,9.362174958055101,12.211340863552323,4.749988261717514e-4,0.021403045652194263,PI,1565469.0125732422,1335822.4983520508,1027717.561706543,270583.85888671875,274256.7761230469,521107.8572998047,157829.8507385254,647404.8453979492,2247524.0192871094,275196.06088256836,189319.513671875,190783.65234375,6661615.031005859
FA(18:4),-0.9907116986496707,5.269584819936767,12.159533080704932,4.883760157229172e-4,0.0216852516981412,FA,32546.162170410156,38740.30294799805,25089.02165222168,94323.54779052734,44741.78366088867,92979.727294921875,177722.39331054688,106708.28735351562,30915.002075195312,70627.80499267578,33519.482330322266,146761.98974609375,145822.72924804688
[TG(56:7)|TG(55:0)]_FA20:4,-0.9765923228007305,10.613653866275977,11.834372252749759,5.814729814362292e-4,0.025310756215788495,TAG,2199758.2119140625,5679437.810791016,1035321.1730957032,963366.02392578125,1895513.578857422,3266080.7163085938,6194123.772949219,761207.5549316406,22698395.29736328,2229948.0498046875,1253931.955078125,722483.412109375,337624.623046875
LPI(18:3),0.9081646293736639,10.619815826940732,11.82037535517884,5.858604816916949e-4,0.025310756215788495,PI,11734736.0546875,4119255.1739501953,3652754.268554687,3749368.837402344,2572022.9729003906,3618014.515258789,2185184.1721191406,2665705.2017822266,3192159.1533203125,3660394.40234375,2572635.0974121094,3432555.118652344,49682.62371826172
FA(17:4),-0.9700034033451893,5.431833286367702,11.681596897273266,6.312133329870287e-4,0.026906520340793744,FA,39403.382568359375,47751.52311706543,28320.48191833496,101461.32788085938,51460.66357421875,104204.98803710938,212026.63403320312,115679.98803710938,40543.643127441406,69051.10485839844,40410.60275268555,157118.01123046875,160169.71118164062
PI(36:3)|PI(P-37:2),-0.9623136425597446,9.013626227923996,11.507642635784578,6.931062200488525e-4,0.02915606033547607,PI,801466.2474365234,1627616.6072387695,433730.95208740234,410047.82958984375,757759.4771728516,1254464.4721679688,1975137.4112548828,581778.1024169922,6122424.718505859,910409.1173095704,533664.1588134766,560561.782043457,65510.98474121094
FA(15:6),-0.9533883118810962,6.035922850219458,11.30462709182757,7.731417484747653e-4,0.03210044376459512,FA,61374.08435058594,74321.24499511719,48441.78356933594,154888.21044921875,97382.266357421875,166554.111328125,260683.45751953125,216199.794921875,64053.06451416016,109575.96801757812,52929.7841796875,252562.19775390625,223376.6572265625
FA(22:5),-0.9514979927558029,6.087463297657272,11.26216813593419,7.91027638770796e-4,0.0324219918096184,FA,84803.1655883789,94339.48565673828,74601.68524169922,143835.23028564453,90352.26556396484,158839.14904785156,333365.74853515625,207405.4390869141,92172.76556396484,174868.7138671875,93059.6475830078,305747.7069091797,90716.666015625
[TG(54:6)]_FA18:3,-0.9493123396310552,10.960027032637097,11.213796363561428,8.119145286183907e-4,0.03255651239861807,TAG,2679919.2802734375,7021183.376464844,1441539.787109375,1600397.7924804688,2636326.1005859375,4406888.814941406,8153654.6640625,1036743.9990234376,28111464.74267578,2677371.928955078,1440793.6787109375,919343.84228515625,382035.806640625
