Lipid,Class,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
PSo (40:0),PS,31488.142498016357,26469.201709747314,79315.58517456055,73470.16510009766,47144.58337402344,15679.280960083008,35060.46237945557,61289.824798583984,64494.184967041016,44296.103515625,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PSo (40:1),PS,29479.84213256836,23408.922050476074,81130.76654052734,61300.34405517578,38515.44263458252,12952.000911712646,28112.141960144043,54712.92398071289,57885.96432495117,41637.48278808594,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PSo (40:2),PS,22800.981601715088,21609.521236419678,78153.1060180664,54678.50402832031,33315.50253677368,13740.820922851562,28342.56229019165,61533.04397583008,55857.30374145508,44743.64352416992,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PSo (40:3),PS,26382.72173690796,29060.72262954712,793856.6752319336,256759.13458251953,62400.42468261719,57984.60464477539,27114.082103729248,558438.7416992188,176084.99197387695,42516.743255615234,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PSo (40:4),PS,23913.341556549072,18385.881301879883,57756.144454956055,48731.22348022461,32350.88235092163,12492.000862121582,24509.1417388916,42495.102783203125,48611.5436706543,38677.70260620117,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PSo (40:5),PS,25303.161766052246,18420.581504821777,54581.70413208008,47668.763916015625,35205.182315826416,13681.30093383789,27760.481925964355,46026.963317871094,51575.08380126953,41318.74304199219,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PSo (40:6),PS,27190.162071228027,21400.001388549805,116630.80892944336,101857.34780883789,48614.52342605591,28664.881717681885,25411.741870880127,126767.86764526367,128128.12921142578,110469.56910705566,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PSo (40:6)_2,PS,333605.06538009644,112703.70849609375,328331.88671875,411639.8095703125,365585.4850654602,132535.39053344727,242940.39699172974,212362.19604492188,312833.06298828125,257851.6982421875,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PSo (42:1),PS,23534.321689605713,13761.481021881104,52587.183502197266,45259.96322631836,35930.302616119385,13993.180965423584,21842.541610717773,46726.32369995117,47477.78350830078,38640.52276611328,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PSo (42:2),PS,24032.421794891357,15677.74110031128,45574.783294677734,39686.84289550781,37079.66296005249,13453.541053771973,24374.781944274902,37193.02258300781,40038.58279418945,37687.002380371094,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PSo (42:4),PS,22856.50157546997,55382.52477264404,125052.03169250488,132300.62673950195,40794.463191986084,34886.541343688965,21193.221614837646,138682.36959838867,172774.93592834473,310035.9162902832,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PSo (42:6),PS,26237.321849822998,27602.70195388794,76928.00614929199,75918.34432983398,49416.222579956055,25016.121696472168,26193.241802215576,77729.38510131836,86961.58618164062,71450.42559814453,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PSp (16:0),PS,43705.50267791748,24031.66201400757,137842.17193603516,100630.88659667969,62865.90498352051,35719.04343032837,45927.382930755615,111575.6890258789,95036.22717285156,180272.71314239502,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PSp (20:0),PS,23069.081310272217,19164.001316070557,21778.26166152954,17985.681266784668,28551.502017974854,17255.640964508057,22015.341690063477,26521.341941833496,11997.760765075684,62009.383880615234,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PSp (28:0),PS,19350.041412353516,17367.12120437622,52560.5432434082,53177.40365600586,31023.102157592773,16179.141277313232,15332.481224060059,50935.48342895508,53761.18366241455,36113.34265136719,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PSp (30:1),PS,21954.28169631958,22639.161560058594,91655.62791442871,66516.9846496582,31329.002277374268,23274.60135269165,23812.001678466797,88059.94625854492,57485.88391113281,40659.04263305664,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PSp (32:1),PS,18112.261306762695,16701.761249542236,47038.22314453125,48569.343811035156,29070.462314605713,17185.141082763672,20980.241466522217,46344.94332885742,46790.56379699707,43761.002868652344,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PSp (34:4),PS,21998.021453857422,18906.301399230957,65314.26351928711,47207.44317626953,32225.022144317627,18499.421417236328,28462.002033233643,42188.14291381836,48473.82409667969,39008.64212036133,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PSp (36:5),PS,28577.621982574463,34193.88284301758,80297.16455078125,68124.5849609375,41425.9229927063,31624.10270690918,29762.202213287354,77896.24575805664,77606.16497802734,57939.66372680664,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PSp (38:6),PS,50830.584033966064,49442.62356567383,114621.72845458984,113420.30877685547,80343.82557678223,43443.523262023926,55392.20363616943,98639.48748779297,116123.98809814453,109536.78729248047,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PSp (40:2),PS,26216.88194656372,22852.62148284912,579105.9979248047,206339.97534179688,55442.9044342041,41799.523109436035,28258.282108306885,414881.70571899414,144439.73001098633,38613.74267578125,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PSp (40:6),PS,30447.022102355957,31606.061889648438,149571.98959350586,121534.96905517578,50120.68292236328,29466.80158996582,33054.60260772705,130834.7484741211,95942.82537841797,47747.18313598633,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PSp (42:2),PS,21518.42124938965,19681.32147216797,49953.66342163086,47773.10397338867,30998.32204055786,13880.160861968994,24460.941806793213,42951.16296386719,49293.70297241211,48647.683532714844,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PSp (42:4),PS,20645.36141204834,14067.941097259521,42069.68362426758,40595.70315551758,27769.52209854126,11169.060939788818,21739.82164001465,38019.10290527344,37987.142822265625,35908.28286743164,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
"Palmitoylcarnitine, (5Z)-13-carboxytridec-5-enoylcarnitine",CAR,2011644.4086914062,1979413.4584960938,2093058.2553710938,1984666.0859375,1832881.2912597656,2175415.870361328,2206925.8798828125,2324185.5061035156,2247760.7885742188,3003056.5654296875,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
SM (d16:1/18:1),SM,127087.90942382812,121101.94659423828,143044.72988891602,124999.9497680664,111272.2861328125,95533.8283996582,15275.760997772217,107316.28916931152,114497.029296875,57766.28422546387,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
SM (d16:1/22:1),SM,3658092.4216308594,2518184.9510498047,2910661.593109131,2471612.2868652344,1947161.8707885742,1767955.6807861328,56256.7244720459,1659127.9621582031,2273597.4733581543,37677.30290222168,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
SM (d16:1/24:0),SM,1175101.6004638672,811147.1718139648,951197.158782959,803925.7958984375,640452.7800292969,598282.5404510498,31146.86208343506,575681.8627929688,686202.8389282227,37166.00288391113,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
SM (d16:1/24:1),SM,2052998.3631591797,1341996.841293335,1443187.5708007812,1357339.2101745605,969097.7961425781,962537.433883667,34826.30319976807,841138.3558654785,1085983.7479858398,37923.60176086426,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
SM (d18:0/12:0),SM,95046.58630371094,94363.58508300781,83352.84606933594,81282.12591552734,95355.48602294922,87782.70614624023,21317.00161743164,82739.76538085938,82197.28573608398,67679.28463745117,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
SM (d18:0/14:0),SM,99663.90524291992,95893.60638427734,92500.76580810547,95247.54794311523,93951.50607299805,85601.18612670898,19336.68145751953,95025.00631713867,89703.84512329102,110543.48829650879,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
SM (d18:0/16:0),SM,134498.40774536133,119156.64865112305,139060.08853149414,119570.82821655273,113155.77029418945,104403.46672058105,17720.6612739563,101051.30670166016,108168.12850952148,58363.00341796875,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
SM (d18:0/18:0),SM,2319129.4290161133,1727778.9300842285,2077510.0770874023,1820215.5923156738,1344190.988647461,1292755.1544799805,61800.78353881836,1261264.8675231934,1647959.2612609863,45767.70330810547,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
SM (d18:0/20:0),SM,2700856.8665771484,1775628.7166137695,2285526.6716918945,2001863.716217041,1419877.01953125,1209397.158203125,46360.02328491211,1273527.449142456,1628841.8686523438,40929.26272583008,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
SM (d18:0/22:0),SM,1116235.8697814941,810800.1287078857,970623.5717163086,801817.6889038086,550533.756439209,546255.8961029053,29879.12171936035,558161.6658630371,695338.3066558838,41125.7625579834,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
SM (d18:0/24:0),SM,1475446.5462036133,935969.4414978027,1756542.1348266602,1083946.0730895996,704146.1952056885,839788.4093322754,98619.14601135254,1348483.837677002,837130.5003509521,192033.29585266113,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
SM (d18:0/26:0),SM,1613827.2202148438,1444364.0539550781,1567237.0405273438,1461420.8366699219,1537613.7180175781,1824456.5205078125,313665.0187072754,1649704.6306152344,1553115.1119384766,2087250.882446289,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
SM (d18:1/12:0),SM,145914.34902954102,149127.2516784668,130513.70672607422,145430.21054077148,134488.57153320312,119897.83224487305,18982.321323394775,134141.27169799805,135893.12966918945,67735.6449584961,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
SM (d18:1/14:0),SM,107370.74942016602,96908.50791931152,99708.18661499023,85844.30645751953,94853.26654052734,92989.40612792969,16718.54122543335,94503.06716918945,98420.98635864258,120409.09121704102,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
SM (d18:1/16:0),SM,128370.7709350586,112848.96862792969,140844.7283782959,124830.32699584961,108074.32916259766,100468.6273803711,16712.741283416748,99273.48806762695,107504.72901916504,59609.143493652344,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
SM (d18:1/18:0),SM,2294850.584136963,1707010.9404296875,2114347.9275512695,1832848.2950439453,1379689.5279083252,1257406.8803710938,48672.34387969971,1294625.1763916016,1781538.736175537,54731.044174194336,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
SM (d18:1/18:1)9Z)),SM,2271728.3581237793,1685109.8793640137,2056311.1509399414,1813052.699645996,1245633.782775879,1211536.8535461426,56741.923835754395,1314489.960510254,1500085.780303955,51021.42387390137,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
SM (d18:1/20:0),SM,2687815.3551330566,1978167.8697814941,2304092.6630859375,1926542.476409912,1392916.0263061523,1322780.9508666992,45775.30305480957,1258626.8468933105,1702759.6933288574,34164.04275512695,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
SM (d18:1/24:0),SM,1383838.4104614258,915364.3561706543,1727925.583984375,1067906.1524047852,750779.5282897949,811375.6739807129,97842.32591247559,1344862.4555854797,830816.0477142334,189360.31523895264,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
SM (d18:1/24:1)15Z)),SM,1680294.4908447266,1150831.0893859863,1902989.950744629,1218132.936340332,879806.6069946289,944257.7020568848,112168.26585388184,1436828.6246643066,957222.9588623047,164868.83058166504,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
SM (d18:1/26:0),SM,1579011.1005859375,1358874.8278808594,1553699.4858398438,1457877.6833496094,1449199.345703125,1684387.5764160156,327271.33923339844,1585077.1171875,1534772.4384765625,1831536.9545898438,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
SM (d18:1/26:1)17Z)),SM,1460243.8317871094,1282363.8107910156,1383825.248046875,1316506.2739257812,1387360.0678710938,1551344.9899902344,280124.21990966797,1425356.8640136719,1345255.7666015625,1599533.0747070312,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
SM (d18:2/14:0),SM,109133.56900024414,102176.66625976562,98887.96643066406,88461.4264831543,93825.70503234863,101209.04580688477,18257.64130783081,98310.74783325195,92129.10690307617,117159.40803527832,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
SM (d18:2/18:1),SM,1760347.929473877,1420860.0427246094,1920055.9350891113,1636000.2002563477,1060986.1602172852,1073051.082244873,29242.581741333008,1180481.9966278076,1644354.0101623535,55495.703857421875,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
SM (d18:2/20:1),SM,4985529.915222168,3306493.546569824,4153291.0874023438,3592698.867553711,2570134.7602539062,2237583.9177246094,81876.80433654785,2354503.1831054688,2960454.5907287598,39032.083572387695,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
SM (d18:2/22:1),SM,4667575.459350586,3403853.964904785,3970800.074523926,3301464.9154663086,2281397.798187256,1950745.115814209,69806.86447143555,2204717.4811706543,2786987.816253662,39624.08305358887,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
SM (d18:2/24:1),SM,1972650.2966918945,1326923.9537658691,2214474.596801758,1453966.8481140137,981419.5638122559,1029593.3963928223,107579.70896911621,1568589.759918213,1115480.6082305908,77614.48603820801,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
Stearidonyl carnitine,CAR,7719313.0771484375,9012002.37109375,9297414.064453125,9192763.309570312,10002261.798828125,6046550.1533203125,8512447.366210938,7607350.7939453125,7297773.1435546875,2097196.5888671875,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
"Stearoylcarnitine, hexadecanedioic acid mono-L-carnitine ester",CAR,10644177.73046875,12876266.864257812,13329018.735351562,15009478.30859375,14425207.583496094,8155545.7587890625,12631110.741699219,11137722.26953125,11453538.203125,2167353.873046875,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
TAG(48:0)_FA 16:0,TAG,313736.28125,560805.5747070312,664738.3505859375,347109.8427734375,412796.86669921875,334154.70458984375,398009.20556640625,712698.1625976562,500423.2980957031,202921.39306640625,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
TAG(48:0)_FA 16:1,TAG,46945.46292114258,60323.94436645508,69319.64477539062,45019.62292480469,56126.56378173828,45552.82312011719,47885.82388305664,68616.9849243164,48759.00375366211,24707.72152709961,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
TAG(48:0)_FA 18:0,TAG,58915.20397949219,118127.4888305664,142392.349609375,62380.34451293945,76055.80526733398,62502.86437988281,79583.48553466797,134509.64764404297,101630.64758300781,36733.30258178711,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
TAG(48:0)_FA 18:1,TAG,50954.94380187988,61281.204528808594,60934.40475463867,38231.50263214111,50345.684005737305,46333.94314575195,45933.64437866211,50687.08363342285,37313.52290344238,17451.48129272461,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
TAG(48:0)_FA 18:2,TAG,27026.841903686523,25081.00177001953,27697.101943969727,21051.421424865723,33197.26208496094,32919.962326049805,26158.381927490234,23490.961463928223,22817.901596069336,24623.141876220703,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
TAG(48:1)_FA 16:0,TAG,158455.03051757812,388043.2907714844,416234.56188964844,180525.59228515625,246380.37573242188,183851.8916015625,266280.5388183594,426034.73107910156,291070.9647216797,111901.38842773438,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
TAG(48:1)_FA 16:1,TAG,309096.8603515625,590013.5590820312,666680.6860351562,338593.9228515625,424723.7021484375,330793.44677734375,396914.0849609375,732845.1494140625,503328.27197265625,194068.1337890625,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
TAG(48:1)_FA 18:1,TAG,77587.92431640625,145540.65197753906,156836.59219360352,71881.0855102539,97759.9468383789,81265.36608886719,102526.86749267578,154974.58990478516,109140.32873535156,46774.5237121582,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
TAG(48:1)_FA 18:2,TAG,55240.38438415527,54352.86422729492,61099.50401306152,41838.262268066406,50911.28396606445,51772.46405029297,44427.28282165527,53952.98369598389,40241.542419433594,21580.621459960938,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
TAG(48:1)_FA18:0,TAG,37418.02307128906,72420.50616455078,79831.72462463379,43135.58262634277,50947.2236328125,40248.28254699707,51179.642669677734,70746.40617370605,58599.36422729492,23749.781707763672,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
TAG(48:2)_F A18:0,TAG,40307.0626373291,49056.18395996094,44614.423095703125,32610.102294921875,45687.56314086914,37220.84270477295,41656.1432800293,36892.06233215332,33731.10234451294,19507.101570129395,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
TAG(48:2)_FA 16:0,TAG,155836.19140625,226148.0751953125,221907.21557617188,139358.8095703125,173777.51123046875,149367.8310546875,179013.57202148438,212955.15551757812,176656.61083984375,124294.44946289062,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
TAG(48:2)_FA 16:1,TAG,158453.17236328125,403834.2087402344,416225.0104980469,179032.23266601562,254368.02001953125,205606.27392578125,267900.01953125,430564.0139160156,311774.52282714844,113284.14721679688,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
