lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD73m2_500x_N1__liverLD__8_8_23,FAD131m1_500x_N1__liverLD__8_8_23,FAD131m2_500x_N1__liverLD__8_8_23,FAD131m4_500x_N1__liverLD__8_8_23,FAD173m1_500x_N1__liverLD__8_8_23,DOD73-5xFAD-M2liver_033123,FAD131-5xFAD-M1liver_033123,FAD131-5xFAD-M2liver_033123,FAD131-5xFAD-M4liver_033123,FAD173-5xFAD-M1liver_033123,Blank_500x_N1__liverLD__8_8_23
C24:1,7.364341210517699,13.218535941148296,729.0529304379311,1.439244277824841e-160,6.819803654923862e-159,5,5,Time Period_ New Data,Time Period_ Older Data,FA,158470.0103302002,162320.91107940674,160566.03108215332,153225.45236968994,164290.27043914795,14847.381103515623,15827.581085205078,14899.301010131836,15040.621109008787,14172.481079101562,149376.490234375
C22:1,7.2215957576383305,14.077761726131193,710.0215048703255,1.9791740418113155e-156,8.708365783969788e-155,5,5,Time Period_ New Data,Time Period_ Older Data,FA,259253.17919921875,299025.6416015625,286784.28173828125,291241.0002441406,270040.63720703125,30213.10223388672,29934.22198486328,26990.041778564453,29742.282104492188,28434.64196777344,306812.91943359375
C24:6,7.171552774553928,13.748301642054479,703.3211646692944,5.668883030767436e-155,2.328021297968494e-153,5,5,Time Period_ New Data,Time Period_ Older Data,FA,227795.8779296875,253592.15673828125,240040.35791015625,216336.59399414065,226447.85546875,25008.501586914062,26783.10189819336,23670.181671142574,26500.182037353516,22417.721557617188,206195.2138671875
C20:1,6.988514174660175,14.699427976569076,678.9294476600444,1.142178659086897e-149,4.397387837484553e-148,5,5,Time Period_ New Data,Time Period_ Older Data,FA,441928.91015625,467829.6142578125,529655.955078125,396131.97021484375,453412.7529296875,50567.26362609863,37218.88252258301,66577.18469238281,61702.344398498535,61857.70422363281,363224.00634765625
C22:4,6.8746223936630635,14.096056598915004,663.7324849215847,2.3046969059560333e-146,8.351137023934802e-145,5,5,Time Period_ New Data,Time Period_ Older Data,FA,279612.8603515625,310981.48193359375,307725.20361328125,278677.72021484375,290028.00146484375,40848.32287597656,42451.36297607422,36462.06268310547,39453.18273925781,33471.282344818115,272245.138671875
PI (36:2),-6.02510736056514,12.984716363931017,550.608434022956,9.281777101734471e-122,3.176430385926908e-120,5,5,Time Period_ New Data,Time Period_ Older Data,PI,2100.2801399230957,2674.6001777648926,2975.6802291870117,2440.0801696777344,2333.4001693725586,1084970.2041015625,3922840.4086914062,5829154.800048828,237335.97369384769,1709628.7700805664,1972.7001495361328
Lyso_PI(16:0) | PI (16:0),5.2644191436302625,7.307915270066953,449.9446277824483,7.415938329507969e-100,2.4043252689352152e-98,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1883.04012298584,2961.420207977295,2538.940170288086,2983.860202789306,1874.7801322937012,973.000072479248,1027.9000816345217,963.320068359375,990.4200744628906,961.2800636291504,3238.28023147583
C14:1,5.214550799098698,15.440550455997766,445.9249721284582,5.558572542270148e-99,1.7120403430192055e-97,5,5,Time Period_ New Data,Time Period_ Older Data,FA,770915.7314453125,761247.0703125,627102.865234375,711979.046875,900056.4013671875,319819.1005859375,318049.23974609375,305547.70166015625,315566.4853515625,307396.82080078125,590455.8642578125
Lyso_PI(16:1) | PI (16:1),5.114701295804291,7.065281235557069,430.656768721425,1.1693449353681187e-95,3.430078477079815e-94,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1890.360122680664,2408.700168609619,2235.4601440429688,2456.420177459717,1883.040126800537,972.7800750732422,973.1600761413574,962.820068359375,973.4800643920898,961.260066986084,2255.3001747131348
PCo(40:2),-4.452319186212284,11.071791824809717,348.89804982793413,7.363866934594858e-78,2.0618827416865603e-76,5,5,Time Period_ New Data,Time Period_ Older Data,PC,1901.02014541626,2049.6401710510254,1642.1401290893557,1813.9401245117188,2141.580146789551,839597.7322387695,894062.2902526855,1017411.5369873048,161827.91534423828,336042.1649169922,1761.880126953125
PC (34:5),-4.2897964064395895,11.06332903660134,329.0039331771669,1.583919187724488e-73,4.2421487810360204e-72,5,5,Time Period_ New Data,Time Period_ Older Data,PC,1848.340133666992,2116.6601524353027,2703.8201942443848,1947.0601539611816,1939.6801490783691,723626.2180786133,859554.1729736328,874605.430480957,144593.35220336914,607340.8925170898,1845.4201316833496
PI (36:4),-4.102772752975905,11.225611083579343,306.4581310424571,1.2906577736847668e-68,3.3126882857909015e-67,5,5,Time Period_ New Data,Time Period_ Older Data,PI,2198.3001441955566,3105.860210418701,3505.340274810791,2595.960174560547,1976.1401290893557,751446.2164001465,384700.76596069336,1017975.4953308104,121349.4871673584,1295144.963256836,1911.3801345825195
SM (d18:2/20:1),-4.066407528039077,11.173302928047239,302.0763359364772,1.162553142678907e-67,2.864530943560827e-66,5,5,Time Period_ New Data,Time Period_ Older Data,SM,3116.6802673339844,3113.6402282714844,1720.3401260375977,2175.120143890381,3103.4602394104004,720453.3782348633,878933.5264892578,957438.400604248,246801.98498535156,627724.1118774414,2146.74015045166
PE (16:1),4.041887804073511,7.001091550601127,298.23550491258277,7.98360680946656e-67,1.8915006902428466e-65,5,5,Time Period_ New Data,Time Period_ Older Data,PE,2186.300148010254,1974.980136871338,2082.340156555176,2114.9401512145996,2046.620147705078,1940.960132598877,1934.780158996582,1941.040138244629,1917.200122833252,2016.1801490783691,1867.4601402282717
PC (36:6),-4.026941307079236,11.370771746845561,297.42735298825846,1.1974914688013774e-66,2.7320546103024014e-65,5,5,Time Period_ New Data,Time Period_ Older Data,PC,2233.1001472473145,3476.500286102295,3791.2602195739746,2445.9801902770996,3612.6002883911137,900876.9567260742,1000760.827392578,1160095.8842773438,197628.83331298828,681907.6862182617,1940.720142364502
PCo(40:5),-3.9639845601119754,10.928163775049082,289.7653543961562,5.5934986571673785e-65,1.2305697045768232e-63,5,5,Time Period_ New Data,Time Period_ Older Data,PC,2361.4801712036133,3489.520206451416,1817.0001525878904,2236.4201736450195,2035.3601417541504,752088.2249145508,810585.9423675537,905071.0111694336,102179.58813476562,316379.64697265625,1908.780143737793
PCo(36:5),-3.929808284532823,10.947153958506382,285.72425256161245,4.248410658510674e-64,9.024210226353707e-63,5,5,Time Period_ New Data,Time Period_ Older Data,PC,2786.380210876465,3330.2002029418945,1892.3801574707031,2253.5001373291016,2116.12015914917,468100.8109741211,941975.0394287108,1004706.1619873048,153994.93035888672,359164.9714355469,1796.700122833252
"Stearoylcarnitine, hexadecanedioic acid mono-L-carnitine ester",-3.909460089116256,12.834916987191196,283.7438428862646,1.1475375063437323e-63,2.356277013025797e-62,5,5,Time Period_ New Data,Time Period_ Older Data,CAR,10155.3207321167,9352.960670471191,10308.940742492676,8214.500560760498,8232.220615386963,1986488.38671875,1945987.927734375,2178149.1953125,2035685.748046875,2569833.62109375,7081.680503845215
Lyso_PS(16:1) | PS (16:1),3.9051417225382083,6.9550576624202085,281.95169121485765,2.820291443946985e-63,5.604192030552718e-62,5,5,Time Period_ New Data,Time Period_ Older Data,PS,1961.660140991211,1962.8201370239256,1959.2801551818848,1965.8001441955569,2012.380146026611,1997.2201499938965,2147.080146789551,1966.420139312744,1978.420139312744,2068.980155944824,1959.220142364502
PCp(36:5),-3.863801791723223,10.880948824078624,277.9099574317413,2.143179844280554e-62,4.125621200240067e-61,5,5,Time Period_ New Data,Time Period_ Older Data,PC,2878.2402381896973,2381.440158843994,2729.400230407715,2202.440174102783,2111.680145263672,783763.1045532227,521462.2561645508,977016.6969299316,146286.6517944336,353833.22888183594,1721.6601371765137
PC (34:6),-3.691663980750233,10.393319227249753,257.6269229805064,5.646758602700296e-58,1.0540616058373886e-56,5,5,Time Period_ New Data,Time Period_ Older Data,PC,2283.660140991211,1731.9801330566406,1890.7601356506348,1931.7201385498047,1874.8001289367676,462053.4729614258,519589.2384033203,508706.4399719238,87773.98620605469,371943.336517334,2155.2601585388184
Lyso_PC(16:0),3.6583256272763545,10.283158336542595,254.3667059405525,2.9006187607596974e-57,5.2552386959646285e-56,5,5,Time Period_ New Data,Time Period_ Older Data,PC,23840.12152862549,22666.861389160156,27631.10167694092,12861.000923156738,17099.08143234253,26650.501983642574,26685.421646118164,29808.80212402344,20709.961517333984,23065.50161743164,13719.580963134766
"O-oleoylcarnitine, Elaidic carnitine",-3.569340486782897,12.872107117422441,244.1345440703964,4.934256507781787e-55,8.684291453695946e-54,5,5,Time Period_ New Data,Time Period_ Older Data,CAR,11997.22085571289,11189.280807495115,12544.741039276125,11605.16082763672,11277.860801696776,1979574.865234375,1972617.470703125,2185124.79296875,2032419.55078125,2574827.34375,11667.48078918457
PC (36:2),3.4726457119826484,14.179456025768788,233.24342701648857,1.1695701514304793e-52,2.001264481336598e-51,5,5,Time Period_ New Data,Time Period_ Older Data,PC,515803.4843673706,449463.8835449219,315851.0205345154,159263.05183410645,311282.93786239624,568137.9635009766,595438.1477050781,700129.7864990234,144939.9888305664,421310.82678222656,7865.340538024902
PC (34:2),3.406280876866366,14.637237416173546,225.77137179836427,4.9839353461448367e-51,8.297578846554647e-50,5,5,Time Period_ New Data,Time Period_ Older Data,PC,302527.4062728882,987141.1896209716,688741.2252655029,191823.49026489255,238129.79373550415,784041.4350280762,935222.17626953125,982057.9860534668,140906.18795776367,647045.6148986816,7078.560470581055
PC (36:4),3.379910966859057,14.54267677110845,222.8193093924874,2.195016025432564e-50,3.558236504385419e-49,5,5,Time Period_ New Data,Time Period_ Older Data,PC,469848.0016479492,709817.2920417786,457933.04595184326,178988.45598602295,433232.8134193421,760033.3044433594,837896.5888671875,974832.0047607422,185219.61328125,569375.0965576172,3069.2602157592773
PCo(40:1),-3.3514175008877127,11.283542793528479,219.36093725693814,1.2467528570078524e-49,1.9692301536329157e-48,5,5,Time Period_ New Data,Time Period_ Older Data,PC,5246.4404220581055,4953.360363006592,4246.8002853393555,2774.920196533203,5443.140335083008,830832.1791381836,920457.9158935548,1005666.2827758788,161389.74995422363,663375.5046691895,2053.080146789551
PI (36:1),-3.3359398351325,10.13811176388448,217.29503752121065,3.519015149314866e-49,5.419283329944894e-48,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1925.7401390075684,2100.620143890381,2161.960159301758,2051.040145874023,1956.5001335144043,175940.4327392578,472436.0231933594,690620.6750488281,44362.10314941406,227982.9351806641,1911.1801528930664
Lyso_PS(14:1) | PS (14:1),-3.1910952869504907,9.991425786677507,201.38984315696183,1.0388243776453122e-45,1.5607702844622251e-44,5,5,Time Period_ New Data,Time Period_ Older Data,PS,1960.6801300048828,2030.240135192871,2036.2001457214355,1993.5201416015625,2031.1801414489744,288447.541015625,278448.2626953125,285210.34033203125,284993.84033203125,279395.0400390625,2028.3001594543457
PCo(38:3),-3.0814460601157783,10.99768067108582,189.90839711245786,3.3290935457582306e-43,4.882670533778738e-42,5,5,Time Period_ New Data,Time Period_ Older Data,PC,2905.4802017211914,5088.6003341674805,4563.380256652832,4448.580253601074,4860.480270385742,689423.0865478516,705263.1522216797,814627.7904052734,167210.53033447266,501402.9344482422,2006.3601455688477
PCo(38:6),-3.022383933045391,10.78513478172399,183.60361507013732,7.918574172207766e-42,1.134381788390694e-40,5,5,Time Period_ New Data,Time Period_ Older Data,PC,4554.020351409912,5249.280403137207,3664.280242919922,2922.420211791992,3266.0602378845215,582056.95068359375,607127.09033203125,695986.553894043,148801.27026367188,432988.03271484375,2076.480140686035
Lyso_PS(17:0) | PSo (18:0),-3.023087945599379,9.843546980259969,183.39520264582995,8.793204689965085e-42,1.2310486565951119e-40,5,5,Time Period_ New Data,Time Period_ Older Data,PS,1960.9201431274416,2131.3801612854004,1959.1601219177248,1958.6801528930664,2048.580135345459,249903.978515625,252658.478515625,252323.71630859375,256716.05859375,249314.556640625,1960.3001403808591
PC (32:0),2.9867076962556545,11.467150839346296,180.10459649479014,4.598145344977503e-41,6.29435007223587e-40,5,5,Time Period_ New Data,Time Period_ Older Data,PC,52666.54346084595,72336.8846321106,56514.60353088379,27061.201808929443,44950.10347366333,87605.00549316406,103570.56823730467,105829.28735351562,40026.24304199219,155206.69314575195,5839.080394744873
PCo(36:4),-2.961033023551108,10.810239748064314,177.16930679285315,2.0114166200815863e-40,2.69354921297882e-39,5,5,Time Period_ New Data,Time Period_ Older Data,PC,4580.040264129639,4339.740348815918,4330.040241241455,3041.5002250671387,4440.760341644287,455518.5846557617,949968.351135254,570680.9780883789,155839.90942382812,369303.241027832,1917.4401321411133
"3-hydroxypalmitoleoylcarnitine, Heptadecanoyl carnitine",-2.8856026278502562,12.172520261304498,169.5045036718141,9.492677597863692e-39,1.2441466809114966e-37,5,5,Time Period_ New Data,Time Period_ Older Data,CAR,10999.46078491211,10954.660766601562,11684.840850830078,10311.9407081604,10876.40079498291,1152357.54296875,1170740.322265625,1251187.7265625,1192738.005859375,1485295.001953125,11294.42084121704
SM (d18:1/16:0),2.850109539618264,9.883432994678303,165.8551607085933,5.949833993804939e-38,7.635620292049673e-37,5,5,Time Period_ New Data,Time Period_ Older Data,SM,26014.34148788452,13929.161003112791,9200.620567321776,15654.661128997805,13966.68096923828,40429.74295043945,32817.222564697266,36800.22250366211,27168.542205810547,31111.06231689453,6372.460460662842
PC (36:3),2.7906057234075,13.639692250751704,159.8870079147946,1.197666215629306e-36,1.505637528219699e-35,5,5,Time Period_ New Data,Time Period_ Older Data,PC,216344.19340515137,405973.8032569885,231688.31662368777,93438.30642700195,203963.45601272583,597560.9814453125,612617.8272094727,739310.6051025391,154134.61279296875,454349.3288574219,3750.120258331299
PCo(38:5),-2.743062603586893,10.8185403971839,154.88214790990446,1.485758210356534e-35,1.83045411515925e-34,5,5,Time Period_ New Data,Time Period_ Older Data,PC,5009.740383148193,5881.560474395752,5142.880298614502,2667.920207977295,5199.380336761475,592686.9577636719,615361.8306884766,669558.3651123047,151266.24865722656,443355.4483642578,1736.3401222229004
PCo(40:6),-2.731399023119317,10.634177992115651,153.68231259692197,2.7174188907272295e-35,3.2822157582117125e-34,5,5,Time Period_ New Data,Time Period_ Older Data,PC,3489.180233001709,5442.180366516113,3836.240261077881,4175.26029586792,3846.7802543640137,745074.5775756836,424178.8273925781,484401.71130371094,167351.8687133789,311635.0610961914,3636.620250701904
PCo(36:1),-2.6313723286593707,11.023040609228298,143.8661907631789,3.800548704259782e-33,4.5021884650462036e-32,5,5,Time Period_ New Data,Time Period_ Older Data,PC,7136.500484466553,7910.620574951172,4619.240329742432,4301.680335998535,5292.300354003906,614993.4243774414,720669.8525390625,770322.5883483887,205261.41705322263,486995.0041503906,3370.000259399414
1-O-lignoceroyl-Cer(d18:1/16:0),-2.6242860617889914,9.38276308031326,142.80571643999778,6.482018689731611e-33,7.533817948820137e-32,5,5,Time Period_ New Data,Time Period_ Older Data,Cer,1793.0601272583008,2008.6001434326172,1715.8201179504397,1944.8001327514648,1781.4201164245603,128046.36904907228,237023.6909790039,280851.90058898926,27560.402072906498,214795.79314422607,1810.0001373291016
PI (44:5),2.5850524201899225,7.035060198948872,138.8323159813403,4.792549840429578e-32,5.467056855008555e-31,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1926.4801445007324,1920.7801246643064,1913.1801376342771,1923.5601348876953,1918.7801361083984,4759.480327606201,4693.3603439331055,4978.240352630615,4999.880352020264,5262.280342102051,1984.2601470947263
PCp(42:4),-2.5543021187218806,9.49031634261002,136.1020264832035,1.8953694322903126e-31,2.12281376416515e-30,5,5,Time Period_ New Data,Time Period_ Older Data,PC,1972.520133972168,2060.800151824951,2075.620147705078,1627.7601318359375,2685.2002029418945,220962.33239746097,232728.4000244141,234871.7990722656,81261.625,178926.99169921875,1749.7001266479492
PI (44:2),2.5492645385523125,7.045562857933731,135.40532476242402,2.692026361686482e-31,2.9612289978551303e-30,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1926.6001472473145,2008.760139465332,1913.4401359558103,1913.9801445007324,1917.080139160156,4389.420295715332,6256.400451660156,4741.180328369141,5717.980407714844,4386.480316162109,1959.660144805908
PS (24:0),-2.5299029826963024,9.396761824467752,133.74369836865003,6.216410122532245e-31,6.718085325403268e-30,5,5,Time Period_ New Data,Time Period_ Older Data,PS,1961.1801300048828,1963.5601387023928,1958.880142211914,2002.0601348876953,1959.5201416015625,176893.412109375,173710.23168945312,176115.37280273438,179022.11303710938,171642.31201171875,1959.160140991211
PI (44:1),2.5089485743655695,7.043272135131291,131.56977103496698,1.8582701450878145e-30,1.9401600158882945e-29,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1926.020149230957,1920.5401344299316,1914.1001358032229,1931.060146331787,1916.7201309204104,4653.120300292969,4883.3603439331055,5556.5803871154785,5518.280380249023,5440.140407562256,1968.540138244629
SM (d18:0/24:0),-2.5037617696851933,11.096573567690069,131.59867103756892,1.831413032087423e-30,1.9401600158882945e-29,5,5,Time Period_ New Data,Time Period_ Older Data,SM,9731.22064590454,8879.800827026367,2919.6601943969727,4593.060325622559,7329.220569610596,676515.6820678711,717473.2960205078,835963.300201416,148548.39166259766,549030.677734375,2386.8601875305176
PI (44:0),2.50736711223585,7.042243769921607,131.42360256804753,2.000261451768035e-30,2.053601757148516e-29,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1925.5001373291016,1918.2201309204104,1921.440143585205,1972.640151977539,1915.7401428222656,5417.240333557129,5224.580406188965,5781.740432739258,4642.240367889404,5170.680328369141,1910.800136566162
PCo(42:2),-2.5043061538905222,9.54515171880716,131.36961089371346,2.0554117105985685e-30,2.075628874965112e-29,5,5,Time Period_ New Data,Time Period_ Older Data,PC,2275.7401580810547,2930.4202156066895,2232.980152130127,1943.1201362609863,1786.780128479004,218803.4001464844,228941.1776123047,240711.1385498047,107823.96826171876,181784.9716796875,1925.1801681518557
PC (52:0),2.4720549230023674,6.857741759679515,128.01795842709748,1.1123194421861904e-29,1.105143187720473e-28,5,5,Time Period_ New Data,Time Period_ Older Data,PC,1603.7401161193848,2002.5001373291016,1700.140121459961,1552.2001190185547,1688.320125579834,5093.220409393311,5168.360336303711,5260.940338134766,3772.8202743530273,4475.400321960449,1620.2401123046875
PCo(36:3),-2.448777892738015,10.623504226710399,126.37433217635223,2.546255404346412e-29,2.489671950916492e-28,5,5,Time Period_ New Data,Time Period_ Older Data,PC,3916.1202812194824,7175.960521697998,4608.960399627686,4084.880332946778,4967.020343780518,455566.5986022949,542054.8340454102,576126.9697875977,154595.12796020508,362100.7457885742,2008.3401489257812
"22:4 Cholesteryl ester, 20:3 Stigmasteryl ester",-2.437723582426197,11.527515855754345,125.42702329473394,4.1040852366385994e-29,3.950182040264652e-28,5,5,Time Period_ New Data,Time Period_ Older Data,CE,9208.660648345947,8974.660652160645,8880.080661773682,9049.5206489563,9441.820629119871,760286.1535644531,790383.5528564453,806346.02099609375,698403.88818359375,756955.7144775391,8629.540618896484
PI (44:10),2.419480142841036,7.0462602703570045,123.20682185734323,1.2564498080560446e-28,1.19072781809619e-27,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1926.380146026611,1920.020149230957,1913.3001251220703,1919.2201499938965,1916.4401321411133,6413.640449523926,5089.140342712402,5335.820381164551,4503.700340270996,6348.360420227051,1912.020149230957
PE (20:5),-2.414591531484436,9.445787731524675,122.96348125456056,1.4203928553935945e-28,1.325699998367355e-27,5,5,Time Period_ New Data,Time Period_ Older Data,PE,1925.3001327514648,2164.260154724121,2292.3601608276367,2414.6001586914062,2098.1601524353027,183788.17309570312,184050.43310546875,173841.11206054688,183633.13330078125,171930.21264648438,1981.8001441955569
SM (d18:0/22:0),-2.4069932996538106,11.550075409985984,122.58043622122591,1.7228700950335523e-28,1.584011908269654e-27,5,5,Time Period_ New Data,Time Period_ Older Data,SM,20240.3016204834,10516.020622253418,4378.720375061035,4898.680328369141,8585.880535125732,923036.9236450196,993563.8188781738,1115973.9252319336,194385.0180053711,740528.6936645508,3290.440254211426
PI (44:6),2.3987920375879757,7.060535530249104,121.30707490501052,3.273340576198556e-28,2.9652614631445743e-27,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1926.18013381958,1987.10013961792,1913.8201446533203,1944.9401473999023,1915.9001426696775,5802.000442504883,6478.780487060547,5968.880416870117,5061.660354614258,5061.760353088379,1912.040138244629
PI (44:12),2.3958792782771283,7.079114111986623,121.03882830439218,3.74725534432694e-28,3.345375785659993e-27,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1992.1401443481443,1920.3401260375977,1935.9201278686523,1913.8401374816897,1916.5601501464844,5548.220367431641,5533.06037902832,5675.80041885376,5927.400413513184,5679.000392913818,2071.540153503418
PE (38:4),2.3758935983336253,11.790597503700601,119.7892512852577,7.035143442214155e-28,6.190926229148457e-27,5,5,Time Period_ New Data,Time Period_ Older Data,PE,68160.64474868774,79806.80770111084,78572.26818466187,7798.80069732666,70999.56424713135,204145.89587402344,206024.89721679688,253955.27520751953,62964.964599609375,178099.03649902344,1964.7801399230957
PI (44:3),2.3741999664795674,7.076209951297786,119.06047690460387,1.0158465340921765e-27,8.813541760574377e-27,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1925.8401412963867,1920.3601379394531,1913.4201431274416,2088.440158843994,1917.3801383972168,6047.040420532227,6128.100433349609,6118.840393066406,5255.780326843262,5560.780426025391,1924.860134124756
1-O-tricosanoyl-Cer(d18:1/18:0),2.3740961968433005,6.872515096119563,118.96038844318913,1.0684192667566172e-27,9.140920393362169e-27,5,5,Time Period_ New Data,Time Period_ Older Data,Cer,1689.6201210021973,1686.2401313781738,1693.0801391601562,1686.6601295471191,1713.180118560791,5155.200401306152,5557.080352783203,5012.480361938477,4540.9603271484375,4959.780361175537,1695.3201217651367
PCo(42:1),-2.3600460694885244,9.491588087674538,117.9845845448337,1.7474083028884463e-27,1.474525362437374e-26,5,5,Time Period_ New Data,Time Period_ Older Data,PC,2008.1801643371584,2577.180187225342,2613.380199432373,1829.7201499938965,2673.4401664733887,212722.55505371097,221580.1356201172,219309.51416015625,104460.08728027344,171175.2529296875,1733.1801261901855
PC (34:1),2.3541971111867133,13.560671321822914,117.81884004296445,1.899702731930595e-27,1.5813741660395223e-26,5,5,Time Period_ New Data,Time Period_ Older Data,PC,103968.02865600586,439331.15197753906,330412.2041168213,85162.02494812012,82653.5664100647,779118.79345703125,536741.0807495117,1005576.8692016602,151608.24865722656,656020.1268920898,7028.960487365723
PC (52:4),2.3579560115696476,6.794440059554571,117.44759998120871,2.2907279532346558e-27,1.881451225590064e-26,5,5,Time Period_ New Data,Time Period_ Older Data,PC,1528.2601051330566,1756.700122833252,1526.6601028442385,1572.5401039123535,1558.4801177978516,4438.800319671631,4971.72038269043,5076.3603591918945,3719.060268402099,5730.960464477539,1683.6401252746582
Lyso_PS(15:0) | PSo (16:0),-2.3401780957262255,9.276514766123931,116.12082825883566,4.472030924158875e-27,3.624698749055088e-26,5,5,Time Period_ New Data,Time Period_ Older Data,PS,2066.2801513671875,1962.8401260375977,2028.7401542663576,2055.300148010254,1976.9801483154297,157555.990234375,150249.3505859375,160264.59155273438,161238.93139648438,159170.59155273438,1958.4801292419431
