lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD73m2_500x_N1__liverLD__8_8_23,FAD131m1_500x_N1__liverLD__8_8_23,FAD131m2_500x_N1__liverLD__8_8_23,FAD131m4_500x_N1__liverLD__8_8_23,FAD173m1_500x_N1__liverLD__8_8_23,DOD73-5xFAD-M2liver_033123,FAD131-5xFAD-M1liver_033123,FAD131-5xFAD-M2liver_033123,FAD131-5xFAD-M4liver_033123,FAD173-5xFAD-M1liver_033123,Blank_500x_N1__liverLD__8_8_23
PS (36:8),-0.8048912466622148,8.158326420718643,14.943294697924959,1.1079110019340219e-4,2.2376169743978935e-4,5,5,Time Period_ New Data,Time Period_ Older Data,PS,1961.5201263427737,1962.2201385498047,1959.440143585205,1958.6201362609863,1960.18013381958,53639.06408691406,53834.28405761719,52756.623962402344,53241.303771972656,50741.00384521485,1997.700138092041
SM (d18:2/22:1),0.8019325118243612,13.032910776118483,14.907234304890146,1.1292909303510763e-4,2.2733438336479183e-4,5,5,Time Period_ New Data,Time Period_ Older Data,SM,171002.91680526733,125053.55297088625,33377.98295211792,67188.84428787231,150818.38703918457,1072948.430603027,1226727.228149414,1428933.6072998047,228595.9151611328,894998.8895263672,2534.4201850891113
PE (38:1),-0.8030666518062005,8.28624124485042,14.88355628995211,1.1435548294791241e-4,2.2945595275542034e-4,5,5,Time Period_ New Data,Time Period_ Older Data,PE,2097.2001609802246,1955.8601417541504,2384.4201850891113,1885.5601348876953,2526.200164794922,59443.98431396485,59312.24420166016,59124.30419921875,56183.063720703125,58230.28405761719,1866.8001327514648
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",-0.7943152122458774,9.974748513742398,14.609720176961986,1.3223074102188407e-4,2.6446148204376814e-4,5,5,Time Period_ New Data,Time Period_ Older Data,CAR,7136.320461273193,6721.760467529297,7188.70051574707,6584.440460205078,7075.7004737854,178248.45239257812,171398.95239257812,187777.2529296875,178034.07275390625,213471.9755859375,7062.320529937744
PE (30:0),-0.7897823529872147,8.217811393175285,14.397840795195698,1.4797188193742733e-4,2.949860170661982e-4,5,5,Time Period_ New Data,Time Period_ Older Data,PE,2101.960163116455,1997.220142364502,1927.0801239013672,2147.740161895752,2160.06014251709,55022.623779296875,53188.54333496094,54737.14367675781,58668.24401855469,54069.523864746094,1948.0601387023928
PE (24:0),-0.7874317266049654,8.19003551140439,14.312143628558097,1.5486263094578672e-4,3.0772703439549875e-4,5,5,Time Period_ New Data,Time Period_ Older Data,PE,1989.000144958496,2018.8601417541504,1971.6201362609863,2145.1601524353027,2037.5001525878904,53292.66387939453,54140.243896484375,53374.90380859375,54470.48376464844,55505.26361083984,1875.2801399230957
CerP(d18:1/8:0),0.7811983947210481,7.517419074815664,14.084855280095859,1.7474513605884843e-4,3.461189833191339e-4,5,5,Time Period_ New Data,Time Period_ Older Data,Cer,1922.880146026611,2034.0201568603516,2399.9401626586914,1970.52014541626,1912.5401420593264,18648.121353149418,18942.301177978516,17759.621322631836,19055.10149383545,17498.721237182617,2241.4601516723633
Lyso_PC(13:0),0.7699264168995347,7.548693326458841,13.688952410254984,2.157197698021139e-4,4.259082634554557e-4,5,5,Time Period_ New Data,Time Period_ Older Data,PC,2251.9601554870605,2134.100166320801,2409.200183868408,1916.8601303100584,1985.7801513671875,20468.14141845703,18778.18132019043,19723.64129638672,18007.501266479492,19763.56137084961,1943.620132446289
PE (44:1),-0.7493488313134752,8.058822889772548,12.97055588961746,3.1642805711561204e-4,6.22746591639671e-4,5,5,Time Period_ New Data,Time Period_ Older Data,PE,1889.3001403808591,1872.260150909424,1871.0201416015625,1866.4201354980469,1873.9401359558103,46616.543212890625,47234.963638305664,50413.9436340332,48005.86325836182,50932.10372924805,1867.420139312744
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",-0.7466013946238333,10.348633045428885,12.930129453092643,3.233354217693155e-4,6.343140758277017e-4,5,5,Time Period_ New Data,Time Period_ Older Data,CE,9503.700653076172,9786.04067993164,8990.300636291504,8816.700626373291,8819.180606842041,205946.43334960935,276739.91984558105,293973.599899292,152646.49005126953,263308.8188018799,9270.880668640137
Lyso_PI(22:1) | PI (22:1),0.7466819637187784,7.515554662052564,12.880461813788145,3.3203029701976434e-4,6.493036919497613e-4,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1926.4001388549805,2047.6401405334473,2050.0601387023926,2228.9201622009277,1916.720142364502,18328.4013671875,19243.581451416016,18055.281311035156,18447.161254882812,19524.04135131836,2180.560161590576
PSo (36:5),-0.7315913345389541,8.128396993485593,12.372864401784554,4.356187826989419e-4,8.491809181726209e-4,5,5,Time Period_ New Data,Time Period_ Older Data,PS,2026.3601531982424,2012.3801345825195,1959.4201354980469,1958.640151977539,1959.5601425170896,47140.76354980469,52012.68371582031,54250.404052734375,50599.00378417969,50144.78369140625,1958.000144958496
PE (22:6),-0.7295958325725067,8.351175120224182,12.315667173499293,4.491721325689732e-4,8.72839222910055e-4,5,5,Time Period_ New Data,Time Period_ Older Data,PE,2295.260154724121,2545.0801696777344,2819.5002250671387,1974.8201522827148,2129.1801376342773,61239.62438964844,54636.263671875,62058.68426513672,58346.563903808594,64226.48504638672,1911.6801376342771
Lyso_PI(20:0) | PI (20:0),0.7262722523034169,7.5762763542902984,12.195747215254492,4.78985862554904e-4,9.278468280937762e-4,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1926.5201301574707,2272.4801635742188,2387.3001747131348,2089.380157470703,1949.4801292419431,19583.72131347656,19826.261260986328,17678.581268310547,20962.641540527344,20921.061645507812,2186.5601654052734
PE (32:3),-0.7241571242937181,8.099067242623228,12.12424745834656,4.977041201391283e-4,9.610838181996961e-4,5,5,Time Period_ New Data,Time Period_ Older Data,PE,1926.8801307678225,1908.4401359558103,1889.9001350402832,1975.2001495361328,2059.880153656006,53421.96368408203,49690.14367675781,50387.623962402344,46893.30352783203,48576.36346435547,1872.7801246643064
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",-0.7210253074325923,10.843723095414656,12.07228126284808,5.11770398710128e-4,9.851580175169964e-4,5,5,Time Period_ New Data,Time Period_ Older Data,CE,13062.680919647217,13973.520977020264,12106.640914916992,13831.981033325195,13908.720901489258,288172.8215332031,384476.5457763672,390682.3272705078,255557.0780029297,387639.5881958008,9596.980686187744
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",0.7161122343881632,11.60496014358435,11.91535571853683,5.567310585748558e-4,0.0010683686357698167,5,5,Time Period_ New Data,Time Period_ Older Data,CE,26728.861919403076,41525.44277191162,39880.4026260376,38525.48285675049,38519.90280914307,294389.98150634766,410220.330078125,391361.0276489258,256653.89776611328,393576.3296508789,18138.161308288574
Lyso_PI(22:0) | PI (22:0),0.7119107433186177,7.796806303422325,11.73011480956215,6.149679862552424e-4,0.0011764604954448115,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1954.5201301574707,2756.120216369629,2693.3201942443848,2821.720203399658,1917.1401290893557,23262.52178955078,24792.421630859375,22789.401428222656,21926.561462402344,21737.84164428711,2792.1801986694336
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester,-0.7073615610611262,11.169491600941873,11.62514544849364,6.506615225763824e-4,0.0012408900863995404,5,5,Time Period_ New Data,Time Period_ Older Data,CE,16486.081218719482,15311.101108551024,17561.821308135986,17056.68120956421,16481.281227111816,433084.33026123047,386755.9862060547,426680.9898071289,481075.57385253906,360613.8235473633,15103.381072998049
Lyso_PI(13:0),0.7064080821932516,7.558151524220317,11.543320951140764,6.799307785479706e-4,0.001292707899955401,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1883.6401329040527,2564.860179901123,2043.9801597595217,2091.960147857666,1886.9201316833496,19612.361267089844,19936.341278076172,21189.321350097656,19102.401306152344,19089.06134033203,2130.780158996582
PSo (32:0),-0.6930790677375889,8.092848070833536,11.11554801622815,8.560702627485103e-4,0.001622582405701792,5,5,Time Period_ New Data,Time Period_ Older Data,PS,1961.540126800537,1961.200134277344,1959.9401321411133,1959.2001419067385,1958.5601348876953,52445.04382324219,46515.20343017578,50568.16326904297,47680.22381591797,47310.26348876953,1985.5401458740232
Lyso_PC(15:1),0.6922967439548405,7.612314649485699,11.091957584944986,8.67029108186099e-4,0.0016383126706829355,5,5,Time Period_ New Data,Time Period_ Older Data,PC,1912.68013381958,2511.0001831054688,1883.1001319885256,2412.8801879882812,1932.2601470947263,20139.76153564453,19700.061401367188,20368.48135375977,21092.92152404785,20368.30155944824,2442.340175628662
"PIo (36:3), PIp (36:2)",0.688580323730619,7.469968538316233,10.969115039298519,9.264299169389176e-4,0.0017452013114201016,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1926.4801406860352,1961.9601287841797,1949.6801376342771,1955.4001388549805,1916.5801315307615,14572.341217041016,23630.901473999023,22271.041107177734,11469.320877075195,21452.04135131836,2115.520149230957
Lyso_PC(16:1),0.6852622873896038,7.862485132639086,10.88020199747723,9.719764529167947e-4,0.0018254191920632486,5,5,Time Period_ New Data,Time Period_ Older Data,PC,2639.380210876465,2415.380184173584,3370.5002670288086,2605.72017288208,2217.4201698303223,25564.14196777344,29056.822174072266,27928.422103881836,21744.921478271484,23116.961486816406,2040.4801445007324
Cer(d18:1/16:0),0.6843774927777686,7.976148501912552,10.854514259989429,9.855521052331048e-4,0.001845289048096026,5,5,Time Period_ New Data,Time Period_ Older Data,Cer,3420.7402114868164,2833.6401901245117,2185.5001373291016,2825.5802040100098,2683.680187225342,27773.801971435547,26997.14175415039,27263.98193359375,24626.401977539062,27179.24188232422,2777.880172729492
PEo (40:5),-0.6780885074852135,8.240756657095613,10.650240484884364,0.0011005659478985346,0.002054389769410598,5,5,Time Period_ New Data,Time Period_ Older Data,PE,1872.500129699707,2378.9601554870605,2391.900177001953,2004.8001556396484,2423.580181121826,52418.42303466797,51614.803955078125,54134.704040527344,63034.144104003906,51755.52404785156,1888.620128631592
CerP(d18:1/14:0),0.6743140962027933,7.478327458155178,10.524002314264616,0.0011783400935032279,0.002192922953468243,5,5,Time Period_ New Data,Time Period_ Older Data,Cer,1953.9201545715332,1963.7801628112793,1807.5401344299316,1892.1001205444336,2217.820167541504,19182.301193237305,18051.561233520508,20816.121322631836,16755.2412109375,20409.78131866455,1978.680145263672
PEo (40:6),-0.6663408867144285,8.456503289338288,10.294590891882393,0.0013342073061772051,0.002475517170497465,5,5,Time Period_ New Data,Time Period_ Older Data,PE,2554.6201515197754,2826.980182647705,2784.540153503418,2125.66015625,2796.800205230713,60703.72454833984,58735.76431274414,62352.763916015625,78650.32568359375,58961.104248046875,1866.9801406860352
PC (40:1),-0.6626536144534471,9.931910951842315,10.207142676658162,0.0013989775621478082,0.002572448293382238,5,5,Time Period_ New Data,Time Period_ Older Data,PC,10939.60075378418,8806.68058013916,7507.360588073731,2783.7001914978027,8021.320495605469,220845.6376953125,229493.37170410156,240327.5186767578,108387.5478515625,126975.48815917967,2197.920150756836
"PIo (36:1), PIp (36:0)",-0.663930076188608,8.075149780512099,10.208067538925441,0.001398276152208453,0.002572448293382238,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1925.760139465332,1920.240135192871,2084.080146789551,1965.5601501464844,1916.6001358032229,45274.3837890625,37529.36291503906,77142.34460449219,25111.081939697266,56481.26361083984,1932.8001441955569
PSo (40:2),-0.6642331302002006,8.077100225983967,10.21724878047489,0.0013913324353032124,0.002572448293382238,5,5,Time Period_ New Data,Time Period_ Older Data,PS,1960.9001388549805,1962.780143737793,1959.8001327514648,1959.5601387023928,1960.2401428222656,44788.58319091797,48955.80358886719,46886.06335449219,47770.563537597656,51342.38397216797,1988.7201309204104
"PIo (36:2), PIp (36:1)",-0.661299506412122,8.067000321841427,10.127606308636949,0.0014606497236691694,0.0026778578267268103,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1925.5401344299316,2011.6201362609863,1961.2401428222656,1915.9801445007324,1916.7001304626465,23645.941802978516,43121.802017211914,121854.94665527344,18062.2010345459,34083.30261230469,2018.2401428222656
Lyso_PS(20:5) | PS (20:5),-0.6607070911174578,8.073362333083411,10.109974395200872,0.0014746901252876575,0.0026955760153626026,5,5,Time Period_ New Data,Time Period_ Older Data,PS,1961.140121459961,1963.440139770508,1959.160125732422,1959.500144958496,1960.4801445007324,47123.382904052734,50781.80355834961,51934.86364746094,44811.68356323242,44738.582946777344,1958.7401275634768
PE (26:0),-0.6600975039524362,8.158926831858023,10.094610499646087,0.001487035885060021,0.002710100902949624,5,5,Time Period_ New Data,Time Period_ Older Data,PE,1980.0401420593264,2044.660140991211,2197.1001510620117,2178.9201583862305,2048.5201568603516,50903.70346069336,50892.44354248047,49238.82327270508,52050.003662109375,51807.98358154297,1963.940139770508
Cer(d18:2/16:0),0.6495140618721618,7.4302130438828256,9.76931099640089,0.0017744894067568148,0.0032244409279120886,5,5,Time Period_ New Data,Time Period_ Older Data,Cer,1834.280128479004,2089.120147705078,1786.8401374816897,1761.3401184082031,2160.240135192871,17949.241333007812,19688.921340942383,19715.601287841797,18112.461349487305,19259.9412689209,1666.9001235961914
PE (36:0),-0.6430949236123374,8.149975946689871,9.585488961415166,0.001961212023373835,0.00355325472470083,5,5,Time Period_ New Data,Time Period_ Older Data,PE,2292.320167541504,2043.420150756836,2026.4401473999023,1951.7201461791992,2162.3201751708984,51678.563720703125,53378.90399169922,48041.14318847656,48929.323303222656,50229.42333984375,1949.500144958496
PEo (38:2),-0.6424010749043696,8.17988253613618,9.566006990663254,0.001982134422272453,0.0035806299241050764,5,5,Time Period_ New Data,Time Period_ Older Data,PE,2141.360153198242,2010.6601600646973,2235.1201515197754,2173.3401641845703,2159.7601623535156,51989.24395751953,53126.46374511719,51265.06408691406,52092.063415527344,49886.78369140625,1910.180145263672
PCo(44:4),0.6395837319995625,7.319195407276223,9.469863023473865,0.0020887496892406992,0.0037621924227259377,5,5,Time Period_ New Data,Time Period_ Older Data,PC,1729.200122833252,1650.5201301574707,1911.720142364502,1712.7001342773438,1711.280117034912,24646.201873779297,14796.70111465454,14807.580841064451,12060.960777282717,20046.101333618164,1783.2401428222656
Lyso_PC(4:0),0.6324442300124881,7.949697825684351,9.281043567766957,0.002315374805352323,0.00415822414022458,5,5,Time Period_ New Data,Time Period_ Older Data,PC,2793.460216522217,2295.7601623535156,2647.360210418701,2825.1602096557617,2977.120204925537,26045.321899414062,27664.502044677734,25498.54180908203,28285.442169189453,27421.46173095703,2622.780185699463
PSo (34:0),-0.6198686344368833,8.05510657427206,8.907914248510073,0.0028393738402001526,0.005084460132451436,5,5,Time Period_ New Data,Time Period_ Older Data,PS,1961.4201354980469,1962.440128326416,1962.2601432800293,1990.0001335144043,1960.140151977539,47102.4033203125,47997.103271484375,45922.343200683594,46671.12341308594,45560.263244628906,1959.6801414489744
PEo (32:1),-0.6183305353428026,8.018057816344335,8.86297058668923,0.0029101360240940495,0.005196068958962129,5,5,Time Period_ New Data,Time Period_ Older Data,PE,1920.9401626586912,1906.6801376342771,1984.880146026611,1908.1801528930664,1874.5001373291016,43930.5029296875,49693.003479003906,44664.76321411133,43211.4033203125,45883.20330810547,1907.7001419067385
PE (42:2),-0.6158979230659933,8.008863212479927,8.793701592566588,0.0030227229997383176,0.005381495282771109,5,5,Time Period_ New Data,Time Period_ Older Data,PE,1869.7601432800293,1935.8601379394531,1906.3601531982424,1866.3001441955569,1979.5001258850095,45175.8232421875,42234.342864990234,46139.983306884766,45743.72314453125,46689.463439941406,1867.18013381958
PS (42:3),-0.6134152605691936,8.04676426865039,8.724589320489024,0.0031394677835697125,0.005573233875155455,5,5,Time Period_ New Data,Time Period_ Older Data,PS,1961.1401443481443,1962.0401344299316,1959.7001457214355,1958.9201354980469,1960.4401359558103,45341.72351074219,48615.543518066406,47902.883361816406,43414.82312011719,46293.88327026367,1959.580139160156
Cer(d18:0/16:0),-0.6128474969547504,8.357644480634958,8.717800400657012,0.003151180014148804,0.005577950829642711,5,5,Time Period_ New Data,Time Period_ Older Data,Cer,2419.220188140869,2242.0401496887207,2435.6601791381836,2575.2801971435547,2738.0601921081543,58309.224060058594,60306.48455810547,56995.40399169922,58995.843994140625,58613.80438232422,1853.7801208496096
PS (32:1),-0.6103067781853373,8.047109410706348,8.63709356630002,0.0032938649601406043,0.005813813224775393,5,5,Time Period_ New Data,Time Period_ Older Data,PS,1977.3201332092283,1963.1201362609863,1960.080135345459,1958.8001327514648,1959.080135345459,46557.9035949707,44235.06326293945,48414.023529052734,46856.68353271485,45231.10302734375,1958.740135192871
Lyso_PC(22:1),-0.6079293973838062,8.917744458820463,8.590268704371653,0.003379641338569536,0.005948168755882384,5,5,Time Period_ New Data,Time Period_ Older Data,PC,4188.2802810668945,3805.080276489258,3368.0402488708496,3785.760234832764,3000.2802200317383,83288.385498046875,84373.165771484375,86819.34582519531,84616.44592285156,87262.4072265625,3256.720226287842
PI (40:5),-0.6082858212042002,8.089774334128089,8.581878784047198,0.003395248674445181,0.00595861305828556,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1926.14013671875,1947.4801445007324,2401.660182952881,1974.4401321411133,1915.8201370239256,41291.142333984375,51624.42500305176,64679.486152648926,35422.222564697266,47207.74277496338,1912.5601348876953
PE (40:3),-0.6065233648703688,8.141140659945163,8.534119379250996,0.0034854992786547837,0.006099623737645872,5,5,Time Period_ New Data,Time Period_ Older Data,PE,2045.0601501464844,1996.900146484375,2228.7601432800293,1930.2001457214355,2359.6001472473145,49631.143493652344,50346.16339111328,51287.4033203125,48939.08349609375,48036.502990722656,1945.540138244629
Lyso_PI(15:1) | PIp (16:0),0.6026120755401952,7.659870392359868,8.423953842286807,0.003703096479373474,0.00646206071188119,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1883.9001350402832,2158.760154724121,2191.560157775879,2672.900215148926,1883.2401313781736,20524.761352539062,21889.72149658203,21308.96142578125,23971.28173828125,22126.58142089844,2419.1801681518555
Lyso_PC(11:0),0.5997248581502777,7.542667570773052,8.341950773759947,0.003873997904461324,0.006741194093638914,5,5,Time Period_ New Data,Time Period_ Older Data,PC,2293.4201622009277,1938.9801445007324,2251.900177001953,2070.3001441955566,1716.7001113891602,21339.781448364258,20381.40145874023,17324.121215820312,19827.081329345703,25611.74185180664,1791.1801223754885
PE (40:2),-0.5977777795984776,8.014143987845191,8.287873335679965,0.003991070195856572,0.006925349973655346,5,5,Time Period_ New Data,Time Period_ Older Data,PE,1891.2401428222656,1966.7401275634768,1870.7201385498047,2013.0601539611816,1924.340133666992,42098.00308227539,42911.70333862305,47747.94320678711,44450.78302001953,48698.22344970703,1866.4001388549805
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",-0.5940632809056573,10.384466705306181,8.219885698356677,0.004143380991362891,0.00716944576033579,5,5,Time Period_ New Data,Time Period_ Older Data,CE,10460.900741577148,10370.700695037842,9856.000675201416,9399.76070022583,10036.360691070557,199579.47518920896,276432.15826416016,283204.7405395508,150922.0499267578,261169.54040527344,9720.780685424805
PEo (38:0),0.5927914125578325,8.607665904782579,8.174374109369893,0.004248632683877305,0.007330974042768683,5,5,Time Period_ New Data,Time Period_ Older Data,PE,5236.860282897949,5827.400424957275,4412.860206604004,2206.180149078369,5192.420379638672,47298.743591308594,47138.90344238281,48477.782958984375,44069.86297607422,45629.22332763672,1889.720142364502
PC (34:3),-0.589291532093028,11.911089899302178,8.09475805765942,0.004439346409690547,0.007638651922819489,5,5,Time Period_ New Data,Time Period_ Older Data,PC,18533.181747436523,66714.42390823364,44197.682750701904,12788.440883636476,16308.120929718018,819535.884979248,982939.9408569336,1013040.0764160156,156403.052734375,690556.8792724609,2145.740161895752
Lyso_PC(20:5),0.5702849702578331,7.812440726280601,7.55363084692445,0.00598892829644326,0.01027626693762966,5,5,Time Period_ New Data,Time Period_ Older Data,PC,2544.540199279785,2384.000171661377,1886.0001373291016,2757.040199279785,2400.840171813965,24796.2216796875,25352.281631469727,24461.62176513672,23004.361724853516,26959.661712646484,2586.6401596069336
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester",-0.5686225608480622,10.972089047257317,7.537848803444149,0.006041613333372781,0.010337871703771203,5,5,Time Period_ New Data,Time Period_ Older Data,CE,14709.421012878418,15681.02112197876,15762.041149139404,14904.241035461426,14789.661037445068,294205.46014404297,404242.4270019531,389475.8056640625,253274.03649902344,399530.48626708984,15102.501056671144
PE (20:3),-0.5653555341440766,8.089935426146447,7.421178222852241,0.006446059172520881,0.010999369668345879,5,5,Time Period_ New Data,Time Period_ Older Data,PE,2167.080146789551,2083.700149536133,1959.5001411437988,2077.7001571655273,2075.320167541504,46757.6633605957,46887.54376220703,46567.28366088867,49247.34344482422,47023.4035949707,1899.6001243591309
PEo (36:0),-0.5648995769754848,8.051318173541402,7.408052184008795,0.006493258655381577,0.011049302021312298,5,5,Time Period_ New Data,Time Period_ Older Data,PE,1974.02014541626,1992.9801445007324,1926.0201377868652,2059.8601455688477,2061.840156555176,49565.303649902344,47215.04333496094,45283.143310546875,44983.243103027344,41607.20294189453,2000.2201385498047
PC (38:3),0.5626550838254196,11.839724143359213,7.384584059077042,0.0065785281904140016,0.01115369473868379,5,5,Time Period_ New Data,Time Period_ Older Data,PC,34156.50241851807,70980.22420120239,82008.58585739136,10580.960803985596,26796.681812286377,812198.576965332,467542.2560729981,540536.2777099609,172718.29302978516,337196.3048095703,2371.9201622009277
PE (42:3),-0.5638978063214439,8.0176273958178,7.381226811238889,0.0065908196183131484,0.01115369473868379,5,5,Time Period_ New Data,Time Period_ Older Data,PE,1870.5801315307615,1999.380146026611,1919.4001350402832,1981.3601455688477,2046.7401313781736,45380.00323486328,43291.802978515625,43609.58312988281,44720.58316040039,46939.42364501953,1892.660140991211
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester,-0.5604430113823505,11.504297510462608,7.325426210576892,0.006798584025694618,0.011473774684459958,5,5,Time Period_ New Data,Time Period_ Older Data,CE,20336.40142059326,23602.90170288086,23726.781665802,22505.321563720703,21550.041522979736,535552.8375244141,481713.9729003906,498225.01708984375,579250.8642578125,444289.9498291016,18229.441314697266
SM (d18:1/24:1)15Z)),-0.5570642065970832,11.634594971815854,7.238406290700368,0.0071360294049925225,0.01201036643026064,5,5,Time Period_ New Data,Time Period_ Older Data,SM,42420.90249633789,39688.86343765259,9535.660697937012,7700.800495147705,32892.68298339844,691411.9628601074,745430.0417785645,843589.4886474609,156610.81063842773,549516.480255127,2602.980178833008
PS (34:2),-0.5409567026080739,8.006778497093867,6.796132752189987,0.009135554131437072,0.015333791130695466,5,5,Time Period_ New Data,Time Period_ Older Data,PS,1961.340145111084,1962.4001426696775,1959.260139465332,1958.9001350402832,1959.400146484375,45214.96307373047,44116.60299682617,46007.14306640625,41870.16256713867,42947.30303955078,1958.6201515197752
PEo (32:5),-0.5399953005363927,7.990836854971498,6.771768519907212,0.009261101885054742,0.015502279242374243,5,5,Time Period_ New Data,Time Period_ Older Data,PE,1921.9801406860352,2008.4001502990725,1872.1801261901855,2022.6601638793943,1873.600128173828,48239.64318847656,40483.862884521484,44594.16354370117,43689.482971191406,40534.282775878906,1933.8201446533203
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",-0.5369410148570071,11.462089196206463,6.727395056935619,0.009494315567937188,0.01584958913238295,5,5,Time Period_ New Data,Time Period_ Older Data,CE,21017.161445617676,22131.501747131348,20237.80131912231,23239.541675567627,26787.502017974857,526446.7568359375,515568.9758300781,510220.7159423828,489595.0556640625,500443.7147216797,9296.26068496704
Lyso_PI(22:6) | PI (22:6),0.5358140507456597,7.643739165960051,6.669074774761555,0.009810010255532317,0.01633234139839975,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1929.3601303100584,2243.6601638793945,1953.4001388549805,2478.6601791381836,1916.9001350402832,23515.76156616211,21207.28143310547,21405.401428222656,23251.621643066406,22642.80145263672,2337.8001861572266
PE (40:5),0.5334068503246053,8.725740428007645,6.628382818799054,0.010036634547834199,0.016664600758668106,5,5,Time Period_ New Data,Time Period_ Older Data,PE,6524.240467071533,5815.820461273193,4825.3603515625,2389.140182495117,4967.44034576416,52829.143798828125,53588.32415771485,52318.26348876953,50708.32336425781,50201.84338378906,1909.220142364502
PS (38:0),-0.5335891836367662,8.008707776893772,6.613331234906234,0.01012181417465467,0.016760853579535693,5,5,Time Period_ New Data,Time Period_ Older Data,PS,1961.0001335144043,1975.120132446289,1959.6401329040527,1959.240135192871,1959.700134277344,43629.203125,43855.36294555664,43725.203125,44380.142822265625,43600.42303466797,2024.9001426696775
"Palmitoylcarnitine, (5Z)-13-carboxytridec-5-enoylcarnitine",-0.5280561697397066,10.1567785981787,6.503346763234838,0.01076716298872879,0.017781695445192855,5,5,Time Period_ New Data,Time Period_ Older Data,CAR,10065.640720367432,8857.42060470581,8641.180652618408,8485.280597686768,8339.140609741211,186955.3337402344,181111.3923339844,204502.91455078125,183929.73364257812,230808.876953125,7469.680561065674
Lyso_PI(17:0),-0.5276968079845288,8.194527297398457,6.472565473085865,0.010955227597653041,0.01804390427848736,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1883.0801277160645,2690.4601821899414,2110.2801475524902,2469.8201751708984,1910.0201377868652,49513.68310546875,49811.743408203125,50865.343994140625,49420.983642578125,46418.72314453125,2584.7601737976074
SM (d18:0/18:0),0.5207221561117658,9.237093065872537,6.322593977992824,0.011920911867068203,0.019582084560304035,5,5,Time Period_ New Data,Time Period_ Older Data,SM,8681.480606079102,9733.460678100586,3900.7402381896977,4929.160305023193,7765.980617523193,78170.18705749512,91534.26496887208,98228.94766235352,36795.7428894043,71322.02340698242,2435.0401763916016
PE (14:1),-0.5152342154281069,8.218184759618627,6.173362487767598,0.012968788815209242,0.02124673912278961,5,5,Time Period_ New Data,Time Period_ Older Data,PE,2162.240161895752,2168.5201530456543,2514.0601959228516,2546.0802001953125,2237.2001571655273,51183.96350097656,51851.703369140625,51978.983337402344,50860.42370605469,51018.863830566406,1895.2401390075684
PS (36:0),-0.4948412416442838,7.992429196172005,5.692301180834271,0.017039496057914456,0.02784172300179126,5,5,Time Period_ New Data,Time Period_ Older Data,PS,1961.0801429748535,2028.6401405334473,1973.3001289367676,1958.5601387023928,1960.9601402282717,41914.442932128906,44074.30285644531,43572.522857666016,43329.52313232422,41965.62316894531,1958.240146636963
PEo (40:3),-0.4942946762513858,8.090697156289492,5.681852699287084,0.01714125822353748,0.027933902290209225,5,5,Time Period_ New Data,Time Period_ Older Data,PE,2156.240165710449,2141.2401542663574,2073.1801528930664,1962.8801345825195,2311.9801597595215,46022.10321044922,47293.5634765625,46537.84326171875,45488.16326904297,45966.40319824219,1970.1201362609863
PEo (30:0),-0.4937311945631618,7.981558794576273,5.6667208730140715,0.01728974628891227,0.028101540142400946,5,5,Time Period_ New Data,Time Period_ Older Data,PE,1869.7401390075684,1925.4201354980469,1904.9201278686523,2106.08016204834,2010.1801528930664,42885.42288208008,44597.783294677734,44289.063049316406,38246.582763671875,43681.363189697266,1910.620147705078
PI (36:0),-0.48875395900284424,7.973911784483801,5.553266500634818,0.018446231294449274,0.029902311782580928,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1925.120128631592,1978.380146026611,1975.9201431274416,1913.6201438903809,1917.120132446289,39367.1435546875,47696.36334228515,59452.24377441406,25626.881896972656,39182.70281982422,2079.380153656006
