lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M1-WT-cerebellum10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023
TAG(54:1)_FA 20:4,-0.08880571883700918,5.156012963127885,0.019904829184454798,0.8878032078500535,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,17312.901275634766,20795.921493530273,15448.301265716553,18095.021350860596,20325.14144897461,16725.80114364624,18336.181282043457
TAG(54:2)_FA 16:0,0.39341275963864486,6.323386183930763,0.389535443116074,0.5325436936451342,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,51706.74345397949,65084.26530456543,37971.86280822754,38449.14273071289,32541.382553100582,41932.64297485352,21361.941467285156
TAG(54:2)_FA 16:1,0.08250967495045067,6.178969766095681,0.017184552281605647,0.895704219813183,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,43742.24298095703,46424.50323486328,34383.742736816406,39636.90255737305,32688.682693481445,41436.002838134766,21252.68148803711
TAG(54:2)_FA 18:0,0.5951064970828076,9.212618078671278,0.8878778642797442,0.3460530351269419,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,410715.10546875,489722.35400390625,340573.84533691406,250705.73583984375,271993.35681152344,271002.1770019531,108722.66784667967
TAG(54:2)_FA 18:1,0.24302444302816012,8.261265383731212,0.14893687744188355,0.6995533934017135,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,186973.23443603516,219415.8370361328,163319.4315185547,140130.189453125,146011.18994140625,180038.6323852539,67883.14465332031
TAG(54:2)_FA 18:2,-0.0712255972477097,9.096955170295773,0.012806974051272846,0.9098974426196422,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,284694.71875,286748.8984375,271099.37841796875,286439.92138671875,300319.63818359375,278054.0986328125,239677.51708984375
TAG(54:2)_FA 20:0,0.13084391332324058,6.3156507132230555,0.043206322126394525,0.8353372633483214,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,44169.92321777344,41307.1231842041,45297.08290100098,37974.44271850586,38567.86225891113,40777.46238708496,34607.30210876465
TAG(54:2)_FA 20:4,0.04776124868020146,5.578240296710463,0.005758318554654807,0.9395117160422187,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,23824.24169921875,27326.921768188477,22958.50160980225,23959.00160217285,24750.70181274414,20970.101501464844,26022.62197875977
TAG(54:3)_FA 16:0,0.4604338882580368,7.572196035035414,0.5329797464237345,0.4653567992657463,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,97318.547119140625,251093.2389831543,61687.82466125488,65030.564544677734,105464.44818115234,106553.30844116212,19306.281204223633
TAG(54:3)_FA 16:1,0.2815126655990037,6.3322302116426235,0.1997559749322022,0.6549178881486268,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,52444.24382019043,64482.68537902832,34534.06245422363,38810.52328491211,36665.122497558594,43785.10304260254,20439.48164367676
TAG(54:3)_FA 18:0,1.1650010000582378,8.424799547786394,3.33739223139753,0.06772186023800757,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,273009.2342529297,338113.3245239258,221601.5968017578,119659.94885253906,118585.88891601562,119398.90802001952,57040.364013671875
TAG(54:3)_FA 18:1,0.6116268770114275,9.36452909476803,0.9374903474731582,0.33292409687745717,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,467360.7895507813,524169.4227294922,391466.4060058594,281866.5368652344,284852.1376953125,309827.69982910156,117903.888671875
TAG(54:3)_FA 18:2,0.1546540103312583,8.205015395800663,0.060357235775882145,0.8059322031907965,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,151065.83056640625,208087.2138671875,171073.4930419922,139631.1298828125,132707.97033691406,189676.95239257812,67268.484375
TAG(54:3)_FA 20:0,0.03274871099648787,5.332752125836468,0.002707286415557064,0.9585035218759489,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,21212.921501159668,21891.1815032959,20704.82135772705,21273.9617767334,19631.48137664795,19961.641471862793,18522.40110015869
TAG(54:3)_FA 20:4,-0.05704976077734582,7.219611290491456,0.008216449808529092,0.9277749644935226,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,71222.68518066406,85429.92663574219,71262.28381347656,72787.525146484375,82037.64538574219,75702.16516113281,72300.446044921875
TAG(54:4)_FA 16:0,0.4168738484678846,10.652352938097668,0.43724628905329155,0.5084545576188503,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,752926.9150390625,2426072.8455810547,387466.1301269531,476601.850402832,1043576.3407897948,934467.67333984375,22971.2013092041
TAG(54:4)_FA 16:1,0.4113471069189565,7.5803541940983985,0.42575727101575467,0.5140781683017543,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,102899.6869506836,241566.7357788086,60785.54428100586,69857.74540710449,107853.5283203125,106077.62731933594,19888.46141052246
TAG(54:4)_FA 18:0,0.6051111495602421,8.384904372290656,0.9177578731087124,0.33806437104597925,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,202989.85522460935,356178.02362060547,155722.69012451172,123363.96942138672,158608.2724609375,163982.5503540039,61425.82455444336
TAG(54:4)_FA 18:1,1.287111478534556,8.61092598558679,4.050851793772381,0.0441490628464527,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,328562.2840576172,372916.3830566406,270512.3541870117,128245.72814941406,118749.62786865234,138049.5082397461,59419.984802246094
TAG(54:4)_FA 18:2,0.4902176686638219,9.305430068474315,0.6038359382626481,0.43711817339578996,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,362616.9887695313,477306.7934570313,426337.36853027344,273544.3376464844,260268.7990722656,343388.64111328125,129114.490234375
TAG(54:4)_FA 20:0,-0.12522037079533863,5.078224036531758,0.039568960319854796,0.8423257296117039,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,18216.421340942383,16934.001174926758,14929.520942687988,21296.981567382812,17541.681030273438,14288.781044006348,16650.241081237793
TAG(54:4)_FA 20:4,-0.035537196515370635,8.788651031491304,0.003188396604286936,0.9549706689014282,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,215972.33544921875,223070.09692382812,221672.15698242188,213321.13525390625,226815.99462890625,222657.8779296875,243623.19775390625
TAG(54:5)_FA 16:0,0.5634894631600259,8.450095170525142,0.7966118367985473,0.37210830915488147,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,173815.75366210938,505118.9419555664,112897.94790649414,108910.04760742188,198162.5139770508,189198.97453308103,18004.6812210083
TAG(54:5)_FA 16:1,0.43406213067729404,10.612112587159002,0.47390842402819544,0.49119458442478237,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,738291.4484863281,2390938.0006103516,361552.12927246094,458364.3364868164,1029688.0457763672,883761.4176635742,21322.941482543945
TAG(54:5)_FA 18:0,0.28602746313898214,6.0242202512690355,0.20620009887511515,0.6497621716834433,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,46132.16293334961,41715.44291687012,31542.362144470215,33835.20211791992,30595.68214416504,30512.981964111328,18872.14123535156
TAG(54:5)_FA 18:1,0.683416895970646,8.504943131373183,1.1683376461605803,0.2797430728907282,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,215725.63568115231,392650.10803222656,185094.7739868164,125232.34924316406,171505.01043701172,173201.57061767578,64764.24411010742
TAG(54:5)_FA 18:2,1.1155796603446346,8.499830827194247,3.0667835412453996,0.07990742915047802,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,234887.41400146484,345197.802734375,282089.9779663086,124497.96887207033,118178.9476928711,142856.2505493164,60572.64437866211
TAG(54:5)_FA 20:0,-0.15693644367875845,5.6362462345454105,0.062144669991994306,0.8031377600467409,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,28018.88186645508,29478.021743774418,19604.981468200684,28502.44175720215,32148.60205078125,22382.821403503414,17917.581367492676
TAG(54:5)_FA 20:4,0.47001486059339415,9.032820571831012,0.5553023485156245,0.4561592145441445,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,250644.51513671875,318093.1640625,318614.9033203125,181505.2713623047,184841.83337402344,260295.28088378903,341073.00817871094
TAG(54:6)_FA 16:0,0.9916900123442527,7.082042955171607,2.435484626989819,0.11861723088619862,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,85247.54592895508,169770.67163085938,63587.00506591797,45729.54315185547,50666.30374145508,54447.20388793945,28894.021728515625
TAG(54:6)_FA 16:1,0.5874346424097342,8.41317506075681,0.8652824759774376,0.35226463806026626,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,173473.73052978516,503260.65924072266,100323.22732543944,108862.24670410156,198789.49465942383,170078.6316986084,20387.70156097412
TAG(54:6)_FA 18:0,0.06718187404072062,6.103972133090362,0.011393303728425508,0.9149957087966688,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,40805.38287353515,39184.74279785156,34072.2423248291,39620.083435058594,34879.602600097656,31418.121948242188,25229.681915283203
TAG(54:6)_FA 18:1,0.2689342881062147,6.064407363558331,0.18232604860645552,0.6693818449019404,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,43836.12274169922,40131.54263305664,36672.00230407715,34801.62240600586,33051.10221862793,29819.002197265625,20671.58152770996
TAG(54:6)_FA 18:2,0.5322946224410956,8.32291754455319,0.7113307593754142,0.3990023857296075,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,157997.5714111328,328983.82208251953,182370.7149658203,124920.26696777344,146973.68963623047,169552.41311645508,55558.423278808594
TAG(54:6)_FA 20:0,-0.06217332212404369,5.000726029429866,0.009756920212510067,0.9213152321076277,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,18354.06145477295,16228.481178283691,14856.20095062256,16590.901123046875,17842.001266479492,15996.14094543457,13981.66104888916
TAG(54:6)_FA 20:4,0.8448549292469989,8.050205513843018,1.7769183376785804,0.18252819257927114,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,170354.89080810547,189934.15380859375,212539.87371826172,92965.3876953125,95932.2466430664,124537.30883789062,61396.84405517578
TAG(54:7)_FA 16:0,-0.07956602818285376,6.929404023017804,0.01598097155848066,0.8994027424585055,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,68150.86328125,78003.906005859375,58284.405376434326,54648.683349609375,56709.38360595703,98046.62536621094,24206.761627197266
TAG(54:7)_FA 16:1,0.951632657271823,7.066742735754111,2.2460625594667363,0.13395486503695103,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,85146.00634765625,167617.61224365234,59389.683837890625,43240.44338989258,56398.82421875,52287.88397216797,29374.701934814453
TAG(54:7)_FA 18:0,-0.0326003294348284,6.049006479800603,0.0026829799208485383,0.9586900559387073,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,35523.442443847656,33919.84242248535,34953.1423034668,36065.362548828125,35474.622497558594,33060.30229187012,26289.241897583008
TAG(54:7)_FA 18:1,-0.05738361504596161,6.11155057659015,0.008312499048315658,0.9273552020174244,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,38540.70278930664,35646.08233642578,34085.28259277344,39321.52276611328,36122.7421875,34594.022399902344,27554.221923828125
TAG(54:7)_FA 18:2,0.257677164345992,6.144402767316048,0.1674022345641788,0.6824309192830732,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,41618.34295654297,47973.323150634766,36404.42205810547,37097.28268432617,32021.062286376953,32802.06213378906,25290.36166381836
TAG(54:7)_FA 20:0,-0.04067600287261659,5.701135696551517,0.0041767032194570675,0.9484706535486525,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,24500.74153137207,29270.621994018555,28044.682037353516,28799.901916503903,25663.58208465576,27600.601753234863,21194.221565246586
TAG(54:7)_FA 20:4,0.8727155833143706,6.123598545135261,1.894160433081538,0.16873341144622658,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,48213.86396789551,52386.08295440674,49383.62363433838,27624.02163696289,25944.022033691406,26336.401748657227,19854.32154846191
TAG(54:8)_FA 16:0,-0.01318483803789977,6.368344674200496,4.388738405580739e-4,0.9832860867689419,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,50907.384216308594,42555.5431060791,41117.70330810547,42841.80310058594,44484.00280761719,45629.78370666504,26868.181884765625
TAG(54:8)_FA 16:1,-0.16073322699488876,7.152669534309288,0.06519174733091404,0.7984707438776629,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,77990.0458984375,86560.26544189453,66962.38401794434,67409.1849975586,73216.8451538086,110622.68977355956,28112.962059020996
TAG(54:8)_FA 18:0,-0.048309052077863,6.644881580732066,0.0058916087967872954,0.9388170052085456,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,54149.084075927734,55738.62454223633,51473.22302246094,52058.1032409668,51633.96340942383,59145.40393066406,32772.021881103516
TAG(54:8)_FA 18:1,-0.09899095747844423,6.607500361665596,0.02473443969984146,0.875030592327101,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,53109.44354248047,44851.32290649414,54349.32443237305,55720.223876953125,49250.96322631836,55688.16384887695,32958.802490234375
TAG(54:8)_FA 18:2,0.03343659480339803,6.32552308192179,0.0028224322296637183,0.9576310631201475,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,44008.7233581543,45491.62258911133,37979.72247314453,40097.16271972656,41114.54248046875,39937.12271118164,36988.402252197266
TAG(54:8)_FA 20:0,-0.013658120260946214,5.876380347281556,4.709314875981363e-4,0.9826865012438663,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,32848.62226867676,32055.022338867188,28483.501983642574,30095.48220062256,29303.06234741211,32501.12264251709,23918.601539611816
TAG(54:8)_FA 20:4,0.1685434174765596,5.3057112242671325,0.07166888627207868,0.788922203628829,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,21954.101776123047,24247.62181854248,19729.501541137695,20495.5213470459,18636.081298828125,17774.841159820557,18129.121383666992
TAG(56:0)_FA 16:0,7.174014550280995e-4,7.522493632588621,1.2994669305044226e-6,0.9990904583664494,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,87123.10568237305,87407.56600952148,101787.66709899902,91277.00588989258,82411.76623535156,97855.24681091309,101798.86618041992
TAG(56:0)_FA 16:1,-0.17235948447520127,5.839492468973302,0.0749529047165538,0.7842573206740366,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,28831.102325439453,31752.26205444336,25593.26173400879,33264.702560424805,30578.782180786133,30353.642318725582,23676.841690063477
TAG(56:0)_FA 18:0,0.01529514082717266,6.178041215084041,5.9059760656055e-4,0.9806115471165031,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,43075.94273376465,38486.24249267578,36492.32238769531,39335.48287963867,37298.66213989258,37492.56265258789,25687.941925048828
TAG(56:0)_FA 18:1,-0.18098555521024604,6.463875849587525,0.08264061607542317,0.7737503187335172,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,37731.74282836914,52191.043395996094,33125.52222442627,46128.3436126709,39297.24249267578,48473.70301055908,56905.6833190918
TAG(56:0)_FA 18:2,-0.11466966883348118,6.244240488928683,0.033187105590513966,0.8554467380289692,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,41023.14303588867,40264.963317871094,31257.562271118164,41371.34265136719,42497.98278808594,34393.842544555664,38811.66226196289
TAG(56:0)_FA 20:0,-0.00980974363033459,7.935197557951981,2.4295546472785645e-4,0.9875638539986779,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,126400.20922851562,131230.75024414062,123876.30810546876,126613.88854980467,130769.2882080078,117723.04870605467,113286.24865722656
TAG(56:0)_FA 20:4,-0.11864885493525454,5.358770424931672,0.03552720261268405,0.8504952101086726,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,19542.50146484375,21767.82148742676,20306.58154296875,23933.80166244507,20787.201538085938,20451.58110809326,18941.801399230957
TAG(56:1)_FA 16:0,-0.029444934549167523,5.746497794938265,0.0021887043056665334,0.9626857078893941,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,29099.44206237793,27709.621948242188,28368.04234313965,27696.082107543945,26490.00180053711,30966.762115478516,20548.841331481937
TAG(56:1)_FA 16:1,0.06288942401172631,7.554837497560144,0.009984557455425147,0.9204056489406306,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,91794.7063293457,89541.08508300781,102900.5069580078,88350.34506225586,82648.86614990234,96526.68704223631,112207.1460571289
TAG(56:1)_FA 18:0,0.0764120846470864,5.896989727535483,0.014738474305659117,0.9033725392032015,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,33996.42219543457,36260.08262634277,29969.3621673584,28518.90187072754,30040.12222290039,33886.42208099365,20360.781692504883
TAG(56:1)_FA 18:1,-0.1300570049310649,6.273373682414434,0.04268830580622307,0.8363132899312608,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,39062.34228515625,39133.02275085449,39367.00308227539,42554.242431640625,38450.522888183594,44833.70327758789,31410.142196655273
TAG(56:1)_FA 18:2,-0.15923062420371847,6.55998104314556,0.06397712930015585,0.8003168919337234,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,43748.443450927734,49194.1435546875,36763.041664123535,49050.064453125,43129.74287414551,47908.50363922119,64401.1658782959
TAG(56:1)_FA 20:0,0.056634635672798576,6.844937039780079,0.008097239881749374,0.9282994011798454,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,64695.24530029297,69733.5244140625,59051.583404541016,57289.68405151367,61613.444091796875,62153.94421386719,36528.12268066406
TAG(56:1)_FA 20:4,-0.009193122976147865,5.594675961708744,2.1335040349867995e-4,0.988346098229033,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,29421.94201660156,26536.54219055176,21710.981552124023,24867.801651000977,27756.62198638916,23485.58162689209,18633.74124145508
TAG(56:2)_FA 16:0,-0.162142055647458,6.054528677627535,0.06633488144728972,0.7967499083256262,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,30085.86195373535,34225.66229248047,27711.26205444336,34594.722427368164,31018.822219848633,34249.56245422363,43486.843437194824
TAG(56:2)_FA 16:1,-0.0028167238931814543,5.8338595309628545,2.0029276129207574e-5,0.9964291530305627,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,33518.60232543945,30161.16192626953,28116.80212402344,33233.68212890625,27792.3221282959,28676.78207397461,21458.481323242188
TAG(56:2)_FA 18:0,0.23923663603538242,6.096291421245201,0.1443255425976986,0.7040181499715017,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,42583.26321411133,44730.78332519531,34413.9227142334,32961.92261886597,30825.221923828125,36184.042221069336,23245.26155090332
TAG(56:2)_FA 18:1,-0.07547794984510943,5.992895587524068,0.014380427573087218,0.9045477723333849,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,31322.502471923828,35653.58255004883,32373.122360229492,33555.64242553711,30831.2420501709,37588.58264923096,25465.261795043945
TAG(56:2)_FA 18:2,-0.009084470518952064,6.272516425800122,2.083469046283426e-4,0.988483553156886,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,38017.042541503906,42349.48289489746,42597.222915649414,37716.14263916016,40591.663146972656,42831.10314941406,30946.502197265625
TAG(56:2)_FA 20:0,0.18633921719026983,7.86644468900353,0.08760308708991715,0.7672467398356074,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,127904.8881225586,176732.93237304688,120274.62963867188,107862.70806884766,132100.59100341797,120370.48815917967,55912.803955078125
TAG(56:2)_FA 20:4,-0.09722568858702701,5.098763776128878,0.023857304589228093,0.8772485462225598,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,18510.16128540039,18082.881317138672,14333.420860290527,17918.121215820312,18788.461250305176,16216.961235046389,17971.461193084717
TAG(56:3)_FA 16:0,0.030081217288153522,5.912546090632135,0.0022843480705887487,0.9618797377701278,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,37540.88243103027,35059.482330322266,26445.001708984375,32589.382568359375,32718.602600097656,28786.121948242188,22100.261459350582
TAG(56:3)_FA 16:1,-0.03971411081199565,6.0533787168439765,0.003981574623253437,0.9496870975216822,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,32364.182289123535,33711.28202819824,29540.58179473877,35475.64254760742,28998.081954956055,31073.461807250977,43707.043601989746
TAG(56:3)_FA 18:0,0.4351346033397518,7.229791116818521,0.4762281918797271,0.4901357763621742,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,85342.54643249512,177172.9132080078,53507.483810424805,50970.26316833496,80393.98582458496,87872.78663635254,18396.621215820312
TAG(56:3)_FA 18:1,0.2799616113219415,6.349540390677636,0.19756421190561468,0.6566941694574584,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,48011.78326416016,55908.443618774414,45801.18280029297,41630.98281860352,35482.68274688721,42467.36260986328,22891.34178161621
TAG(56:3)_FA 18:2,-0.033395815391712075,6.204877112019665,0.002815542823384476,0.95768275629797,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,37304.16255187988,46545.643127441406,35973.92251586914,39321.72326660156,36558.482666015625,42825.203125,25345.982055664062
TAG(56:3)_FA 20:0,0.5347559110247605,6.735090072301642,0.7178589130667206,0.39684712375166564,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,64340.3450012207,85376.12501525879,60991.7840423584,50341.88296508789,45170.483459472656,44722.82290649414,32250.822052001953
TAG(56:3)_FA 20:4,0.0025281846762459986,5.87262313210852,1.6135937471517536e-5,0.9967949412504048,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,33065.04243469238,30687.362091064453,29261.54200744629,30649.282104492188,30739.86233520508,29364.70198059082,24591.201629638672
TAG(56:4)_FA 16:0,0.40154877654426924,5.94851253474561,0.40575160707442137,0.5241337363912377,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,36549.642822265625,52126.82421875,28226.70217895508,26886.442108154297,29178.462089538574,28576.722290039062,21459.48126220703
TAG(56:4)_FA 16:1,0.046177315988173186,5.874824081253358,0.005382906580962299,0.9415130472099877,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,37735.5627746582,31386.002227783203,27414.761825561523,35362.52278137207,29260.582023620605,26391.78205871582,21452.441604614258
TAG(56:4)_FA 18:0,0.40184395856841915,10.093550544666579,0.4063845863820461,0.5238102741281768,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,511196.1209716797,1617349.7708129885,274096.0598144531,323471.74139404297,687400.3917236328,662278.4473876953,21503.6213760376
TAG(56:4)_FA 18:1,0.2757247051135203,7.085792960604296,0.19164472338616179,0.6615512395201898,0.9999596388429572,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ hippo,TAG,60120.724197387695,155982.5909423828,52482.34341430664,53367.343338012695,74219.46524047852,80187.88585662842,23016.64143371582
