lipid,logFC,logCPM,LR,PValue,FDR,type,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023
PSo (40:2),0.16409926601487934,6.366302560359347,0.07615343223005766,0.7825794700792987,0.9999800194571477,PS,33315.50253677368,13740.820922851562,28342.56229019165,61533.04397583008,55857.30374145508,17212.58110809326,31596.60227203369,63179.32485961914,44743.64352416992
PSo (40:3),-0.06359841409375556,8.304425900766905,0.01159531257872004,0.9142483187467806,0.9999800194571477,PS,62400.42468261719,57984.60464477539,27114.082103729248,558438.74169921875,176084.99197387695,57291.74323654175,35617.00284576416,433497.2169189453,42516.743255615234
PSo (40:4),0.20306478832584754,6.107788198136343,0.1163194038963411,0.7330611939401019,0.9999800194571477,PS,32350.88235092163,12492.000862121582,24509.1417388916,42495.102783203125,48611.5436706543,16698.161102294922,26793.42181777954,48022.76333618164,38677.70260620117
PSo (40:5),0.32047824822475746,6.195846999160929,0.28745848921494144,0.5918538122144787,0.9999800194571477,PS,35205.182315826416,13681.30093383789,27760.481925964355,46026.963317871094,51575.08380126953,15822.30109024048,27654.602058410645,48615.143310546875,41318.74304199219
PSo (40:6),0.09952525213842087,7.266768989890753,0.028126029577833833,0.8668128701580252,0.9999800194571477,PS,48614.52342605591,28664.881717681885,25411.741870880127,126767.86764526369,128128.12921142578,32251.002532958984,38864.58324432373,132239.30880737305,110469.56910705566
PSo (40:6)_2,-0.04565077037699843,9.178153675196866,0.005968343335553072,0.9384206458780008,0.9999800194571477,PS,365585.4850654602,132535.39053344727,242940.39699172977,212362.19604492188,312833.06298828125,162528.09204101562,279946.3200263977,445754.8525390625,257851.6982421875
PSo (42:1),0.3676245551218267,6.080000672649614,0.3770167922461951,0.5392041387218447,0.9999800194571477,PS,35930.302616119385,13993.180965423584,21842.541610717773,46726.32369995117,47477.78350830078,16214.12131881714,26875.68185043335,39924.84298706055,38640.52276611328
PSo (42:2),0.22063451100463946,6.03840528163547,0.13716092148933967,0.7111199140391448,0.9999800194571477,PS,37079.66296005249,13453.541053771973,24374.781944274902,37193.02258300781,40038.58279418945,16810.161289215088,27566.141815185547,41917.62271118164,37687.002380371094
PSo (42:4),0.002242172559858868,7.807983198032541,1.4358192856889218e-5,0.9969766466100891,0.9999800194571477,PS,40794.46319198608,34886.541343688965,21193.221614837646,138682.36959838867,172774.93592834473,91156.94581604004,33550.242305755615,119829.50979614258,310035.9162902832
PSo (42:6),0.09897154825797398,6.833334114802392,0.027814494522317545,0.867545689243041,0.9999800194571477,PS,49416.222579956055,25016.121696472168,26193.241802215576,77729.38510131836,86961.586181640625,34040.422550201416,32157.12225341797,88751.14682006836,71450.42559814453
PSp (16:0),-0.10455506353311816,7.51184663245682,0.03140821011857042,0.8593327462699795,0.9999800194571477,PS,62865.90498352051,35719.04343032837,45927.382930755615,111575.6890258789,95036.22717285156,72769.10659790039,48000.14304351807,120503.6495361328,180272.71314239505
PSp (20:0),-0.005089212283169391,5.868172033135234,7.399536190177969e-5,0.9931366372256306,0.9999800194571477,PS,28551.502017974857,17255.640964508057,22015.341690063477,26521.341941833496,11997.760765075684,19592.561283111572,26278.381755828857,26775.10187149048,62009.383880615234
PSp (28:0),0.0402747265714994,6.131347100126491,0.004622078854481515,0.94579688040435,0.9999800194571477,PS,31023.102157592773,16179.141277313232,15332.48122406006,50935.48342895508,53761.18366241455,17918.18144607544,25167.001693725582,58117.08399963379,36113.34265136719
PSp (30:1),0.22514693791034723,6.468732808063626,0.14279078895299335,0.7055222033152898,0.9999800194571477,PS,31329.002277374268,23274.60135269165,23812.001678466797,88059.94625854492,57485.88391113281,21940.24147033691,26484.20182800293,71069.68515014648,40659.04263305664
PSp (32:1),0.10899040948214601,6.136622221088195,0.033708846180161345,0.854327506305608,0.9999800194571477,PS,29070.462314605713,17185.141082763672,20980.241466522217,46344.94332885742,46790.56379699707,17512.081310272217,25325.221549987793,52697.36364746094,43761.002868652344
PSp (34:4),-0.11198404439843462,6.294132005694369,0.03604300991719356,0.8494266999650193,0.9999800194571477,PS,32225.022144317627,18499.421417236328,28462.002033233643,42188.14291381836,48473.82409667969,45747.222759246826,28341.642261505127,47387.90377807617,39008.64212036133
PSp (36:5),-0.06687469866311463,6.822728087455131,0.012822589255279127,0.9098427637599728,0.9999800194571477,PS,41425.9229927063,31624.10270690918,29762.202213287354,77896.24575805664,77606.16497802734,48082.6628112793,32064.202224731445,90734.66595458984,57939.66372680664
PSp (38:6),0.20892968784656016,7.420640645087663,0.12309545400239585,0.7257011710929356,0.9999800194571477,PS,80343.82557678223,43443.523262023926,55392.20363616943,98639.48748779295,116123.98809814452,49878.52363586426,61019.94493865967,110431.82824707033,109536.78729248048
PSp (40:2),0.0010167918995110106,7.940637510112727,2.95328936772421e-6,0.9986288251190424,0.9999800194571477,PS,55442.9044342041,41799.523109436035,28258.282108306885,414881.70571899414,144439.73001098633,57656.744888305664,38915.863037109375,299423.63876342773,38613.74267578125
PSp (40:6),0.04762128279563645,7.08049193759245,0.006459581514718593,0.9359417759349846,0.9999800194571477,PS,50120.68292236328,29466.80158996582,33054.60260772705,130834.7484741211,95942.82537841795,44923.30249786377,38605.64244842529,119952.9891357422,47747.18313598633
PSp (42:2),0.19673103553682708,6.168116643774521,0.10922123373347858,0.741032497820283,0.9999800194571477,PS,30998.32204055786,13880.160861968994,24460.941806793213,42951.16296386719,49293.70297241211,12710.580932617188,25676.021728515625,53989.283294677734,48647.68353271485
PSp (42:4),0.26368452103640805,5.881210763945754,0.19534854517019085,0.6585018573547413,0.9999800194571477,PS,27769.52209854126,11169.060939788818,21739.82164001465,38019.10290527344,37987.142822265625,13959.520858764648,25103.84177017212,36045.72271728515,35908.28286743164
SM (d16:1/18:1),-0.2889953819840371,7.514699241105619,0.24220683400790222,0.6226167468165089,0.9999800194571477,SM,111272.2861328125,95533.8283996582,15275.760997772217,107316.28916931152,114497.029296875,86851.34707641602,103904.82705688477,130885.8682861328,57766.28422546387
SM (d16:1/22:1),-0.3136701277556262,11.496466086907187,0.28566861843137303,0.5930096461137028,0.9999800194571477,SM,1947161.8707885745,1767955.6807861328,56256.7244720459,1659127.9621582031,2273597.4733581543,1247154.2617797852,2497571.473876953,1844335.2798156736,37677.30290222168
SM (d16:1/24:0),-0.298445874383191,9.897428035368323,0.2584276839188533,0.6112024203956365,0.9999800194571477,SM,640452.7800292969,598282.5404510498,31146.86208343506,575681.86279296875,686202.8389282227,409088.1113128662,721065.1357116699,687718.9860534668,37166.00288391113
SM (d16:1/24:1),-0.2993787413158598,10.510547404158384,0.260057576077088,0.6100806020289533,0.9999800194571477,SM,969097.796142578,962537.433883667,34826.30319976807,841138.3558654785,1085983.7479858398,650034.2155151367,1173792.942062378,969719.1301879884,37923.60176086426
SM (d18:0/12:0),-0.2097297766415751,7.290943900624732,0.1270721222638258,0.721487290248012,0.9999800194571477,SM,95355.48602294922,87782.70614624023,21317.00161743164,82739.765380859375,82197.28573608398,87750.62545776367,89388.18798828125,81285.0855102539,67679.28463745117
SM (d18:0/14:0),-0.2161754453038331,7.42711945730084,0.13504645838611395,0.7132560273174329,0.9999800194571477,SM,93951.50607299805,85601.18612670898,19336.68145751953,95025.00631713869,89703.84512329102,82725.40588378906,93948.7671508789,91119.44619750977,110543.4882965088
SM (d18:0/16:0),-0.2444373301372493,7.506251653889756,0.17290701014553633,0.6775410735722232,0.9999800194571477,SM,113155.77029418944,104403.46672058104,17720.6612739563,101051.30670166016,108168.12850952148,79365.70663452148,102086.18530273438,132220.0478515625,58363.00341796875
SM (d18:0/18:0),-0.3148541846165396,11.04548753067748,0.2878449194977293,0.5916048777667803,0.9999800194571477,SM,1344190.988647461,1292755.1544799805,61800.78353881836,1261264.8675231934,1647959.2612609863,874463.4162597656,1675870.530456543,1525237.4225769043,45767.70330810547
SM (d18:0/20:0),-0.2693507711955285,11.01494353813026,0.21020769229289726,0.6466046656247998,0.9999800194571477,SM,1419877.01953125,1209397.158203125,46360.02328491211,1273527.449142456,1628841.8686523438,895897.2325439453,1590509.619064331,1432825.349761963,40929.26272583008
SM (d18:0/22:0),-0.24166859286912024,9.78828227065814,0.16899356808426091,0.6810078087183161,0.9999800194571477,SM,550533.756439209,546255.8961029053,29879.12171936035,558161.6658630371,695338.3066558838,397172.8137207031,657565.2953491211,589645.3756256104,41125.7625579834
SM (d18:0/24:0),-0.37548564047011096,10.562021530241207,0.41049516050406964,0.5217182884021805,0.9999800194571477,SM,704146.1952056885,839788.4093322754,98619.14601135254,1348483.837677002,837130.5003509521,583360.2977294922,995374.9164733888,1318410.2179412842,192033.29585266113
SM (d18:0/26:0),-0.15125207974633598,11.57501585385071,0.06589450035608024,0.7974109574738679,0.9999800194571477,SM,1537613.718017578,1824456.5205078125,313665.0187072754,1649704.6306152344,1553115.1119384766,1392685.139892578,1626454.0061035156,1545423.2053222656,2087250.882446289
SM (d18:1/12:0),-0.2903224852683155,7.801529424549501,0.244453054711812,0.6210082224126542,0.9999800194571477,SM,134488.57153320312,119897.83224487305,18982.321323394775,134141.27169799805,135893.12966918945,121485.5482788086,140741.2492980957,132238.55078125,67735.6449584961
SM (d18:1/14:0),-0.25819569988084656,7.4970114156769325,0.19304729837210743,0.6603923875039843,0.9999800194571477,SM,94853.26654052734,92989.40612792967,16718.54122543335,94503.06716918944,98420.98635864258,90180.10604858398,96833.90756225586,96697.30679321288,120409.09121704102
SM (d18:1/16:0),-0.2933336637217261,7.488744290226836,0.2495838940330941,0.6173682229341471,0.9999800194571477,SM,108074.32916259766,100468.6273803711,16712.741283416748,99273.48806762695,107504.72901916504,85046.06448364258,104144.30682373048,125968.2876739502,59609.143493652344
SM (d18:1/18:0),-0.29536845500690767,11.076015188215283,0.25308996088278946,0.6149076959837027,0.9999800194571477,SM,1379689.5279083252,1257406.8803710938,48672.34387969971,1294625.1763916016,1781538.736175537,891498.1339111328,1764869.729095459,1473095.344909668,54731.044174194336
SM (d18:1/18:1)9Z)),-0.4126677436487376,11.012253490730311,0.49661214734078385,0.48099250963712126,0.9999800194571477,SM,1245633.782775879,1211536.8535461426,56741.923835754395,1314489.960510254,1500085.780303955,891950.1547241211,1644986.013519287,1595664.4650878906,51021.42387390137
SM (d18:1/20:0),-0.1856456487560862,11.015894839151194,0.09944582619937137,0.7524956804231718,0.9999800194571477,SM,1392916.0263061523,1322780.9508666992,45775.30305480957,1258626.8468933103,1702759.6933288574,831895.1991882324,1515269.795288086,1445454.850067139,34164.04275512695
SM (d18:1/24:0),-0.3533237321868409,10.555109684499666,0.36311316875617194,0.5467823243867751,0.9999800194571477,SM,750779.5282897949,811375.6739807129,97842.3259124756,1344862.4555854795,830816.0477142334,609858.1176452637,985547.6075744628,1263981.736541748,189360.31523895264
SM (d18:1/24:1)15Z)),-0.4040619534621258,10.743458134189249,0.47594119113637134,0.49026656514816436,0.9999800194571477,SM,879806.6069946289,944257.7020568848,112168.26585388184,1436828.6246643066,957222.9588623048,717504.469909668,1215124.3005065918,1418853.7903137207,164868.83058166504
SM (d18:1/26:0),-0.1327234339356822,11.489117963384384,0.05068956101604272,0.821867701182854,0.9999800194571477,SM,1449199.345703125,1684387.5764160156,327271.33923339844,1585077.1171875,1534772.4384765625,1303604.6479492188,1536860.0285644531,1488390.1486816406,1831536.954589844
SM (d18:1/26:1)17Z)),-0.18758578521943345,11.3591312589443,0.10154529734063544,0.7499830388546979,0.9999800194571477,SM,1387360.0678710938,1551344.9899902344,280124.21990966797,1425356.864013672,1345255.7666015625,1247506.6166992188,1445110.442138672,1388706.9855957031,1599533.0747070312
SM (d18:2/14:0),-0.23570692386934922,7.502396664243387,0.1607072196475201,0.6885062299422052,0.9999800194571477,SM,93825.70503234863,101209.04580688477,18257.64130783081,98310.74783325195,92129.10690307616,87728.14599609375,100650.88720703124,95723.607666015625,117159.40803527832
SM (d18:2/18:1),-0.25175598552858963,10.847919880227142,0.18348638334100542,0.6683940604974626,0.9999800194571477,SM,1060986.1602172852,1073051.082244873,29242.581741333008,1180481.9966278076,1644354.0101623535,675346.5088806152,1427978.7950134275,1354791.1040649414,55495.703857421875
SM (d18:2/20:1),-0.29490928392920235,11.892718953431155,0.25229851347467047,0.6154612535102705,0.9999800194571477,SM,2570134.7602539062,2237583.9177246094,81876.80433654785,2354503.1831054688,2960454.59072876,1473144.4369506836,3043606.8825683594,2780401.575653076,39032.083572387695
SM (d18:2/22:1),-0.2664240338741076,11.746053749679659,0.2056357163382927,0.6502098047772584,0.9999800194571477,SM,2281397.798187256,1950745.115814209,69806.86447143555,2204717.4811706543,2786987.816253662,1394291.6931152344,2709447.405319214,2410685.1346740723,39624.08305358887
SM (d18:2/24:1),-0.3331041142035628,10.838786858332755,0.3224495351096266,0.5701392694316162,0.9999800194571477,SM,981419.563812256,1029593.3963928224,107579.7089691162,1568589.759918213,1115480.6082305908,690146.8342895508,1278858.2781982422,1562197.2093200684,77614.48603820801
Stearidonyl carnitine,0.2309810880094055,13.935396180006569,0.1502396382435771,0.6983064565542969,0.9999800194571477,CAR,10002261.798828123,6046550.1533203125,8512447.3662109375,7607350.793945312,7297773.143554688,7510440.212890625,7643677.6455078125,7993731.610351563,2097196.5888671875
"Stearoylcarnitine, hexadecanedioic acid mono-L-carnitine ester",0.24640790102288918,14.470563704964734,0.17080419922312506,0.6793980772087935,0.9999800194571477,CAR,14425207.583496094,8155545.7587890625,12631110.74169922,11137722.26953125,11453538.203125,10211133.489257812,10839781.659179688,12580947.82421875,2167353.873046875
TAG(48:0)_FA 16:0,0.5076558085949688,9.76112434259528,0.7117395080167626,0.39886694155544317,0.9999800194571477,TAG,412796.8666992187,334154.70458984375,398009.20556640625,712698.16259765625,500423.2980957031,348820.42724609375,313465.36181640625,431023.4306640625,202921.39306640625
TAG(48:0)_FA 16:1,0.2373319708411671,6.717264624975778,0.15853967241764622,0.6905045787383731,0.9999800194571477,TAG,56126.56378173828,45552.82312011719,47885.82388305664,68616.9849243164,48759.00375366211,51601.76361083984,46267.42330932617,52885.40380859375,24707.72152709961
TAG(48:0)_FA 18:0,0.3032634479203839,7.448261079346831,0.2577235987282054,0.6116884038403755,0.9999800194571477,TAG,76055.80526733398,62502.86437988281,79583.48553466797,134509.64764404297,101630.6475830078,80188.40588378906,67829.2055053711,95996.2666015625,36733.30258178711
TAG(48:0)_FA 18:1,0.10899511360896864,6.554316131795116,0.03371274923570411,0.8543191673804483,0.9999800194571477,TAG,50345.684005737305,46333.94314575195,45933.64437866211,50687.08363342285,37313.52290344238,49851.5237121582,54148.18353271485,40992.38218688965,17451.48129272461
TAG(48:0)_FA 18:2,0.31904624771304674,5.836490078509573,0.2849170623818509,0.5934963620493544,0.9999800194571477,TAG,33197.26208496094,32919.962326049805,26158.38192749023,23490.961463928223,22817.901596069336,26334.741806030273,26429.92185974121,22039.32164001465,24623.141876220703
TAG(48:1)_FA 16:0,0.36001267149790017,9.080074932938594,0.3617897695094143,0.5475139196969374,0.9999800194571477,TAG,246380.37573242188,183851.8916015625,266280.5388183594,426034.7310791016,291070.9647216797,223785.1345214844,178294.15307617188,333891.9084472656,111901.38842773438
TAG(48:1)_FA 16:1,0.47203574160813555,9.781932053481123,0.6169907667317602,0.43216773889368165,0.9999800194571477,TAG,424723.7021484375,330793.44677734375,396914.0849609375,732845.1494140625,503328.27197265625,354202.1484375,326425.12158203125,452070.03271484375,194068.1337890625
TAG(48:1)_FA 18:1,0.44680546218020023,7.687210418977084,0.5538061418133113,0.4567666636060618,0.9999800194571477,TAG,97759.9468383789,81265.36608886719,102526.86749267578,154974.58990478516,109140.32873535156,86994.58728027344,80554.84600830078,100539.44674682616,46774.5237121582
TAG(48:1)_FA 18:2,0.12414142225136118,6.610331333877413,0.043692553970345216,0.8344266621737287,0.9999800194571477,TAG,50911.28396606445,51772.46405029297,44427.28282165527,53952.98369598389,40241.542419433594,50432.08387756348,48496.48318481445,49105.26364135742,21580.621459960938
TAG(48:1)_FA18:0,0.3010267674806273,6.729705742598926,0.253968959405938,0.6142941728163757,0.9999800194571477,TAG,50947.2236328125,40248.28254699707,51179.642669677734,70746.40617370605,58599.36422729492,45260.64280700683,39788.222900390625,62806.80513000488,23749.781707763672
TAG(48:2)_F A18:0,0.23503251475774883,6.312392071053773,0.15550295656112212,0.6933310451101348,0.9999800194571477,TAG,45687.56314086914,37220.84270477295,41656.1432800293,36892.06233215332,33731.10234451294,38136.502380371094,37608.9227142334,38024.96292114258,19507.101570129395
TAG(48:2)_FA 16:0,0.1881765935352481,8.539179433531814,0.0999920733252111,0.7518391465716885,0.9999800194571477,TAG,173777.51123046875,149367.8310546875,179013.57202148438,212955.15551757812,176656.61083984375,165778.470703125,155438.90966796875,209022.87451171875,124294.44946289062
TAG(48:2)_FA 16:1,0.37374463537694086,9.124549693577686,0.38953979170764796,0.532541405956233,0.9999800194571477,TAG,254368.02001953125,205606.27392578125,267900.01953125,430564.0139160156,311774.52282714844,230255.3779296875,178507.97216796875,345921.0236816406,113284.14721679688
TAG(48:2)_FA 18:1,0.24519585679788852,6.917165170077329,0.16913323858989315,0.6808832774743544,0.9999800194571477,TAG,59546.32450866699,45502.36349487305,56073.06425476074,77729.1069946289,66366.50466918945,53255.76379394531,47641.223541259766,71252.50442504883,28836.48178100586
TAG(48:2)_FA 18:2,0.38277837992160774,8.262286404724582,0.408334226180159,0.5228161994432323,0.9999800194571477,TAG,140095.72973632812,118560.72772216795,149038.13256835938,214925.65197753903,183946.4740600586,127564.75024414062,111971.44702148438,174069.6943359375,63277.48425292969
TAG(48:3)_FA 16:0,0.15460798056603675,5.894430227025897,0.06763782361579729,0.7948076745131467,0.9999800194571477,TAG,36221.90263366699,27955.781784057617,26311.962020874023,26165.902053833008,24838.10189819336,31530.74201965332,25713.34178161621,28074.941940307617,21828.9214553833
TAG(48:3)_FA 16:1,0.22074243861397608,8.532993749350558,0.13730556728660304,0.71097447318508,0.9999800194571477,TAG,177752.99267578125,153400.3310546875,181771.1328125,205636.5556640625,171759.13134765625,165476.412109375,154512.53100585938,199084.79174804688,126884.00854492188
TAG(48:3)_FA 18:0,0.23751510621750999,5.479270410417501,0.15876785430003437,0.6902934658053494,0.9999800194571477,TAG,26493.921966552734,21853.601760864258,18269.821182250977,18831.141315460205,16306.02126312256,21046.701538085938,19195.50154876709,17412.62120437622,26828.741706848145
TAG(48:3)_FA 18:1,0.19215921159429594,6.344792639728012,0.10423653010707312,0.7468036745583088,0.9999800194571477,TAG,42732.483657836914,34725.962463378906,41988.942779541016,40354.72314453125,37327.04290771485,41506.00329589844,36556.70213317871,40167.74304199219,20756.80153656006
TAG(48:3)_FA 18:2,0.2409667799567121,7.318907210210855,0.1633969255390184,0.6860481127729099,0.9999800194571477,TAG,76641.1061706543,58925.34451293945,80133.76593017578,102198.22525024414,81998.96594238281,67790.04504394531,59333.20428466797,101724.08694458008,35137.30227661133
TAG(50:0)_FA 16:0,0.3623111312964332,9.362150510251784,0.36636572841962334,0.5449919527313296,0.9999800194571477,TAG,323699.203125,291660.66064453125,304379.90234375,413042.64599609375,327301.341796875,289102.8388671875,284457.1591796875,290212.7998046875,227623.57763671875
TAG(50:0)_FA 16:1,0.25303879967605786,7.436783644312695,0.18003484335577014,0.6713432984249997,0.9999800194571477,TAG,91383.42639160156,81122.32604980469,79695.1259765625,86888.04675292969,75913.76513671875,80040.32482910156,78892.02587890625,75914.40576171875,71715.80505371094
TAG(50:1)_FA 18:0,0.5706929015194151,9.02638119000149,0.8951903699571632,0.34407463185182746,0.9999800194571477,TAG,304363.48388671875,230790.9169921875,238066.4150390625,396710.7644042969,280582.22021484375,207625.25659179688,199162.51513671875,235698.17724609375,107111.12768554688
TAG(50:1)_FA 18:1,0.41578344921950705,6.714583654732606,0.4806365886431365,0.4881341095534188,0.9999800194571477,TAG,65576.38467407227,46856.36380004883,46633.14340209961,68297.26516723633,49295.18371582031,46778.08383178711,45378.003173828125,44987.463607788086,28582.96209716797
TAG(50:1)_FA 18:2,0.4276669550219265,5.635057188375761,0.508033232744765,0.47599149625439763,0.9999800194571477,TAG,34018.40200805664,26384.401664733887,23939.301513671875,22641.7216796875,18211.98122406006,22151.62158203125,23679.181900024418,17019.401397705078,18597.181327819824
TAG(50:2)_FA 16:0,0.7551975847385861,9.345337427161132,1.5448447694252534,0.2138981090899087,0.9999800194571477,TAG,438470.15490722656,303355.95703125,298047.12243652344,495621.1770019531,369056.0252685547,214114.9553222656,202258.13415527344,321164.4208984375,106504.26745605467
TAG(50:2)_FA 16:1,0.3689243629662638,9.43400670307577,0.37968611739734115,0.5377712688738817,0.9999800194571477,TAG,347163.9873046875,307095.62060546875,325959.86572265625,434516.49072265625,339557.9814453125,302377.341796875,306676.02294921875,301555.27978515625,224732.83642578125
TAG(50:2)_FA 18:0,0.4477192183676435,8.069204632545715,0.5560405205014831,0.4558599907635071,0.9999800194571477,TAG,136423.29064941406,102237.66650390624,131392.8497314453,197627.05596923828,148397.71405029297,101771.6866455078,90027.02545166016,158351.01263427734,56479.52453613281
TAG(50:2)_FA 18:1,0.5533658160474577,9.884516779538494,0.8427746435700102,0.35860442528473985,0.9999800194571477,TAG,520154.3754882813,423779.431640625,447820.8515625,681298.263671875,498108.30712890625,375836.2470703125,377806.02734375,409042.9716796875,232282.01708984375
TAG(50:2)_FA 18:2,0.36404649171097786,6.863583115616912,0.369822806161352,0.5431008697977955,0.9999800194571477,TAG,69124.0053100586,52702.824615478516,51199.12338256836,68938.20498657227,60479.74465942383,53839.74395751953,44935.842681884766,56697.56365966797,31987.42221069336
TAG(50:3)_FA 16:0,0.3395765352834199,8.561187197285529,0.3223387492762413,0.5702055206283003,0.9999800194571477,TAG,191579.51293945312,155823.81018066406,182955.7353515625,249232.7576904297,187492.57165527344,156968.7508544922,147111.06909179688,208473.39379882812,97188.32763671876
TAG(50:3)_FA 16:1,0.748448039437892,9.418700203629236,1.5181920859904494,0.21789328966259072,0.9999800194571477,TAG,452206.4609375,315734.62268066406,320393.84423828125,517357.4304199219,386577.0114746094,228125.91796875,215986.97412109375,333792.4270019531,115041.82775878906
TAG(50:3)_FA 18:0,0.26493699202976184,7.255385499157611,0.1972064318026696,0.6569852459924809,0.9999800194571477,TAG,80466.824462890625,61646.84405517578,75469.14642333984,89164.22741699219,69930.76501464844,70935.8452758789,59908.944580078125,81353.38604736328,45664.98303222656
TAG(50:3)_FA 18:1,0.4640176446950848,8.602734406978122,0.5965541024106642,0.4398958207077079,0.9999800194571477,TAG,210021.794921875,147324.1494140625,201050.015625,275613.240234375,204346.357421875,158911.69079589844,133366.7296142578,213988.27197265625,72275.245361328125
TAG(50:3)_FA 18:2,0.47507559923706366,10.148970326690492,0.6248241636349121,0.4292602253523772,0.9999800194571477,TAG,622227.7705078125,481779.71484375,522254.97802734375,800625.873046875,619353.60888671875,448318.18896484375,432620.91162109375,569793.421875,275159.537109375
TAG(50:4)_FA 16:0,0.32127728038119796,6.228084566136244,0.2888801749641061,0.5909390356635454,0.9999800194571477,TAG,44766.60255432129,33441.00254821777,35382.54245758057,39989.84284210205,36883.64277648926,32074.422004699707,29998.421966552734,40181.78276062012,20268.181442260742
TAG(50:4)_FA 16:1,0.35319254595337046,8.629003329573209,0.3483766374174593,0.5550335178357333,0.9999800194571477,TAG,199621.4130859375,167050.71240234375,193582.6123046875,258662.71899414065,198834.61364746097,160896.01245117188,150989.63061523438,222844.97229003903,99012.50769042967
TAG(50:4)_FA 18:0,0.2660989678515107,5.618183675911397,0.1989069716676113,0.6556045572260601,0.9999800194571477,TAG,34338.48190307617,24254.16172027588,22493.901489257812,18763.90129852295,18354.781188964844,25034.661880493164,22059.421310424805,19240.781356811523,19876.881538391113
TAG(50:4)_FA 18:1,0.1996828798609715,7.724859900838604,0.11250919274402804,0.7373053415130278,0.9999800194571477,TAG,102758.06689453124,88472.96643066406,106607.24768066406,116900.60717773438,92017.64642333984,98393.32604980467,89947.2861328125,112741.9481201172,67988.80480957031
TAG(50:4)_FA 18:2,0.3101935575297181,9.143379942815235,0.26951580937657127,0.6036567564707133,0.9999800194571477,TAG,297927.7587890625,213757.1971435547,286841.8630371094,356223.8653564453,282973.5368652344,232524.5146484375,187154.91284179688,363544.6262207031,127309.08911132812
TAG(52:0)_FA 16:0,0.30700670110443384,8.386808448463446,0.26406182729238015,0.607343257171119,0.9999800194571477,TAG,175273.65283203125,151643.14990234375,148520.01171875,186967.8917236328,172407.75268554688,152196.59130859375,156394.02905273438,141959.2900390625,117571.30859375
TAG(52:0)_FA 16:1,0.28107176632231756,6.249010719444152,0.22170793452494308,0.6377416281213294,0.9999800194571477,TAG,43897.8829498291,36108.8825378418,34402.76239013672,37966.02291870117,34000.50244140625,33673.96240234375,33029.08235168457,36137.32243347168,28469.58221435547
TAG(52:0)_FA 18:0,0.4057824036099338,9.385692253153207,0.4581432154391222,0.498493024724286,0.9999800194571477,TAG,354590.88671875,308401.3828125,310510.20263671875,388155.689453125,337392.58154296875,296224.7021484375,299066.72216796875,263770.89892578125,235985.79833984375
TAG(52:0)_FA 18:1,0.2915231885843322,6.891004750832661,0.23834106205782746,0.6254068629011577,0.9999800194571477,TAG,65019.184020996094,53951.50329589844,52112.92367553711,62475.06427001953,58320.343994140625,53488.924377441406,54485.20343017578,51350.563720703125,45804.143493652344
TAG(52:0)_FA 18:2,0.3587382332749979,5.757751865479149,0.35922632160111334,0.5489362309140057,0.9999800194571477,TAG,32527.242111206055,30221.362411499023,24412.121559143063,22121.441467285156,23316.36173248291,25387.821731567383,21440.441539764404,22492.72177886963,23511.88192749023
TAG(52:0)_FA 20:0,0.44558040282665934,7.2304523251553805,0.550816054359302,0.45798444637630337,0.9999800194571477,TAG,89937.986083984375,70907.0453491211,70513.22448730469,88416.14651489258,70640.80535888672,65207.765075683594,65621.044677734375,60774.0046081543,46022.583251953125
TAG(52:0)_FA 20:4,0.4577473087518056,5.582038057371616,0.5807391958472212,0.44602272554929023,0.9999800194571477,TAG,35269.923011779785,24146.821746826172,23389.602020263672,20707.361446380615,18121.761192321777,19103.861434936523,21094.781372070312,19674.901428222656,17294.401275634766
TAG(52:1)_FA 16:0,0.6471261563154452,7.748044677616284,1.1442023907793555,0.2847660892728958,0.9999800194571477,TAG,148126.1700439453,103788.0675048828,98108.98678588869,151733.3325805664,112189.84790039062,81342.26678466797,76182.50494384766,99643.58654785156,36838.66278076172
TAG(52:1)_FA 16:1,0.3673907865092194,8.474937726704377,0.37657341341457595,0.5394428167289842,0.9999800194571477,TAG,184817.4736328125,159764.23046875,159889.01098632812,203410.03491210935,190146.85620117188,160156.33251953125,159016.232421875,145641.26989746094,126673.42846679688
TAG(52:1)_FA 18:0,0.8661165550506198,9.415037696798235,2.0132764760528516,0.1559282477259709,0.9999800194571477,TAG,538492.45947265625,341197.51123046875,321774.1015625,503716.1436767578,334120.19860839844,229726.83740234375,224174.75659179688,278848.64001464844,108766.12854003906
TAG(52:1)_FA 18:1,0.38725165850969323,10.093583339335899,0.41780727930563455,0.5180332019727897,0.9999800194571477,TAG,558391.2763671875,490253.7314453125,499268.197265625,660197.90185546875,567951.12060546875,472316.236328125,483315.9140625,462220.4697265625,378191.5263671875
TAG(52:1)_FA 18:2,0.28369785468594655,6.953162424386893,0.22583732211091956,0.6346277184401123,0.9999800194571477,TAG,63308.64465332031,59064.544006347656,55803.104553222656,64613.64447021485,60689.823669433594,56763.22375488281,56090.18389892578,54277.04364013672,47212.68347167969
