lipid,logFC,logCPM,LR,PValue,FDR,type,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,10xBlank_01202023
PGo (34:0),-0.04347153560144508,7.854328309548203,0.008697219848045279,0.9256978937762116,0.9998952798792559,PG,167314.27221679688,113057.68807983398,140704.85055541992,103531.3472290039,147962.90979003906,144800.19140625,137951.48767089844,127518.47024536131,108975.42572021484,83248.26483154297
PGo (34:2),0.04897894050400198,6.655367441962855,0.011066179360994965,0.9162203565156043,0.9998952798792559,PG,63146.04479980469,57613.323486328125,54465.34353637695,55877.66387939453,57677.22416687012,62742.48425292969,62336.42428588867,48829.98388671875,45797.00338745117,43904.3034362793
PGo (34:3),0.0809010779791198,6.4886301710393655,0.030213696549765245,0.8620062383313153,0.9998952798792559,PG,60478.383850097656,46906.86361694336,48718.64352416992,50387.72393798828,53470.9235534668,55239.32369995117,48015.223693847656,42450.76290893555,42789.183044433594,42189.14324951172
PGo (34:4),-0.014861625735312677,6.518096849063771,0.0010172208620531364,0.9745566632009065,0.9998952798792559,PG,61385.48443603515,51455.54376220703,45702.043365478516,47100.96328735352,57459.58367919922,55837.5837097168,52802.26397705078,44142.38342285156,47042.123138427734,38706.40280151367
PGo (36:0),-0.06576202733183052,6.76910484470206,0.019890096946596714,0.8878444612039688,0.9998952798792559,PG,67894.82437133789,56470.32360839844,65157.86471557617,57598.74435424805,63029.284240722656,66638.3044128418,74250.78521728516,57272.52355957031,57981.7038269043,34644.582427978516
PGo (36:1),-0.11416642895607944,8.600303549941339,0.05986465475325531,0.8067099871572299,0.9998952798792559,PG,230704.6149291992,150245.22924804688,307595.07818603516,218115.9921875,212902.2555541992,228189.5577392578,267436.33978271484,283170.20001220703,209126.19213867188,53039.72396850586
PGo (36:2),0.03834015837873579,6.669899469871862,0.006779169289984566,0.934379757618154,0.9998952798792559,PG,67103.504638671875,55921.523834228516,56361.884857177734,54165.26373291016,59199.32434082031,65004.32421875,61816.52429199219,48079.2633972168,47908.923278808594,42934.363037109375
PGo (36:4),0.038194929121311304,6.546446995822291,0.006727846650562697,0.9346280644234465,0.9998952798792559,PG,62151.44415283203,49680.02340698242,51396.08380126953,52823.943908691406,57019.96417236328,61228.124603271484,54145.663482666016,44735.542877197266,44089.00305175781,36157.40249633789
PGo (36:5),0.02927012900655082,6.5054297266135155,0.003950191555077254,0.9498855128335306,0.9998952798792559,PG,59320.704345703125,46413.14306640625,52142.023681640625,48857.323822021484,54220.224029541016,58850.42404174805,53354.26318359375,42615.76316833496,42119.902770996094,40131.24282836914
PGo (38:0),-0.22098597544829635,8.147769162172269,0.22352584500345074,0.6363664342941999,0.9998952798792559,PG,155034.89208984375,120346.66806030272,239445.99801635745,123637.14877319336,162514.95251464844,148778.8544921875,217882.8976135254,242934.3030395508,134640.6496887207,38564.10284423828
PGo (38:1),-0.22159541155281332,7.008021266886338,0.2247487081687325,0.6354452202211505,0.9998952798792559,PG,69299.405029296875,70490.60546875,69651.224853515625,64217.26419067383,70282.40417480469,88166.9465637207,112122.6078491211,67446.6044921875,58819.804931640625,41037.882232666016
PGo (38:2),-0.20607178165886825,7.189461879376316,0.19446639438001512,0.65922498564078,0.9998952798792559,PG,81405.80499267578,71116.94439697266,96534.127685546875,66282.70516967773,81415.66632080078,93094.1068725586,123847.58911132812,85559.98693847656,65325.624755859375,44233.76318359375
PGo (38:3),-0.09413826046585273,7.302407436081771,0.040726118377733656,0.8400675060237606,0.9998952798792559,PG,102999.38684082033,77985.62548828125,106422.64846801758,71745.64501953125,100311.42752075195,91012.02655029295,125071.16854858398,91530.44647216795,65831.74401855469,43287.62268066406
PGo (38:4),-0.027215109789034384,7.0338477141908395,0.0034101328806173115,0.9534329276335365,0.9998952798792559,PG,83205.18591308594,75568.14498901367,68758.68542480469,68570.02490234375,80301.1851196289,85623.705810546875,82073.986083984375,66444.8850402832,60345.164611816406,49617.46328735352
PGo (38:6),-0.03483986803377377,6.711575221921518,0.0055873903161227645,0.9404145410649618,0.9998952798792559,PG,62539.08416748047,52358.62384033203,60699.52423095703,60136.244049072266,64729.784423828125,65833.02439880371,61032.90444946289,50604.5837097168,56200.48391723633,40650.76266479492
PGo (40:0),-0.3126087300743039,7.329470217953708,0.4458217761894049,0.504325833768789,0.9998952798792559,PG,102478.54705810548,71142.16455078125,85162.96621704102,72680.26531982422,101454.26635742188,127744.94946289062,128338.18969726562,78485.54486083984,76255.92431640625,47382.54318237305
PGo (40:1),-0.4294420519573963,7.137263531236382,0.8374207113639045,0.3601354920812426,0.9998952798792559,PG,71901.48519897461,64559.40512084961,77493.76443481445,62264.8447265625,79098.52471923828,93215.3662109375,139178.4486694336,79367.60546875,69999.86489868164,42035.14306640625
PGo (40:2),-0.0020047071785281446,6.889512233248379,1.8515530427976046e-5,0.9965667391568742,0.9998952798792559,PG,69324.22463989258,60411.30471801758,87120.08511352539,54822.10385131836,66584.02459716797,66074.88467407227,92730.96719360352,57301.52362060547,52351.78341674805,47293.36334228515
PGo (40:4),0.0377756844686107,6.595065628596698,0.006580909438298477,0.9353442899478174,0.9998952798792559,PG,61135.78384399414,53703.48419189453,55063.844146728516,53548.64385986328,55666.54376220703,54964.463775634766,55922.2041015625,44864.68298339844,56461.58404541016,37771.54263305664
PGo (40:5),0.05105138125822302,6.605713125786582,0.012023034110256958,0.9126872750930212,0.9998952798792559,PG,63562.32467651367,50655.46398925781,57307.144134521484,51800.1237487793,56943.264221191406,61393.64437866211,54145.66390991211,46708.28289794922,47307.823150634766,43497.00296020508
PGo (40:6),-0.04095168150386812,7.746682709313605,0.007718663798414127,0.9299911867519708,0.9998952798792559,PG,125998.02877807616,104974.52770996094,129591.58856201172,103898.68588256836,122254.33013916016,129706.07000732422,133155.06811523438,110165.54736328124,95192.44805908205,117214.88705444336
PGo (40:9),0.42089031593953424,8.68332096073528,0.8222093848380609,0.36453498460257855,0.9998952798792559,PG,269319.83880615234,101213.80633544922,612374.8541870117,217792.73303222656,218527.59844970703,200792.33477783203,303335.9182128906,193919.05346679688,168442.53268432617,40586.04315185547
PGo (42:0),-0.06732143033055991,6.425685582269749,0.020843252593458317,0.8852067855034802,0.9998952798792559,PG,55096.283447265625,43748.38275146485,45940.32308959961,44321.06332397461,52528.963623046875,58730.62384033203,50193.84341430664,40204.54263305664,43817.163177490234,36547.522888183594
PGo (42:1),0.03430670077123988,6.568362046199859,0.0054272785937428125,0.9412729180822017,0.9998952798792559,PG,62784.88461303711,47595.622955322266,60541.04409790039,48821.02349853515,58909.24411010742,58962.70458984375,52864.74353027344,44111.583068847656,49487.56359863281,37186.402770996094
PGo (42:2),-0.06130805992037564,7.316889861991715,0.0172896143512844,0.8953877140281791,0.9998952798792559,PG,96294.626953125,95882.7466430664,93256.12655639648,81612.76623535156,91254.00811767578,110912.52880859376,112713.7078857422,74202.70458984375,84755.68759155273,41483.44284057617
PGo (42:4),-0.0596889694367564,8.026218988823622,0.01638938999712991,0.898132312289737,0.9998952798792559,PG,145619.43072509766,112220.50759887695,117360.78512573242,115833.44854736328,143740.29278564453,129006.68927001952,124974.1713256836,107923.90731811523,125516.89013671876,260236.63716125488
PGo (42:6),-0.01780977710545556,7.125284925622732,0.0014607552479901642,0.9695124120324213,0.9998952798792559,PG,88599.08703613281,70965.725830078125,76203.62435913086,73886.56579589844,83804.84512329102,82242.24591064453,84952.82583618164,64340.86489868164,72211.08517456055,65426.144622802734
PGp (16:0),0.07108179888429765,7.542055844332573,0.023320227975546004,0.8786272742568964,0.9998952798792559,PG,122069.18914794922,101734.8468017578,102588.56823730467,79185.10583496094,108143.8862915039,96737.1254272461,113934.62670898438,80719.92443847656,77906.76550292969,126885.62969970705
PGp (20:0),-0.4734333263950535,6.038756988071672,1.0157889073652768,0.31351997897057293,0.9998952798792559,PG,58984.74429321289,47526.68353271485,1536.0001068115234,2121.320156097412,56985.76461791992,76613.60510253906,62363.304107666016,1497.4600982666016,1833.8201370239256,51600.16357421875
PGp (28:0),0.08329464131202467,6.5352683097296556,0.032029812109612976,0.8579622423825923,0.9998952798792559,PG,52739.06344604492,51070.86331176758,54693.92346191406,58634.88412475586,55938.70420837402,58198.224060058594,51979.98352050781,40892.702713012695,46896.683197021484,37398.582275390625
PGp (30:1),0.006691753399555885,6.98160251517363,2.0635471446439624e-4,0.9885387411011524,0.9998952798792559,PG,78239.08456420898,56960.34420776367,87349.36724853516,71705.98443603516,73189.6450805664,73660.46533203125,79343.82583618164,76744.08724975586,58196.304290771484,41657.723571777344
PGp (34:4),-0.613861695817685,6.89711588732359,1.6968412568376152,0.19270159045831048,0.9998952798792559,PG,56967.36407470703,47266.22341918945,62098.104248046875,47672.543701171875,48838.86334228515,55859.82376098633,51915.663635253906,37744.942794799805,189333.27404785156,39228.48287963867
PGp (36:5),-0.1691687136839836,7.43315918347441,0.13121337278971623,0.7171772750254064,0.9998952798792559,PG,105093.00598144533,91574.78665161131,85710.74560546875,81570.76574707031,96549.64642333984,105980.40783691406,115259.33010864258,79874.9446105957,106385.1282043457,75559.30596923828
PGp (38:6),-0.055139086644581364,8.017389409956825,0.013987845142764854,0.9058535520749367,0.9998952798792559,PG,176993.6121826172,136844.36950683594,124424.86944580078,126596.38885498048,162678.26916503906,179898.9305419922,160630.13061523438,106568.44653320312,120876.5093383789,122761.30865478516
PGp (42:2),-0.04809507128969143,6.552509367757989,0.010643771275681502,0.9178291171991555,0.9998952798792559,PG,58250.90368652344,46171.34356689453,52098.22317504883,46996.38366699219,61280.44470214844,59022.164611816406,55299.08383178711,41528.46337890625,43659.40310668945,48403.54284667969
PGp (42:4),-0.014202900285649578,6.251684636398051,9.29046154851676e-4,0.9756840375446008,0.9998952798792559,PG,50016.62373352051,37711.06271362305,45208.54302978515,38542.30252075195,50037.223693847656,46959.68353271485,44103.62307739258,34371.80221557617,38437.26252746582,32466.142684936523
PI (14:1),-0.3226030204770452,9.805321774136038,0.4746213226303553,0.490868791173996,0.9998952798792559,PI,70079.9447593689,550871.9754638672,619566.3386230469,593264.8675537109,607243.7204589844,604533.69677734375,471780.5607910156,557731.1015625,568436.5787353516,276031.0588378906
PI (20:1),-0.2165664400835343,8.003887368987854,0.21470590181797888,0.6431037063267356,0.9998952798792559,PI,80597.725830078125,156028.97131347656,135442.548828125,153404.39111328125,176337.99072265625,165071.912109375,162509.8291015625,112579.84814453124,140278.310546875,119808.26794433594
PI (24:0),-0.20845382703775825,7.187096238373785,0.19897213734304842,0.6555517893975418,0.9998952798792559,PI,24730.181701660156,76735.80584716797,131636.69116210938,82418.206298828125,84000.90612792969,102650.82592773438,93005.0867614746,68874.76431274414,94340.60583496094,46573.70297241211
PI (26:0),-0.08986819130294721,7.155416469557255,0.03711966768673847,0.8472216092571796,0.9998952798792559,PI,30201.982330322266,76965.00576782227,136643.06964111328,71160.0844116211,75220.20477294922,103417.34777832033,90860.4264831543,65520.745056152344,73266.48541259766,63134.92413330078
PI (26:1),-0.11320880067634224,8.1889628510656145,0.05886580475828396,0.8082976462830735,0.9998952798792559,PI,107050.32697677612,173937.8916015625,175526.85180664062,164137.63232421875,178687.63256835938,173766.71264648438,162546.8115234375,157340.9306640625,154262.11206054688,144399.28955078125
PI (28:0),-0.20466745903212483,7.8094873470791155,0.19183725530547235,0.6613918648449203,0.9998952798792559,PI,33278.442321777344,145623.56951904297,210847.853515625,99512.1669921875,112084.2495727539,195373.49578857425,119199.4076538086,139012.63159179688,119413.64901733398,71032.00482177734
PI (28:1),-0.048288494775407274,6.897336764795847,0.010729705678727441,0.9174992532701568,0.9998952798792559,PI,23009.561557769775,81748.34619140625,103639.18815612792,62457.46334838867,67810.78399658203,91720.92657470705,59826.52377319336,70419.28469085693,53344.82411956787,45244.50390625
PI (28:2),-0.26171135241661037,6.219725167735203,0.3130337505052694,0.5758244941561045,0.9998952798792559,PI,14813.681037902832,44569.30319213867,49293.24336242676,39313.843338012695,48041.20364379883,48834.64323425293,47890.08352661133,38904.96280670166,35043.66226196289,40523.60314178467
PI (30:0),-0.15914838916801174,9.549991258465004,0.11617061569631915,0.7332254604906365,0.9998952798792559,PI,180620.233127594,503670.7768554687,600745.92333984375,371013.24755859375,357370.9462890625,609979.56494140625,369863.1088867187,482991.9484863281,433582.0698242187,232384.59716796875
PI (30:1),-0.03281018330370341,8.426776630892029,0.00495585104363272,0.9438770377362306,0.9998952798792559,PI,58668.24398803711,259149.7164306641,331844.76916503906,163220.0106201172,159271.89099121094,299681.939453125,173713.4306640625,242862.4569091797,140924.70776367188,90841.666259765625
PI (30:2),-0.23519996366456908,7.393209376856639,0.2530759262558604,0.6149175026915427,0.9998952798792559,PI,27674.90180587769,117826.70809936523,113952.34664916992,77401.26596069336,98734.16665649414,118375.00805664062,103222.1470336914,85535.46490478516,81310.84552001953,94457.12591552734
PI (30:3),-0.35960256578514377,6.297607142520086,0.588833814535576,0.4428704300307141,0.9998952798792559,PI,13624.020961761476,46468.0036315918,44443.52345275879,36983.30267333984,52883.96446228027,46183.78335571289,45992.06312561035,38032.10270690918,40218.02278137207,59143.68330383301
PI (30:4),-0.21470394920261768,6.419577867915929,0.21103036592467106,0.6459610097488381,0.9998952798792559,PI,14883.041118621826,56594.64394378662,55272.86380004883,51849.923263549805,61434.00435638428,63289.32426452637,52124.543548583984,41317.18298339844,38948.12258911133,35465.4022064209
PI (32:0),-0.21041137335518154,10.300502277856422,0.20272200201088664,0.6525326375850513,0.9998952798792559,PI,280792.08029556274,841673.45556640625,1022960.29296875,603373.828125,668516.28173828125,994461.80859375,649407.4189453125,878776.39892578125,686272.1884765625,359021.90576171875
PI (32:1),-0.06210246575975341,9.67864465257069,0.017740809853421524,0.8940394564819789,0.9998952798792559,PI,177726.95261001587,633433.80615234375,731231.4521484375,363487.1440429687,379101.685546875,695660.88330078125,428982.6674804687,574713.3654785156,354317.765625,225152.615234375
PI (32:2),-0.07934099513251905,9.243673629513022,0.02894253970907812,0.864911777275379,0.9998952798792559,PI,204110.29377365112,401856.6674804687,412517.8911132813,316571.44384765625,312086.48193359375,423891.84619140625,334695.443359375,356966.22802734375,305596.583984375,258897.87841796875
PI (32:3),-0.27615009137683894,6.449363566925125,0.3483516675695455,0.5550476974011048,0.9998952798792559,PI,14850.261013031006,57898.944580078125,55555.143814086914,49103.28366088867,61423.8046875,56341.38383483887,56064.48393249512,41206.92315673828,49413.6238861084,37263.662841796875
