lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M1-WT-cortex10x_01202023,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,M5FAD173-WT-Cortex10x_01192023,DOD100-M1-WT-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M5FAD173-WT-Diencephalon10x_01192023,10xBlank_01202023
TAG(56:5)_FA 18:2,0.3220018080651073,7.333915742386892,0.4283843701073238,0.5127827798800617,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,46966.82371520996,99958.587646484375,91072.96661376952,95671.8867340088,147125.89100646973,112275.2075805664,112015.7871170044,72284.465087890625,100539.78680419922,60720.723571777344,21182.44132995605
TAG(56:5)_FA 20:0,0.01216489450524344,5.564213951722302,6.300122909124184e-4,0.9799751637827543,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,25643.34164428711,24009.841873168945,32776.68231201172,27347.322074890137,25186.641815185547,20164.96131134033,25514.80174255371,25055.60171508789,26524.66199493408,23604.64121246338,18046.96134185791
TAG(56:5)_FA 20:4,-0.15632297678081503,8.041101267966232,0.10564261118588547,0.7451605667245375,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,151515.5098876953,94263.72619628906,175689.77124023438,141967.4111328125,203461.15557861328,100880.08740234376,142972.6905517578,144534.15130615234,168841.5938720703,159292.99298095703,56908.264221191406
TAG(56:6)_FA 16:0,0.3418846293556696,7.807246788836454,0.48195380707602453,0.48753865267153995,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,232518.6374206543,114412.96936035156,107024.6082763672,106593.86703491212,134016.62982177734,115794.58865356444,129801.52951049805,110611.92810058594,140972.17041015625,68272.30453491211,28520.901596069336
TAG(56:6)_FA 16:1,-0.0736575500050117,6.53534544357348,0.023281517744521807,0.878727271966251,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,48852.4033203125,49567.52313232422,50740.64376831055,46733.76348876953,53543.163986206055,45643.3836517334,51971.04376220703,52919.24360656738,56813.204498291016,43470.92332458496,36152.20288848877
TAG(56:6)_FA 18:0,0.07336643739738419,7.176726116332628,0.022786858769677565,0.8800126593973543,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,60730.04443359375,77011.30529785156,82826.86560058594,78161.70574951172,104271.80920410156,89214.045654296875,90410.78649902344,81530.04541015625,92425.3272705078,56233.52410888672,34859.68246459961
TAG(56:6)_FA 18:1,0.6230623885825946,8.038162589941736,1.5541411683989286,0.2125251320457349,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,71692.625244140625,195534.87454223636,139990.65017700195,193261.0736694336,216495.93350219727,197317.17642211917,204881.4331665039,90539.32751464844,168416.44915771484,71578.84506225586,21292.06137084961
TAG(56:6)_FA 18:2,0.6445244565531881,10.21558093686234,1.6592276116934954,0.19770764244360073,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,203782.45489501956,861346.7537841797,650853.4294433594,792521.8972167969,1154738.3102416992,990685.4310913086,987505.9201049804,410559.72479248047,801851.2370605469,286374.0994873047,23812.92179870605
TAG(56:6)_FA 20:0,-0.029398142825516876,5.532368840204822,0.0036934361570502006,0.9515394782463371,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,22977.4015045166,27108.981994628903,25244.28173828125,25641.541679382324,23750.40156555176,18656.061309814453,22635.081413269043,23503.68162536621,23877.241592407227,23643.1817779541,28334.26197052002
TAG(56:6)_FA 20:4,-0.15112358528942943,9.147563226685238,0.09868841033858189,0.7534093063026547,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,358989.66650390625,181965.77307128903,377625.5628662109,346449.8078613281,439604.4080810547,199043.5538330078,294964.12072753906,262920.0388183594,403060.8518066406,368880.70080566406,93550.586669921875
TAG(56:7)_FA 16:0,0.17212859634238994,6.777518652519134,0.12424369232951449,0.7244766748983167,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,48600.2829284668,59181.04412841797,77358.2456665039,64995.40478515625,69161.96524047852,56993.52508544922,76218.405517578125,59199.44389343262,64660.7449798584,43177.36318969727,23594.62156677246
TAG(56:7)_FA 16:1,0.30508754769242785,7.834213021207585,0.38522388508499716,0.5348206760088301,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,230641.89727783203,120569.50909423828,117083.34826660156,108681.24829101562,137540.0881652832,112666.68865966795,126585.70915222168,119916.1492919922,141362.48956298828,70167.58526611328,28556.76222229004
TAG(56:7)_FA 18:0,0.23702665845240217,7.051527260544788,0.23409994492294572,0.6285003054335311,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,60387.7048034668,66603.04486083984,65841.38426208496,61925.184020996094,145218.54914855957,78687.80503845215,82155.4848022461,70818.0849609375,74907.925537109375,50543.3837890625,25445.201599121097
TAG(56:7)_FA 18:1,0.11410078846487225,7.019010119569229,0.05490114545312963,0.8147443738801861,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,53814.54370117188,75569.70538330078,67982.48443603516,77643.12658691406,95320.96664428712,73830.68536376953,76086.0053100586,63920.04382324219,79847.78564453125,56630.50360107422,39011.222747802734
TAG(56:7)_FA 18:2,0.642939013216411,8.04961652845575,1.6513225884555145,0.19877901529834943,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,73851.7448425293,196867.7940979004,148117.21185302734,190598.3320922852,209846.97595214844,206363.2973022461,205044.0758666992,90014.40594482422,170557.35470581055,69071.32507324219,21795.08140563965
TAG(56:7)_FA 20:0,0.15999048697757667,5.868151077661588,0.10745776556450437,0.7430572064049561,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,30172.102157592773,24664.78199005127,53576.26408386231,29181.44218444824,33334.34254074097,24899.721755981445,21488.061546325684,26594.00163269043,27133.48240661621,27755.22204589844,36411.68240356445
TAG(56:7)_FA 20:4,0.10504963751782523,8.110245290281025,0.04657816655071656,0.8291282490977516,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,121387.62902832033,78261.26458740234,263853.7944335937,211212.1752319336,218175.3532104492,93297.80596923828,155958.25421142578,101563.44610595705,189514.59375,155066.6280517578,49940.60345458984
TAG(56:8)_FA 16:0,0.18759635957040485,6.601073584535273,0.14735262205601884,0.7010782346053305,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,62691.74478149414,52574.70327758789,59451.6841583252,52300.16345214844,54265.70388793945,54245.06373596192,55806.08331298828,50792.46331787109,55013.84371948242,39162.102600097656,26022.34194946289
TAG(56:8)_FA 16:1,0.11775829261870312,6.78927181354155,0.058456289060814015,0.8089526870332436,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,46177.023529052734,57795.94415283203,74753.82586669922,64726.364685058594,73561.58420562744,58329.1838684082,77040.96501159668,60129.36532592773,67203.564697265625,45920.54356384277,23650.04164123535
TAG(56:8)_FA 18:0,0.15656284967629724,6.25036415249091,0.10294088035425375,0.7483286040226096,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,36643.44255065918,31679.84228515625,66720.5048828125,39283.50274658203,50581.5036315918,35458.14242553711,42799.92280578613,39918.84222412109,39540.28289794922,33651.50276184082,26831.36215209961
TAG(56:8)_FA 18:1,0.23300720813173234,7.053759161652248,0.22631759170781152,0.6342678245228267,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,68756.98583984375,66575.34494018555,64820.764488220215,69111.14437866211,135102.16955566406,68078.64498901367,83043.60549926758,65768.28504943848,77104.46473693848,53534.00454711914,29437.34210205078
TAG(56:8)_FA 18:2,0.08979772474958556,7.047287887962902,0.03408330953258343,0.85352972121222,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,56827.14440917969,76685.50604248047,68910.74478149414,77130.06494140625,94502.18743896484,75188.00595092773,80875.44659423828,67785.4049987793,82149.2466430664,57806.06414794922,36622.68264770508
TAG(56:8)_FA 20:0,0.6888499760711287,6.362192100816958,1.8859856597664457,0.16965539509474728,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,37472.80239868164,26597.74201202393,173175.7313232422,38237.06274414063,37737.922424316406,23624.361877441406,29816.942085266117,36259.72265625,30236.38214111328,27303.461532592773,21755.14144897461
TAG(56:8)_FA 20:4,0.24282261271326622,7.817240448859671,0.2455531146879366,0.6202238194353548,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,98856.6674194336,81157.88632202148,209956.21307373047,152536.5343322754,179515.49221801758,90647.80819702148,121386.8489074707,90945.5471496582,123150.81115722656,115198.42953491212,64226.30374145508
TAG(58:0)_FA 16:0,-0.14259988590727993,6.4144076738632645,0.08779680585951155,0.7669969709291108,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,38114.6025390625,40376.26301574707,42417.06294250488,41809.54312133789,38439.30296325684,31142.261993408203,55975.62414550781,43534.00296020508,48795.28335571289,41256.74362182617,64420.96368408203
TAG(58:0)_FA 16:1,-0.12006163412850991,6.875328362223805,0.06211519519911235,0.8031834919258048,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,53225.8642578125,67200.20513916016,91294.7860107422,73933.9242553711,62058.704010009766,52752.66323852539,59974.52487182617,85818.46765136719,60750.90380859375,59634.92427062988,19020.741256713867
TAG(58:0)_FA 18:0,0.21052073358128987,7.521386258050917,0.18515570061802578,0.6669794464953257,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,91567.7466430664,84380.36560058594,101504.48705291748,97682.48794555664,112081.50674438477,88767.86622619629,106857.96771240234,76680.0454711914,82134.18569946289,88809.46572875977,122829.93090820312
TAG(58:0)_FA 18:1,-0.12735387641415502,5.776785044018302,0.06992972465708647,0.7914391283420771,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,28950.921875,35450.68272399902,26219.141540527344,30174.28196716309,28129.522003173828,24328.06162261963,28174.421867370605,31817.262466430664,33426.322509765625,27127.801795959476,22646.84157562256
TAG(58:0)_FA 18:2,0.021567459298453506,5.320353049121694,0.0019785019926530367,0.9645215108104599,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,23096.101638793945,24780.141960144043,21425.461669921875,23700.881622314453,21335.06150817871,18652.04133605957,16841.701179504395,22354.32179260254,21141.78130340576,18415.901321411133,18108.541038513184
TAG(58:0)_FA 20:0,0.058371861145332486,5.721354809408347,0.014443448735491415,0.9043398476591717,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,28103.40203857422,27608.681915283203,28178.96217346192,29346.442092895508,32198.88209533692,26893.20164489746,31089.302276611328,28369.94186782837,29709.901947021484,23741.22168731689,20233.001373291016
TAG(58:0)_FA 20:4,-0.06574641521266836,6.155000451646086,0.018535380844696192,0.8917068866163201,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,48613.02300262451,48166.763244628906,25764.18197631836,37241.86246490479,51175.22462463379,25984.841735839844,38656.2825012207,42596.36262512207,51332.30302429199,27682.60223007202,16751.601188659668
TAG(58:1)_FA 16:0,0.15605867071875468,5.633597950186641,0.10227842295023487,0.7491123821167897,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,25689.16192626953,25055.161712646484,33924.282653808594,29278.022033691406,28797.6619720459,23265.741729736328,29388.302474975582,25182.541763305664,25248.50154113769,22870.58162689209,19112.701416015625
TAG(58:1)_FA 16:1,-0.07619453818223258,6.414208145382239,0.02491824895042072,0.8745709385563399,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,39073.52264404297,40188.1828918457,44645.50273132324,44418.503509521484,40561.36279296875,30851.022338867188,53217.82395172119,39715.58262634277,48412.34292602539,41818.00280761719,64025.38471984863
TAG(58:1)_FA 18:0,0.015689001626043544,6.008247947042999,0.0010476083823505178,0.9741795551233929,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,28479.742126464844,26031.10173034668,49639.1233215332,36998.622497558594,40291.50303649902,27519.06188964844,38859.00326538086,37195.80239868164,35012.16248321533,29392.24217224121,24704.08151245117
TAG(58:1)_FA 18:1,0.23204751667596024,7.609325630425267,0.22448195789797865,0.6356459078757699,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,112015.9696044922,92331.74649047852,106890.82995605467,110151.10565185548,110288.64561462402,111081.32710266112,118829.86987304688,73987.30450439453,90045.74653625488,110907.80738830566,90254.94714355467
TAG(58:1)_FA 18:2,-0.010160732283873186,5.783811162737848,4.404413264182949e-4,0.9832562699632212,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,28051.441787719727,34888.48258972168,28687.521865844727,30445.98193359375,27601.701736450195,25999.44189453125,31967.902534484863,29564.66203308105,32210.082275390625,26026.54224395752,22933.141540527344
TAG(58:1)_FA 20:0,-0.01574444280303448,5.579466598132148,0.0010580503865753599,0.9740512371037082,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,26124.40187072754,22969.541778564453,28590.42172241211,26465.06214904785,29898.78231811523,20684.32159423828,24352.121688842773,25941.42185974121,26793.20178222656,23094.661457061768,21224.28151702881
TAG(58:1)_FA 20:4,-0.1074040119120183,5.31083623595464,0.04964604928903782,0.8236803226635193,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,20259.42144012451,22857.841827392574,19736.081298828125,19558.42146301269,21746.24133300781,20748.56113433838,20051.361358642574,23341.741592407227,19992.961624145508,21957.141647338867,18212.781127929688
TAG(58:10)_FA 16:0,-0.11814545007939405,5.552404995042887,0.06013219243459389,0.8062871268766789,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,21799.38153076172,27064.92196655273,25616.40168762207,24338.90200805664,27975.401977539062,24088.061767578125,23550.72177124023,28205.50201416016,27197.00180053711,23503.121673583984,18443.961318969727
TAG(58:10)_FA 16:1,-0.13564070992720106,5.528147292744578,0.07938254131090616,0.7781359216978716,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,22126.62139892578,26481.12203979492,26468.02212905884,23951.341583251957,25588.921730041504,21287.82145690918,24513.381538391117,28328.242156982426,25014.961700439453,24650.00178527832,18418.02131652832
TAG(58:10)_FA 18:0,-0.20045289555480655,6.215714450090573,0.17436326127233315,0.6762627987969289,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,41191.24327850342,38352.102279663086,33060.66246032715,40570.80290222168,46083.964012146,30256.462028503414,49021.84438323975,50109.78398132324,53092.48426818848,30626.382438659668,19410.981323242188
TAG(58:10)_FA 18:1,0.01449786005872877,5.729851692482084,8.946494230031021e-4,0.9761382796549012,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,27418.16200256348,32917.44255065918,29872.34230041504,27169.90182495117,31071.96237182617,23490.121696472168,28580.30200958252,27054.982063293457,31036.38237762451,25253.16184234619,23109.00184631348
TAG(58:10)_FA 18:2,0.21471864664704896,6.528524209672307,0.19252680936980937,0.6608218444447099,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,63931.82495117188,45868.84346008301,52903.96420288086,48827.98333740234,45545.26344299317,57161.624099731445,53029.02345275879,45507.86354064941,49563.96357727051,39301.92277526856,30040.742401123047
TAG(58:10)_FA 20:0,-0.07320713951092182,5.389256793598211,0.022994365806880523,0.8794717248863464,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,20881.421508789062,25711.401809692383,23881.081832885742,21849.941528320312,22531.821701049805,16585.48126220703,21397.62156677246,24169.38180541992,20707.121459960938,22154.041580200195,21278.34136199951
TAG(58:10)_FA 20:4,0.0577019302778313,5.98636664986387,0.014115053370886699,0.9054284290777893,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,30700.342163085938,35930.16307067871,35634.66247558594,35308.522857666016,42180.52275085449,32737.96209716797,34241.00199890137,34504.14311218262,31216.982192993164,32930.422439575195,22864.701446533203
TAG(58:2)_FA 16:0,-0.037497450398133673,5.510348474849031,0.006013365999763209,0.9381892813706162,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,22541.44162750244,25689.12174987793,29743.46209716797,27334.72203063965,21724.98169708252,19266.42126464844,23767.601593017574,26395.18186950684,26051.681838989258,20479.1615524292,20092.02130126953
TAG(58:2)_FA 16:1,0.06539134043431129,5.596439339333857,0.01811389031206556,0.8929377457187666,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,24026.401611328125,23759.601669311523,33006.102478027344,26215.04168701172,29892.1823387146,18804.36117553711,32486.16248321533,26200.98161315918,26929.861892700195,21838.34129333496,17906.241302490234
TAG(58:2)_FA 18:0,-0.1001624311344985,6.185383044291035,0.043152821611556647,0.8354377833663198,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,32704.92250061035,32864.602294921875,59222.40362548828,37445.56265258789,36279.80258178711,21938.881759643555,41653.62289428711,42098.56324768066,39457.78288269043,35265.78259277344,40114.6630859375
TAG(58:2)_FA 18:1,0.10837363690545732,5.97564223415616,0.04955208263359623,0.8238445240561352,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,30812.422149658203,32299.682388305664,45958.90327453613,35633.08200073242,38872.22265625,24116.46171569824,38212.5827331543,30094.68198394776,34238.24182891846,31080.4416885376,24592.201873779297
TAG(58:2)_FA 18:2,0.2820453665510502,7.573819505774039,0.32999227307755064,0.5656636380011673,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,114083.34765625,91168.32626342772,105058.16790771484,113753.9680480957,105777.7862548828,101502.10615539552,118013.46801757812,74620.82508850098,87732.0464477539,98690.26661682127,88038.02629089355
TAG(58:2)_FA 20:0,-0.11466768391225067,5.624864782301391,0.056627203672384496,0.811908464617205,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,26567.321517944336,26816.42155456543,26717.301872253414,26685.98191833496,30441.561729431152,22400.52138519287,26167.82208251953,29097.161903381348,28642.542320251465,26444.901641845703,16193.260990142822
TAG(58:2)_FA 20:4,-0.04505185125533661,6.464854720410873,0.008687068586198166,0.9257411430856981,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,48038.983459472656,48604.24319458008,51454.18342590332,48927.24346923828,43820.46282958984,41591.9631652832,43023.92297363281,48982.50354003906,53298.28356933594,38939.52255249024,41615.88311767578
TAG(58:3)_FA 16:0,-0.20694346900153282,5.900838091093288,0.18593551572041633,0.6663212039895821,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,32704.462867736816,29685.962127685547,30701.581985473636,30275.241989135742,23325.30167388916,22987.861618041992,34826.60223388672,29410.041931152344,39316.982414245605,31674.62222290039,36640.90299987793
TAG(58:3)_FA 16:1,-0.10202558857498391,5.453610220572709,0.0447777310701305,0.8324132631856338,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,21059.781463623047,23635.5817565918,26128.5818939209,27886.44204711914,21351.2816696167,19010.721389770508,23265.5018157959,25616.36164855957,25603.021865844727,21588.64140319824,18222.901443481445
TAG(58:3)_FA 18:0,-0.136491136457208,5.759299271787797,0.08038909343713385,0.7767708144139838,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,27200.26203918457,31932.402153015137,33866.50244140625,27700.622146606445,30324.08242034912,24578.221633911133,26049.64192199707,35827.90249633789,30102.262008666992,26219.96192932129,19471.501426696777
TAG(58:3)_FA 18:1,-0.05495463681467762,6.337194655722624,0.012937282434791086,0.9094421784203209,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,36840.36255645752,48493.32325744629,52537.12367248535,38686.2629699707,49261.50346374512,27983.662078857426,35778.88252258301,40292.802642822266,43951.48246765137,41393.76212310791,50040.80330657959
TAG(58:3)_FA 18:2,0.024999213040606084,6.053450249537476,0.0026575850237122722,0.9588858499060531,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,35965.822265625,34313.82231140137,42830.80308532715,36729.022872924805,42798.20295715332,25898.141876220703,39057.76290130615,32890.402282714844,39633.08242797852,33815.58275604248,22438.6014251709
TAG(58:3)_FA 20:0,-0.10869013254360317,5.352995648249485,0.05084838137292991,0.8215935482808239,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,19508.881462097168,21740.381591796875,24587.86125183105,21915.921703338623,22797.121585845947,18874.381355285645,21435.28175354004,22408.62171173096,24682.14191436768,21054.241416931152,17507.061416625977
TAG(58:3)_FA 20:4,-0.065983822588833,6.1027108023915,0.018669668225214764,0.8913177334625912,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,32734.98181152344,36731.02226257324,39542.92289733887,36456.16272735596,39282.06246185303,29145.182136535645,34618.78212738037,36233.822914123535,34281.44239807129,38147.30307769776,38252.98287963867
TAG(58:4)_FA 16:0,-0.06430352778079101,5.316228633911768,0.01772686650548394,0.8940808588245432,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,23267.281616210938,23708.88163757324,21664.20150756836,21395.58151245117,18379.881423950195,19777.04132080078,19117.30139160156,23932.84172058105,22776.48162841797,18057.741271972656,16841.121200561523
TAG(58:4)_FA 16:1,-0.2663873354565112,5.902799269562756,0.30965950810980314,0.5778891999398096,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,31286.74269104004,31269.90203857422,31189.88201904297,30536.86210632324,23785.581909179688,24256.9620513916,32637.88191986084,31933.10188293457,39986.5633392334,32572.38240814209,33434.72286987305
TAG(58:4)_FA 18:0,-0.135617587262309,5.8044002682617055,0.07935763809996388,0.7781698140713074,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,30159.301864624023,26557.30184936523,31423.162078857426,28275.96216583252,36307.262535095215,27210.422164916992,28081.40185546875,35279.782806396484,35086.12251281738,25097.001403808597,19979.76127624512
TAG(58:4)_FA 18:1,-0.08216431447165333,5.685395704128353,0.02898997370800771,0.8648021890959715,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,26616.741806030277,30578.862091064453,31222.522521972656,29644.562286376957,27578.94190979004,20400.00146484375,25547.62184906006,30381.28192138672,29011.942001342773,25319.66220092773,21081.261459350582
TAG(58:4)_FA 18:2,-0.04850483145917653,6.36172014646618,0.010072813300666894,0.9200558206742719,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,38743.44230651856,48488.182693481445,55514.98388671875,41849.50346374512,42702.52290344238,29156.86183166504,39784.68251037598,40859.26314544678,48101.78280639648,39542.3034362793,48416.92386627197
TAG(58:4)_FA 20:0,0.06296949299795218,5.797140734936743,0.016801190913611208,0.8968675474766359,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,29538.90202331543,34065.94227600098,32736.802673339844,32710.5223236084,33353.962310791016,26414.4022064209,28734.942260742188,29998.182174682617,30725.862243652344,26410.46157836914,18228.301162719727
TAG(58:4)_FA 20:4,0.005923373102879332,5.769025141649243,1.4946184546715813e-4,0.9902457380722841,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,28362.122116088867,29015.861892700195,31559.162155151367,28516.90217590332,35537.90312194824,25089.001525878903,28750.74200439453,28966.942260742188,29584.90219116211,27596.06202697754,22720.84147644043
TAG(58:5)_FA 16:0,-0.18184066366504925,5.532972837444613,0.14324672895866897,0.7050744227021626,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,23128.041564941406,28749.001983642574,26719.92170715332,24460.68156433105,21022.42163085937,19621.601333618164,24487.221717834476,29092.0818939209,26079.02215576172,24575.36172485352,19044.241424560547
TAG(58:5)_FA 16:1,-0.16461044558373805,5.371058955439562,0.1172080539043634,0.7320825318484501,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,25346.56167602539,23014.141479492188,21282.461669921875,22518.661575317383,19391.76124572754,18211.641357421875,21432.8013381958,26856.221908569336,25772.402053833008,18678.28140258789,15489.0609664917
TAG(58:5)_FA 18:0,-0.04926493486509759,6.287934271822247,0.01039169933253703,0.9188045501228246,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,46342.10348510742,43377.90280151367,40403.722747802734,37928.82231140137,47488.34376525879,38582.40286254883,42138.38296508789,48603.3236694336,46843.74346923828,32980.38179016113,26653.221435546875
TAG(58:5)_FA 18:1,-0.12737738459284695,5.859815554346722,0.06995632092184678,0.7914003873638873,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,28339.581802368164,34122.30192565918,28085.602020263672,32854.88298034668,34046.782318115234,28511.782104492188,30683.74207305908,35764.08255004883,36571.582458496094,26447.4817237854,21113.321350097656
TAG(58:5)_FA 18:2,-0.201649200771304,5.784617424093663,0.17646224394818688,0.6744313274300737,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,27734.721786499023,30581.86248779297,31880.54252624512,28222.482292175293,28174.78204345703,27200.281951904297,26466.06183624268,35870.002502441406,32350.322555541992,27979.40224456787,21587.241622924805
TAG(58:5)_FA 20:0,0.09188063854999513,5.776641798501635,0.03567291329036948,0.850192556490707,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,TAG,32939.66187286377,29528.402313232426,29506.60195922852,31290.64233016968,31317.402252197266,30948.341789245605,31028.26230621338,30053.28192138672,27661.60205078125,27616.64199066162,15629.56113433838
