lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M1-WT-cortex10x_01202023,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,M5FAD173-WT-Cortex10x_01192023,DOD100-M1-WT-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M5FAD173-WT-Diencephalon10x_01192023,10xBlank_01202023
Lyso_PI(18:3) | PI (18:3),-0.3823419357191174,13.280051130273588,0.6441077172488647,0.4222272357740438,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,1001205.1164398192,128292.34872817992,5222462.502624512,9737565.974365234,10351165.05871582,6653299.061588287,6011448.339420319,8503795.555419922,8538973.4345703125,3432882.2231140137,70834.02569580078
Lyso_PI(18:3) | PI (18:3)_2,-0.39948711968453954,13.248805264659696,0.7041348822500808,0.40139779213432386,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,884708.7465362549,121761.20742034912,5383401.006652832,9717353.28491211,10257214.948120115,6281913.514659882,5510963.465312958,8669269.057128906,8335527.7421875,3143541.560207367,72475.46408081055
Lyso_PI(18:4) | PI (18:4),-0.6530971469294935,6.829356542139188,1.9180755822810909,0.1660689622695447,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,19330.26146697998,22495.561809539795,70460.445068359375,77656.76525878906,55737.4841003418,64996.944915771484,44595.68355560303,79973.50549316406,73052.84490966797,76264.00668334961,71540.74481201172
Lyso_PI(18:4) | PI (18:4)_2,-0.6268759108240645,6.798704864145311,1.763850689814717,0.18414493919248817,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,16677.261222839355,21912.30149078369,67203.64419555664,86024.38589477539,57006.963928222656,58346.92401123047,43000.94285964966,79983.64639282227,71221.40557861328,69600.4850769043,71871.50671386719
Lyso_PI(19:0),-0.6131583772021896,9.202023754112652,1.6859279940581473,0.19413862009625812,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,45698.52276611328,87234.506591796875,482824.270690918,432946.1262817383,122232.46685028076,257660.8764038086,277533.9567565918,371650.0692749024,304500.24017333984,391521.5315246582,574804.6939086914
Lyso_PI(19:1),-0.7640691055734011,8.15532300450473,2.6454667301914014,0.10384565432398218,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,49899.883251190186,61288.58380126953,199263.63305664065,330522.5059814453,8759.680561065674,131175.3076171875,112231.04776000977,244452.3192138672,238804.26306152344,142307.70880126953,129182.14990234376
Lyso_PI(20:0) | PI (20:0),-0.5553848373340644,7.529117238138147,1.377317370347555,0.24055862574847645,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,20440.24147033692,19930.66131591797,106673.32723999023,183736.17178344727,180514.827835083,62549.44488525391,66212.50346374512,144194.06985473633,141523.2869873047,90995.88668823242,73873.18661499023
Lyso_PI(20:0) | PI (20:0)_2,-0.5325798851216654,7.505493075173892,1.2643745581176518,0.2608246678485404,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,18254.241271972656,22328.92156982422,105164.82763671876,181401.75067138672,178818.23100280762,60833.4248046875,67648.86587524414,146254.68990325928,130837.2495727539,89151.54725646973,72112.00497436523
Lyso_PI(20:1),-0.4077221879034966,8.011447497933446,0.733922646096687,0.3916146536659848,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,51468.18369293213,79317.16619873047,151939.70959472656,210627.9747314453,129286.1279296875,151903.49047851562,122599.08813476562,160203.2314453125,162164.15161132812,168143.25170898438,116070.16857910156
Lyso_PI(20:2) | PI (20:2),-0.5109181260358435,9.932250478599624,1.1617512682369124,0.28110263872090796,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,130259.14949417114,37201.602478027344,561861.8635864258,696503.4417114258,381435.29878234863,1170886.2150268557,595144.7265930176,505923.1332397461,1106084.9411621094,544474.81298828125,67286.24493408203
Lyso_PI(20:2) | PI (20:2)_2,-0.523006951854415,9.926408195780239,1.2184913981691352,0.2696569190223477,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,149225.45265197754,37587.6025390625,556768.84765625,702651.9847412109,383117.60021972656,1106764.4852600098,611715.9055175781,497973.990234375,1103466.2647705078,559198.289932251,65474.80474853516
Lyso_PI(20:3) | PI (20:3),-0.3506208844775192,6.714395414117557,0.5402377241991871,0.4623342225403939,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,18872.201274871823,20523.92153930664,72605.68594360352,81527.62503051758,53147.68426513672,64936.6848449707,51471.98324584961,58993.72412109375,73654.44584655762,58848.04365539551,56375.3434753418
Lyso_PI(20:3) | PI (20:3)_2,-0.3489358091849628,6.682016976018098,0.5349827226580146,0.4645195195115564,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,19539.40131378174,21250.781448364258,69017.185546875,75601.82522583008,51563.663650512695,62434.70349121094,50948.684005737305,56435.00396728516,71562.02555847168,56835.805000305176,60533.74481201172
Lyso_PI(20:4) | PI (20:4),-0.6450769564160528,6.910067709423255,1.8702028497991705,0.17145184868005653,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,19654.32146835327,17632.92108154297,87106.1657409668,93804.50717163086,55227.74401855469,68848.70486450195,46114.06354904175,94095.04693603516,84363.58575439453,69927.06451416016,60508.06425476074
Lyso_PI(20:4) | PI (20:4)_2,-0.5124006865265144,6.940632085276762,1.1685723057007635,0.27969478752591703,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,23932.98192214966,22660.181610107426,89753.96673583984,94955.28762817384,51825.86293029785,79732.8257446289,46581.12242889404,87761.36540222168,83724.88659667969,68896.7045135498,61764.72494506836
Lyso_PI(20:5) | PI (20:5),-0.436474484548184,6.912225472950938,0.8429652054865073,0.35855009537023547,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,22629.86193847656,30076.642120361328,79494.80603027344,83452.42471313477,49164.38345336914,70780.54507446289,60477.24395751953,75278.1654663086,73108.32537841797,72705.96603393555,77241.46475219727
Lyso_PI(20:5) | PI (20:5)_2,-0.4409850478636446,6.953144084577076,0.8607836870137362,0.3535194752611054,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,20474.361476898197,30622.52243041992,88005.42596435547,90480.06634521484,50102.02349853516,72338.08581542969,56796.96453857422,76912.7063293457,75141.545166015625,76514.56466674805,78202.38619995117
Lyso_PI(21:0),-0.31992108582649664,7.545661647629404,0.44866051238841465,0.5029717429532131,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,30531.10185623169,30948.36196899414,91590.28720092772,116714.64852905272,264638.57638549805,101205.84634399414,61749.58438110352,90487.30712890624,106023.14736938477,156552.9949798584,63325.7650756836
Lyso_PI(22:0) | PI (22:0),-0.8830874424122102,7.901088887276228,3.560966735883995,0.05915327896318704,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,63197.42398071289,37486.88262939453,140767.548828125,162554.51013183594,125089.00979614258,115492.04849243164,94750.1669921875,210111.9931640625,230140.8342895508,122210.96966552734,87955.046630859375
Lyso_PI(22:0) | PI (22:0)_2,-0.8582010277500166,7.906318530623031,3.357861059352217,0.06688488968433716,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,64426.34423828125,35168.702365875244,141808.4517211914,165958.17218017578,131778.3096923828,116161.00805664062,93034.2880859375,206922.8153076172,233247.6756591797,119523.36868286131,87932.9253540039
Lyso_PI(22:1) | PI (22:1),-0.4197228226590345,6.786196116107607,0.7784711107962039,0.37760913664625706,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,24217.241607666016,26316.72204589844,61129.96496582031,93709.68716430664,66833.24462890625,55431.84411621094,45021.54254150391,60274.60552978516,68230.50482177734,77238.3860168457,63170.44467163086
Lyso_PI(22:1) | PI (22:1)_2,-0.4591006023642093,6.697515753274545,0.9342671790219867,0.3337565505816802,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,25263.66162109375,25449.00187683105,56105.20346069336,84807.12655639648,60314.784744262695,53557.20397949219,43399.06335449219,58132.86344909668,62749.44396972656,77494.32461547852,55785.18338012695
Lyso_PI(22:2) | PI (22:2),-0.408568832045959,6.515689422847227,0.736984448707517,0.3906285823729238,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,18399.001556396484,17725.281211853027,59695.10395812988,67441.2451171875,53020.74375152588,54673.72396850586,41852.26216125488,54786.64501953125,57248.22416687012,59025.20384979248,48115.70307922363
Lyso_PI(22:2) | PI (22:2)_2,-0.4068328858459565,6.4946246918040575,0.730632603499501,0.3926782139112079,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,15487.201053619385,16514.36127471924,60088.64375305176,62036.66416931152,51048.16374206543,55382.54476928711,43283.28317260742,51497.124282836914,57445.044189453125,57131.86425018311,53404.66319274902
Lyso_PI(22:4) | PI (22:4),-0.44128687497246577,6.861981661515594,0.8619824686173843,0.35318450592166023,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,21636.241695404053,24625.58140563965,83175.56524658203,87811.326171875,63331.00454711914,74127.18493652344,53155.38377380371,83404.62515258789,81822.56588745117,61864.20378112793,44389.12341308594
Lyso_PI(22:4) | PI (22:4)_2,-0.473508111310807,6.864542521101444,0.9949440595606802,0.3185369979679162,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,24077.02137756348,23038.22187805176,80308.14596557617,89013.9653930664,63792.02368164063,71487.344970703125,51183.723724365234,82985.666015625,84073.0647277832,62778.22422790527,46897.20364379883
Lyso_PI(22:6) | PI (22:6),-0.4680909883265788,7.144638666753262,0.971912063993841,0.3242037782028321,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,25573.12173461914,24869.0018157959,92250.28704833984,114139.36856079102,92995.88725280762,76259.06536865234,56531.24353027344,98876.60757446288,102606.70626831056,71226.36471557617,69642.30505371094
Lyso_PI(22:6) | PI (22:6)_2,-0.48888923178273136,7.152246228242147,1.0618982415960545,0.3027826390637934,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PI,26357.521926879883,22629.261688232426,94289.00485229492,110340.20837402344,95767.906494140625,77209.24542236328,58325.80438232422,98567.90661621094,103973.60610961914,75750.14443206787,66985.02429199219
Lyso_PS(12:0) | PS (12:0),-0.18512186789835308,6.6516128601084965,0.14851766131538113,0.6999559779921607,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,40529.18291854858,40379.86267852783,17560.501140594482,30860.882347106937,70555.785400390625,64657.30401611328,77741.00494384766,19289.22120285034,68058.22454833984,80249.44561767578,70351.16497802734
Lyso_PS(12:0) | PS (12:0)_2,-0.1811500888727456,6.64330534401366,0.14216415089731527,0.706138962228309,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,41123.04288482666,37503.60297012329,20239.181621551517,28622.24241638184,76382.52453613281,61082.52456665039,79008.08508300781,18242.98126220703,69191.96423339844,80427.02575683594,66672.48522949219
Lyso_PS(13:0) | PS (12:0),-0.2868180679028105,7.252161742712716,0.35962299737184367,0.5487156876726683,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,67089.68535995483,65955.86489486694,28188.181789398197,30142.342361450195,111091.10729980467,91875.1866455078,113592.12817382812,25317.381942749023,130069.4892578125,113651.88793945312,104050.64685058594
Lyso_PS(13:0) | PS (12:0)_2,-0.39932106088638725,7.291130270088696,0.7035045760403591,0.40160860564410267,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,63312.98459625244,64318.90487289429,28940.301986694336,31942.782302856445,107747.88830566406,97402.467041015625,112449.1279296875,26570.1819190979,142223.51025390625,121043.34887695312,109224.1280517578
Lyso_PS(14:0),-0.125262002157801,6.81597753181689,0.06764357509018737,0.794799145530704,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,35875.96283721924,28089.121921539307,19024.381217956543,33198.201583862305,109584.58709716795,84214.98571777344,106847.38720703124,20055.721435546875,84163.9857788086,89919.20553588867,51522.92321777344
Lyso_PS(14:1) | PS (14:1),0.2513664255084764,10.74140558569816,0.26292134312097915,0.6081202191858834,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,386697.8882446289,239045.85823440552,266529.4800186157,723045.74755859375,2416793.9765625,1442131.3994140625,1858569.201171875,310130.40630340576,1328409.751953125,957770.10693359375,359968.5234375
Lyso_PS(14:1) | PS (14:1)_2,0.22061919647109832,10.743905901032774,0.20315131900133565,0.6521891264485852,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,386757.7848854065,228577.01641845703,278942.3008422852,751346.8651123047,2363559.783203125,1425891.8232421875,1875401.0864257808,383025.9913635254,1297693.3178710938,953562.97314453125,350454.306640625
Lyso_PS(15:0) | PSo (16:0),-0.200379670053185,6.663777861894749,0.17423858117308555,0.6763719952187656,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,42106.923080444336,10335.880744934082,21079.141624450684,23106.281719207764,85585.96618652344,89865.86529541016,82270.00601196289,26436.22201538086,37403.04232406616,109502.98776245116,58220.9235534668
Lyso_PS(15:0) | PSo (16:0)_2,-0.22763220837400505,6.2819616812481005,0.22537999029736966,0.6349708600367839,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,29677.882411956787,7451.060451507568,7019.320518493652,3101.360218048096,85501.26641845703,87161.04721069336,86412.7857055664,26146.182167053223,6355.960464477539,117999.20974731444,3366.4802589416504
Lyso_PS(15:1),-0.2638279047341356,7.4319100336037565,0.30369612613139907,0.5815745064359952,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,46994.00308990479,46781.4033203125,22129.921558380127,59107.36399459839,130979.0698852539,102316.28698730467,121506.92895507812,15610.56116104126,123523.27069091795,134542.82971191406,184590.2139892578
Lyso_PS(16:0) | PS (16:0),0.25068822419483344,6.333395394823992,0.261501099636007,0.6090907498653603,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,1462.1001052856443,1468.0801048278809,1464.320110321045,1460.9600982666016,133364.57022094727,98567.60806274414,124966.19073486328,1461.380107879639,1574.340103149414,123650.07180786131,1584.6001014709473
Lyso_PS(16:0) | PS (16:0)_2,0.28145665242697415,6.362101426231068,0.32862163311438053,0.5664718498341691,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,1462.1800918579102,1464.6000938415527,1476.9000968933103,1466.6401023864746,141001.18823242188,104074.607421875,121338.04956054688,1462.1801109313965,1583.0200996398926,124145.52978515624,1695.0401153564453
Lyso_PS(16:1) | PS (16:1),0.12099529392141779,5.529876599972331,0.06169010783833073,0.8038443258191629,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,1611.7601127624512,1605.1201171875,1463.8400955200195,1549.7201042175293,69251.94485473633,59162.12438964844,66784.6439819336,1461.0801048278809,1762.2401161193848,74017.16516113281,1461.7800941467283
Lyso_PS(16:1) | PS (16:1)_2,0.053032108244716755,5.580714502599725,0.011927807330721407,0.9130323586044087,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,1461.840106964111,1480.9200897216797,1464.60009765625,1506.360092163086,65641.16519165039,66995.9047241211,66396.2847290039,1542.3000984191897,1519.4201011657717,79614.04510498047,1661.680118560791
Lyso_PS(17:0) | PSo (18:0),0.15585202617839058,10.878737468151915,0.10202500005834736,0.7494129559789802,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,411613.6048965454,219361.6747894287,393649.284034729,1010029.682861328,2589490.008300781,1496242.6928710938,1880516.935546875,424428.30490493774,1814764.333984375,786981.4775390625,320243.1005859375
Lyso_PS(17:0) | PSo (18:0)_2,0.20911211238269917,10.910653025320482,0.1827189241303131,0.6690469776580391,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,420836.767288208,208020.2352256775,393516.7474327088,947656.8311767578,2697833.5893554688,1578359.8095703125,2035057.6142578125,461631.9895095825,1715572.9594726562,833217.57373046875,306518.5986328125
Lyso_PS(17:0) | PSo (18:0)_3,0.21357107619796178,10.88686621603761,0.19051078709890135,0.6624918334924356,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,358774.341506958,190187.8539199829,149694.4507637024,870793.7777099609,2825750.7607421875,1659603.2670898438,2133670.084472656,469982.4132461548,1618029.431640625,868063.90673828125,282656.58251953125
Lyso_PS(17:1) | PSp (18:0),-0.19994781762514283,6.455033248961624,0.17347992447867,0.6770374272307991,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,22376.7815322876,18442.22137069702,17037.38104248047,20326.64153289795,89973.02630615234,56818.244384765625,82552.44650268555,12817.720882415771,56559.904052734375,80510.62548828125,56043.78454589844
Lyso_PS(17:1) | PSp (18:0)_2,-0.28281300961627404,6.4453168643978644,0.3495202078756847,0.5543848544685155,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,22598.6017036438,19047.681308746334,9049.580646514893,22568.82148742676,88361.52572631836,57330.34414672852,81121.12564086914,13229.40069961548,55557.22415161133,86120.0258178711,54849.64300537109
Lyso_PS(17:2),-0.3305068552260269,6.385331662018663,0.47923159548372496,0.48877057857966216,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,27559.801918029785,24899.18170166016,17015.300937652588,24151.08168792725,57510.04473876953,50176.52365112305,60029.52426147461,16782.24112701416,61554.02429199219,62716.904052734375,76558.74655151367
Lyso_PS(18:0) | PS (18:0),-0.175529018161757,6.4570743215735495,0.1334109326867292,0.7149213544969357,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,35906.20281982422,34645.342334747314,30125.28234863281,31803.30191040039,84801.46618270874,59853.704528808594,7822.320690155029,24603.781776428223,95651.22686767578,17924.9012260437,81131.58502197266
Lyso_PS(18:0) | PS (18:0)_2,-0.5438458682595215,6.147072750534107,1.319433403001316,0.25069376243990743,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,39160.10260391235,35935.66244125366,17383.781337738037,31220.722663879395,18671.841175079346,41798.14281463623,3706.840297698975,24906.98137664795,93131.72692871094,3684.180313110352,85181.74688720703
Lyso_PS(18:1) | PS (18:1),-0.16601164238838156,6.234738479780973,0.11923512381326873,0.7298655444321702,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,33183.24239730835,31371.542274475098,19576.62127304077,12476.380844116213,58371.484466552734,46029.16339111328,45845.94305038452,10629.680770874023,58000.303955078125,51605.28424453735,64813.48416137695
Lyso_PS(18:1) | PS (18:1)_2,-0.28984122808070584,6.167505281159296,0.3673137772749442,0.5444721429294325,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,29117.50196456909,30154.882194519043,10031.400760650637,21673.08134460449,53223.34387588501,47070.60305786133,35545.58208465576,16266.480991363524,60616.84436035156,42765.422565460205,64689.94519042969
Lyso_PS(18:2) | PS (18:2),-0.4130454957094118,6.15694817112325,0.753466760064839,0.38538084879254353,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,24224.601444244385,20752.38147354126,15020.741409301758,21420.321769714355,43043.58302307129,41076.00286865234,53316.04391479492,17863.861656188965,49676.1432800293,57309.12399291992,64214.78381347656
Lyso_PS(18:2) | PS (18:2)_2,-0.44279851205933546,6.103538027510889,0.867952310539863,0.35152282004562496,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,25029.78169631958,22810.42158126831,9706.16067123413,17081.340896606445,41809.24337768555,38161.6628112793,52952.86395263672,15964.701187133787,49458.98310852051,55935.32440185547,63530.50405883789
Lyso_PS(18:3) | PS (18:3),-0.6295594015677398,7.448971881921029,1.779357110726778,0.18222828935384647,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,38517.86332321167,28044.04195022583,18427.06148147583,68636.20463562012,103780.26858520508,92691.225341796875,107744.72836303712,44048.26361083984,133652.51055908203,123558.8699645996,226295.8097229004
Lyso_PS(18:3) | PS (18:3)_2,-0.4891256134726127,7.470383933226746,1.0629465676402106,0.3025441020574538,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,37322.96241760254,24963.621936798096,48645.52332687378,74038.4651260376,100572.3074645996,92746.68734741212,111254.12893676758,41840.64217376709,138063.4086303711,112453.10803222656,221567.43829345703
Lyso_PS(18:4),-0.5113117484347952,6.326178461337709,1.1634737428366861,0.2807462800212269,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,24473.341957092285,20641.26153945923,17068.201263427734,25127.682006835938,57889.10363769531,52804.8837890625,53523.863830566406,16549.321159362793,57154.8445892334,79693.5453491211,58961.74395751953
Lyso_PS(18:4)_2,-0.4838838694975249,6.277380107651795,1.0398159124242756,0.30786428966959256,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,24956.72173690796,19101.38132095337,9277.200714111328,26114.402114868164,54973.72351074219,52969.06381225586,53605.60345458984,10776.42073059082,55540.363861083984,78901.34533691406,61272.443908691406
Lyso_PS(19:0),-0.7420124224193142,6.71283454648528,2.491105675103654,0.11449126586805618,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,40405.20288467407,32889.46223449707,19128.801414489742,26180.341594696045,52864.1237449646,43118.84292984009,48667.54322814941,18280.461502075195,117052.50885009766,57614.90408325195,133982.76724243164
Lyso_PS(19:1),-0.5973367226420787,5.916916239192299,1.598012139896582,0.20618514712035038,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,27707.58221054077,26409.661903381348,18211.821186065677,21989.001274108887,22353.461757659912,16191.92098236084,34003.7622795105,16259.401050567629,58639.34323120117,35081.30269622803,64479.6432800293
Lyso_PS(20:0) | PS (20:0),-0.18484957467742022,6.636860726307813,0.14807723360900127,0.7003796361860689,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,44825.783203125,39243.92268371582,21530.86117172241,25618.64199066162,66530.96484375,62854.98486328125,70735.30532836914,19596.921489715576,69460.705322265625,73896.105712890625,76737.625244140625
Lyso_PS(20:0) | PS (20:0)_2,-0.2637013935779716,6.609730780125984,0.30339219377128757,0.581763593712864,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,48978.423828125,36076.08280181885,13989.620933532717,23356.32201385498,67135.76397705078,61273.12377929688,69053.38482666016,17485.781230926514,74299.04510498047,75420.42492675781,73232.0855102539
Lyso_PS(20:1) | PS (20:1),-0.2038283671454123,7.812809893476733,0.18034866584093834,0.671073773725693,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,116344.36853027344,104617.2681274414,35128.26257324219,42480.743019104,138532.6297607422,161057.83251953125,157827.91186523438,37320.10265350342,194790.09301757807,149875.99047851562,153981.72924804688
Lyso_PS(20:1) | PS (20:1)_2,-0.1370047039402274,7.786998975182654,0.08100706471486774,0.7759372786610157,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,116032.32788085938,104730.72741317748,46251.62301635742,56013.084533691406,133789.8682861328,151243.49084472656,150870.13012695312,35080.522747039795,187523.0125732422,143311.3115234375,146052.58984375
Lyso_PS(20:3) | PS (20:3),-0.48758049605239034,6.302101064159506,1.0560614618525506,0.30411519616123517,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,24391.56170654297,22307.701667785645,22304.54093170166,19996.621520996097,46543.82398986816,43513.18316650391,57729.8434753418,16564.40135574341,64366.364685058594,61856.12399291992,72401.92562866211
Lyso_PS(20:3) | PS (20:3)_2,-0.412150388087936,6.271540114348185,0.7501568427956613,0.3864265779595664,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,27867.22186279297,22191.761489868164,18255.94122314453,18256.04118347168,49311.224029541016,46476.843185424805,51251.36389160156,19393.101360321045,57103.34346008301,57024.8229675293,73284.9259185791
Lyso_PS(20:4) | PS (20:4),-0.37949007946186575,6.011025833795183,0.6343093475998103,0.42577900889858533,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,26970.88163757324,23299.421905517574,16099.041164398192,17417.341526031494,40279.94253540039,36422.5422668457,39308.10266113281,12888.220825195312,45566.3427734375,53880.5832824707,56449.204010009766
Lyso_PS(20:4) | PS (20:4)_2,-0.4286548951692256,5.984383759228944,0.8124808390721228,0.36738780492706574,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,25625.622009277344,22559.901473999023,9024.160606384276,14454.381145477297,39108.68250274658,37333.86274719238,43483.46263122559,8182.720539093018,46340.403411865234,57662.00411987305,57925.26445007324
Lyso_PS(20:5) | PS (20:5),-0.20050344725394326,6.978239060271607,0.1744575800697703,0.676180223647412,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,60708.68420410156,59290.44467163086,26863.941886901852,36529.64253616333,73986.92468261719,67697.34533691406,80760.22619628906,23233.94165802002,89696.90643310547,89774.066162109375,110512.24768066406
Lyso_PS(20:5) | PS (20:5)_2,-0.3201988031537974,7.057957050997234,0.44943991188597465,0.5026010513269712,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,64102.76452636719,61786.80438232422,31295.58213043213,41415.50313568115,75139.9652709961,61447.444580078125,83352.88568115234,35906.62232589722,99509.1279296875,90331.72637939452,115041.00830078124
Lyso_PS(21:0),-0.3347179235272251,6.526791155111572,0.4916979818226537,0.4831708498329265,0.9994260028005292,7,3,Brain Region_ cortex,Genotype_ WT | Brain Region_ diencephalon,PS,30573.382049560547,22683.28150177002,17912.50141143799,15246.500869750977,77235.64570617676,72234.92599487305,70783.10527038574,23445.341705322266,61650.46463012695,79872.5450592041,61911.62396240234
