lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,10xBlank_01202023
PG (24:0),-0.13557366235334126,7.237633101175471,0.08494933816450612,0.7706989985243962,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,75010.72607421875,95667.9059753418,101553.74723815918,53127.10417175293,90617.20492553712,108425.7279663086,60099.38528442383,95325.42694091795,105818.68759155272,44715.28372192383
PG (24:1),0.002979416625370974,7.558203390884125,4.089671665497008e-5,0.99489751986515,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,109177.02758789062,112716.06787109376,106247.08801269533,95172.46716308594,96555.606689453125,107814.70776367188,102523.80712890624,101890.18725585938,107324.7078857422,89024.44677734375
PG (26:0),0.0989111848674954,6.916382535493471,0.04495238205507235,0.8320916122019599,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,66235.84509277344,84886.80572509766,74311.68463134766,46195.34280395508,58374.72375488281,67901.64450073242,53811.32443237305,69080.32556152344,58074.4436340332,77219.28582763672
PG (28:0),-0.08366751817483069,10.384486027045059,0.03231913078161597,0.8573290359153841,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,718908.9151000977,670174.6101074219,650422.0460205078,680955.0684814453,826968.3687744141,816771.732421875,736989.5354614258,727348.2096557617,786074.7878417969,642308.7884521484
PG (28:1),0.009326650398924474,6.981838901503569,4.006788253718696e-4,0.9840298404080503,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,69539.72497558594,81051.105224609375,73453.96551513672,59529.96441650391,61926.12438964844,76626.22595214844,65540.96484375,68795.524658203125,66357.14373779297,66218.52410888672
PG (28:2),-0.01586472955926425,6.643318459752721,0.0011600587945395091,0.9728295957177554,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,53529.94366455078,50906.14373779297,60729.04376220703,38068.5224609375,44777.60345458984,56898.7239074707,48334.52359008789,49241.383361816406,48001.30319213867,85055.92672729492
PG (30:0),-0.006662288524406868,7.2382510293147355,2.0453858815017156e-4,0.9885892843357623,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,81537.986083984375,98035.7862548828,80108.8060913086,68573.1455078125,90816.98699951172,87563.66687011719,73238.14440917969,99541.10772705078,82987.365234375,63750.92449951172
PG (30:1),-0.06476776873199516,6.474435271009524,0.019357260423703337,0.8893471282092945,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,52076.263427734375,56070.34362792969,50230.44332885742,41905.222747802734,41835.14291381836,56729.98385620117,48126.76364135742,55123.92353820801,45026.88320922852,40275.58282470703
PG (30:2),-0.056385504939757414,6.596906574487326,0.01466825216948564,0.9036018810351035,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,63196.82540893555,57632.56311035156,56427.523529052734,40607.88272094727,41277.02262878418,67671.5845336914,55108.96371459961,52014.78283691406,42471.76290893555,52244.96357727051
PG (30:3),-0.14184499594389322,6.771335500994728,0.09300009026787848,0.7603972559400233,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,62836.44418334961,65559.02520751953,58737.66400146485,45472.78323364258,54388.44338989258,80264.76602172852,49391.28369140625,64444.065200805664,61979.42498779297,53280.26364135742
PG (30:4),-0.05315615404765155,6.391864755241198,0.013035037432615582,0.9091021701119109,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,47431.04391479492,51552.94409179688,45182.62298583984,35421.26232910156,44195.46307373047,55495.7236328125,43390.92321777344,44866.08331298828,44173.02355957031,45092.143463134766
PG (32:0),-0.10041369838521706,7.4921249215701025,0.046566898041419336,0.8291486006955306,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,102661.30920410156,122131.96990966795,90913.38623046876,78924.9262084961,97710.2476196289,110267.2474975586,94173.0069580078,120860.2699584961,103335.9873046875,68149.18524169922
PG (32:1),-0.06972051697009025,6.958156210208331,0.022434053024426248,0.8809381768477976,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,68470.18572998047,75817.4644165039,76655.34420776367,68881.66543579102,59248.243103027344,74876.6849822998,61783.06478881836,95037.5283203125,66439.16555786133,39920.783111572266
PG (32:2),0.10273726562380611,9.515430342790886,0.04849448180902982,0.8257040057699906,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,392078.5076293945,398096.9477539063,512530.8069458008,582529.606628418,395898.5482788086,421410.26861572266,265542.6328735352,625595.9060668945,428424.1611328125,62236.564208984375
PG (32:3),-0.10619892524502218,6.70812417470841,0.05209226062578409,0.8194617730137835,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,63209.6640625,65859.7043762207,58968.36376953125,49142.40414428711,46723.10299682617,72947.80572509766,57634.34423828125,61466.68438720703,54548.10339355469,43656.64297485352
PG (32:4),-0.16532445428484058,6.939199378674771,0.12639602121157628,0.7221984308098545,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,71272.84426879883,69176.14544677734,57781.50408935547,64012.52453613281,66856.82427978516,78420.94567871094,67730.86389160156,70689.12478637695,82292.44641113281,43767.94314575195
PG (34:0),0.03555187534320537,6.900525025427317,0.005817908463541244,0.9392001437433085,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,66877.004150390625,83671.3861694336,68513.7046508789,54289.243560791016,64896.94482421875,75389.54537963867,57950.66375732422,75363.00567626953,59227.40447998047,49477.183349609375
PG (34:1),-0.018449852799798064,7.292085723111753,0.0015690765728777478,0.9684028021974042,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,97016.3271484375,110687.7080078125,94483.4663696289,71242.86572265625,70110.50451660156,98759.027587890625,75341.0654296875,104941.1082763672,83637.0458984375,58451.98461914063
PG (34:2),-0.09327129057668565,6.780390021725744,0.040170602129251165,0.84114738665693,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,62951.82421875,66409.44396972656,70047.14520263672,53909.76425170898,46673.04379272461,72865.54510498047,59468.704833984375,66565.54452514648,59144.98461914063,45983.30322265625
PG (34:3),-0.010509214503807669,6.7777522437950095,5.089827858455465e-4,0.9820007351034752,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,72619.38543701172,65866.825439453125,62880.80453491211,51316.90350341797,50856.38357543945,72847.94598388672,58371.24456787109,59765.58447265625,55731.06414794922,50424.14373779297
PG (34:4),-0.02727840886797865,6.684696640849611,0.0034306811025999195,0.953293000099416,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,59670.64373779297,65237.984802246094,56091.54336547852,51233.14318847656,51276.02380371094,65700.20458984375,51828.84368896485,58445.26416015625,57604.16400146485,45698.94369506836
PG (34:5),-0.11575201365156788,7.490274932500642,0.06190005439930246,0.8035176451703221,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,114854.7078552246,113787.20703125,96956.06671142578,81746.66543579102,82222.4260559082,136217.45016479492,106144.8264465332,89846.84503173828,94560.66693115234,70728.80438232422
PG (34:5)_2,-0.08031298906001395,7.396835100315204,0.029776153287230045,0.8629991184360029,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,109379.72705078124,116243.6484375,92314.26574707033,68555.92572021484,75991.68591308594,120037.7671508789,94973.30615234376,87226.1467590332,90437.16638183594,70120.16534423828
PG (34:6),0.46195710574981846,7.25325217043852,0.9676723025531828,0.32526138676586425,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,70648.46466064453,76898.20538330078,68447.42443847656,56236.7038269043,205641.6192626953,82189.62564086914,61685.08441162109,88466.5267944336,61463.224182128906,49891.1640625
PG (36:0),0.03743945160109362,7.930016751837403,0.006451962357232333,0.9359794845943433,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,155276.81091308594,160520.53149414062,145426.36944580078,104161.4268798828,119120.2685546875,163240.29028320312,133486.2294921875,120362.70886230467,120062.92929077148,112770.00897216795
PG (36:1),0.3826466582970846,8.704412728827805,0.666149389844577,0.4143973349101026,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,327750.125,465343.634765625,241880.8974609375,163990.11303710938,152643.41088867188,319739.82080078125,168404.01171875,166981.65258789062,166357.49145507812,142614.4111328125
PG (36:2),0.42390983490419953,8.33566932682383,0.8161790529456994,0.36629969473267715,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,210270.61474609372,295363.35888671875,291566.50341796875,135456.6688232422,147769.42932128906,224894.81396484372,156952.45068359375,136565.0096435547,124319.60900878906,75807.625
PG (36:3),-0.03796662428316923,6.782959975356513,0.006647551189757905,0.9350184668011075,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,64602.94482421875,65802.70471191406,74620.64590454102,51583.30340576172,48415.143463134766,72386.58462524414,59820.203552246094,62004.74420166016,58023.80438232422,47194.82287597656
PG (36:4),-0.01909975959604055,7.026002896283897,0.001681575400652946,0.9672903022260853,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,81562.94561767578,79938.54602050781,73942.565673828125,60300.66430664063,60757.76446533203,84260.36657714844,71186.665283203125,70165.92352294922,65921.06439208984,64116.6244506836
PG (36:5),-0.05309137961191273,6.623653810925159,0.013003469986983873,0.9092118253664369,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,60590.14431762695,64185.92456054688,54459.46401977539,45094.44317626953,46931.08288574219,63652.20468139648,56045.08367919922,55682.70397949219,51790.00421142578,42303.02325439453
PG (36:6),-0.06133199048848372,6.6674184336239755,0.017356845692006573,0.8951856886553153,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,63522.98452758789,65156.74542236328,56194.36380004883,50280.56369018555,49347.50354003906,70225.76593017578,54638.98431396485,63869.40368652344,51691.30374145508,35202.042388916016
PG (36:7),0.0605465618837567,6.966458327837964,0.016862557426691183,0.8966804273674779,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,71985.40545654297,77834.86557006836,81653.72518920898,66273.86456298828,66902.44519042969,77981.225830078125,60613.324645996094,76128.12466430664,68683.0655670166,40557.30270385742
PG (36:8),0.16137605636200802,8.963772721787164,0.11943401204007387,0.7296491615616436,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,296234.89935302734,296965.7359008789,341300.18225097656,369803.4525146485,271330.4959716797,292627.7795410156,193368.9156494141,387173.6243286133,277586.1055297852,56242.58441162109
PG (38:0) | PGp (40:6),0.2457553461969807,8.167449413109832,0.27619883242641663,0.5992035295043152,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,171645.53173828125,186674.55206298828,231502.2156982422,186827.71124267575,146874.11010742188,167925.13342285156,124772.2085571289,198558.65600585935,141366.56799316406,45743.74346923828
PG (38:1),0.29102090555374116,7.54128922050996,0.3866787362908326,0.5340503858065428,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,115862.64855957033,144494.67224121094,154156.64916992188,97556.76593017578,82408.92608642578,105921.36688232422,90607.34552001952,106595.76861572266,87448.78564453125,49655.80303955078
PG (38:2),0.42717283385498195,8.085538050636961,0.8286761170052162,0.3626556231033073,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,162822.4302368164,183788.2542724609,293659.704284668,161890.5516052246,116573.74868774414,143769.7691040039,135439.39141845703,174621.65255737305,98696.74505615234,48587.86279296875
PG (38:3),0.3412108878677523,7.101490844359721,0.530539081221832,0.46638030671090247,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,84256.14660644531,103815.64666748048,123004.24932861328,67932.84490966797,58492.76458740234,79688.54602050781,70741.84423828125,67800.78381347656,58550.32345581055,45920.02325439453
PG (38:4),0.14428421654920945,7.516814432227352,0.09552369910079506,0.7572689754927044,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,124769.32934570312,152429.77026367188,108377.70751953124,80060.46661376953,85231.92596435547,126488.54956054688,90277.52606201172,90394.206787109375,92182.96667480467,61057.76440429688
PG (38:5),-0.06560406303048659,6.928562118331327,0.019861219684344178,0.8879253688203101,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,71816.18493652344,80462.56622314453,73143.405517578125,56772.623291015625,55807.96441650391,80117.82525634766,63794.76446533203,72651.28466796875,68546.224853515625,46921.72302246094
PG (38:6),-0.04295781400206603,7.072589653543074,0.008511384146345335,0.9264937220460454,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,80243.22497558594,83531.10577392578,85172.24615478516,71672.02618408203,62291.72412109375,93351.48645019533,65490.14456176758,93411.406494140625,67631.82458496094,41587.90274047852
PG (38:7),0.21495604253418849,8.671144637163666,0.21153429345758923,0.6455674893234397,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,235963.1780395508,212291.1159057617,296591.3388977051,379159.5712585449,182919.5133666992,229901.9549560547,161570.07202148438,350485.86111450195,182212.89190673828,47670.643798828125
PG (38:8),0.10678543196193213,6.9808279599531105,0.052382657612156436,0.8189679533685987,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,72259.22421264648,81806.74505615234,94550.08639526369,65800.88488769531,58871.28411865234,75823.2456665039,69245.04504394531,70308.88424682617,64020.744689941406,43721.88293457031
PG (38:9),0.20096587188473075,7.384985967918044,0.18497793036817722,0.6671297323614092,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,100570.40673828124,102260.98614501952,146055.21295166016,95365.22686767578,71459.66516113281,95750.58721923828,78785.52627563477,112607.68743896484,75827.7045288086,48835.36358642578
PG (40:0) | PGp (42:6),-0.05112776182275255,9.170357692780085,0.012059536757078604,0.9125553633708009,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,323370.88092041016,299949.12396240234,297352.6412353516,263359.6002807617,277818.641784668,359981.8244628906,318848.2037353516,273436.478515625,273960.65966796875,414513.41119384766
PG (40:0) | PGp (42:6)_2,-0.044948258051364584,9.065029396040556,0.009319198068169499,0.9230948886142205,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,298972.8729248047,283724.8239135742,277558.0202636719,243686.5756225586,261725.3572998047,327849.5430908203,292347.3389892578,255408.5947265625,264658.8729248047,379299.68127441406
PG (40:1),-0.03042571778739075,6.629639632912127,0.004268318130925763,0.9479093725311818,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,61322.64392089844,67440.464111328125,54508.62457275391,45627.543060302734,47570.14315795898,67263.86441040039,50071.84387207031,63952.144958496094,47450.92346191406,39614.50277709961
PG (40:10),-0.3951189754982736,9.138100500007813,0.7244148344154837,0.39469957059680427,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PG,310347.1228027344,266139.2975769043,440369.03125,260231.598815918,233162.5552368164,384750.243347168,132398.00854492188,845022.247467041,280562.9995727539,41414.763244628906
