lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M1-WT-cerebellum10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,DOD100-M1-WT-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M5FAD173-WT-Diencephalon10x_01192023,10xBlank_01202023
PI (38:0) | PIp (40:6)_2,-0.24274641821228957,6.6667001702373705,0.14630009177744796,0.7020964988280853,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,27777.48183441162,58366.984130859375,57849.24368286133,57104.423828125,59609.86474609375,55243.6237487793,39103.42330932617
PI (38:1),-0.276000482608877,6.522262916665376,0.18906309004296418,0.6636975460548762,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,19798.741458892822,63164.94525146485,48892.54281616211,49401.9635925293,55624.02359008789,53526.56369018555,33391.98225402832
PI (38:2),-0.28668095784401215,6.768610044872299,0.2039566934560071,0.651545895188483,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,21971.981719970703,89477.72741699219,50176.443603515625,63591.30352783203,68126.08534240723,60695.98410797119,34534.48245239258
PI (38:3),0.16079704142677606,7.788625669238925,0.06423891214944888,0.7999174308937843,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,24384.20163345337,327755.12048339844,80077.14532470703,100099.98727416992,174208.31201171875,90154.30599975586,29888.84211730957
PI (38:4),0.3827584054560895,10.604818210314157,0.3631246274453588,0.5467759977877141,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,79263.44602966309,2958383.3693847656,441393.3713378906,600095.0607910156,1419173.439453125,466919.09411621094,33924.32278442383
PI (38:5),0.5727715824425601,8.613319343108511,0.8102190085046459,0.36805550868925024,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,36061.62296295166,687401.8770141602,163821.07080078125,134232.85034179688,298323.02111816406,131125.10864257812,31828.921997070312
PI (38:6),0.321584543354213,7.72137480477792,0.2565422232767105,0.6125057081979817,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,36503.88262176514,271707.52014160156,102320.66674804688,86559.54675292969,128362.70904541016,99290.42614746094,46680.34298706055
PI (38:7),-0.25192729345815845,7.691107809548475,0.15756682541632472,0.6914066329578867,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,30639.122047424316,180935.93612670896,113381.36854553224,125290.06860351562,156127.7317199707,99885.54620361328,39463.90299987793
PI (38:8),-0.3453515611755113,6.774977870693007,0.2957614297679356,0.5865519068177688,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,29508.761936187744,69370.42498779297,54332.54342651367,60470.62435913086,64158.744567871094,68912.60464477539,38304.08239746094
PI (38:9),-0.3179327712765577,6.603548174395541,0.2507511133511572,0.6165466913726512,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,26764.90184020996,61449.44494628906,45705.78372192383,54494.08364868164,57870.48388671875,53748.92353820801,40901.10299682617
PI (40:0),-0.07856648503640916,8.592093704251027,0.015342302454882883,0.9014229190045221,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,38206.28290939331,280165.83657836914,213966.7382507324,160303.71112060547,198166.2741394043,196063.93464660645,248674.4577331543
PI (40:1),-0.36757733698282913,6.305535119214981,0.33494132106730135,0.562763844126015,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,19773.801273345947,44163.28340148926,41969.64303588867,43091.483001708984,49677.64376831055,44952.94305419922,32715.142013549805
PI (40:10),-0.8443258367203105,7.207197817404295,1.7473397280109566,0.18621151541337075,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,21484.601593017574,97759.58805847168,60762.86477661133,107894.32801818848,146951.37197875977,66395.92601013184,32061.10244750977
PI (40:2),-0.6043901691119775,6.851176813506139,0.9014383668932169,0.3423963247190456,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,22388.901454925537,63925.02380371094,48045.443267822266,67095.02550506592,67718.18428039551,67674.8861541748,63856.04414367676
PI (40:3),-0.27252062874860455,6.254503030761923,0.1843296635177012,0.6676784992336723,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,20898.241455078125,47176.682708740234,37517.062408447266,45289.083251953125,44946.62307739258,37289.32304382324,33939.501892089844
PI (40:4),-0.21922907668890104,6.4920058118423425,0.11935098090077645,0.7297394717612466,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,17788.8212890625,73290.30557250977,39261.60238647461,48393.2236328125,53748.423736572266,45763.32305908203,40005.80235290527
PI (40:5),-0.024884267478037424,7.077371913923309,0.0015392169349297546,0.9687047390523499,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,22650.501445770264,114147.92834472656,57455.22360229492,61930.54440307617,67179.22486877441,62180.86479187012,85973.32585144043
PI (40:6),0.4838687713066624,8.168438938098546,0.5792919574632833,0.44658998488788637,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,36889.082973480225,373329.6840820313,107769.38690185548,108578.80767822266,153336.9307861328,88955.80624389648,163903.69165039062
PI (40:7),-0.040144898802042535,6.942933027473161,0.0040059284868689815,0.9495336638467705,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,25381.201679229736,107390.42825317384,67646.82518005371,61969.06427001953,77174.12557983398,63605.34391784668,36003.922592163086
PI (40:8),-0.04781042315369452,6.937038695025073,0.005681733698224889,0.9399145390950613,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,24887.46171569824,73335.94494628906,90286.06651306152,63611.2649230957,71988.68502807617,63058.0641784668,41180.28256225586
PI (40:9),-0.3362193097172363,6.331733650016274,0.2803551984191017,0.5964685015998318,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,19878.721519470215,50983.38348388672,40554.88296508789,46641.54342651367,48244.60386657715,45278.76362609863,31218.941864013672
PI (42:0),-0.648012656843071,6.873755799392302,1.0351379312182871,0.308954962841832,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,18911.561408996586,55498.10345458984,43462.38345336914,52182.344146728516,65609.20486450195,65875.96427154541,97259.66902160645
PI (42:1),-0.5164777632016038,5.784078305415959,0.6595141112552483,0.4167315326826802,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,13895.721046447754,29012.06219482422,26110.48194885254,30999.662109375,34299.46243286133,33825.96206665039,24027.881881713867
PI (42:10),-0.33848401112961035,6.030153606154748,0.28412996179122274,0.5940069820882921,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,14313.061000823976,42793.66278076172,30294.942321777344,34346.42247009277,36314.54251098633,38428.76274108887,31729.622604370117
PI (42:11),-0.2965220448437104,7.455920701811718,0.21817733573095666,0.6404322201571513,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,20170.72150039673,102615.52561950684,81540.14555358887,70958.42510223389,81690.06600952148,95044.12786102296,145164.92910766602
PI (42:3),-0.7324551832884967,6.920089558216905,1.3194854704910313,0.2506844135142178,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,17690.001499176025,69072.92529296875,45689.10372924805,62921.14503479004,86863.60493469238,67857.52474975586,71772.20361328125
PI (42:4),-0.48828768141494566,5.697614952712626,0.5898108746135334,0.44249226164855304,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,13069.600852966309,29299.52195739746,23431.541595458984,30964.92236328125,30986.582092285156,30108.1417388916,23323.401580810547
PI (42:5),-0.45991622667575305,6.152439415959312,0.5235598619606208,0.469327084006135,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,14947.04118347168,46440.143493652344,33550.362480163574,39183.003021240234,44126.682960510254,45769.482986450195,26459.201835632324
PI (42:6),-0.34664707709105447,5.888062576013384,0.2979639819507157,0.5851616454627996,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,16013.720989227297,35388.86242675781,28578.661865234375,32476.82211303711,33583.58236694336,35306.882232666016,25515.321868896484
PI (42:7),-0.34504527634244686,6.326797257373413,0.2952310334640912,0.5868876973474726,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,21219.26156616211,44294.78289794922,40538.0032043457,44199.422912597656,46508.26370239258,44666.623138427734,37744.662857055664
PI (42:8),-0.5761243475967772,6.7454862804844335,0.8196312154946102,0.3652880118087433,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,20821.541469573975,61170.76446533203,48834.82339477539,61268.904296875,62287.00369262695,69872.06620788574,49812.26318359375
PI (42:9),-0.39641618289749136,5.8837098010454,0.3893774364158844,0.5326268291878127,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,14492.82107925415,33684.46273803711,28578.662139892574,34871.50225830078,33390.52229309082,32688.902053833008,27867.421981811523
PI (44:0),-0.42736767045409024,5.390058146099682,0.4523062126943388,0.5012418005291842,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,12238.220886230469,25338.801986694336,17103.281272888184,25435.621757507324,23730.401412963867,23628.64192199707,19133.06126403809
PI (44:1),-0.4627036092282932,5.370179228131787,0.5298596028201334,0.46666589134608305,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,12026.560752868652,20182.58131408691,18968.6014213562,23439.48153686523,25412.321800231937,22410.6015625,20980.681270599365
PI (44:10),-0.3299578148522398,5.839490686897691,0.27002229831941804,0.603316814786284,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,16980.04116821289,29447.921905517574,28030.50163269043,33656.082401275635,28627.84196472168,31731.80184936523,29384.162109375
PI (44:12),-0.35622081676992257,5.619630322228486,0.3146004904626807,0.5748707660811766,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,12024.640895843506,31733.322105407715,22450.16145324707,27659.001754760742,27986.782165527344,28188.641677856445,22073.341537475582
PI (44:2),-0.26818363299964076,5.5434314912313,0.17850843753922163,0.672658211523947,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,14531.48097229004,26619.421875,23737.681648254395,25092.641891479492,28608.502113342285,25039.441318511963,19368.401416778564
PI (44:3),-0.4168119224171957,5.472274071539329,0.4303160597862643,0.5118339032761817,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,11332.940784454346,26449.181926727295,18113.24129486084,24759.701957702637,24910.981590270996,24196.181785583496,24497.321369171143
PI (44:4),-0.42147469041885627,5.321882052527785,0.4399589437336999,0.5071422721349971,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,10846.500789642334,23019.541702270508,18286.401206970215,23086.501953125,22486.641662597656,23977.76189422607,17822.28133392334
PI (44:5),-0.5437074036958486,5.701614548342345,0.7304681203274868,0.3927314945550293,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,13018.06095123291,25938.06175994873,26507.82201385498,31964.242599487305,32289.762489318848,32091.041584014893,19893.441177368164
PI (44:6),-0.39136335737676786,5.587133328772435,0.37953495267734627,0.5378522269173576,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,13008.1208152771,28432.921997070312,21232.22134399414,25382.361785888672,27581.80191040039,28730.341510772705,23178.341667175293
PI (44:7),-0.30989977054348306,5.7011281559218885,0.23825035844276954,0.6254726637197516,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,14844.021114349363,30028.92222595215,26030.681762695312,30242.58203125,32700.542602539062,25556.261741638184,22519.341567993164
PI (44:8),-0.31843523841815685,5.771734569905093,0.2515298059840916,0.6159999480515337,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,14839.080924987791,33356.52258300781,26446.0816116333,30801.002182006836,31591.782302856445,30429.882446289062,23591.72177886963
PIo (18:0),-0.33127214572241304,9.305899028068694,0.2722020530136433,0.6018584271536735,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,100821.46810913086,470314.80310058594,385947.8352050781,402071.3126220703,416615.0579833984,377687.7634277344,108059.58819580078
PIo (20:5),-0.269942596401537,9.266649356366214,0.180876574391732,0.6706210061531032,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,95131.02719116212,269351.8938598633,355490.95361328125,303710.03802490234,252580.2131958008,323840.06185913086,477581.294921875
PIo (28:0),-0.3906800915002922,7.278956684941213,0.3782511416552552,0.5385406849487492,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,29574.54186630249,97021.90655517578,88843.80659484863,81739.58465576172,94614.447021484375,105678.02783203124,48891.243225097656
PIo (30:0),-0.32147758282232436,7.969339834931032,0.2563727334345458,0.6126231592822664,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,53744.06365585327,161846.1117553711,146423.68981933594,124951.00982666016,175246.23406982422,154381.05017089844,70112.96502685547
PIo (30:1),-0.16359001451303232,7.778287269262995,0.06648832720929931,0.7965201231763845,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,36996.96242523193,167878.85330200195,104351.7084350586,94397.42764282228,135020.80722045898,111266.30798339844,119500.6693725586
PIo (32:0),-0.34707121811293185,8.686027671871264,0.29871953046676936,0.584686275846958,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,94599.36681365968,209583.05395507812,275570.1622314453,189480.9554443359,296412.22216796875,270678.5966796875,110050.7882080078
"PIo (32:1), PIp (32:0)",-0.43626475819859734,7.995211129630774,0.47132387172678136,0.4923787553242243,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,46141.80339431763,129334.92950439452,172006.57318115234,119312.96844482422,195309.67474365231,168239.75158691406,67226.24499511719
PIo (34:0),-0.37993724075721924,8.271484057211792,0.3578010059100052,0.5497300440804688,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,64897.20464324951,172764.83337402344,196624.19494628903,153560.31317138672,230290.61303710935,192146.33056640625,80131.50537109375
"PIo (34:1), PIp (34:0)",-0.4484925424366977,8.631412467738832,0.4980124672110833,0.48037473102252054,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,57857.184173583984,246009.5419921875,251456.25927734375,207466.11517333984,328016.2775878906,233334.49853515625,87030.76611328125
"PIo (34:3), PIp (34:2)",-0.25504959579411185,6.513419620902671,0.16148487699524594,0.6877930901133026,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,23013.741634368896,56704.86422729492,48660.20373535156,48081.16368103027,51870.26400756836,53122.06398773193,37941.60250854492
"PIo (34:4), PIp (34:3)",-0.33910476786467064,6.366287626048665,0.285177145969044,0.5933278358148256,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,21403.20154953003,52460.12371826172,39261.78266906738,47488.38343811035,46219.90264892578,48208.42398071289,34014.242279052734
PIo (36:0),-0.2909521489565622,6.987601449979279,0.21007002577255207,0.6467125240684916,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,30577.36203384399,68798.90496826172,74516.44515991211,64275.2643737793,76579.02624511719,74646.924560546875,52576.12335205078
"PIo (36:1), PIp (36:0)",-0.3195868335441467,7.406633588380565,0.2533689980573399,0.6147127892079428,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,40652.34282684326,99312.74639892578,100301.8681640625,84803.54528808594,113481.82830810548,104796.54727172852,53338.583435058594
"PIo (36:2), PIp (36:1)",-0.3599367465152802,6.8685560520038464,0.32120568304628705,0.5708839729800259,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,29238.682132720947,68099.8042602539,61597.924407958984,59780.30416870117,75377.42568969727,69903.24432373047,45456.003173828125
"PIo (36:3), PIp (36:2)",-0.4943134479621682,6.572863299950168,0.6044231979703907,0.4368953349221263,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,18721.021354675293,61745.34368896485,46482.18428039551,55157.18418884277,61643.643730163574,60411.2434387207,31942.382369995117
"PIo (36:4), PIp (36:3)",-0.20839986415446854,6.39173640116771,0.10786063571936211,0.7425930419370206,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,17440.161197662354,61393.28479003906,44281.78303527832,42447.50245666504,46768.742767333984,51038.5234375,32187.64210510254
"PIo (36:5), PIp (36:4)",-0.22692518766204162,6.4274035909893135,0.12786818749270878,0.7206526962662265,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,26325.002151489258,49527.6435546875,41625.08282470703,43407.10304260254,48918.983154296875,45622.883056640625,43573.04333496094
"PIo (38:1), PIp (38:0)",-0.22366759720322826,6.605851837660639,0.12422851515111688,0.7244928184714893,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,26253.04211807251,60614.36474609375,53430.10391235352,51285.46325683594,57376.62420654297,55563.84368896485,36859.44216918945
"PIo (38:2), PIp (38:1)",-0.26732051094908055,6.524862341650462,0.17737478775234194,0.6736390811974406,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,24588.741748809814,58181.52407836914,46482.18307495117,47669.323638916016,54021.863525390625,53442.14389038086,38121.5027923584
"PIo (38:3), PIp (38:2)",-0.2679161553327676,6.368157876783861,0.17816357633887492,0.672956207066317,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,21249.78142929077,53240.94320678711,41323.38320159912,47151.02250671387,48403.5231628418,43390.30358886719,34793.502532958984
"PIo (38:4), PIp (38:3)",-0.28332515951190074,6.64360582438956,0.19921628743264796,0.6553541812255781,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,21757.641529083252,77803.70576477051,47572.48318481445,54855.32339477539,66285.76480102539,55021.18388366699,32404.802627563477
"PIo (38:5), PIp (38:4)",-0.2579089548365927,6.22013161619649,0.16511881574911058,0.684486814234674,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,21308.801372528076,53086.18408203125,32767.72198486328,41787.42250061035,41073.822982788086,43083.82308959961,29409.061904907227
"PIo (38:6), PIp (38:5)",-0.19419826167166582,6.675057606182636,0.09367277730382284,0.7595588959882716,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,33729.74241256714,62017.744140625,49835.483459472656,54177.283935546875,56938.08465576172,55495.14447021485,44603.96319580078
"PIo (40:1), PIp (40:0)",-0.0827676792426125,6.833049011412824,0.017026143848056563,0.8961833010979166,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,27078.061935424805,76426.28591918945,73190.42532348633,57398.923919677734,72729.36474609375,58736.964263916016,36227.74237060547
"PIo (40:2), PIp (40:1)",-0.46971514478584564,6.178910071739243,0.5460076061497147,0.4599535882828094,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,18129.121421813965,42386.22276306152,31702.562088012695,44036.34362792969,43997.462966918945,39090.22221374512,33817.56234741211
"PIo (40:3), PIp (40:2)",-0.7179805007793506,6.706309404818534,1.2683691275570368,0.26007285353882276,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,19314.901321411133,64850.64447021485,45669.803314208984,72871.744384765625,89213.96524047852,51084.64399719238,29665.28215789795
"PIo (40:4), PIp (40:3)",0.20157117972709276,6.499501303864811,0.10091399229770559,0.7507355523538013,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,28229.741970062256,58271.963439941406,63186.78436279297,43915.64318847656,46342.78338623047,41775.56332397461,33921.76220703125
"PIo (40:5), PIp (40:4)",-0.1638328093129923,7.738213604803682,0.06668567323958996,0.7962250126662676,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,81360.54512023926,119893.2686767578,96748.74645996094,112011.42797851562,116254.40795898438,107075.68725585938,107881.58801269533
"PIo (40:6), PIp (40:5)",-0.36648774896304476,7.224173387711808,0.3329746224349748,0.5639127501724043,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,20622.30149841309,92042.28549194336,66787.94387817383,66020.14602661133,73995.58532714844,87334.76641845703,106634.4677734375
PIo (40:7),0.008294834119095687,6.853200798731013,1.710290116534452e-4,0.9895657178744218,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,25158.121711730957,98501.56741333008,65578.784912109375,57279.923919677734,73455.38586425781,55412.72393798828,36364.7823638916
PIo (42:0),-0.29068971460956394,6.223611175537646,0.2096845635455794,0.6470147522379037,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,22323.50142288208,38955.04266357422,41174.50321960449,42751.30325317383,42308.00289916992,41812.34298706055,30690.662078857426
PIo (42:1),-0.4457644481829606,6.424773522126218,0.4919664504726313,0.4830514248589368,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,20475.421379089355,50052.643493652344,40237.582748413086,45053.18348693848,47678.0231628418,57063.82345581055,38842.243087768555
PIo (42:2),-0.3524575410950336,5.805664629727452,0.3080089284010228,0.5789045641293896,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,15719.821109771729,32368.60223388672,25545.16194152832,33218.982345581055,31742.402313232426,28918.102157592773,27278.421936035156
PIo (42:4),-0.2350082032850874,6.939043239475455,0.13713173039832327,0.7111492761557087,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,16498.061199188232,73864.76593780518,60852.88383483887,49717.44415283203,52106.044677734375,73540.74458312988,92010.18826293944
PIo (42:6),-0.46943805614087825,6.882886687294789,0.5453860572540634,0.46020910134876347,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,18360.221153259277,78468.86552429199,58054.48278808594,65663.88610839844,79509.36614990234,67391.14424133301,48259.04315185547
PIp (20:0),-0.5346976447213913,8.388846811014997,0.7066683094035395,0.4005520761401148,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,77549.185546875,208983.57556152344,146275.43096923828,249311.0557861328,237365.3767089844,138472.6499633789,126939.9891357422
PIp (28:0),-0.36513664203106366,6.290058746250473,0.3305197280187713,0.5653532135395656,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,15567.561126708984,48843.7433013916,41573.863189697266,41891.40367126465,46570.962982177734,47599.48358154297,31976.50244140625
PIp (30:1),-0.3399710671475238,8.800402308127774,0.286646057702455,0.592377875643453,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,32181.90216827393,127881.9497680664,129485.5280456543,101198.04663085938,115585.65007019044,149497.6717529297,756468.80908203125
PIp (32:1),-0.3735635801437875,7.111696385401746,0.3459210905139116,0.5564312336248082,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,31122.782234191895,84007.86627197266,72076.70510864258,65394.284240722656,80660.58682250977,95519.9486694336,54997.403869628906
PIp (34:1),-0.41722227884402074,7.168366268302793,0.43120702971145874,0.5113972707898454,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,32006.902179718018,76558.4245300293,83972.96588134766,74590.70642089844,93782.90618896484,92153.50689697266,50325.58395385742
PIp (34:4),-0.28838612837271843,6.290295658664381,0.20638092163721922,0.6496189106312511,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,20198.24132156372,50235.303298950195,39204.86284637451,44065.60313415527,45397.04316711426,43816.542572021484,31558.38217163086
PIp (36:5),-0.07110508280683409,8.473374585568784,0.012566854823944595,0.910742544313519,0.9998095645404647,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ diencephalon,PI,146454.07013320923,180158.4921875,180306.93310546875,178010.33325195312,182232.59375,179774.13232421875,180333.63354492188
