lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M3-5xFAD-cerebellum10x_01202023,DOD99-M1-5xFAD-cerebellum10x_01202023,M1FAD173-5xFAD-Cerebellum10x_01182023,M2FAD173-5xFAD-Cerebellum10x_01192023,DOD100-M1-WT-cerebellum10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,10xBlank_01202023
"(9Z,12Z)-3-hydroxyhexadecadienoylcarnitine",0.05721372559516788,13.289667572092991,0.009220894640718291,0.9235003283814115,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CAR,4548090.254638672,7191994.978515625,7154281.061279297,6230783.154052734,5983506.459472656,5710127.011474609,5824302.932617188,5732824.095458984,2817110.0759277344
(9Z)-3-hydroxyoctadecenoylcarnitine,0.08571250502210057,14.538612873459988,0.020659261147994545,0.885711075667644,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CAR,10822962.869628906,19673378.95703125,18254947.068847656,15744826.903320312,13176578.10888672,14309309.020996094,14130034.278320312,13802748.841796877,2395006.220703125
1-O-behenoyl-Cer(d18:1/16:0),0.004212970078798267,5.944199098792861,5.014979660700192e-5,0.9943497063433435,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,Cer,29398.342208862305,33126.942710876465,46202.78359985352,39305.7628326416,36187.02255249024,36516.56300354004,35957.26264572144,34225.282024383545,22294.401321411133
1-O-carboceroyl-Cer(d18:1/16:0),-0.023692785785422166,7.218162509660684,0.0015886981766470853,0.968205955452066,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,Cer,68731.26498031616,46299.72317123413,75554.60557937622,168528.36987304688,99853.7479057312,92730.02653503418,82360.3857345581,87016.90506744385,49086.90395736694
1-O-carboceroyl-Cer(d18:1/18:0),-0.08673605571651187,5.381716442091817,0.021364444463870313,0.8837904940920902,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,Cer,23379.941871643063,18910.121425628666,23674.221508026123,19387.24150085449,22414.021717071533,23910.721534729004,21830.84148788452,21737.88181304932,32565.38228225708
1-O-cerotoyl-Cer(d18:1/16:0),-0.19896429985749062,7.36531512988139,0.1130961385917999,0.7366463891372389,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,Cer,80859.80527496338,67606.82591247559,69276.28416442871,121797.58711624146,102118.72706985474,97478.24760437012,85335.76477050781,105676.1282157898,104272.36771011353
1-O-cerotoyl-Cer(d18:1/18:0),-0.220771315174143,9.127489501479197,0.13940108669885376,0.7088771404858824,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,Cer,286598.67964172363,210867.73253631592,259933.4981918335,272286.04024124146,300706.4411582947,305559.53926086426,284533.3180465698,315078.30672073364,544596.580368042
1-O-eicosanoyl-Cer(d18:1/16:0),0.06488993910874202,6.6795294352202506,0.011855168435431551,0.9132965261762873,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,Cer,32220.22254562378,144073.01107406616,48475.983406066895,49439.16363525391,50599.06323242188,50221.2636795044,97699.06726837158,35528.922370910645,28402.641986846924
1-O-lignoceroyl-Cer(d18:1/16:0),-0.05362496751639619,6.959115609731698,0.008152184934715478,0.9280572029142384,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,Cer,52082.28335571289,42169.38264846802,64451.98418426514,151543.98889923096,89210.56663894653,77242.60544967651,81890.94709014893,73431.82516098022,19274.341342926025
1-O-myristoyl-Cer(d18:1/16:0),0.047072414308564,6.639828894672328,0.006245197636587818,0.937011495028547,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,Cer,54386.303718566895,80557.88554382324,58228.62457275391,50704.183753967285,50433.8034324646,55769.94352340698,59503.92415237427,51984.18327713013,43334.30277252197
1-O-palmitoyl-Cer(d18:1/16:0),-0.036874322143134713,6.47195243147929,0.0038509755390805367,0.9505180540958329,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,Cer,35647.702491760254,75182.80504226685,49120.04314041138,46163.84300994873,45528.64307785034,42922.682651519775,68184.54487991333,40714.48252868652,50665.82361602783
1-O-stearoyl-Cer(d18:1/16:0),0.04154288682278697,7.052024574086276,0.004865819802944316,0.9443883236327913,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,Cer,40163.10260391235,200401.791885376,58489.64445877075,65201.24501800537,57285.90365982056,61475.42427444458,137949.04893875122,43658.14338684082,32940.40257644653
1-O-tricosanoyl-Cer(d18:1/16:0),-0.002217961274817666,6.24028856467127,1.3904932330888187e-5,0.9970247497876864,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,Cer,31280.9020614624,36101.58243179321,44575.183376312256,82565.64527130127,42070.66318130493,43802.02247619629,44314.10312652588,45363.443408966064,21537.66153717041
1-O-tricosanoyl-Cer(d18:1/18:0),-0.031969346439166046,4.3171617509594,0.0028932009845448192,0.957103684870609,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,Cer,10099.880729675291,10180.240703582764,11458.880809783936,12517.040855407717,10831.58073425293,11110.9609375,11287.780799865724,10400.820728302002,12759.900817871094
"12-Hydroxy-12-octadecanoylcarnitine, 3-hydroxyoctadecanoylcarnitine",-0.0357377432268503,12.76891223507768,0.0036172130981867445,0.95204152670163,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CAR,3269997.2236328125,4893907.564453125,4660732.620117188,4206026.020996094,3740109.557617188,4113421.935546875,4024964.0034179688,4172629.2885742183,2428656.8916015625
12:0 Cholesteryl ester,-0.16219079123224567,7.978551688411607,0.07501323468750343,0.7841726604883622,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,162075.57186889648,185949.39279174805,190370.63200378415,52144.48365020752,51295.14357757568,194297.81564331052,206243.57360839844,53790.523944854736,158999.98956298828
12:0 Cholesteryl ester_2,-0.12335808811185565,7.964720233372776,0.04330462908546906,0.8351527273718196,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,167308.3116760254,191733.1952819824,180831.0321426392,49434.48342514038,48283.80372619629,190207.0535888672,198169.4523773193,51690.70365142822,163044.15301513672
14:0 Cholesteryl ester,0.06529622557393418,7.501837848053639,0.012003998093859991,0.9127561470464437,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,202606.45343017575,94036.7070159912,116114.08819580078,39418.46291732788,37524.18278503418,151012.9727783203,95271.94723510742,54412.36402511597,85346.74568939209
14:1 Cholesteryl ester,0.061291108197945816,7.504880761041773,0.01057910755116609,0.9180782207365517,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,199691.31356811523,93316.4656982422,120425.56855773926,37575.38257598877,34715.18257904053,146649.31089782715,99486.52751159668,53858.74382400513,91728.62675476074
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester,-0.062108137314257204,8.595564166737319,0.010940880893031135,0.9166942734143118,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,247360.9578857422,266253.2185058594,280976.87927246094,103361.62686157228,103570.74768066406,273822.9802246094,280063.2983398437,99011.74743652344,268696.0985107422
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester_2,-0.009577512377013677,8.59853610813585,2.5940137857105583e-4,0.9871498728311067,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,252850.63806152344,269787.4794921875,275199.18005371094,109722.42831420898,102070.20748901369,266944.2990722656,270783.4014892578,96553.88653564452,281328.5203857422
15:0 Cholesteryl ester,-0.011513224217614554,8.505715756242285,3.748942108359188e-4,0.9845521766887468,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,229352.2568359375,249117.5584716797,268693.6774902344,105126.76776123048,107702.80712890624,241246.33728027344,253455.57739257807,105602.46716308594,248100.27880859372
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester,-0.018846150182872716,8.65453656966412,0.0010049466727650724,0.9747105820334913,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,260590.21728515625,268047.0192871094,298079.80126953125,111455.6879272461,115781.30844116212,278759.4783935547,273873.7996826172,111482.82788085938,282264.8193359375
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester_2,-0.019191912080055874,8.656889322201414,0.0010421798360766843,0.9742465175125227,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,261740.3193359375,276397.84020996094,290697.8009033203,112282.48760986328,111079.46835327148,272410.89880371094,280813.90087890625,110884.42791748048,287922.24072265625
15:1 Cholesteryl ester,0.0032877197919616965,8.564813075873136,3.054433182114735e-5,0.9955903596979965,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,259498.01831054688,255651.8582763672,270325.19915771484,111679.74743652344,103642.36712646484,260969.47998046875,254370.2586669922,106415.78732299805,255572.7781982422
16:0 Campesteryl ester | 17:0 Cholesteryl ester,-0.08384307785756281,7.798108432278168,0.019962098455835076,0.8876429896109306,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,104547.70739746094,125639.16746520996,145071.9510192871,181893.13065719604,67114.82503509521,163176.71159362793,187992.35208892825,46379.60326766968,121273.30940246582
16:0 Campesteryl ester | 17:0 Cholesteryl ester_2,-0.12124205788745705,7.829761758265981,0.04182695754661836,0.8379499780988144,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,108868.50756835938,129753.7692565918,137290.98944091797,186053.9358062744,68740.46430206299,160255.63095092773,202342.0154266357,50241.78372955322,125768.08905029295
16:2 Campesteryl ester,-0.1363469048414491,7.759643529965254,0.05294048897974335,0.8180233872904277,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,98350.60737609863,120443.98805236816,131431.08966064453,185782.1937828064,66551.36469268799,157160.73239135742,191045.8516845703,48198.26329803467,117353.56846618652
"16:2 Cholesteryl ester, zymosteryl palmitoleate",0.0012055073153141168,8.623474673875087,4.107292625121772e-6,0.9983829718257985,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,258572.75805664065,269297.05908203125,292214.919921875,110203.26791381836,106837.36743164062,269839.3192138672,260879.01892089844,113157.4481201172,274790.7999267578
16:3 Campesteryl ester,-0.08595274914837017,7.7538599026688555,0.020981723188015167,0.8848287572272986,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,100437.2666015625,118072.24786376952,136457.43032836914,189290.5514297485,64989.22410583496,154318.75048446655,185146.27444458008,47734.20327758789,114802.70822143556
16:3 Cholesteryl ester,-7.701635559695597e-4,8.577937411208632,1.6764970496296883e-6,0.9989669024374854,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,242702.83837890625,258914.67810058597,280185.4190673828,113500.16781616212,111255.42819213869,254891.2978515625,267854.7390136719,103272.96737670898,268572.4782714844
16:3 Stigmasteryl ester,0.0435348134077819,8.282847140560618,0.005343095203869552,0.9417293437245502,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,140503.76998901367,230125.45840454104,206513.696723938,220924.29370880127,100984.72776794434,209177.1556091309,238084.13414001465,74735.34531402588,174687.61349487305
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester",-0.0814687749388977,8.492739060074296,0.018845228893042076,0.8908111179500994,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,173129.27224731445,277060.34257507324,237041.23654174805,223447.3737182617,89343.60666656494,263683.299118042,306007.86514282227,72935.00525665283,197711.39486694336
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester_2",-0.06820765738643039,8.481166956222754,0.013199825207266258,0.9085319212831536,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,176152.7712097168,267835.77947998047,236358.4162597656,224382.29598999023,88803.84687805176,264936.3984527588,297442.67919921875,70505.20509338379,197452.6138916016
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",-0.03724521225064736,8.485230275165693,0.003929087353753857,0.9500193866537463,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,175306.81085205078,278235.6174316406,244266.5776062012,213606.07862091064,89111.60607910156,262366.89752197266,291198.4189758301,70637.344970703125,201944.2561798096
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester_2",-0.09925749667795492,8.49355441787546,0.02800055269835866,0.8671075231698894,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,169233.3512878418,278870.03869628906,241900.73580932617,216516.61446380612,87569.78634643555,270283.1389465332,304620.8027038574,71781.18487167358,199674.9553833008
17:1 Cholesteryl ester; 16:1 Campesteryl ester,-0.1444278797243467,7.792740109602123,0.05942708057807522,0.807403764947985,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,100099.72714233398,127040.96856689452,131818.60929107666,184913.35300827023,69245.70543670654,159780.23112487793,195049.0751647949,50700.763595581055,122837.10720825195
17:1 Cholesteryl ester; 16:1 Campesteryl ester_2,-0.042841801356591755,7.745961680339351,0.0052001880403622636,0.9425125143913627,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,104714.5871887207,123977.3080444336,138369.3503265381,170765.33235931396,67861.66511154175,141740.25134277344,189485.9930114746,45853.58361053467,119584.48794555664
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",0.07435535516586862,8.331092656114045,0.015557601713226177,0.9007372148518012,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,175049.87139892578,348423.6258239746,213535.4341430664,67835.50381469727,64241.92467880249,219805.5156860352,230061.63494873047,61646.12407684326,232670.8377380371
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated_2",0.11037530456394826,8.326740017391256,0.03420637719682418,0.8532685188000437,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,179889.05236816406,339962.84579467773,213364.9132080078,68219.18450927734,64514.02480316162,218252.77764892575,222260.49298095703,57490.724044799805,241449.8783721924
18:1 Campesteryl ester,-0.04103120380391353,8.245952486244029,0.0047694727254565805,0.9449407704352231,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,175239.93341064453,268409.1796569824,215967.89556884769,61878.92424011231,62048.54407501221,224761.6177978516,221406.51528930664,57654.62384033203,225617.7167816162
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",-0.06924225665099926,8.573394052594617,0.013604090483568143,0.907148053353569,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,185224.3324279785,288059.8182067871,258973.9764404297,218629.17308807373,95617.1079788208,280304.0225830078,318279.0209350586,71046.00440979004,224405.7758178711
18:3 Campesteryl ester,-0.03612863647058733,8.125675613341874,0.0036967864725738764,0.9515175310201027,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,163275.2911682129,237849.9397888184,197581.23251342773,67581.88467407227,63734.52460479736,204601.67504882807,201746.27587890625,59464.94415283203,197820.75631713867
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",-0.06247361441556156,8.664167005234367,0.011070260436099488,0.9162049663840556,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,200000.09326171875,302431.44108581543,274596.4970703125,227412.97649383545,99282.3278427124,303762.46228027344,323355.76055908203,75469.04551696777,254542.4615478516
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester",0.08223084763170191,9.113927730990735,0.019018828752450645,0.8903125194424152,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,341507.6442871094,514951.9577636719,400920.3483886719,148631.35021972656,134828.8695678711,394841.6081542969,361790.4643554688,141033.05004882812,328716.4434814453
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester_2",0.12594132925853058,9.117409278575458,0.04449224911695637,0.8329404435318631,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,352155.083984375,523589.3599853516,399723.98828125,146718.33074951172,137638.7099609375,389983.6870117188,350235.70349121094,141314.990234375,329537.4803466797
"2-Hydroxymyristoylcarnitine, 3-hydroxytetradecanoylcarnitine",-0.14215730062715892,11.183875406089449,0.05756754617868867,0.8103826795831522,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CAR,1040048.8419189452,1131210.0415039062,1147077.4656982422,1272941.5639648438,1376064.4704589844,1239495.3037109375,1246068.608642578,1313484.6853027344,1930786.4631347656
20:0 Campesteryl ester,0.08423280953487229,9.566518402236012,0.019953781994558994,0.8876662414317416,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,679605.6884765625,570926.6004638672,540973.541015625,174167.41290283203,173933.0126953125,585695.0806884766,473914.7347412109,214888.3358154297,317584.8635253906
20:1 Campesteryl ester,0.14645936329179257,9.593107722241609,0.06009327922424745,0.8063485696162804,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,676347.58544921875,688799.9445800781,533536.2581787109,168958.17156982422,165176.45068359375,591302.220703125,470726.4147949219,206285.61291503903,310572.0031738281
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",0.07199727228856942,9.13478199395906,0.014588655518309679,0.9038625141093072,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,347684.2236328125,502197.9731445313,419090.47009277344,148990.13116455078,136796.1903076172,399111.8679199219,371012.6671142578,143911.17016601562,336350.2844238281
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",0.05425792645494948,9.12469410708122,0.008294149258290417,0.9274352061077017,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,339358.6844482422,501408.71350097656,406331.3693847656,155499.97149658203,139269.41015625,397876.2894287109,374258.9852294922,143833.49053955078,332064.9237060547
20:3 Campesteryl ester,0.01602329291044813,9.904372760287224,7.249874797707889e-4,0.9785190818173495,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,733625.4548339844,708332.6119384766,659154.8083496094,231894.11669921875,267571.7769165039,718330.4713134766,585737.4237060547,297018.6400756836,532591.3153076172
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",0.09049981655371485,8.907399846588373,0.023024518946840544,0.8793933290226449,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,283521.4597167969,442812.4324951172,341104.5848388672,144004.32977294922,136512.4094543457,331318.5635986328,305953.5029296875,136850.70935058594,281844.6805419922
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",-0.030241048578949267,9.023776371439096,0.0025892505509546027,0.9594174141270837,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,257892.53875732425,472898.1745147705,339870.63845825195,132994.22860717773,130860.34854125977,353973.44651794434,347179.2874908447,132554.4094543457,433173.9257125855
20:5 Cholesteryl ester,-0.11286591473132668,10.02310091805106,0.03623163845622912,0.8490379299784359,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,553765.8633422852,813621.7353820801,678465.0278625488,236174.3785057068,275581.3198928833,744792.4973754883,726792.67041015625,239452.2180480957,911030.2897338868
22:0 Campesteryl ester,0.022137307638951706,8.616138089518229,0.0013833072152920067,0.9703312489310605,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,290060.2583770752,331322.3430328369,370521.7639007568,77295.60439682007,69889.4048576355,328048.70728302,321248.46086883545,65602.16407394409,105651.5481300354
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",0.18574028678934584,8.393101537868862,0.09640852914503739,0.7561828664592954,0.9999477014863185,5,3,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cerebellum,CE,395209.9066314697,293992.34017944336,204615.7733001709,41977.76301956177,56235.90398788452,273860.9999847412,198562.29412078857,90103.56624221802,79871.64535522461
