lipid,logFC,logCPM,LR,PValue,FDR,type,DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M3-5xFAD-cerebellum10x_01202023,DOD99-M1-5xFAD-cerebellum10x_01202023,M1FAD173-5xFAD-Cerebellum10x_01182023,M2FAD173-5xFAD-Cerebellum10x_01192023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,10xBlank_01202023
Lyso_PI(15:1) | PIp (16:0),0.5157053285382281,6.839458165319764,0.9611182054948135,0.32690530744154295,0.9806534698349677,PI,67377.20484924316,71621.02481079102,89534.94537353516,69033.58589172363,72077.68557739258,26131.481590270996,81123.9048461914,11199.480709075928,65215.265716552734,60368.003356933594,73600.72549438477
Lyso_PI(15:1) | PIp (16:0)_2,0.5016926374927609,6.921459872809519,0.9098554381587292,0.3401527781348704,0.9806534698349677,PI,73891.20491027832,71514.36463928223,90217.4255065918,74750.5260925293,79128.12576293945,25674.4416885376,78987.32531738281,16357.781074523926,66313.56491088867,68678.98593139648,76934.50500488281
Lyso_PI(17:0),0.5656991051700544,9.144818893040085,1.1553072421856996,0.2824409075159882,0.9806534698349677,PI,392852.9119873047,423640.9487304687,503176.41717529297,398554.18939208984,307145.1143798828,58863.44422912598,522382.7579345703,27639.521991729736,397946.46197509766,329690.12677001953,128606.22680664062
Lyso_PI(17:1) | PIp (18:0),0.39181815174413664,6.587070130586203,0.5560405961414858,0.45585996011807894,0.9806534698349677,PI,52347.70462036133,65386.50523376465,61339.12471008301,61824.24424743652,53001.283752441406,19301.021411895752,70460.52508544922,13459.300937652588,51768.42367553711,52180.24450683594,71269.84600830078
Lyso_PI(17:1) | PIp (18:0)_2,0.45489677922591565,6.573167786117612,0.748691091562705,0.3868909555842468,0.9806534698349677,PI,52208.30383300781,66959.46566772461,59933.60433959961,65727.0844116211,55461.56468200683,21061.16139984131,69667.06399536133,10627.580856323242,50402.84395599365,52614.42343139648,66126.30453491211
Lyso_PI(17:1) | PIp (18:0)_3,0.41990383782884316,6.539417654366457,0.638322111878892,0.42431903859708525,0.9806534698349677,PI,49741.40414428711,61349.38439941406,55866.94366455078,61857.844650268555,59144.92370605469,18456.921447753903,62928.42393493652,9971.860649108889,53803.92329406738,56377.1238861084,67652.04391479492
Lyso_PI(17:2),0.39068876318411566,7.095660409454794,0.5528602340357338,0.4571513535076435,0.9806534698349677,PI,73574.08474731445,94209.42654418944,81939.94567871094,91189.22567749023,91960.7066040039,27981.101726531982,107351.02737426758,14149.901023864746,81839.16641235352,79082.82623291016,81531.94467163086
Lyso_PI(18:0) | PI (18:0),0.646935068658912,7.014267613747847,1.507954122596857,0.21945153470838435,0.9806534698349677,PI,79190.18518066406,103337.12634277344,135226.6275024414,81393.42435455322,1695.4601135253906,38322.102600097656,103436.5867919922,18551.421348571777,72080.46458053589,2176.320163726806,125769.8071899414
Lyso_PI(18:0) | PI (18:0)_2,0.7273672889345519,6.984919155799484,1.9020947219632944,0.16784404031003797,0.9806534698349677,PI,83925.7661743164,107355.76623535156,131907.92938232422,72758.38538742065,1489.260097503662,35555.642578125,99550.96685791016,17264.301177978516,66940.44476699829,1763.4401245117188,126214.86944580078
Lyso_PI(18:1) | PI (18:1),0.7510536069324177,6.750422844955448,2.026594574784667,0.15456660771961092,0.9806534698349677,PI,76160.14535522461,111757.82876586914,98335.96685791016,73354.82473754883,2444.100212097168,27164.421810150143,93416.80596923828,15277.001075744629,59808.5046081543,2397.2401809692383,80815.58563232422
Lyso_PI(18:1) | PI (18:1)_2,0.7139019761004083,6.730659148718415,1.8330081028971108,0.17577265620267904,0.9806534698349677,PI,72141.82443237305,111600.7489013672,98978.8471069336,66598.14413452148,3166.040271759033,26627.401809692383,97266.56747436523,13130.76089477539,59562.644134521484,3161.0801963806152,81827.80645751953
Lyso_PI(18:2) | PI (18:2),0.6942175731211809,8.070542619949409,1.7343240825211979,0.18785961298106138,0.9806534698349677,PI,149668.54858398438,128020.87036132812,180037.15363311768,314281.6018218994,234522.87727737427,21262.581562042236,238503.73625183103,10519.620769500732,224396.59564208984,109771.33116912842,63883.78512573242
Lyso_PI(18:2) | PI (18:2)_2,0.6242164538716739,8.000266119823278,1.4047414993062812,0.235931299568249,0.9806534698349677,PI,149745.21069335938,132682.68923950195,174039.2713317871,312813.79817199707,169663.3657836914,21482.98141479492,237362.48078918457,10142.400737762451,231775.1178283691,92263.0055999756,62561.623138427734
Lyso_PI(18:3) | PI (18:3),0.7163348421282814,12.900804727140914,1.845500118907701,0.17430766548022456,0.9806534698349677,PI,3834955.607788086,2725131.880004883,4437843.0965271,10656942.586486816,8679905.184753418,158652.03149414062,7375118.41418457,10136.16060256958,7252704.404907227,3408904.908050537,70834.02569580078
Lyso_PI(18:3) | PI (18:3)_2,0.7493691933490868,12.898885193334323,2.0177267428142116,0.15547174416795115,0.9806534698349677,PI,3930294.12121582,2749517.9498291016,4529918.005340576,10675264.685180664,8648756.55594635,155264.61316299438,7210440.148864746,16847.700981140137,7149942.082290649,3382115.435218811,72475.46408081055
Lyso_PI(18:4) | PI (18:4),0.5061964817504789,6.677613220574795,0.9261734257044054,0.33585923604131124,0.9806534698349677,PI,68908.92468261719,76902.90512084961,72776.52423095703,48817.48341369629,55700.38426208496,23100.681579589844,82382.08529663086,11509.260780334473,44423.88299560547,53187.023986816406,71540.74481201172
Lyso_PI(18:4) | PI (18:4)_2,0.45958707919060265,6.664125518150308,0.764146947125937,0.38203385387496996,0.9806534698349677,PI,67838.08477783203,72985.0853881836,71582.644775390625,48895.14289855957,53559.124420166016,24983.30168914795,80452.625,11324.800689697266,47972.06332397461,51531.32424926758,71871.50671386719
Lyso_PI(19:1),0.3435596126017968,7.820866658599658,0.4278219899660485,0.5130596043152849,0.9806534698349677,PI,171724.43200683594,157603.5704345703,205387.09448242188,8626.620601654053,144426.42932128906,66387.92474365234,269989.5377807617,37572.462478637695,8240.040561676025,127007.78857421876,129182.14990234376
Lyso_PI(20:0) | PI (20:0),-0.793688218347522,7.781270310608642,2.2603779655019025,0.13272166466514243,0.9806534698349677,PI,61579.3039855957,79255.18534851074,72635.96560668945,189781.7537536621,80585.72679138184,25274.061737060547,157610.4917602539,14592.24098587036,512497.574798584,97054.64779663086,73873.18661499023
Lyso_PI(20:0) | PI (20:0)_2,-0.7684119093984121,7.766474744135711,2.120330822064176,0.1453551439951888,0.9806534698349677,PI,61042.98391723633,79000.14590454102,74005.36441040039,187632.29229736328,83022.92585754395,24649.68182373047,163007.5096282959,11901.280815124512,500523.8868865967,96775.28717041016,72112.00497436523
Lyso_PI(20:1),0.30447323764670847,7.903669549078261,0.33618412198484293,0.5620401442592347,0.9806534698349677,PI,165078.49047851562,175328.35302734375,149493.8104248047,119667.44873046876,135956.27124023438,79168.76550292969,162850.35131835938,41959.50308227539,131309.1094970703,141247.48767089844,116070.16857910156
Lyso_PI(20:3) | PI (20:3),0.5235531203891249,6.775965873025404,0.9904315861056148,0.3196369139563767,0.9806534698349677,PI,71380.48556518555,109065.06716918944,78296.54550170898,48116.5837097168,58360.84338378906,19205.061546325684,95969.12576293944,13365.481002807615,48962.00325012207,60587.8642578125,56375.3434753418
Lyso_PI(20:3) | PI (20:3)_2,0.5303713524935628,6.771673373191762,1.0162517571907301,0.3134097557834945,0.9806534698349677,PI,66447.80508422852,108928.9676513672,79232.84661865234,48873.56314086914,59421.383728027344,18563.741287231445,98732.32772827148,11613.440715789797,49366.64351654053,58054.40493774414,60533.74481201172
Lyso_PI(20:4) | PI (20:4),0.6645494089167857,6.82036646259903,1.5904647655881945,0.20725974435512154,0.9806534698349677,PI,74845.50500488281,124237.82723999023,79367.46630859375,43223.422843933105,68561.72511291504,24040.901763916016,84291.98715209961,11670.940803527832,40894.58290863037,69477.58486175537,60508.06425476074
Lyso_PI(20:4) | PI (20:4)_2,0.6589851357464627,6.795457303794945,1.5641662796429046,0.21105623800904993,0.9806534698349677,PI,72096.44534301758,124659.04876708984,76568.8053894043,43757.00346374512,64750.363998413086,22221.721488952637,84852.905517578125,13548.32098388672,40442.462341308594,63202.024475097656,61764.72494506836
Lyso_PI(20:5) | PI (20:5),0.6043514417700622,6.918060579326173,1.3173508047140108,0.2510680523773159,0.9806534698349677,PI,91448.02639770508,84247.44598388672,100297.40631103516,51292.763092041016,67474.04556274414,31457.882537841797,89019.9270324707,18811.801239013672,43421.78286743164,57980.24426269531,77241.46475219727
Lyso_PI(20:5) | PI (20:5)_2,0.62682651344365925,6.917856204711448,1.416381719061519,0.23399987362733304,0.9806534698349677,PI,90679.0873413086,84855.4857788086,102349.10690307616,53015.58332824707,65923.54495239258,31409.222442626953,87778.7265625,18829.4013671875,43663.40286254883,56066.44400024414,78202.38619995117
Lyso_PI(22:0) | PI (22:0),0.566425462761629,7.7336927494154875,1.158238571027142,0.2818311450315678,0.9806534698349677,PI,206093.8515625,136723.00854492188,157687.591796875,101894.08666992188,109381.94738769533,40148.36283111572,189754.5291748047,18825.101482391357,111411.92868041992,111499.54653930664,87955.046630859375
Lyso_PI(22:0) | PI (22:0)_2,0.5785014874280059,7.733391852521589,1.2078219703671493,0.2717639044598841,0.9806534698349677,PI,204358.29693603516,140389.76947021484,162375.03314208984,99719.22708129884,107903.88751220705,44634.322914123535,186509.37176513672,19045.521419525143,106627.42755126952,111320.5693359375,87932.9253540039
Lyso_PI(22:1) | PI (22:1),0.37742632056794434,6.59672370576224,0.5160568092471747,0.47252859914699247,0.9806534698349677,PI,72899.08612060547,55840.32385253906,59668.404052734375,48246.743255615234,57225.78430175781,30970.28207397461,63315.504150390625,15503.781089782717,47683.48400878906,53353.90414428711,63170.44467163086
Lyso_PI(22:1) | PI (22:1)_2,0.4117776603927148,6.508548199354051,0.6139365058551789,0.4333094843153244,0.9806534698349677,PI,72859.7847290039,53866.50378417969,58015.44400024414,44562.3427734375,51698.723693847656,27675.001953125,58459.54333496094,12406.56093597412,48086.283782958984,52988.00337219238,55785.18338012695
Lyso_PI(22:2) | PI (22:2),0.40994507622799964,6.428073329830954,0.6085013128204082,0.4353526509711114,0.9806534698349677,PI,52567.44366455078,61767.42385864258,61551.36492919922,51271.183769226074,47449.22351074219,18641.361373901367,66297.60447692871,11351.320713043213,44713.943435668945,51878.64225769043,48115.70307922363
Lyso_PI(22:2) | PI (22:2)_2,0.4176314976598106,6.445696147021406,0.631454325551204,0.4268223590932165,0.9806534698349677,PI,54188.56330871582,57124.38357543945,58959.60395812988,53914.123191833496,50490.88342285156,20042.281326293945,62499.9839553833,9674.22066116333,45397.383056640625,55933.96416473389,53404.66319274902
Lyso_PI(22:4) | PI (22:4),0.5249680058392379,6.787633976764497,0.995764113886707,0.3183376437115984,0.9806534698349677,PI,73600.02499389648,103006.76626586914,74778.62466430664,59230.54405212402,66780.70523071289,25028.481872558594,88744.42654418945,14434.501136779783,46860.30375671387,69070.66543579102,44389.12341308594
Lyso_PI(22:4) | PI (22:4)_2,0.5451132316487485,6.82412259481342,1.0731975715741555,0.3002243055003518,0.9806534698349677,PI,73409.66497802734,105546.9481201172,85225.04528808594,59971.30480957031,64615.66500854492,26449.541915893555,85473.4253540039,13701.620956420898,53221.504150390625,69647.724853515625,46897.20364379883
Lyso_PI(22:6) | PI (22:6),0.5174881804620332,7.081803739114962,0.9677480900754745,0.32524244155177845,0.9806534698349677,PI,75545.02505493164,88791.8857421875,87440.16510009766,80266.18502807617,119871.6668701172,28787.32225036621,97540.4271850586,14033.281021118164,79779.06442260742,76662.54476928711,69642.30505371094
Lyso_PI(22:6) | PI (22:6)_2,0.5183830729381429,7.095014714275443,0.9710805914564844,0.3244108303154159,0.9806534698349677,PI,75985.60598754883,90237.086181640625,100554.4679260254,81945.04669189453,110091.80856323242,27919.722137451172,97382.22714233398,15680.30118560791,79669.3249206543,79060.7251586914,66985.02429199219
Lyso_PS(12:0) | PS (12:0),-0.37916981648280285,6.554775537149254,0.5208201606155853,0.4704920343826144,0.9806534698349677,PS,15442.441108703611,34404.902114868164,26479.14196395874,73219.42547607422,77032.76495361328,41540.42281341553,14741.161052703856,37738.00271987915,73151.34539794922,73921.745361328125,70351.16497802734
Lyso_PS(12:0) | PS (12:0)_2,-0.4568424741279309,6.532375623067445,0.7550799239343178,0.38487264733917076,0.9806534698349677,PS,16327.38123703003,35306.34232711792,26400.38193511963,68938.8851928711,70448.845703125,47412.90341949463,19645.921272277832,35490.60249710083,71540.22442626953,72475.7045288086,66672.48522949219
Lyso_PS(13:0) | PS (12:0),-0.5078635097978921,7.071488959825891,0.9322626057619345,0.33427567774927364,0.9806534698349677,PS,21207.081481933594,58036.604248046875,24735.54165649414,99603.64685058594,103346.74633789062,68251.22463226318,22225.90153121948,61587.88402938843,102089.4677734375,95705.92614746094,104050.64685058594
Lyso_PS(13:0) | PS (12:0)_2,-0.4528277720897305,7.131267376440327,0.7419355720394378,0.38904155001201385,0.9806534698349677,PS,21339.561714172363,64569.084400177,29634.36228942871,108921.32800292967,102911.18737792967,70553.82499313354,22911.341579437256,62227.44482040405,105055.84777832033,98441.30725097656,109224.1280517578
Lyso_PS(14:0),-0.24340868067750868,6.652239926522646,0.21499477979523363,0.6428803993218891,0.9806534698349677,PS,20525.641445159912,34221.862464904785,31639.182495117188,95390.38604736328,87068.30596923828,38666.82286834717,25329.521545410156,26921.001949310303,109804.06713867188,75260.46575927734,51522.92321777344
Lyso_PS(15:0) | PSo (16:0),-0.14290301033230138,6.227123428499599,0.07415946157379949,0.7853741736110272,0.9806534698349677,PS,17739.221046447754,28534.82201385498,3884.3802375793457,64642.98434448242,80137.74743652344,22528.821838378903,20269.461727142338,11873.701118469238,67564.88491821289,71100.34460449219,58220.9235534668
Lyso_PS(15:0) | PSo (16:0)_2,0.13781945232098192,5.786454317755977,0.06897835591189505,0.7928301410687967,0.9806534698349677,PS,14203.780868530272,19471.3415184021,3340.4602394104004,68425.32525634766,80004.34539794922,7661.660511016846,7475.060573577881,5958.340469360352,69985.36441040039,64301.30450439453,3366.4802589416504
Lyso_PS(16:0) | PS (16:0),-0.18518174610476063,6.386494413853312,0.12449991657013015,0.7242043029475539,0.9806534698349677,PS,1527.2801055908203,1735.6601066589355,1470.0201034545898,128081.49114990234,125329.72994995116,1527.9601135253906,1457.3200988769531,1464.14009475708,159636.81121826172,111724.26736450195,1584.6001014709473
Lyso_PS(16:0) | PS (16:0)_2,-0.1684336329886182,6.380476335702438,0.10301054151386779,0.7482463470955557,0.9806534698349677,PS,1490.920093536377,1494.4601135253906,1542.6601028442385,128352.13189697266,125700.72607421876,1543.3001022338867,1516.260108947754,1465.0401000976562,161409.5724182129,107296.06814575195,1695.0401153564453
Lyso_PS(16:1) | PS (16:1),-0.1640064159616461,5.339371615921553,0.09766389287142374,0.7546512712247643,0.9806534698349677,PS,1463.0200996398926,1461.56010055542,1574.1801071166992,58237.60403442383,62345.724517822266,1553.6800994873047,1477.8401107788086,1471.3600845336914,62240.24476623535,63962.70462036133,1461.7800941467283
Lyso_PS(17:2),-0.28706238792122674,6.248156635889622,0.29887910593652123,0.58458597538032675,0.9806534698349677,PS,15911.041229248049,27406.18185043335,20650.16146850586,50638.72396850586,62408.68505859375,32974.62233352661,18535.201511383057,24054.261695861816,47309.48287963867,58462.4040222168,76558.74655151367
Lyso_PS(18:0) | PS (18:0),-0.2988005167013599,6.631766988847935,0.32378392011605683,0.5693424720801696,0.9806534698349677,PS,21799.001377105713,36419.962799072266,28956.182048797607,58232.742809295654,94535.44651412964,46189.12328338623,31128.3426361084,34242.96249008179,36523.18272399902,98191.40671539308,81131.58502197266
Lyso_PS(18:0) | PS (18:0)_2,-0.32250804740953043,6.400837321989508,0.3770850558298662,0.5391674084977726,0.9806534698349677,PS,14719.001064300535,40121.50302886963,31424.701442718502,26188.541465759277,81346.66519927979,44435.763149261475,29934.68165206909,36771.50286102295,13658.020862579346,67981.06462478638,85181.74688720703
Lyso_PS(18:1) | PS (18:1),-0.3539659546447029,6.281151008641304,0.4540421072561003,0.5004216461773758,0.9806534698349677,PS,17376.641262054443,35967.84259033203,18823.72151184082,53166.703411102295,59132.34423828125,33915.62237548828,20667.581172943115,34147.36234664917,50692.083808898926,51108.54357910156,64813.48416137695
Lyso_PS(18:1) | PS (18:1)_2,-0.4605419219931724,6.193481191444422,0.7672906495736243,0.38105651874342317,0.9806534698349677,PS,10244.600658416748,32078.12224960327,20738.22127532959,45441.663356781006,57194.30383300781,36546.26265335083,17113.901069641113,33297.50206375122,45030.462982177734,49712.24398803711,64689.94519042969
Lyso_PS(18:2) | PS (18:2),-0.3370214455568348,5.949599639248731,0.4116984836736801,0.5211086786597243,0.9806534698349677,PS,15718.441352844238,22068.96136856079,16611.26108932495,41545.002700805664,43420.502868652344,27120.841625213623,14270.941040039062,21472.76160430908,40825.102600097656,43300.54243469238,64214.78381347656
Lyso_PS(18:2) | PS (18:2)_2,-0.43709694069257826,5.951316387237088,0.691435151870337,0.40567666095204846,0.9806534698349677,PS,9508.90069580078,26627.54210281372,15198.48119354248,39460.88265991211,45614.623764038086,26699.641998291016,15284.121231079102,21314.101680755615,42389.96292114258,47425.20275878906,63530.50405883789
Lyso_PS(18:3) | PS (18:3),-0.2183581900714788,7.240551872365515,0.1730608087455039,0.6774057739364936,0.9806534698349677,PS,36644.56262207031,34596.40252685547,39233.0832862854,95792.62649536131,108431.14727783205,41336.10278701782,54438.30467224121,23415.301876068115,103918.3674621582,106759.9487915039,226295.8097229004
Lyso_PS(18:4),-0.14239734349104682,6.018368347440811,0.07363441641950885,0.786116761222468,0.9806534698349677,PS,10444.040744781494,26110.441822052,21789.04150390625,45809.62341308594,60119.624267578125,29927.142017364506,12580.90098953247,19015.921226501465,44232.583236694336,46222.143310546875,58961.74395751953
Lyso_PS(18:4)_2,-0.2306860006966732,6.089844031172928,0.19312362373239012,0.6603294693214029,0.9806534698349677,PS,14007.840728759766,23836.841815948486,23810.362174987793,43623.10290527344,60939.50473022461,27701.00207901001,18544.420864105225,21927.861667633057,46774.90368652344,49230.543853759766,61272.443908691406
Lyso_PS(19:0),-0.5723112651406463,6.463324339737333,1.1822107199418497,0.27690639606371215,0.9806534698349677,PS,14094.88098526001,37334.42266082764,22571.321590423584,43919.862648010254,43170.38347625733,48286.724182128906,28664.9222946167,34711.10255432129,40980.28325653076,38574.70235824585,133982.76724243164
Lyso_PS(19:1),-0.5016361416438816,5.630184330487452,0.9095655752184935,0.34022971066749663,0.9806534698349677,PS,15745.380931854248,28588.661991119385,16528.241382598877,21949.22170639038,14231.501075744629,31016.442176818848,17689.881072998047,22483.78160095215,27094.722049713135,11270.240825653076,64479.6432800293
Lyso_PS(20:0) | PS (20:0),-0.5382271115292734,6.591919167497387,1.0463934480917487,0.3063391727544619,0.9806534698349677,PS,18148.861431121823,44264.6428527832,20746.841636657715,60933.744689941406,71053.00567626953,54240.803466796875,24875.501754760742,40564.44317626953,67574.8052368164,67541.48483276367,76737.625244140625
Lyso_PS(20:0) | PS (20:0)_2,-0.6044664060891594,6.565034635858485,1.317828449530679,0.2509821482354953,0.9806534698349677,PS,17281.44123840332,40406.56268310547,15365.801063537598,61411.54425048828,72123.48400878906,50557.723876953125,24212.84152984619,44737.82275390625,70283.70373535156,63158.564453125,73232.0855102539
Lyso_PS(20:1) | PS (20:1),-0.5665871728677611,7.7752890050134775,1.1588930200605319,0.28169523666629154,0.9806534698349677,PS,48522.92406845093,97520.386962890625,62342.424755096436,137061.4493408203,145735.9698486328,128430.44848632812,53397.26322555542,116460.24816894533,138565.61071777344,138353.67016601562,153981.72924804688
Lyso_PS(20:1) | PS (20:1)_2,-0.51350481440896,7.697376201940135,0.952994402378863,0.32895826738542505,0.9806534698349677,PS,46369.48344421387,103859.56762695312,53660.86389160156,130523.71118164062,141851.28955078125,120975.52856445312,37453.34279632568,112162.64819335938,131464.59045410156,130991.24951171876,146052.58984375
Lyso_PS(20:2) | PS (20:2),-0.2807261321389592,7.382338746358017,0.2858652463473845,0.5928824435798087,0.9806534698349677,PS,35956.58232498169,62626.42433929443,49289.90411758423,102011.44709777832,190468.65353393555,71110.86404418945,53112.50434112549,31440.92218017578,137524.0294342041,184743.6107788086,78611.82608032227
Lyso_PS(20:2) | PS (20:2)_2,-0.23405180779264426,7.399045107865071,0.19880541053134948,0.6556868169010751,0.9806534698349677,PS,36238.223011016846,56705.384017944336,62294.88401412964,108560.86581420898,188595.15321350095,72959.36642456055,59690.78469467163,26182.561798095703,136363.07112121582,185034.85359191897,80939.62471008301
Lyso_PS(20:3) | PS (20:3),-0.3754516595668751,6.145982362813993,0.5106709952267465,0.47484853157710505,0.9806534698349677,PS,17133.521060943604,28818.082092285156,15811.36103439331,49217.82362365723,47578.22351074219,30542.102310180664,22239.741722106937,26219.26190185547,46683.86346435547,44625.02328491211,72401.92562866211
Lyso_PS(20:3) | PS (20:3)_2,-0.27654786590862585,6.101411307606124,0.27741558368370534,0.5984001595822549,0.9806534698349677,PS,15695.661170959473,31765.682327270508,12438.020851135254,48319.34346008301,50257.06365966797,28191.62210083008,20871.161136627197,20367.80139160156,48881.663024902344,43998.64279174805,73284.9259185791
Lyso_PS(20:4) | PS (20:4),-0.46406443725652097,5.8906013158200965,0.7790059892518002,0.37744531608200094,0.9806534698349677,PS,15432.760913848875,26313.021743774418,11885.84073638916,35489.222396850586,40933.38299560547,30689.321990966797,15909.421020507812,24971.241653442383,38615.502670288086,36383.322265625,56449.204010009766
Lyso_PS(20:4) | PS (20:4)_2,-0.27541928853807246,5.901910481699787,0.27515553144360183,0.5998941778368103,0.9806534698349677,PS,16542.641094207764,30179.642166137695,16713.220832824707,36217.502685546875,40887.402770996094,30036.362243652344,10216.36066055298,23003.30158996582,37890.86274719238,38156.18225097656,57925.26445007324
Lyso_PS(20:5) | PS (20:5),-0.4809882026887447,6.928637940545662,0.8366400453627421,0.3603594909914564,0.9806534698349677,PS,29569.921871185303,51257.02308654785,43639.64377212525,72087.56481933594,71849.56512451172,73361.48553466797,31502.30210876465,56554.48406982422,73900.40475463867,65048.54461669922,110512.24768066406
Lyso_PS(20:5) | PS (20:5)_2,-0.5735553915554862,6.957953005961554,1.1873606220292459,0.27586259729379253,0.9806534698349677,PS,24169.90156555176,63200.284255981445,43537.1630821228,66807.58410644531,66848.66497802734,72018.68505859375,42639.30289840698,59156.32434082031,76606.40478515625,63597.664794921875,115041.00830078124
Lyso_PS(21:0),-0.5325868751587346,6.449449714221805,1.0246967494317687,0.31140751173872644,0.9806534698349677,PS,15582.38094329834,33283.32272338867,14904.701164245604,65137.42344665527,70739.10446166992,35980.66264343262,25480.081714630127,27642.241729736328,74622.74548339844,82450.44532775879,61911.623962402344
Lyso_PS(22:0 | PS (22:0),-0.19149084825080842,7.146365352464602,0.1331229155962319,0.7152158160932787,0.9806534698349677,PS,64381.52437591553,61049.34436035156,63037.685050964355,87838.76629638672,87984.26611328125,64278.404296875,59114.12419128418,55625.283447265625,90421.82568359376,82004.52606201172,90245.726318359375
Lyso_PS(22:1) | PS (22:1),-0.29391116468406775,5.852512489616606,0.31327882742675683,0.5756751009322053,0.9806534698349677,PS,14526.141040802002,24214.941848754883,13813.281047821043,42059.54327392578,43152.48336791992,25680.28192138672,15046.100765228271,18056.001403808594,42519.00328063965,41692.863189697266,51666.10353851318
Lyso_PS(22:1) | PS (22:1)_2,-0.4701600452324538,5.8768083325758225,0.7995171130041854,0.3712377840133528,0.9806534698349677,PS,13372.660800933838,21134.881607055664,12699.06076812744,39364.14254760742,43786.262619018555,28686.20189666748,20363.801383972168,20400.361541748047,41728.662857055664,40676.46272277832,53168.72396850586
Lyso_PS(22:2) | PS (22:2),-0.20624436911013544,6.211901979783333,0.15440233601748332,0.6943633343565925,0.9806534698349677,PS,23789.44136428833,28112.181716918945,21484.681156158447,54884.78413391113,59309.903381347656,29130.5224609375,21467.721221923828,24793.961540222168,54672.26371765137,53836.78309631348,55387.34255981445
Lyso_PS(22:2) | PS (22:2)_2,-0.19481380598328882,6.202210603249789,0.13777450047842876,0.7105035606938214,0.9806534698349677,PS,24139.70188522339,30303.862174987793,22492.121616363525,48475.80354309082,59051.764221191406,32323.662155151367,22356.621253967285,19557.28126525879,55789.104248046875,53722.12368774414,58952.36463928223
Lyso_PS(22:4) | PS (22:4),-0.29948867414053354,6.37177406007828,0.32527108539670735,0.5684570024822001,0.9806534698349677,PS,22896.48169708252,34449.202239990234,24961.681854248047,61765.72454833984,60545.94415283203,41204.423095703125,24391.781826019287,28885.722137451172,57637.383697509766,59425.204528808594,59931.30465698242
Lyso_PS(22:4) | PS (22:4)_2,-0.27418646003920666,6.385198140858762,0.27271072794565043,0.6015191623509792,0.9806534698349677,PS,22884.84171295166,33150.90232849121,25564.201793670654,60122.82385253906,63084.02377319336,40597.042236328125,26837.021812438965,27774.26202392578,58089.004638671875,55730.90380859375,66614.364013671875
Lyso_PS(22:6) | PS (22:6),-0.37059672701096885,6.679631336686726,0.49760225467070995,0.480555569507369,0.9806534698349677,PS,18537.561279296875,41547.442932128906,27948.202125549316,75914.30545043945,91221.36721801758,50422.783935546875,28665.26245880127,34887.622497558594,77331.68566894531,85777.22644042969,62927.42401123047
Lyso_PS(22:6) | PS (22:6)_2,-0.4302720420000023,6.672585286880227,0.6701197978451319,0.4130098431769959,0.9806534698349677,PS,24433.182037353516,43726.84281921387,18715.421356201172,72770.96514892578,87582.9457397461,49256.083251953125,31387.20221710205,39984.523010253906,76736.14617919922,80225.50509643555,61331.38409423828
O-(11-carboxyundecanoyl)carnitine,-0.32719703642487613,11.668105120222203,0.38813466505962424,0.5332815340975617,0.9806534698349677,CAR,1474095.4887695312,1767469.7470703125,1581158.4799804688,1897017.413330078,1605101.083984375,1548128.7014160156,1759246.659423828,1817530.3332519531,1818691.209472656,1472280.3151855469,1432417.7971191406
O-(13-carboxytridecanoyl)carnitine,-0.3681177364933564,12.292863314956662,0.4910111677972575,0.4834765920892147,0.9806534698349677,CAR,2110475.984375,2267488.3576660156,2318483.2495117188,2595080.1494140625,2656519.479736328,2230760.438720703,2560222.873046875,2573945.6643066406,2645433.884033203,2549217.2326660156,3416885.3427734375
O-(17-carboxyheptadecanoyl)carnitine,-0.36789297780739244,11.820083560030994,0.4904132007577573,0.48374304294682763,0.9806534698349677,CAR,1547938.091796875,1767424.203125,1733107.8115234375,1904498.5239257812,1968279.7216796875,1722163.9125976562,1877667.6440429688,1855567.626953125,1958748.5366210935,2000980.7578125,1911734.6020507812
O-arachidonoylcarnitine,-0.40051898136046993,11.865738671326685,0.5809634428660502,0.445934929697729,0.9806534698349677,CAR,1606444.248046875,1581450.2255859375,1706995.9501953125,1925770.7993164065,1992535.3129882812,1653651.3374023438,1859686.2846679688,1922244.0390625,2052466.7138671875,2030648.822265625,2433795.915527344
O-behenoylcarnitine,-0.41174046336853654,11.138615810315061,0.6138617530168631,0.43333748590854904,0.9806534698349677,CAR,918663.254333496,1015143.6715965272,1046629.1194114684,1159352.5242614746,1183595.9450912476,1016328.2003860474,1170790.031513214,1169881.9305725098,1214997.707458496,1199428.261802673,1460080.6394119265
"O-oleoylcarnitine, Elaidic carnitine",-0.4195956699030556,12.382004095058665,0.637426033867585,0.42464440736140113,0.9806534698349677,CAR,2176943.9604492188,2820594.7856445312,2794081.3002929688,2715296.607421875,2836430.0146484375,3047597.2622070312,2503960.041015625,2960651.0043945312,2859035.7294921875,3032366.4145507812,2078276.6245117188
